year,sampreg,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,West,Part-time,0.02999,1713,3417,0.02427,0.03570
2010,West,Either,0.01669,450,3417,0.01239,0.02098
2010,West,I'm not sure yet,0.00656,161,3417,0.00385,0.00927
2010,East,Full-time,0.07029,505,985,0.05432,0.08626
2010,East,Part-time,0.02259,280,985,0.01331,0.03187
2010,East,Either,0.02261,169,985,0.01332,0.03190
2010,East,I'm not sure yet,0.00571,31,985,0.00100,0.01041
2011,West,Full-time,0.04287,1204,3304,0.03597,0.04978
2011,West,Part-time,0.02960,1508,3304,0.02382,0.03538
2011,West,Either,0.01286,420,3304,0.00901,0.01670
2011,West,I'm not sure yet,0.00533,172,3304,0.00284,0.00781
2011,East,Full-time,0.06036,489,1009,0.04566,0.07506
2011,East,Part-time,0.02007,286,1009,0.01142,0.02873
2011,East,Either,0.02030,188,1009,0.01159,0.02901
2011,East,I'm not sure yet,0.00531,46,1009,0.00082,0.00979
2012,West,Full-time,0.04166,1122,3037,0.03456,0.04877
2012,West,Part-time,0.03169,1377,3037,0.02546,0.03792
2012,West,Either,0.01226,325,3037,0.00834,0.01617
2012,West,I'm not sure yet,0.00776,213,3037,0.00464,0.01089
2012,East,Full-time,0.06249,464,948,0.04708,0.07791
2012,East,Part-time,0.02138,250,948,0.01216,0.03059
2012,East,Either,0.02780,187,948,0.01733,0.03827
2012,East,I'm not sure yet,0.00619,47,948,0.00119,0.01118
2013,West,Full-time,0.04546,1603,3902,0.03892,0.05199
2013,West,Part-time,0.03230,1580,3902,0.02675,0.03784
2013,West,Either,0.01311,492,3902,0.00954,0.01668
2013,West,I'm not sure yet,0.00758,227,3902,0.00486,0.01030
2013,East,Full-time,0.04971,407,887,0.03540,0.06402
2013,East,Part-time,0.01991,251,887,0.01071,0.02911
2013,East,Either,0.02376,188,887,0.01373,0.03379
2013,East,I'm not sure yet,0.00511,41,887,0.00041,0.00980
2014,West,Full-time,0.04146,1225,3123,0.03447,0.04845
2014,West,Part-time,0.03409,1304,3123,0.02772,0.04045
2014,West,Either,0.01223,391,3123,0.00837,0.01608
2014,West,I'm not sure yet,0.00719,203,3123,0.00423,0.01016
2014,East,Full-time,0.05010,328,793,0.03491,0.06530
2014,East,Part-time,0.02578,246,793,0.01474,0.03681
2014,East,Either,0.02645,171,793,0.01528,0.03763
2014,East,I'm not sure yet,0.00508,48,793,0.00013,0.01004
2015,West,Full-time,0.04409,1345,3298,0.03709,0.05110
2015,West,Part-time,0.03138,1247,3298,0.02543,0.03733
2015,West,Either,0.01376,460,3298,0.00979,0.01774
2015,West,I'm not sure yet,0.00731,246,3298,0.00440,0.01021
2015,East,Full-time,0.04212,298,737,0.02761,0.05663
2015,East,Part-time,0.02388,231,737,0.01285,0.03491
2015,East,Either,0.02218,161,737,0.01154,0.03282
2015,East,I'm not sure yet,0.00563,47,737,0.00023,0.01104
2016,West,Full-time,0.04068,1044,2694,0.03322,0.04814
2016,West,Part-time,0.03194,1064,2694,0.02530,0.03858
2016,West,Either,0.01233,368,2694,0.00816,0.01650
2016,West,I'm not sure yet,0.00783,218,2694,0.00450,0.01115
2016,East,Full-time,0.04209,256,620,0.02627,0.05791
2016,East,Part-time,0.02126,165,620,0.00990,0.03262
2016,East,Either,0.02540,148,620,0.01300,0.03779
2016,East,I'm not sure yet,0.00904,51,620,0.00158,0.01649
2017,West,Full-time,0.03835,1708,4008,0.03240,0.04429
2017,West,Part-time,0.03209,1397,4008,0.02664,0.03755
2017,West,Either,0.01395,574,4008,0.01032,0.01758
2017,West,I'm not sure yet,0.00768,329,4008,0.00498,0.01039
2017,East,Full-time,0.04196,436,985,0.02943,0.05449
2017,East,Part-time,0.02801,284,985,0.01770,0.03831
2017,East,Either,0.02335,188,985,0.01391,0.03278
2017,East,I'm not sure yet,0.00590,77,985,0.00111,0.01068
2018,West,Full-time,0.03708,1915,4453,0.03153,0.04264
2018,West,Part-time,0.03183,1550,4453,0.02667,0.03699
2018,West,Either,0.01211,565,4453,0.00890,0.01532
2018,West,I'm not sure yet,0.00831,423,4453,0.00564,0.01097
2018,East,Full-time,0.03809,420,993,0.02618,0.05001
2018,East,Part-time,0.02452,280,993,0.01489,0.03414
2018,East,Either,0.02156,214,993,0.01252,0.03060
2018,East,I'm not sure yet,0.00832,79,993,0.00267,0.01397
2019,West,Full-time,0.03301,1550,3778,0.02731,0.03871
2019,West,Part-time,0.03272,1453,3778,0.02705,0.03840
2019,West,Either,0.01158,431,3778,0.00817,0.01499
2019,West,I'm not sure yet,0.00673,344,3778,0.00412,0.00934
2019,East,Full-time,0.03724,336,846,0.02447,0.05000
2019,East,Part-time,0.02493,296,846,0.01442,0.03545
2019,East,Either,0.01712,136,846,0.00838,0.02587
2019,East,I'm not sure yet,0.00970,78,846,0.00309,0.01630
2020,West,Full-time,0.03105,1478,3703,0.02546,0.03663
2020,West,Part-time,0.03065,1296,3703,0.02510,0.03620
2020,West,Either,0.01163,491,3703,0.00817,0.01508
2020,West,I'm not sure yet,0.01160,438,3703,0.00815,0.01505
2020,East,Full-time,0.03615,340,823,0.02339,0.04892
2020,East,Part-time,0.02058,258,823,0.01087,0.03028
2020,East,Either,0.01765,128,823,0.00865,0.02665
2020,East,I'm not sure yet,0.01110,97,823,0.00394,0.01827
2021,West,Full-time,0.02990,779,2501,0.02322,0.03657
2021,West,Part-time,0.03479,991,2501,0.02761,0.04197
2021,West,Either,0.01685,471,2501,0.01181,0.02190
2021,West,I'm not sure yet,0.00908,260,2501,0.00537,0.01280
2021,East,Full-time,0.02779,176,507,0.01347,0.04211
2021,East,Part-time,0.02383,178,507,0.01054,0.03712
2021,East,Either,0.01498,109,507,0.00439,0.02556
2021,East,I'm not sure yet,0.00840,44,507,0.00045,0.01636
