year,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2012,Tenant,8707,0.2846501611537837,0.27001031506665313,0.29843978090150525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Owner,7708,0.3401506416787929,0.3209128339335984,0.3575596744756834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Tenant,10162,0.2965875969659279,0.2789443412555462,0.310036406706378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Owner,7052,0.3386906611085119,0.31471796623530623,0.35873783802041326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Tenant,8776,0.29205839947356904,0.2748525637154143,0.3059262156104551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Owner,6739,0.32922094672490404,0.3089102547214406,0.34807800011668233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Tenant,9025,0.2935744120700087,0.27798360395809746,0.30845541365364654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Owner,6302,0.3362757156385514,0.31594010966971603,0.35718797664785706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Tenant,7999,0.2961134097153313,0.2773441628225873,0.3127326214123217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Owner,7063,0.3333169961079179,0.31405852330653417,0.3551645311686308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Tenant,10418,0.3024375905275458,0.28594788995381987,0.3198420065721545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Owner,6758,0.32531553311233236,0.30571803874191894,0.34577695179465956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Tenant,11120,0.30072679516510664,0.28087309281220213,0.3230147845138485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Owner,7883,0.32649563208376503,0.3033698490380572,0.34532840745994314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tenant,10544,0.3090954711623253,0.2867203476094271,0.3280443145475858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Owner,6996,0.3424889920017917,0.31601048336487414,0.36584549034918706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Tenant,12333,0.3151663373226111,0.29677831293542734,0.3331814093156654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Owner,5099,0.3354884103984567,0.3061775299502571,0.3559493411756048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Tenant,7464,0.31008065385348405,0.28232209471069647,0.33087364477220343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
