year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1995,Urban regions,Owner,1391,0.51830,0.46249,0.57035,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1995,Urban regions,Tenant,3060,0.34585,0.31616,0.37382,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1995,Rural regions,Owner,973,0.54091,0.47030,0.60050,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1995,Rural regions,Tenant,1273,0.45021,0.39235,0.49477,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1996,Urban regions,Owner,1392,0.52040,0.45849,0.56497,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1996,Urban regions,Tenant,3005,0.34282,0.31509,0.36817,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1996,Rural regions,Owner,1003,0.54349,0.48171,0.61209,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1996,Rural regions,Tenant,1231,0.41264,0.36560,0.45892,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1997,Urban regions,Owner,1419,0.52447,0.46109,0.57767,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1997,Urban regions,Tenant,2912,0.33525,0.30872,0.36647,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1997,Rural regions,Owner,1025,0.56111,0.48465,0.62524,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1997,Rural regions,Tenant,1189,0.41808,0.37453,0.47066,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1998,Urban regions,Owner,1677,0.49162,0.44057,0.54490,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1998,Urban regions,Tenant,3237,0.34868,0.31958,0.37650,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1998,Rural regions,Owner,1224,0.59160,0.52325,0.64812,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1998,Rural regions,Tenant,1279,0.39092,0.33464,0.43469,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1999,Urban regions,Owner,1660,0.50762,0.45620,0.54932,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1999,Urban regions,Tenant,3049,0.33726,0.30733,0.36327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1999,Rural regions,Owner,1199,0.58811,0.51526,0.65012,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1999,Rural regions,Tenant,1235,0.35405,0.30823,0.40005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2000,Urban regions,Owner,3499,0.46394,0.42882,0.49526,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2000,Urban regions,Tenant,5081,0.35696,0.33686,0.37810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2000,Rural regions,Owner,2326,0.53126,0.49401,0.56674,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2000,Rural regions,Tenant,2044,0.37072,0.33458,0.40071,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2001,Urban regions,Owner,3138,0.45870,0.42362,0.49090,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2001,Urban regions,Tenant,4629,0.35340,0.33153,0.37528,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2001,Rural regions,Owner,2129,0.50467,0.46585,0.54643,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2001,Rural regions,Tenant,1784,0.34944,0.31220,0.38427,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2002,Urban regions,Owner,3661,0.45400,0.42458,0.48340,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2002,Urban regions,Tenant,4576,0.35153,0.32640,0.37312,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2002,Rural regions,Owner,2183,0.53252,0.48761,0.58022,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2002,Rural regions,Tenant,1792,0.34094,0.30334,0.37941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003,Urban regions,Owner,3548,0.44657,0.41822,0.48026,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2003,Urban regions,Tenant,4420,0.35459,0.33297,0.37939,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003,Rural regions,Owner,2111,0.50603,0.45974,0.55079,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2003,Rural regions,Tenant,1725,0.32599,0.28019,0.35896,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2004,Urban regions,Owner,3463,0.43516,0.40356,0.46806,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2004,Urban regions,Tenant,4311,0.34765,0.32641,0.36954,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2004,Rural regions,Owner,2098,0.47134,0.42620,0.51654,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2004,Rural regions,Tenant,1671,0.31576,0.27718,0.35638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2005,Urban regions,Owner,3331,0.42470,0.39273,0.45450,0.00000,0.00000,0.78767,0.00000,1.96917,0.00000,0.00000,0.00000
2005,Urban regions,Tenant,4208,0.33882,0.31362,0.36346,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2005,Rural regions,Owner,2054,0.45875,0.41448,0.50152,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2005,Rural regions,Tenant,1605,0.32471,0.28700,0.35834,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2006,Urban regions,Owner,3695,0.41048,0.38076,0.44727,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2006,Urban regions,Tenant,4450,0.32573,0.29844,0.34847,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2006,Rural regions,Owner,2308,0.43528,0.39841,0.47102,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2006,Rural regions,Tenant,1810,0.32001,0.28121,0.35098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,Urban regions,Owner,3458,0.40653,0.37047,0.44283,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,Urban regions,Tenant,4129,0.32428,0.30010,0.34936,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,Rural regions,Owner,2162,0.40707,0.35941,0.45038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,Rural regions,Tenant,1704,0.28734,0.25036,0.32557,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,Urban regions,Owner,3298,0.38830,0.35185,0.43012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,Urban regions,Tenant,3874,0.30189,0.27626,0.32779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,Rural regions,Owner,2081,0.38439,0.33910,0.42425,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,Rural regions,Tenant,1569,0.27626,0.23902,0.31102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,Urban regions,Owner,3092,0.38165,0.34715,0.41655,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,Urban regions,Tenant,3591,0.27912,0.25340,0.30533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,Rural regions,Owner,1971,0.37826,0.33686,0.42228,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,Rural regions,Tenant,1523,0.26934,0.22704,0.31123,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,Urban regions,Owner,3821,0.36637,0.34084,0.39547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,Urban regions,Tenant,5242,0.27581,0.25647,0.29429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,Rural regions,Owner,2510,0.34517,0.31381,0.37634,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,Rural regions,Tenant,2226,0.28164,0.25007,0.30775,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,Urban regions,Owner,4610,0.37873,0.35107,0.40166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,Urban regions,Tenant,6123,0.28274,0.26444,0.29778,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,Rural regions,Owner,3111,0.35442,0.32541,0.38754,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,Rural regions,Tenant,2759,0.29090,0.26876,0.31376,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,Urban regions,Owner,4504,0.37288,0.35135,0.39676,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,Urban regions,Tenant,5925,0.28277,0.26745,0.29979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,Rural regions,Owner,3092,0.33118,0.30358,0.35717,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,Rural regions,Tenant,2782,0.28944,0.26030,0.32027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,Urban regions,Owner,4670,0.35134,0.32677,0.37884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,Urban regions,Tenant,7161,0.30109,0.28251,0.31565,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,Rural regions,Owner,3038,0.32093,0.29563,0.34407,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,Rural regions,Tenant,3001,0.28522,0.25656,0.30812,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,Urban regions,Owner,4263,0.35213,0.32557,0.37122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,Urban regions,Tenant,6122,0.30017,0.28066,0.31919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,Rural regions,Owner,2789,0.31474,0.28660,0.33966,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,Rural regions,Tenant,2654,0.27199,0.24434,0.29946,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Urban regions,Owner,4042,0.33852,0.31285,0.35898,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Urban regions,Tenant,6327,0.29581,0.27390,0.31409,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Rural regions,Owner,2697,0.31252,0.28243,0.33923,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Rural regions,Tenant,2698,0.28804,0.25777,0.31798,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,Urban regions,Owner,3765,0.34280,0.31418,0.37341,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,Urban regions,Tenant,5599,0.29986,0.27962,0.32016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,Rural regions,Owner,2537,0.32469,0.28604,0.35804,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,Rural regions,Tenant,2400,0.28645,0.25339,0.31723,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,Urban regions,Owner,4250,0.33772,0.31135,0.35798,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,Urban regions,Tenant,7235,0.30724,0.28415,0.32675,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,Rural regions,Owner,2813,0.32507,0.29002,0.35358,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,Rural regions,Tenant,3183,0.28993,0.25734,0.31643,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,Urban regions,Owner,4072,0.32199,0.29452,0.34894,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,Urban regions,Tenant,7846,0.30672,0.28265,0.33115,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,Rural regions,Owner,2686,0.33155,0.29557,0.36465,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,Rural regions,Tenant,3274,0.28520,0.24760,0.31815,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,Urban regions,Owner,4724,0.32415,0.29352,0.35214,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,Urban regions,Tenant,7236,0.31715,0.29262,0.33715,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,Rural regions,Owner,3002,0.33272,0.29834,0.36532,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,Rural regions,Tenant,2998,0.29386,0.25534,0.32832,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,Urban regions,Owner,4292,0.33844,0.31082,0.36786,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,Urban regions,Tenant,9078,0.31315,0.29014,0.33752,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,Rural regions,Owner,2704,0.35002,0.31285,0.38149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,Rural regions,Tenant,3255,0.32038,0.27773,0.35880,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,Urban regions,Owner,3132,0.33075,0.29521,0.36404,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,Urban regions,Tenant,5478,0.31933,0.28549,0.34537,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,Rural regions,Owner,1967,0.34416,0.30228,0.38630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,Rural regions,Tenant,1985,0.28743,0.24687,0.32370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
