year,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1989,2nd Quintile,984,0.58739,0.52944,0.64534,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1989,3rd Quintile,953,0.46301,0.41193,0.51408,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1989,4th Quintile,949,0.26836,0.22918,0.30754,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1989,5th Quintile,852,0.22277,0.18333,0.26222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,1st Quintile,2196,0.50293,0.46827,0.53759,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1990,2nd Quintile,1162,0.55486,0.49868,0.61104,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1990,3rd Quintile,1172,0.53137,0.47956,0.58318,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1990,4th Quintile,1151,0.34109,0.30021,0.38198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,5th Quintile,1067,0.22666,0.19102,0.26229,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1991,1st Quintile,2050,0.51465,0.47875,0.55056,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1991,2nd Quintile,1145,0.52019,0.46372,0.57667,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1991,3rd Quintile,1176,0.53709,0.48493,0.58925,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1991,4th Quintile,1187,0.37682,0.33502,0.41863,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1991,5th Quintile,1071,0.22410,0.18974,0.25846,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1992,1st Quintile,1401,0.46278,0.41467,0.51089,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1992,2nd Quintile,1491,0.64233,0.59244,0.69223,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1992,3rd Quintile,1340,0.50855,0.46295,0.55415,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1992,4th Quintile,1273,0.34580,0.30728,0.38433,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1992,5th Quintile,1096,0.23160,0.19641,0.26678,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1993,1st Quintile,1312,0.46245,0.41294,0.51195,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1993,2nd Quintile,1487,0.59549,0.54667,0.64432,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1993,3rd Quintile,1381,0.52475,0.48030,0.56920,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1993,4th Quintile,1286,0.36876,0.32788,0.40965,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1993,5th Quintile,1102,0.21739,0.18277,0.25201,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1994,1st Quintile,1336,0.48756,0.43582,0.53930,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1994,2nd Quintile,1411,0.60436,0.55481,0.65392,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1994,3rd Quintile,1363,0.47381,0.43048,0.51715,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1994,4th Quintile,1246,0.36116,0.32051,0.40180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1994,5th Quintile,1135,0.23477,0.20035,0.26919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1995,1st Quintile,1400,0.59360,0.53889,0.64831,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1995,2nd Quintile,1471,0.53691,0.49114,0.58268,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1995,3rd Quintile,1406,0.47417,0.43010,0.51824,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1995,4th Quintile,1278,0.33639,0.29817,0.37460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1995,5th Quintile,1138,0.23331,0.19926,0.26737,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1996,1st Quintile,1411,0.55655,0.50457,0.60854,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1996,2nd Quintile,1401,0.57466,0.52515,0.62417,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1996,3rd Quintile,1394,0.44098,0.39826,0.48369,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1996,4th Quintile,1298,0.34910,0.30971,0.38849,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1996,5th Quintile,1122,0.22374,0.19012,0.25736,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1997,1st Quintile,1338,0.57143,0.51795,0.62491,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1997,2nd Quintile,1413,0.54191,0.49423,0.58960,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1997,3rd Quintile,1389,0.47048,0.42653,0.51444,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1997,4th Quintile,1297,0.34611,0.30749,0.38473,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1997,5th Quintile,1108,0.21958,0.18563,0.25353,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1998,1st Quintile,1505,0.58020,0.52968,0.63073,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1998,2nd Quintile,1575,0.58319,0.53718,0.62921,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1998,3rd Quintile,1530,0.42416,0.38323,0.46509,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1998,4th Quintile,1499,0.31566,0.28098,0.35033,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1998,5th Quintile,1304,0.24067,0.20784,0.27350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1999,1st Quintile,1506,0.58211,0.53119,0.63303,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1999,2nd Quintile,1523,0.50758,0.46464,0.55052,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1999,3rd Quintile,1489,0.45593,0.41277,0.49908,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1999,4th Quintile,1386,0.32874,0.29092,0.36656,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1999,5th Quintile,1239,0.23767,0.20334,0.27201,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2000,1st Quintile,2554,0.51912,0.48199,0.55625,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2000,2nd Quintile,2713,0.52836,0.49480,0.56192,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2000,3rd Quintile,2650,0.43425,0.40309,0.46541,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2000,4th Quintile,2601,0.35513,0.32694,0.38332,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2000,5th Quintile,2426,0.23456,0.21085,0.25827,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2001,1st Quintile,2231,0.51107,0.47150,0.55064,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2001,2nd Quintile,2460,0.52829,0.49278,0.56381,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2001,3rd Quintile,2436,0.41673,0.38545,0.44802,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2001,4th Quintile,2369,0.34878,0.31943,0.37812,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2001,5th Quintile,2181,0.21794,0.19387,0.24201,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2002,1st Quintile,2099,0.51461,0.47386,0.55535,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2002,2nd Quintile,2240,0.50509,0.46864,0.54153,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2002,3rd Quintile,2272,0.46831,0.43478,0.50185,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2002,4th Quintile,2365,0.32336,0.29486,0.35186,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2002,5th Quintile,3231,0.21817,0.19819,0.23816,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003,1st Quintile,2052,0.49090,0.45123,0.53057,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2003,2nd Quintile,2209,0.50172,0.46502,0.53841,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2003,3rd Quintile,2232,0.45398,0.41930,0.48865,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2003,4th Quintile,2273,0.32399,0.29564,0.35235,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003,5th Quintile,3034,0.22221,0.20120,0.24321,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2004,1st Quintile,1962,0.46798,0.42799,0.50797,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2004,2nd Quintile,2163,0.49001,0.45353,0.52650,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2004,3rd Quintile,2192,0.43377,0.40029,0.46725,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2004,4th Quintile,2266,0.33145,0.30273,0.36017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2004,5th Quintile,2957,0.20408,0.18352,0.22465,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2005,1st Quintile,1971,0.48722,0.44691,0.52752,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2005,2nd Quintile,2068,0.45080,0.41512,0.48648,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2005,3rd Quintile,2099,0.42507,0.39137,0.45876,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2005,4th Quintile,2213,0.30016,0.27223,0.32809,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2005,5th Quintile,2845,0.22720,0.20541,0.24899,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2006,1st Quintile,2096,0.43461,0.39779,0.47142,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2006,2nd Quintile,2222,0.43818,0.40416,0.47220,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2006,3rd Quintile,2387,0.42034,0.38759,0.45309,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2006,4th Quintile,2493,0.31776,0.29066,0.34487,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2006,5th Quintile,3061,0.21037,0.19008,0.23067,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,1st Quintile,1960,0.40691,0.37038,0.44345,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,2nd Quintile,2110,0.44330,0.40641,0.48018,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
2007,3rd Quintile,2215,0.38605,0.35492,0.41718,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,4th Quintile,2333,0.32263,0.29388,0.35138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,5th Quintile,2832,0.20927,0.18798,0.23056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,1st Quintile,1873,0.39704,0.35953,0.43456,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,2nd Quintile,1972,0.40772,0.37206,0.44339,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,3rd Quintile,2167,0.35375,0.32210,0.38539,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,4th Quintile,2114,0.30865,0.27978,0.33753,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,5th Quintile,2694,0.20866,0.18649,0.23083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,1st Quintile,1794,0.36014,0.32330,0.39697,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,2nd Quintile,1886,0.38987,0.35408,0.42566,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,3rd Quintile,1949,0.34231,0.30972,0.37490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,4th Quintile,2061,0.31257,0.28252,0.34262,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,5th Quintile,2483,0.20883,0.18597,0.23169,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,1st Quintile,3148,0.37972,0.35048,0.40895,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,2nd Quintile,2920,0.36688,0.33795,0.39581,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,3rd Quintile,2557,0.32245,0.29508,0.34982,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,4th Quintile,2457,0.29048,0.26447,0.31648,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,5th Quintile,2713,0.21347,0.19149,0.23545,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,1st Quintile,3706,0.37219,0.34540,0.39897,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,2nd Quintile,3412,0.36970,0.34293,0.39648,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,3rd Quintile,3223,0.33642,0.31146,0.36137,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,4th Quintile,3063,0.32134,0.29674,0.34594,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,5th Quintile,3196,0.22069,0.20028,0.24110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,1st Quintile,3598,0.36763,0.34063,0.39464,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,2nd Quintile,3310,0.36344,0.33655,0.39033,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,3rd Quintile,3202,0.35082,0.32534,0.37630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,4th Quintile,3029,0.29388,0.27025,0.31751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,5th Quintile,3158,0.21476,0.19449,0.23502,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,1st Quintile,4240,0.41437,0.38766,0.44107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,2nd Quintile,3858,0.35894,0.33480,0.38307,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,3rd Quintile,3388,0.33334,0.30896,0.35772,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,4th Quintile,3114,0.27051,0.24818,0.29284,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,5th Quintile,3262,0.20547,0.18602,0.22491,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,1st Quintile,3453,0.38118,0.35221,0.41015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,2nd Quintile,3315,0.37047,0.34350,0.39743,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,3rd Quintile,3109,0.32737,0.30189,0.35285,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,4th Quintile,2927,0.28010,0.25686,0.30334,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,5th Quintile,3019,0.20566,0.18544,0.22589,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,1st Quintile,3551,0.39282,0.36441,0.42123,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,2nd Quintile,3383,0.33596,0.31032,0.36159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,3rd Quintile,3018,0.33063,0.30503,0.35623,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,4th Quintile,2830,0.27883,0.25498,0.30268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,5th Quintile,2976,0.20960,0.18895,0.23024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,1st Quintile,5201,0.41849,0.39359,0.44338,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,2nd Quintile,3041,0.35043,0.32325,0.37761,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,3rd Quintile,2743,0.32951,0.30299,0.35602,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,4th Quintile,2662,0.27616,0.25194,0.30038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,5th Quintile,2755,0.21530,0.19333,0.23728,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,1st Quintile,5649,0.41653,0.39246,0.44061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,2nd Quintile,3331,0.36221,0.33488,0.38953,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,3rd Quintile,3107,0.33698,0.31174,0.36223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,4th Quintile,3047,0.26023,0.23776,0.28271,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,5th Quintile,3095,0.21454,0.19417,0.23491,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,1st Quintile,5368,0.39400,0.36974,0.41825,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,2nd Quintile,3449,0.36363,0.33714,0.39012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,3rd Quintile,3002,0.31601,0.29092,0.34111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,4th Quintile,2901,0.27932,0.25537,0.30326,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,5th Quintile,3016,0.20549,0.18522,0.22576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,1st Quintile,5047,0.38541,0.36047,0.41034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,2nd Quintile,3161,0.36093,0.33380,0.38806,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,3rd Quintile,2894,0.32908,0.30270,0.35547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,4th Quintile,2930,0.29751,0.27288,0.32215,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,5th Quintile,4357,0.21042,0.19350,0.22734,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,1st Quintile,6091,0.38866,0.36596,0.41136,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,2nd Quintile,3503,0.37410,0.34788,0.40033,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,3rd Quintile,2904,0.33451,0.30810,0.36091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,4th Quintile,2876,0.30606,0.28099,0.33112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,5th Quintile,3762,0.23521,0.21610,0.25433,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,1st Quintile,3244,0.34446,0.31499,0.37393,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,2nd Quintile,2375,0.37604,0.34474,0.40734,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,3rd Quintile,2075,0.37051,0.33748,0.40354,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,4th Quintile,2100,0.29075,0.26230,0.31919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,5th Quintile,2728,0.23175,0.20963,0.25387,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,1st Quintile,5284,0.40345,0.38027,0.42664,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,2nd Quintile,4179,0.38056,0.35536,0.40576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,3rd Quintile,3483,0.31120,0.28788,0.33453,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,4th Quintile,3453,0.33699,0.31238,0.36159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,5th Quintile,3842,0.21468,0.19637,0.23299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
