year,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1994,East,69.5260818236318,67.02987594191741,72.02228770534619,47.0,59.0,89.0,10.0,152.0,59.0,48.974999999999994,64.0,177.0
1995,West,84.38683675341453,82.98283017077176,85.79084333605729,56.0,76.0,100.0,12.0,166.0,76.0,72.0,80.0,786.0
1995,East,78.5475805519373,75.71964984772063,81.37551125615397,50.0,70.0,100.0,20.0,175.0,70.0,67.0,77.0,189.0
1996,West,86.00447438604346,84.46604439882255,87.54290437326436,57.02515570518642,78.0,100.0,10.0,164.46226644222037,78.0,76.0,83.0,665.0
1996,East,72.0410016230428,69.7473097176749,74.33469352841071,50.0,62.6992616624102,85.0,12.0,137.5,63.0,60.0,68.0,249.0
1997,West,86.82707091806877,85.37206267979761,88.28207915633993,60.0,78.45394579519504,106.0,10.0,175.0,78.0,73.975,81.0,594.0
1997,East,69.54049955862861,67.85377954359616,71.22721957366106,50.0,64.0,83.0,10.0,132.5,64.0,58.0,68.0,253.0
1998,West,91.5308101471239,91.00875663112961,92.05286366311819,63.0,83.58772143958149,112.0,10.0,185.5,83.0,81.0,85.0,5403.0
1998,East,75.56461740163722,74.86293665848275,76.26629814479169,54.0,67.0,90.0,8.0,144.0,67.0,64.975,69.0,1941.0
1999,West,85.68709115879447,84.06197524425748,87.31220707333146,58.0,75.0,100.0,10.0,163.0,75.0,70.0,79.025,697.0
1999,East,78.08267786439521,75.205709707587,80.95964602120341,52.38834202767069,65.0,90.0,18.0,146.41748695849395,65.0,58.0,69.0,238.0
2000,West,94.08266856348703,93.53314221437721,94.63219491259686,64.0,85.0,120.0,10.0,204.0,85.0,84.0,86.0,5353.0
2000,East,75.34006228856585,74.5113214306107,76.16880314652099,53.0,67.0,92.0,15.0,150.5,67.0,65.0,69.0,1423.0
2001,West,88.6535062732279,87.36701503911087,89.93999750734494,60.0,80.0,110.0,14.0,185.0,80.0,76.0,85.0,972.0
2001,East,76.09094388890335,74.45635436908398,77.72553340872273,57.0,69.0,94.41044537723324,20.0,150.52611344308312,69.0,65.0,74.025,299.0
2002,West,93.90215606366057,93.4887374558077,94.31557467151345,65.0,85.0,120.0,10.0,202.5,85.0,84.0,86.0,9224.0
2002,East,75.32388725282534,74.74997799986158,75.8977965057891,54.0,68.0,92.0,9.0,149.0,68.0,66.0,71.0,2799.0
2003,West,93.20492559884464,92.78729211633416,93.62255908135512,64.0,85.0,120.0,11.0,204.0,85.0,84.0,86.0,8969.0
2003,East,75.98369772214348,75.38856095355209,76.57883449073486,55.0,68.0,93.33576408334544,10.0,150.8394102083636,68.0,66.0,71.0,2795.0
2004,West,94.16741080123501,93.73837178114137,94.59644982132865,65.0,85.0,120.0,10.0,202.5,85.0,83.0,85.0,8752.0
2004,East,76.0771369580646,75.48789287708128,76.66638103904792,55.0,68.0,92.0,12.0,147.5,68.0,67.0,71.0,2750.0
2005,West,94.58144382823023,94.14731304604969,95.01557461041078,65.0,86.0,120.0,8.0,202.5,86.0,85.0,87.0,8492.0
2005,East,76.6673317861927,76.06607452305131,77.2685890493341,55.0,68.0,94.0,12.0,152.5,68.0,66.0,70.0,2685.0
2006,West,94.60203597980195,94.17553352064566,95.02853843895825,65.0,85.0,120.0,9.0,202.5,85.0,84.0,86.0,9309.0
2006,East,76.24650218489926,75.67269918105667,76.82030518874184,55.0,68.0,91.0,15.0,145.0,68.0,66.0,71.0,2915.0
2007,West,95.70635890827522,95.26291269513483,96.14980512141561,65.0,86.0,120.0,9.0,202.5,86.0,84.0,87.0,8670.0
2007,East,77.40814887930546,76.78417360181082,78.0321241568001,55.0,68.0,95.0,12.0,155.0,68.0,66.0,69.0,2751.0
2008,West,96.50239246883638,96.03802339297816,96.96676154469459,65.0,87.0,120.0,10.0,202.5,87.0,84.0,89.0,8147.0
2008,East,77.66689518449162,77.05994855522768,78.27384181375557,56.0,70.0,97.0,12.0,158.5,70.0,70.0,72.0,2643.0
2009,West,97.44293741872674,96.95801081263049,97.927864024823,67.0,89.0,120.0,10.0,199.5,89.0,88.0,92.0,7595.0
2009,East,78.14596397512726,77.52199969315427,78.76992825710025,56.0,70.0,98.0,10.0,161.0,70.0,70.0,72.0,2547.0
2010,West,98.37437808490776,97.96110976178136,98.78764640803416,66.0,90.0,120.0,13.0,201.0,90.0,90.0,92.0,10606.0
2010,East,79.28036514816924,78.68947723269419,79.87125306364429,56.0,70.0,100.0,15.0,166.0,70.0,68.0,72.0,3148.0
2011,West,98.20997705802492,97.83642876770138,98.58352534834846,66.0,89.0,120.0,11.0,201.0,89.0,88.0,92.0,12831.0
2011,East,79.15360146536044,78.61747781613555,79.68972511458533,56.0,70.0,100.0,9.0,166.0,70.0,68.975,72.0,3738.0
2012,West,98.67637797487227,98.29164865835284,99.06110729139169,66.0,90.0,120.0,12.0,201.0,90.0,90.0,93.0,12576.0
2012,East,79.42089142628583,78.8716049020819,79.97017795048977,56.0,70.0,100.0,9.0,166.0,70.0,69.0,70.0,3706.0
2013,West,97.95617245987101,97.59833332626793,98.31401159347409,66.0,88.0,120.0,10.0,201.0,88.0,86.0,90.0,14172.0
2013,East,79.79590957435634,79.22936837280398,80.36245077590871,56.0,70.0,100.0,10.0,166.0,70.0,68.0,71.0,3649.0
2014,West,98.97528633446693,98.59001083867626,99.3605618302576,67.0,90.0,120.0,10.0,199.5,90.0,90.0,91.0,12415.0
2014,East,79.07165535365924,78.49314042810471,79.65017027921377,56.0,70.0,99.0,10.0,163.5,70.0,69.0,72.0,3368.0
2015,West,99.10343627849795,98.7139308575504,99.49294169944551,67.0,90.0,120.0,10.0,199.5,90.0,90.0,92.0,12425.0
2015,East,79.03305472601,78.44694075877933,79.61916869324065,55.0,70.0,100.0,13.0,167.5,70.0,70.0,72.0,3269.0
2016,West,99.28035841199221,98.89451278818575,99.66620403579867,67.0,90.0,120.0,6.0,199.5,90.0,90.0,91.0,12732.0
2016,East,80.57495666377193,79.97160561818679,81.17830770935707,56.0,70.0,100.0,12.0,166.0,70.0,68.0,72.0,3404.0
2017,West,99.39649519045435,99.03058845816972,99.76240192273897,67.0,90.0,124.0,9.0,209.5,90.0,90.0,91.0,14229.0
2017,East,81.27465254314167,80.69794326686852,81.85136181941482,56.0,70.0,100.0,10.0,166.0,70.0,68.0,70.0,3759.0
2018,West,99.87754884292481,99.50516229379807,100.24993539205155,67.0,90.0,125.0,11.0,212.0,90.0,88.0,90.0,13848.0
2018,East,81.76798488067598,81.18511105621639,82.35085870513558,56.0,71.0,100.0,14.0,166.0,71.0,68.0,72.0,3729.0
2019,West,100.73036640402174,100.3547079481245,101.10602485991897,68.0,90.0,125.0,10.0,210.5,90.0,88.0,90.0,14350.0
2019,East,83.23175514716453,82.64821633420762,83.81529396012145,57.0,73.0,103.8145427988324,16.0,174.03635699708101,73.0,71.0,76.0,3869.0
2020,West,101.77700907811803,101.41438153128337,102.13963662495269,68.0,92.0,126.0,9.0,213.0,92.0,89.0,94.0,15270.0
2020,East,84.60858538881912,83.99446015422015,85.2227106234181,58.0,73.65749546937293,105.0,12.0,175.5,73.0,71.0,76.0,3822.0
2021,West,89.76111043166368,88.58362589879142,90.93859496453594,59.0,76.0,110.0,9.0,186.5,76.0,72.0,82.0,1551.0
2021,East,85.5175541769472,82.70588266177738,88.32922569211702,51.0,70.0,110.0,19.0,198.5,70.0,60.0,80.0,290.0
