year,regtyp,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Urban regions,Sometimes,0.24843,4306,13290,0.24108,0.25577
2011,Urban regions,Often,0.08608,1380,13290,0.08131,0.09085
2011,Urban regions,Very often,0.02390,393,13290,0.02130,0.02650
2011,Rural regions,Very seldom,0.15038,1529,7353,0.14221,0.15855
2011,Rural regions,Seldom,0.25734,2523,7353,0.24734,0.26733
2011,Rural regions,Sometimes,0.25190,2351,7353,0.24197,0.26182
2011,Rural regions,Often,0.08329,754,7353,0.07697,0.08961
2011,Rural regions,Very often,0.02103,196,7353,0.01775,0.02431
2012,Urban regions,Very seldom,0.17205,3002,13009,0.16556,0.17854
2012,Urban regions,Seldom,0.26393,4598,13009,0.25636,0.27150
2012,Urban regions,Sometimes,0.22867,3809,13009,0.22145,0.23589
2012,Urban regions,Often,0.08078,1265,13009,0.07609,0.08546
2012,Urban regions,Very often,0.02082,335,13009,0.01837,0.02328
2012,Rural regions,Very seldom,0.16901,1673,7422,0.16048,0.17753
2012,Rural regions,Seldom,0.27663,2713,7422,0.26646,0.28681
2012,Rural regions,Sometimes,0.23594,2236,7422,0.22628,0.24560
2012,Rural regions,Often,0.07055,630,7422,0.06472,0.07637
2012,Rural regions,Very often,0.01863,170,7422,0.01556,0.02171
2013,Urban regions,Very seldom,0.16721,3586,16246,0.16147,0.17295
2013,Urban regions,Seldom,0.26166,5875,16246,0.25490,0.26842
2013,Urban regions,Sometimes,0.22677,4776,16246,0.22033,0.23321
2013,Urban regions,Often,0.07595,1571,16246,0.07187,0.08002
2013,Urban regions,Very often,0.01944,438,16246,0.01731,0.02156
2013,Rural regions,Very seldom,0.17397,2036,9365,0.16629,0.18165
2013,Rural regions,Seldom,0.28233,3442,9365,0.27322,0.29145
2013,Rural regions,Sometimes,0.24442,2745,9365,0.23571,0.25312
2013,Rural regions,Often,0.07963,880,9365,0.07414,0.08511
2013,Rural regions,Very often,0.02446,262,9365,0.02133,0.02758
2014,Urban regions,Very seldom,0.19734,4106,17581,0.19146,0.20323
2014,Urban regions,Seldom,0.28702,6103,17581,0.28033,0.29371
2014,Urban regions,Sometimes,0.24452,5129,17581,0.23816,0.25087
2014,Urban regions,Often,0.08203,1699,17581,0.07797,0.08608
2014,Urban regions,Very often,0.02426,544,17581,0.02199,0.02654
2014,Rural regions,Very seldom,0.18589,2129,9422,0.17804,0.19375
2014,Rural regions,Seldom,0.30568,3473,9422,0.29637,0.31498
2014,Rural regions,Sometimes,0.25333,2712,9422,0.24455,0.26212
2014,Rural regions,Often,0.08084,855,9422,0.07534,0.08635
2014,Rural regions,Very often,0.02341,253,9422,0.02036,0.02647
2015,Urban regions,Very seldom,0.18517,3760,16127,0.17918,0.19117
2015,Urban regions,Seldom,0.29032,5745,16127,0.28331,0.29732
2015,Urban regions,Sometimes,0.23827,4664,16127,0.23170,0.24485
2015,Urban regions,Often,0.07850,1506,16127,0.07435,0.08265
2015,Urban regions,Very often,0.02403,452,16127,0.02166,0.02639
2015,Rural regions,Very seldom,0.17496,1934,8841,0.16704,0.18288
2015,Rural regions,Seldom,0.29620,3285,8841,0.28668,0.30572
2015,Rural regions,Sometimes,0.25743,2578,8841,0.24832,0.26654
2015,Rural regions,Often,0.08178,805,8841,0.07607,0.08749
2015,Rural regions,Very often,0.02279,239,8841,0.01968,0.02590
2016,Urban regions,Very seldom,0.19689,3701,15616,0.19066,0.20313
2016,Urban regions,Seldom,0.28525,5493,15616,0.27817,0.29233
2016,Urban regions,Sometimes,0.24072,4581,15616,0.23402,0.24743
2016,Urban regions,Often,0.08225,1406,15616,0.07794,0.08656
2016,Urban regions,Very often,0.02356,435,15616,0.02118,0.02594
2016,Rural regions,Very seldom,0.17968,1900,8485,0.17151,0.18785
2016,Rural regions,Seldom,0.30702,3154,8485,0.29720,0.31684
2016,Rural regions,Sometimes,0.25489,2491,8485,0.24562,0.26416
2016,Rural regions,Often,0.07464,722,8485,0.06905,0.08023
2016,Rural regions,Very often,0.02278,218,8485,0.01960,0.02595
2017,Urban regions,Very seldom,0.18930,4022,17023,0.18342,0.19519
2017,Urban regions,Seldom,0.30738,6221,17023,0.30045,0.31431
2017,Urban regions,Sometimes,0.22997,4853,17023,0.22365,0.23630
2017,Urban regions,Often,0.07831,1499,17023,0.07428,0.08235
2017,Urban regions,Very often,0.02160,428,17023,0.01942,0.02378
2017,Rural regions,Very seldom,0.17834,2129,9354,0.17058,0.18610
2017,Rural regions,Seldom,0.30413,3472,9354,0.29481,0.31346
2017,Rural regions,Sometimes,0.24622,2663,9354,0.23749,0.25495
2017,Rural regions,Often,0.08301,825,9354,0.07742,0.08861
2017,Rural regions,Very often,0.02289,265,9354,0.01986,0.02592
2018,Urban regions,Very seldom,0.19430,4022,16580,0.18828,0.20033
2018,Urban regions,Seldom,0.30160,5969,16580,0.29461,0.30858
2018,Urban regions,Sometimes,0.23237,4595,16580,0.22594,0.23880
2018,Urban regions,Often,0.08088,1550,16580,0.07673,0.08503
2018,Urban regions,Very often,0.02284,444,16580,0.02057,0.02511
2018,Rural regions,Very seldom,0.18361,2096,8954,0.17559,0.19163
2018,Rural regions,Seldom,0.31311,3408,8954,0.30350,0.32272
2018,Rural regions,Sometimes,0.24814,2511,8954,0.23919,0.25709
2018,Rural regions,Often,0.06711,723,8954,0.06192,0.07229
2018,Rural regions,Very often,0.02489,216,8954,0.02166,0.02812
2019,Urban regions,Very seldom,0.19823,4116,16345,0.19212,0.20434
2019,Urban regions,Seldom,0.29674,5897,16345,0.28974,0.30374
2019,Urban regions,Sometimes,0.23474,4586,16345,0.22824,0.24123
2019,Urban regions,Often,0.07957,1388,16345,0.07542,0.08372
2019,Urban regions,Very often,0.01881,358,16345,0.01673,0.02089
2019,Rural regions,Very seldom,0.18230,2120,8788,0.17423,0.19038
2019,Rural regions,Seldom,0.30012,3253,8788,0.29054,0.30971
2019,Rural regions,Sometimes,0.24932,2441,8788,0.24028,0.25837
2019,Rural regions,Often,0.07409,766,8788,0.06862,0.07957
2019,Rural regions,Very often,0.02542,208,8788,0.02213,0.02871
2020,Urban regions,Very seldom,0.18451,3952,16985,0.17868,0.19034
2020,Urban regions,Seldom,0.29476,6048,16985,0.28791,0.30162
2020,Urban regions,Sometimes,0.24248,4944,16985,0.23603,0.24892
2020,Urban regions,Often,0.08248,1632,16985,0.07834,0.08662
2020,Urban regions,Very often,0.02221,409,16985,0.01999,0.02443
2020,Rural regions,Very seldom,0.16805,1965,8632,0.16016,0.17594
2020,Rural regions,Seldom,0.31491,3269,8632,0.30511,0.32471
2020,Rural regions,Sometimes,0.22919,2345,8632,0.22033,0.23806
2020,Rural regions,Often,0.08689,816,8632,0.08094,0.09283
2020,Rural regions,Very often,0.02672,237,8632,0.02332,0.03012
2021,Urban regions,Very seldom,0.18361,2657,11384,0.17650,0.19072
2021,Urban regions,Seldom,0.31961,4376,11384,0.31105,0.32818
2021,Urban regions,Sometimes,0.21358,3001,11384,0.20606,0.22111
2021,Urban regions,Often,0.08344,1088,11384,0.07836,0.08852
2021,Urban regions,Very often,0.01802,262,11384,0.01557,0.02046
2021,Rural regions,Very seldom,0.18626,1428,5799,0.17624,0.19628
2021,Rural regions,Seldom,0.32529,2268,5799,0.31323,0.33735
2021,Rural regions,Sometimes,0.21011,1420,5799,0.19962,0.22060
2021,Rural regions,Often,0.09030,549,5799,0.08293,0.09768
2021,Rural regions,Very often,0.01852,134,5799,0.01505,0.02199
