"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2001","66 und älter","Staedtischer Raum","8.25","8.5","2191","8.17","8.33"
"2002","16-34 J.","Laendlicher Raum","6.84","6.5","2092","6.75","6.93"
"2002","16-34 J.","Staedtischer Raum","6.69","6.5","4009","6.62","6.76"
"2002","35-65 J.","Laendlicher Raum","6.8","6.5","4426","6.73","6.87"
"2002","35-65 J.","Staedtischer Raum","6.87","6.5","8819","6.82","6.92"
"2002","66 und älter","Laendlicher Raum","8.1","7.5","1220","8","8.2"
"2002","66 und älter","Staedtischer Raum","8.1","7.5","2340","8.02","8.18"
"2003","16-34 J.","Laendlicher Raum","6.84","6.5","1979","6.74","6.94"
"2003","16-34 J.","Staedtischer Raum","6.84","6.5","3840","6.77","6.91"
"2003","35-65 J.","Laendlicher Raum","6.79","6.5","4221","6.72","6.86"
"2003","35-65 J.","Staedtischer Raum","6.83","6.5","8425","6.78","6.88"
"2003","66 und älter","Laendlicher Raum","8.07","7.5","1242","7.97","8.17"
"2003","66 und älter","Staedtischer Raum","8.18","7.5","2373","8.11","8.25"
"2004","16-34 J.","Laendlicher Raum","7","6.5","1906","6.9","7.1"
"2004","16-34 J.","Staedtischer Raum","6.72","6.5","3678","6.65","6.79"
"2004","35-65 J.","Laendlicher Raum","6.75","6.5","4064","6.68","6.82"
"2004","35-65 J.","Staedtischer Raum","6.77","6.5","8114","6.72","6.82"
"2004","66 und älter","Laendlicher Raum","8.03","7.5","1276","7.93","8.13"
"2004","66 und älter","Staedtischer Raum","8.08","7.5","2432","8","8.16"
"2005","16-34 J.","Laendlicher Raum","6.93","6.5","1778","6.83","7.03"
"2005","16-34 J.","Staedtischer Raum","6.81","6.5","3505","6.74","6.88"
"2005","35-65 J.","Laendlicher Raum","6.65","6.5","3892","6.58","6.72"
"2005","35-65 J.","Staedtischer Raum","6.72","6.5","7679","6.67","6.77"
"2005","66 und älter","Laendlicher Raum","8.08","7.5","1271","7.97","8.19"
"2005","66 und älter","Staedtischer Raum","8.07","7.5","2462","7.99","8.15"
"2006","16-34 J.","Laendlicher Raum","6.8","6.5","1749","6.7","6.9"
"2006","16-34 J.","Staedtischer Raum","6.65","6.5","3346","6.58","6.72"
"2006","35-65 J.","Laendlicher Raum","6.68","6.5","4222","6.61","6.75"
"2006","35-65 J.","Staedtischer Raum","6.69","6.5","8152","6.64","6.74"
"2006","66 und älter","Laendlicher Raum","7.92","7.5","1543","7.82","8.02"
"2006","66 und älter","Staedtischer Raum","8.01","7.5","2855","7.94","8.08"
"2007","16-34 J.","Laendlicher Raum","6.8","6.5","1631","6.69","6.91"
"2007","16-34 J.","Staedtischer Raum","6.67","6.5","3050","6.59","6.75"
"2007","35-65 J.","Laendlicher Raum","6.67","6.5","3944","6.6","6.74"
"2007","35-65 J.","Staedtischer Raum","6.63","6.5","7490","6.58","6.68"
"2007","66 und älter","Laendlicher Raum","7.92","7.5","1500","7.82","8.02"
"2007","66 und älter","Staedtischer Raum","7.99","7.5","2803","7.92","8.06"
"2008","16-34 J.","Laendlicher Raum","7.03","6.5","1476","6.93","7.13"
"2008","16-34 J.","Staedtischer Raum","6.88","6.5","2856","6.8","6.96"
"2008","35-65 J.","Laendlicher Raum","6.76","6.5","3702","6.69","6.83"
"2008","35-65 J.","Staedtischer Raum","6.77","6.5","6960","6.72","6.82"
"2008","66 und älter","Laendlicher Raum","7.97","7.5","1487","7.88","8.06"
"2008","66 und älter","Staedtischer Raum","8.03","7.5","2778","7.96","8.1"
"2009","16-34 J.","Laendlicher Raum","6.94","6.5","1363","6.83","7.05"
"2009","16-34 J.","Staedtischer Raum","6.8","6.5","2597","6.72","6.88"
"2009","35-65 J.","Laendlicher Raum","6.68","6.5","3526","6.61","6.75"
"2009","35-65 J.","Staedtischer Raum","6.77","6.5","6333","6.72","6.82"
"2009","66 und älter","Laendlicher Raum","7.93","7.5","1455","7.84","8.02"
"2009","66 und älter","Staedtischer Raum","8.04","7.5","2682","7.97","8.11"
"2010","16-34 J.","Laendlicher Raum","7.04","6.5","2265","6.95","7.13"
"2010","16-34 J.","Staedtischer Raum","6.89","6.5","4274","6.82","6.96"
"2010","35-65 J.","Laendlicher Raum","6.7","6.5","4688","6.64","6.76"
"2010","35-65 J.","Staedtischer Raum","6.71","6.5","8663","6.66","6.76"
"2010","66 und älter","Laendlicher Raum","7.95","7.5","1403","7.85","8.05"
"2010","66 und älter","Staedtischer Raum","7.94","7.5","2603","7.87","8.01"
"2011","16-34 J.","Laendlicher Raum","6.99","6.5","1241","6.87","7.11"
"2011","16-34 J.","Staedtischer Raum","6.94","6.5","2533","6.86","7.02"
"2011","35-65 J.","Laendlicher Raum","6.88","6.5","3648","6.81","6.95"
"2011","35-65 J.","Staedtischer Raum","6.77","6.5","6272","6.72","6.82"
"2011","66 und älter","Laendlicher Raum","8.1","7.5","1529","8.01","8.19"
"2011","66 und älter","Staedtischer Raum","8.07","7.5","2887","8","8.14"
"2012","16-34 J.","Laendlicher Raum","7.18","7.5","1253","7.06","7.3"
"2012","16-34 J.","Staedtischer Raum","7.03","6.5","2600","6.95","7.11"
"2012","35-65 J.","Laendlicher Raum","6.91","6.5","3942","6.84","6.98"
"2012","35-65 J.","Staedtischer Raum","6.82","6.5","6559","6.77","6.87"
"2012","66 und älter","Laendlicher Raum","8.02","7.5","1741","7.93","8.11"
"2012","66 und älter","Staedtischer Raum","8.05","7.5","3105","7.99","8.11"
"2013","16-34 J.","Laendlicher Raum","7.19","7.5","1145","7.07","7.31"
"2013","16-34 J.","Staedtischer Raum","7.06","7.5","2439","6.98","7.14"
"2013","35-65 J.","Laendlicher Raum","6.93","6.5","3854","6.86","7"
"2013","35-65 J.","Staedtischer Raum","6.95","6.5","6298","6.9","7"
"2013","66 und älter","Laendlicher Raum","7.99","7.5","1745","7.9","8.08"
"2013","66 und älter","Staedtischer Raum","8.06","7.5","3138","8","8.12"
"2014","16-34 J.","Laendlicher Raum","7.05","7.5","2097","6.96","7.14"
"2014","16-34 J.","Staedtischer Raum","7.03","6.5","4429","6.97","7.09"
"2014","35-65 J.","Laendlicher Raum","6.93","6.5","5557","6.87","6.99"
"2014","35-65 J.","Staedtischer Raum","6.82","6.5","9991","6.78","6.86"
"2014","66 und älter","Laendlicher Raum","8.08","7.5","1787","8","8.16"
"2014","66 und älter","Staedtischer Raum","8.05","7.5","3139","7.99","8.11"
"2015","16-34 J.","Laendlicher Raum","7.2","6.5","1863","7.1","7.3"
"2015","16-34 J.","Staedtischer Raum","7.12","6.5","3850","7.05","7.19"
"2015","35-65 J.","Laendlicher Raum","6.9","6.5","5208","6.84","6.96"
"2015","35-65 J.","Staedtischer Raum","6.85","6.5","9171","6.8","6.9"
"2015","66 und älter","Laendlicher Raum","7.98","7.5","1787","7.9","8.06"
"2015","66 und älter","Staedtischer Raum","8","7.5","3065","7.94","8.06"
"2016","16-34 J.","Laendlicher Raum","7.15","7.5","1783","7.05","7.25"
"2016","16-34 J.","Staedtischer Raum","7.11","6.5","3759","7.04","7.18"
"2016","35-65 J.","Laendlicher Raum","6.96","6.5","4968","6.9","7.02"
"2016","35-65 J.","Staedtischer Raum","6.85","6.5","8884","6.8","6.9"
"2016","66 und älter","Laendlicher Raum","8.04","7.5","1739","7.96","8.12"
"2016","66 und älter","Staedtischer Raum","7.99","7.5","2936","7.92","8.06"
"2017","16-34 J.","Laendlicher Raum","7.23","6.5","1979","7.14","7.32"
"2017","16-34 J.","Staedtischer Raum","7.15","6.5","4110","7.09","7.21"
"2017","35-65 J.","Laendlicher Raum","6.94","6.5","5544","6.88","7"
"2017","35-65 J.","Staedtischer Raum","6.85","6.5","9783","6.81","6.89"
"2017","66 und älter","Laendlicher Raum","8.01","7.5","1845","7.93","8.09"
"2017","66 und älter","Staedtischer Raum","7.94","7.5","3083","7.88","8"
"2018","16-34 J.","Laendlicher Raum","7.06","6.5","1870","6.97","7.15"
"2018","16-34 J.","Staedtischer Raum","7.09","6.5","4064","7.02","7.16"
"2018","35-65 J.","Laendlicher Raum","6.88","6.5","5263","6.82","6.94"
"2018","35-65 J.","Staedtischer Raum","6.8","6.5","9329","6.76","6.84"
"2018","66 und älter","Laendlicher Raum","7.93","7.5","1830","7.84","8.02"
"2018","66 und älter","Staedtischer Raum","7.96","7.5","3128","7.89","8.03"
"2019","16-34 J.","Laendlicher Raum","7.11","6.5","1637","7.01","7.21"
"2019","16-34 J.","Staedtischer Raum","7.27","7.5","3610","7.2","7.34"
"2019","35-65 J.","Laendlicher Raum","6.96","6.5","5325","6.9","7.02"
"2019","35-65 J.","Staedtischer Raum","6.93","6.5","9511","6.89","6.97"
"2019","66 und älter","Laendlicher Raum","8.05","7.5","1883","7.97","8.13"
"2019","66 und älter","Staedtischer Raum","7.99","7.5","3221","7.93","8.05"
"2020","16-34 J.","Laendlicher Raum","6.97","6.5","1834","6.87","7.07"
"2020","16-34 J.","Staedtischer Raum","7.07","6.5","4458","7.01","7.13"
"2020","35-65 J.","Laendlicher Raum","6.85","6.5","5036","6.79","6.91"
"2020","35-65 J.","Staedtischer Raum","6.84","6.5","9419","6.8","6.88"
"2020","66 und älter","Laendlicher Raum","8.07","7.5","1822","7.99","8.15"
"2020","66 und älter","Staedtischer Raum","7.97","7.5","3085","7.9","8.04"
