"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1986","35-65 Jahre alt","Realschulabschluss","7.03","7.5","649","6.85","7.21"
"1986","66 und älter","(Fach-)Abitur","8.9","9.5","45","8.44","9.36"
"1986","66 und älter","(noch) kein Abschluss","","","","",""
"1986","66 und älter","AkademikerInnen","9.11","9.5","52","8.69","9.53"
"1986","66 und älter","Hauptschulabschluss","8.12","8.5","744","7.97","8.27"
"1986","66 und älter","Realschulabschluss","8.51","8.5","157","8.22","8.8"
"1987","16-34 Jahre alt","(Fach-)Abitur","6.95","6.5","528","6.76","7.14"
"1987","16-34 Jahre alt","(noch) kein Abschluss","7.45","7.5","389","7.21","7.69"
"1987","16-34 Jahre alt","AkademikerInnen","6.44","6.5","219","6.12","6.76"
"1987","16-34 Jahre alt","Hauptschulabschluss","7","6.5","1814","6.89","7.11"
"1987","16-34 Jahre alt","Realschulabschluss","6.93","6.5","962","6.79","7.07"
"1987","35-65 Jahre alt","(Fach-)Abitur","7.17","7.5","199","6.82","7.52"
"1987","35-65 Jahre alt","(noch) kein Abschluss","6.74","6.5","579","6.55","6.93"
"1987","35-65 Jahre alt","AkademikerInnen","6.98","7.5","464","6.76","7.2"
"1987","35-65 Jahre alt","Hauptschulabschluss","7.17","7.5","3403","7.09","7.25"
"1987","35-65 Jahre alt","Realschulabschluss","6.96","7.5","633","6.77","7.15"
"1987","66 und älter","(Fach-)Abitur","8.57","8.5","44","8.06","9.08"
"1987","66 und älter","(noch) kein Abschluss","","","","",""
"1987","66 und älter","AkademikerInnen","8.31","8.5","57","7.75","8.87"
"1987","66 und älter","Hauptschulabschluss","8.13","7.5","775","7.98","8.28"
"1987","66 und älter","Realschulabschluss","8.41","8.5","162","8.12","8.7"
"1988","16-34 Jahre alt","(Fach-)Abitur","6.69","6.5","495","6.49","6.89"
"1988","16-34 Jahre alt","(noch) kein Abschluss","7.27","7.5","343","7.03","7.51"
"1988","16-34 Jahre alt","AkademikerInnen","6.31","6.5","203","5.99","6.63"
"1988","16-34 Jahre alt","Hauptschulabschluss","6.72","6.5","1750","6.61","6.83"
"1988","16-34 Jahre alt","Realschulabschluss","6.8","6.5","917","6.66","6.94"
"1988","35-65 Jahre alt","(Fach-)Abitur","6.85","7.5","197","6.47","7.23"
"1988","35-65 Jahre alt","(noch) kein Abschluss","6.63","6.5","539","6.43","6.83"
"1988","35-65 Jahre alt","AkademikerInnen","6.77","6.5","441","6.54","7"
"1988","35-65 Jahre alt","Hauptschulabschluss","7.01","7.5","3220","6.93","7.09"
"1988","35-65 Jahre alt","Realschulabschluss","6.85","6.5","620","6.67","7.03"
"1988","66 und älter","(Fach-)Abitur","8.56","8.5","44","8","9.12"
"1988","66 und älter","(noch) kein Abschluss","","","","",""
"1988","66 und älter","AkademikerInnen","8.48","8.5","56","7.95","9.01"
"1988","66 und älter","Hauptschulabschluss","8.07","7.5","749","7.92","8.22"
"1988","66 und älter","Realschulabschluss","8","7.5","156","7.66","8.34"
"1989","16-34 Jahre alt","(Fach-)Abitur","6.61","6.5","508","6.42","6.8"
"1989","16-34 Jahre alt","(noch) kein Abschluss","7.31","7.5","347","7.07","7.55"
"1989","16-34 Jahre alt","AkademikerInnen","6.21","6.5","203","5.86","6.56"
"1989","16-34 Jahre alt","Hauptschulabschluss","6.65","6.5","1672","6.54","6.76"
"1989","16-34 Jahre alt","Realschulabschluss","6.74","6.5","893","6.59","6.89"
"1989","35-65 Jahre alt","(Fach-)Abitur","6.97","7.5","195","6.63","7.31"
"1989","35-65 Jahre alt","(noch) kein Abschluss","6.6","6.5","516","6.4","6.8"
"1989","35-65 Jahre alt","AkademikerInnen","6.6","6.5","437","6.38","6.82"
"1989","35-65 Jahre alt","Hauptschulabschluss","6.93","6.5","3062","6.84","7.02"
"1989","35-65 Jahre alt","Realschulabschluss","6.7","6.5","594","6.51","6.89"
"1989","66 und älter","(Fach-)Abitur","8.52","8.5","47","7.98","9.06"
"1989","66 und älter","(noch) kein Abschluss","","","","",""
"1989","66 und älter","AkademikerInnen","8.46","8.5","56","7.9","9.02"
"1989","66 und älter","Hauptschulabschluss","8.07","7.5","725","7.93","8.21"
"1989","66 und älter","Realschulabschluss","8.44","8.5","157","8.16","8.72"
"1990","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1990","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1990","16-34 Jahre alt","AkademikerInnen","","","","",""
"1990","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1990","16-34 Jahre alt","Realschulabschluss","","","","",""
"1990","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1990","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1990","35-65 Jahre alt","AkademikerInnen","","","","",""
"1990","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1990","35-65 Jahre alt","Realschulabschluss","","","","",""
"1990","66 und älter","(Fach-)Abitur","","","","",""
"1990","66 und älter","(noch) kein Abschluss","","","","",""
"1990","66 und älter","AkademikerInnen","","","","",""
"1990","66 und älter","Hauptschulabschluss","","","","",""
"1990","66 und älter","Realschulabschluss","","","","",""
"1991","16-34 Jahre alt","(Fach-)Abitur","6.45","6.5","606","6.26","6.64"
"1991","16-34 Jahre alt","(noch) kein Abschluss","7.34","7.5","356","7.11","7.57"
"1991","16-34 Jahre alt","AkademikerInnen","5.81","5.5","473","5.57","6.05"
"1991","16-34 Jahre alt","Hauptschulabschluss","6.5","6.5","1698","6.38","6.62"
"1991","16-34 Jahre alt","Realschulabschluss","6.35","6.5","1843","6.24","6.46"
"1991","35-65 Jahre alt","(Fach-)Abitur","6.72","6.5","238","6.4","7.04"
"1991","35-65 Jahre alt","(noch) kein Abschluss","6.62","6.5","496","6.41","6.83"
"1991","35-65 Jahre alt","AkademikerInnen","6.05","5.5","1091","5.9","6.2"
"1991","35-65 Jahre alt","Hauptschulabschluss","6.81","6.5","3965","6.73","6.89"
"1991","35-65 Jahre alt","Realschulabschluss","6.25","6.5","1105","6.1","6.4"
"1991","66 und älter","(Fach-)Abitur","8.89","8.5","45","8.54","9.24"
"1991","66 und älter","(noch) kein Abschluss","","","","",""
"1991","66 und älter","AkademikerInnen","8.37","8.5","112","8","8.74"
"1991","66 und älter","Hauptschulabschluss","8.23","8.5","1056","8.11","8.35"
"1991","66 und älter","Realschulabschluss","8.6","8.5","185","8.36","8.84"
"1992","16-34 Jahre alt","(Fach-)Abitur","6.59","6.5","602","6.41","6.77"
"1992","16-34 Jahre alt","(noch) kein Abschluss","7.42","7.5","351","7.2","7.64"
"1992","16-34 Jahre alt","AkademikerInnen","5.89","5.5","443","5.67","6.11"
"1992","16-34 Jahre alt","Hauptschulabschluss","6.49","6.5","1628","6.37","6.61"
"1992","16-34 Jahre alt","Realschulabschluss","6.38","6.5","1754","6.27","6.49"
"1992","35-65 Jahre alt","(Fach-)Abitur","6.62","6.5","248","6.32","6.92"
"1992","35-65 Jahre alt","(noch) kein Abschluss","6.62","6.5","482","6.41","6.83"
"1992","35-65 Jahre alt","AkademikerInnen","6.12","5.5","1101","5.98","6.26"
"1992","35-65 Jahre alt","Hauptschulabschluss","6.92","6.5","3822","6.85","6.99"
"1992","35-65 Jahre alt","Realschulabschluss","6.42","6.5","1138","6.28","6.56"
"1992","66 und älter","(Fach-)Abitur","8.12","7.5","45","7.58","8.66"
"1992","66 und älter","(noch) kein Abschluss","","","","",""
"1992","66 und älter","AkademikerInnen","8.33","8.5","107","7.93","8.73"
"1992","66 und älter","Hauptschulabschluss","8.31","8.5","1053","8.19","8.43"
"1992","66 und älter","Realschulabschluss","8.45","8.5","193","8.18","8.72"
"1993","16-34 Jahre alt","(Fach-)Abitur","6.74","6.5","620","6.57","6.91"
"1993","16-34 Jahre alt","(noch) kein Abschluss","7.6","7.5","350","7.37","7.83"
"1993","16-34 Jahre alt","AkademikerInnen","5.92","5.5","410","5.69","6.15"
"1993","16-34 Jahre alt","Hauptschulabschluss","6.58","6.5","1574","6.46","6.7"
"1993","16-34 Jahre alt","Realschulabschluss","6.44","6.5","1728","6.33","6.55"
"1993","35-65 Jahre alt","(Fach-)Abitur","6.61","6.5","243","6.29","6.93"
"1993","35-65 Jahre alt","(noch) kein Abschluss","6.63","6.5","464","6.41","6.85"
"1993","35-65 Jahre alt","AkademikerInnen","6.07","6.5","1106","5.92","6.22"
"1993","35-65 Jahre alt","Hauptschulabschluss","6.73","6.5","3667","6.65","6.81"
"1993","35-65 Jahre alt","Realschulabschluss","6.32","6.5","1165","6.18","6.46"
"1993","66 und älter","(Fach-)Abitur","8.18","7.5","43","7.6","8.76"
"1993","66 und älter","(noch) kein Abschluss","","","","",""
"1993","66 und älter","AkademikerInnen","7.8","7.5","113","7.37","8.23"
"1993","66 und älter","Hauptschulabschluss","8.03","7.5","1066","7.91","8.15"
"1993","66 und älter","Realschulabschluss","8.14","8.5","190","7.82","8.46"
"1994","16-34 Jahre alt","(Fach-)Abitur","6.68","6.5","641","6.51","6.85"
"1994","16-34 Jahre alt","(noch) kein Abschluss","7.4","7.5","380","7.17","7.63"
"1994","16-34 Jahre alt","AkademikerInnen","5.78","5.5","419","5.55","6.01"
"1994","16-34 Jahre alt","Hauptschulabschluss","6.48","6.5","1464","6.36","6.6"
"1994","16-34 Jahre alt","Realschulabschluss","6.28","6.5","1655","6.17","6.39"
"1994","35-65 Jahre alt","(Fach-)Abitur","6.25","6.5","230","5.93","6.57"
"1994","35-65 Jahre alt","(noch) kein Abschluss","6.58","6.5","424","6.36","6.8"
"1994","35-65 Jahre alt","AkademikerInnen","6.16","5.5","1102","6.01","6.31"
"1994","35-65 Jahre alt","Hauptschulabschluss","6.7","6.5","3518","6.62","6.78"
"1994","35-65 Jahre alt","Realschulabschluss","6.2","6.5","1193","6.06","6.34"
"1994","66 und älter","(Fach-)Abitur","8.32","8.5","42","7.73","8.91"
"1994","66 und älter","(noch) kein Abschluss","8.07","7.5","30","7.41","8.73"
"1994","66 und älter","AkademikerInnen","7.95","7.5","129","7.56","8.34"
"1994","66 und älter","Hauptschulabschluss","8.1","7.5","1076","7.98","8.22"
"1994","66 und älter","Realschulabschluss","8.16","8.5","184","7.83","8.49"
"1995","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1995","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1995","16-34 Jahre alt","AkademikerInnen","","","","",""
"1995","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1995","16-34 Jahre alt","Realschulabschluss","","","","",""
"1995","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1995","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1995","35-65 Jahre alt","AkademikerInnen","","","","",""
"1995","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1995","35-65 Jahre alt","Realschulabschluss","","","","",""
"1995","66 und älter","(Fach-)Abitur","","","","",""
"1995","66 und älter","(noch) kein Abschluss","","","","",""
"1995","66 und älter","AkademikerInnen","","","","",""
"1995","66 und älter","Hauptschulabschluss","","","","",""
"1995","66 und älter","Realschulabschluss","","","","",""
"1996","16-34 Jahre alt","(Fach-)Abitur","6.6","6.5","666","6.44","6.76"
"1996","16-34 Jahre alt","(noch) kein Abschluss","7.51","7.5","410","7.31","7.71"
"1996","16-34 Jahre alt","AkademikerInnen","6.15","6.5","424","5.93","6.37"
"1996","16-34 Jahre alt","Hauptschulabschluss","6.69","6.5","1426","6.57","6.81"
"1996","16-34 Jahre alt","Realschulabschluss","6.62","6.5","1556","6.51","6.73"
"1996","35-65 Jahre alt","(Fach-)Abitur","6.48","6.5","319","6.21","6.75"
"1996","35-65 Jahre alt","(noch) kein Abschluss","6.93","6.5","380","6.7","7.16"
"1996","35-65 Jahre alt","AkademikerInnen","6.42","6.5","1180","6.29","6.55"
"1996","35-65 Jahre alt","Hauptschulabschluss","7.02","6.5","3398","6.94","7.1"
"1996","35-65 Jahre alt","Realschulabschluss","6.53","6.5","1366","6.41","6.65"
"1996","66 und älter","(Fach-)Abitur","8.19","7.5","42","7.59","8.79"
"1996","66 und älter","(noch) kein Abschluss","8.22","8.5","46","7.7","8.74"
"1996","66 und älter","AkademikerInnen","7.67","7.5","157","7.3","8.04"
"1996","66 und älter","Hauptschulabschluss","8.23","8.5","1091","8.11","8.35"
"1996","66 und älter","Realschulabschluss","8.23","8.5","184","7.9","8.56"
"1997","16-34 Jahre alt","(Fach-)Abitur","6.68","6.5","660","6.51","6.85"
"1997","16-34 Jahre alt","(noch) kein Abschluss","7.48","7.5","413","7.28","7.68"
"1997","16-34 Jahre alt","AkademikerInnen","5.94","5.5","404","5.72","6.16"
"1997","16-34 Jahre alt","Hauptschulabschluss","6.62","6.5","1343","6.49","6.75"
"1997","16-34 Jahre alt","Realschulabschluss","6.55","6.5","1497","6.44","6.66"
"1997","35-65 Jahre alt","(Fach-)Abitur","6.29","6.5","309","6.01","6.57"
"1997","35-65 Jahre alt","(noch) kein Abschluss","6.57","6.5","366","6.33","6.81"
"1997","35-65 Jahre alt","AkademikerInnen","6.33","6.5","1197","6.2","6.46"
"1997","35-65 Jahre alt","Hauptschulabschluss","6.95","6.5","3267","6.87","7.03"
"1997","35-65 Jahre alt","Realschulabschluss","6.49","6.5","1391","6.37","6.61"
"1997","66 und älter","(Fach-)Abitur","8.3","8.5","44","7.8","8.8"
"1997","66 und älter","(noch) kein Abschluss","7.88","7.5","48","7.27","8.49"
"1997","66 und älter","AkademikerInnen","8.15","8.5","164","7.81","8.49"
"1997","66 und älter","Hauptschulabschluss","8.12","7.5","1115","8","8.24"
"1997","66 und älter","Realschulabschluss","8.37","8.5","174","8.07","8.67"
"1998","16-34 Jahre alt","(Fach-)Abitur","6.87","6.5","730","6.71","7.03"
"1998","16-34 Jahre alt","(noch) kein Abschluss","7.3","7.5","420","7.09","7.51"
"1998","16-34 Jahre alt","AkademikerInnen","6.34","6.5","441","6.14","6.54"
"1998","16-34 Jahre alt","Hauptschulabschluss","6.83","6.5","1325","6.7","6.96"
"1998","16-34 Jahre alt","Realschulabschluss","6.73","6.5","1580","6.62","6.84"
"1998","35-65 Jahre alt","(Fach-)Abitur","6.51","6.5","359","6.25","6.77"
"1998","35-65 Jahre alt","(noch) kein Abschluss","6.67","6.5","347","6.42","6.92"
"1998","35-65 Jahre alt","AkademikerInnen","6.45","6.5","1338","6.33","6.57"
"1998","35-65 Jahre alt","Hauptschulabschluss","7.03","6.5","3567","6.96","7.1"
"1998","35-65 Jahre alt","Realschulabschluss","6.6","6.5","1597","6.49","6.71"
"1998","66 und älter","(Fach-)Abitur","7.8","7.5","49","7.16","8.44"
"1998","66 und älter","(noch) kein Abschluss","7.72","7.5","53","7.16","8.28"
"1998","66 und älter","AkademikerInnen","8.06","7.5","181","7.76","8.36"
"1998","66 und älter","Hauptschulabschluss","8.02","7.5","1258","7.91","8.13"
"1998","66 und älter","Realschulabschluss","8.38","8.5","202","8.07","8.69"
"1999","16-34 Jahre alt","(Fach-)Abitur","6.76","6.5","709","6.6","6.92"
"1999","16-34 Jahre alt","(noch) kein Abschluss","7.52","7.5","395","7.31","7.73"
"1999","16-34 Jahre alt","AkademikerInnen","6.25","6.5","412","6.04","6.46"
"1999","16-34 Jahre alt","Hauptschulabschluss","6.7","6.5","1263","6.57","6.83"
"1999","16-34 Jahre alt","Realschulabschluss","6.73","6.5","1515","6.62","6.84"
"1999","35-65 Jahre alt","(Fach-)Abitur","6.56","6.5","370","6.32","6.8"
"1999","35-65 Jahre alt","(noch) kein Abschluss","6.75","6.5","322","6.5","7"
"1999","35-65 Jahre alt","AkademikerInnen","6.41","6.5","1345","6.29","6.53"
"1999","35-65 Jahre alt","Hauptschulabschluss","7.02","6.5","3455","6.94","7.1"
"1999","35-65 Jahre alt","Realschulabschluss","6.56","6.5","1662","6.45","6.67"
"1999","66 und älter","(Fach-)Abitur","8.04","8.5","52","7.39","8.69"
"1999","66 und älter","(noch) kein Abschluss","8.17","7.5","62","7.66","8.68"
"1999","66 und älter","AkademikerInnen","8.45","8.5","195","8.19","8.71"
"1999","66 und älter","Hauptschulabschluss","8.19","8.5","1258","8.08","8.3"
"1999","66 und älter","Realschulabschluss","8.49","8.5","191","8.22","8.76"
"2000","16-34 Jahre alt","(Fach-)Abitur","6.86","6.5","1307","6.74","6.98"
"2000","16-34 Jahre alt","(noch) kein Abschluss","7.68","7.5","557","7.52","7.84"
"2000","16-34 Jahre alt","AkademikerInnen","6.51","6.5","750","6.35","6.67"
"2000","16-34 Jahre alt","Hauptschulabschluss","6.84","6.5","1886","6.73","6.95"
"2000","16-34 Jahre alt","Realschulabschluss","6.8","6.5","2533","6.71","6.89"
"2000","35-65 Jahre alt","(Fach-)Abitur","6.57","6.5","883","6.42","6.72"
"2000","35-65 Jahre alt","(noch) kein Abschluss","6.82","6.5","276","6.56","7.08"
"2000","35-65 Jahre alt","AkademikerInnen","6.64","6.5","2639","6.55","6.73"
"2000","35-65 Jahre alt","Hauptschulabschluss","7.11","7.5","6222","7.05","7.17"
"2000","35-65 Jahre alt","Realschulabschluss","6.75","6.5","3336","6.67","6.83"
"2000","66 und älter","(Fach-)Abitur","8.33","8.5","152","8","8.66"
"2000","66 und älter","(noch) kein Abschluss","7.88","7.5","77","7.42","8.34"
"2000","66 und älter","AkademikerInnen","8.18","7.5","413","8","8.36"
"2000","66 und älter","Hauptschulabschluss","8.19","7.5","2519","8.12","8.26"
"2000","66 und älter","Realschulabschluss","8.04","7.5","397","7.84","8.24"
"2001","16-34 Jahre alt","(Fach-)Abitur","6.83","6.5","1183","6.71","6.95"
"2001","16-34 Jahre alt","(noch) kein Abschluss","7.78","7.5","604","7.62","7.94"
"2001","16-34 Jahre alt","AkademikerInnen","6.68","6.5","626","6.51","6.85"
"2001","16-34 Jahre alt","Hauptschulabschluss","6.8","6.5","1555","6.68","6.92"
"2001","16-34 Jahre alt","Realschulabschluss","6.85","6.5","2183","6.76","6.94"
"2001","35-65 Jahre alt","(Fach-)Abitur","6.5","6.5","876","6.35","6.65"
"2001","35-65 Jahre alt","(noch) kein Abschluss","7.19","7.5","197","6.87","7.51"
"2001","35-65 Jahre alt","AkademikerInnen","6.6","6.5","2494","6.51","6.69"
"2001","35-65 Jahre alt","Hauptschulabschluss","7.1","7.5","5456","7.04","7.16"
"2001","35-65 Jahre alt","Realschulabschluss","6.71","6.5","3175","6.63","6.79"
"2001","66 und älter","(Fach-)Abitur","8.3","7.5","153","7.98","8.62"
"2001","66 und älter","(noch) kein Abschluss","8.4","8.5","65","7.92","8.88"
"2001","66 und älter","AkademikerInnen","8.2","8.5","419","8.02","8.38"
"2001","66 und älter","Hauptschulabschluss","8.24","7.5","2333","8.16","8.32"
"2001","66 und älter","Realschulabschluss","8.22","8.5","393","8.03","8.41"
"2002","16-34 Jahre alt","(Fach-)Abitur","6.62","6.5","1269","6.51","6.73"
"2002","16-34 Jahre alt","(noch) kein Abschluss","7.53","7.5","660","7.38","7.68"
"2002","16-34 Jahre alt","AkademikerInnen","6.46","6.5","623","6.29","6.63"
"2002","16-34 Jahre alt","Hauptschulabschluss","6.62","6.5","1341","6.5","6.74"
"2002","16-34 Jahre alt","Realschulabschluss","6.72","6.5","2059","6.63","6.81"
"2002","35-65 Jahre alt","(Fach-)Abitur","6.58","6.5","1031","6.44","6.72"
"2002","35-65 Jahre alt","(noch) kein Abschluss","6.99","6.5","175","6.68","7.3"
"2002","35-65 Jahre alt","AkademikerInnen","6.59","6.5","3375","6.51","6.67"
"2002","35-65 Jahre alt","Hauptschulabschluss","7.05","6.5","5156","6.99","7.11"
"2002","35-65 Jahre alt","Realschulabschluss","6.74","6.5","3480","6.67","6.81"
"2002","66 und älter","(Fach-)Abitur","8.29","8.5","148","8.03","8.55"
"2002","66 und älter","(noch) kein Abschluss","7.54","7.5","66","6.95","8.13"
"2002","66 und älter","AkademikerInnen","8.1","7.5","539","7.95","8.25"
"2002","66 und älter","Hauptschulabschluss","8.09","7.5","2368","8.01","8.17"
"2002","66 und älter","Realschulabschluss","8.15","7.5","426","7.98","8.32"
"2003","16-34 Jahre alt","(Fach-)Abitur","6.8","6.5","1242","6.68","6.92"
"2003","16-34 Jahre alt","(noch) kein Abschluss","7.64","7.5","665","7.49","7.79"
"2003","16-34 Jahre alt","AkademikerInnen","6.63","6.5","562","6.47","6.79"
"2003","16-34 Jahre alt","Hauptschulabschluss","6.82","6.5","1253","6.7","6.94"
"2003","16-34 Jahre alt","Realschulabschluss","6.66","6.5","1881","6.56","6.76"
"2003","35-65 Jahre alt","(Fach-)Abitur","6.48","6.5","1012","6.34","6.62"
"2003","35-65 Jahre alt","(noch) kein Abschluss","6.42","5.5","162","6.07","6.77"
"2003","35-65 Jahre alt","AkademikerInnen","6.59","6.5","3212","6.51","6.67"
"2003","35-65 Jahre alt","Hauptschulabschluss","7.04","6.5","4765","6.98","7.1"
"2003","35-65 Jahre alt","Realschulabschluss","6.76","6.5","3459","6.69","6.83"
"2003","66 und älter","(Fach-)Abitur","8.1","7.5","150","7.81","8.39"
"2003","66 und älter","(noch) kein Abschluss","7.77","7.5","64","7.13","8.41"
"2003","66 und älter","AkademikerInnen","8.24","8.5","569","8.1","8.38"
"2003","66 und älter","Hauptschulabschluss","8.14","7.5","2406","8.07","8.21"
"2003","66 und älter","Realschulabschluss","8.14","7.5","418","7.97","8.31"
"2004","16-34 Jahre alt","(Fach-)Abitur","6.72","6.5","1227","6.6","6.84"
"2004","16-34 Jahre alt","(noch) kein Abschluss","7.69","7.5","681","7.55","7.83"
"2004","16-34 Jahre alt","AkademikerInnen","6.58","6.5","541","6.41","6.75"
"2004","16-34 Jahre alt","Hauptschulabschluss","6.76","6.5","1132","6.63","6.89"
"2004","16-34 Jahre alt","Realschulabschluss","6.69","6.5","1732","6.59","6.79"
"2004","35-65 Jahre alt","(Fach-)Abitur","6.36","6.5","1002","6.23","6.49"
"2004","35-65 Jahre alt","(noch) kein Abschluss","6.62","6.5","156","6.22","7.02"
"2004","35-65 Jahre alt","AkademikerInnen","6.55","6.5","3119","6.47","6.63"
"2004","35-65 Jahre alt","Hauptschulabschluss","6.99","6.5","4448","6.93","7.05"
"2004","35-65 Jahre alt","Realschulabschluss","6.7","6.5","3421","6.63","6.77"
"2004","66 und älter","(Fach-)Abitur","8.15","8.5","160","7.84","8.46"
"2004","66 und älter","(noch) kein Abschluss","8.11","8.5","67","7.6","8.62"
"2004","66 und älter","AkademikerInnen","7.93","7.5","612","7.78","8.08"
"2004","66 und älter","Hauptschulabschluss","8.09","7.5","2426","8.01","8.17"
"2004","66 und älter","Realschulabschluss","8.02","7.5","435","7.84","8.2"
"2005","16-34 Jahre alt","(Fach-)Abitur","6.84","6.5","1139","6.72","6.96"
"2005","16-34 Jahre alt","(noch) kein Abschluss","7.67","7.5","690","7.52","7.82"
"2005","16-34 Jahre alt","AkademikerInnen","6.48","6.5","522","6.3","6.66"
"2005","16-34 Jahre alt","Hauptschulabschluss","6.79","6.5","1023","6.64","6.94"
"2005","16-34 Jahre alt","Realschulabschluss","6.69","6.5","1584","6.58","6.8"
"2005","35-65 Jahre alt","(Fach-)Abitur","6.39","6.5","984","6.25","6.53"
"2005","35-65 Jahre alt","(noch) kein Abschluss","6.91","6.5","144","6.53","7.29"
"2005","35-65 Jahre alt","AkademikerInnen","6.42","6.5","2967","6.34","6.5"
"2005","35-65 Jahre alt","Hauptschulabschluss","6.96","6.5","4095","6.89","7.03"
"2005","35-65 Jahre alt","Realschulabschluss","6.61","6.5","3345","6.54","6.68"
"2005","66 und älter","(Fach-)Abitur","8.17","8.5","161","7.86","8.48"
"2005","66 und älter","(noch) kein Abschluss","8.3","8.5","65","7.78","8.82"
"2005","66 und älter","AkademikerInnen","8.06","7.5","658","7.91","8.21"
"2005","66 und älter","Hauptschulabschluss","8.08","7.5","2406","8","8.16"
"2005","66 und älter","Realschulabschluss","7.99","7.5","434","7.81","8.17"
"2006","16-34 Jahre alt","(Fach-)Abitur","6.71","6.5","1178","6.59","6.83"
"2006","16-34 Jahre alt","(noch) kein Abschluss","7.38","7.5","430","7.19","7.57"
"2006","16-34 Jahre alt","AkademikerInnen","6.62","6.5","573","6.45","6.79"
"2006","16-34 Jahre alt","Hauptschulabschluss","6.73","6.5","993","6.58","6.88"
"2006","16-34 Jahre alt","Realschulabschluss","6.47","6.5","1558","6.36","6.58"
