syear,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1994,1. Quintil,West,7.0098062030958666,6.982303876119914,7.037308530071819,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,6567.0
1994,1. Quintil,East,6.304622644373356,6.2597291295119994,6.349516159234712,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2810.0
1994,2. Quintil,West,6.554900362446369,6.509240239353767,6.600560485538971,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2462.0
1994,2. Quintil,East,5.7236598688256555,5.651442786642708,5.795876951008603,4.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0,945.0
1995,2. Quintil,West,,,,,,,,,,,,
1995,2. Quintil,East,,,,,,,,,,,,
1995,3. Quintil,West,,,,,,,,,,,,
1995,3. Quintil,East,,,,,,,,,,,,
1995,4. Quintil,West,,,,,,,,,,,,
1995,4. Quintil,East,,,,,,,,,,,,
1995,5. Quintil,West,,,,,,,,,,,,
1995,5. Quintil,East,,,,,,,,,,,,
1996,2. Quintil,West,7.0983791228835,7.056395876840219,7.140362368926781,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2840.0
1996,2. Quintil,East,6.503445569110627,6.444486866246017,6.562404271975238,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1425.0
1996,3. Quintil,West,7.167785968014721,7.131722929392933,7.203849006636509,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3332.0
1996,3. Quintil,East,6.710895881693526,6.654335377842265,6.767456385544787,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1570.0
1996,4. Quintil,West,7.170499260015504,7.1241695202383735,7.216828999792634,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2127.0
1996,4. Quintil,East,6.35386644418972,6.261006874544906,6.4467260138345335,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,563.0
1996,5. Quintil,West,6.955508496774797,6.887456298391943,7.023560695157651,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,1028.0
1996,5. Quintil,East,6.332687398522076,6.127932439602773,6.537442357441378,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,111.0
1997,2. Quintil,West,6.911120713848553,6.867501236289066,6.95474019140804,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2697.0
1997,2. Quintil,East,6.505333342924172,6.444815467103074,6.56585121874527,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1328.0
1997,3. Quintil,West,7.139755930630319,7.102040479027952,7.177471382232685,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.024999999999999,3239.0
1997,3. Quintil,East,6.816153331049341,6.762243285736918,6.870063376361763,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1560.0
1997,4. Quintil,West,7.078316965694822,7.031999469426679,7.124634461962965,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,2174.0
1997,4. Quintil,East,6.586093112628267,6.501594004690591,6.6705922205659425,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,607.0
1997,5. Quintil,West,6.911059729416059,6.841534381972982,6.9805850768591355,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1028.0
1997,5. Quintil,East,5.290958148594241,5.049273854530353,5.532642442658129,3.0,6.0,7.081865159467136,0.0,10.0,6.0,6.0,8.0,116.0
1998,2. Quintil,West,7.06665088753973,7.0261027497856885,7.107199025293771,5.0,7.051124543097352,9.0,0.0,10.0,7.0,6.0,7.0,2892.0
1998,2. Quintil,East,6.710411902212331,6.655343926699438,6.765479877725224,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1484.0
1998,3. Quintil,West,7.141728998117384,7.106019918086235,7.1774380781485325,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3712.0
1998,3. Quintil,East,6.8150510941997995,6.760309554438417,6.869792633961182,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1523.0
1998,4. Quintil,West,7.175733966238732,7.131539480914497,7.219928451562967,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2442.0
1998,4. Quintil,East,6.640301422190595,6.559568945636239,6.721033898744952,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,690.0
1998,5. Quintil,West,6.975616575360538,6.916050570897487,7.03518257982359,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,1262.0
1998,5. Quintil,East,6.05926714324381,5.891585185088658,6.2269491013989615,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,141.0
1999,2. Quintil,West,7.075208968488404,7.028949865167066,7.121468071809742,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2420.0
1999,2. Quintil,East,6.688268943839347,6.626911277884597,6.749626609794097,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1208.0
1999,3. Quintil,West,7.160363429291003,7.124004597869294,7.196722260712712,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3500.0
1999,3. Quintil,East,6.912069550542626,6.861081164005823,6.96305793707943,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,1663.0
1999,4. Quintil,West,7.160927130479892,7.118356209980697,7.2034980509790865,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2494.0
1999,4. Quintil,East,6.783388714081414,6.707021782519726,6.859755645643102,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,736.0
1999,5. Quintil,West,7.009261091539181,6.950816757266409,7.067705425811953,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1406.0
1999,5. Quintil,East,6.323005840425975,6.1501854230153805,6.49582625783657,4.732931463766214,7.0,8.0,2.0,10.0,7.0,7.0,8.0,157.0
2000,2. Quintil,West,7.106723974289736,7.071527339196663,7.141920609382808,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,4020.0
2000,2. Quintil,East,6.756070000050945,6.705657973169882,6.8064820269320085,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1834.0
2000,3. Quintil,West,7.2654991163851665,7.238499555339035,7.292498677431298,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,6341.0
2000,3. Quintil,East,6.9576579470820565,6.915217349901264,7.000098544262849,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2529.0
2000,4. Quintil,West,7.240367744273303,7.209732871240652,7.271002617305955,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4814.0
2000,4. Quintil,East,6.8601977103929,6.797579488115108,6.922815932670693,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1107.0
2000,5. Quintil,West,7.137598956806569,7.09742381748916,7.1777740961239775,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3005.0
2000,5. Quintil,East,6.523717423777583,6.408881267363772,6.638553580191394,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,349.0
2001,2. Quintil,West,7.2016468638749185,7.163379562827592,7.239914164922245,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3364.0
2001,2. Quintil,East,6.748787281966875,6.693581831364819,6.803992732568931,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1566.0
2001,3. Quintil,West,7.180557185628473,7.1512019244943446,7.209912446762601,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5490.0
2001,3. Quintil,East,7.128671713859384,7.087693973628069,7.169649454090699,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2316.0
2001,4. Quintil,West,7.204394533032416,7.172920565411955,7.235868500652877,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4563.0
2001,4. Quintil,East,6.93261592619045,6.869750556583524,6.995481295797376,6.0,7.0,8.296392396361778,2.555411405457333,10.0,7.0,7.0,7.0,1170.0
2001,5. Quintil,West,7.175396351150552,7.137160338388893,7.213632363912212,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2989.0
2001,5. Quintil,East,6.869512681852512,6.76504064742251,6.973984716282513,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,360.0
2002,2. Quintil,West,7.051489093128051,7.011333122912007,7.091645063344095,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2950.0
2002,2. Quintil,East,6.828293801723595,6.771562061937014,6.885025541510175,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1369.0
2002,3. Quintil,West,7.086866257764512,7.055682069671456,7.118050445857567,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4689.0
2002,3. Quintil,East,7.135242459785337,7.090746561471696,7.1797383580989775,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2004.0
2002,4. Quintil,West,7.139007581340887,7.108901687858719,7.169113474823055,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4629.0
2002,4. Quintil,East,6.988371402485667,6.932426688769424,7.04431611620191,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1337.0
2002,5. Quintil,West,7.132054571145531,7.102599892716068,7.161509249574994,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,5239.0
2002,5. Quintil,East,6.560499662216395,6.479921881866887,6.641077442565902,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,689.0
2003,2. Quintil,West,7.12691821784931,7.0843811121861835,7.1694553235124365,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2640.0
2003,2. Quintil,East,6.782747250281874,6.727802170190894,6.837692330372854,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1384.0
2003,3. Quintil,West,7.157038577465422,7.125948382720579,7.188128772210265,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4555.0
2003,3. Quintil,East,6.875419990336501,6.827521896869318,6.923318083803683,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,1881.0
2003,4. Quintil,West,7.156335236378671,7.126373678411768,7.186296794345574,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4695.0
2003,4. Quintil,East,7.0167174191151425,6.963393213111483,7.070041625118802,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1418.0
2003,5. Quintil,West,7.186056104288722,7.156683501059274,7.2154287075181704,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4864.0
2003,5. Quintil,East,6.819004495463469,6.739599363718243,6.898409627208695,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,643.0
2004,2. Quintil,West,7.053978744344049,7.01074832407908,7.097209164609018,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2580.0
2004,2. Quintil,East,6.86285585575935,6.806017252424439,6.919694459094261,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,1315.0
2004,3. Quintil,West,7.0614208843565915,7.029459767557764,7.093382001155419,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4456.0
2004,3. Quintil,East,6.979339657501192,6.933088410187838,7.025590904814545,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1806.0
2004,4. Quintil,West,7.132155351488426,7.101033041468843,7.163277661508009,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4367.0
2004,4. Quintil,East,6.985010970162353,6.930028212870785,7.039993727453921,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1383.0
2004,5. Quintil,West,7.098228827057986,7.0687969281227385,7.127660725993234,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,4876.0
2004,5. Quintil,East,6.812324352294543,6.736740836400137,6.887907868188949,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,687.0
2005,2. Quintil,West,7.155527798549609,7.1104465546043905,7.200609042494827,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2479.0
2005,2. Quintil,East,6.625441050841271,6.5639193172345465,6.686962784447996,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1350.0
2005,3. Quintil,West,7.0640360180601025,7.029488621150272,7.098583414969933,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,4081.0
2005,3. Quintil,East,7.056207717606851,7.006062326195674,7.106353109018028,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1685.0
2005,4. Quintil,West,7.056850088446368,7.024385694038382,7.089314482854355,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4235.0
2005,4. Quintil,East,6.972363853904021,6.917021356778095,7.027706351029947,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,1296.0
2005,5. Quintil,West,7.025980632682151,6.995409943240067,7.056551322124235,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,4788.0
2005,5. Quintil,East,6.845482239237739,6.765750575144347,6.92521390333113,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,673.0
2006,2. Quintil,West,7.037366628639187,6.992463974039055,7.08226928323932,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2608.0
2006,2. Quintil,East,6.5516893143443,6.492688154189011,6.610690474499588,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1348.0
2006,3. Quintil,West,7.050881628800473,7.017068000970703,7.084695256630244,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,4349.0
2006,3. Quintil,East,6.987646307105445,6.939508881900408,7.035783732310482,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1739.0
2006,4. Quintil,West,7.035397388698663,7.004126756472586,7.06666802092474,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4620.0
2006,4. Quintil,East,6.909666964834474,6.854752051880885,6.9645818777880635,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,1525.0
2006,5. Quintil,West,6.970615043807904,6.940109468459119,7.00112061915669,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,5037.0
2006,5. Quintil,East,6.614242569446471,6.534973767966432,6.693511370926511,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,641.0
2007,1. Quintil,West,,,,,,,,,,,,
2007,1. Quintil,East,,,,,,,,,,,,
2007,2. Quintil,West,6.912263555337157,6.864245588504698,6.960281522169616,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2285.0
2007,2. Quintil,East,6.523877202797401,6.463665347079307,6.584089058515494,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1196.0
2007,3. Quintil,West,6.9808528388257844,6.9459659493931705,7.015739728258398,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,3938.0
2007,3. Quintil,East,6.936051674093896,6.8851922798922764,6.986911068295516,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,1719.0
2007,4. Quintil,West,7.076683160115528,7.045296135501098,7.108070184729958,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,4274.0
2007,4. Quintil,East,6.8895745210486385,6.835072973088046,6.944076069009231,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,1391.0
2007,5. Quintil,West,7.009507309778578,6.979420471240864,7.039594148316292,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,4936.0
2007,5. Quintil,East,6.818219990618088,6.7446316763596945,6.8918083048764816,6.0,7.0,8.0,3.0,10.0,7.0,6.974999999999994,7.0,679.0
2008,2. Quintil,West,7.050028488696348,7.000624088567396,7.099432888825299,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2010.0
2008,2. Quintil,East,6.793689113013348,6.731498346374062,6.855879879652633,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1085.0
2008,3. Quintil,West,7.094186569680983,7.058416899722592,7.129956239639374,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3580.0
2008,3. Quintil,East,7.124259062596945,7.074924346353264,7.173593778840626,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,1588.0
2008,4. Quintil,West,7.173221447995497,7.142499712579367,7.203943183411628,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.024999999999999,4048.0
2008,4. Quintil,East,6.945787744903884,6.893346985348984,6.998228504458783,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1341.0
2008,5. Quintil,West,7.1572927297565325,7.128788976842817,7.185796482670248,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4865.0
2008,5. Quintil,East,6.897921892494446,6.8278933993560225,6.967950385632869,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,742.0
2009,2. Quintil,West,6.987117854917961,6.935097509864844,7.039138199971077,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1835.0
2009,2. Quintil,East,6.726471580179221,6.6598729829555205,6.793070177402922,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,925.0
2009,3. Quintil,West,7.05468514016228,7.016592478846513,7.092777801478047,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,3114.0
2009,3. Quintil,East,7.193422811065627,7.145223718319683,7.241621903811571,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,1554.0
2009,4. Quintil,West,7.168462046303708,7.136107277838397,7.20081681476902,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3751.0
2009,4. Quintil,East,6.881504767803109,6.827028324781974,6.935981210824243,6.0,7.0,8.0,3.0,10.0,7.0,6.974999999999994,7.0,1342.0
2009,5. Quintil,West,7.127859176625939,7.098553520068466,7.157164833183411,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4734.0
2009,5. Quintil,East,6.743094700530813,6.66669864688167,6.819490754179956,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,701.0
2010,2. Quintil,West,6.872913642890427,6.831386063599672,6.914441222181181,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,3088.0
2010,2. Quintil,East,6.768202052340275,6.706472879455648,6.829931225224902,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1321.0
2010,3. Quintil,West,7.164977846738693,7.135241273938964,7.194714419538422,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.024999999999999,4949.0
2010,3. Quintil,East,7.001308001135184,6.953524020862216,7.049091981408153,6.0,7.0,8.120426358602801,2.8193604620957986,10.0,7.0,6.0,7.0,1813.0
2010,4. Quintil,West,7.17907490831349,7.149865542636037,7.208284273990944,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4770.0
2010,4. Quintil,East,6.930102372010147,6.876623161710667,6.983581582309627,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,1485.0
2010,5. Quintil,West,7.04687914491825,7.019816875828785,7.073941414007716,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,5636.0
2010,5. Quintil,East,6.913665043976918,6.845904036674869,6.981426051278967,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,834.0
2011,2. Quintil,West,7.111018259521121,7.0584427529558,7.163593766086441,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1707.0
2011,2. Quintil,East,6.882778199481682,6.807378217230545,6.958178181732819,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,837.0
2011,3. Quintil,West,7.302561884594784,7.264273612435791,7.340850156753777,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3012.0
2011,3. Quintil,East,7.184419575310917,7.130298299416007,7.238540851205827,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1342.0
2011,4. Quintil,West,7.232871693480184,7.199944814807588,7.26579857215278,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3817.0
2011,4. Quintil,East,7.075384905338134,7.022124392851388,7.12864541782488,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1339.0
2011,5. Quintil,West,7.176880122713762,7.1484807125295085,7.205279532898016,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5204.0
2011,5. Quintil,East,6.896103498385256,6.827365673219195,6.964841323551316,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,852.0
2012,1. Quintil,West,,,,,,,,,,,,
2012,2. Quintil,West,7.1383948210823975,7.084266316343793,7.192523325821002,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1667.0
2012,2. Quintil,East,6.909680012037183,6.835359875891546,6.984000148182819,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,804.0
2012,3. Quintil,West,7.228017694986116,7.189631017740957,7.266404372231276,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3053.0
2012,3. Quintil,East,7.224869014270648,7.169098247962387,7.280639780578909,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1356.0
2012,4. Quintil,West,7.339318276136057,7.3080765437230175,7.370560008549096,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4130.0
2012,4. Quintil,East,7.183042739425399,7.129687305443083,7.236398173407714,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1430.0
2012,5. Quintil,West,7.218996299605593,7.192812289205391,7.245180310005796,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5767.0
2012,5. Quintil,East,6.812747486378098,6.7467891777704265,6.878705794985769,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,993.0
2013,1. Quintil,West,,,,,,,,,,,,
2013,2. Quintil,West,7.115584022826842,7.056204783253596,7.174963262400087,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1477.0
2013,2. Quintil,East,6.867444484918212,6.7797825528944955,6.955106416941929,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,711.0
2013,3. Quintil,West,7.424575243293753,7.385567871340211,7.4635826152472955,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2803.0
2013,3. Quintil,East,7.243430905526916,7.1852452681725785,7.301616542881253,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1212.0
2013,4. Quintil,West,7.338062399411624,7.3064330689727575,7.36969172985049,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4068.0
2013,4. Quintil,East,7.211489564810103,7.159380800292614,7.263598329327592,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1451.0
2013,5. Quintil,West,7.320489853259475,7.294767644315323,7.346212062203627,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5865.0
2013,5. Quintil,East,7.065577950815776,7.0043115018473,7.126844399784251,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,1032.0
2014,2. Quintil,West,7.00277665273971,6.961724126329743,7.043829179149677,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2943.0
2014,2. Quintil,East,7.071482199567624,7.006031867368299,7.136932531766949,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,954.0
2014,3. Quintil,West,7.215104318208294,7.184341396325917,7.2458672400906705,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4914.0
2014,3. Quintil,East,7.113549175685869,7.062993007498523,7.164105343873215,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1650.0
2014,4. Quintil,West,7.261944519029259,7.235554614966463,7.2883344230920555,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5991.0
2014,4. Quintil,East,7.310973726089094,7.265817515801116,7.356129936377073,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1718.0
2014,5. Quintil,West,7.2248976603450075,7.202353199948242,7.2474421207417725,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7591.0
2014,5. Quintil,East,6.957093133457642,6.903656352050336,7.010529914864947,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,1239.0
2015,2. Quintil,West,6.982595320007515,6.939252313852027,7.025938326163002,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2438.0
2015,2. Quintil,East,7.135880171836737,7.064418934524194,7.20734140914928,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,854.0
