,Unnamed: 0,year,bula_h,plh0184,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
70,70,2008,Schleswig-Holstein,Sometimes,0.37439,198,19138,0.33118,0.41354
71,71,2008,Schleswig-Holstein,Often,0.18444,81,19138,0.15697,0.20964
72,72,2008,Hamburg,Seldom,0.28034,72,19138,0.23201,0.34217
73,73,2008,Hamburg,Sometimes,0.47081,113,19138,0.39543,0.53911
74,74,2008,Hamburg,Often,0.24885,53,19138,0.19152,0.30273
75,75,2008,Lower Saxony,Very seldom,0.11463,198,19138,0.10268,0.12486
76,76,2008,Lower Saxony,Seldom,0.2276,418,19138,0.21079,0.24365
77,77,2008,Lower Saxony,Sometimes,0.42476,713,19138,0.4041,0.45038
78,78,2008,Lower Saxony,Often,0.18606,323,19138,0.16958,0.20311
79,79,2008,Lower Saxony,Very often,0.04695,84,19138,0.03878,0.05405
80,80,2008,Bremen,Seldom,0.43292,34,19138,0.32289,0.54623
81,81,2008,Bremen,Sometimes,0.56708,54,19138,0.45004,0.67196
82,82,2008,North Rhine-Westphalia,Very seldom,0.12366,500,19138,0.11524,0.13391
83,83,2008,North Rhine-Westphalia,Seldom,0.24776,978,19138,0.23505,0.25984
84,84,2008,North Rhine-Westphalia,Sometimes,0.41404,1631,19138,0.39678,0.43048
85,85,2008,North Rhine-Westphalia,Often,0.17444,655,19138,0.16063,0.18694
86,86,2008,North Rhine-Westphalia,Very often,0.0401,161,19138,0.03515,0.04589
87,87,2008,Hesse,Very seldom,0.09025,119,19138,0.07932,0.10009
88,88,2008,Hesse,Seldom,0.21831,298,19138,0.19513,0.24138
89,89,2008,Hesse,Sometimes,0.41238,546,19138,0.38023,0.44963
90,90,2008,Hesse,Often,0.21556,271,19138,0.19333,0.23527
91,91,2008,Hesse,Very often,0.0635,75,19138,0.05158,0.07584
92,92,2008,"Rhineland-Palatinate, Saarland",Very seldom,0.14433,149,19138,0.1267,0.16325
93,93,2008,"Rhineland-Palatinate, Saarland",Seldom,0.2159,251,19138,0.1948,0.23436
94,94,2008,"Rhineland-Palatinate, Saarland",Sometimes,0.39913,450,19138,0.37341,0.43196
95,95,2008,"Rhineland-Palatinate, Saarland",Often,0.18159,189,19138,0.16176,0.20545
96,96,2008,"Rhineland-Palatinate, Saarland",Very often,0.05905,54,19138,0.0467,0.0745
97,97,2008,Baden-Wuerttemberg,Very seldom,0.07555,178,19138,0.06655,0.08473
98,98,2008,Baden-Wuerttemberg,Seldom,0.29484,693,19138,0.27471,0.31619
99,99,2008,Baden-Wuerttemberg,Sometimes,0.40234,942,19138,0.38117,0.42497
100,100,2008,Baden-Wuerttemberg,Often,0.18412,441,19138,0.16946,0.19685
101,101,2008,Baden-Wuerttemberg,Very often,0.04315,98,19138,0.03619,0.05096
102,102,2008,Bavaria,Very seldom,0.07971,213,19138,0.07127,0.08838
103,103,2008,Bavaria,Seldom,0.22656,657,19138,0.21224,0.23945
104,104,2008,Bavaria,Sometimes,0.4673,1253,19138,0.43967,0.49006
105,105,2008,Bavaria,Often,0.18472,498,19138,0.17267,0.1986
106,106,2008,Bavaria,Very often,0.04171,120,19138,0.03534,0.04909
107,107,2008,Berlin,Very seldom,0.08438,58,19138,0.06809,0.10253
108,108,2008,Berlin,Seldom,0.20602,148,19138,0.18352,0.22889
109,109,2008,Berlin,Sometimes,0.45665,329,19138,0.42476,0.49527
110,110,2008,Berlin,Often,0.2012,149,19138,0.17253,0.22976
111,111,2008,Berlin,Very often,0.05175,37,19138,0.03914,0.06856
112,112,2008,Brandenburg,Very seldom,0.07851,77,19138,0.06746,0.09075
113,113,2008,Brandenburg,Seldom,0.2,169,19138,0.17438,0.2346
114,114,2008,Brandenburg,Sometimes,0.47846,358,19138,0.43516,0.52268
115,115,2008,Brandenburg,Often,0.18924,171,19138,0.16645,0.21387
116,116,2008,Brandenburg,Very often,0.0538,46,19138,0.0423,0.07003
117,117,2008,Mecklenburg-Western Pomerania,Very seldom,0.11777,50,19138,0.09824,0.13679
118,118,2008,Mecklenburg-Western Pomerania,Seldom,0.23959,111,19138,0.20699,0.27179
119,119,2008,Mecklenburg-Western Pomerania,Sometimes,0.44682,224,19138,0.39787,0.4915
120,120,2008,Mecklenburg-Western Pomerania,Often,0.19583,85,19138,0.16179,0.23024
121,121,2008,Saxony,Very seldom,0.07083,101,19138,0.06005,0.08364
122,122,2008,Saxony,Seldom,0.23663,340,19138,0.21577,0.26279
123,123,2008,Saxony,Sometimes,0.44789,672,19138,0.4212,0.48125
124,124,2008,Saxony,Often,0.21916,276,19138,0.19255,0.24315
125,125,2008,Saxony,Very often,0.02548,42,19138,0.02064,0.03168
126,126,2008,Saxony-Anhalt,Very seldom,0.08108,63,19138,0.06552,0.09847
127,127,2008,Saxony-Anhalt,Seldom,0.22291,197,19138,0.20058,0.24517
128,128,2008,Saxony-Anhalt,Sometimes,0.47979,376,19138,0.43529,0.53084
129,129,2008,Saxony-Anhalt,Often,0.16769,132,19138,0.14003,0.19721
130,130,2008,Saxony-Anhalt,Very often,0.04853,44,19138,0.03728,0.06019
131,131,2008,Thuringa,Very seldom,0.11741,96,19138,0.1049,0.13058
132,132,2008,Thuringa,Seldom,0.2197,195,19138,0.1937,0.24554
133,133,2008,Thuringa,Sometimes,0.41456,364,19138,0.37705,0.46081
134,134,2008,Thuringa,Often,0.20424,182,19138,0.17681,0.24262
135,135,2008,Thuringa,Very often,0.04408,38,19138,0.033,0.05493
136,136,2009,Schleswig-Holstein,Very seldom,0.15951,83,17809,0.13419,0.19292
137,137,2009,Schleswig-Holstein,Seldom,0.2792,163,17809,0.24662,0.30595
138,138,2009,Schleswig-Holstein,Sometimes,0.40056,181,17809,0.35337,0.44671
139,139,2009,Schleswig-Holstein,Often,0.16073,67,17809,0.13131,0.19504
140,140,2009,Hamburg,Very seldom,0.12421,35,17809,0.09762,0.15604
141,141,2009,Hamburg,Seldom,0.25192,72,17809,0.20555,0.3124
142,142,2009,Hamburg,Sometimes,0.46102,110,17809,0.39631,0.53817
143,143,2009,Hamburg,Often,0.16285,42,17809,0.12864,0.20141
144,144,2009,Lower Saxony,Very seldom,0.11347,182,17809,0.10261,0.12668
145,145,2009,Lower Saxony,Seldom,0.24379,411,17809,0.22412,0.26319
146,146,2009,Lower Saxony,Sometimes,0.43428,680,17809,0.40569,0.46188
147,147,2009,Lower Saxony,Often,0.16067,282,17809,0.14502,0.17764
148,148,2009,Lower Saxony,Very often,0.04778,70,17809,0.03458,0.06205
149,149,2009,Bremen,Seldom,0.37602,31,17809,0.27835,0.49945
150,150,2009,Bremen,Sometimes,0.62398,52,17809,0.47131,0.77885
151,151,2009,North Rhine-Westphalia,Very seldom,0.1142,465,17809,0.10387,0.12585
152,152,2009,North Rhine-Westphalia,Seldom,0.26333,975,17809,0.24921,0.27776
153,153,2009,North Rhine-Westphalia,Sometimes,0.38046,1353,17809,0.36138,0.39636
154,154,2009,North Rhine-Westphalia,Often,0.20485,680,17809,0.18856,0.22171
155,155,2009,North Rhine-Westphalia,Very often,0.03716,144,17809,0.03212,0.04372
156,156,2009,Hesse,Very seldom,0.09085,115,17809,0.07713,0.10244
157,157,2009,Hesse,Seldom,0.22065,277,17809,0.18838,0.24632
158,158,2009,Hesse,Sometimes,0.44075,513,17809,0.40912,0.47224
159,159,2009,Hesse,Often,0.18941,239,17809,0.16757,0.21075
160,160,2009,Hesse,Very often,0.05834,65,17809,0.04861,0.07271
161,161,2009,"Rhineland-Palatinate, Saarland",Very seldom,0.15177,147,17809,0.13359,0.17001
162,162,2009,"Rhineland-Palatinate, Saarland",Seldom,0.2144,228,17809,0.19062,0.23832
163,163,2009,"Rhineland-Palatinate, Saarland",Sometimes,0.39847,410,17809,0.36644,0.43283
164,164,2009,"Rhineland-Palatinate, Saarland",Often,0.17291,176,17809,0.14844,0.19827
165,165,2009,"Rhineland-Palatinate, Saarland",Very often,0.06245,60,17809,0.04899,0.0757
166,166,2009,Baden-Wuerttemberg,Very seldom,0.08216,146,17809,0.06918,0.09349
167,167,2009,Baden-Wuerttemberg,Seldom,0.26729,594,17809,0.24625,0.28701
168,168,2009,Baden-Wuerttemberg,Sometimes,0.41245,878,17809,0.38562,0.44166
169,169,2009,Baden-Wuerttemberg,Often,0.19222,393,17809,0.17275,0.21393
170,170,2009,Baden-Wuerttemberg,Very often,0.04589,94,17809,0.0362,0.05404
171,171,2009,Bavaria,Very seldom,0.09203,218,17809,0.0833,0.10087
172,172,2009,Bavaria,Seldom,0.23518,627,17809,0.21826,0.25112
173,173,2009,Bavaria,Sometimes,0.4384,1161,17809,0.41364,0.46273
174,174,2009,Bavaria,Often,0.19747,486,17809,0.18,0.22019
175,175,2009,Bavaria,Very often,0.03692,105,17809,0.03076,0.04395
176,176,2009,Berlin,Very seldom,0.10742,67,17809,0.08976,0.12561
177,177,2009,Berlin,Seldom,0.24615,161,17809,0.21295,0.28366
178,178,2009,Berlin,Sometimes,0.41817,278,17809,0.37555,0.46528
179,179,2009,Berlin,Often,0.18502,140,17809,0.16152,0.21296
180,180,2009,Berlin,Very often,0.04323,35,17809,0.02826,0.06339
181,181,2009,Brandenburg,Very seldom,0.11954,89,17809,0.10472,0.13585
182,182,2009,Brandenburg,Seldom,0.23544,189,17809,0.20297,0.26561
183,183,2009,Brandenburg,Sometimes,0.43841,324,17809,0.39497,0.48795
184,184,2009,Brandenburg,Often,0.20661,154,17809,0.18371,0.2352
185,185,2009,Mecklenburg-Western Pomerania,Very seldom,0.10592,55,17809,0.09292,0.1247
186,186,2009,Mecklenburg-Western Pomerania,Seldom,0.23649,117,17809,0.20356,0.28124
187,187,2009,Mecklenburg-Western Pomerania,Sometimes,0.45232,203,17809,0.39683,0.50171
188,188,2009,Mecklenburg-Western Pomerania,Often,0.20527,89,17809,0.17046,0.24707
189,189,2009,Saxony,Very seldom,0.07829,114,17809,0.06702,0.08928
190,190,2009,Saxony,Seldom,0.2604,325,17809,0.23417,0.28821
191,191,2009,Saxony,Sometimes,0.4308,606,17809,0.3991,0.47126
192,192,2009,Saxony,Often,0.19666,266,17809,0.17343,0.22081
193,193,2009,Saxony,Very often,0.03385,51,17809,0.02355,0.04547
194,194,2009,Saxony-Anhalt,Very seldom,0.09856,65,17809,0.08044,0.11529
195,195,2009,Saxony-Anhalt,Seldom,0.29636,215,17809,0.25121,0.33394
196,196,2009,Saxony-Anhalt,Sometimes,0.42763,325,17809,0.37334,0.47899
197,197,2009,Saxony-Anhalt,Often,0.17745,140,17809,0.14889,0.20199
198,198,2009,Thuringa,Very seldom,0.10904,92,17809,0.09449,0.12359
199,199,2009,Thuringa,Seldom,0.24892,199,17809,0.21783,0.2827
200,200,2009,Thuringa,Sometimes,0.43327,348,17809,0.38804,0.48229
201,201,2009,Thuringa,Often,0.20876,152,17809,0.17707,0.24973
202,202,2010,Schleswig-Holstein,Very seldom,0.0906,45,16416,0.07632,0.10662
203,203,2010,Schleswig-Holstein,Seldom,0.30435,116,16416,0.26041,0.34601
204,204,2010,Schleswig-Holstein,Sometimes,0.43724,205,16416,0.38587,0.48849
205,205,2010,Schleswig-Holstein,Often,0.1678,65,16416,0.12482,0.20326
206,206,2010,Hamburg,Very seldom,0.14798,34,16416,0.10423,0.18855
207,207,2010,Hamburg,Seldom,0.25966,70,16416,0.20319,0.32333
208,208,2010,Hamburg,Sometimes,0.44316,121,16416,0.36627,0.52174
209,209,2010,Hamburg,Often,0.1492,36,16416,0.10911,0.19542
210,210,2010,Lower Saxony,Very seldom,0.12585,173,16416,0.11225,0.13964
211,211,2010,Lower Saxony,Seldom,0.27003,414,16416,0.24368,0.29552
212,212,2010,Lower Saxony,Sometimes,0.42094,613,16416,0.38772,0.45319
213,213,2010,Lower Saxony,Often,0.16124,256,16416,0.13936,0.1843
214,214,2010,Lower Saxony,Very often,0.02194,43,16416,0.01682,0.02882
215,215,2010,Bremen,Sometimes,1.0,43,16416,0.68281,1.33323
216,216,2010,North Rhine-Westphalia,Very seldom,0.13877,487,16416,0.12852,0.14933
217,217,2010,North Rhine-Westphalia,Seldom,0.28219,898,16416,0.26622,0.29974
218,218,2010,North Rhine-Westphalia,Sometimes,0.39157,1376,16416,0.36944,0.41309
219,219,2010,North Rhine-Westphalia,Often,0.15704,507,16416,0.14237,0.17086
220,220,2010,North Rhine-Westphalia,Very often,0.03044,99,16416,0.02422,0.03701
221,221,2010,Hesse,Very seldom,0.09557,104,16416,0.08115,0.10972
222,222,2010,Hesse,Seldom,0.24744,275,16416,0.22179,0.27683
223,223,2010,Hesse,Sometimes,0.44014,483,16416,0.40324,0.47888
224,224,2010,Hesse,Often,0.16802,205,16416,0.14177,0.19359
225,225,2010,Hesse,Very often,0.04883,49,16416,0.03522,0.06512
226,226,2010,"Rhineland-Palatinate, Saarland",Very seldom,0.15156,148,16416,0.13123,0.1755
227,227,2010,"Rhineland-Palatinate, Saarland",Seldom,0.23753,236,16416,0.2103,0.26225
228,228,2010,"Rhineland-Palatinate, Saarland",Sometimes,0.41613,366,16416,0.3705,0.45583
229,229,2010,"Rhineland-Palatinate, Saarland",Often,0.16377,165,16416,0.14157,0.18715
230,230,2010,"Rhineland-Palatinate, Saarland",Very often,0.031,39,16416,0.02354,0.03951
231,231,2010,Baden-Wuerttemberg,Very seldom,0.06215,126,16416,0.05081,0.07204
232,232,2010,Baden-Wuerttemberg,Seldom,0.25998,527,16416,0.23998,0.28694
233,233,2010,Baden-Wuerttemberg,Sometimes,0.46274,877,16416,0.43059,0.50024
234,234,2010,Baden-Wuerttemberg,Often,0.19253,375,16416,0.17386,0.21516
235,235,2010,Baden-Wuerttemberg,Very often,0.02259,45,16416,0.01521,0.03053
236,236,2010,Bavaria,Very seldom,0.08533,207,16416,0.07518,0.09601
237,237,2010,Bavaria,Seldom,0.25677,640,16416,0.23861,0.2766
238,238,2010,Bavaria,Sometimes,0.44419,1052,16416,0.42191,0.47417
239,239,2010,Bavaria,Often,0.18711,435,16416,0.16585,0.20863
240,240,2010,Bavaria,Very often,0.02659,79,16416,0.01992,0.03324
241,241,2010,Berlin,Very seldom,0.10173,63,16416,0.08474,0.11873
242,242,2010,Berlin,Seldom,0.2543,168,16416,0.2234,0.28755
243,243,2010,Berlin,Sometimes,0.4619,275,16416,0.40634,0.52203
244,244,2010,Berlin,Often,0.18206,120,16416,0.14813,0.22476
245,245,2010,Brandenburg,Very seldom,0.11036,72,16416,0.0933,0.12948
246,246,2010,Brandenburg,Seldom,0.23105,174,16416,0.19718,0.2684
247,247,2010,Brandenburg,Sometimes,0.48382,324,16416,0.42732,0.54084
248,248,2010,Brandenburg,Often,0.17476,114,16416,0.14029,0.21183
249,249,2010,Mecklenburg-Western Pomerania,Very seldom,0.14719,51,16416,0.11914,0.18198
250,250,2010,Mecklenburg-Western Pomerania,Seldom,0.24073,105,16416,0.19589,0.29209
251,251,2010,Mecklenburg-Western Pomerania,Sometimes,0.48935,214,16416,0.42455,0.5466
252,252,2010,Mecklenburg-Western Pomerania,Often,0.12272,44,16416,0.08995,0.15286
253,253,2010,Saxony,Very seldom,0.07935,86,16416,0.06045,0.1001
254,254,2010,Saxony,Seldom,0.25714,339,16416,0.23146,0.28129
255,255,2010,Saxony,Sometimes,0.46596,577,16416,0.42214,0.50474
256,256,2010,Saxony,Often,0.1593,201,16416,0.13836,0.18286
257,257,2010,Saxony,Very often,0.03824,31,16416,0.02557,0.05145
258,258,2010,Saxony-Anhalt,Very seldom,0.12347,82,16416,0.10813,0.14525
259,259,2010,Saxony-Anhalt,Seldom,0.30897,186,16416,0.2556,0.36637
260,260,2010,Saxony-Anhalt,Sometimes,0.425,313,16416,0.3827,0.47833
261,261,2010,Saxony-Anhalt,Often,0.14256,107,16416,0.11456,0.17413
262,262,2010,Thuringa,Very seldom,0.15003,94,16416,0.11697,0.18462
263,263,2010,Thuringa,Seldom,0.26568,178,16416,0.2236,0.30801
264,264,2010,Thuringa,Sometimes,0.39823,332,16416,0.35395,0.45846
265,265,2010,Thuringa,Often,0.18605,132,16416,0.14117,0.22928
266,266,2011,Schleswig-Holstein,Very seldom,0.1495,87,20538,0.12929,0.17235
267,267,2011,Schleswig-Holstein,Seldom,0.32402,200,20538,0.27791,0.36195
268,268,2011,Schleswig-Holstein,Sometimes,0.36905,251,20538,0.31715,0.40833
269,269,2011,Schleswig-Holstein,Often,0.15742,95,20538,0.1275,0.19146
270,270,2011,Hamburg,Very seldom,0.09847,36,20538,0.07538,0.12853
271,271,2011,Hamburg,Seldom,0.31467,94,20538,0.27414,0.36834
272,272,2011,Hamburg,Sometimes,0.43441,129,20538,0.35065,0.52617
273,273,2011,Hamburg,Often,0.15244,43,20538,0.1146,0.1982
274,274,2011,Lower Saxony,Very seldom,0.12244,222,20538,0.11004,0.13396
275,275,2011,Lower Saxony,Seldom,0.26058,503,20538,0.23976,0.28001
276,276,2011,Lower Saxony,Sometimes,0.41452,786,20538,0.38691,0.44624
277,277,2011,Lower Saxony,Often,0.15635,312,20538,0.14033,0.17082
278,278,2011,Lower Saxony,Very often,0.04612,78,20538,0.03602,0.05894
279,279,2011,Bremen,Seldom,0.35067,34,20538,0.23863,0.48139
280,280,2011,Bremen,Sometimes,0.64933,53,20538,0.50634,0.85113
281,281,2011,North Rhine-Westphalia,Very seldom,0.1398,614,20538,0.12974,0.14856
282,282,2011,North Rhine-Westphalia,Seldom,0.24976,1032,20538,0.23592,0.26314
283,283,2011,North Rhine-Westphalia,Sometimes,0.40441,1615,20538,0.38715,0.42245
284,284,2011,North Rhine-Westphalia,Often,0.16748,687,20538,0.15767,0.17829
285,285,2011,North Rhine-Westphalia,Very often,0.03853,171,20538,0.0332,0.04295
286,286,2011,Hesse,Very seldom,0.11135,159,20538,0.09943,0.12308
287,287,2011,Hesse,Seldom,0.24885,352,20538,0.22643,0.26958
288,288,2011,Hesse,Sometimes,0.41188,565,20538,0.3848,0.4467
289,289,2011,Hesse,Often,0.18038,256,20538,0.15949,0.20454
290,290,2011,Hesse,Very often,0.04754,70,20538,0.03855,0.05603
291,291,2011,"Rhineland-Palatinate, Saarland",Very seldom,0.12948,164,20538,0.11469,0.14721
292,292,2011,"Rhineland-Palatinate, Saarland",Seldom,0.23779,289,20538,0.2158,0.25998
293,293,2011,"Rhineland-Palatinate, Saarland",Sometimes,0.39712,459,20538,0.35753,0.43995
294,294,2011,"Rhineland-Palatinate, Saarland",Often,0.17793,209,20538,0.15783,0.20204
295,295,2011,"Rhineland-Palatinate, Saarland",Very often,0.05768,64,20538,0.04601,0.07322
296,296,2011,Baden-Wuerttemberg,Very seldom,0.1008,222,20538,0.08991,0.11501
297,297,2011,Baden-Wuerttemberg,Seldom,0.24345,644,20538,0.22905,0.26042
298,298,2011,Baden-Wuerttemberg,Sometimes,0.44899,1094,20538,0.42121,0.47349
299,299,2011,Baden-Wuerttemberg,Often,0.16976,428,20538,0.15525,0.18726
300,300,2011,Baden-Wuerttemberg,Very often,0.037,91,20538,0.02927,0.04542
301,301,2011,Bavaria,Very seldom,0.1225,338,20538,0.11164,0.13608
302,302,2011,Bavaria,Seldom,0.23807,791,20538,0.22221,0.25515
303,303,2011,Bavaria,Sometimes,0.41954,1327,20538,0.39914,0.43974
304,304,2011,Bavaria,Often,0.18679,583,20538,0.17225,0.20176
305,305,2011,Bavaria,Very often,0.0331,129,20538,0.02694,0.03995
306,306,2011,Berlin,Very seldom,0.12307,80,20538,0.10701,0.14146
307,307,2011,Berlin,Seldom,0.24646,199,20538,0.22184,0.27127
308,308,2011,Berlin,Sometimes,0.40267,325,20538,0.36346,0.44301
309,309,2011,Berlin,Often,0.15978,131,20538,0.13639,0.1905
310,310,2011,Berlin,Very often,0.06802,44,20538,0.05591,0.08355
311,311,2011,Brandenburg,Very seldom,0.0917,99,20538,0.08212,0.10547
312,312,2011,Brandenburg,Seldom,0.29652,251,20538,0.26325,0.33521
313,313,2011,Brandenburg,Sometimes,0.38552,331,20538,0.34549,0.43714
314,314,2011,Brandenburg,Often,0.18406,163,20538,0.15782,0.22207
315,315,2011,Brandenburg,Very often,0.0422,36,20538,0.0294,0.05702
316,316,2011,Mecklenburg-Western Pomerania,Very seldom,0.14761,71,20538,0.12074,0.1726
317,317,2011,Mecklenburg-Western Pomerania,Seldom,0.28659,155,20538,0.25206,0.32657
318,318,2011,Mecklenburg-Western Pomerania,Sometimes,0.43529,200,20538,0.37523,0.50037
319,319,2011,Mecklenburg-Western Pomerania,Often,0.13052,64,20538,0.10467,0.16117
320,320,2011,Saxony,Very seldom,0.09506,137,20538,0.0796,0.11027
321,321,2011,Saxony,Seldom,0.22441,337,20538,0.2074,0.24305
322,322,2011,Saxony,Sometimes,0.4541,622,20538,0.42046,0.49455
323,323,2011,Saxony,Often,0.19267,247,20538,0.16384,0.21381
324,324,2011,Saxony,Very often,0.03376,54,20538,0.02722,0.04364
325,325,2011,Saxony-Anhalt,Very seldom,0.13326,104,20538,0.11289,0.15848
326,326,2011,Saxony-Anhalt,Seldom,0.25909,215,20538,0.22922,0.29564
327,327,2011,Saxony-Anhalt,Sometimes,0.39876,361,20538,0.36343,0.44218
328,328,2011,Saxony-Anhalt,Often,0.16372,151,20538,0.14428,0.18593
329,329,2011,Saxony-Anhalt,Very often,0.04517,32,20538,0.02791,0.06679
330,330,2011,Thuringa,Very seldom,0.20455,159,20538,0.17469,0.24278
331,331,2011,Thuringa,Seldom,0.27045,213,20538,0.23295,0.30374
332,332,2011,Thuringa,Sometimes,0.35124,329,20538,0.31201,0.38657
333,333,2011,Thuringa,Often,0.17375,152,20538,0.14392,0.20454
334,334,2012,Schleswig-Holstein,Very seldom,0.1476,94,20278,0.12475,0.17584
335,335,2012,Schleswig-Holstein,Seldom,0.33443,188,20278,0.29619,0.37861
336,336,2012,Schleswig-Holstein,Sometimes,0.37163,243,20278,0.32969,0.4176
337,337,2012,Schleswig-Holstein,Often,0.14634,100,20278,0.12292,0.1706
338,338,2012,Hamburg,Very seldom,0.0891,33,20278,0.06265,0.11425
