,Unnamed: 0,year,bula_h,plh0184,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
680,680,2016,Thuringa,Very often,0.0404,43,24022,0.02924,0.05407
681,681,2017,Schleswig-Holstein,Very seldom,0.13751,109,26274,0.11899,0.16289
682,682,2017,Schleswig-Holstein,Seldom,0.33997,287,26274,0.30459,0.37721
683,683,2017,Schleswig-Holstein,Sometimes,0.3478,368,26274,0.30737,0.39371
684,684,2017,Schleswig-Holstein,Often,0.17471,155,26274,0.148,0.20488
685,685,2017,Hamburg,Very seldom,0.12562,51,26274,0.09377,0.163
686,686,2017,Hamburg,Seldom,0.29811,140,26274,0.24368,0.35811
687,687,2017,Hamburg,Sometimes,0.43124,193,26274,0.36921,0.49874
688,688,2017,Hamburg,Often,0.14503,64,26274,0.10918,0.18095
689,689,2017,Lower Saxony,Very seldom,0.11351,275,26274,0.09966,0.12906
690,690,2017,Lower Saxony,Seldom,0.27836,716,26274,0.25347,0.30103
691,691,2017,Lower Saxony,Sometimes,0.40975,1108,26274,0.38308,0.43626
692,692,2017,Lower Saxony,Often,0.16067,493,26274,0.14162,0.17812
693,693,2017,Lower Saxony,Very often,0.03771,95,26274,0.03113,0.04715
694,694,2017,Bremen,Seldom,0.2509,50,26274,0.17776,0.33703
695,695,2017,Bremen,Sometimes,0.46536,80,26274,0.3324,0.5862
696,696,2017,Bremen,Often,0.28374,48,26274,0.21203,0.36578
697,697,2017,North Rhine-Westphalia,Very seldom,0.12566,686,26274,0.11468,0.13632
698,698,2017,North Rhine-Westphalia,Seldom,0.26831,1453,26274,0.25279,0.28335
699,699,2017,North Rhine-Westphalia,Sometimes,0.38084,2116,26274,0.36197,0.40281
700,700,2017,North Rhine-Westphalia,Often,0.17314,941,26274,0.16203,0.18453
701,701,2017,North Rhine-Westphalia,Very often,0.05205,284,26274,0.04519,0.06021
702,702,2017,Hesse,Very seldom,0.1055,176,26274,0.09061,0.12105
703,703,2017,Hesse,Seldom,0.27922,477,26274,0.2543,0.31081
704,704,2017,Hesse,Sometimes,0.40909,756,26274,0.37817,0.44402
705,705,2017,Hesse,Often,0.1532,283,26274,0.13454,0.17414
706,706,2017,Hesse,Very often,0.053,78,26274,0.04164,0.06638
707,707,2017,"Rhineland-Palatinate, Saarland",Very seldom,0.12962,201,26274,0.11697,0.14742
708,708,2017,"Rhineland-Palatinate, Saarland",Seldom,0.28406,416,26274,0.25829,0.31007
709,709,2017,"Rhineland-Palatinate, Saarland",Sometimes,0.39065,610,26274,0.36155,0.42597
710,710,2017,"Rhineland-Palatinate, Saarland",Often,0.16282,234,26274,0.14209,0.19062
711,711,2017,"Rhineland-Palatinate, Saarland",Very often,0.03285,51,26274,0.02476,0.04252
712,712,2017,Baden-Wuerttemberg,Very seldom,0.09987,281,26274,0.08876,0.11091
713,713,2017,Baden-Wuerttemberg,Seldom,0.2813,789,26274,0.26,0.30191
714,714,2017,Baden-Wuerttemberg,Sometimes,0.41445,1286,26274,0.39299,0.43707
715,715,2017,Baden-Wuerttemberg,Often,0.16245,512,26274,0.14507,0.17737
716,716,2017,Baden-Wuerttemberg,Very often,0.04193,133,26274,0.03465,0.05111
717,717,2017,Bavaria,Very seldom,0.12915,527,26274,0.11714,0.14322
718,718,2017,Bavaria,Seldom,0.27073,1155,26274,0.25624,0.28572
719,719,2017,Bavaria,Sometimes,0.39698,1668,26274,0.3749,0.42255
720,720,2017,Bavaria,Often,0.16591,649,26274,0.14947,0.18354
721,721,2017,Bavaria,Very often,0.03723,172,26274,0.03096,0.04344
722,722,2017,Berlin,Very seldom,0.12379,106,26274,0.10493,0.14252
723,723,2017,Berlin,Seldom,0.22655,252,26274,0.19928,0.25281
724,724,2017,Berlin,Sometimes,0.4118,414,26274,0.37331,0.46727
725,725,2017,Berlin,Often,0.19282,169,26274,0.16774,0.21966
726,726,2017,Berlin,Very often,0.04504,44,26274,0.03011,0.06881
727,727,2017,Brandenburg,Very seldom,0.08501,88,26274,0.0671,0.10549
728,728,2017,Brandenburg,Seldom,0.30193,312,26274,0.27193,0.33397
729,729,2017,Brandenburg,Sometimes,0.40112,406,26274,0.35101,0.44291
730,730,2017,Brandenburg,Often,0.16522,174,26274,0.13978,0.19245
731,731,2017,Brandenburg,Very often,0.04671,51,26274,0.03431,0.06372
732,732,2017,Mecklenburg-Western Pomerania,Very seldom,0.09803,65,26274,0.08091,0.11929
733,733,2017,Mecklenburg-Western Pomerania,Seldom,0.3845,190,26274,0.32428,0.44195
734,734,2017,Mecklenburg-Western Pomerania,Sometimes,0.34669,189,26274,0.2963,0.39381
735,735,2017,Mecklenburg-Western Pomerania,Often,0.17078,102,26274,0.13053,0.21438
736,736,2017,Saxony,Very seldom,0.08751,147,26274,0.07388,0.10202
737,737,2017,Saxony,Seldom,0.26055,441,26274,0.23611,0.29182
738,738,2017,Saxony,Sometimes,0.41993,701,26274,0.39114,0.44974
739,739,2017,Saxony,Often,0.20121,303,26274,0.17755,0.22924
740,740,2017,Saxony,Very often,0.0308,58,26274,0.0231,0.04102
741,741,2017,Saxony-Anhalt,Very seldom,0.13503,108,26274,0.1081,0.16695
742,742,2017,Saxony-Anhalt,Seldom,0.29857,267,26274,0.26436,0.34815
743,743,2017,Saxony-Anhalt,Sometimes,0.38427,376,26274,0.34583,0.42688
744,744,2017,Saxony-Anhalt,Often,0.14052,133,26274,0.11684,0.16843
745,745,2017,Saxony-Anhalt,Very often,0.04162,36,26274,0.03002,0.05695
746,746,2017,Thuringa,Very seldom,0.14252,137,26274,0.12452,0.16591
747,747,2017,Thuringa,Seldom,0.31009,286,26274,0.27091,0.35999
748,748,2017,Thuringa,Sometimes,0.35661,352,26274,0.3156,0.40273
749,749,2017,Thuringa,Often,0.13668,158,26274,0.11202,0.16408
750,750,2017,Thuringa,Very often,0.05409,43,26274,0.03791,0.06943
751,751,2018,Schleswig-Holstein,Very seldom,0.10946,94,25417,0.09032,0.13614
752,752,2018,Schleswig-Holstein,Seldom,0.34952,286,25417,0.3043,0.39168
753,753,2018,Schleswig-Holstein,Sometimes,0.36536,369,25417,0.32498,0.40828
754,754,2018,Schleswig-Holstein,Often,0.14313,140,25417,0.11937,0.16454
755,755,2018,Schleswig-Holstein,Very often,0.03253,33,25417,0.02213,0.04584
756,756,2018,Hamburg,Very seldom,0.13128,57,25417,0.08868,0.1766
757,757,2018,Hamburg,Seldom,0.25753,135,25417,0.21012,0.31505
758,758,2018,Hamburg,Sometimes,0.46642,209,25417,0.40507,0.54993
759,759,2018,Hamburg,Often,0.14477,64,25417,0.11155,0.17601
760,760,2018,Lower Saxony,Very seldom,0.12777,296,25417,0.11354,0.14522
761,761,2018,Lower Saxony,Seldom,0.30396,732,25417,0.27833,0.33379
762,762,2018,Lower Saxony,Sometimes,0.37912,960,25417,0.35469,0.4077
763,763,2018,Lower Saxony,Often,0.14811,431,25417,0.13192,0.16356
764,764,2018,Lower Saxony,Very often,0.04104,109,25417,0.03162,0.05016
765,765,2018,Bremen,Seldom,0.26109,56,25417,0.17711,0.36097
766,766,2018,Bremen,Sometimes,0.54702,90,25417,0.40565,0.70943
767,767,2018,Bremen,Often,0.19189,31,25417,0.11715,0.30605
768,768,2018,North Rhine-Westphalia,Very seldom,0.12805,639,25417,0.11789,0.13832
769,769,2018,North Rhine-Westphalia,Seldom,0.28086,1461,25417,0.26632,0.29776
770,770,2018,North Rhine-Westphalia,Sometimes,0.36592,2028,25417,0.3477,0.38537
771,771,2018,North Rhine-Westphalia,Often,0.18299,994,25417,0.17076,0.19863
772,772,2018,North Rhine-Westphalia,Very often,0.04218,271,25417,0.03713,0.04923
773,773,2018,Hesse,Very seldom,0.09545,171,25417,0.08099,0.11153
774,774,2018,Hesse,Seldom,0.25241,445,25417,0.23088,0.27781
775,775,2018,Hesse,Sometimes,0.40413,694,25417,0.36996,0.43365
776,776,2018,Hesse,Often,0.19682,312,25417,0.17195,0.22529
777,777,2018,Hesse,Very often,0.05119,73,25417,0.03891,0.06445
778,778,2018,"Rhineland-Palatinate, Saarland",Very seldom,0.13363,206,25417,0.11381,0.15905
779,779,2018,"Rhineland-Palatinate, Saarland",Seldom,0.27374,376,25417,0.25106,0.30132
780,780,2018,"Rhineland-Palatinate, Saarland",Sometimes,0.39483,587,25417,0.36001,0.43225
781,781,2018,"Rhineland-Palatinate, Saarland",Often,0.17083,242,25417,0.14463,0.19822
782,782,2018,"Rhineland-Palatinate, Saarland",Very often,0.02697,61,25417,0.021,0.03335
783,783,2018,Baden-Wuerttemberg,Very seldom,0.09667,266,25417,0.08571,0.1072
784,784,2018,Baden-Wuerttemberg,Seldom,0.2608,733,25417,0.24299,0.28183
785,785,2018,Baden-Wuerttemberg,Sometimes,0.4398,1160,25417,0.41283,0.46903
786,786,2018,Baden-Wuerttemberg,Often,0.15758,488,25417,0.14209,0.17088
787,787,2018,Baden-Wuerttemberg,Very often,0.04515,128,25417,0.03593,0.05427
788,788,2018,Bavaria,Very seldom,0.13828,506,25417,0.12469,0.15112
789,789,2018,Bavaria,Seldom,0.27306,1027,25417,0.25264,0.29165
790,790,2018,Bavaria,Sometimes,0.3921,1592,25417,0.36969,0.41647
791,791,2018,Bavaria,Often,0.15301,668,25417,0.13887,0.17055
792,792,2018,Bavaria,Very often,0.04356,177,25417,0.03719,0.05179
793,793,2018,Berlin,Very seldom,0.10919,120,25417,0.09284,0.12803
794,794,2018,Berlin,Seldom,0.27326,261,25417,0.24729,0.30577
795,795,2018,Berlin,Sometimes,0.397,395,25417,0.36414,0.43327
796,796,2018,Berlin,Often,0.16967,169,25417,0.14384,0.19738
797,797,2018,Berlin,Very often,0.05088,48,25417,0.03856,0.06986
798,798,2018,Brandenburg,Very seldom,0.09183,102,25417,0.07084,0.11469
799,799,2018,Brandenburg,Seldom,0.32459,333,25417,0.28666,0.36373
800,800,2018,Brandenburg,Sometimes,0.37719,367,25417,0.33243,0.41881
801,801,2018,Brandenburg,Often,0.16484,173,25417,0.13725,0.19061
802,802,2018,Brandenburg,Very often,0.04155,51,25417,0.02932,0.05524
803,803,2018,Mecklenburg-Western Pomerania,Very seldom,0.12305,80,25417,0.0967,0.15218
804,804,2018,Mecklenburg-Western Pomerania,Seldom,0.33713,185,25417,0.28697,0.3837
805,805,2018,Mecklenburg-Western Pomerania,Sometimes,0.37667,209,25417,0.32213,0.4361
806,806,2018,Mecklenburg-Western Pomerania,Often,0.16314,92,25417,0.13013,0.2069
807,807,2018,Saxony,Very seldom,0.09247,153,25417,0.07875,0.10732
808,808,2018,Saxony,Seldom,0.28548,490,25417,0.25958,0.31258
809,809,2018,Saxony,Sometimes,0.44058,673,25417,0.40665,0.48798
810,810,2018,Saxony,Often,0.14625,241,25417,0.12636,0.1691
811,811,2018,Saxony,Very often,0.03521,59,25417,0.02488,0.045
812,812,2018,Saxony-Anhalt,Very seldom,0.10278,101,25417,0.08329,0.12305
813,813,2018,Saxony-Anhalt,Seldom,0.35644,282,25417,0.31379,0.41574
814,814,2018,Saxony-Anhalt,Sometimes,0.40017,358,25417,0.36472,0.43956
815,815,2018,Saxony-Anhalt,Often,0.14061,144,25417,0.12453,0.1648
816,816,2018,Thuringa,Very seldom,0.17405,137,25417,0.14131,0.21217
817,817,2018,Thuringa,Seldom,0.28431,250,25417,0.23822,0.33356
818,818,2018,Thuringa,Sometimes,0.35006,357,25417,0.32048,0.38547
819,819,2018,Thuringa,Often,0.14545,148,25417,0.12351,0.17147
820,820,2018,Thuringa,Very often,0.04613,42,25417,0.03252,0.0686
821,821,2019,Schleswig-Holstein,Very seldom,0.14088,123,25589,0.11524,0.16834
822,822,2019,Schleswig-Holstein,Seldom,0.32672,297,25589,0.28403,0.36615
823,823,2019,Schleswig-Holstein,Sometimes,0.39397,374,25589,0.34268,0.44948
824,824,2019,Schleswig-Holstein,Often,0.13842,133,25589,0.10794,0.17208
825,825,2019,Hamburg,Very seldom,0.10482,60,25589,0.07503,0.14996
826,826,2019,Hamburg,Seldom,0.36694,162,25589,0.30236,0.4451
827,827,2019,Hamburg,Sometimes,0.3854,221,25589,0.32387,0.45144
828,828,2019,Hamburg,Often,0.14284,73,25589,0.10906,0.18592
829,829,2019,Lower Saxony,Very seldom,0.1135,268,25589,0.09476,0.1322
830,830,2019,Lower Saxony,Seldom,0.30654,727,25589,0.28324,0.33051
831,831,2019,Lower Saxony,Sometimes,0.35054,915,25589,0.32348,0.37508
832,832,2019,Lower Saxony,Often,0.18493,458,25589,0.16645,0.20663
833,833,2019,Lower Saxony,Very often,0.04449,120,25589,0.03497,0.05522
834,834,2019,Bremen,Seldom,0.29948,58,25589,0.21552,0.3872
835,835,2019,Bremen,Sometimes,0.51313,89,25589,0.38312,0.65511
836,836,2019,Bremen,Often,0.18739,41,25589,0.1239,0.26767
837,837,2019,North Rhine-Westphalia,Very seldom,0.12547,692,25589,0.11488,0.13468
838,838,2019,North Rhine-Westphalia,Seldom,0.28437,1511,25589,0.26858,0.30293
839,839,2019,North Rhine-Westphalia,Sometimes,0.37873,2032,25589,0.35705,0.40219
840,840,2019,North Rhine-Westphalia,Often,0.16961,908,25589,0.15575,0.1832
841,841,2019,North Rhine-Westphalia,Very often,0.04182,257,25589,0.03527,0.04831
842,842,2019,Hesse,Very seldom,0.11835,192,25589,0.0987,0.1374
843,843,2019,Hesse,Seldom,0.28505,470,25589,0.2534,0.32574
844,844,2019,Hesse,Sometimes,0.38845,657,25589,0.34995,0.43355
845,845,2019,Hesse,Often,0.1714,317,25589,0.15007,0.19488
846,846,2019,Hesse,Very often,0.03675,75,25589,0.02572,0.04727
847,847,2019,"Rhineland-Palatinate, Saarland",Very seldom,0.15185,213,25589,0.12848,0.1728
848,848,2019,"Rhineland-Palatinate, Saarland",Seldom,0.3182,447,25589,0.29166,0.34679
849,849,2019,"Rhineland-Palatinate, Saarland",Sometimes,0.33022,508,25589,0.29675,0.36507
850,850,2019,"Rhineland-Palatinate, Saarland",Often,0.16273,234,25589,0.13421,0.19089
851,851,2019,"Rhineland-Palatinate, Saarland",Very often,0.037,60,25589,0.02909,0.04677
852,852,2019,Baden-Wuerttemberg,Very seldom,0.11551,311,25589,0.10126,0.13231
853,853,2019,Baden-Wuerttemberg,Seldom,0.28307,761,25589,0.26245,0.30519
854,854,2019,Baden-Wuerttemberg,Sometimes,0.41967,1166,25589,0.38908,0.45575
855,855,2019,Baden-Wuerttemberg,Often,0.14439,430,25589,0.12744,0.16169
856,856,2019,Baden-Wuerttemberg,Very often,0.03736,126,25589,0.02911,0.04668
857,857,2019,Bavaria,Very seldom,0.14506,541,25589,0.12981,0.16228
858,858,2019,Bavaria,Seldom,0.27848,1073,25589,0.25872,0.29632
859,859,2019,Bavaria,Sometimes,0.39107,1570,25589,0.36356,0.41783
860,860,2019,Bavaria,Often,0.15131,610,25589,0.13535,0.16636
861,861,2019,Bavaria,Very often,0.03408,152,25589,0.02819,0.04056
862,862,2019,Berlin,Very seldom,0.10533,120,25589,0.08584,0.12671
863,863,2019,Berlin,Seldom,0.30753,282,25589,0.27124,0.36329
864,864,2019,Berlin,Sometimes,0.36992,383,25589,0.33003,0.42607
865,865,2019,Berlin,Often,0.18475,191,25589,0.15217,0.21047
866,866,2019,Berlin,Very often,0.03247,49,25589,0.02445,0.03996
867,867,2019,Brandenburg,Very seldom,0.09404,119,25589,0.07095,0.12095
868,868,2019,Brandenburg,Seldom,0.2929,344,25589,0.25945,0.33316
869,869,2019,Brandenburg,Sometimes,0.42153,418,25589,0.37992,0.47669
870,870,2019,Brandenburg,Often,0.16432,189,25589,0.13426,0.20069
871,871,2019,Brandenburg,Very often,0.02722,38,25589,0.01538,0.04073
872,872,2019,Mecklenburg-Western Pomerania,Very seldom,0.137,96,25589,0.11153,0.16044
873,873,2019,Mecklenburg-Western Pomerania,Seldom,0.30356,179,25589,0.25042,0.35436
874,874,2019,Mecklenburg-Western Pomerania,Sometimes,0.36679,205,25589,0.30274,0.44016
875,875,2019,Mecklenburg-Western Pomerania,Often,0.19264,102,25589,0.14612,0.2419
876,876,2019,Saxony,Very seldom,0.10396,175,25589,0.08652,0.12203
877,877,2019,Saxony,Seldom,0.2773,471,25589,0.24633,0.31227
878,878,2019,Saxony,Sometimes,0.4289,676,25589,0.3919,0.46879
879,879,2019,Saxony,Often,0.14617,249,25589,0.12476,0.16911
880,880,2019,Saxony,Very often,0.04366,62,25589,0.02934,0.05932
881,881,2019,Saxony-Anhalt,Very seldom,0.13652,104,25589,0.10624,0.1721
882,882,2019,Saxony-Anhalt,Seldom,0.26296,247,25589,0.22731,0.30065
883,883,2019,Saxony-Anhalt,Sometimes,0.40058,366,25589,0.34809,0.45919
884,884,2019,Saxony-Anhalt,Often,0.16359,137,25589,0.13561,0.19689
885,885,2019,Saxony-Anhalt,Very often,0.03635,34,25589,0.02184,0.05931
886,886,2019,Thuringa,Very seldom,0.16952,124,25589,0.13096,0.2149
887,887,2019,Thuringa,Seldom,0.27921,260,25589,0.23291,0.33148
888,888,2019,Thuringa,Sometimes,0.36712,364,25589,0.31804,0.41916
889,889,2019,Thuringa,Often,0.13427,136,25589,0.11244,0.15522
890,890,2019,Thuringa,Very often,0.04988,37,25589,0.02863,0.07836
891,891,2020,Schleswig-Holstein,Very seldom,0.09118,103,25498,0.07313,0.11808
892,892,2020,Schleswig-Holstein,Seldom,0.3169,289,25498,0.27639,0.36514
893,893,2020,Schleswig-Holstein,Sometimes,0.44026,352,25498,0.38847,0.51371
894,894,2020,Schleswig-Holstein,Often,0.15167,134,25498,0.12218,0.18024
895,895,2020,Hamburg,Very seldom,0.09518,59,25498,0.06582,0.12964
896,896,2020,Hamburg,Seldom,0.34919,172,25498,0.28005,0.41893
897,897,2020,Hamburg,Sometimes,0.43104,202,25498,0.36098,0.51513
898,898,2020,Hamburg,Often,0.12458,78,25498,0.09263,0.15606
899,899,2020,Lower Saxony,Very seldom,0.10903,291,25498,0.09223,0.1254
900,900,2020,Lower Saxony,Seldom,0.27551,684,25498,0.25121,0.30112
901,901,2020,Lower Saxony,Sometimes,0.41157,973,25498,0.38164,0.44422
902,902,2020,Lower Saxony,Often,0.15656,387,25498,0.13783,0.1772
903,903,2020,Lower Saxony,Very often,0.04733,114,25498,0.03743,0.06012
904,904,2020,Bremen,Seldom,0.2373,56,25498,0.17079,0.30803
905,905,2020,Bremen,Sometimes,0.63401,93,25498,0.46936,0.7948
906,906,2020,Bremen,Often,0.12869,36,25498,0.09106,0.17525
907,907,2020,North Rhine-Westphalia,Very seldom,0.13594,733,25498,0.12363,0.15199
908,908,2020,North Rhine-Westphalia,Seldom,0.26617,1453,25498,0.24879,0.28432
909,909,2020,North Rhine-Westphalia,Sometimes,0.38185,2093,25498,0.36071,0.40214
910,910,2020,North Rhine-Westphalia,Often,0.17168,924,25498,0.15826,0.18676
911,911,2020,North Rhine-Westphalia,Very often,0.04436,250,25498,0.03751,0.053
912,912,2020,Hesse,Very seldom,0.10632,228,25498,0.08677,0.12688
913,913,2020,Hesse,Seldom,0.26822,473,25498,0.23791,0.30094
914,914,2020,Hesse,Sometimes,0.43308,706,25498,0.39888,0.47163
915,915,2020,Hesse,Often,0.16441,299,25498,0.14068,0.18661
916,916,2020,Hesse,Very often,0.02796,46,25498,0.01926,0.0378
917,917,2020,"Rhineland-Palatinate, Saarland",Very seldom,0.15488,203,25498,0.12735,0.18094
918,918,2020,"Rhineland-Palatinate, Saarland",Seldom,0.27881,379,25498,0.24706,0.31429
919,919,2020,"Rhineland-Palatinate, Saarland",Sometimes,0.35975,491,25498,0.32164,0.39558
920,920,2020,"Rhineland-Palatinate, Saarland",Often,0.1667,231,25498,0.14183,0.19279
921,921,2020,"Rhineland-Palatinate, Saarland",Very often,0.03986,63,25498,0.02994,0.05214
922,922,2020,Baden-Wuerttemberg,Very seldom,0.09113,312,25498,0.07371,0.10502
923,923,2020,Baden-Wuerttemberg,Seldom,0.26983,727,25498,0.24347,0.2966
924,924,2020,Baden-Wuerttemberg,Sometimes,0.43905,1207,25498,0.40714,0.46801
925,925,2020,Baden-Wuerttemberg,Often,0.16742,487,25498,0.14873,0.18355
926,926,2020,Baden-Wuerttemberg,Very often,0.03257,106,25498,0.02506,0.04305
927,927,2020,Bavaria,Very seldom,0.11296,529,25498,0.09863,0.12649
928,928,2020,Bavaria,Seldom,0.27001,1090,25498,0.25345,0.29052
929,929,2020,Bavaria,Sometimes,0.40673,1633,25498,0.38774,0.4369
930,930,2020,Bavaria,Often,0.15957,629,25498,0.14508,0.17559
931,931,2020,Bavaria,Very often,0.05072,169,25498,0.03921,0.06051
932,932,2020,Berlin,Very seldom,0.08068,173,25498,0.06184,0.10152
933,933,2020,Berlin,Seldom,0.26353,318,25498,0.21939,0.30365
934,934,2020,Berlin,Sometimes,0.40535,426,25498,0.35578,0.45456
935,935,2020,Berlin,Often,0.20137,210,25498,0.17111,0.22395
936,936,2020,Berlin,Very often,0.04908,47,25498,0.03163,0.06726
937,937,2020,Brandenburg,Very seldom,0.06807,105,25498,0.05273,0.08497
938,938,2020,Brandenburg,Seldom,0.28536,313,25498,0.25156,0.31989
939,939,2020,Brandenburg,Sometimes,0.41462,417,25498,0.36503,0.47265
940,940,2020,Brandenburg,Often,0.18766,190,25498,0.15438,0.21629
941,941,2020,Brandenburg,Very often,0.04429,37,25498,0.02936,0.06654
942,942,2020,Mecklenburg-Western Pomerania,Very seldom,0.11545,69,25498,0.09236,0.14327
943,943,2020,Mecklenburg-Western Pomerania,Seldom,0.3209,141,25498,0.26073,0.38891
944,944,2020,Mecklenburg-Western Pomerania,Sometimes,0.38285,193,25498,0.32126,0.43757
945,945,2020,Mecklenburg-Western Pomerania,Often,0.18079,83,25498,0.14048,0.22908
946,946,2020,Saxony,Very seldom,0.08252,153,25498,0.0683,0.1031
947,947,2020,Saxony,Seldom,0.27212,413,25498,0.24346,0.30136
948,948,2020,Saxony,Sometimes,0.45805,685,25498,0.41817,0.50219
949,949,2020,Saxony,Often,0.16492,241,25498,0.14292,0.18784
950,950,2020,Saxony,Very often,0.0224,51,25498,0.01716,0.02965
951,951,2020,Saxony-Anhalt,Very seldom,0.10049,104,25498,0.0817,0.12261
952,952,2020,Saxony-Anhalt,Seldom,0.31098,260,25498,0.27233,0.36289
953,953,2020,Saxony-Anhalt,Sometimes,0.41998,340,25498,0.36704,0.47702
954,954,2020,Saxony-Anhalt,Often,0.16856,148,25498,0.14038,0.19565
955,955,2020,Thuringa,Very seldom,0.1523,122,25498,0.11609,0.19597
956,956,2020,Thuringa,Seldom,0.26378,240,25498,0.2235,0.3128
957,957,2020,Thuringa,Sometimes,0.37714,329,25498,0.33376,0.43735
958,958,2020,Thuringa,Often,0.14387,154,25498,0.11875,0.16921
959,959,2020,Thuringa,Very often,0.06292,52,25498,0.04367,0.08473
960,960,2021,Schleswig-Holstein,Very seldom,0.11304,93,17021,0.08961,0.14217
961,961,2021,Schleswig-Holstein,Seldom,0.37859,231,17021,0.31394,0.45236
962,962,2021,Schleswig-Holstein,Sometimes,0.37104,265,17021,0.31622,0.44095
963,963,2021,Schleswig-Holstein,Often,0.13733,99,17021,0.10253,0.18268
964,964,2021,Hamburg,Very seldom,0.16544,68,17021,0.11201,0.22214
965,965,2021,Hamburg,Seldom,0.26811,129,17021,0.21553,0.32971
966,966,2021,Hamburg,Sometimes,0.39718,145,17021,0.30416,0.46535
967,967,2021,Hamburg,Often,0.16927,44,17021,0.10279,0.24405
968,968,2021,Lower Saxony,Very seldom,0.16577,264,17021,0.14298,0.19355
969,969,2021,Lower Saxony,Seldom,0.31152,527,17021,0.27893,0.34333
970,970,2021,Lower Saxony,Sometimes,0.33388,554,17021,0.30158,0.3728
971,971,2021,Lower Saxony,Often,0.15374,250,17021,0.12436,0.18635
972,972,2021,Lower Saxony,Very often,0.03509,80,17021,0.02653,0.04609
973,973,2021,Bremen,Seldom,0.42487,39,17021,0.27337,0.58958
974,974,2021,Bremen,Sometimes,0.57513,40,17021,0.38475,0.78517
975,975,2021,North Rhine-Westphalia,Very seldom,0.14084,512,17021,0.12832,0.158
976,976,2021,North Rhine-Westphalia,Seldom,0.30998,1154,17021,0.28926,0.33447
977,977,2021,North Rhine-Westphalia,Sometimes,0.33892,1228,17021,0.30914,0.362
978,978,2021,North Rhine-Westphalia,Often,0.16388,539,17021,0.14534,0.182
979,979,2021,North Rhine-Westphalia,Very often,0.04638,150,17021,0.03646,0.05605
980,980,2021,Hesse,Very seldom,0.12015,139,17021,0.09617,0.14254
981,981,2021,Hesse,Seldom,0.32483,338,17021,0.28617,0.36911
982,982,2021,Hesse,Sometimes,0.37045,421,17021,0.32564,0.41658
983,983,2021,Hesse,Often,0.13542,143,17021,0.10935,0.16733
984,984,2021,Hesse,Very often,0.04915,39,17021,0.0297,0.06711
985,985,2021,"Rhineland-Palatinate, Saarland",Very seldom,0.13393,125,17021,0.11429,0.16115
986,986,2021,"Rhineland-Palatinate, Saarland",Seldom,0.33821,271,17021,0.29742,0.3903
987,987,2021,"Rhineland-Palatinate, Saarland",Sometimes,0.34295,313,17021,0.29236,0.38706
988,988,2021,"Rhineland-Palatinate, Saarland",Often,0.14294,125,17021,0.11194,0.17708
989,989,2021,"Rhineland-Palatinate, Saarland",Very often,0.04197,33,17021,0.02878,0.05732
990,990,2021,Baden-Wuerttemberg,Very seldom,0.11293,206,17021,0.09376,0.13151
991,991,2021,Baden-Wuerttemberg,Seldom,0.26421,575,17021,0.23585,0.2964
992,992,2021,Baden-Wuerttemberg,Sometimes,0.44298,810,17021,0.40385,0.48611
993,993,2021,Baden-Wuerttemberg,Often,0.15309,300,17021,0.1345,0.17768
994,994,2021,Baden-Wuerttemberg,Very often,0.02679,69,17021,0.01885,0.03498
995,995,2021,Bavaria,Very seldom,0.14731,386,17021,0.13031,0.16753
996,996,2021,Bavaria,Seldom,0.29172,812,17021,0.26588,0.32165
997,997,2021,Bavaria,Sometimes,0.35392,980,17021,0.32386,0.38302
998,998,2021,Bavaria,Often,0.15671,386,17021,0.13724,0.17555
999,999,2021,Bavaria,Very often,0.05034,116,17021,0.03836,0.06546
1000,1000,2021,Berlin,Very seldom,0.12976,112,17021,0.1043,0.15927
1001,1001,2021,Berlin,Seldom,0.33918,265,17021,0.29575,0.38492
1002,1002,2021,Berlin,Sometimes,0.3375,259,17021,0.27743,0.3836
1003,1003,2021,Berlin,Often,0.1514,122,17021,0.12565,0.18295
1004,1004,2021,Berlin,Very often,0.04216,32,17021,0.02071,0.06722
1005,1005,2021,Brandenburg,Very seldom,0.08325,81,17021,0.06278,0.10493
1006,1006,2021,Brandenburg,Seldom,0.28817,197,17021,0.24732,0.34107
1007,1007,2021,Brandenburg,Sometimes,0.45625,245,17021,0.38647,0.51765
1008,1008,2021,Brandenburg,Often,0.17233,109,17021,0.13287,0.21307
1009,1009,2021,Mecklenburg-Western Pomerania,Very seldom,0.11439,45,17021,0.08191,0.14644
1010,1010,2021,Mecklenburg-Western Pomerania,Seldom,0.3704,138,17021,0.29972,0.43515
1011,1011,2021,Mecklenburg-Western Pomerania,Sometimes,0.34472,134,17021,0.27845,0.42862
1012,1012,2021,Mecklenburg-Western Pomerania,Often,0.17049,63,17021,0.12334,0.22665
1013,1013,2021,Saxony,Very seldom,0.12505,139,17021,0.09731,0.16185
1014,1014,2021,Saxony,Seldom,0.31256,370,17021,0.27139,0.36771
1015,1015,2021,Saxony,Sometimes,0.3927,412,17021,0.35065,0.42984
1016,1016,2021,Saxony,Often,0.13074,157,17021,0.11151,0.15436
1017,1017,2021,Saxony,Very often,0.03895,37,17021,0.02493,0.05585
1018,1018,2021,Saxony-Anhalt,Very seldom,0.11764,89,17021,0.08543,0.15686
1019,1019,2021,Saxony-Anhalt,Seldom,0.43122,208,17021,0.36898,0.51715
