"plh0184","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Oft","2019","1 Einkommensschwächstes Quintil","413","0.179831384862779","0.164200555059729","0.195462214665829"
"Oft","2019","2","533","0.171337143838223","0.157776596614524","0.184897691061922"
"Oft","2019","3","633","0.176246553051377","0.163839379349216","0.188653726753538"
"Oft","2019","4","995","0.148746545695862","0.139952065367938","0.157541026023785"
"Oft","2019","5 Einkommensstärkstes Quintil","1643","0.15564931188957","0.14874574339317","0.16255288038597"
"Sehr oft","2019","1 Einkommensschwächstes Quintil","153","0.0602413050639748","0.0505573430119595","0.06992526711599"
"Sehr oft","2019","2","184","0.0511402252540448","0.0432125682116832","0.0590678822964065"
"Sehr oft","2019","3","153","0.0431038841666916","0.0364907927942851","0.0497169755390982"
"Sehr oft","2019","4","247","0.0371048393381065","0.0324332778080711","0.0417764008681419"
"Sehr oft","2019","5 Einkommensstärkstes Quintil","357","0.0273179309419577","0.0242137433311566","0.0304221185527588"
"Sehr selten","2019","1 Einkommensschwächstes Quintil","292","0.138316728076861","0.124265674129965","0.152367782023757"
"Sehr selten","2019","2","427","0.157862301323713","0.144740505158898","0.170984097488527"
"Sehr selten","2019","3","437","0.125029486354465","0.114259457760802","0.135799514948127"
"Sehr selten","2019","4","771","0.125423486514854","0.117237978588976","0.133608994440731"
"Sehr selten","2019","5 Einkommensstärkstes Quintil","1255","0.115122493370302","0.109044499241168","0.121200487499435"
"Selten","2019","1 Einkommensschwächstes Quintil","601","0.26374506358568","0.245809955575792","0.281680171595567"
"Selten","2019","2","761","0.270217281741455","0.254235843329121","0.28619872015379"
"Selten","2019","3","997","0.27511768787261","0.260576264073948","0.289659111671272"
"Selten","2019","4","1816","0.298661709951158","0.287350453670494","0.309972966231822"
"Selten","2019","5 Einkommensstärkstes Quintil","3141","0.300985565616965","0.292250734529202","0.309720396704729"
"Manchmal","2020","1 Einkommensschwächstes Quintil","820","0.358068400889342","0.33829353723433","0.377843264544354"
"Manchmal","2020","2","1099","0.4002109452866","0.382434324981908","0.417987565591292"
"Manchmal","2020","3","1291","0.406266296358371","0.38943532938684","0.423097263329902"
"Manchmal","2020","4","2628","0.423116966924208","0.411085967041293","0.435147966807123"
"Manchmal","2020","5 Einkommensstärkstes Quintil","4331","0.410188607438875","0.400911238987194","0.419465975890557"
"Oft","2020","1 Einkommensschwächstes Quintil","400","0.179666337462654","0.163831458568668","0.195501216356641"
"Oft","2020","2","540","0.178069479770873","0.164188575927374","0.191950383614371"
"Oft","2020","3","557","0.160406937687546","0.147830610905343","0.172983264469749"
"Oft","2020","4","1083","0.16615195335869","0.15708787183983","0.17521603487755"
"Oft","2020","5 Einkommensstärkstes Quintil","1664","0.161177310355043","0.154242038873268","0.168112581836817"
"Sehr oft","2020","1 Einkommensschwächstes Quintil","127","0.0659421798109203","0.0557056052928615","0.0761787543289791"
"Sehr oft","2020","2","144","0.0586703371350556","0.0501435462699353","0.067197128000176"
"Sehr oft","2020","3","164","0.0453435823035273","0.0382135863864163","0.0524735782206383"
"Sehr oft","2020","4","241","0.0376399867653468","0.0330052920261139","0.0422746815045796"
"Sehr oft","2020","5 Einkommensstärkstes Quintil","360","0.0315995995854309","0.0283001256696458","0.0348990735012159"
"Sehr selten","2020","1 Einkommensschwächstes Quintil","325","0.127291885862072","0.113544472558451","0.141039299165692"
"Sehr selten","2020","2","401","0.120755415999924","0.108932799360978","0.13257803263887"
"Sehr selten","2020","3","431","0.129086231041434","0.117595825478901","0.140576636603967"
"Sehr selten","2020","4","785","0.104633358052551","0.0971798082774955","0.112086907827607"
"Sehr selten","2020","5 Einkommensstärkstes Quintil","1285","0.104591365829015","0.0988192506902796","0.11036348096775"
"Selten","2020","1 Einkommensschwächstes Quintil","586","0.269031195975012","0.250740220613772","0.287322171336251"
"Selten","2020","2","734","0.242293821807548","0.226747522255428","0.257840121359667"
"Selten","2020","3","828","0.258896952609122","0.243885919330664","0.27390798588758"
"Selten","2020","4","1741","0.268457734899203","0.257666148520367","0.27924932127804"
"Selten","2020","5 Einkommensstärkstes Quintil","3158","0.292443116791636","0.283863304006342","0.30102292957693"
