"plh0184","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr selten","2009","(noch) kein Abschluss","Sachsen","1","","",""
"Sehr selten","2009","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Sehr selten","2009","(noch) kein Abschluss","Thueringen","","","",""
"Sehr selten","2009","Hauptschule","Schleswig-Holstein","38","0.187614607968354","0.131956099138445","0.243273116798264"
"Sehr selten","2009","Hauptschule","Hamburg","13","","",""
"Sehr selten","2009","Hauptschule","Niedersachsen","83","0.158933130824434","0.129431598948331","0.188434662700536"
"Sehr selten","2009","Hauptschule","Bremen","3","","",""
"Sehr selten","2009","Hauptschule","Nordrhein-Westfalen","202","","",""
"Sehr selten","2009","Hauptschule","Hessen","52","0.136207183267215","0.101490577543236","0.170923788991194"
"Sehr selten","2009","Hauptschule","Rheinland-Pfalz,Saarland","95","0.193504222623997","0.158668013516467","0.228340431731527"
"Sehr selten","2009","Hauptschule","Baden-Wuerttemberg","68","0.100320482084044","0.0792909900897496","0.121349974078339"
"Sehr selten","2009","Hauptschule","Bayern","106","","",""
"Sehr selten","2009","Hauptschule","Saarland","","","",""
"Sehr selten","2009","Hauptschule","Berlin","14","","",""
"Sehr selten","2009","Hauptschule","Brandenburg","34","0.153445646684361","0.101925881375544","0.204965411993177"
"Sehr selten","2009","Hauptschule","Mecklenburg-Vorpommern","19","","",""
"Sehr selten","2009","Hauptschule","Sachsen","38","0.122228434987794","0.0857071768071484","0.158749693168439"
"Sehr selten","2009","Hauptschule","Sachsen-Anhalt","31","0.152529507505788","0.103551383647077","0.2015076313645"
"Sehr selten","2009","Hauptschule","Thueringen","41","0.16514679750834","0.119572693649345","0.210720901367335"
"Sehr selten","2009","Realschule","Schleswig-Holstein","16","","",""
"Sehr selten","2009","Realschule","Hamburg","8","0.0883292633808428","0.019342983757176","0.15731554300451"
"Sehr selten","2009","Realschule","Niedersachsen","41","0.0960223433765216","0.0698556642517747","0.122189022501269"
"Sehr selten","2009","Realschule","Bremen","5","0.209166023118461","0.07811649590154","0.340215550335382"
"Sehr selten","2009","Realschule","Nordrhein-Westfalen","82","0.0822062693965045","0.0624822705720552","0.101930268220954"
"Sehr selten","2009","Realschule","Hessen","26","","",""
"Sehr selten","2009","Realschule","Rheinland-Pfalz,Saarland","13","","",""
"Sehr selten","2009","Realschule","Baden-Wuerttemberg","31","0.0847805314737034","0.0599898814684616","0.109571181478945"
"Sehr selten","2009","Realschule","Bayern","42","0.0869778575152064","0.0642775236013189","0.109678191429094"
"Sehr selten","2009","Realschule","Saarland","","","",""
"Sehr selten","2009","Realschule","Berlin","22","","",""
"Sehr selten","2009","Realschule","Brandenburg","20","","",""
"Sehr selten","2009","Realschule","Mecklenburg-Vorpommern","16","","",""
"Sehr selten","2009","Realschule","Sachsen","40","0.0623842518213084","0.042190257786887","0.0825782458557298"
"Sehr selten","2009","Realschule","Sachsen-Anhalt","14","","",""
"Sehr selten","2009","Realschule","Thueringen","28","","",""
"Sehr selten","2009","(Fach-)Abitur","Schleswig-Holstein","14","","",""
"Sehr selten","2009","(Fach-)Abitur","Hamburg","4","0.117246750259566","0.0262349841760131","0.208258516343119"
"Sehr selten","2009","(Fach-)Abitur","Niedersachsen","12","","",""
"Sehr selten","2009","(Fach-)Abitur","Bremen","2","","",""
"Sehr selten","2009","(Fach-)Abitur","Nordrhein-Westfalen","47","0.0706622925393493","0.0490883713023225","0.0922362137763761"
"Sehr selten","2009","(Fach-)Abitur","Hessen","10","","",""
"Sehr selten","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","10","","",""
"Sehr selten","2009","(Fach-)Abitur","Baden-Wuerttemberg","9","0.0225003767914304","0.00411674633043978","0.040884007252421"
"Sehr selten","2009","(Fach-)Abitur","Bayern","14","","",""
"Sehr selten","2009","(Fach-)Abitur","Saarland","","","",""
"Sehr selten","2009","(Fach-)Abitur","Berlin","5","0.056261109464267","0.0094297582077256","0.103092460720808"
"Sehr selten","2009","(Fach-)Abitur","Brandenburg","3","","",""
"Sehr selten","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"Sehr selten","2009","(Fach-)Abitur","Sachsen","8","0.0706082132105029","0.0231658727794928","0.118050553641513"
"Sehr selten","2009","(Fach-)Abitur","Sachsen-Anhalt","4","0.0139776269704675","-0.0135240501286199","0.0414793040695549"
"Sehr selten","2009","(Fach-)Abitur","Thueringen","3","","",""
"Sehr selten","2009","AkademikerIn","Schleswig-Holstein","12","","",""
"Sehr selten","2009","AkademikerIn","Hamburg","9","0.0903300099042752","0.0271190321473251","0.153540987661225"
"Sehr selten","2009","AkademikerIn","Niedersachsen","39","0.0960514258285515","0.0630364375161644","0.129066414140939"
"Sehr selten","2009","AkademikerIn","Bremen","5","0.219777897334331","0.0635828206920481","0.375972973976614"
"Sehr selten","2009","AkademikerIn","Nordrhein-Westfalen","103","","",""
"Sehr selten","2009","AkademikerIn","Hessen","19","","",""
"Sehr selten","2009","AkademikerIn","Rheinland-Pfalz,Saarland","21","","",""
"Sehr selten","2009","AkademikerIn","Baden-Wuerttemberg","35","0.103782481945838","0.0753827024198079","0.132182261471867"
"Sehr selten","2009","AkademikerIn","Bayern","46","0.0942257732189742","0.0693306036085506","0.119120942829398"
"Sehr selten","2009","AkademikerIn","Saarland","","","",""
"Sehr selten","2009","AkademikerIn","Berlin","21","","",""
"Sehr selten","2009","AkademikerIn","Brandenburg","30","0.141886625854436","0.097368676052913","0.186404575655959"
"Sehr selten","2009","AkademikerIn","Mecklenburg-Vorpommern","15","","",""
"Sehr selten","2009","AkademikerIn","Sachsen","25","","",""
"Sehr selten","2009","AkademikerIn","Sachsen-Anhalt","13","","",""
"Sehr selten","2009","AkademikerIn","Thueringen","18","","",""
"Selten","2009","(noch) kein Abschluss","Schleswig-Holstein","9","0.334835536345651","0.122632505790645","0.547038566900658"
"Selten","2009","(noch) kein Abschluss","Hamburg","4","0.258731517516822","-0.027382589646964","0.544845624680608"
"Selten","2009","(noch) kein Abschluss","Niedersachsen","10","","",""
"Selten","2009","(noch) kein Abschluss","Bremen","","","",""
"Selten","2009","(noch) kein Abschluss","Nordrhein-Westfalen","27","","",""
"Selten","2009","(noch) kein Abschluss","Hessen","9","0.365097180991317","0.205593049614757","0.524601312367878"
"Selten","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","0.118634893461043","-0.0033343577374474","0.240604144659533"
"Selten","2009","(noch) kein Abschluss","Baden-Wuerttemberg","21","","",""
"Selten","2009","(noch) kein Abschluss","Bayern","10","","",""
"Selten","2009","(noch) kein Abschluss","Saarland","","","",""
"Selten","2009","(noch) kein Abschluss","Berlin","3","","",""
"Selten","2009","(noch) kein Abschluss","Brandenburg","3","","",""
"Selten","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Selten","2009","(noch) kein Abschluss","Sachsen","7","0.328642281080942","0.117434457180339","0.539850104981546"
"Selten","2009","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Selten","2009","(noch) kein Abschluss","Thueringen","2","","",""
"Selten","2009","Hauptschule","Schleswig-Holstein","69","0.31801194200279","0.251618178309378","0.384405705696201"
"Selten","2009","Hauptschule","Hamburg","15","","",""
"Selten","2009","Hauptschule","Niedersachsen","156","","",""
"Selten","2009","Hauptschule","Bremen","12","","",""
"Selten","2009","Hauptschule","Nordrhein-Westfalen","383","0.273534722767684","0.250007014824009","0.297062430711359"
"Selten","2009","Hauptschule","Hessen","89","0.218904285304129","0.177052718974327","0.260755851633931"
"Selten","2009","Hauptschule","Rheinland-Pfalz,Saarland","107","","",""
"Selten","2009","Hauptschule","Baden-Wuerttemberg","237","","",""
"Selten","2009","Hauptschule","Bayern","263","","",""
"Selten","2009","Hauptschule","Saarland","","","",""
"Selten","2009","Hauptschule","Berlin","31","0.25443351541145","0.173408905404006","0.335458125418895"
"Selten","2009","Hauptschule","Brandenburg","53","0.238947441417394","0.177989866111612","0.299905016723177"
"Selten","2009","Hauptschule","Mecklenburg-Vorpommern","31","0.261132896515807","0.177904761955566","0.344361031076047"
"Selten","2009","Hauptschule","Sachsen","84","0.269687767325508","0.220205024698259","0.319170509952757"
"Selten","2009","Hauptschule","Sachsen-Anhalt","67","0.32536072974696","0.261537130236326","0.389184329257594"
"Selten","2009","Hauptschule","Thueringen","75","0.299526522961456","0.24330643883309","0.355746607089822"
"Selten","2009","Realschule","Schleswig-Holstein","49","0.301921264493945","0.226676007881235","0.377166521106654"
"Selten","2009","Realschule","Hamburg","19","","",""
"Selten","2009","Realschule","Niedersachsen","116","","",""
"Selten","2009","Realschule","Bremen","8","0.110242989919586","0.00932736130768233","0.21115861853149"
"Selten","2009","Realschule","Nordrhein-Westfalen","186","","",""
"Selten","2009","Realschule","Hessen","57","0.180946312355149","0.136638516565455","0.225254108144843"
"Selten","2009","Realschule","Rheinland-Pfalz,Saarland","42","0.200457059294438","0.145248809377637","0.255665309211239"
"Selten","2009","Realschule","Baden-Wuerttemberg","111","","",""
"Selten","2009","Realschule","Bayern","136","","",""
"Selten","2009","Realschule","Saarland","","","",""
"Selten","2009","Realschule","Berlin","50","0.297300634269006","0.232816609643889","0.361784658894123"
"Selten","2009","Realschule","Brandenburg","64","0.210298850914328","0.161047284037081","0.259550417791575"
"Selten","2009","Realschule","Mecklenburg-Vorpommern","39","0.254412093095966","0.190067796099922","0.31875639009201"
"Selten","2009","Realschule","Sachsen","114","","",""
"Selten","2009","Realschule","Sachsen-Anhalt","63","0.280519070896146","0.225911575686522","0.33512656610577"
"Selten","2009","Realschule","Thueringen","70","0.218786680813487","0.172690588494583","0.264882773132391"
"Selten","2009","(Fach-)Abitur","Schleswig-Holstein","13","","",""
"Selten","2009","(Fach-)Abitur","Hamburg","12","","",""
"Selten","2009","(Fach-)Abitur","Niedersachsen","39","0.222319689944664","0.158681812974086","0.285957566915243"
"Selten","2009","(Fach-)Abitur","Bremen","3","","",""
"Selten","2009","(Fach-)Abitur","Nordrhein-Westfalen","133","","",""
"Selten","2009","(Fach-)Abitur","Hessen","32","0.210110416611695","0.149050385522468","0.271170447700923"
"Selten","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","25","","",""
"Selten","2009","(Fach-)Abitur","Baden-Wuerttemberg","66","0.250284626266481","0.196588447344086","0.303980805188875"
"Selten","2009","(Fach-)Abitur","Bayern","68","0.268304861491598","0.21259599654585","0.324013726437346"
"Selten","2009","(Fach-)Abitur","Saarland","","","",""
"Selten","2009","(Fach-)Abitur","Berlin","19","","",""
"Selten","2009","(Fach-)Abitur","Brandenburg","13","","",""
"Selten","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","5","0.131586500108505","0.00165023835001463","0.261522761866996"
"Selten","2009","(Fach-)Abitur","Sachsen","21","","",""
"Selten","2009","(Fach-)Abitur","Sachsen-Anhalt","18","","",""
"Selten","2009","(Fach-)Abitur","Thueringen","6","0.216944910749773","0.0892160652059799","0.344673756293566"
"Selten","2009","AkademikerIn","Schleswig-Holstein","22","","",""
"Selten","2009","AkademikerIn","Hamburg","20","","",""
"Selten","2009","AkademikerIn","Niedersachsen","83","0.243075281926815","0.195015242724087","0.291135321129544"
"Selten","2009","AkademikerIn","Bremen","7","0.246574873937491","0.0839972887566178","0.409152459118365"
"Selten","2009","AkademikerIn","Nordrhein-Westfalen","222","","",""
"Selten","2009","AkademikerIn","Hessen","84","0.262718766236732","0.214193638466754","0.31124389400671"
"Selten","2009","AkademikerIn","Rheinland-Pfalz,Saarland","44","0.263589327918257","0.196364443045319","0.330814212791195"
"Selten","2009","AkademikerIn","Baden-Wuerttemberg","136","","",""
"Selten","2009","AkademikerIn","Bayern","133","","",""
"Selten","2009","AkademikerIn","Saarland","","","",""
"Selten","2009","AkademikerIn","Berlin","56","0.226476013226085","0.174278764434311","0.27867326201786"
"Selten","2009","AkademikerIn","Brandenburg","53","0.240088555807987","0.18559322269323","0.294583888922744"
"Selten","2009","AkademikerIn","Mecklenburg-Vorpommern","37","0.195432508242729","0.128788934131097","0.26207608235436"
"Selten","2009","AkademikerIn","Sachsen","90","0.314632015057807","0.265488706290858","0.363775323824757"
"Selten","2009","AkademikerIn","Sachsen-Anhalt","58","0.317947716266102","0.253083946639246","0.382811485892959"
"Selten","2009","AkademikerIn","Thueringen","41","0.221179125996782","0.160207335295152","0.282150916698412"
"Manchmal","2009","(noch) kein Abschluss","Schleswig-Holstein","4","0.364894354288937","0.148434257053701","0.581354451524172"
"Manchmal","2009","(noch) kein Abschluss","Hamburg","3","","",""
"Manchmal","2009","(noch) kein Abschluss","Niedersachsen","20","","",""
"Manchmal","2009","(noch) kein Abschluss","Bremen","1","","",""
"Manchmal","2009","(noch) kein Abschluss","Nordrhein-Westfalen","52","0.489406760918076","0.400337485748524","0.578476036087628"
"Manchmal","2009","(noch) kein Abschluss","Hessen","13","","",""
"Manchmal","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"Manchmal","2009","(noch) kein Abschluss","Baden-Wuerttemberg","32","0.455828369445325","0.343112235828863","0.568544503061788"
"Manchmal","2009","(noch) kein Abschluss","Bayern","30","0.364795950580944","0.251215083684986","0.478376817476902"
"Manchmal","2009","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2009","(noch) kein Abschluss","Berlin","7","0.275442143231587","0.0745684705488067","0.476315815914366"
"Manchmal","2009","(noch) kein Abschluss","Brandenburg","9","0.725553245166166","0.506902080959092","0.944204409373241"
"Manchmal","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Manchmal","2009","(noch) kein Abschluss","Sachsen","5","0.324602933554274","0.114066580511499","0.535139286597049"
"Manchmal","2009","(noch) kein Abschluss","Sachsen-Anhalt","5","0.613462839529143","0.325695498005888","0.901230181052399"
"Manchmal","2009","(noch) kein Abschluss","Thueringen","3","","",""
"Manchmal","2009","Hauptschule","Schleswig-Holstein","60","0.358853509376874","0.290469521651586","0.427237497102163"
"Manchmal","2009","Hauptschule","Hamburg","23","","",""
"Manchmal","2009","Hauptschule","Niedersachsen","247","","",""
"Manchmal","2009","Hauptschule","Bremen","13","","",""
"Manchmal","2009","Hauptschule","Nordrhein-Westfalen","510","0.366076023988556","0.340650483736451","0.39150156424066"
"Manchmal","2009","Hauptschule","Hessen","164","","",""
"Manchmal","2009","Hauptschule","Rheinland-Pfalz,Saarland","176","","",""
"Manchmal","2009","Hauptschule","Baden-Wuerttemberg","305","0.403031168512098","0.368696314524363","0.437366022499834"
"Manchmal","2009","Hauptschule","Bayern","469","0.415086086567235","0.386007358975483","0.444164814158986"
"Manchmal","2009","Hauptschule","Saarland","","","",""
"Manchmal","2009","Hauptschule","Berlin","43","0.413715975746546","0.322095661393411","0.505336290099681"
"Manchmal","2009","Hauptschule","Brandenburg","64","0.390921640381163","0.321170613239594","0.460672667522733"
"Manchmal","2009","Hauptschule","Mecklenburg-Vorpommern","42","0.390034178259309","0.29761538674262","0.482452969775999"
"Manchmal","2009","Hauptschule","Sachsen","123","","",""
"Manchmal","2009","Hauptschule","Sachsen-Anhalt","81","0.393032575750593","0.326496086227509","0.459569065273677"
"Manchmal","2009","Hauptschule","Thueringen","93","0.340729814563604","0.282557708515782","0.398901920611426"
"Manchmal","2009","Realschule","Schleswig-Holstein","58","0.411473835768552","0.3308183200599","0.492129351477203"
"Manchmal","2009","Realschule","Hamburg","26","","",""
"Manchmal","2009","Realschule","Niedersachsen","210","","",""
"Manchmal","2009","Realschule","Bremen","18","","",""
"Manchmal","2009","Realschule","Nordrhein-Westfalen","280","","",""
"Manchmal","2009","Realschule","Hessen","116","","",""
"Manchmal","2009","Realschule","Rheinland-Pfalz,Saarland","92","0.427977422768134","0.359745215438825","0.496209630097442"
"Manchmal","2009","Realschule","Baden-Wuerttemberg","222","","",""
"Manchmal","2009","Realschule","Bayern","286","","",""
"Manchmal","2009","Realschule","Saarland","","","",""
"Manchmal","2009","Realschule","Berlin","73","0.360112900706142","0.292389235565405","0.427836565846879"
"Manchmal","2009","Realschule","Brandenburg","110","","",""
"Manchmal","2009","Realschule","Mecklenburg-Vorpommern","86","0.509043102351275","0.435186262962725","0.582899941739824"
"Manchmal","2009","Realschule","Sachsen","257","","",""
"Manchmal","2009","Realschule","Sachsen-Anhalt","114","","",""
"Manchmal","2009","Realschule","Thueringen","137","","",""
"Manchmal","2009","(Fach-)Abitur","Schleswig-Holstein","22","","",""
"Manchmal","2009","(Fach-)Abitur","Hamburg","21","","",""
"Manchmal","2009","(Fach-)Abitur","Niedersachsen","69","0.517258194954753","0.440780055851862","0.593736334057645"
"Manchmal","2009","(Fach-)Abitur","Bremen","5","0.391447909692699","0.152295936717483","0.630599882667914"
"Manchmal","2009","(Fach-)Abitur","Nordrhein-Westfalen","202","","",""
"Manchmal","2009","(Fach-)Abitur","Hessen","74","0.453987462965648","0.379364365286405","0.528610560644891"
"Manchmal","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","44","0.438941636920171","0.34215958763263","0.535723686207711"
"Manchmal","2009","(Fach-)Abitur","Baden-Wuerttemberg","110","","",""
"Manchmal","2009","(Fach-)Abitur","Bayern","104","","",""
"Manchmal","2009","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2009","(Fach-)Abitur","Berlin","35","0.432458654057656","0.331770665325104","0.533146642790208"
"Manchmal","2009","(Fach-)Abitur","Brandenburg","28","","",""
"Manchmal","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","10","","",""
"Manchmal","2009","(Fach-)Abitur","Sachsen","60","0.446637635716165","0.354566914153291","0.538708357279038"
"Manchmal","2009","(Fach-)Abitur","Sachsen-Anhalt","25","","",""
"Manchmal","2009","(Fach-)Abitur","Thueringen","18","","",""
"Manchmal","2009","AkademikerIn","Schleswig-Holstein","28","","",""
"Manchmal","2009","AkademikerIn","Hamburg","34","0.436254905899774","0.326898029944121","0.545611781855426"
"Manchmal","2009","AkademikerIn","Niedersachsen","122","","",""
"Manchmal","2009","AkademikerIn","Bremen","13","","",""
"Manchmal","2009","AkademikerIn","Nordrhein-Westfalen","278","","",""
"Manchmal","2009","AkademikerIn","Hessen","138","","",""
"Manchmal","2009","AkademikerIn","Rheinland-Pfalz,Saarland","70","0.42164816931927","0.346299205260722","0.496997133377817"
"Manchmal","2009","AkademikerIn","Baden-Wuerttemberg","183","","",""
"Manchmal","2009","AkademikerIn","Bayern","245","","",""
"Manchmal","2009","AkademikerIn","Saarland","","","",""
"Manchmal","2009","AkademikerIn","Berlin","111","","",""
"Manchmal","2009","AkademikerIn","Brandenburg","105","","",""
"Manchmal","2009","AkademikerIn","Mecklenburg-Vorpommern","55","0.422548967889725","0.339530494986147","0.505567440793303"
"Manchmal","2009","AkademikerIn","Sachsen","152","","",""
"Manchmal","2009","AkademikerIn","Sachsen-Anhalt","90","0.404137893288633","0.335785588005627","0.472490198571638"
"Manchmal","2009","AkademikerIn","Thueringen","86","0.463728372195796","0.390469144801113","0.536987599590479"
"Oft","2009","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Oft","2009","(noch) kein Abschluss","Hamburg","1","","",""
"Oft","2009","(noch) kein Abschluss","Niedersachsen","7","0.134488307638662","0.0313067262451411","0.237669889032183"
"Oft","2009","(noch) kein Abschluss","Bremen","1","","",""
"Oft","2009","(noch) kein Abschluss","Nordrhein-Westfalen","19","","",""
"Oft","2009","(noch) kein Abschluss","Hessen","7","0.180612814030763","0.0531648410914453","0.30806078697008"
"Oft","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","5","0.165275235185451","0.0251740690766274","0.305376401294275"
"Oft","2009","(noch) kein Abschluss","Baden-Wuerttemberg","15","","",""
"Oft","2009","(noch) kein Abschluss","Bayern","17","","",""
"Oft","2009","(noch) kein Abschluss","Saarland","","","",""
"Oft","2009","(noch) kein Abschluss","Berlin","6","0.208294925025228","0.025698466813317","0.390891383237139"
"Oft","2009","(noch) kein Abschluss","Brandenburg","2","","",""
"Oft","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Oft","2009","(noch) kein Abschluss","Sachsen","6","0.259360098710358","0.0622874177566068","0.456432779664109"
"Oft","2009","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Oft","2009","(noch) kein Abschluss","Thueringen","3","","",""
"Oft","2009","Hauptschule","Schleswig-Holstein","14","","",""
"Oft","2009","Hauptschule","Hamburg","4","0.0448790384039271","-0.00934664538797201","0.0991047221958263"
"Oft","2009","Hauptschule","Niedersachsen","79","0.119388510996212","0.0932250299262227","0.145551992066202"
"Oft","2009","Hauptschule","Bremen","3","","",""
"Oft","2009","Hauptschule","Nordrhein-Westfalen","226","","",""
"Oft","2009","Hauptschule","Hessen","51","0.142240659746056","0.106887595369798","0.177593724122314"
"Oft","2009","Hauptschule","Rheinland-Pfalz,Saarland","86","0.17541708425671","0.141879040513913","0.208955127999507"
"Oft","2009","Hauptschule","Baden-Wuerttemberg","140","","",""
"Oft","2009","Hauptschule","Bayern","213","","",""
"Oft","2009","Hauptschule","Saarland","","","",""
"Oft","2009","Hauptschule","Berlin","19","","",""
"Oft","2009","Hauptschule","Brandenburg","31","0.198104402980802","0.141130608467726","0.255078197493878"
"Oft","2009","Hauptschule","Mecklenburg-Vorpommern","13","","",""
"Oft","2009","Hauptschule","Sachsen","55","0.169356026050746","0.127536737716399","0.211175314385094"
"Oft","2009","Hauptschule","Sachsen-Anhalt","23","","",""
"Oft","2009","Hauptschule","Thueringen","39","0.160549569857261","0.115490720004642","0.20560841970988"
"Oft","2009","Realschule","Schleswig-Holstein","18","","",""
"Oft","2009","Realschule","Hamburg","11","","",""
"Oft","2009","Realschule","Niedersachsen","96","0.204698952152319","0.168863969587353","0.240533934717285"
"Oft","2009","Realschule","Bremen","5","0.0891687097427968","-0.00265872265683602","0.18099614214243"
"Oft","2009","Realschule","Nordrhein-Westfalen","168","","",""
"Oft","2009","Realschule","Hessen","68","0.252461736533412","0.20246247519969","0.302460997867134"
"Oft","2009","Realschule","Rheinland-Pfalz,Saarland","43","0.194707574750813","0.140101540523346","0.249313608978279"
"Oft","2009","Realschule","Baden-Wuerttemberg","92","0.192654455654681","0.157555315536476","0.227753595772886"
"Oft","2009","Realschule","Bayern","102","","",""
"Oft","2009","Realschule","Saarland","","","",""
"Oft","2009","Realschule","Berlin","35","0.163430929439605","0.111264938242403","0.215596920636807"
"Oft","2009","Realschule","Brandenburg","57","0.196900131278947","0.148840769728101","0.244959492829793"
"Oft","2009","Realschule","Mecklenburg-Vorpommern","33","0.171565272247105","0.115867785728497","0.227262758765713"
"Oft","2009","Realschule","Sachsen","114","","",""
"Oft","2009","Realschule","Sachsen-Anhalt","60","0.223268300788883","0.172649661625518","0.273886939952247"
"Oft","2009","Realschule","Thueringen","61","0.221515476527346","0.175213889191695","0.267817063862998"
"Oft","2009","(Fach-)Abitur","Schleswig-Holstein","12","","",""
"Oft","2009","(Fach-)Abitur","Hamburg","10","","",""
"Oft","2009","(Fach-)Abitur","Niedersachsen","34","0.158725378847366","0.102798800821675","0.214651956873057"
"Oft","2009","(Fach-)Abitur","Bremen","6","0.317277811200741","0.089227872926198","0.545327749475283"
"Oft","2009","(Fach-)Abitur","Nordrhein-Westfalen","141","","",""
"Oft","2009","(Fach-)Abitur","Hessen","47","0.251164597427371","0.186163239128977","0.316165955725766"
"Oft","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","18","","",""
"Oft","2009","(Fach-)Abitur","Baden-Wuerttemberg","52","0.213178794126808","0.162411020831194","0.263946567422421"
"Oft","2009","(Fach-)Abitur","Bayern","49","0.251143693171036","0.196617479849159","0.305669906492913"
"Oft","2009","(Fach-)Abitur","Saarland","","","",""
"Oft","2009","(Fach-)Abitur","Berlin","29","","",""
"Oft","2009","(Fach-)Abitur","Brandenburg","18","","",""
"Oft","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","8","0.431612480247453","0.241228377857913","0.621996582636993"
"Oft","2009","(Fach-)Abitur","Sachsen","21","","",""
"Oft","2009","(Fach-)Abitur","Sachsen-Anhalt","18","","",""
"Oft","2009","(Fach-)Abitur","Thueringen","10","","",""
"Oft","2009","AkademikerIn","Schleswig-Holstein","18","","",""
"Oft","2009","AkademikerIn","Hamburg","14","","",""
"Oft","2009","AkademikerIn","Niedersachsen","54","0.142973121309221","0.103752741192728","0.182193501425714"
"Oft","2009","AkademikerIn","Bremen","2","","",""
"Oft","2009","AkademikerIn","Nordrhein-Westfalen","107","","",""
"Oft","2009","AkademikerIn","Hessen","61","0.150156034131484","0.110769701717841","0.189542366545126"
"Oft","2009","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"Oft","2009","AkademikerIn","Baden-Wuerttemberg","78","0.204031290638926","0.166504397203785","0.241558184074067"
"Oft","2009","AkademikerIn","Bayern","91","0.180017443936429","0.147277354820892","0.212757533051966"
"Oft","2009","AkademikerIn","Saarland","","","",""
"Oft","2009","AkademikerIn","Berlin","48","0.162813859973744","0.11677163362019","0.208856086327298"
"Oft","2009","AkademikerIn","Brandenburg","40","0.187934061049258","0.138092631957234","0.237775490141282"
"Oft","2009","AkademikerIn","Mecklenburg-Vorpommern","28","","",""
"Oft","2009","AkademikerIn","Sachsen","63","0.159417295877998","0.120677353099169","0.198157238656828"
"Oft","2009","AkademikerIn","Sachsen-Anhalt","32","0.153070913185604","0.10291924809183","0.203222578279378"
"Oft","2009","AkademikerIn","Thueringen","29","","",""
"Sehr oft","2009","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Sehr oft","2009","(noch) kein Abschluss","Hamburg","1","","",""
"Sehr oft","2009","(noch) kein Abschluss","Niedersachsen","2","","",""
"Sehr oft","2009","(noch) kein Abschluss","Bremen","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Nordrhein-Westfalen","3","","",""
"Sehr oft","2009","(noch) kein Abschluss","Hessen","1","","",""
"Sehr oft","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Sehr oft","2009","(noch) kein Abschluss","Baden-Wuerttemberg","4","0.0988032817406496","0.0312707634258116","0.166335800055488"
"Sehr oft","2009","(noch) kein Abschluss","Bayern","3","","",""
"Sehr oft","2009","(noch) kein Abschluss","Saarland","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Berlin","1","","",""
"Sehr oft","2009","(noch) kein Abschluss","Brandenburg","1","","",""
"Sehr oft","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Sachsen","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Thueringen","","","",""
"Sehr oft","2009","Hauptschule","Schleswig-Holstein","8","0.062151452019015","0.0277315853422874","0.0965713186957427"
"Sehr oft","2009","Hauptschule","Hamburg","1","","",""
"Sehr oft","2009","Hauptschule","Niedersachsen","25","","",""
"Sehr oft","2009","Hauptschule","Bremen","1","","",""
"Sehr oft","2009","Hauptschule","Nordrhein-Westfalen","58","0.0351682308478836","0.0254459756583671","0.0448904860374002"
"Sehr oft","2009","Hauptschule","Hessen","19","","",""
"Sehr oft","2009","Hauptschule","Rheinland-Pfalz,Saarland","30","0.0546034718477984","0.0345678998003835","0.0746390438952133"
"Sehr oft","2009","Hauptschule","Baden-Wuerttemberg","34","0.0416455042919131","0.0276613175559141","0.0556296910279122"
"Sehr oft","2009","Hauptschule","Bayern","52","0.0463540559495988","0.0339461701361999","0.0587619417629977"
"Sehr oft","2009","Hauptschule","Saarland","","","",""
"Sehr oft","2009","Hauptschule","Berlin","4","0.0282928989834175","-0.00255268623720844","0.0591384842040434"
