year,sampreg,sex,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,East,male,Very seldom,0.07433,205,2302,0.06361,0.08504
2008,East,male,Seldom,0.18679,529,2302,0.17087,0.20272
2008,East,male,Sometimes,0.40230,1029,2302,0.38226,0.42234
2008,East,male,Often,0.17259,450,2302,0.15715,0.18803
2008,East,male,Very often,0.03102,89,2302,0.02394,0.03810
2008,East,female,Very seldom,0.07928,210,2461,0.06860,0.08995
2008,East,female,Seldom,0.19858,549,2461,0.18281,0.21434
2008,East,female,Sometimes,0.39221,1123,2461,0.37291,0.41150
2008,East,female,Often,0.16674,458,2461,0.15201,0.18147
2008,East,female,Very often,0.04410,121,2461,0.03599,0.05222
2009,West,male,Very seldom,0.08385,703,6390,0.07705,0.09064
2009,West,male,Seldom,0.21373,1718,6390,0.20368,0.22378
2009,West,male,Sometimes,0.34025,2552,6390,0.32863,0.35187
2009,West,male,Often,0.15231,1145,6390,0.14350,0.16112
2009,West,male,Very often,0.03628,272,6390,0.03169,0.04086
2009,West,female,Very seldom,0.09442,731,7035,0.08758,0.10125
2009,West,female,Seldom,0.20066,1750,7035,0.19130,0.21002
2009,West,female,Sometimes,0.34671,2930,7035,0.33558,0.35783
2009,West,female,Often,0.16034,1313,7035,0.15176,0.16891
2009,West,female,Very often,0.03612,311,7035,0.03176,0.04048
2009,East,male,Very seldom,0.08730,246,2178,0.07545,0.09916
2009,East,male,Seldom,0.21386,539,2178,0.19663,0.23108
2009,East,male,Sometimes,0.37147,929,2178,0.35117,0.39177
2009,East,male,Often,0.16090,410,2178,0.14546,0.17633
2009,East,male,Very often,0.01898,54,2178,0.01325,0.02472
2009,East,female,Very seldom,0.08186,209,2348,0.07077,0.09295
2009,East,female,Seldom,0.21726,577,2348,0.20058,0.23394
2009,East,female,Sometimes,0.36629,1011,2348,0.34680,0.38578
2009,East,female,Often,0.17512,455,2348,0.15975,0.19050
2009,East,female,Very often,0.03314,96,2348,0.02589,0.04038
2010,West,male,Very seldom,0.08032,681,5928,0.07340,0.08724
2010,West,male,Seldom,0.20114,1621,5928,0.19093,0.21134
2010,West,male,Sometimes,0.31826,2469,5928,0.30640,0.33012
2010,West,male,Often,0.13245,991,5928,0.12382,0.14108
2010,West,male,Very often,0.01924,166,5928,0.01574,0.02273
2010,West,female,Very seldom,0.08448,692,6555,0.07775,0.09121
2010,West,female,Seldom,0.19433,1672,6555,0.18475,0.20391
2010,West,female,Sometimes,0.32480,2833,6555,0.31346,0.33614
2010,West,female,Often,0.12325,1138,6555,0.11529,0.13121
2010,West,female,Very often,0.02356,220,6555,0.01989,0.02723
2010,East,male,Very seldom,0.08819,202,1974,0.07567,0.10070
2010,East,male,Seldom,0.22522,532,1974,0.20679,0.24365
2010,East,male,Sometimes,0.34089,888,1974,0.31997,0.36180
2010,East,male,Often,0.12852,305,1974,0.11375,0.14328
2010,East,male,Very often,0.02802,47,1974,0.02074,0.03531
2010,East,female,Very seldom,0.08666,218,2133,0.07472,0.09861
2010,East,female,Seldom,0.18924,523,2133,0.17262,0.20587
2010,East,female,Sometimes,0.36090,981,2133,0.34051,0.38129
2010,East,female,Often,0.13207,348,2133,0.11770,0.14644
2010,East,female,Very often,0.02311,63,2133,0.01673,0.02949
2011,West,male,Very seldom,0.09244,929,7426,0.08585,0.09903
2011,West,male,Seldom,0.19623,2003,7426,0.18720,0.20526
2011,West,male,Sometimes,0.31174,3003,7426,0.30120,0.32227
2011,West,male,Often,0.12816,1231,7426,0.12056,0.13576
2011,West,male,Very often,0.02648,260,7426,0.02282,0.03013
2011,West,female,Very seldom,0.09584,975,8339,0.08952,0.10215
2011,West,female,Seldom,0.18407,2048,8339,0.17575,0.19239
2011,West,female,Sometimes,0.31335,3445,8339,0.30340,0.32331
2011,West,female,Often,0.12933,1477,8339,0.12213,0.13653
2011,West,female,Very often,0.03341,394,8339,0.02955,0.03727
2011,East,male,Very seldom,0.10830,323,2323,0.09566,0.12094
2011,East,male,Seldom,0.20396,608,2323,0.18758,0.22035
2011,East,male,Sometimes,0.31929,954,2323,0.30033,0.33826
2011,East,male,Often,0.13581,360,2323,0.12187,0.14974
2011,East,male,Very often,0.03037,78,2323,0.02339,0.03735
2011,East,female,Very seldom,0.08749,285,2562,0.07655,0.09844
2011,East,female,Seldom,0.19983,650,2562,0.18435,0.21532
2011,East,female,Sometimes,0.32957,1045,2562,0.31137,0.34778
2011,East,female,Often,0.13825,468,2562,0.12488,0.15162
2011,East,female,Very often,0.03452,114,2562,0.02745,0.04159
2012,West,male,Very seldom,0.08739,926,7343,0.08093,0.09385
2012,West,male,Seldom,0.22404,2143,7343,0.21450,0.23357
2012,West,male,Sometimes,0.30576,2897,7343,0.29522,0.31630
2012,West,male,Often,0.11862,1144,7343,0.11123,0.12602
2012,West,male,Very often,0.02598,233,7343,0.02234,0.02962
2012,West,female,Very seldom,0.08663,932,8259,0.08057,0.09270
2012,West,female,Seldom,0.20473,2142,8259,0.19603,0.21344
2012,West,female,Sometimes,0.31699,3463,8259,0.30695,0.32702
2012,West,female,Often,0.12243,1374,8259,0.11536,0.12950
2012,West,female,Very often,0.03191,348,8259,0.02812,0.03570
2012,East,male,Very seldom,0.08724,272,2290,0.07568,0.09880
2012,East,male,Seldom,0.21362,635,2290,0.19683,0.23041
2012,East,male,Sometimes,0.33651,958,2290,0.31715,0.35587
2012,East,male,Often,0.14415,365,2290,0.12976,0.15854
2012,East,male,Very often,0.02196,60,2290,0.01596,0.02797
2012,East,female,Very seldom,0.09552,296,2545,0.08410,0.10694
2012,East,female,Seldom,0.21019,679,2545,0.19435,0.22602
2012,East,female,Sometimes,0.32020,1038,2545,0.30207,0.33833
2012,East,female,Often,0.13548,432,2545,0.12218,0.14878
2012,East,female,Very often,0.02836,100,2545,0.02191,0.03481
2013,West,male,Very seldom,0.08302,1004,8970,0.07731,0.08873
2013,West,male,Seldom,0.20990,2543,8970,0.20147,0.21833
2013,West,male,Sometimes,0.30043,3562,8970,0.29094,0.30992
2013,West,male,Often,0.12239,1534,8970,0.11560,0.12917
2013,West,male,Very often,0.02388,327,8970,0.02072,0.02704
2013,West,female,Very seldom,0.08028,965,10919,0.07518,0.08538
2013,West,female,Seldom,0.21065,2685,10919,0.20300,0.21830
2013,West,female,Sometimes,0.30992,4497,10919,0.30124,0.31859
2013,West,female,Often,0.13365,2186,10919,0.12727,0.14004
2013,West,female,Very often,0.03172,586,10919,0.02844,0.03501
2013,East,male,Very seldom,0.09141,292,2605,0.08034,0.10247
2013,East,male,Seldom,0.22063,714,2605,0.20470,0.23655
2013,East,male,Sometimes,0.34556,1088,2605,0.32729,0.36382
2013,East,male,Often,0.14309,417,2605,0.12964,0.15654
2013,East,male,Very often,0.03539,94,2605,0.02829,0.04248
2013,East,female,Very seldom,0.08679,299,3116,0.07691,0.09668
2013,East,female,Seldom,0.23139,812,3116,0.21658,0.24620
2013,East,female,Sometimes,0.34667,1266,3116,0.32996,0.36338
2013,East,female,Often,0.14464,562,3116,0.13229,0.15700
2013,East,female,Very often,0.03886,177,3116,0.03208,0.04565
2014,West,male,Very seldom,0.10263,1202,9866,0.09664,0.10862
2014,West,male,Seldom,0.23444,2738,9866,0.22608,0.24280
2014,West,male,Sometimes,0.32277,3864,9866,0.31354,0.33199
2014,West,male,Often,0.14145,1666,9866,0.13458,0.14833
2014,West,male,Very often,0.02981,396,9866,0.02645,0.03316
2014,West,female,Very seldom,0.09658,1199,11577,0.09120,0.10196
2014,West,female,Seldom,0.21725,2709,11577,0.20974,0.22476
2014,West,female,Sometimes,0.33870,4645,11577,0.33008,0.34733
2014,West,female,Often,0.15010,2350,11577,0.14359,0.15661
2014,West,female,Very often,0.03919,674,11577,0.03565,0.04272
2014,East,male,Very seldom,0.10186,314,2539,0.09009,0.11362
2014,East,male,Seldom,0.23214,695,2539,0.21571,0.24856
2014,East,male,Sometimes,0.32792,1020,2539,0.30965,0.34618
2014,East,male,Often,0.15877,423,2539,0.14455,0.17299
2014,East,male,Very often,0.03212,87,2539,0.02526,0.03898
2014,East,female,Very seldom,0.09250,309,3037,0.08219,0.10280
2014,East,female,Seldom,0.23161,766,3037,0.21661,0.24662
2014,East,female,Sometimes,0.33103,1201,3037,0.31429,0.34777
2014,East,female,Often,0.16097,598,3037,0.14789,0.17404
2014,East,female,Very often,0.04305,163,3037,0.03583,0.05027
2015,West,male,Very seldom,0.10197,1084,9042,0.09573,0.10821
2015,West,male,Seldom,0.22706,2603,9042,0.21842,0.23569
2015,West,male,Sometimes,0.31667,3549,9042,0.30708,0.32626
2015,West,male,Often,0.13398,1468,9042,0.12696,0.14100
2015,West,male,Very often,0.02987,338,9042,0.02636,0.03338
2015,West,female,Very seldom,0.09956,1074,10701,0.09388,0.10523
2015,West,female,Seldom,0.22753,2696,10701,0.21959,0.23548
2015,West,female,Sometimes,0.32719,4309,10701,0.31830,0.33608
2015,West,female,Often,0.13673,2059,10701,0.13022,0.14324
2015,West,female,Very often,0.03582,563,10701,0.03230,0.03934
2015,East,male,Very seldom,0.08344,254,2393,0.07235,0.09452
2015,East,male,Seldom,0.22628,672,2393,0.20951,0.24304
2015,East,male,Sometimes,0.33407,973,2393,0.31517,0.35298
2015,East,male,Often,0.15679,409,2393,0.14222,0.17136
2015,East,male,Very often,0.04097,85,2393,0.03303,0.04892
2015,East,female,Very seldom,0.06999,253,2850,0.06062,0.07935
2015,East,female,Seldom,0.22557,758,2850,0.21023,0.24092
2015,East,female,Sometimes,0.35011,1165,2850,0.33260,0.36763
2015,East,female,Often,0.16199,550,2850,0.14846,0.17552
2015,East,female,Very often,0.03587,124,2850,0.02904,0.04269
2016,West,male,Very seldom,0.10017,1130,8755,0.09388,0.10646
2016,West,male,Seldom,0.22469,2485,8755,0.21595,0.23343
2016,West,male,Sometimes,0.32654,3411,8755,0.31671,0.33636
2016,West,male,Often,0.13839,1397,8755,0.13115,0.14562
2016,West,male,Very often,0.02955,332,8755,0.02601,0.03310
2016,West,female,Very seldom,0.09922,1104,10337,0.09346,0.10499
2016,West,female,Seldom,0.22094,2546,10337,0.21294,0.22894
2016,West,female,Sometimes,0.33030,4184,10337,0.32123,0.33936
2016,West,female,Often,0.14994,1948,10337,0.14306,0.15682
2016,West,female,Very often,0.03937,555,10337,0.03562,0.04312
2016,East,male,Very seldom,0.09615,273,2279,0.08404,0.10826
2016,East,male,Seldom,0.21510,620,2279,0.19823,0.23198
2016,East,male,Sometimes,0.35836,957,2279,0.33867,0.37805
2016,East,male,Often,0.13229,347,2279,0.11838,0.14621
2016,East,male,Very often,0.03806,82,2279,0.03021,0.04592
2016,East,female,Very seldom,0.09800,282,2742,0.08687,0.10913
2016,East,female,Seldom,0.22664,721,2742,0.21097,0.24232
2016,East,female,Sometimes,0.33451,1096,2742,0.31685,0.35217
2016,East,female,Often,0.14701,488,2742,0.13375,0.16027
2016,East,female,Very often,0.04450,155,2742,0.03678,0.05222
2017,West,male,Very seldom,0.09932,1214,9622,0.09335,0.10530
2017,West,male,Seldom,0.24187,2865,9622,0.23331,0.25042
2017,West,male,Sometimes,0.31435,3728,9622,0.30507,0.32362
2017,West,male,Often,0.13189,1487,9622,0.12513,0.13866
2017,West,male,Very often,0.03000,328,9622,0.02659,0.03341
2017,West,female,Very seldom,0.09775,1182,11186,0.09225,0.10326
2017,West,female,Seldom,0.21534,2761,11186,0.20772,0.22296
2017,West,female,Sometimes,0.34129,4681,11186,0.33250,0.35007
2017,West,female,Often,0.14250,1993,11186,0.13602,0.14898
2017,West,female,Very often,0.04033,569,11186,0.03668,0.04397
2017,East,male,Very seldom,0.08105,272,2568,0.07049,0.09160
2017,East,male,Seldom,0.25057,777,2568,0.23380,0.26733
2017,East,male,Sometimes,0.32701,1020,2568,0.30886,0.34516
2017,East,male,Often,0.14758,408,2568,0.13386,0.16130
2017,East,male,Very often,0.02852,91,2568,0.02208,0.03496
2017,East,female,Very seldom,0.09751,314,3006,0.08690,0.10812
2017,East,female,Seldom,0.23516,828,3006,0.22000,0.25033
2017,East,female,Sometimes,0.32762,1194,3006,0.31084,0.34440
2017,East,female,Often,0.13989,530,3006,0.12749,0.15229
2017,East,female,Very often,0.04062,140,3006,0.03356,0.04768
2018,West,male,Very seldom,0.10424,1174,9231,0.09801,0.11047
2018,West,male,Seldom,0.24202,2747,9231,0.23328,0.25076
2018,West,male,Sometimes,0.31447,3523,9231,0.30499,0.32394
2018,West,male,Often,0.13252,1458,9231,0.12560,0.13944
2018,West,male,Very often,0.03055,329,9231,0.02704,0.03406
2018,West,female,Very seldom,0.09732,1159,10833,0.09174,0.10290
2018,West,female,Seldom,0.21970,2670,10833,0.21190,0.22750
2018,West,female,Sometimes,0.34164,4403,10833,0.33271,0.35057
2018,West,female,Often,0.14468,2015,10833,0.13805,0.15130
2018,West,female,Very often,0.04001,586,10833,0.03632,0.04371
2018,East,male,Very seldom,0.09293,305,2519,0.08159,0.10427
2018,East,male,Seldom,0.27432,818,2519,0.25689,0.29175
2018,East,male,Sometimes,0.30992,951,2519,0.29186,0.32798
2018,East,male,Often,0.12205,364,2519,0.10926,0.13483
2018,East,male,Very often,0.02632,81,2519,0.02006,0.03257
2018,East,female,Very seldom,0.09168,316,2954,0.08127,0.10209
2018,East,female,Seldom,0.23344,817,2954,0.21818,0.24870
2018,East,female,Sometimes,0.34869,1171,2954,0.33150,0.36588
2018,East,female,Often,0.12794,500,2954,0.11589,0.13999
2018,East,female,Very often,0.04417,150,2954,0.03676,0.05158
2019,West,male,Very seldom,0.11369,1360,9591,0.10733,0.12004
2019,West,male,Seldom,0.24820,2899,9591,0.23955,0.25684
2019,West,male,Sometimes,0.30468,3543,9591,0.29547,0.31389
2019,West,male,Often,0.12743,1456,9591,0.12076,0.13410
2019,West,male,Very often,0.02445,333,9591,0.02136,0.02754
2019,West,female,Very seldom,0.09439,1127,10485,0.08880,0.09999
2019,West,female,Seldom,0.23582,2776,10485,0.22769,0.24394
2019,West,female,Sometimes,0.32925,4200,10485,0.32026,0.33825
2019,West,female,Often,0.13979,1844,10485,0.13315,0.14642
2019,West,female,Very often,0.03766,538,10485,0.03401,0.04130
2019,East,male,Very seldom,0.11159,350,2640,0.09958,0.12360
2019,East,male,Seldom,0.24221,809,2640,0.22586,0.25855
2019,East,male,Sometimes,0.32539,995,2640,0.30751,0.34327
2019,East,male,Often,0.12876,396,2640,0.11598,0.14154
2019,East,male,Very often,0.02711,90,2640,0.02092,0.03331
2019,East,female,Very seldom,0.09415,314,2897,0.08351,0.10479
2019,East,female,Seldom,0.23030,781,2897,0.21496,0.24563
2019,East,female,Sometimes,0.34599,1185,2897,0.32866,0.36331
2019,East,female,Often,0.13728,491,2897,0.12474,0.14981
2019,East,female,Very often,0.03522,126,2897,0.02851,0.04193
2020,West,male,Very seldom,0.10215,1414,9717,0.09613,0.10817
2020,West,male,Seldom,0.23559,2867,9717,0.22716,0.24403
2020,West,male,Sometimes,0.32299,3667,9717,0.31370,0.33229
2020,West,male,Often,0.12650,1445,9717,0.11989,0.13311
2020,West,male,Very often,0.02767,324,9717,0.02441,0.03093
2020,West,female,Very seldom,0.08761,1186,10586,0.08223,0.09300
2020,West,female,Seldom,0.21444,2666,10586,0.20662,0.22226
2020,West,female,Sometimes,0.34987,4333,10586,0.34078,0.35896
2020,West,female,Often,0.14253,1894,10586,0.13587,0.14919
2020,West,female,Very often,0.03985,507,10586,0.03613,0.04358
2020,East,male,Very seldom,0.08269,317,2530,0.07196,0.09343
2020,East,male,Seldom,0.24367,735,2530,0.22694,0.26040
2020,East,male,Sometimes,0.33938,982,2530,0.32092,0.35783
2020,East,male,Often,0.13574,403,2530,0.12239,0.14909
2020,East,male,Very often,0.03608,93,2530,0.02881,0.04334
2020,East,female,Very seldom,0.07375,291,2778,0.06403,0.08348
2020,East,female,Seldom,0.22987,740,2778,0.21422,0.24552
2020,East,female,Sometimes,0.35110,1154,2778,0.33335,0.36885
2020,East,female,Often,0.14657,486,2778,0.13341,0.15972
2020,East,female,Very often,0.03196,107,2778,0.02542,0.03850
2021,West,male,Very seldom,0.11604,991,6399,0.10819,0.12388
2021,West,male,Seldom,0.26899,2223,6399,0.25812,0.27986
2021,West,male,Sometimes,0.28038,2170,6399,0.26938,0.29139
2021,West,male,Often,0.11801,815,6399,0.11010,0.12591
2021,West,male,Very often,0.02684,200,6399,0.02288,0.03080
2021,West,female,Very seldom,0.10806,891,7166,0.10087,0.11525
2021,West,female,Seldom,0.23296,2018,7166,0.22317,0.24275
2021,West,female,Sometimes,0.31628,2746,7166,0.30551,0.32705
2021,West,female,Often,0.13398,1171,7166,0.12609,0.14186
2021,West,female,Very often,0.03925,340,7166,0.03476,0.04375
2021,East,male,Very seldom,0.10462,249,1676,0.08996,0.11927
2021,East,male,Seldom,0.27348,585,1676,0.25214,0.29483
2021,East,male,Sometimes,0.30151,550,1676,0.27954,0.32349
2021,East,male,Often,0.11456,235,1676,0.09931,0.12981
2021,East,male,Very often,0.02758,57,1676,0.01974,0.03543
2021,East,female,Very seldom,0.08868,244,1938,0.07602,0.10134
2021,East,female,Seldom,0.26126,594,1938,0.24169,0.28082
2021,East,female,Sometimes,0.31653,706,1938,0.29582,0.33725
2021,East,female,Often,0.12219,311,1938,0.10761,0.13678
2021,East,female,Very often,0.04758,83,1938,0.03810,0.05706
2022,West,male,Very seldom,0.10764,1399,9919,0.10154,0.11374
2022,West,male,Seldom,0.24213,3045,9919,0.23370,0.25056
2022,West,male,Sometimes,0.30217,3664,9919,0.29313,0.31120
2022,West,male,Often,0.12329,1442,9919,0.11682,0.12976
2022,West,male,Very often,0.03169,369,9919,0.02824,0.03514
2022,West,female,Very seldom,0.09472,1169,10586,0.08914,0.10030
2022,West,female,Seldom,0.21199,2673,10586,0.20420,0.21977
2022,West,female,Sometimes,0.33535,4343,10586,0.32636,0.34435
2022,West,female,Often,0.14527,1880,10586,0.13855,0.15198
2022,West,female,Very often,0.03959,521,10586,0.03587,0.04330
2022,East,male,Very seldom,0.09765,349,2631,0.08631,0.10900
2022,East,male,Seldom,0.22682,796,2631,0.21081,0.24282
2022,East,male,Sometimes,0.30896,953,2631,0.29130,0.32662
2022,East,male,Often,0.13546,396,2631,0.12238,0.14854
2022,East,male,Very often,0.05306,137,2631,0.04450,0.06163
2022,East,female,Very seldom,0.08881,291,2951,0.07855,0.09908
2022,East,female,Seldom,0.19281,741,2951,0.17857,0.20704
2022,East,female,Sometimes,0.32451,1136,2951,0.30761,0.34140
2022,East,female,Often,0.17729,610,2951,0.16351,0.19107
2022,East,female,Very often,0.04822,173,2951,0.04049,0.05595
