year,regtyp,sampreg,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,West,Sometimes,0.40429,4066,10150,0.39474,0.41384
2009,Urban regions,West,Often,0.19162,1873,10150,0.18397,0.19928
2009,Urban regions,West,Very often,0.04330,446,10150,0.03934,0.04726
2009,Urban regions,East,Very seldom,0.09697,151,1527,0.08212,0.11181
2009,Urban regions,East,Seldom,0.23915,359,1527,0.21774,0.26055
2009,Urban regions,East,Sometimes,0.41058,654,1527,0.38590,0.43526
2009,Urban regions,East,Often,0.21486,312,1527,0.19425,0.23547
2009,Urban regions,East,Very often,0.03845,51,1527,0.02880,0.04810
2009,Rural regions,West,Very seldom,0.09834,307,3275,0.08814,0.10855
2009,Rural regions,West,Seldom,0.24279,830,3275,0.22811,0.25748
2009,Rural regions,West,Sometimes,0.43835,1416,3275,0.42136,0.45535
2009,Rural regions,West,Often,0.17647,585,3275,0.16341,0.18953
2009,Rural regions,West,Very often,0.04404,137,3275,0.03701,0.05106
2009,Rural regions,East,Very seldom,0.09854,304,2999,0.08787,0.10921
2009,Rural regions,East,Seldom,0.25547,757,2999,0.23986,0.27109
2009,Rural regions,East,Sometimes,0.43643,1286,2999,0.41868,0.45419
2009,Rural regions,East,Often,0.18378,553,2999,0.16992,0.19765
2009,Rural regions,East,Very often,0.02577,99,2999,0.02010,0.03144
2010,Urban regions,West,Very seldom,0.11600,1086,9491,0.10956,0.12244
2010,Urban regions,West,Seldom,0.26016,2468,9491,0.25133,0.26899
2010,Urban regions,West,Sometimes,0.42360,4018,9491,0.41366,0.43354
2010,Urban regions,West,Often,0.17115,1622,9491,0.16357,0.17872
2010,Urban regions,West,Very often,0.02909,297,9491,0.02571,0.03247
2010,Urban regions,East,Very seldom,0.09019,110,1396,0.07516,0.10522
2010,Urban regions,East,Seldom,0.24350,339,1396,0.22098,0.26602
2010,Urban regions,East,Sometimes,0.46129,675,1396,0.43513,0.48745
2010,Urban regions,East,Often,0.16892,234,1396,0.14925,0.18858
2010,Urban regions,East,Very often,0.03610,38,1396,0.02631,0.04589
2010,Rural regions,West,Very seldom,0.09048,287,2992,0.08020,0.10076
2010,Rural regions,West,Seldom,0.27278,825,2992,0.25681,0.28874
2010,Rural regions,West,Sometimes,0.44288,1284,2992,0.42508,0.46068
2010,Rural regions,West,Often,0.16696,507,2992,0.15359,0.18032
2010,Rural regions,West,Very often,0.02691,89,2992,0.02111,0.03271
2010,Rural regions,East,Very seldom,0.11939,310,2711,0.10718,0.13160
2010,Rural regions,East,Seldom,0.26700,716,2711,0.25034,0.28365
2010,Rural regions,East,Sometimes,0.42489,1194,2711,0.40628,0.44350
2010,Rural regions,East,Often,0.15908,419,2711,0.14531,0.17285
2010,Rural regions,East,Very often,0.02964,72,2711,0.02325,0.03602
2011,Urban regions,West,Very seldom,0.12598,1433,11670,0.11996,0.13200
2011,Urban regions,West,Seldom,0.24532,2912,11670,0.23751,0.25313
2011,Urban regions,West,Sometimes,0.41753,4829,11670,0.40859,0.42648
2011,Urban regions,West,Often,0.17123,2009,11670,0.16439,0.17806
2011,Urban regions,West,Very often,0.03994,487,11670,0.03639,0.04350
2011,Urban regions,East,Very seldom,0.11229,182,1659,0.09709,0.12749
2011,Urban regions,East,Seldom,0.24898,410,1659,0.22817,0.26980
2011,Urban regions,East,Sometimes,0.41541,718,1659,0.39169,0.43913
2011,Urban regions,East,Often,0.17415,280,1659,0.15589,0.19240
2011,Urban regions,East,Very often,0.04917,69,1659,0.03877,0.05958
2011,Rural regions,West,Very seldom,0.12072,471,4095,0.11074,0.13070
2011,Rural regions,West,Seldom,0.26979,1139,4095,0.25620,0.28339
2011,Rural regions,West,Sometimes,0.40229,1619,4095,0.38727,0.41731
2011,Rural regions,West,Often,0.16803,699,4095,0.15658,0.17948
2011,Rural regions,West,Very often,0.03917,167,4095,0.03322,0.04511
2011,Rural regions,East,Very seldom,0.12925,426,3226,0.11767,0.14083
2011,Rural regions,East,Seldom,0.25726,848,3226,0.24217,0.27235
2011,Rural regions,East,Sometimes,0.40520,1281,3226,0.38826,0.42215
2011,Rural regions,East,Often,0.17184,548,3226,0.15882,0.18486
2011,Rural regions,East,Very often,0.03645,123,3226,0.02998,0.04291
2012,Urban regions,West,Very seldom,0.11731,1381,11430,0.11141,0.12321
2012,Urban regions,West,Seldom,0.27971,3141,11430,0.27148,0.28794
2012,Urban regions,West,Sometimes,0.41003,4645,11430,0.40101,0.41904
2012,Urban regions,West,Often,0.15523,1847,11430,0.14859,0.16187
2012,Urban regions,West,Very often,0.03772,416,11430,0.03423,0.04121
2012,Urban regions,East,Very seldom,0.10005,139,1606,0.08537,0.11473
2012,Urban regions,East,Seldom,0.26494,441,1606,0.24335,0.28653
2012,Urban regions,East,Sometimes,0.42418,693,1606,0.40000,0.44836
2012,Urban regions,East,Often,0.18183,277,1606,0.16296,0.20070
2012,Urban regions,East,Very often,0.02900,56,1606,0.02079,0.03721
2012,Rural regions,West,Very seldom,0.10487,477,4172,0.09557,0.11417
2012,Rural regions,West,Seldom,0.28464,1144,4172,0.27094,0.29833
2012,Rural regions,West,Sometimes,0.40466,1715,4172,0.38977,0.41956
2012,Rural regions,West,Often,0.16678,671,4172,0.15546,0.17809
2012,Rural regions,West,Very often,0.03906,165,4172,0.03318,0.04494
2012,Rural regions,East,Very seldom,0.12246,429,3229,0.11115,0.13377
2012,Rural regions,East,Seldom,0.26656,873,3229,0.25131,0.28182
2012,Rural regions,East,Sometimes,0.40584,1303,3229,0.38890,0.42278
2012,Rural regions,East,Often,0.17216,520,3229,0.15914,0.18518
2012,Rural regions,East,Very often,0.03298,104,3229,0.02682,0.03914
2013,Urban regions,West,Very seldom,0.11037,1422,14324,0.10524,0.11550
2013,Urban regions,West,Seldom,0.27728,3743,14324,0.26995,0.28461
2013,Urban regions,West,Sometimes,0.40127,5757,14324,0.39324,0.40929
2013,Urban regions,West,Often,0.17296,2715,14324,0.16676,0.17915
2013,Urban regions,West,Very often,0.03813,687,14324,0.03499,0.04127
2013,Urban regions,East,Very seldom,0.09124,166,1960,0.07849,0.10399
2013,Urban regions,East,Seldom,0.26081,501,1960,0.24137,0.28026
2013,Urban regions,East,Sometimes,0.43337,844,1960,0.41142,0.45531
2013,Urban regions,East,Often,0.17238,354,1960,0.15565,0.18911
2013,Urban regions,East,Very often,0.04220,95,1960,0.03330,0.05110
2013,Rural regions,West,Very seldom,0.10281,547,5565,0.09483,0.11079
2013,Rural regions,West,Seldom,0.28451,1485,5565,0.27265,0.29636
2013,Rural regions,West,Sometimes,0.41654,2302,5565,0.40359,0.42949
2013,Rural regions,West,Often,0.16223,1005,5565,0.15254,0.17191
2013,Rural regions,West,Very often,0.03392,226,5565,0.02916,0.03868
2013,Rural regions,East,Very seldom,0.11319,425,3761,0.10306,0.12332
2013,Rural regions,East,Seldom,0.27226,1025,3761,0.25803,0.28649
2013,Rural regions,East,Sometimes,0.39946,1510,3761,0.38381,0.41512
2013,Rural regions,East,Often,0.17002,625,3761,0.15801,0.18203
2013,Rural regions,East,Very often,0.04507,176,3761,0.03843,0.05170
2014,Urban regions,West,Very seldom,0.11508,1724,15687,0.11009,0.12007
2014,Urban regions,West,Seldom,0.27053,4005,15687,0.26357,0.27748
2014,Urban regions,West,Sometimes,0.39317,6177,15687,0.38552,0.40081
2014,Urban regions,West,Often,0.17848,2968,15687,0.17249,0.18448
2014,Urban regions,West,Very often,0.04274,813,15687,0.03958,0.04591
2014,Urban regions,East,Very seldom,0.08951,171,1932,0.07678,0.10224
2014,Urban regions,East,Seldom,0.26500,502,1932,0.24531,0.28468
2014,Urban regions,East,Sometimes,0.39436,793,1932,0.37256,0.41616
2014,Urban regions,East,Often,0.20161,373,1932,0.18372,0.21951
2014,Urban regions,East,Very often,0.04952,93,1932,0.03984,0.05920
2014,Rural regions,West,Very seldom,0.13051,677,5756,0.12181,0.13922
2014,Rural regions,West,Seldom,0.26767,1442,5756,0.25623,0.27911
2014,Rural regions,West,Sometimes,0.40240,2332,5756,0.38973,0.41507
2014,Rural regions,West,Often,0.16222,1048,5756,0.15269,0.17174
2014,Rural regions,West,Very often,0.03720,257,5756,0.03231,0.04209
2014,Rural regions,East,Very seldom,0.12635,452,3644,0.11557,0.13714
2014,Rural regions,East,Seldom,0.27404,959,3644,0.25955,0.28852
2014,Rural regions,East,Sometimes,0.37981,1428,3644,0.36405,0.39557
2014,Rural regions,East,Often,0.17875,648,3644,0.16631,0.19119
2014,Rural regions,East,Very often,0.04105,157,3644,0.03461,0.04749
2015,Urban regions,West,Very seldom,0.12905,1632,14330,0.12356,0.13454
2015,Urban regions,West,Seldom,0.27586,3804,14330,0.26854,0.28318
2015,Urban regions,West,Sometimes,0.39149,5676,14330,0.38350,0.39949
2015,Urban regions,West,Often,0.16400,2559,14330,0.15794,0.17006
2015,Urban regions,West,Very often,0.03960,659,14330,0.03641,0.04279
2015,Urban regions,East,Very seldom,0.08719,162,1835,0.07428,0.10011
2015,Urban regions,East,Seldom,0.26246,484,1835,0.24233,0.28260
2015,Urban regions,East,Sometimes,0.40090,767,1835,0.37847,0.42333
2015,Urban regions,East,Often,0.20652,348,1835,0.18799,0.22505
2015,Urban regions,East,Very often,0.04292,74,1835,0.03365,0.05220
2015,Rural regions,West,Very seldom,0.10572,526,5413,0.09753,0.11391
2015,Rural regions,West,Seldom,0.28335,1495,5413,0.27134,0.29535
2015,Rural regions,West,Sometimes,0.39939,2182,5413,0.38634,0.41243
2015,Rural regions,West,Often,0.16962,968,5413,0.15962,0.17962
2015,Rural regions,West,Very often,0.04193,242,5413,0.03659,0.04727
2015,Rural regions,East,Very seldom,0.09296,345,3408,0.08321,0.10271
2015,Rural regions,East,Seldom,0.27128,946,3408,0.25635,0.28621
2015,Rural regions,East,Sometimes,0.40912,1371,3408,0.39261,0.42563
2015,Rural regions,East,Often,0.17964,611,3408,0.16675,0.19253
2015,Rural regions,East,Very often,0.04700,135,3408,0.03989,0.05411
2016,Urban regions,West,Very seldom,0.12564,1687,13893,0.12013,0.13115
2016,Urban regions,West,Seldom,0.26834,3638,13893,0.26097,0.27571
2016,Urban regions,West,Sometimes,0.38705,5424,13893,0.37895,0.39515
2016,Urban regions,West,Often,0.17661,2480,13893,0.17027,0.18295
2016,Urban regions,West,Very often,0.04236,664,13893,0.03901,0.04571
2016,Urban regions,East,Very seldom,0.10976,182,1757,0.09514,0.12438
2016,Urban regions,East,Seldom,0.26224,454,1757,0.24167,0.28282
2016,Urban regions,East,Sometimes,0.40520,731,1757,0.38224,0.42816
2016,Urban regions,East,Often,0.17114,302,1757,0.15352,0.18875
2016,Urban regions,East,Very often,0.05166,88,1757,0.04130,0.06201
2016,Rural regions,West,Very seldom,0.10398,547,5199,0.09569,0.11228
2016,Rural regions,West,Seldom,0.26915,1393,5199,0.25709,0.28121
2016,Rural regions,West,Sometimes,0.42193,2171,5199,0.40850,0.43536
2016,Rural regions,West,Often,0.16561,865,5199,0.15550,0.17571
2016,Rural regions,West,Very often,0.03933,223,5199,0.03405,0.04461
2016,Rural regions,East,Very seldom,0.11767,373,3264,0.10661,0.12873
2016,Rural regions,East,Seldom,0.26091,887,3264,0.24584,0.27597
2016,Rural regions,East,Sometimes,0.41193,1322,3264,0.39504,0.42882
2016,Rural regions,East,Often,0.16213,533,3264,0.14948,0.17477
2016,Rural regions,East,Very often,0.04737,149,3264,0.04008,0.05465
2017,Urban regions,West,Very seldom,0.12127,1785,15117,0.11607,0.12648
2017,Urban regions,West,Seldom,0.27732,4059,15117,0.27018,0.28445
2017,Urban regions,West,Sometimes,0.39086,6053,15117,0.38309,0.39864
2017,Urban regions,West,Often,0.16696,2546,15117,0.16101,0.17290
2017,Urban regions,West,Very often,0.04359,674,15117,0.04033,0.04684
2017,Urban regions,East,Very seldom,0.10951,187,1941,0.09561,0.12340
2017,Urban regions,East,Seldom,0.27587,539,1941,0.25598,0.29576
2017,Urban regions,East,Sometimes,0.38793,808,1941,0.36624,0.40961
2017,Urban regions,East,Often,0.18773,330,1941,0.17035,0.20511
2017,Urban regions,East,Very often,0.03897,77,1941,0.03036,0.04758
2017,Rural regions,West,Very seldom,0.11242,611,5691,0.10421,0.12062
2017,Rural regions,West,Seldom,0.27258,1567,5691,0.26101,0.28415
2017,Rural regions,West,Sometimes,0.41305,2356,5691,0.40025,0.42584
2017,Rural regions,West,Often,0.16255,934,5691,0.15297,0.17214
2017,Rural regions,West,Very often,0.03940,223,5691,0.03434,0.04445
2017,Rural regions,East,Very seldom,0.10498,399,3633,0.09501,0.11495
2017,Rural regions,East,Seldom,0.29784,1066,3633,0.28296,0.31271
2017,Rural regions,East,Sometimes,0.39228,1406,3633,0.37640,0.40816
2017,Rural regions,East,Often,0.16225,608,3633,0.15026,0.17424
2017,Rural regions,East,Very often,0.04266,154,3633,0.03608,0.04923
2018,Urban regions,West,Very seldom,0.12208,1731,14694,0.11679,0.12737
2018,Urban regions,West,Seldom,0.26856,3905,14694,0.26140,0.27573
2018,Urban regions,West,Sometimes,0.39642,5737,14694,0.38852,0.40433
2018,Urban regions,West,Often,0.16907,2609,14694,0.16301,0.17513
2018,Urban regions,West,Very often,0.04387,712,14694,0.04056,0.04718
2018,Urban regions,East,Very seldom,0.11853,227,1919,0.10406,0.13299
2018,Urban regions,East,Seldom,0.29093,546,1919,0.27061,0.31126
2018,Urban regions,East,Sometimes,0.40522,778,1919,0.38325,0.42720
2018,Urban regions,East,Often,0.14526,295,1919,0.12949,0.16103
2018,Urban regions,East,Very often,0.04005,73,1919,0.03128,0.04883
2018,Rural regions,West,Very seldom,0.11707,602,5370,0.10847,0.12567
2018,Rural regions,West,Seldom,0.30206,1512,5370,0.28978,0.31435
2018,Rural regions,West,Sometimes,0.38518,2189,5370,0.37216,0.39820
2018,Rural regions,West,Often,0.15789,864,5370,0.14814,0.16765
2018,Rural regions,West,Very often,0.03780,203,5370,0.03270,0.04290
2018,Rural regions,East,Very seldom,0.10569,394,3554,0.09558,0.11579
2018,Rural regions,East,Seldom,0.31084,1089,3554,0.29562,0.32605
2018,Rural regions,East,Sometimes,0.38779,1344,3554,0.37177,0.40381
2018,Rural regions,East,Often,0.15211,569,3554,0.14030,0.16392
2018,Rural regions,East,Very often,0.04358,158,3554,0.03687,0.05029
2019,No answer / don't know,West,Very seldom,0.14756,54,379,0.11181,0.18332
2019,No answer / don't know,West,Seldom,0.28264,112,379,0.23725,0.32804
2019,No answer / don't know,West,Sometimes,0.32870,142,379,0.28135,0.37606
2019,No answer / don't know,West,Often,0.17129,71,379,0.13331,0.20927
2019,Urban regions,West,Very seldom,0.12672,1826,14477,0.12130,0.13214
2019,Urban regions,West,Seldom,0.29387,4074,14477,0.28645,0.30129
2019,Urban regions,West,Sometimes,0.38117,5536,14477,0.37326,0.38908
2019,Urban regions,West,Often,0.16001,2395,14477,0.15404,0.16598
2019,Urban regions,West,Very often,0.03823,646,14477,0.03510,0.04135
2019,Urban regions,East,Very seldom,0.12448,224,1895,0.10961,0.13935
2019,Urban regions,East,Seldom,0.29311,520,1895,0.27261,0.31361
2019,Urban regions,East,Sometimes,0.39169,779,1895,0.36971,0.41368
2019,Urban regions,East,Often,0.15468,304,1895,0.13840,0.17097
2019,Urban regions,East,Very often,0.03603,68,1895,0.02764,0.04443
2019,Rural regions,West,Very seldom,0.12068,607,5198,0.11183,0.12954
2019,Rural regions,West,Seldom,0.28812,1490,5198,0.27580,0.30043
2019,Rural regions,West,Sometimes,0.39215,2065,5198,0.37887,0.40542
2019,Rural regions,West,Often,0.16560,835,5198,0.15549,0.17571
2019,Rural regions,West,Very often,0.03345,201,5198,0.02857,0.03834
2019,Rural regions,East,Very seldom,0.11996,428,3569,0.10930,0.13063
2019,Rural regions,East,Seldom,0.27651,1057,3569,0.26184,0.29119
2019,Rural regions,East,Sometimes,0.40796,1380,3569,0.39184,0.42409
2019,Rural regions,East,Often,0.15883,563,3569,0.14683,0.17082
2019,Rural regions,East,Very often,0.03673,141,3569,0.03056,0.04290
2020,Urban regions,West,Very seldom,0.12003,1978,15117,0.11484,0.12521
2020,Urban regions,West,Seldom,0.27300,4110,15117,0.26590,0.28011
2020,Urban regions,West,Sometimes,0.40315,5877,15117,0.39533,0.41097
2020,Urban regions,West,Often,0.16434,2521,15117,0.15844,0.17025
2020,Urban regions,West,Very often,0.03948,631,15117,0.03638,0.04259
2020,Urban regions,East,Very seldom,0.09173,231,1901,0.07875,0.10471
2020,Urban regions,East,Seldom,0.28734,514,1901,0.26700,0.30769
2020,Urban regions,East,Sometimes,0.41259,773,1901,0.39045,0.43472
2020,Urban regions,East,Often,0.16423,311,1901,0.14757,0.18089
2020,Urban regions,East,Very often,0.04411,72,1901,0.03487,0.05334
2020,Rural regions,West,Very seldom,0.09965,622,5191,0.09150,0.10780
2020,Rural regions,West,Seldom,0.27185,1423,5191,0.25975,0.28396
2020,Rural regions,West,Sometimes,0.42335,2127,5191,0.40990,0.43679
2020,Rural regions,West,Often,0.15961,819,5191,0.14964,0.16957
2020,Rural regions,West,Very often,0.04554,200,5191,0.03987,0.05121
2020,Rural regions,East,Very seldom,0.09440,377,3409,0.08458,0.10421
2020,Rural regions,East,Seldom,0.28067,961,3409,0.26558,0.29576
2020,Rural regions,East,Sometimes,0.41365,1363,3409,0.39712,0.43019
2020,Rural regions,East,Often,0.17259,580,3409,0.15990,0.18527
2020,Rural regions,East,Very often,0.03870,128,3409,0.03222,0.04517
2021,Urban regions,West,Very seldom,0.13572,1376,10065,0.12903,0.14241
2021,Urban regions,West,Seldom,0.30760,3151,10065,0.29859,0.31662
2021,Urban regions,West,Sometimes,0.36499,3651,10065,0.35559,0.37440
2021,Urban regions,West,Often,0.15383,1483,10065,0.14678,0.16088
2021,Urban regions,West,Very often,0.03785,404,10065,0.03413,0.04158
2021,Urban regions,East,Very seldom,0.11304,184,1337,0.09606,0.13001
2021,Urban regions,East,Seldom,0.32480,441,1337,0.29969,0.34991
2021,Urban regions,East,Sometimes,0.40915,502,1337,0.38278,0.43551
2021,Urban regions,East,Often,0.11475,170,1337,0.09766,0.13184
2021,Urban regions,East,Very often,0.03826,40,1337,0.02798,0.04855
2021,Rural regions,West,Very seldom,0.13906,507,3504,0.12760,0.15052
2021,Rural regions,West,Seldom,0.29914,1090,3504,0.28397,0.31430
2021,Rural regions,West,Sometimes,0.36093,1267,3504,0.34503,0.37684
2021,Rural regions,West,Often,0.15319,504,3504,0.14127,0.16512
2021,Rural regions,West,Very often,0.04768,136,3504,0.04062,0.05473
2021,Rural regions,East,Very seldom,0.11809,309,2279,0.10483,0.13134
2021,Rural regions,East,Seldom,0.32083,739,2279,0.30166,0.34000
2021,Rural regions,East,Sometimes,0.35389,755,2279,0.33425,0.37352
2021,Rural regions,East,Often,0.15780,376,2279,0.14283,0.17277
2021,Rural regions,East,Very often,0.04939,100,2279,0.04050,0.05829
2022,Urban regions,West,Very seldom,0.12476,1984,15564,0.11957,0.12995
2022,Urban regions,West,Seldom,0.27606,4386,15564,0.26904,0.28308
2022,Urban regions,West,Sometimes,0.39343,6061,15564,0.38576,0.40111
2022,Urban regions,West,Often,0.16330,2470,15564,0.15749,0.16910
2022,Urban regions,West,Very often,0.04245,663,15564,0.03928,0.04562
2022,Urban regions,East,Very seldom,0.11047,273,2141,0.09719,0.12375
2022,Urban regions,East,Seldom,0.27753,639,2141,0.25856,0.29651
2022,Urban regions,East,Sometimes,0.37287,779,2141,0.35238,0.39336
2022,Urban regions,East,Often,0.16643,342,2141,0.15065,0.18221
2022,Urban regions,East,Very often,0.07270,108,2141,0.06170,0.08370
2022,Rural regions,West,Very seldom,0.12091,585,4957,0.11183,0.12999
2022,Rural regions,West,Seldom,0.28286,1335,4957,0.27032,0.29540
2022,Rural regions,West,Sometimes,0.38141,1953,4957,0.36789,0.39493
2022,Rural regions,West,Often,0.16744,855,4957,0.15704,0.17783
2022,Rural regions,West,Very often,0.04739,229,4957,0.04147,0.05330
2022,Rural regions,East,Very seldom,0.11381,367,3444,0.10320,0.12441
2022,Rural regions,East,Seldom,0.23750,899,3444,0.22328,0.25171
2022,Rural regions,East,Sometimes,0.38995,1311,3444,0.37366,0.40624
2022,Rural regions,East,Often,0.20487,665,3444,0.19139,0.21835
2022,Rural regions,East,Very often,0.05387,202,3444,0.04633,0.06141
