"year","alter_gr","mean","median","n","lower_confidence","upper_confidence"
"2012","35-65 J.","1829.96","1646.5","12481","1803.28","1856.64"
"2012","66 und älter","794.38","399.5","285","642.13","946.63"
"2013","16-34 J.","1256.28","1197.5","4983","1233.52","1279.04"
"2013","35-65 J.","1853.89","1622.5","13801","1828.79","1878.99"
"2013","66 und älter","991.56","399.5","296","795.5","1187.62"
"2014","16-34 J.","1274.37","1196","4220","1249.34","1299.4"
"2014","35-65 J.","1898.92","1699.5","12273","1871.88","1925.96"
"2014","66 und älter","1001.84","415","329","817.44","1186.24"
"2015","16-34 J.","1324.62","1257.5","4279","1299.96","1349.28"
"2015","35-65 J.","1932.7","1699","11962","1905.3","1960.1"
"2015","66 und älter","1065.3","449.5","335","817.56","1313.04"
"2016","16-34 J.","1321.98","1295","4003","1295.62","1348.34"
"2016","35-65 J.","1963.19","1758","11274","1934.75","1991.63"
"2016","66 und älter","1056.05","447.5","342","824.44","1287.66"
"2017","16-34 J.","1351.19","1300.5","4622","1326.86","1375.52"
"2017","35-65 J.","2016.78","1799","12737","1989.03","2044.53"
"2017","66 und älter","969.32","449","412","791.87","1146.77"
"2018","16-34 J.","1420.11","1349","4691","1395.4","1444.82"
"2018","35-65 J.","2089.3","1839.5","12243","2058.18","2120.42"
"2018","66 und älter","981.44","449","438","777.1","1185.78"
"2019","16-34 J.","1487.26","1449.5","4444","1456.51","1518.01"
"2019","35-65 J.","2209.94","1899","13134","1950.51","2469.37"
"2019","66 und älter","1277.17","447.5","668","1076.06","1478.28"
"2020","16-34 J.","1547.15","1499.5","5309","1521.09","1573.21"
"2020","35-65 J.","2235.76","1999.5","12691","2194.65","2276.87"
"2020","66 und älter","1205.02","449","576","997.06","1412.98"
