year,bula_h,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Lower Saxony,"Yes, Occasionally",0.02777,35,1473,0.01938,0.03616
2012,Lower Saxony,No,0.90704,1347,1473,0.89220,0.92187
2012,Bremen,No,0.86092,108,108,0.79535,0.92648
2012,North Rhine-Westphalia,"Yes, Regularly",0.08314,255,3202,0.07357,0.09270
2012,North Rhine-Westphalia,"Yes, Occasionally",0.02380,71,3202,0.01852,0.02908
2012,North Rhine-Westphalia,No,0.89306,2876,3202,0.88235,0.90377
2012,Hesse,"Yes, Regularly",0.08920,103,1135,0.07261,0.10579
2012,Hesse,"Yes, Occasionally",0.04205,42,1135,0.03037,0.05373
2012,Hesse,No,0.86875,990,1135,0.84909,0.88840
2012,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.05947,46,906,0.04406,0.07487
2012,"Rhineland-Palatinate, Saarland",No,0.90577,860,906,0.88674,0.92481
2012,Baden-Wuerttemberg,"Yes, Regularly",0.06924,138,1905,0.05783,0.08064
2012,Baden-Wuerttemberg,"Yes, Occasionally",0.03088,53,1905,0.02311,0.03865
2012,Baden-Wuerttemberg,No,0.89988,1714,1905,0.88640,0.91336
2012,Bavaria,"Yes, Regularly",0.05087,136,2525,0.04230,0.05944
2012,Bavaria,"Yes, Occasionally",0.02325,53,2525,0.01737,0.02913
2012,Bavaria,No,0.92588,2336,2525,0.91566,0.93610
2012,Berlin,"Yes, Regularly",0.05401,40,689,0.03712,0.07090
2012,Berlin,No,0.93008,649,689,0.91102,0.94913
2012,Brandenburg,No,0.97499,646,646,0.96294,0.98704
2012,Mecklenburg-Western Pomerania,No,0.96060,388,388,0.94122,0.97998
2012,Saxony,"Yes, Regularly",0.02653,31,1059,0.01685,0.03622
2012,Saxony,No,0.96150,1028,1059,0.94990,0.97309
2012,Saxony-Anhalt,No,0.96979,600,600,0.95609,0.98350
2012,Thuringa,No,0.96928,624,624,0.95573,0.98283
2013,Schleswig-Holstein,"Yes, Regularly",0.07121,34,633,0.05116,0.09127
2013,Schleswig-Holstein,No,0.88770,599,633,0.86309,0.91232
2013,Hamburg,"Yes, Regularly",0.11176,34,333,0.07787,0.14566
2013,Hamburg,No,0.86526,299,333,0.82853,0.90199
2013,Lower Saxony,"Yes, Regularly",0.07407,105,1620,0.06131,0.08682
2013,Lower Saxony,"Yes, Occasionally",0.02699,33,1620,0.01910,0.03489
2013,Lower Saxony,No,0.89894,1482,1620,0.88426,0.91362
2013,Bremen,No,0.89373,131,131,0.84076,0.94671
2013,North Rhine-Westphalia,"Yes, Regularly",0.09779,290,3657,0.08816,0.10741
2013,North Rhine-Westphalia,"Yes, Occasionally",0.02334,75,3657,0.01845,0.02824
2013,North Rhine-Westphalia,No,0.87887,3292,3657,0.86829,0.88945
2013,Hesse,"Yes, Regularly",0.09662,114,1306,0.08059,0.11265
2013,Hesse,"Yes, Occasionally",0.04539,46,1306,0.03409,0.05668
2013,Hesse,No,0.85799,1146,1306,0.83905,0.87693
2013,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07145,55,1005,0.05552,0.08739
2013,"Rhineland-Palatinate, Saarland",No,0.89629,950,1005,0.87743,0.91515
2013,Baden-Wuerttemberg,"Yes, Regularly",0.07595,132,2127,0.06468,0.08721
2013,Baden-Wuerttemberg,"Yes, Occasionally",0.03273,50,2127,0.02516,0.04029
2013,Baden-Wuerttemberg,No,0.89133,1945,2127,0.87810,0.90456
2013,Bavaria,"Yes, Regularly",0.05371,143,2841,0.04542,0.06200
2013,Bavaria,"Yes, Occasionally",0.02402,51,2841,0.01839,0.02966
2013,Bavaria,No,0.92227,2647,2841,0.91242,0.93211
2013,Berlin,"Yes, Regularly",0.03758,40,751,0.02397,0.05119
2013,Berlin,No,0.93444,711,751,0.91672,0.95215
2013,Brandenburg,No,0.97470,651,651,0.96263,0.98677
2013,Mecklenburg-Western Pomerania,No,0.95129,367,367,0.92924,0.97334
2013,Saxony,"Yes, Regularly",0.03903,43,1038,0.02725,0.05082
2013,Saxony,No,0.95218,995,1038,0.93919,0.96517
2013,Saxony-Anhalt,No,0.96901,611,611,0.95526,0.98276
2013,Thuringa,No,0.95469,588,588,0.93786,0.97151
2014,Schleswig-Holstein,"Yes, Regularly",0.07072,32,554,0.04935,0.09209
2014,Schleswig-Holstein,No,0.91363,522,554,0.89021,0.93704
2014,Hamburg,No,0.90590,243,243,0.86912,0.94269
2014,Lower Saxony,"Yes, Regularly",0.07671,100,1435,0.06294,0.09049
2014,Lower Saxony,No,0.89933,1335,1435,0.88376,0.91491
2014,Bremen,No,0.90499,115,115,0.85116,0.95882
2014,North Rhine-Westphalia,"Yes, Regularly",0.09233,264,3223,0.08233,0.10232
2014,North Rhine-Westphalia,"Yes, Occasionally",0.02938,78,3223,0.02355,0.03521
2014,North Rhine-Westphalia,No,0.87830,2881,3223,0.86701,0.88959
2014,Hesse,"Yes, Regularly",0.10798,113,1088,0.08953,0.12643
2014,Hesse,No,0.86542,975,1088,0.84513,0.88571
2014,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06241,45,902,0.04662,0.07821
2014,"Rhineland-Palatinate, Saarland",No,0.91379,857,902,0.89547,0.93212
2014,Baden-Wuerttemberg,"Yes, Regularly",0.07368,141,1825,0.06169,0.08567
2014,Baden-Wuerttemberg,"Yes, Occasionally",0.03349,43,1825,0.02523,0.04175
2014,Baden-Wuerttemberg,No,0.89283,1641,1825,0.87863,0.90702
2014,Bavaria,"Yes, Regularly",0.05435,138,2546,0.04554,0.06316
2014,Bavaria,"Yes, Occasionally",0.03094,61,2546,0.02421,0.03767
2014,Bavaria,No,0.91471,2347,2546,0.90386,0.92556
2014,Berlin,"Yes, Regularly",0.04686,34,639,0.03046,0.06326
2014,Berlin,No,0.93453,605,639,0.91534,0.95373
2014,Brandenburg,No,0.97432,602,602,0.96167,0.98696
2014,Mecklenburg-Western Pomerania,No,0.95533,340,340,0.93334,0.97732
2014,Saxony,"Yes, Regularly",0.03902,41,940,0.02664,0.05141
2014,Saxony,No,0.95498,899,940,0.94171,0.96824
2014,Saxony-Anhalt,No,0.97734,566,566,0.96507,0.98961
2014,Thuringa,No,0.94870,565,565,0.93049,0.96690
2015,Schleswig-Holstein,"Yes, Regularly",0.06867,32,538,0.04728,0.09006
2015,Schleswig-Holstein,No,0.90989,506,538,0.88567,0.93411
2015,Hamburg,No,0.86019,254,254,0.81746,0.90292
2015,Lower Saxony,"Yes, Regularly",0.08823,103,1469,0.07372,0.10274
2015,Lower Saxony,No,0.88969,1366,1469,0.87366,0.90571
2015,Bremen,No,0.87305,108,108,0.80997,0.93613
2015,North Rhine-Westphalia,"Yes, Regularly",0.09133,245,3203,0.08135,0.10131
2015,North Rhine-Westphalia,"Yes, Occasionally",0.02728,61,3203,0.02164,0.03292
2015,North Rhine-Westphalia,No,0.88139,2897,3203,0.87019,0.89259
2015,Hesse,"Yes, Regularly",0.10089,108,1104,0.08312,0.11867
2015,Hesse,No,0.87175,996,1104,0.85202,0.89148
2015,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06185,44,908,0.04617,0.07753
2015,"Rhineland-Palatinate, Saarland",No,0.91884,864,908,0.90107,0.93661
2015,Baden-Wuerttemberg,"Yes, Regularly",0.08179,133,1821,0.06920,0.09438
2015,Baden-Wuerttemberg,"Yes, Occasionally",0.03721,49,1821,0.02852,0.04591
2015,Baden-Wuerttemberg,No,0.88099,1639,1821,0.86612,0.89587
2015,Bavaria,"Yes, Regularly",0.06415,157,2583,0.05470,0.07360
2015,Bavaria,"Yes, Occasionally",0.01851,41,2583,0.01331,0.02371
2015,Bavaria,No,0.91734,2385,2583,0.90672,0.92797
2015,Berlin,"Yes, Regularly",0.04761,37,638,0.03107,0.06414
2015,Berlin,No,0.93520,601,638,0.91608,0.95432
2015,Brandenburg,No,0.95958,588,588,0.94364,0.97551
2015,Mecklenburg-Western Pomerania,No,0.95530,338,338,0.93323,0.97736
2015,Saxony,No,0.95716,874,874,0.94372,0.97059
2015,Saxony-Anhalt,No,0.97132,529,529,0.95708,0.98555
2015,Thuringa,No,0.96355,562,562,0.94804,0.97906
2016,Schleswig-Holstein,"Yes, Regularly",0.05800,31,497,0.03743,0.07858
2016,Schleswig-Holstein,No,0.93214,466,497,0.91000,0.95427
2016,Hamburg,No,0.89159,235,235,0.85175,0.93142
2016,Lower Saxony,"Yes, Regularly",0.09184,102,1323,0.07627,0.10741
2016,Lower Saxony,No,0.88412,1221,1323,0.86687,0.90138
2016,Bremen,No,0.82206,93,93,0.74390,0.90021
2016,North Rhine-Westphalia,"Yes, Regularly",0.08282,214,2900,0.07278,0.09285
2016,North Rhine-Westphalia,"Yes, Occasionally",0.01474,46,2900,0.01035,0.01913
2016,North Rhine-Westphalia,No,0.90244,2640,2900,0.89164,0.91324
2016,Hesse,"Yes, Regularly",0.09231,93,951,0.07390,0.11072
2016,Hesse,No,0.87192,858,951,0.85067,0.89317
2016,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06128,40,830,0.04495,0.07760
2016,"Rhineland-Palatinate, Saarland",No,0.90304,790,830,0.88289,0.92318
2016,Baden-Wuerttemberg,"Yes, Regularly",0.06806,111,1625,0.05581,0.08031
2016,Baden-Wuerttemberg,"Yes, Occasionally",0.02953,34,1625,0.02129,0.03776
2016,Baden-Wuerttemberg,No,0.90242,1480,1625,0.88798,0.91685
2016,Bavaria,"Yes, Regularly",0.05585,123,2296,0.04646,0.06525
2016,Bavaria,"Yes, Occasionally",0.01585,37,2296,0.01074,0.02096
2016,Bavaria,No,0.92829,2136,2296,0.91774,0.93885
2016,Berlin,"Yes, Regularly",0.04961,37,597,0.03218,0.06704
2016,Berlin,No,0.93503,560,597,0.91525,0.95482
2016,Brandenburg,No,0.96593,538,538,0.95059,0.98128
2016,Mecklenburg-Western Pomerania,No,0.96223,318,318,0.94125,0.98322
2016,Saxony,"Yes, Regularly",0.03622,32,856,0.02369,0.04874
2016,Saxony,No,0.95911,824,856,0.94584,0.97239
2016,Saxony-Anhalt,No,0.97113,493,493,0.95633,0.98593
2016,Thuringa,No,0.95507,523,523,0.93730,0.97284
2017,Schleswig-Holstein,"Yes, Regularly",0.05777,31,560,0.03843,0.07711
2017,Schleswig-Holstein,No,0.92311,529,560,0.90102,0.94519
2017,Hamburg,No,0.85310,263,263,0.81023,0.89596
2017,Lower Saxony,"Yes, Regularly",0.09610,105,1512,0.08124,0.11097
2017,Lower Saxony,No,0.88214,1407,1512,0.86588,0.89840
2017,Bremen,No,0.86898,119,119,0.80809,0.92986
2017,North Rhine-Westphalia,"Yes, Regularly",0.07770,233,3182,0.06839,0.08700
2017,North Rhine-Westphalia,"Yes, Occasionally",0.02704,69,3182,0.02140,0.03268
2017,North Rhine-Westphalia,No,0.89526,2880,3182,0.88462,0.90590
2017,Hesse,"Yes, Regularly",0.08519,89,1034,0.06817,0.10221
2017,Hesse,No,0.88640,945,1034,0.86705,0.90575
2017,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06555,45,865,0.04905,0.08205
2017,"Rhineland-Palatinate, Saarland",No,0.91685,820,865,0.89844,0.93527
2017,Baden-Wuerttemberg,"Yes, Regularly",0.07962,128,1725,0.06684,0.09240
2017,Baden-Wuerttemberg,"Yes, Occasionally",0.03159,41,1725,0.02333,0.03985
2017,Baden-Wuerttemberg,No,0.88879,1556,1725,0.87395,0.90363
2017,Bavaria,"Yes, Regularly",0.04634,120,2501,0.03810,0.05458
2017,Bavaria,"Yes, Occasionally",0.01757,43,2501,0.01242,0.02272
2017,Bavaria,No,0.93610,2338,2501,0.92651,0.94568
2017,Berlin,"Yes, Regularly",0.04786,42,647,0.03139,0.06432
2017,Berlin,No,0.92809,605,647,0.90817,0.94802
2017,Brandenburg,No,0.96477,592,592,0.94990,0.97963
2017,Mecklenburg-Western Pomerania,No,0.96318,350,350,0.94342,0.98294
2017,Saxony,No,0.96553,950,950,0.95392,0.97714
2017,Saxony-Anhalt,No,0.95366,547,547,0.93603,0.97130
2017,Thuringa,No,0.96988,575,575,0.95590,0.98386
2018,Schleswig-Holstein,"Yes, Regularly",0.06882,33,543,0.04751,0.09013
2018,Schleswig-Holstein,No,0.90187,510,543,0.87683,0.92692
2018,Hamburg,"Yes, Regularly",0.15124,45,311,0.11136,0.19112
2018,Hamburg,No,0.82260,266,311,0.78008,0.86513
2018,Lower Saxony,"Yes, Regularly",0.09631,97,1479,0.08127,0.11135
2018,Lower Saxony,"Yes, Occasionally",0.02475,32,1479,0.01683,0.03267
2018,Lower Saxony,No,0.87894,1350,1479,0.86231,0.89557
2018,Bremen,No,0.86714,124,124,0.80716,0.92713
2018,North Rhine-Westphalia,"Yes, Regularly",0.09429,261,3176,0.08413,0.10446
2018,North Rhine-Westphalia,"Yes, Occasionally",0.02277,56,3176,0.01758,0.02796
2018,North Rhine-Westphalia,No,0.88293,2859,3176,0.87175,0.89412
2018,Hesse,"Yes, Regularly",0.10249,92,985,0.08354,0.12144
2018,Hesse,No,0.87544,893,985,0.85481,0.89607
2018,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06851,45,867,0.05168,0.08533
2018,"Rhineland-Palatinate, Saarland",No,0.90657,822,867,0.88719,0.92596
2018,Baden-Wuerttemberg,"Yes, Regularly",0.08373,123,1598,0.07015,0.09732
2018,Baden-Wuerttemberg,No,0.89798,1475,1598,0.88314,0.91283
2018,Bavaria,"Yes, Regularly",0.05412,131,2406,0.04508,0.06316
2018,Bavaria,"Yes, Occasionally",0.01761,35,2406,0.01235,0.02287
2018,Bavaria,No,0.92827,2240,2406,0.91796,0.93858
2018,Berlin,"Yes, Regularly",0.06011,43,676,0.04218,0.07804
2018,Berlin,No,0.91868,633,676,0.89806,0.93930
2018,Brandenburg,No,0.93507,609,609,0.91548,0.95465
2018,Mecklenburg-Western Pomerania,No,0.97065,369,369,0.95341,0.98790
2018,Saxony,No,0.95447,945,945,0.94117,0.96777
2018,Saxony-Anhalt,No,0.96378,554,554,0.94821,0.97935
2018,Thuringa,No,0.95735,556,556,0.94054,0.97416
2019,Schleswig-Holstein,"Yes, Regularly",0.08526,58,571,0.06234,0.10819
2019,Schleswig-Holstein,No,0.88791,513,571,0.86201,0.91381
2019,Hamburg,"Yes, Regularly",0.16388,56,349,0.12499,0.20277
2019,Hamburg,No,0.80466,293,349,0.76301,0.84632
2019,Lower Saxony,"Yes, Regularly",0.09043,118,1487,0.07585,0.10501
2019,Lower Saxony,"Yes, Occasionally",0.02838,32,1487,0.01994,0.03682
2019,Lower Saxony,No,0.88119,1337,1487,0.86474,0.89765
2019,Bremen,No,0.95197,119,119,0.91339,0.99055
2019,North Rhine-Westphalia,"Yes, Regularly",0.10580,371,3277,0.09526,0.11633
2019,North Rhine-Westphalia,"Yes, Occasionally",0.02028,79,3277,0.01545,0.02511
2019,North Rhine-Westphalia,No,0.87392,2827,3277,0.86256,0.88529
2019,Hesse,"Yes, Regularly",0.10504,117,1059,0.08657,0.12352
2019,Hesse,No,0.87072,942,1059,0.85051,0.89094
2019,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07292,66,876,0.05569,0.09014
2019,"Rhineland-Palatinate, Saarland",No,0.89973,810,876,0.87982,0.91963
2019,Baden-Wuerttemberg,"Yes, Regularly",0.08016,147,1689,0.06721,0.09311
2019,Baden-Wuerttemberg,"Yes, Occasionally",0.02591,50,1689,0.01833,0.03349
2019,Baden-Wuerttemberg,No,0.89393,1492,1689,0.87924,0.90862
2019,Bavaria,"Yes, Regularly",0.05629,194,2527,0.04730,0.06528
2019,Bavaria,"Yes, Occasionally",0.02294,61,2527,0.01711,0.02878
2019,Bavaria,No,0.92077,2272,2527,0.91023,0.93130
2019,Berlin,"Yes, Regularly",0.06658,76,715,0.04830,0.08487
2019,Berlin,No,0.90333,639,715,0.88165,0.92500
2019,Brandenburg,"Yes, Regularly",0.03740,47,704,0.02337,0.05142
2019,Brandenburg,No,0.94862,657,704,0.93230,0.96494
2019,Mecklenburg-Western Pomerania,No,0.97241,380,380,0.95592,0.98890
2019,Saxony,"Yes, Regularly",0.03388,48,1023,0.02279,0.04498
2019,Saxony,No,0.95601,975,1023,0.94344,0.96859
2019,Saxony-Anhalt,No,0.95375,538,538,0.93598,0.97151
2019,Thuringa,No,0.96508,555,555,0.94980,0.98037
2020,Schleswig-Holstein,"Yes, Regularly",0.05805,40,535,0.03822,0.07788
2020,Schleswig-Holstein,No,0.91760,495,535,0.89428,0.94093
2020,Hamburg,"Yes, Regularly",0.12494,33,353,0.09040,0.15948
2020,Hamburg,No,0.84052,320,353,0.80227,0.87877
2020,Lower Saxony,"Yes, Regularly",0.07940,106,1460,0.06553,0.09328
2020,Lower Saxony,No,0.89600,1354,1460,0.88034,0.91167
2020,Bremen,No,0.84584,128,128,0.78303,0.90864
2020,North Rhine-Westphalia,"Yes, Regularly",0.09442,298,3387,0.08457,0.10426
2020,North Rhine-Westphalia,"Yes, Occasionally",0.02098,76,3387,0.01615,0.02580
2020,North Rhine-Westphalia,No,0.88461,3013,3387,0.87384,0.89537
2020,Hesse,"Yes, Regularly",0.11241,113,1092,0.09366,0.13115
2020,Hesse,No,0.87679,979,1092,0.85729,0.89630
2020,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.04566,45,840,0.03153,0.05978
2020,"Rhineland-Palatinate, Saarland",No,0.91620,795,840,0.89745,0.93495
2020,Baden-Wuerttemberg,"Yes, Regularly",0.08245,129,1732,0.06949,0.09541
2020,Baden-Wuerttemberg,"Yes, Occasionally",0.02214,37,1732,0.01521,0.02908
2020,Baden-Wuerttemberg,No,0.89541,1566,1732,0.88099,0.90982
2020,Bavaria,"Yes, Regularly",0.05452,155,2624,0.04584,0.06321
2020,Bavaria,"Yes, Occasionally",0.02233,56,2624,0.01668,0.02799
2020,Bavaria,No,0.92314,2413,2624,0.91295,0.93334
2020,Berlin,"Yes, Regularly",0.08311,72,839,0.06442,0.10180
2020,Berlin,No,0.90027,767,839,0.87998,0.92055
2020,Brandenburg,"Yes, Regularly",0.05571,32,672,0.03835,0.07306
2020,Brandenburg,No,0.93875,640,672,0.92061,0.95689
2020,Mecklenburg-Western Pomerania,No,0.96209,312,312,0.94087,0.98332
2020,Saxony,"Yes, Regularly",0.03661,39,970,0.02479,0.04844
2020,Saxony,No,0.94883,931,970,0.93495,0.96270
2020,Saxony-Anhalt,No,0.94326,523,523,0.92341,0.96311
2020,Thuringa,No,0.97115,544,544,0.95707,0.98523
2021,Schleswig-Holstein,"Yes, Regularly",0.07990,33,416,0.05382,0.10599
2021,Schleswig-Holstein,No,0.89839,383,416,0.86932,0.92746
2021,Hamburg,No,0.83012,234,234,0.78190,0.87834
2021,Lower Saxony,"Yes, Regularly",0.10511,93,1037,0.08643,0.12379
2021,Lower Saxony,No,0.86825,944,1037,0.84766,0.88885
2021,Bremen,No,0.86727,73,73,0.78891,0.94564
2021,North Rhine-Westphalia,"Yes, Regularly",0.10575,228,2283,0.09313,0.11837
2021,North Rhine-Westphalia,"Yes, Occasionally",0.02086,52,2283,0.01500,0.02672
2021,North Rhine-Westphalia,No,0.87339,2003,2283,0.85975,0.88703
2021,Hesse,"Yes, Regularly",0.09813,71,680,0.07575,0.12051
2021,Hesse,No,0.86867,609,680,0.84326,0.89408
2021,"Rhineland-Palatinate, Saarland",No,0.89470,496,496,0.86766,0.92174
2021,Baden-Wuerttemberg,"Yes, Regularly",0.07374,90,1191,0.05889,0.08859
2021,Baden-Wuerttemberg,No,0.90209,1101,1191,0.88521,0.91898
2021,Bavaria,"Yes, Regularly",0.06027,118,1753,0.04913,0.07142
2021,Bavaria,"Yes, Occasionally",0.03016,49,1753,0.02215,0.03817
2021,Bavaria,No,0.90956,1586,1753,0.89613,0.92299
2021,Berlin,"Yes, Regularly",0.09739,55,538,0.07232,0.12247
2021,Berlin,No,0.88560,483,538,0.85868,0.91252
2021,Brandenburg,No,0.94896,413,413,0.92771,0.97021
2021,Mecklenburg-Western Pomerania,No,0.95097,239,239,0.92353,0.97840
2021,Saxony,No,0.94922,693,693,0.93286,0.96558
2021,Saxony-Anhalt,No,0.92785,348,348,0.90063,0.95508
2021,Thuringa,No,0.91394,364,364,0.88509,0.94279
2022,Schleswig-Holstein,"Yes, Regularly",0.06140,36,635,0.04272,0.08009
2022,Schleswig-Holstein,No,0.90679,599,635,0.88415,0.92942
2022,Hamburg,"Yes, Regularly",0.08678,36,430,0.06014,0.11341
2022,Hamburg,No,0.90299,394,430,0.87499,0.93100
2022,Lower Saxony,"Yes, Regularly",0.08760,127,1636,0.07390,0.10131
2022,Lower Saxony,"Yes, Occasionally",0.03053,33,1636,0.02219,0.03887
2022,Lower Saxony,No,0.88187,1476,1636,0.86622,0.89751
2022,Bremen,No,0.88157,128,128,0.82537,0.93777
2022,North Rhine-Westphalia,"Yes, Regularly",0.07606,277,3928,0.06777,0.08435
2022,North Rhine-Westphalia,"Yes, Occasionally",0.03146,103,3928,0.02600,0.03692
2022,North Rhine-Westphalia,No,0.89248,3548,3928,0.88279,0.90217
2022,Hesse,"Yes, Regularly",0.07569,94,1224,0.06086,0.09051
2022,Hesse,No,0.88726,1130,1224,0.86954,0.90499
2022,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.08095,46,871,0.06283,0.09908
2022,"Rhineland-Palatinate, Saarland",No,0.88109,825,871,0.85958,0.90260
2022,Baden-Wuerttemberg,"Yes, Regularly",0.06427,124,2294,0.05424,0.07431
2022,Baden-Wuerttemberg,"Yes, Occasionally",0.02269,51,2294,0.01660,0.02879
2022,Baden-Wuerttemberg,No,0.91303,2119,2294,0.90150,0.92457
2022,Bavaria,"Yes, Regularly",0.06737,159,3132,0.05859,0.07615
2022,Bavaria,"Yes, Occasionally",0.02556,84,3132,0.02003,0.03109
2022,Bavaria,No,0.90707,2889,3132,0.89690,0.91724
2022,Berlin,"Yes, Regularly",0.07784,81,1148,0.06234,0.09335
2022,Berlin,"Yes, Occasionally",0.03064,42,1148,0.02067,0.04061
2022,Berlin,No,0.89152,1025,1148,0.87352,0.90952
2022,Brandenburg,"Yes, Regularly",0.04178,35,722,0.02717,0.05638
2022,Brandenburg,No,0.93875,687,722,0.92124,0.95625
2022,Mecklenburg-Western Pomerania,No,0.94064,392,392,0.91722,0.96406
2022,Saxony,"Yes, Regularly",0.03378,48,1280,0.02388,0.04368
2022,Saxony,No,0.95111,1232,1280,0.93929,0.96292
2022,Saxony-Anhalt,No,0.94358,654,654,0.92588,0.96128
2022,Thuringa,No,0.93050,541,541,0.90906,0.95195
