,Unnamed: 0,year,bula_h,sampreg,pet_bird,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
44,44,2001,Brandenburg,East,No,0.90458,449,11577,0.86586,0.94932
45,45,2001,Mecklenburg-Western Pomerania,East,No,1.0,256,11577,0.9353,1.06502
46,46,2001,Saxony,East,Yes,0.09796,93,11577,0.08769,0.10933
47,47,2001,Saxony,East,No,0.90204,756,11577,0.86815,0.94706
48,48,2001,Saxony-Anhalt,East,Yes,0.10082,58,11577,0.08789,0.11617
49,49,2001,Saxony-Anhalt,East,No,0.89918,447,11577,0.85249,0.94714
50,50,2001,Thuringa,East,Yes,0.09113,50,11577,0.07868,0.1056
51,51,2001,Thuringa,East,No,0.90887,444,11577,0.85821,0.96065
52,52,2006,Schleswig-Holstein,West,No,1.0,375,12192,0.93249,1.06118
53,53,2006,Hamburg,West,No,1.0,189,12192,0.8896,1.11315
54,54,2006,Lower Saxony,West,Yes,0.06863,66,12192,0.05562,0.08124
55,55,2006,Lower Saxony,West,No,0.93137,1008,12192,0.89654,0.97258
56,56,2006,Bremen,West,No,1.0,84,12192,0.85799,1.1682
57,57,2006,North Rhine-Westphalia,West,Yes,0.04091,119,12192,0.03609,0.04627
58,58,2006,North Rhine-Westphalia,West,No,0.95909,2419,12192,0.9312,0.98857
59,59,2006,Hesse,West,Yes,0.03812,38,12192,0.02916,0.04637
60,60,2006,Hesse,West,No,0.96188,808,12192,0.92029,1.01308
61,61,2006,"Rhineland-Palatinate, Saarland",West,Yes,0.05763,42,12192,0.04625,0.06827
62,62,2006,"Rhineland-Palatinate, Saarland",West,No,0.94237,685,12192,0.89236,0.99523
63,63,2006,Baden-Wuerttemberg,West,Yes,0.05243,74,12192,0.04247,0.06232
64,64,2006,Baden-Wuerttemberg,West,No,0.94757,1399,12192,0.89789,0.98447
65,65,2006,Bavaria,West,Yes,0.03384,64,12192,0.02816,0.03994
66,66,2006,Bavaria,West,No,0.96616,1666,12192,0.93416,0.99982
67,67,2006,Berlin,West,No,1.0,261,12192,0.92953,1.07895
68,68,2006,Berlin,East,No,1.0,198,12192,0.90429,1.11994
69,69,2006,Brandenburg,East,Yes,0.07546,39,12192,0.06,0.08716
70,70,2006,Brandenburg,East,No,0.92454,493,12192,0.86422,0.98068
71,71,2006,Mecklenburg-Western Pomerania,East,No,1.0,281,12192,0.9165,1.08912
72,72,2006,Saxony,East,Yes,0.06664,70,12192,0.05736,0.08063
73,73,2006,Saxony,East,No,0.93336,807,12192,0.89114,0.98454
74,74,2006,Saxony-Anhalt,East,Yes,0.10399,46,12192,0.08113,0.13058
75,75,2006,Saxony-Anhalt,East,No,0.89601,446,12192,0.82193,0.95761
76,76,2006,Thuringa,East,Yes,0.06181,41,12192,0.04871,0.07627
77,77,2006,Thuringa,East,No,0.93819,474,12192,0.86892,1.01041
78,78,2011,Schleswig-Holstein,West,No,1.0,398,11933,0.91953,1.08828
79,79,2011,Hamburg,West,No,1.0,194,11933,0.91641,1.1023
80,80,2011,Lower Saxony,West,Yes,0.06179,54,11933,0.04679,0.0775
81,81,2011,Lower Saxony,West,No,0.93821,1033,11933,0.88938,0.98678
82,82,2011,Bremen,West,No,1.0,79,11933,0.80988,1.19564
83,83,2011,North Rhine-Westphalia,West,Yes,0.03938,100,11933,0.033,0.04636
84,84,2011,North Rhine-Westphalia,West,No,0.96062,2253,11933,0.9322,0.98816
85,85,2011,Hesse,West,No,1.0,805,11933,0.93413,1.05687
86,86,2011,"Rhineland-Palatinate, Saarland",West,No,1.0,683,11933,0.94111,1.06247
87,87,2011,Baden-Wuerttemberg,West,Yes,0.03273,49,11933,0.02562,0.04202
88,88,2011,Baden-Wuerttemberg,West,No,0.96727,1352,11933,0.91631,1.01212
89,89,2011,Bavaria,West,Yes,0.0251,56,11933,0.01787,0.03194
90,90,2011,Bavaria,West,No,0.9749,1783,11933,0.93713,1.01036
91,91,2011,Berlin,West,No,1.0,281,11933,0.90149,1.08965
92,92,2011,Berlin,East,No,1.0,215,11933,0.90364,1.0919
93,93,2011,Brandenburg,East,No,1.0,494,11933,0.92271,1.09929
94,94,2011,Mecklenburg-Western Pomerania,East,No,1.0,297,11933,0.89017,1.10036
95,95,2011,Saxony,East,Yes,0.05336,46,11933,0.03897,0.06827
96,96,2011,Saxony,East,No,0.94664,762,11933,0.89352,1.00214
97,97,2011,Saxony-Anhalt,East,Yes,0.07115,33,11933,0.05442,0.09393
98,98,2011,Saxony-Anhalt,East,No,0.92885,476,11933,0.84184,1.00824
99,99,2011,Thuringa,East,No,1.0,490,11933,0.917,1.08869
100,100,2016,Schleswig-Holstein,West,No,1.0,488,14175,0.91179,1.09023
101,101,2016,Hamburg,West,No,1.0,256,14175,0.8656,1.1146
102,102,2016,Lower Saxony,West,Yes,0.03181,46,14175,0.02083,0.04329
103,103,2016,Lower Saxony,West,No,0.96819,1302,14175,0.91017,1.03871
104,104,2016,Bremen,West,No,1.0,102,14175,0.79252,1.2522
105,105,2016,North Rhine-Westphalia,West,Yes,0.02874,85,14175,0.02195,0.03668
106,106,2016,North Rhine-Westphalia,West,No,0.97126,2822,14175,0.93081,1.01074
107,107,2016,Hesse,West,No,1.0,952,14175,0.93089,1.07084
108,108,2016,"Rhineland-Palatinate, Saarland",West,Yes,0.03783,39,14175,0.02859,0.04784
109,109,2016,"Rhineland-Palatinate, Saarland",West,No,0.96217,809,14175,0.8992,1.02813
110,110,2016,Baden-Wuerttemberg,West,Yes,0.01525,33,14175,0.01041,0.022
111,111,2016,Baden-Wuerttemberg,West,No,0.98475,1594,14175,0.93835,1.04305
112,112,2016,Bavaria,West,Yes,0.01331,45,14175,0.00916,0.01819
113,113,2016,Bavaria,West,No,0.98669,2255,14175,0.9426,1.02708
114,114,2016,Berlin,West,No,1.0,341,14175,0.9136,1.10184
115,115,2016,Berlin,East,No,1.0,259,14175,0.86259,1.11446
116,116,2016,Brandenburg,East,No,1.0,539,14175,0.88133,1.10444
117,117,2016,Mecklenburg-Western Pomerania,East,No,1.0,313,14175,0.88469,1.11194
118,118,2016,Saxony,East,Yes,0.04349,36,14175,0.03263,0.05412
119,119,2016,Saxony,East,No,0.95651,829,14175,0.88659,1.02311
120,120,2016,Saxony-Anhalt,East,No,1.0,486,14175,0.91473,1.10526
121,121,2016,Thuringa,East,Yes,0.05855,35,14175,0.04763,0.07421
122,122,2016,Thuringa,East,No,0.94145,509,14175,0.85701,1.04031
123,123,2021,Schleswig-Holstein,West,No,1.0,412,10883,0.89553,1.11026
124,124,2021,Hamburg,West,No,1.0,265,10883,0.84795,1.15226
125,125,2021,Lower Saxony,West,No,1.0,1035,10883,0.91948,1.07842
126,126,2021,Bremen,West,No,1.0,79,10883,0.74843,1.29375
127,127,2021,North Rhine-Westphalia,West,Yes,0.0186,54,10883,0.01438,0.02372
128,128,2021,North Rhine-Westphalia,West,No,0.9814,2229,10883,0.93032,1.02833
129,129,2021,Hesse,West,No,1.0,685,10883,0.91121,1.08384
130,130,2021,"Rhineland-Palatinate, Saarland",West,No,1.0,522,10883,0.90164,1.09903
131,131,2021,Baden-Wuerttemberg,West,No,1.0,1192,10883,0.93658,1.07483
132,132,2021,Bavaria,West,Yes,0.0162,34,10883,0.01007,0.02362
133,133,2021,Bavaria,West,No,0.9838,1713,10883,0.92774,1.03676
134,134,2021,Berlin,West,No,1.0,348,10883,0.88951,1.13785
135,135,2021,Berlin,East,No,1.0,195,10883,0.8094,1.1743
136,136,2021,Brandenburg,East,No,1.0,431,10883,0.90095,1.12335
137,137,2021,Mecklenburg-Western Pomerania,East,No,1.0,248,10883,0.85904,1.13993
138,138,2021,Saxony,East,No,1.0,717,10883,0.91835,1.08936
139,139,2021,Saxony-Anhalt,East,No,1.0,357,10883,0.88294,1.14169
140,140,2021,Thuringa,East,No,1.0,367,10883,0.87934,1.14531
