"year","age_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1995","35-65","(Fach-)Abitur","9.52","6.5","234","8.36","10.68"
"1995","35-65","(noch) kein Abschluss","11.78","7.5","208","10.52","13.04"
"1995","35-65","AkademikerIn","11.81","7.5","977","11.17","12.45"
"1995","35-65","Hauptschule","14.24","12.5","2073","13.78","14.7"
"1995","35-65","Realschule","12.77","9.5","974","12.14","13.4"
"1995","66 +","(Fach-)Abitur","","","","",""
"1995","66 +","(noch) kein Abschluss","","","","",""
"1995","66 +","AkademikerIn","","","","",""
"1995","66 +","Hauptschule","","","","",""
"1995","66 +","Realschule","","","","",""
"1996","17-34","(Fach-)Abitur","3.5","1.5","377","3.18","3.82"
"1996","17-34","(noch) kein Abschluss","2.65","1.5","65","1.79","3.51"
"1996","17-34","AkademikerIn","3.71","2.5","350","3.36","4.06"
"1996","17-34","Hauptschule","4.69","2.5","1013","4.45","4.93"
"1996","17-34","Realschule","4.9","3.5","1155","4.67","5.13"
"1996","35-65","(Fach-)Abitur","8.85","5.5","238","7.77","9.93"
"1996","35-65","(noch) kein Abschluss","12.09","7.5","196","10.72","13.46"
"1996","35-65","AkademikerIn","11.94","7.5","966","11.32","12.56"
"1996","35-65","Hauptschule","13.68","10.5","1991","13.21","14.15"
"1996","35-65","Realschule","13.32","10.5","1026","12.71","13.93"
"1996","66 +","(Fach-)Abitur","","","","",""
"1996","66 +","(noch) kein Abschluss","","","","",""
"1996","66 +","AkademikerIn","","","","",""
"1996","66 +","Hauptschule","","","","",""
"1996","66 +","Realschule","","","","",""
"1997","17-34","(Fach-)Abitur","3.5","2.5","388","3.18","3.82"
"1997","17-34","(noch) kein Abschluss","3.06","1.5","61","2.08","4.04"
"1997","17-34","AkademikerIn","3.56","1.5","347","3.22","3.9"
"1997","17-34","Hauptschule","4.76","2.5","934","4.5","5.02"
"1997","17-34","Realschule","5.1","3.5","1096","4.86","5.34"
"1997","35-65","(Fach-)Abitur","9.79","6.5","225","8.68","10.9"
"1997","35-65","(noch) kein Abschluss","12.49","8.5","175","11.1","13.88"
"1997","35-65","AkademikerIn","12.37","8.5","983","11.76","12.98"
"1997","35-65","Hauptschule","13.91","11.5","1864","13.43","14.39"
"1997","35-65","Realschule","12.78","8.5","1041","12.18","13.38"
"1997","66 +","(Fach-)Abitur","","","","",""
"1997","66 +","(noch) kein Abschluss","","","","",""
"1997","66 +","AkademikerIn","","","","",""
"1997","66 +","Hauptschule","","","","",""
"1997","66 +","Realschule","","","","",""
"1998","17-34","(Fach-)Abitur","3.69","2.5","415","3.36","4.02"
"1998","17-34","(noch) kein Abschluss","3.45","1.5","61","2.42","4.48"
"1998","17-34","AkademikerIn","3.32","1.5","362","2.98","3.66"
"1998","17-34","Hauptschule","4.6","2.5","916","4.32","4.88"
"1998","17-34","Realschule","4.97","3.5","1147","4.73","5.21"
"1998","35-65","(Fach-)Abitur","9.99","6.5","281","8.99","10.99"
"1998","35-65","(noch) kein Abschluss","12","8.5","166","10.55","13.45"
"1998","35-65","AkademikerIn","12.45","8.5","1087","11.88","13.02"
"1998","35-65","Hauptschule","13.94","10.5","2016","13.47","14.41"
"1998","35-65","Realschule","12.73","8.5","1207","12.18","13.28"
"1998","66 +","(Fach-)Abitur","","","","",""
"1998","66 +","(noch) kein Abschluss","","","","",""
"1998","66 +","AkademikerIn","","","","",""
"1998","66 +","Hauptschule","","","","",""
"1998","66 +","Realschule","","","","",""
"1999","17-34","(Fach-)Abitur","3.51","1.5","437","3.2","3.82"
"1999","17-34","(noch) kein Abschluss","2.74","1.5","87","1.96","3.52"
"1999","17-34","AkademikerIn","3.11","1.5","351","2.78","3.44"
"1999","17-34","Hauptschule","4.38","2.5","918","4.1","4.66"
"1999","17-34","Realschule","4.87","2.5","1136","4.63","5.11"
"1999","35-65","(Fach-)Abitur","10.59","8.5","285","9.6","11.58"
"1999","35-65","(noch) kein Abschluss","12.21","9.5","156","10.64","13.78"
"1999","35-65","AkademikerIn","12.38","8.5","1127","11.82","12.94"
"1999","35-65","Hauptschule","13.49","10.5","1998","13.02","13.96"
"1999","35-65","Realschule","12.39","8.5","1270","11.85","12.93"
"1999","66 +","(Fach-)Abitur","","","","",""
"1999","66 +","(noch) kein Abschluss","","","","",""
"1999","66 +","AkademikerIn","","","","",""
"1999","66 +","Hauptschule","","","","",""
"1999","66 +","Realschule","","","","",""
"2000","17-34","(Fach-)Abitur","3.24","1.5","765","3.01","3.47"
"2000","17-34","(noch) kein Abschluss","2.18","0.5","79","1.55","2.81"
"2000","17-34","AkademikerIn","3.21","1.5","624","2.95","3.47"
"2000","17-34","Hauptschule","4.47","2.5","1308","4.24","4.7"
"2000","17-34","Realschule","4.49","2.5","1867","4.3","4.68"
"2000","35-65","(Fach-)Abitur","10.55","7.5","658","9.87","11.23"
"2000","35-65","(noch) kein Abschluss","12.44","9.5","117","10.57","14.31"
"2000","35-65","AkademikerIn","12.39","8.5","2130","11.97","12.81"
"2000","35-65","Hauptschule","13.56","10.5","3536","13.2","13.92"
"2000","35-65","Realschule","12.14","8.5","2506","11.76","12.52"
"2000","66 +","(Fach-)Abitur","","","","",""
"2000","66 +","(noch) kein Abschluss","","","","",""
"2000","66 +","AkademikerIn","","","","",""
"2000","66 +","Hauptschule","18.25","12.5","37","13.02","23.48"
"2000","66 +","Realschule","","","","",""
"2001","17-34","(Fach-)Abitur","3.27","1.5","711","3.03","3.51"
"2001","17-34","(noch) kein Abschluss","1.73","0.5","112","1.33","2.13"
"2001","17-34","AkademikerIn","3.19","1.5","529","2.91","3.47"
"2001","17-34","Hauptschule","4.31","2.5","1096","4.06","4.56"
"2001","17-34","Realschule","4.64","2.5","1607","4.43","4.85"
"2001","35-65","(Fach-)Abitur","10.58","7.5","647","9.89","11.27"
"2001","35-65","(noch) kein Abschluss","15.7","13.5","85","13.51","17.89"
"2001","35-65","AkademikerIn","12.38","9.5","2019","11.95","12.81"
"2001","35-65","Hauptschule","13.45","10.5","3162","13.07","13.83"
"2001","35-65","Realschule","12.24","9.5","2439","11.85","12.63"
"2001","66 +","(Fach-)Abitur","","","","",""
"2001","66 +","(noch) kein Abschluss","","","","",""
"2001","66 +","AkademikerIn","","","","",""
"2001","66 +","Hauptschule","18.74","12.5","45","13.68","23.8"
"2001","66 +","Realschule","","","","",""
"2002","17-34","(Fach-)Abitur","3.31","1.5","730","3.08","3.54"
"2002","17-34","(noch) kein Abschluss","2.03","1.5","100","1.65","2.41"
"2002","17-34","AkademikerIn","3.25","1.5","525","2.98","3.52"
"2002","17-34","Hauptschule","4.46","2.5","932","4.19","4.73"
"2002","17-34","Realschule","4.65","2.5","1530","4.44","4.86"
"2002","35-65","(Fach-)Abitur","10.48","7.5","778","9.82","11.14"
"2002","35-65","(noch) kein Abschluss","14.7","11.5","73","12.19","17.21"
"2002","35-65","AkademikerIn","12.64","9.5","2823","12.27","13.01"
"2002","35-65","Hauptschule","13.57","10.5","3016","13.18","13.96"
"2002","35-65","Realschule","12.53","9.5","2608","12.14","12.92"
"2002","66 +","(Fach-)Abitur","","","","",""
"2002","66 +","(noch) kein Abschluss","","","","",""
"2002","66 +","AkademikerIn","19.92","10.5","50","15.03","24.81"
"2002","66 +","Hauptschule","19.94","14.5","43","15.31","24.57"
"2002","66 +","Realschule","","","","",""
"2003","17-34","(Fach-)Abitur","3.26","1.5","740","3.03","3.49"
"2003","17-34","(noch) kein Abschluss","2.42","0.5","83","1.83","3.01"
"2003","17-34","AkademikerIn","3.27","1.5","469","2.97","3.57"
"2003","17-34","Hauptschule","4.56","2.5","849","4.27","4.85"
"2003","17-34","Realschule","4.44","2.5","1379","4.22","4.66"
"2003","35-65","(Fach-)Abitur","10.46","7.5","748","9.8","11.12"
"2003","35-65","(noch) kein Abschluss","16.26","12.5","65","13.53","18.99"
"2003","35-65","AkademikerIn","12.72","10.5","2652","12.33","13.11"
"2003","35-65","Hauptschule","13.86","11.5","2767","13.46","14.26"
"2003","35-65","Realschule","12.74","10.5","2575","12.35","13.13"
"2003","66 +","(Fach-)Abitur","","","","",""
"2003","66 +","(noch) kein Abschluss","","","","",""
"2003","66 +","AkademikerIn","24.6","22","49","19.71","29.49"
"2003","66 +","Hauptschule","23.16","19","55","18.87","27.45"
"2003","66 +","Realschule","","","","",""
"2004","17-34","(Fach-)Abitur","3.75","2.5","723","3.51","3.99"
"2004","17-34","(noch) kein Abschluss","2.24","0.5","68","1.61","2.87"
"2004","17-34","AkademikerIn","3.22","2.5","460","2.95","3.49"
"2004","17-34","Hauptschule","4.22","2.5","758","3.94","4.5"
"2004","17-34","Realschule","4.75","2.5","1263","4.51","4.99"
"2004","35-65","(Fach-)Abitur","10.3","7.5","758","9.63","10.97"
"2004","35-65","(noch) kein Abschluss","14.33","11.5","64","11.56","17.1"
"2004","35-65","AkademikerIn","12.86","10.5","2595","12.47","13.25"
"2004","35-65","Hauptschule","14.16","11.5","2637","13.75","14.57"
"2004","35-65","Realschule","12.87","10.5","2554","12.49","13.25"
"2004","66 +","(Fach-)Abitur","","","","",""
"2004","66 +","(noch) kein Abschluss","","","","",""
"2004","66 +","AkademikerIn","24.99","23","62","20.67","29.31"
"2004","66 +","Hauptschule","18.87","13.5","60","14.71","23.03"
"2004","66 +","Realschule","","","","",""
"2005","17-34","(Fach-)Abitur","4.03","2.5","668","3.76","4.3"
"2005","17-34","(noch) kein Abschluss","3.04","1.5","68","2.33","3.75"
"2005","17-34","AkademikerIn","3.37","2.5","442","3.09","3.65"
"2005","17-34","Hauptschule","4.09","2.5","660","3.78","4.4"
"2005","17-34","Realschule","4.61","2.5","1162","4.37","4.85"
"2005","35-65","(Fach-)Abitur","10.7","7.5","755","10.03","11.37"
"2005","35-65","(noch) kein Abschluss","13.43","9.5","55","10.33","16.53"
"2005","35-65","AkademikerIn","12.6","9.5","2457","12.2","13"
"2005","35-65","Hauptschule","13.86","11.5","2455","13.44","14.28"
"2005","35-65","Realschule","13.34","11.5","2498","12.95","13.73"
"2005","66 +","(Fach-)Abitur","","","","",""
"2005","66 +","(noch) kein Abschluss","","","","",""
"2005","66 +","AkademikerIn","17.7","10.5","60","13.45","21.95"
"2005","66 +","Hauptschule","22.45","18","58","18.03","26.87"
"2005","66 +","Realschule","","","","",""
"2006","17-34","(Fach-)Abitur","3.75","2.5","664","3.48","4.02"
"2006","17-34","(noch) kein Abschluss","2.78","1.5","55","1.97","3.59"
"2006","17-34","AkademikerIn","3.23","1.5","465","2.96","3.5"
"2006","17-34","Hauptschule","4.16","2.5","644","3.85","4.47"
"2006","17-34","Realschule","4.35","2.5","1127","4.11","4.59"
"2006","35-65","(Fach-)Abitur","10.9","8.5","817","10.26","11.54"
"2006","35-65","(noch) kein Abschluss","14.96","12.5","53","11.5","18.42"
"2006","35-65","AkademikerIn","12.56","9.5","2644","12.17","12.95"
"2006","35-65","Hauptschule","13.97","11.5","2577","13.55","14.39"
"2006","35-65","Realschule","13.36","11.5","2711","12.98","13.74"
"2006","66 +","(Fach-)Abitur","","","","",""
"2006","66 +","(noch) kein Abschluss","","","","",""
"2006","66 +","AkademikerIn","21.16","13.5","67","16.91","25.41"
"2006","66 +","Hauptschule","24.38","22.5","81","20.87","27.89"
"2006","66 +","Realschule","","","","",""
"2007","17-34","(Fach-)Abitur","3.44","1.5","653","3.19","3.69"
"2007","17-34","(noch) kein Abschluss","3.17","1.5","49","2.34","4"
"2007","17-34","AkademikerIn","3.38","2.5","472","3.1","3.66"
"2007","17-34","Hauptschule","4.16","2.5","607","3.83","4.49"
"2007","17-34","Realschule","4.3","2.5","1009","4.04","4.56"
"2007","35-65","(Fach-)Abitur","11.25","8.5","809","10.6","11.9"
"2007","35-65","(noch) kein Abschluss","15.68","13.5","45","11.5","19.86"
"2007","35-65","AkademikerIn","12.38","9.5","2503","11.98","12.78"
"2007","35-65","Hauptschule","14.39","11.5","2374","13.95","14.83"
"2007","35-65","Realschule","13.45","11.5","2646","13.06","13.84"
"2007","66 +","(Fach-)Abitur","","","","",""
"2007","66 +","(noch) kein Abschluss","","","","",""
"2007","66 +","AkademikerIn","21.08","15.5","77","17.42","24.74"
"2007","66 +","Hauptschule","20.26","16","73","16.73","23.79"
"2007","66 +","Realschule","","","","",""
"2008","17-34","(Fach-)Abitur","3.34","1.5","601","3.07","3.61"
"2008","17-34","(noch) kein Abschluss","2.99","1.5","52","2.33","3.65"
"2008","17-34","AkademikerIn","3.14","1.5","448","2.85","3.43"
"2008","17-34","Hauptschule","4.35","2.5","525","3.98","4.72"
"2008","17-34","Realschule","4.38","2.5","968","4.12","4.64"
"2008","35-65","(Fach-)Abitur","11.08","8.5","788","10.42","11.74"
"2008","35-65","(noch) kein Abschluss","12.17","4.5","46","8.34","16"
"2008","35-65","AkademikerIn","12.51","9.5","2361","12.1","12.92"
"2008","35-65","Hauptschule","14.35","11.5","2251","13.89","14.81"
"2008","35-65","Realschule","13.54","11.5","2538","13.14","13.94"
"2008","66 +","(Fach-)Abitur","","","","",""
"2008","66 +","(noch) kein Abschluss","","","","",""
"2008","66 +","AkademikerIn","23.48","19.5","81","19.88","27.08"
"2008","66 +","Hauptschule","22.16","17.5","83","18.68","25.64"
"2008","66 +","Realschule","","","","",""
"2009","17-34","(Fach-)Abitur","3.25","1.5","551","2.97","3.53"
"2009","17-34","(noch) kein Abschluss","3.01","1.5","54","2.33","3.69"
"2009","17-34","AkademikerIn","2.77","1.5","460","2.51","3.03"
"2009","17-34","Hauptschule","4.68","2.5","433","4.28","5.08"
"2009","17-34","Realschule","4.41","2.5","861","4.13","4.69"
"2009","35-65","(Fach-)Abitur","11.6","9.5","734","10.9","12.3"
"2009","35-65","(noch) kein Abschluss","11.14","4.5","39","7.08","15.2"
"2009","35-65","AkademikerIn","12.51","9.5","2213","12.08","12.94"
"2009","35-65","Hauptschule","14.78","12.5","2021","14.29","15.27"
"2009","35-65","Realschule","13.94","11.5","2434","13.52","14.36"
"2009","66 +","(Fach-)Abitur","","","","",""
"2009","66 +","(noch) kein Abschluss","","","","",""
"2009","66 +","AkademikerIn","22.49","17.5","94","19.07","25.91"
"2009","66 +","Hauptschule","21.72","18","92","18.51","24.93"
"2009","66 +","Realschule","18.15","7","33","12.74","23.56"
"2010","17-34","(Fach-)Abitur","3.53","1.5","743","3.27","3.79"
"2010","17-34","(noch) kein Abschluss","2.88","1.5","88","2.42","3.34"
"2010","17-34","AkademikerIn","3.09","1.5","659","2.85","3.33"
"2010","17-34","Hauptschule","4.54","2.5","717","4.23","4.85"
"2010","17-34","Realschule","4.5","2.5","1287","4.26","4.74"
"2010","35-65","(Fach-)Abitur","11.74","9.5","1167","11.2","12.28"
"2010","35-65","(noch) kein Abschluss","13.68","6.5","70","11.18","16.18"
"2010","35-65","AkademikerIn","12.68","9.5","2949","12.33","13.03"
"2010","35-65","Hauptschule","15","12.5","2541","14.58","15.42"
"2010","35-65","Realschule","14.13","11.5","3254","13.78","14.48"
"2010","66 +","(Fach-)Abitur","","","","",""
"2010","66 +","(noch) kein Abschluss","","","","",""
"2010","66 +","AkademikerIn","17.86","12.5","89","14.45","21.27"
"2010","66 +","Hauptschule","20.68","19","82","17.37","23.99"
"2010","66 +","Realschule","","","","",""
"2011","17-34","(Fach-)Abitur","3.62","2.5","796","3.37","3.87"
"2011","17-34","(noch) kein Abschluss","2.13","0.5","107","1.73","2.53"
"2011","17-34","AkademikerIn","2.81","1.5","743","2.58","3.04"
"2011","17-34","Hauptschule","4.42","2.5","776","4.12","4.72"
"2011","17-34","Realschule","4.22","2.5","1393","3.99","4.45"
"2011","35-65","(Fach-)Abitur","11.89","9.5","1501","11.41","12.37"
"2011","35-65","(noch) kein Abschluss","11.02","6.5","108","9.08","12.96"
"2011","35-65","AkademikerIn","12.99","10.5","3568","12.67","13.31"
"2011","35-65","Hauptschule","14.73","12.5","3066","14.34","15.12"
"2011","35-65","Realschule","14.04","11.5","4065","13.72","14.36"
"2011","66 +","(Fach-)Abitur","","","","",""
"2011","66 +","(noch) kein Abschluss","","","","",""
"2011","66 +","AkademikerIn","20.49","16.5","90","17.03","23.95"
"2011","66 +","Hauptschule","21.66","19.5","91","18.38","24.94"
"2011","66 +","Realschule","22.82","22.5","30","16.55","29.09"
"2012","17-34","(Fach-)Abitur","3.43","1.5","813","3.18","3.68"
"2012","17-34","(noch) kein Abschluss","2.3","0.5","129","1.94","2.66"
"2012","17-34","AkademikerIn","2.98","1.5","686","2.75","3.21"
"2012","17-34","Hauptschule","4.24","2.5","760","3.96","4.52"
"2012","17-34","Realschule","4.37","2.5","1266","4.13","4.61"
"2012","35-65","(Fach-)Abitur","11.69","10.5","1561","11.23","12.15"
"2012","35-65","(noch) kein Abschluss","12.89","8.5","112","10.93","14.85"
"2012","35-65","AkademikerIn","13.11","10.5","3527","12.79","13.43"
"2012","35-65","Hauptschule","14.83","12.5","3029","14.43","15.23"
"2012","35-65","Realschule","14.29","11.5","4083","13.96","14.62"
"2012","66 +","(Fach-)Abitur","","","","",""
"2012","66 +","(noch) kein Abschluss","","","","",""
"2012","66 +","AkademikerIn","18.12","15.5","106","15.3","20.94"
"2012","66 +","Hauptschule","17.68","12.5","113","15.16","20.2"
"2012","66 +","Realschule","17.5","8.5","42","12.69","22.31"
"2013","17-34","(Fach-)Abitur","3.4","1.5","1041","3.2","3.6"
"2013","17-34","(noch) kein Abschluss","1.68","0.5","185","1.39","1.97"
"2013","17-34","AkademikerIn","3.06","1.5","911","2.87","3.25"
