,Unnamed: 0,year,bula_h,quintil_oecd_hh,hlc0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
169,169,2018,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,192,14960,0.85449,1.19399
170,170,2018,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,193,14960,0.84091,1.15705
171,171,2018,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,160,14960,0.85065,1.13901
172,172,2018,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,169,14960,0.85029,1.16557
173,173,2018,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,154,14960,0.8306,1.14751
174,174,2018,Baden-Wuerttemberg,1st Quintile,No,1.0,193,14960,0.86032,1.12499
175,175,2018,Baden-Wuerttemberg,2nd Quintile,No,1.0,305,14960,0.88893,1.09993
176,176,2018,Baden-Wuerttemberg,3rd Quintile,No,1.0,301,14960,0.89305,1.10594
177,177,2018,Baden-Wuerttemberg,4th Quintile,No,1.0,371,14960,0.88452,1.10119
178,178,2018,Baden-Wuerttemberg,5th Quintile,No,1.0,404,14960,0.88984,1.09642
179,179,2018,Bavaria,1st Quintile,No,1.0,384,14960,0.88916,1.08943
180,180,2018,Bavaria,2nd Quintile,No,1.0,462,14960,0.88584,1.10576
181,181,2018,Bavaria,3rd Quintile,No,1.0,430,14960,0.91472,1.0895
182,182,2018,Bavaria,4th Quintile,No,1.0,503,14960,0.90608,1.09135
183,183,2018,Bavaria,5th Quintile,No,1.0,553,14960,0.91213,1.08636
184,184,2018,Berlin,1st Quintile,No,1.0,176,14960,0.85127,1.16218
185,185,2018,Berlin,2nd Quintile,No,1.0,135,14960,0.85099,1.15376
186,186,2018,Berlin,3rd Quintile,No,1.0,113,14960,0.83166,1.16834
187,187,2018,Berlin,4th Quintile,No,1.0,119,14960,0.83377,1.1453
188,188,2018,Berlin,5th Quintile,No,1.0,116,14960,0.86421,1.18561
189,189,2018,Brandenburg,1st Quintile,No,1.0,180,14960,0.82005,1.17082
190,190,2018,Brandenburg,2nd Quintile,No,1.0,166,14960,0.87244,1.18401
191,191,2018,Brandenburg,3rd Quintile,No,1.0,141,14960,0.82394,1.22291
192,192,2018,Brandenburg,4th Quintile,No,1.0,80,14960,0.76327,1.21231
193,193,2018,Brandenburg,5th Quintile,No,1.0,63,14960,0.77452,1.25779
194,194,2018,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,121,14960,0.82376,1.23069
195,195,2018,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,108,14960,0.85095,1.18696
196,196,2018,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,60,14960,0.75788,1.35582
197,197,2018,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,48,14960,0.72004,1.207
198,198,2018,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,34,14960,0.65328,1.45389
199,199,2018,Saxony,1st Quintile,No,1.0,219,14960,0.87881,1.17482
200,200,2018,Saxony,2nd Quintile,No,1.0,301,14960,0.90084,1.09021
201,201,2018,Saxony,3rd Quintile,No,1.0,210,14960,0.8235,1.17095
202,202,2018,Saxony,4th Quintile,No,1.0,130,14960,0.81702,1.18657
203,203,2018,Saxony,5th Quintile,No,1.0,97,14960,0.75381,1.23583
204,204,2018,Saxony-Anhalt,1st Quintile,No,1.0,182,14960,0.82467,1.20962
205,205,2018,Saxony-Anhalt,2nd Quintile,No,1.0,144,14960,0.85833,1.16708
206,206,2018,Saxony-Anhalt,3rd Quintile,No,1.0,112,14960,0.83219,1.18828
207,207,2018,Saxony-Anhalt,4th Quintile,No,1.0,70,14960,0.81166,1.25062
208,208,2018,Saxony-Anhalt,5th Quintile,No,1.0,56,14960,0.77256,1.18634
209,209,2018,Thuringa,1st Quintile,No,1.0,145,14960,0.8182,1.21358
210,210,2018,Thuringa,2nd Quintile,No,1.0,170,14960,0.85905,1.15344
211,211,2018,Thuringa,3rd Quintile,No,1.0,106,14960,0.82286,1.22425
212,212,2018,Thuringa,4th Quintile,No,1.0,85,14960,0.75624,1.32141
213,213,2018,Thuringa,5th Quintile,No,1.0,58,14960,0.68021,1.31074
214,214,2019,Schleswig-Holstein,1st Quintile,No,1.0,100,15574,0.78366,1.23966
215,215,2019,Schleswig-Holstein,2nd Quintile,No,1.0,107,15574,0.80665,1.22966
216,216,2019,Schleswig-Holstein,3rd Quintile,No,1.0,120,15574,0.81788,1.20083
217,217,2019,Schleswig-Holstein,4th Quintile,No,1.0,100,15574,0.7546,1.24932
218,218,2019,Schleswig-Holstein,5th Quintile,No,1.0,145,15574,0.81143,1.22861
219,219,2019,Hamburg,1st Quintile,No,1.0,70,15574,0.80288,1.24529
220,220,2019,Hamburg,2nd Quintile,No,1.0,52,15574,0.67827,1.27938
221,221,2019,Hamburg,3rd Quintile,No,1.0,50,15574,0.77438,1.25448
222,222,2019,Hamburg,4th Quintile,No,1.0,58,15574,0.78489,1.24986
223,223,2019,Hamburg,5th Quintile,No,1.0,117,15574,0.76083,1.27541
224,224,2019,Lower Saxony,1st Quintile,No,1.0,270,15574,0.88294,1.13817
225,225,2019,Lower Saxony,2nd Quintile,No,1.0,282,15574,0.87272,1.13715
226,226,2019,Lower Saxony,3rd Quintile,No,1.0,260,15574,0.87131,1.11026
227,227,2019,Lower Saxony,4th Quintile,No,1.0,295,15574,0.88398,1.12004
228,228,2019,Lower Saxony,5th Quintile,No,1.0,349,15574,0.87718,1.12827
229,229,2019,Bremen,1st Quintile,No,1.0,33,15574,0.70614,1.34939
230,230,2019,North Rhine-Westphalia,1st Quintile,No,1.0,620,15574,0.90034,1.09572
231,231,2019,North Rhine-Westphalia,2nd Quintile,No,1.0,587,15574,0.91592,1.08686
232,232,2019,North Rhine-Westphalia,3rd Quintile,No,1.0,527,15574,0.91205,1.10388
233,233,2019,North Rhine-Westphalia,4th Quintile,No,1.0,570,15574,0.91055,1.09417
234,234,2019,North Rhine-Westphalia,5th Quintile,Yes,0.02303,35,15574,0.01295,0.03475
235,235,2019,North Rhine-Westphalia,5th Quintile,No,0.97697,881,15574,0.87446,1.07096
236,236,2019,Hesse,1st Quintile,No,1.0,153,15574,0.82297,1.16295
237,237,2019,Hesse,2nd Quintile,No,1.0,159,15574,0.82568,1.16902
238,238,2019,Hesse,3rd Quintile,No,1.0,176,15574,0.87627,1.16106
239,239,2019,Hesse,4th Quintile,No,1.0,199,15574,0.83646,1.16369
240,240,2019,Hesse,5th Quintile,No,1.0,363,15574,0.86432,1.15646
241,241,2019,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,180,15574,0.82556,1.15553
242,242,2019,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,169,15574,0.84648,1.16501
243,243,2019,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,150,15574,0.8223,1.1817
244,244,2019,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,157,15574,0.85765,1.14365
245,245,2019,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,237,15574,0.84121,1.19213
246,246,2019,Baden-Wuerttemberg,1st Quintile,No,1.0,206,15574,0.8638,1.14216
247,247,2019,Baden-Wuerttemberg,2nd Quintile,No,1.0,229,15574,0.83029,1.11824
248,248,2019,Baden-Wuerttemberg,3rd Quintile,No,1.0,285,15574,0.89885,1.13657
249,249,2019,Baden-Wuerttemberg,4th Quintile,No,1.0,356,15574,0.86672,1.08892
250,250,2019,Baden-Wuerttemberg,5th Quintile,No,1.0,553,15574,0.87811,1.11572
251,251,2019,Bavaria,1st Quintile,No,1.0,326,15574,0.89077,1.10688
252,252,2019,Bavaria,2nd Quintile,No,1.0,430,15574,0.8931,1.13814
253,253,2019,Bavaria,3rd Quintile,No,1.0,454,15574,0.91443,1.09973
254,254,2019,Bavaria,4th Quintile,No,1.0,507,15574,0.91735,1.10932
255,255,2019,Bavaria,5th Quintile,No,1.0,729,15574,0.8892,1.11318
256,256,2019,Berlin,1st Quintile,No,1.0,154,15574,0.82415,1.16576
257,257,2019,Berlin,2nd Quintile,No,1.0,124,15574,0.81031,1.22579
258,258,2019,Berlin,3rd Quintile,No,1.0,125,15574,0.87079,1.16016
259,259,2019,Berlin,4th Quintile,No,1.0,121,15574,0.81425,1.23198
260,260,2019,Berlin,5th Quintile,No,1.0,171,15574,0.79868,1.19832
261,261,2019,Brandenburg,1st Quintile,No,1.0,169,15574,0.82537,1.14923
262,262,2019,Brandenburg,2nd Quintile,No,1.0,147,15574,0.80282,1.21046
263,263,2019,Brandenburg,3rd Quintile,No,1.0,137,15574,0.83414,1.2268
264,264,2019,Brandenburg,4th Quintile,No,1.0,113,15574,0.80871,1.23778
265,265,2019,Brandenburg,5th Quintile,No,1.0,138,15574,0.75856,1.30942
266,266,2019,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,107,15574,0.81599,1.19554
267,267,2019,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,87,15574,0.77921,1.30458
268,268,2019,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,80,15574,0.74435,1.27494
269,269,2019,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,50,15574,0.74173,1.27243
270,270,2019,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,70,15574,0.6847,1.40591
271,271,2019,Saxony,1st Quintile,No,1.0,201,15574,0.85818,1.13492
272,272,2019,Saxony,2nd Quintile,No,1.0,247,15574,0.84668,1.1252
273,273,2019,Saxony,3rd Quintile,No,1.0,222,15574,0.8429,1.14509
274,274,2019,Saxony,4th Quintile,No,1.0,157,15574,0.83648,1.18554
275,275,2019,Saxony,5th Quintile,No,1.0,184,15574,0.80313,1.29502
276,276,2019,Saxony-Anhalt,1st Quintile,No,1.0,143,15574,0.80586,1.26411
277,277,2019,Saxony-Anhalt,2nd Quintile,No,1.0,133,15574,0.83795,1.20388
278,278,2019,Saxony-Anhalt,3rd Quintile,No,1.0,98,15574,0.7736,1.2502
279,279,2019,Saxony-Anhalt,4th Quintile,No,1.0,77,15574,0.78711,1.22538
280,280,2019,Saxony-Anhalt,5th Quintile,No,1.0,106,15574,0.76517,1.25017
281,281,2019,Thuringa,1st Quintile,No,1.0,123,15574,0.78418,1.19278
282,282,2019,Thuringa,2nd Quintile,No,1.0,142,15574,0.84131,1.18276
283,283,2019,Thuringa,3rd Quintile,No,1.0,124,15574,0.79982,1.20751
284,284,2019,Thuringa,4th Quintile,No,1.0,79,15574,0.68057,1.38162
285,285,2019,Thuringa,5th Quintile,No,1.0,99,15574,0.59098,1.50717
286,286,2020,Schleswig-Holstein,1st Quintile,No,1.0,101,15743,0.81772,1.26465
287,287,2020,Schleswig-Holstein,2nd Quintile,No,1.0,108,15743,0.81313,1.21236
288,288,2020,Schleswig-Holstein,3rd Quintile,No,1.0,100,15743,0.7887,1.20582
289,289,2020,Schleswig-Holstein,4th Quintile,No,1.0,101,15743,0.81057,1.22503
290,290,2020,Schleswig-Holstein,5th Quintile,No,1.0,120,15743,0.79362,1.19795
291,291,2020,Hamburg,1st Quintile,No,1.0,67,15743,0.76551,1.20734
292,292,2020,Hamburg,2nd Quintile,No,1.0,55,15743,0.75047,1.23391
293,293,2020,Hamburg,3rd Quintile,No,1.0,63,15743,0.75217,1.24455
294,294,2020,Hamburg,4th Quintile,No,1.0,59,15743,0.74255,1.28484
295,295,2020,Hamburg,5th Quintile,No,1.0,101,15743,0.7454,1.27131
296,296,2020,Lower Saxony,1st Quintile,No,1.0,322,15743,0.86154,1.10774
297,297,2020,Lower Saxony,2nd Quintile,No,1.0,305,15743,0.87697,1.14581
298,298,2020,Lower Saxony,3rd Quintile,No,1.0,247,15743,0.87243,1.12451
299,299,2020,Lower Saxony,4th Quintile,No,1.0,252,15743,0.8743,1.13215
300,300,2020,Lower Saxony,5th Quintile,No,1.0,322,15743,0.88995,1.11207
301,301,2020,Bremen,1st Quintile,No,1.0,43,15743,0.64732,1.35721
302,302,2020,North Rhine-Westphalia,1st Quintile,No,1.0,781,15743,0.89709,1.1296
303,303,2020,North Rhine-Westphalia,2nd Quintile,No,1.0,659,15743,0.91054,1.09725
304,304,2020,North Rhine-Westphalia,3rd Quintile,No,1.0,555,15743,0.9145,1.09567
305,305,2020,North Rhine-Westphalia,4th Quintile,No,1.0,567,15743,0.90013,1.10428
306,306,2020,North Rhine-Westphalia,5th Quintile,Yes,0.03776,31,15743,0.02228,0.05188
307,307,2020,North Rhine-Westphalia,5th Quintile,No,0.96224,741,15743,0.86831,1.04692
308,308,2020,Hesse,1st Quintile,No,1.0,202,15743,0.8354,1.2044
309,309,2020,Hesse,2nd Quintile,No,1.0,176,15743,0.77327,1.2084
310,310,2020,Hesse,3rd Quintile,No,1.0,207,15743,0.85366,1.16334
