year,bula_h,rentown,hlc0180,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2016,Saxony,Tenant,No,1.00000,545,14060,0,0.92790,0,1.10195
2016,Saxony-Anhalt,Owner,No,1.00000,205,14060,0,0.87976,0,1.14239
2016,Saxony-Anhalt,Tenant,No,1.00000,296,14060,0,0.88878,0,1.14276
2016,Thuringa,Owner,No,1.00000,235,14060,0,0.84282,0,1.13209
2016,Thuringa,Tenant,No,1.00000,296,14060,0,0.87719,0,1.13016
2017,Schleswig-Holstein,Owner,No,1.00000,273,15391,0,0.86359,0,1.12438
2017,Schleswig-Holstein,Tenant,No,1.00000,275,15391,0,0.87530,0,1.15005
2017,Hamburg,Owner,No,1.00000,79,15391,0,0.76139,0,1.22139
2017,Hamburg,Tenant,No,1.00000,205,15391,0,0.89599,0,1.13849
2017,Lower Saxony,Owner,No,1.00000,788,15391,0,0.93992,0,1.06617
2017,Lower Saxony,Tenant,No,1.00000,715,15391,0,0.90958,0,1.08605
2017,Bremen,Owner,No,1.00000,43,15391,0,0.67809,0,1.36019
2017,Bremen,Tenant,No,1.00000,82,15391,0,0.79980,0,1.24933
2017,North Rhine-Westphalia,Owner,Yes,0.01371,31,15391,0,0.00925,0,0.01953
2017,North Rhine-Westphalia,Owner,No,0.98629,1368,15391,0,0.93851,0,1.03581
2017,North Rhine-Westphalia,Tenant,No,1.00000,1761,15391,0,0.94854,0,1.05479
2017,Hesse,Owner,No,1.00000,459,15391,0,0.90732,0,1.09209
2017,Hesse,Tenant,No,1.00000,566,15391,0,0.92060,0,1.07656
2017,"Rhineland-Palatinate, Saarland",Owner,No,1.00000,457,15391,0,0.93223,0,1.09620
2017,"Rhineland-Palatinate, Saarland",Tenant,No,1.00000,405,15391,0,0.92443,0,1.09439
2017,Baden-Wuerttemberg,Owner,Yes,0.01975,35,15391,0,0.01338,0,0.03019
2017,Baden-Wuerttemberg,Owner,No,0.98025,887,15391,0,0.91603,0,1.04731
2017,Baden-Wuerttemberg,Tenant,No,1.00000,781,15391,0,0.92906,0,1.07089
2017,Bavaria,Owner,Yes,0.02304,43,15391,0,0.01554,0,0.03327
2017,Bavaria,Owner,No,0.97696,1151,15391,0,0.90797,0,1.02681
2017,Bavaria,Tenant,Yes,0.02895,43,15391,0,0.02062,0,0.04169
2017,Bavaria,Tenant,No,0.97105,1262,15391,0,0.92064,0,1.03571
2017,Berlin,Owner,No,1.00000,106,15391,0,0.83860,0,1.17286
2017,Berlin,Tenant,No,1.00000,524,15391,0,0.91736,0,1.08851
2017,Brandenburg,Owner,No,1.00000,270,15391,0,0.90041,0,1.11759
2017,Brandenburg,Tenant,No,1.00000,332,15391,0,0.89136,0,1.12808
2017,Mecklenburg-Western Pomerania,Owner,No,1.00000,124,15391,0,0.80396,0,1.22452
2017,Mecklenburg-Western Pomerania,Tenant,No,1.00000,232,15391,0,0.86112,0,1.16370
2017,Saxony,Owner,No,1.00000,349,15391,0,0.88717,0,1.11505
2017,Saxony,Tenant,No,1.00000,608,15391,0,0.91711,0,1.09487
2017,Saxony-Anhalt,Owner,No,1.00000,232,15391,0,0.88298,0,1.15236
2017,Saxony-Anhalt,Tenant,No,1.00000,324,15391,0,0.86934,0,1.10701
2017,Thuringa,Owner,No,1.00000,262,15391,0,0.86987,0,1.12575
2017,Thuringa,Tenant,No,1.00000,319,15391,0,0.88894,0,1.11874
2018,Schleswig-Holstein,Owner,No,1.00000,262,15152,0,0.88277,0,1.14258
2018,Schleswig-Holstein,Tenant,No,1.00000,280,15152,0,0.86448,0,1.12395
2018,Hamburg,Owner,No,1.00000,74,15152,0,0.79113,0,1.24505
2018,Hamburg,Tenant,No,1.00000,241,15152,0,0.88629,0,1.14503
2018,Lower Saxony,Owner,No,1.00000,743,15152,0,0.92977,0,1.07451
2018,Lower Saxony,Tenant,No,1.00000,696,15152,0,0.91758,0,1.07864
2018,Bremen,Owner,No,1.00000,52,15152,0,0.64378,0,1.38354
2018,Bremen,Tenant,No,1.00000,81,15152,0,0.80252,0,1.26110
2018,North Rhine-Westphalia,Owner,No,1.00000,1315,15152,0,0.94647,0,1.06051
2018,North Rhine-Westphalia,Tenant,Yes,0.02222,48,15152,0,0.01658,0,0.02809
2018,North Rhine-Westphalia,Tenant,No,0.97778,1795,15152,0,0.92479,0,1.02953
2018,Hesse,Owner,No,1.00000,432,15152,0,0.91558,0,1.08817
2018,Hesse,Tenant,No,1.00000,538,15152,0,0.92282,0,1.09898
2018,"Rhineland-Palatinate, Saarland",Owner,No,1.00000,440,15152,0,0.91265,0,1.10645
2018,"Rhineland-Palatinate, Saarland",Tenant,No,1.00000,429,15152,0,0.89030,0,1.11608
2018,Baden-Wuerttemberg,Owner,No,1.00000,845,15152,0,0.92748,0,1.05761
2018,Baden-Wuerttemberg,Tenant,No,1.00000,729,15152,0,0.93132,0,1.07759
2018,Bavaria,Owner,Yes,0.02141,37,15152,0,0.01429,0,0.02941
2018,Bavaria,Owner,No,0.97859,1113,15152,0,0.91693,0,1.05186
2018,Bavaria,Tenant,Yes,0.02060,38,15152,0,0.01484,0,0.02642
2018,Bavaria,Tenant,No,0.97940,1219,15152,0,0.92570,0,1.04296
2018,Berlin,Owner,No,1.00000,107,15152,0,0.85868,0,1.17463
2018,Berlin,Tenant,No,1.00000,552,15152,0,0.92275,0,1.06675
2018,Brandenburg,Owner,No,1.00000,262,15152,0,0.87132,0,1.11961
2018,Brandenburg,Tenant,No,1.00000,368,15152,0,0.88501,0,1.11521
2018,Mecklenburg-Western Pomerania,Owner,No,1.00000,121,15152,0,0.81792,0,1.15568
2018,Mecklenburg-Western Pomerania,Tenant,No,1.00000,250,15152,0,0.89360,0,1.14225
2018,Saxony,Owner,No,1.00000,337,15152,0,0.89038,0,1.11963
2018,Saxony,Tenant,No,1.00000,620,15152,0,0.92581,0,1.09491
2018,Saxony-Anhalt,Owner,No,1.00000,221,15152,0,0.86496,0,1.15077
2018,Saxony-Anhalt,Tenant,No,1.00000,343,15152,0,0.86470,0,1.11593
2018,Thuringa,Owner,No,1.00000,239,15152,0,0.86036,0,1.17855
2018,Thuringa,Tenant,No,1.00000,325,15152,0,0.89059,0,1.11448
2019,Schleswig-Holstein,Owner,No,1.00000,326,15877,0,0.86554,0,1.12414
2019,Schleswig-Holstein,Tenant,No,1.00000,246,15877,0,0.87264,0,1.13329
2019,Hamburg,Owner,No,1.00000,108,15877,0,0.77301,0,1.28655
2019,Hamburg,Tenant,No,1.00000,239,15877,0,0.84835,0,1.13086
2019,Lower Saxony,Owner,No,1.00000,806,15877,0,0.92077,0,1.07968
2019,Lower Saxony,Tenant,No,1.00000,650,15877,0,0.92632,0,1.08220
2019,Bremen,Owner,No,1.00000,47,15877,0,0.62274,0,1.41791
2019,Bremen,Tenant,No,1.00000,78,15877,0,0.79728,0,1.22858
2019,North Rhine-Westphalia,Owner,Yes,0.01346,44,15877,0,0.00821,0,0.02026
2019,North Rhine-Westphalia,Owner,No,0.98654,1519,15877,0,0.93344,0,1.05375
2019,North Rhine-Westphalia,Tenant,Yes,0.02103,47,15877,0,0.01287,0,0.03048
2019,North Rhine-Westphalia,Tenant,No,0.97897,1666,15877,0,0.91760,0,1.03762
2019,Hesse,Owner,No,1.00000,523,15877,0,0.90367,0,1.12062
2019,Hesse,Tenant,No,1.00000,527,15877,0,0.91591,0,1.09055
2019,"Rhineland-Palatinate, Saarland",Owner,No,1.00000,489,15877,0,0.89404,0,1.08958
2019,"Rhineland-Palatinate, Saarland",Tenant,No,1.00000,404,15877,0,0.89385,0,1.10247
2019,Baden-Wuerttemberg,Owner,Yes,0.02907,41,15877,0,0.02158,0,0.03710
2019,Baden-Wuerttemberg,Owner,No,0.97093,926,15877,0,0.89201,0,1.05268
2019,Baden-Wuerttemberg,Tenant,No,1.00000,703,15877,0,0.92568,0,1.08207
2019,Bavaria,Owner,Yes,0.01651,40,15877,0,0.00849,0,0.02545
2019,Bavaria,Owner,No,0.98349,1281,15877,0,0.92190,0,1.04610
2019,Bavaria,Tenant,Yes,0.02956,39,15877,0,0.01951,0,0.04066
2019,Bavaria,Tenant,No,0.97044,1166,15877,0,0.89870,0,1.03597
2019,Berlin,Owner,No,1.00000,146,15877,0,0.81864,0,1.21684
2019,Berlin,Tenant,Yes,0.02912,31,15877,0,0.02075,0,0.03772
2019,Berlin,Tenant,No,0.97088,550,15877,0,0.88069,0,1.05907
2019,Brandenburg,Owner,No,1.00000,351,15877,0,0.86829,0,1.13681
2019,Brandenburg,Tenant,No,1.00000,354,15877,0,0.85840,0,1.12841
2019,Mecklenburg-Western Pomerania,Owner,No,1.00000,163,15877,0,0.74213,0,1.23376
2019,Mecklenburg-Western Pomerania,Tenant,No,1.00000,231,15877,0,0.85889,0,1.14902
2019,Saxony,Owner,No,1.00000,418,15877,0,0.85521,0,1.13393
2019,Saxony,Tenant,No,1.00000,594,15877,0,0.92063,0,1.08997
2019,Saxony-Anhalt,Owner,No,1.00000,256,15877,0,0.83921,0,1.16280
2019,Saxony-Anhalt,Tenant,No,1.00000,301,15877,0,0.85843,0,1.14344
2019,Thuringa,Owner,No,1.00000,274,15877,0,0.81765,0,1.20540
2019,Thuringa,Tenant,No,1.00000,293,15877,0,0.88634,0,1.11960
2020,Schleswig-Holstein,Owner,No,1.00000,282,16006,0,0.87427,0,1.10569
2020,Schleswig-Holstein,Tenant,No,1.00000,248,16006,0,0.85318,0,1.14463
2020,Hamburg,Owner,No,1.00000,94,16006,0,0.73882,0,1.27515
2020,Hamburg,Tenant,No,1.00000,252,16006,0,0.87110,0,1.13013
2020,Lower Saxony,Owner,No,1.00000,722,16006,0,0.91580,0,1.08917
2020,Lower Saxony,Tenant,No,1.00000,731,16006,0,0.90920,0,1.07310
2020,Bremen,Owner,No,1.00000,45,16006,0,0.69359,0,1.38566
2020,Bremen,Tenant,No,1.00000,90,16006,0,0.72340,0,1.27733
2020,North Rhine-Westphalia,Owner,Yes,0.01714,34,16006,0,0.01121,0,0.02360
2020,North Rhine-Westphalia,Owner,No,0.98286,1320,16006,0,0.91920,0,1.04046
2020,North Rhine-Westphalia,Tenant,Yes,0.02251,50,16006,0,0.01565,0,0.02946
2020,North Rhine-Westphalia,Tenant,No,0.97749,1991,16006,0,0.92581,0,1.04040
2020,Hesse,Owner,No,1.00000,454,16006,0,0.89959,0,1.11752
2020,Hesse,Tenant,No,1.00000,615,16006,0,0.90562,0,1.09325
2020,"Rhineland-Palatinate, Saarland",Owner,No,1.00000,428,16006,0,0.89866,0,1.09992
2020,"Rhineland-Palatinate, Saarland",Tenant,No,1.00000,419,16006,0,0.88585,0,1.13131
2020,Baden-Wuerttemberg,Owner,Yes,0.02285,32,16006,0,0.01553,0,0.03296
2020,Baden-Wuerttemberg,Owner,No,0.97715,845,16006,0,0.91707,0,1.04867
2020,Baden-Wuerttemberg,Tenant,No,1.00000,841,16006,0,0.91420,0,1.07946
2020,Bavaria,Owner,Yes,0.02454,50,16006,0,0.01720,0,0.03318
2020,Bavaria,Owner,No,0.97546,1122,16006,0,0.90924,0,1.04625
2020,Bavaria,Tenant,Yes,0.02671,45,16006,0,0.01966,0,0.03565
2020,Bavaria,Tenant,No,0.97329,1414,16006,0,0.91154,0,1.04066
2020,Berlin,Owner,No,1.00000,130,16006,0,0.82128,0,1.23716
2020,Berlin,Tenant,No,1.00000,691,16006,0,0.90813,0,1.08938
2020,Brandenburg,Owner,No,1.00000,321,16006,0,0.89813,0,1.11862
2020,Brandenburg,Tenant,No,1.00000,343,16006,0,0.85070,0,1.15560
2020,Mecklenburg-Western Pomerania,Owner,No,1.00000,118,16006,0,0.78752,0,1.24381
2020,Mecklenburg-Western Pomerania,Tenant,No,1.00000,211,16006,0,0.86814,0,1.13910
2020,Saxony,Owner,No,1.00000,365,16006,0,0.87643,0,1.15575
2020,Saxony,Tenant,No,1.00000,599,16006,0,0.91489,0,1.09381
2020,Saxony-Anhalt,Owner,No,1.00000,240,16006,0,0.87673,0,1.17711
2020,Saxony-Anhalt,Tenant,No,1.00000,315,16006,0,0.88474,0,1.12196
2020,Thuringa,Owner,No,1.00000,240,16006,0,0.81794,0,1.20274
2020,Thuringa,Tenant,No,1.00000,309,16006,0,0.86403,0,1.13352
2021,Schleswig-Holstein,Owner,No,1.00000,233,10784,0,0.84724,0,1.15908
2021,Schleswig-Holstein,Tenant,No,1.00000,182,10784,0,0.81721,0,1.16391
2021,Hamburg,Owner,No,1.00000,71,10784,0,0.73537,0,1.32580
2021,Hamburg,Tenant,No,1.00000,185,10784,0,0.84809,0,1.18023
2021,Lower Saxony,Owner,No,1.00000,545,10784,0,0.89226,0,1.11402
2021,Lower Saxony,Tenant,No,1.00000,486,10784,0,0.90018,0,1.11013
2021,Bremen,Tenant,No,1.00000,54,10784,0,0.72185,0,1.30466
2021,North Rhine-Westphalia,Owner,No,1.00000,973,10784,0,0.92934,0,1.06934
2021,North Rhine-Westphalia,Tenant,Yes,0.02588,43,10784,0,0.01674,0,0.03693
2021,North Rhine-Westphalia,Tenant,No,0.97412,1229,10784,0,0.91576,0,1.05046
2021,Hesse,Owner,No,1.00000,317,10784,0,0.87013,0,1.12109
2021,Hesse,Tenant,No,1.00000,361,10784,0,0.87339,0,1.12352
2021,"Rhineland-Palatinate, Saarland",Owner,No,1.00000,290,10784,0,0.88519,0,1.11559
2021,"Rhineland-Palatinate, Saarland",Tenant,No,1.00000,229,10784,0,0.86131,0,1.16201
2021,Baden-Wuerttemberg,Owner,No,1.00000,626,10784,0,0.91609,0,1.08544
2021,Baden-Wuerttemberg,Tenant,No,1.00000,548,10784,0,0.91287,0,1.09723
2021,Bavaria,Owner,Yes,0.02030,37,10784,0,0.01442,0,0.02733
2021,Bavaria,Owner,No,0.97970,823,10784,0,0.90763,0,1.04884
2021,Bavaria,Tenant,Yes,0.03033,33,10784,0,0.02073,0,0.04001
2021,Bavaria,Tenant,No,0.96967,859,10784,0,0.90131,0,1.06632
2021,Berlin,Owner,No,1.00000,101,10784,0,0.74231,0,1.29343
2021,Berlin,Tenant,No,1.00000,428,10784,0,0.88234,0,1.14268
2021,Brandenburg,Owner,No,1.00000,224,10784,0,0.83289,0,1.18182
2021,Brandenburg,Tenant,No,1.00000,212,10784,0,0.82140,0,1.15022
2021,Mecklenburg-Western Pomerania,Owner,No,1.00000,100,10784,0,0.73439,0,1.26110
2021,Mecklenburg-Western Pomerania,Tenant,No,1.00000,154,10784,0,0.82224,0,1.17363
2021,Saxony,Owner,No,1.00000,260,10784,0,0.83132,0,1.17518
2021,Saxony,Tenant,No,1.00000,451,10784,0,0.88433,0,1.13303
2021,Saxony-Anhalt,Owner,No,1.00000,148,10784,0,0.82996,0,1.25213
2021,Saxony-Anhalt,Tenant,No,1.00000,211,10784,0,0.84910,0,1.16654
2021,Thuringa,Owner,No,1.00000,164,10784,0,0.77302,0,1.27052
2021,Thuringa,Tenant,No,1.00000,207,10784,0,0.85462,0,1.13360
