year,bula_h,regtyp,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Thuringa,Urban regions,No,0.97159,190,190,0.94790,0.99528
2018,Thuringa,Rural regions,No,0.98434,379,379,0.97183,0.99686
2019,Schleswig-Holstein,Urban regions,No,0.96694,210,210,0.94269,0.99118
2019,Schleswig-Holstein,Rural regions,No,0.96063,348,348,0.94017,0.98109
2019,Hamburg,Urban regions,No,0.96340,331,331,0.94314,0.98366
2019,Lower Saxony,Urban regions,No,0.96170,624,624,0.94663,0.97677
2019,Lower Saxony,Rural regions,No,0.96264,799,799,0.94949,0.97580
2019,Bremen,Urban regions,No,0.97964,125,125,0.95478,1.00450
2019,North Rhine-Westphalia,Urban regions,Yes,0.02276,81,3127,0.01753,0.02798
2019,North Rhine-Westphalia,Urban regions,No,0.96573,3046,3127,0.95935,0.97211
2019,North Rhine-Westphalia,Rural regions,No,0.87534,53,53,0.78555,0.96512
2019,Hesse,Urban regions,No,0.96442,801,801,0.95159,0.97726
2019,Hesse,Rural regions,No,0.92099,215,215,0.88485,0.95713
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97246,662,662,0.95998,0.98493
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97017,204,204,0.94677,0.99357
2019,Baden-Wuerttemberg,Urban regions,Yes,0.02318,52,1492,0.01554,0.03082
2019,Baden-Wuerttemberg,Urban regions,No,0.96766,1440,1492,0.95868,0.97664
2019,Baden-Wuerttemberg,Rural regions,No,0.96435,153,153,0.93487,0.99383
2019,Bavaria,Urban regions,Yes,0.01911,32,1182,0.01130,0.02692
2019,Bavaria,Urban regions,No,0.97577,1150,1182,0.96700,0.98454
2019,Bavaria,Rural regions,No,0.97598,1244,1244,0.96747,0.98449
2019,Berlin,Urban regions,No,0.97352,660,660,0.96126,0.98578
2019,Brandenburg,Urban regions,No,0.97935,58,58,0.94244,1.01627
2019,Brandenburg,Rural regions,No,0.97919,636,636,0.96809,0.99030
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.93186,67,67,0.87107,0.99265
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.98493,319,319,0.97154,0.99832
2019,Saxony,Urban regions,No,0.97787,534,534,0.96538,0.99036
2019,Saxony,Rural regions,No,0.98391,459,459,0.97239,0.99543
2019,Saxony-Anhalt,Urban regions,No,0.97545,127,127,0.94843,1.00247
2019,Saxony-Anhalt,Rural regions,No,0.98406,424,424,0.97213,0.99600
2019,Thuringa,Urban regions,No,0.97268,187,187,0.94925,0.99611
2019,Thuringa,Rural regions,No,0.97931,380,380,0.96498,0.99364
2020,Schleswig-Holstein,Urban regions,No,0.94921,186,186,0.91757,0.98085
2020,Schleswig-Holstein,Rural regions,No,0.94565,346,346,0.92173,0.96958
2020,Hamburg,Urban regions,No,0.97120,354,354,0.95376,0.98865
2020,Lower Saxony,Urban regions,No,0.97202,649,649,0.95932,0.98472
2020,Lower Saxony,Rural regions,No,0.95451,803,803,0.94008,0.96893
2020,Bremen,Urban regions,No,0.96492,138,138,0.93411,0.99573
2020,North Rhine-Westphalia,Urban regions,Yes,0.02696,85,3345,0.02147,0.03245
2020,North Rhine-Westphalia,Urban regions,No,0.95507,3260,3345,0.94805,0.96209
2020,North Rhine-Westphalia,Rural regions,No,0.93066,51,51,0.86025,1.00107
2020,Hesse,Urban regions,No,0.96035,901,901,0.94760,0.97310
2020,Hesse,Rural regions,No,0.95620,189,189,0.92694,0.98545
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96464,634,634,0.95025,0.97903
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98420,213,213,0.96742,1.00099
2020,Baden-Wuerttemberg,Urban regions,Yes,0.02252,37,1552,0.01513,0.02990
2020,Baden-Wuerttemberg,Urban regions,No,0.96648,1515,1552,0.95753,0.97544
2020,Baden-Wuerttemberg,Rural regions,No,0.91543,179,179,0.87456,0.95631
2020,Bavaria,Urban regions,Yes,0.02709,36,1321,0.01833,0.03585
2020,Bavaria,Urban regions,No,0.96460,1285,1321,0.95463,0.97457
2020,Bavaria,Rural regions,Yes,0.02336,37,1307,0.01517,0.03155
2020,Bavaria,Rural regions,No,0.95977,1270,1307,0.94911,0.97042
2020,Berlin,Urban regions,No,0.96812,834,834,0.95619,0.98005
2020,Brandenburg,Urban regions,No,0.96029,55,55,0.90821,1.01238
2020,Brandenburg,Rural regions,No,0.97180,609,609,0.95865,0.98496
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.98231,63,63,0.94950,1.01512
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.98231,269,269,0.96652,0.99809
2020,Saxony,Urban regions,No,0.96219,521,521,0.94580,0.97859
2020,Saxony,Rural regions,No,0.95888,435,435,0.94020,0.97756
2020,Saxony-Anhalt,Urban regions,No,0.95501,136,136,0.92004,0.98997
2020,Saxony-Anhalt,Rural regions,No,0.96212,416,416,0.94376,0.98049
2020,Thuringa,Urban regions,No,0.97614,187,187,0.95421,0.99807
2020,Thuringa,Rural regions,No,0.97335,373,373,0.95698,0.98972
2021,Schleswig-Holstein,Urban regions,No,0.94424,150,150,0.90739,0.98108
2021,Schleswig-Holstein,Rural regions,No,0.94223,264,264,0.91403,0.97043
2021,Hamburg,Urban regions,No,0.93397,255,255,0.90343,0.96451
2021,Lower Saxony,Urban regions,No,0.96556,463,463,0.94893,0.98219
2021,Lower Saxony,Rural regions,No,0.97443,570,570,0.96146,0.98740
2021,Bremen,Urban regions,No,0.98069,78,78,0.94996,1.01143
2021,North Rhine-Westphalia,Urban regions,Yes,0.02269,57,2225,0.01650,0.02888
2021,North Rhine-Westphalia,Urban regions,No,0.96041,2168,2225,0.95230,0.96851
2021,North Rhine-Westphalia,Rural regions,No,0.91904,47,47,0.84022,0.99787
2021,Hesse,Urban regions,No,0.95032,540,540,0.93198,0.96867
2021,Hesse,Rural regions,No,0.95809,133,133,0.92390,0.99227
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95992,402,402,0.94073,0.97912
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97829,118,118,0.95189,1.00470
2021,Baden-Wuerttemberg,Urban regions,Yes,0.02465,35,1101,0.01548,0.03381
2021,Baden-Wuerttemberg,Urban regions,No,0.96678,1066,1101,0.95619,0.97737
2021,Baden-Wuerttemberg,Rural regions,No,0.98313,117,117,0.95969,1.00657
2021,Bavaria,Urban regions,No,0.95912,850,850,0.94580,0.97244
2021,Bavaria,Rural regions,No,0.97280,845,845,0.96182,0.98377
2021,Berlin,Urban regions,No,0.95991,534,534,0.94326,0.97656
2021,Brandenburg,Urban regions,No,0.97852,39,39,0.93242,1.02462
2021,Brandenburg,Rural regions,No,0.96306,397,397,0.94449,0.98164
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.93872,48,48,0.87015,1.00729
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.99099,209,209,0.97815,1.00383
2021,Saxony,Urban regions,No,0.96769,382,382,0.94994,0.98545
2021,Saxony,Rural regions,No,0.97611,331,331,0.95963,0.99258
2021,Saxony-Anhalt,Urban regions,No,0.97668,81,81,0.94361,1.00975
2021,Saxony-Anhalt,Rural regions,No,0.97519,281,281,0.95698,0.99341
2021,Thuringa,Urban regions,No,0.96274,133,133,0.93043,0.99505
2021,Thuringa,Rural regions,No,0.96815,240,240,0.94589,0.99042
2022,Schleswig-Holstein,Urban regions,No,0.95374,249,249,0.92759,0.97988
2022,Schleswig-Holstein,Rural regions,No,0.98433,388,388,0.97196,0.99670
2022,Hamburg,Urban regions,No,0.95817,421,421,0.93903,0.97732
2022,Lower Saxony,Urban regions,No,0.95067,710,710,0.93473,0.96661
2022,Lower Saxony,Rural regions,Yes,0.02466,34,893,0.01448,0.03483
2022,Lower Saxony,Rural regions,No,0.96317,859,893,0.95082,0.97553
2022,Bremen,Urban regions,No,0.97548,136,136,0.94939,1.00157
2022,North Rhine-Westphalia,Urban regions,Yes,0.02426,107,3831,0.01939,0.02913
2022,North Rhine-Westphalia,Urban regions,No,0.95647,3724,3831,0.95001,0.96293
2022,North Rhine-Westphalia,Rural regions,No,0.99451,85,85,0.97872,1.01031
2022,Hesse,Urban regions,Yes,0.04362,36,1006,0.03099,0.05625
2022,Hesse,Urban regions,No,0.94126,970,1006,0.92672,0.95580
2022,Hesse,Rural regions,No,0.94860,229,229,0.91994,0.97726
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94862,685,685,0.93208,0.96517
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97413,185,185,0.95119,0.99707
2022,Baden-Wuerttemberg,Urban regions,Yes,0.04121,78,1981,0.03245,0.04996
2022,Baden-Wuerttemberg,Urban regions,No,0.94635,1903,1981,0.93642,0.95627
2022,Baden-Wuerttemberg,Rural regions,No,0.94335,287,287,0.91656,0.97015
2022,Bavaria,Urban regions,Yes,0.03020,54,1739,0.02215,0.03824
2022,Bavaria,Urban regions,No,0.95945,1685,1739,0.95018,0.96873
2022,Bavaria,Rural regions,Yes,0.02495,47,1383,0.01673,0.03318
2022,Bavaria,Rural regions,No,0.96636,1336,1383,0.95685,0.97586
2022,Berlin,Urban regions,Yes,0.03504,37,1147,0.02440,0.04569
2022,Berlin,Urban regions,No,0.95047,1110,1147,0.93790,0.96303
2022,Brandenburg,Urban regions,No,0.98018,63,63,0.94549,1.01488
2022,Brandenburg,Rural regions,No,0.96105,652,652,0.94619,0.97591
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.97310,86,86,0.93870,1.00749
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.97976,330,330,0.96454,0.99498
2022,Saxony,Urban regions,No,0.95304,622,622,0.93640,0.96968
2022,Saxony,Rural regions,No,0.96290,634,634,0.94817,0.97762
2022,Saxony-Anhalt,Urban regions,No,0.96272,154,154,0.93271,0.99274
2022,Saxony-Anhalt,Rural regions,No,0.98130,515,515,0.96958,0.99301
2022,Thuringa,Urban regions,No,0.96078,192,192,0.93325,0.98831
2022,Thuringa,Rural regions,No,0.97775,367,367,0.96263,0.99286
