,Unnamed: 0,year,quintil_oecd_hh,rentown,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
57,57,1994,5th Quintile,Owner,No,0.1498,92,6409,0.13119,0.17078
58,58,1994,5th Quintile,Tenant,Yes,0.86282,427,6409,0.80447,0.92389
59,59,1994,5th Quintile,Tenant,No,0.13718,80,6409,0.1177,0.16251
60,60,1995,1st Quintile,Owner,Yes,0.45597,110,6605,0.40277,0.51703
61,61,1995,1st Quintile,Owner,No,0.54403,130,6605,0.47295,0.62869
62,62,1995,1st Quintile,Tenant,Yes,0.347,398,6605,0.32369,0.37309
63,63,1995,1st Quintile,Tenant,No,0.653,743,6605,0.61006,0.69555
64,64,1995,2nd Quintile,Owner,Yes,0.70366,280,6605,0.64946,0.75565
65,65,1995,2nd Quintile,Owner,No,0.29634,126,6605,0.26071,0.33727
66,66,1995,2nd Quintile,Tenant,Yes,0.57719,616,6605,0.54119,0.61881
67,67,1995,2nd Quintile,Tenant,No,0.42281,432,6605,0.38295,0.46009
68,68,1995,3rd Quintile,Owner,Yes,0.72807,388,6605,0.67859,0.78039
69,69,1995,3rd Quintile,Owner,No,0.27193,126,6605,0.23484,0.30619
70,70,1995,3rd Quintile,Tenant,Yes,0.66482,597,6605,0.62663,0.70811
71,71,1995,3rd Quintile,Tenant,No,0.33518,271,6605,0.30458,0.36742
72,72,1995,4th Quintile,Owner,Yes,0.77052,413,6605,0.72102,0.81833
73,73,1995,4th Quintile,Owner,No,0.22948,124,6605,0.19939,0.25574
74,74,1995,4th Quintile,Tenant,Yes,0.7565,557,6605,0.70868,0.81472
75,75,1995,4th Quintile,Tenant,No,0.2435,172,6605,0.20874,0.27738
76,76,1995,5th Quintile,Owner,Yes,0.84821,526,6605,0.80937,0.89127
77,77,1995,5th Quintile,Owner,No,0.15179,99,6605,0.13368,0.17081
78,78,1995,5th Quintile,Tenant,Yes,0.85728,421,6605,0.80719,0.91887
79,79,1995,5th Quintile,Tenant,No,0.14272,76,6605,0.11653,0.16981
80,80,1996,1st Quintile,Owner,Yes,0.52506,101,6537,0.46828,0.59183
81,81,1996,1st Quintile,Owner,No,0.47494,118,6537,0.41683,0.55036
82,82,1996,1st Quintile,Tenant,Yes,0.31612,369,6537,0.29189,0.3424
83,83,1996,1st Quintile,Tenant,No,0.68388,768,6537,0.64433,0.72813
84,84,1996,2nd Quintile,Owner,Yes,0.63715,276,6537,0.59328,0.69354
85,85,1996,2nd Quintile,Owner,No,0.36285,161,6537,0.31679,0.40968
86,86,1996,2nd Quintile,Tenant,Yes,0.59661,595,6537,0.5542,0.6363
87,87,1996,2nd Quintile,Tenant,No,0.40339,395,6537,0.36789,0.44306
88,88,1996,3rd Quintile,Owner,Yes,0.74813,396,6537,0.70264,0.80484
89,89,1996,3rd Quintile,Owner,No,0.25187,125,6537,0.21769,0.28526
90,90,1996,3rd Quintile,Tenant,Yes,0.68102,583,6537,0.64068,0.72763
91,91,1996,3rd Quintile,Tenant,No,0.31898,270,6537,0.28999,0.34733
92,92,1996,4th Quintile,Owner,Yes,0.78328,461,6537,0.73464,0.83611
93,93,1996,4th Quintile,Owner,No,0.21672,125,6537,0.18901,0.2459
94,94,1996,4th Quintile,Tenant,Yes,0.76976,542,6537,0.72261,0.82326
95,95,1996,4th Quintile,Tenant,No,0.23024,164,6537,0.20853,0.25736
96,96,1996,5th Quintile,Owner,Yes,0.82702,491,6537,0.7818,0.86871
97,97,1996,5th Quintile,Owner,No,0.17298,110,6537,0.15107,0.19391
98,98,1996,5th Quintile,Tenant,Yes,0.81797,400,6537,0.75734,0.86484
99,99,1996,5th Quintile,Tenant,No,0.18203,87,6537,0.14989,0.212
100,100,1997,1st Quintile,Owner,Yes,0.40427,95,6483,0.3551,0.47217
101,101,1997,1st Quintile,Owner,No,0.59573,130,6483,0.52677,0.67119
102,102,1997,1st Quintile,Tenant,Yes,0.37363,374,6483,0.34288,0.40583
103,103,1997,1st Quintile,Tenant,No,0.62637,708,6483,0.58617,0.66615
104,104,1997,2nd Quintile,Owner,Yes,0.59372,269,6483,0.53515,0.64364
105,105,1997,2nd Quintile,Owner,No,0.40628,168,6483,0.35465,0.45557
106,106,1997,2nd Quintile,Tenant,Yes,0.58332,578,6483,0.54674,0.62821
107,107,1997,2nd Quintile,Tenant,No,0.41668,414,6483,0.37993,0.45318
108,108,1997,3rd Quintile,Owner,Yes,0.7308,373,6483,0.68685,0.78244
109,109,1997,3rd Quintile,Owner,No,0.2692,143,6483,0.23639,0.29972
110,110,1997,3rd Quintile,Tenant,Yes,0.66589,564,6483,0.61637,0.7161
111,111,1997,3rd Quintile,Tenant,No,0.33411,267,6483,0.29965,0.36982
112,112,1997,4th Quintile,Owner,Yes,0.77521,455,6483,0.731,0.82616
113,113,1997,4th Quintile,Owner,No,0.22479,130,6483,0.19726,0.25265
114,114,1997,4th Quintile,Tenant,Yes,0.7677,552,6483,0.72472,0.82241
115,115,1997,4th Quintile,Tenant,No,0.2323,154,6483,0.20249,0.26646
116,116,1997,5th Quintile,Owner,Yes,0.84814,536,6483,0.80498,0.89408
117,117,1997,5th Quintile,Owner,No,0.15186,112,6483,0.1353,0.17071
118,118,1997,5th Quintile,Tenant,Yes,0.78095,363,6483,0.7208,0.84436
119,119,1997,5th Quintile,Tenant,No,0.21905,98,6483,0.17858,0.25344
120,120,1998,1st Quintile,Owner,Yes,0.49121,100,7310,0.43903,0.54789
121,121,1998,1st Quintile,Owner,No,0.50879,126,7310,0.44585,0.57034
122,122,1998,1st Quintile,Tenant,Yes,0.30123,378,7310,0.27921,0.32623
123,123,1998,1st Quintile,Tenant,No,0.69877,871,7310,0.65936,0.73312
124,124,1998,2nd Quintile,Owner,Yes,0.61531,317,7310,0.57893,0.65704
125,125,1998,2nd Quintile,Owner,No,0.38469,194,7310,0.34202,0.42597
126,126,1998,2nd Quintile,Tenant,Yes,0.55642,607,7310,0.52542,0.58714
127,127,1998,2nd Quintile,Tenant,No,0.44358,460,7310,0.41288,0.47188
128,128,1998,3rd Quintile,Owner,Yes,0.7378,449,7310,0.69472,0.77572
129,129,1998,3rd Quintile,Owner,No,0.2622,172,7310,0.23845,0.289
130,130,1998,3rd Quintile,Tenant,Yes,0.66428,593,7310,0.62579,0.69862
131,131,1998,3rd Quintile,Tenant,No,0.33572,292,7310,0.30713,0.36385
132,132,1998,4th Quintile,Owner,Yes,0.78443,534,7310,0.74196,0.8297
133,133,1998,4th Quintile,Owner,No,0.21557,159,7310,0.19282,0.24105
134,134,1998,4th Quintile,Tenant,Yes,0.73263,582,7310,0.69326,0.77359
135,135,1998,4th Quintile,Tenant,No,0.26737,184,7310,0.24072,0.29859
136,136,1998,5th Quintile,Owner,Yes,0.84766,670,7310,0.81572,0.89659
137,137,1998,5th Quintile,Owner,No,0.15234,127,7310,0.13595,0.17091
138,138,1998,5th Quintile,Tenant,Yes,0.79032,389,7310,0.73742,0.84272
139,139,1998,5th Quintile,Tenant,No,0.20968,106,7310,0.17802,0.24313
140,140,1999,1st Quintile,Owner,Yes,0.47703,122,7049,0.42091,0.53094
141,141,1999,1st Quintile,Owner,No,0.52297,141,7049,0.45279,0.5991
142,142,1999,1st Quintile,Tenant,Yes,0.31655,362,7049,0.29296,0.34178
143,143,1999,1st Quintile,Tenant,No,0.68345,829,7049,0.64642,0.72167
144,144,1999,2nd Quintile,Owner,Yes,0.56475,294,7049,0.5208,0.61255
145,145,1999,2nd Quintile,Owner,No,0.43525,193,7049,0.39217,0.48236
146,146,1999,2nd Quintile,Tenant,Yes,0.53518,576,7049,0.5036,0.5674
147,147,1999,2nd Quintile,Tenant,No,0.46482,456,7049,0.4262,0.49979
148,148,1999,3rd Quintile,Owner,Yes,0.74668,472,7049,0.70169,0.79613
149,149,1999,3rd Quintile,Owner,No,0.25332,169,7049,0.22757,0.27836
150,150,1999,3rd Quintile,Tenant,Yes,0.66422,575,7049,0.62596,0.71003
151,151,1999,3rd Quintile,Tenant,No,0.33578,273,7049,0.30689,0.36342
152,152,1999,4th Quintile,Owner,Yes,0.81145,547,7049,0.76586,0.85438
153,153,1999,4th Quintile,Owner,No,0.18855,141,7049,0.1679,0.20872
154,154,1999,4th Quintile,Tenant,Yes,0.7375,520,7049,0.69059,0.7821
155,155,1999,4th Quintile,Tenant,No,0.2625,162,7049,0.23598,0.2904
156,156,1999,5th Quintile,Owner,Yes,0.8494,625,7049,0.81096,0.89606
157,157,1999,5th Quintile,Owner,No,0.1506,121,7049,0.13356,0.16754
158,158,1999,5th Quintile,Tenant,Yes,0.81083,373,7049,0.75048,0.8642
159,159,1999,5th Quintile,Tenant,No,0.18917,98,7049,0.1655,0.21718
160,160,2000,1st Quintile,Owner,Yes,0.44672,218,12740,0.42138,0.47243
161,161,2000,1st Quintile,Owner,No,0.55328,281,12740,0.51799,0.59288
162,162,2000,1st Quintile,Tenant,Yes,0.32554,633,12740,0.31099,0.33633
163,163,2000,1st Quintile,Tenant,No,0.67446,1373,12740,0.65559,0.69471
164,164,2000,2nd Quintile,Owner,Yes,0.61892,571,12740,0.58997,0.64799
165,165,2000,2nd Quintile,Owner,No,0.38108,355,12740,0.35828,0.40832
166,166,2000,2nd Quintile,Tenant,Yes,0.5704,1003,12740,0.55151,0.59207
167,167,2000,2nd Quintile,Tenant,No,0.4296,745,12740,0.40952,0.44914
168,168,2000,3rd Quintile,Owner,Yes,0.70649,880,12740,0.67896,0.73453
169,169,2000,3rd Quintile,Owner,No,0.29351,383,12740,0.27853,0.31248
170,170,2000,3rd Quintile,Tenant,Yes,0.67048,948,12740,0.64725,0.69534
171,171,2000,3rd Quintile,Tenant,No,0.32952,436,12740,0.31185,0.34955
172,172,2000,4th Quintile,Owner,Yes,0.78055,1087,12740,0.7487,0.80605
173,173,2000,4th Quintile,Owner,No,0.21945,309,12740,0.20393,0.2343
174,174,2000,4th Quintile,Tenant,Yes,0.73492,860,12740,0.70631,0.77182
175,175,2000,4th Quintile,Tenant,No,0.26508,277,12740,0.24597,0.28643
176,176,2000,5th Quintile,Owner,Yes,0.84067,1339,12740,0.8187,0.86542
177,177,2000,5th Quintile,Owner,No,0.15933,278,12740,0.14925,0.17083
178,178,2000,5th Quintile,Tenant,Yes,0.81849,632,12740,0.7842,0.85421
179,179,2000,5th Quintile,Tenant,No,0.18151,132,12740,0.16214,0.19559
180,180,2001,1st Quintile,Owner,Yes,0.44763,164,11496,0.41516,0.48643
181,181,2001,1st Quintile,Owner,No,0.55237,222,11496,0.5049,0.60177
182,182,2001,1st Quintile,Tenant,Yes,0.33511,575,11496,0.31978,0.35196
183,183,2001,1st Quintile,Tenant,No,0.66489,1221,11496,0.63915,0.68996
184,184,2001,2nd Quintile,Owner,Yes,0.64941,559,11496,0.62387,0.68419
185,185,2001,2nd Quintile,Owner,No,0.35059,331,11496,0.32689,0.37652
186,186,2001,2nd Quintile,Tenant,Yes,0.58131,903,11496,0.55488,0.60298
187,187,2001,2nd Quintile,Tenant,No,0.41869,639,11496,0.40007,0.44122
188,188,2001,3rd Quintile,Owner,Yes,0.71746,841,11496,0.69137,0.7462
189,189,2001,3rd Quintile,Owner,No,0.28254,326,11496,0.26775,0.30349
190,190,2001,3rd Quintile,Tenant,Yes,0.69693,880,11496,0.6704,0.72815
191,191,2001,3rd Quintile,Tenant,No,0.30307,385,11496,0.28482,0.32352
192,192,2001,4th Quintile,Owner,Yes,0.79568,1038,11496,0.76518,0.82898
193,193,2001,4th Quintile,Owner,No,0.20432,261,11496,0.18706,0.22135
194,194,2001,4th Quintile,Tenant,Yes,0.74567,785,11496,0.71315,0.77732
195,195,2001,4th Quintile,Tenant,No,0.25433,243,11496,0.23266,0.27426
196,196,2001,5th Quintile,Owner,Yes,0.86019,1212,11496,0.83265,0.8889
197,197,2001,5th Quintile,Owner,No,0.13981,214,11496,0.12818,0.15035
198,198,2001,5th Quintile,Tenant,Yes,0.83345,584,11496,0.79142,0.868
199,199,2001,5th Quintile,Tenant,No,0.16655,113,11496,0.14724,0.187
200,200,2002,1st Quintile,Owner,Yes,0.41405,151,11996,0.37858,0.45375
201,201,2002,1st Quintile,Owner,No,0.58595,221,11996,0.54287,0.63152
202,202,2002,1st Quintile,Tenant,Yes,0.28152,459,11996,0.2655,0.29579
203,203,2002,1st Quintile,Tenant,No,0.71848,1234,11996,0.69183,0.74608
204,204,2002,2nd Quintile,Owner,Yes,0.57456,461,11996,0.54139,0.60706
205,205,2002,2nd Quintile,Owner,No,0.42544,351,11996,0.39934,0.45609
206,206,2002,2nd Quintile,Tenant,Yes,0.53741,778,11996,0.51603,0.55775
207,207,2002,2nd Quintile,Tenant,No,0.46259,617,11996,0.4386,0.48536
208,208,2002,3rd Quintile,Owner,Yes,0.67108,678,11996,0.63989,0.698
209,209,2002,3rd Quintile,Owner,No,0.32892,333,11996,0.30875,0.35167
210,210,2002,3rd Quintile,Tenant,Yes,0.60912,756,11996,0.57633,0.63578
211,211,2002,3rd Quintile,Tenant,No,0.39088,466,11996,0.36937,0.41216
212,212,2002,4th Quintile,Owner,Yes,0.77403,1000,11996,0.73379,0.81023
213,213,2002,4th Quintile,Owner,No,0.22597,298,11996,0.2062,0.2469
214,214,2002,4th Quintile,Tenant,Yes,0.7334,752,11996,0.70009,0.77012
215,215,2002,4th Quintile,Tenant,No,0.2666,267,11996,0.24383,0.29582
216,216,2002,5th Quintile,Owner,Yes,0.80592,1819,11996,0.7718,0.84119
217,217,2002,5th Quintile,Owner,No,0.19408,400,11996,0.17835,0.21302
218,218,2002,5th Quintile,Tenant,Yes,0.81189,786,11996,0.76303,0.85678
219,219,2002,5th Quintile,Tenant,No,0.18811,169,11996,0.16516,0.21581
220,220,2003,1st Quintile,Owner,Yes,0.38288,126,11640,0.35069,0.4181
221,221,2003,1st Quintile,Owner,No,0.61712,234,11640,0.57675,0.67522
222,222,2003,1st Quintile,Tenant,Yes,0.26534,433,11640,0.25308,0.28207
223,223,2003,1st Quintile,Tenant,No,0.73466,1197,11640,0.71072,0.75968
224,224,2003,2nd Quintile,Owner,Yes,0.59812,469,11640,0.56958,0.6268
225,225,2003,2nd Quintile,Owner,No,0.40188,328,11640,0.37338,0.42733
226,226,2003,2nd Quintile,Tenant,Yes,0.51722,722,11640,0.48991,0.54684
227,227,2003,2nd Quintile,Tenant,No,0.48278,672,11640,0.45318,0.50978
228,228,2003,3rd Quintile,Owner,Yes,0.67307,706,11640,0.6415,0.70395
229,229,2003,3rd Quintile,Owner,No,0.32693,342,11640,0.30262,0.354
230,230,2003,3rd Quintile,Tenant,Yes,0.65495,772,11640,0.62944,0.68798
231,231,2003,3rd Quintile,Tenant,No,0.34505,417,11640,0.3208,0.36823
232,232,2003,4th Quintile,Owner,Yes,0.75154,953,11640,0.71373,0.78212
233,233,2003,4th Quintile,Owner,No,0.24846,305,11640,0.229,0.26924
234,234,2003,4th Quintile,Tenant,Yes,0.73059,722,11640,0.70211,0.76269
235,235,2003,4th Quintile,Tenant,No,0.26941,263,11640,0.24682,0.29248
236,236,2003,5th Quintile,Owner,Yes,0.82299,1750,11640,0.78273,0.85922
237,237,2003,5th Quintile,Owner,No,0.17701,355,11640,0.16078,0.19382
238,238,2003,5th Quintile,Tenant,Yes,0.79426,708,11640,0.74411,0.84135
239,239,2003,5th Quintile,Tenant,No,0.20574,166,11640,0.1838,0.23028
240,240,2004,1st Quintile,Owner,Yes,0.36558,117,11371,0.31866,0.40804
241,241,2004,1st Quintile,Owner,No,0.63442,210,11371,0.58638,0.69708
242,242,2004,1st Quintile,Tenant,Yes,0.24245,391,11371,0.22469,0.25867
243,243,2004,1st Quintile,Tenant,No,0.75755,1204,11371,0.72857,0.78896
244,244,2004,2nd Quintile,Owner,Yes,0.57511,439,11371,0.54088,0.60528
245,245,2004,2nd Quintile,Owner,No,0.42489,347,11371,0.38955,0.46454
246,246,2004,2nd Quintile,Tenant,Yes,0.51214,692,11371,0.48755,0.54017
247,247,2004,2nd Quintile,Tenant,No,0.48786,677,11371,0.46211,0.51747
248,248,2004,3rd Quintile,Owner,Yes,0.66528,654,11371,0.63204,0.70133
249,249,2004,3rd Quintile,Owner,No,0.33472,353,11371,0.30752,0.35624
250,250,2004,3rd Quintile,Tenant,Yes,0.62963,728,11371,0.59905,0.65621
251,251,2004,3rd Quintile,Tenant,No,0.37037,425,11371,0.34284,0.39778
252,252,2004,4th Quintile,Owner,Yes,0.74044,948,11371,0.70723,0.779
253,253,2004,4th Quintile,Owner,No,0.25956,323,11371,0.23468,0.28094
254,254,2004,4th Quintile,Tenant,Yes,0.71607,684,11371,0.6773,0.75432
255,255,2004,4th Quintile,Tenant,No,0.28393,260,11371,0.26034,0.31126
256,256,2004,5th Quintile,Owner,Yes,0.7892,1687,11371,0.75189,0.82434
257,257,2004,5th Quintile,Owner,No,0.2108,382,11371,0.19385,0.23132
258,258,2004,5th Quintile,Tenant,Yes,0.78642,676,11371,0.73571,0.8392
259,259,2004,5th Quintile,Tenant,No,0.21358,174,11371,0.18482,0.2367
260,260,2005,1st Quintile,Owner,Yes,0.30902,103,11045,0.27893,0.3444
261,261,2005,1st Quintile,Owner,No,0.69098,217,11045,0.62015,0.75756
262,262,2005,1st Quintile,Tenant,Yes,0.25894,428,11045,0.24273,0.27707
263,263,2005,1st Quintile,Tenant,No,0.74106,1182,11045,0.7123,0.77302
264,264,2005,2nd Quintile,Owner,Yes,0.56756,427,11045,0.53578,0.59648
265,265,2005,2nd Quintile,Owner,No,0.43244,332,11045,0.40205,0.47249
266,266,2005,2nd Quintile,Tenant,Yes,0.52469,695,11045,0.49741,0.55073
267,267,2005,2nd Quintile,Tenant,No,0.47531,607,11045,0.44704,0.50227
268,268,2005,3rd Quintile,Owner,Yes,0.65716,646,11045,0.62627,0.69343
269,269,2005,3rd Quintile,Owner,No,0.34284,338,11045,0.3163,0.37748
270,270,2005,3rd Quintile,Tenant,Yes,0.64504,709,11045,0.60645,0.67878
271,271,2005,3rd Quintile,Tenant,No,0.35496,369,11045,0.33163,0.38444
272,272,2005,4th Quintile,Owner,Yes,0.77706,990,11045,0.74211,0.81984
273,273,2005,4th Quintile,Owner,No,0.22294,314,11045,0.20493,0.23927
274,274,2005,4th Quintile,Tenant,Yes,0.73002,666,11045,0.69393,0.77043
275,275,2005,4th Quintile,Tenant,No,0.26998,226,11045,0.24637,0.29505
276,276,2005,5th Quintile,Owner,Yes,0.84436,1645,11045,0.80047,0.87992
277,277,2005,5th Quintile,Owner,No,0.15564,289,11045,0.14015,0.1732
278,278,2005,5th Quintile,Tenant,Yes,0.82161,714,11045,0.76509,0.87332
279,279,2005,5th Quintile,Tenant,No,0.17839,148,11045,0.15445,0.20213
280,280,2006,1st Quintile,Owner,Yes,0.31444,101,12116,0.27485,0.35403
281,281,2006,1st Quintile,Owner,No,0.68556,239,12116,0.62549,0.74464
282,282,2006,1st Quintile,Tenant,Yes,0.20474,372,12116,0.1913,0.22163
283,283,2006,1st Quintile,Tenant,No,0.79526,1347,12116,0.76808,0.82163
284,284,2006,2nd Quintile,Owner,Yes,0.52194,421,12116,0.49474,0.5525
285,285,2006,2nd Quintile,Owner,No,0.47806,372,12116,0.44158,0.5193
286,286,2006,2nd Quintile,Tenant,Yes,0.49503,713,12116,0.47018,0.51712
287,287,2006,2nd Quintile,Tenant,No,0.50497,702,12116,0.47762,0.53049
288,288,2006,3rd Quintile,Owner,Yes,0.63545,765,12116,0.60824,0.66734
289,289,2006,3rd Quintile,Owner,No,0.36455,431,12116,0.33817,0.39295
290,290,2006,3rd Quintile,Tenant,Yes,0.60047,737,12116,0.56448,0.63085
291,291,2006,3rd Quintile,Tenant,No,0.39953,440,12116,0.36787,0.42413
292,292,2006,4th Quintile,Owner,Yes,0.72654,1079,12116,0.69497,0.75847
293,293,2006,4th Quintile,Owner,No,0.27346,389,12116,0.25529,0.29303
294,294,2006,4th Quintile,Tenant,Yes,0.68999,700,12116,0.65368,0.72211
295,295,2006,4th Quintile,Tenant,No,0.31001,289,12116,0.28426,0.33478
296,296,2006,5th Quintile,Owner,Yes,0.82736,1796,12116,0.79311,0.86276
297,297,2006,5th Quintile,Owner,No,0.17264,332,12116,0.15484,0.18923
298,298,2006,5th Quintile,Tenant,Yes,0.84408,743,12116,0.79624,0.90334
299,299,2006,5th Quintile,Tenant,No,0.15592,148,12116,0.13678,0.17172
300,300,2007,1st Quintile,Owner,Yes,0.32329,105,11325,0.287,0.36267
301,301,2007,1st Quintile,Owner,No,0.67671,210,11325,0.62108,0.74409
302,302,2007,1st Quintile,Tenant,Yes,0.21702,371,11325,0.20225,0.23025
303,303,2007,1st Quintile,Tenant,No,0.78298,1235,11325,0.75555,0.81039
304,304,2007,2nd Quintile,Owner,Yes,0.53943,390,11325,0.50557,0.57543
305,305,2007,2nd Quintile,Owner,No,0.46057,345,11325,0.42781,0.49806
306,306,2007,2nd Quintile,Tenant,Yes,0.49898,706,11325,0.46612,0.52539
307,307,2007,2nd Quintile,Tenant,No,0.50102,679,11325,0.47598,0.52767
308,308,2007,3rd Quintile,Owner,Yes,0.64954,713,11325,0.62046,0.68244
309,309,2007,3rd Quintile,Owner,No,0.35046,383,11325,0.32576,0.38003
310,310,2007,3rd Quintile,Tenant,Yes,0.63143,721,11325,0.59839,0.65919
311,311,2007,3rd Quintile,Tenant,No,0.36857,358,11325,0.34732,0.39168
312,312,2007,4th Quintile,Owner,Yes,0.7689,1070,11325,0.73381,0.80959
313,313,2007,4th Quintile,Owner,No,0.2311,312,11325,0.21048,0.2544
314,314,2007,4th Quintile,Tenant,Yes,0.73671,695,11325,0.69595,0.77422
315,315,2007,4th Quintile,Tenant,No,0.26329,222,11325,0.23855,0.29804
316,316,2007,5th Quintile,Owner,Yes,0.83706,1701,11325,0.79659,0.87144
317,317,2007,5th Quintile,Owner,No,0.16294,311,11325,0.14681,0.17721
318,318,2007,5th Quintile,Tenant,Yes,0.83799,661,11325,0.78621,0.8935
319,319,2007,5th Quintile,Tenant,No,0.16201,137,11325,0.14052,0.18386
320,320,2008,1st Quintile,Owner,Yes,0.34455,103,10651,0.29072,0.38925
321,321,2008,1st Quintile,Owner,No,0.65545,212,10651,0.59372,0.7143
322,322,2008,1st Quintile,Tenant,Yes,0.23744,370,10651,0.22349,0.25471
323,323,2008,1st Quintile,Tenant,No,0.76256,1146,10651,0.73607,0.79473
324,324,2008,2nd Quintile,Owner,Yes,0.54593,412,10651,0.5102,0.58674
325,325,2008,2nd Quintile,Owner,No,0.45407,323,10651,0.41692,0.48826
326,326,2008,2nd Quintile,Tenant,Yes,0.50158,631,10651,0.47384,0.53023
327,327,2008,2nd Quintile,Tenant,No,0.49842,588,10651,0.46492,0.5237
328,328,2008,3rd Quintile,Owner,Yes,0.65362,695,10651,0.61782,0.69078
329,329,2008,3rd Quintile,Owner,No,0.34638,370,10651,0.31891,0.3753
