year,quintil_oecd_hh,regtyp,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
1995,3rd Quintile,Rural regions,No,0.25302,116,6605,0,0.21945,0,0.29679
1995,4th Quintile,Urban regions,Yes,0.74578,646,6605,0,0.70194,0,0.78349
1995,4th Quintile,Urban regions,No,0.25422,225,6605,0,0.23046,0,0.27697
1995,4th Quintile,Rural regions,Yes,0.80904,324,6605,0,0.74525,0,0.86532
1995,4th Quintile,Rural regions,No,0.19096,71,6605,0,0.15702,0,0.22576
1995,5th Quintile,Urban regions,Yes,0.85000,719,6605,0,0.81540,0,0.89384
1995,5th Quintile,Urban regions,No,0.15000,134,6605,0,0.13319,0,0.16641
1995,5th Quintile,Rural regions,Yes,0.85956,228,6605,0,0.79269,0,0.93624
1995,5th Quintile,Rural regions,No,0.14044,41,6605,0,0.10727,0,0.18170
1996,1st Quintile,Urban regions,Yes,0.31180,259,6537,0,0.28031,0,0.34493
1996,1st Quintile,Urban regions,No,0.68820,608,6537,0,0.64401,0,0.73551
1996,1st Quintile,Rural regions,Yes,0.44418,211,6537,0,0.40464,0,0.48519
1996,1st Quintile,Rural regions,No,0.55582,278,6537,0,0.49851,0,0.60555
1996,2nd Quintile,Urban regions,Yes,0.55403,489,6537,0,0.51217,0,0.59589
1996,2nd Quintile,Urban regions,No,0.44597,400,6537,0,0.40988,0,0.48778
1996,2nd Quintile,Rural regions,Yes,0.71614,382,6537,0,0.66484,0,0.76657
1996,2nd Quintile,Rural regions,No,0.28386,156,6537,0,0.24737,0,0.31956
1996,3rd Quintile,Urban regions,Yes,0.69793,574,6537,0,0.65638,0,0.74376
1996,3rd Quintile,Urban regions,No,0.30207,263,6537,0,0.27628,0,0.33039
1996,3rd Quintile,Rural regions,Yes,0.72460,405,6537,0,0.66560,0,0.77552
1996,3rd Quintile,Rural regions,No,0.27540,132,6537,0,0.23696,0,0.31532
1996,4th Quintile,Urban regions,Yes,0.76889,698,6537,0,0.72841,0,0.80826
1996,4th Quintile,Urban regions,No,0.23111,218,6537,0,0.20946,0,0.25615
1996,4th Quintile,Rural regions,Yes,0.79890,305,6537,0,0.73419,0,0.87512
1996,4th Quintile,Rural regions,No,0.20110,71,6537,0,0.16672,0,0.23957
1996,5th Quintile,Urban regions,Yes,0.82137,663,6537,0,0.78115,0,0.86602
1996,5th Quintile,Urban regions,No,0.17863,154,6537,0,0.15764,0,0.20501
1996,5th Quintile,Rural regions,Yes,0.83013,228,6537,0,0.75575,0,0.90417
1996,5th Quintile,Rural regions,No,0.16987,43,6537,0,0.13266,0,0.21361
1997,1st Quintile,Urban regions,Yes,0.37136,276,6482,0,0.33771,0,0.40730
1997,1st Quintile,Urban regions,No,0.62864,558,6482,0,0.57961,0,0.67775
1997,1st Quintile,Rural regions,Yes,0.39824,193,6482,0,0.35960,0,0.44366
1997,1st Quintile,Rural regions,No,0.60176,279,6482,0,0.54902,0,0.65771
1997,2nd Quintile,Urban regions,Yes,0.54087,479,6482,0,0.50260,0,0.57578
1997,2nd Quintile,Urban regions,No,0.45913,405,6482,0,0.42311,0,0.49499
1997,2nd Quintile,Rural regions,Yes,0.67376,368,6482,0,0.62408,0,0.72887
1997,2nd Quintile,Rural regions,No,0.32624,177,6482,0,0.28043,0,0.36793
1997,3rd Quintile,Urban regions,Yes,0.67300,569,6482,0,0.62829,0,0.71838
1997,3rd Quintile,Urban regions,No,0.32700,286,6482,0,0.29657,0,0.36223
1997,3rd Quintile,Rural regions,Yes,0.73329,368,6482,0,0.67916,0,0.78849
1997,3rd Quintile,Rural regions,No,0.26671,124,6482,0,0.22885,0,0.30601
1997,4th Quintile,Urban regions,Yes,0.76110,673,6482,0,0.71992,0,0.79753
1997,4th Quintile,Urban regions,No,0.23890,214,6482,0,0.21344,0,0.26430
1997,4th Quintile,Rural regions,Yes,0.79924,334,6482,0,0.73803,0,0.85800
1997,4th Quintile,Rural regions,No,0.20076,70,6482,0,0.16126,0,0.24442
1997,5th Quintile,Urban regions,Yes,0.82416,664,6482,0,0.78013,0,0.86229
1997,5th Quintile,Urban regions,No,0.17584,160,6482,0,0.15636,0,0.19921
1997,5th Quintile,Rural regions,Yes,0.81350,235,6482,0,0.73547,0,0.88317
1997,5th Quintile,Rural regions,No,0.18650,50,6482,0,0.14726,0,0.24112
1998,1st Quintile,Urban regions,Yes,0.30251,278,7310,0,0.27573,0,0.32918
1998,1st Quintile,Urban regions,No,0.69749,682,7310,0,0.66470,0,0.73907
1998,1st Quintile,Rural regions,Yes,0.39475,200,7310,0,0.35740,0,0.42629
1998,1st Quintile,Rural regions,No,0.60525,315,7310,0,0.55327,0,0.65936
1998,2nd Quintile,Urban regions,Yes,0.55959,554,7310,0,0.52711,0,0.59143
1998,2nd Quintile,Urban regions,No,0.44041,433,7310,0,0.40955,0,0.47405
1998,2nd Quintile,Rural regions,Yes,0.60729,370,7310,0,0.57141,0,0.65176
1998,2nd Quintile,Rural regions,No,0.39271,221,7310,0,0.34657,0,0.42966
1998,3rd Quintile,Urban regions,Yes,0.67324,632,7310,0,0.63829,0,0.71222
1998,3rd Quintile,Urban regions,No,0.32676,313,7310,0,0.29930,0,0.35072
1998,3rd Quintile,Rural regions,Yes,0.74198,410,7310,0,0.69723,0,0.78600
1998,3rd Quintile,Rural regions,No,0.25802,151,7310,0,0.22549,0,0.28604
1998,4th Quintile,Urban regions,Yes,0.74154,724,7310,0,0.70892,0,0.77125
1998,4th Quintile,Urban regions,No,0.25846,253,7310,0,0.23563,0,0.28544
1998,4th Quintile,Rural regions,Yes,0.79668,392,7310,0,0.74763,0,0.84442
1998,4th Quintile,Rural regions,No,0.20332,90,7310,0,0.16864,0,0.24119
1998,5th Quintile,Urban regions,Yes,0.82137,779,7310,0,0.78713,0,0.85760
1998,5th Quintile,Urban regions,No,0.17863,184,7310,0,0.16125,0,0.19512
1998,5th Quintile,Rural regions,Yes,0.84422,280,7310,0,0.76452,0,0.91661
1998,5th Quintile,Rural regions,No,0.15578,49,7310,0,0.12203,0,0.19109
1999,1st Quintile,Urban regions,Yes,0.29490,262,7049,0,0.26821,0,0.31853
1999,1st Quintile,Urban regions,No,0.70510,661,7049,0,0.65888,0,0.73952
1999,1st Quintile,Rural regions,Yes,0.44374,222,7049,0,0.40723,0,0.48243
1999,1st Quintile,Rural regions,No,0.55626,309,7049,0,0.51335,0,0.61122
1999,2nd Quintile,Urban regions,Yes,0.52012,502,7049,0,0.48428,0,0.55189
1999,2nd Quintile,Urban regions,No,0.47988,428,7049,0,0.44857,0,0.51707
1999,2nd Quintile,Rural regions,Yes,0.58778,368,7049,0,0.54725,0,0.64228
1999,2nd Quintile,Rural regions,No,0.41222,221,7049,0,0.36690,0,0.46000
1999,3rd Quintile,Urban regions,Yes,0.67992,627,7049,0,0.63982,0,0.71769
1999,3rd Quintile,Urban regions,No,0.32008,308,7049,0,0.29387,0,0.34369
1999,3rd Quintile,Rural regions,Yes,0.73884,420,7049,0,0.68636,0,0.78718
1999,3rd Quintile,Rural regions,No,0.26116,134,7049,0,0.23121,0,0.29377
1999,4th Quintile,Urban regions,Yes,0.74115,701,7049,0,0.70567,0,0.77862
1999,4th Quintile,Urban regions,No,0.25885,235,7049,0,0.23425,0,0.28113
1999,4th Quintile,Rural regions,Yes,0.86581,366,7049,0,0.80114,0,0.92322
1999,4th Quintile,Rural regions,No,0.13419,68,7049,0,0.11551,0,0.15082
1999,5th Quintile,Urban regions,Yes,0.83249,755,7049,0,0.79551,0,0.87475
1999,5th Quintile,Urban regions,No,0.16751,165,7049,0,0.15195,0,0.18724
1999,5th Quintile,Rural regions,Yes,0.84471,243,7049,0,0.76958,0,0.92312
1999,5th Quintile,Rural regions,No,0.15529,54,7049,0,0.12389,0,0.19040
2000,1st Quintile,Urban regions,Yes,0.33413,515,12740,0,0.31867,0,0.35085
2000,1st Quintile,Urban regions,No,0.66587,1076,12740,0,0.64626,0,0.68891
2000,1st Quintile,Rural regions,Yes,0.37256,336,12740,0,0.35364,0,0.39181
2000,1st Quintile,Rural regions,No,0.62744,578,12740,0,0.60031,0,0.65974
2000,2nd Quintile,Urban regions,Yes,0.56649,922,12740,0,0.54736,0,0.59009
2000,2nd Quintile,Urban regions,No,0.43351,714,12740,0,0.41178,0,0.45413
2000,2nd Quintile,Rural regions,Yes,0.61952,652,12740,0,0.59272,0,0.64500
2000,2nd Quintile,Rural regions,No,0.38048,386,12740,0,0.35438,0,0.40284
2000,3rd Quintile,Urban regions,Yes,0.66912,1114,12740,0,0.64652,0,0.69339
2000,3rd Quintile,Urban regions,No,0.33088,548,12740,0,0.31740,0,0.34726
2000,3rd Quintile,Rural regions,Yes,0.71951,714,12740,0,0.69288,0,0.74614
2000,3rd Quintile,Rural regions,No,0.28049,271,12740,0,0.26351,0,0.30385
2000,4th Quintile,Urban regions,Yes,0.74403,1328,12740,0,0.72250,0,0.76988
2000,4th Quintile,Urban regions,No,0.25597,434,12740,0,0.24084,0,0.26979
2000,4th Quintile,Rural regions,Yes,0.79749,619,12740,0,0.75482,0,0.83592
2000,4th Quintile,Rural regions,No,0.20251,152,12740,0,0.18779,0,0.22076
2000,5th Quintile,Urban regions,Yes,0.83343,1495,12740,0,0.81009,0,0.85510
2000,5th Quintile,Urban regions,No,0.16657,313,12740,0,0.15736,0,0.17624
2000,5th Quintile,Rural regions,Yes,0.83069,476,12740,0,0.78295,0,0.88029
2000,5th Quintile,Rural regions,No,0.16931,97,12740,0,0.15261,0,0.18625
2001,1st Quintile,Urban regions,Yes,0.33024,443,11496,0,0.30983,0,0.34601
2001,1st Quintile,Urban regions,No,0.66976,950,11496,0,0.64210,0,0.69910
2001,1st Quintile,Rural regions,Yes,0.40040,296,11496,0,0.37508,0,0.42844
2001,1st Quintile,Rural regions,No,0.59960,493,11496,0,0.56191,0,0.63389
2001,2nd Quintile,Urban regions,Yes,0.59279,874,11496,0,0.57017,0,0.61665
2001,2nd Quintile,Urban regions,No,0.40721,620,11496,0,0.38827,0,0.43016
2001,2nd Quintile,Rural regions,Yes,0.62445,588,11496,0,0.60079,0,0.65328
2001,2nd Quintile,Rural regions,No,0.37555,350,11496,0,0.34738,0,0.40551
2001,3rd Quintile,Urban regions,Yes,0.68511,1061,11496,0,0.66069,0,0.71828
2001,3rd Quintile,Urban regions,No,0.31489,492,11496,0,0.29773,0,0.33273
2001,3rd Quintile,Rural regions,Yes,0.74888,660,11496,0,0.71257,0,0.78132
2001,3rd Quintile,Rural regions,No,0.25112,219,11496,0,0.23111,0,0.27505
2001,4th Quintile,Urban regions,Yes,0.76284,1221,11496,0,0.73805,0,0.78655
2001,4th Quintile,Urban regions,No,0.23716,361,11496,0,0.22109,0,0.25610
2001,4th Quintile,Rural regions,Yes,0.79366,602,11496,0,0.75687,0,0.82797
2001,4th Quintile,Rural regions,No,0.20634,143,11496,0,0.18704,0,0.22602
2001,5th Quintile,Urban regions,Yes,0.84600,1361,11496,0,0.81730,0,0.86746
2001,5th Quintile,Urban regions,No,0.15400,259,11496,0,0.14301,0,0.16734
2001,5th Quintile,Rural regions,Yes,0.86757,435,11496,0,0.82210,0,0.91415
2001,5th Quintile,Rural regions,No,0.13243,68,11496,0,0.11370,0,0.15360
2002,1st Quintile,Urban regions,Yes,0.28593,355,11996,0,0.26748,0,0.30413
2002,1st Quintile,Urban regions,No,0.71407,925,11996,0,0.68239,0,0.73972
2002,1st Quintile,Rural regions,Yes,0.34012,255,11996,0,0.31664,0,0.36651
2002,1st Quintile,Rural regions,No,0.65988,530,11996,0,0.62421,0,0.68954
2002,2nd Quintile,Urban regions,Yes,0.51069,702,11996,0,0.48633,0,0.53320
2002,2nd Quintile,Urban regions,No,0.48931,663,11996,0,0.46780,0,0.51514
2002,2nd Quintile,Rural regions,Yes,0.62486,537,11996,0,0.58914,0,0.65672
2002,2nd Quintile,Rural regions,No,0.37514,305,11996,0,0.35260,0,0.40223
2002,3rd Quintile,Urban regions,Yes,0.61984,895,11996,0,0.59272,0,0.64531
2002,3rd Quintile,Urban regions,No,0.38016,556,11996,0,0.35718,0,0.40000
2002,3rd Quintile,Rural regions,Yes,0.66853,539,11996,0,0.63019,0,0.70134
2002,3rd Quintile,Rural regions,No,0.33147,243,11996,0,0.30719,0,0.35952
2002,4th Quintile,Urban regions,Yes,0.74649,1128,11996,0,0.72204,0,0.77361
2002,4th Quintile,Urban regions,No,0.25351,399,11996,0,0.23540,0,0.27333
2002,4th Quintile,Rural regions,Yes,0.77438,624,11996,0,0.72603,0,0.81127
2002,4th Quintile,Rural regions,No,0.22562,166,11996,0,0.20218,0,0.24982
2002,5th Quintile,Urban regions,Yes,0.81424,2020,11996,0,0.78588,0,0.84495
2002,5th Quintile,Urban regions,No,0.18576,445,11996,0,0.17085,0,0.20004
2002,5th Quintile,Rural regions,Yes,0.78545,585,11996,0,0.71887,0,0.84371
2002,5th Quintile,Rural regions,No,0.21455,124,11996,0,0.18227,0,0.24714
2003,1st Quintile,Urban regions,Yes,0.27403,347,11640,0,0.25560,0,0.28944
2003,1st Quintile,Urban regions,No,0.72597,937,11640,0,0.69513,0,0.75321
2003,1st Quintile,Rural regions,Yes,0.31130,212,11640,0,0.28564,0,0.33602
2003,1st Quintile,Rural regions,No,0.68870,494,11640,0,0.65121,0,0.73631
2003,2nd Quintile,Urban regions,Yes,0.52293,668,11640,0,0.49854,0,0.54541
2003,2nd Quintile,Urban regions,No,0.47707,639,11640,0,0.45615,0,0.50344
2003,2nd Quintile,Rural regions,Yes,0.58383,523,11640,0,0.55157,0,0.60947
2003,2nd Quintile,Rural regions,No,0.41617,361,11640,0,0.38682,0,0.44866
2003,3rd Quintile,Urban regions,Yes,0.63698,923,11640,0,0.60932,0,0.66826
2003,3rd Quintile,Urban regions,No,0.36302,526,11640,0,0.34355,0,0.38127
2003,3rd Quintile,Rural regions,Yes,0.71897,555,11640,0,0.68105,0,0.75553
2003,3rd Quintile,Rural regions,No,0.28103,233,11640,0,0.25295,0,0.30356
2003,4th Quintile,Urban regions,Yes,0.72913,1112,11640,0,0.70302,0,0.76035
2003,4th Quintile,Urban regions,No,0.27087,414,11640,0,0.25432,0,0.28941
2003,4th Quintile,Rural regions,Yes,0.77189,563,11640,0,0.71537,0,0.82413
2003,4th Quintile,Rural regions,No,0.22811,154,11640,0,0.20313,0,0.25888
2003,5th Quintile,Urban regions,Yes,0.80862,1877,11640,0,0.77560,0,0.84256
2003,5th Quintile,Urban regions,No,0.19138,410,11640,0,0.17415,0,0.20778
2003,5th Quintile,Rural regions,Yes,0.82567,581,11640,0,0.77040,0,0.88296
2003,5th Quintile,Rural regions,No,0.17433,111,11640,0,0.14513,0,0.20878
2004,1st Quintile,Urban regions,Yes,0.25633,314,11371,0,0.23719,0,0.27334
2004,1st Quintile,Urban regions,No,0.74367,913,11371,0,0.71429,0,0.77515
2004,1st Quintile,Rural regions,Yes,0.27357,194,11371,0,0.24711,0,0.30179
2004,1st Quintile,Rural regions,No,0.72643,501,11371,0,0.68535,0,0.76720
2004,2nd Quintile,Urban regions,Yes,0.49758,645,11371,0,0.47170,0,0.52161
2004,2nd Quintile,Urban regions,No,0.50242,678,11371,0,0.47921,0,0.53417
2004,2nd Quintile,Rural regions,Yes,0.59883,486,11371,0,0.56382,0,0.63614
2004,2nd Quintile,Rural regions,No,0.40117,346,11371,0,0.37058,0,0.43319
2004,3rd Quintile,Urban regions,Yes,0.62000,863,11371,0,0.58885,0,0.64538
2004,3rd Quintile,Urban regions,No,0.38000,535,11371,0,0.35762,0,0.40295
2004,3rd Quintile,Rural regions,Yes,0.70261,519,11371,0,0.66609,0,0.74238
2004,3rd Quintile,Rural regions,No,0.29739,243,11371,0,0.27294,0,0.32302
2004,4th Quintile,Urban regions,Yes,0.71880,1061,11371,0,0.68550,0,0.74811
2004,4th Quintile,Urban regions,No,0.28120,412,11371,0,0.26188,0,0.30508
2004,4th Quintile,Rural regions,Yes,0.75291,571,11371,0,0.70759,0,0.80121
2004,4th Quintile,Rural regions,No,0.24709,171,11371,0,0.21461,0,0.27141
2004,5th Quintile,Urban regions,Yes,0.79140,1819,11371,0,0.76305,0,0.82911
2004,5th Quintile,Urban regions,No,0.20860,427,11371,0,0.19120,0,0.22846
2004,5th Quintile,Rural regions,Yes,0.77719,544,11371,0,0.71360,0,0.85373
2004,5th Quintile,Rural regions,No,0.22281,129,11371,0,0.18538,0,0.25678
2005,1st Quintile,Urban regions,Yes,0.25771,329,11046,0,0.23907,0,0.27908
2005,1st Quintile,Urban regions,No,0.74229,909,11046,0,0.70599,0,0.77613
2005,1st Quintile,Rural regions,Yes,0.28500,202,11046,0,0.26303,0,0.31571
2005,1st Quintile,Rural regions,No,0.71500,490,11046,0,0.66369,0,0.76462
2005,2nd Quintile,Urban regions,Yes,0.51374,662,11046,0,0.48985,0,0.54077
2005,2nd Quintile,Urban regions,No,0.48626,603,11046,0,0.45896,0,0.51430
2005,2nd Quintile,Rural regions,Yes,0.58397,460,11046,0,0.54567,0,0.62076
2005,2nd Quintile,Rural regions,No,0.41603,336,11046,0,0.37571,0,0.45042
2005,3rd Quintile,Urban regions,Yes,0.62073,833,11046,0,0.59056,0,0.64897
2005,3rd Quintile,Urban regions,No,0.37927,478,11046,0,0.35716,0,0.40473
2005,3rd Quintile,Rural regions,Yes,0.71232,522,11046,0,0.66775,0,0.75216
2005,3rd Quintile,Rural regions,No,0.28768,230,11046,0,0.26237,0,0.32843
2005,4th Quintile,Urban regions,Yes,0.74867,1097,11046,0,0.71727,0,0.78419
2005,4th Quintile,Urban regions,No,0.25133,373,11046,0,0.23126,0,0.27109
2005,4th Quintile,Rural regions,Yes,0.77154,559,11046,0,0.71232,0,0.83445
2005,4th Quintile,Rural regions,No,0.22846,167,11046,0,0.19697,0,0.25723
2005,5th Quintile,Urban regions,Yes,0.84052,1817,11046,0,0.80432,0,0.87970
2005,5th Quintile,Urban regions,No,0.15948,333,11046,0,0.14367,0,0.17361
2005,5th Quintile,Rural regions,Yes,0.81964,542,11046,0,0.75475,0,0.88780
2005,5th Quintile,Rural regions,No,0.18036,104,11046,0,0.14604,0,0.21270
2006,1st Quintile,Urban regions,Yes,0.21760,290,12118,0,0.19926,0,0.23658
2006,1st Quintile,Urban regions,No,0.78240,1014,12118,0,0.75355,0,0.81345
2006,1st Quintile,Rural regions,Yes,0.22808,183,12118,0,0.20328,0,0.25290
2006,1st Quintile,Rural regions,No,0.77192,572,12118,0,0.72580,0,0.81197
2006,2nd Quintile,Urban regions,Yes,0.48189,651,12118,0,0.45681,0,0.50813
2006,2nd Quintile,Urban regions,No,0.51811,663,12118,0,0.49270,0,0.54523
2006,2nd Quintile,Rural regions,Yes,0.54120,483,12118,0,0.50564,0,0.57852
2006,2nd Quintile,Rural regions,No,0.45880,411,12118,0,0.43105,0,0.48717
2006,3rd Quintile,Urban regions,Yes,0.58899,892,12118,0,0.56356,0,0.61813
2006,3rd Quintile,Urban regions,No,0.41101,585,12118,0,0.38807,0,0.43579
2006,3rd Quintile,Rural regions,Yes,0.66905,610,12118,0,0.63270,0,0.70939
2006,3rd Quintile,Rural regions,No,0.33095,287,12118,0,0.30052,0,0.36224
2006,4th Quintile,Urban regions,Yes,0.70055,1186,12118,0,0.67267,0,0.72559
2006,4th Quintile,Urban regions,No,0.29945,480,12118,0,0.28123,0,0.32066
2006,4th Quintile,Rural regions,Yes,0.73172,593,12118,0,0.69077,0,0.77541
2006,4th Quintile,Rural regions,No,0.26828,198,12118,0,0.24085,0,0.30010
2006,5th Quintile,Urban regions,Yes,0.83463,1928,12118,0,0.80221,0,0.86731
2006,5th Quintile,Urban regions,No,0.16537,366,12118,0,0.15117,0,0.17974
2006,5th Quintile,Rural regions,Yes,0.83132,612,12118,0,0.76806,0,0.88295
2006,5th Quintile,Rural regions,No,0.16868,114,12118,0,0.14179,0,0.19822
2007,1st Quintile,Urban regions,Yes,0.22748,293,11325,0,0.20928,0,0.24709
2007,1st Quintile,Urban regions,No,0.77252,913,11325,0,0.73929,0,0.80579
2007,1st Quintile,Rural regions,Yes,0.24442,183,11325,0,0.21971,0,0.27023
2007,1st Quintile,Rural regions,No,0.75558,532,11325,0,0.70651,0,0.80135
2007,2nd Quintile,Urban regions,Yes,0.47990,631,11325,0,0.45570,0,0.50491
2007,2nd Quintile,Urban regions,No,0.52010,671,11325,0,0.49185,0,0.54842
2007,2nd Quintile,Rural regions,Yes,0.57473,465,11325,0,0.53209,0,0.60903
2007,2nd Quintile,Rural regions,No,0.42527,353,11325,0,0.39171,0,0.46562
2007,3rd Quintile,Urban regions,Yes,0.61321,863,11325,0,0.58837,0,0.63699
2007,3rd Quintile,Urban regions,No,0.38679,486,11325,0,0.36650,0,0.41329
2007,3rd Quintile,Rural regions,Yes,0.69377,571,11325,0,0.65009,0,0.73632
2007,3rd Quintile,Rural regions,No,0.30623,255,11325,0,0.27922,0,0.33381
2007,4th Quintile,Urban regions,Yes,0.74277,1161,11325,0,0.70873,0,0.77250
2007,4th Quintile,Urban regions,No,0.25723,369,11325,0,0.23533,0,0.27625
2007,4th Quintile,Rural regions,Yes,0.77903,604,11325,0,0.72602,0,0.83115
2007,4th Quintile,Rural regions,No,0.22097,165,11325,0,0.19347,0,0.24768
2007,5th Quintile,Urban regions,Yes,0.84128,1778,11325,0,0.80441,0,0.87629
2007,5th Quintile,Urban regions,No,0.15872,337,11325,0,0.14529,0,0.17519
