,Unnamed: 0,year,bula_h,quintil_oecd_hh,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
47,47,1992,Berlin,1st Quintile,No,1.0,62,5572,0.84864,1.19861
48,48,1992,Berlin,2nd Quintile,Yes,1.0,31,5572,0.77404,1.29826
49,49,1992,Berlin,3rd Quintile,Yes,1.0,56,5572,0.77931,1.23152
50,50,1992,Berlin,4th Quintile,Yes,1.0,49,5572,0.81345,1.21381
51,51,1992,Berlin,5th Quintile,Yes,1.0,48,5572,0.88605,1.11714
52,52,1992,Brandenburg,1st Quintile,Yes,0.64747,89,5572,0.59175,0.70583
53,53,1992,Brandenburg,1st Quintile,No,0.35253,51,5572,0.29806,0.41244
54,54,1992,Brandenburg,2nd Quintile,Yes,1.0,80,5572,0.88831,1.11146
55,55,1992,Brandenburg,3rd Quintile,Yes,1.0,42,5572,0.87467,1.13164
56,56,1992,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.43851,35,5572,0.35111,0.51086
57,57,1992,Mecklenburg-Western Pomerania,1st Quintile,No,0.56149,43,5572,0.47734,0.64111
58,58,1992,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.0,43,5572,0.87832,1.1048
59,59,1992,Saxony,1st Quintile,Yes,0.62694,165,5572,0.56811,0.67991
60,60,1992,Saxony,1st Quintile,No,0.37306,96,5572,0.33902,0.40983
61,61,1992,Saxony,2nd Quintile,Yes,0.7461,131,5572,0.69495,0.80485
62,62,1992,Saxony,2nd Quintile,No,0.2539,43,5572,0.22799,0.28313
63,63,1992,Saxony,3rd Quintile,Yes,1.0,69,5572,0.91036,1.0937
64,64,1992,Saxony-Anhalt,1st Quintile,Yes,0.54993,77,5572,0.4856,0.61064
65,65,1992,Saxony-Anhalt,1st Quintile,No,0.45007,67,5572,0.39693,0.51007
66,66,1992,Saxony-Anhalt,2nd Quintile,Yes,0.64158,82,5572,0.57889,0.71873
67,67,1992,Saxony-Anhalt,2nd Quintile,No,0.35842,47,5572,0.31288,0.41268
68,68,1992,Saxony-Anhalt,3rd Quintile,Yes,1.0,53,5572,0.85762,1.1656
69,69,1992,Thuringa,1st Quintile,Yes,0.41415,60,5572,0.35713,0.47862
70,70,1992,Thuringa,1st Quintile,No,0.58585,90,5572,0.51188,0.65621
71,71,1992,Thuringa,2nd Quintile,Yes,0.69113,84,5572,0.60424,0.76298
72,72,1992,Thuringa,2nd Quintile,No,0.30887,35,5572,0.25557,0.37631
73,73,1993,Lower Saxony,1st Quintile,No,1.0,56,5556,0.82764,1.17832
74,74,1993,Lower Saxony,2nd Quintile,Yes,0.55241,47,5556,0.44135,0.65866
75,75,1993,Lower Saxony,2nd Quintile,No,0.44759,46,5556,0.36345,0.54158
76,76,1993,Lower Saxony,3rd Quintile,Yes,0.71291,78,5556,0.61997,0.81242
77,77,1993,Lower Saxony,3rd Quintile,No,0.28709,35,5556,0.23503,0.34323
78,78,1993,Lower Saxony,4th Quintile,Yes,0.74762,84,5556,0.67184,0.81767
79,79,1993,Lower Saxony,4th Quintile,No,0.25238,34,5556,0.20536,0.31038
80,80,1993,Lower Saxony,5th Quintile,Yes,1.0,77,5556,0.89424,1.12652
81,81,1993,North Rhine-Westphalia,1st Quintile,Yes,0.2869,48,5556,0.2423,0.33662
82,82,1993,North Rhine-Westphalia,1st Quintile,No,0.7131,142,5556,0.6228,0.80583
83,83,1993,North Rhine-Westphalia,2nd Quintile,Yes,0.60621,136,5556,0.54919,0.67976
84,84,1993,North Rhine-Westphalia,2nd Quintile,No,0.39379,114,5556,0.33417,0.46716
85,85,1993,North Rhine-Westphalia,3rd Quintile,Yes,0.68632,163,5556,0.6191,0.76766
86,86,1993,North Rhine-Westphalia,3rd Quintile,No,0.31368,82,5556,0.27008,0.3698
87,87,1993,North Rhine-Westphalia,4th Quintile,Yes,0.71347,192,5556,0.65125,0.76924
88,88,1993,North Rhine-Westphalia,4th Quintile,No,0.28653,76,5556,0.24771,0.33108
89,89,1993,North Rhine-Westphalia,5th Quintile,Yes,0.83261,230,5556,0.77345,0.8936
90,90,1993,North Rhine-Westphalia,5th Quintile,No,0.16739,49,5556,0.14006,0.19844
91,91,1993,Hesse,1st Quintile,No,1.0,51,5556,0.77293,1.29356
92,92,1993,Hesse,2nd Quintile,Yes,0.61828,40,5556,0.45971,0.7639
93,93,1993,Hesse,2nd Quintile,No,0.38172,37,5556,0.2632,0.5016
94,94,1993,Hesse,3rd Quintile,Yes,1.0,69,5556,0.81802,1.21803
95,95,1993,Hesse,4th Quintile,Yes,1.0,61,5556,0.8065,1.15077
96,96,1993,Hesse,5th Quintile,Yes,1.0,102,5556,0.85936,1.13079
97,97,1993,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,32,5556,0.79419,1.23157
98,98,1993,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,1.0,33,5556,0.80617,1.2214
99,99,1993,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,1.0,52,5556,0.86602,1.18398
100,100,1993,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,1.0,51,5556,0.83647,1.14373
101,101,1993,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.0,42,5556,0.83201,1.18158
102,102,1993,Baden-Wuerttemberg,1st Quintile,Yes,0.39166,39,5556,0.30288,0.49416
103,103,1993,Baden-Wuerttemberg,1st Quintile,No,0.60834,72,5556,0.48641,0.75541
104,104,1993,Baden-Wuerttemberg,2nd Quintile,Yes,0.60952,83,5556,0.49864,0.73565
105,105,1993,Baden-Wuerttemberg,2nd Quintile,No,0.39048,64,5556,0.30612,0.47841
106,106,1993,Baden-Wuerttemberg,3rd Quintile,Yes,0.75311,135,5556,0.67307,0.86479
107,107,1993,Baden-Wuerttemberg,3rd Quintile,No,0.24689,52,5556,0.18845,0.31401
108,108,1993,Baden-Wuerttemberg,4th Quintile,Yes,0.79353,162,5556,0.71845,0.88116
109,109,1993,Baden-Wuerttemberg,4th Quintile,No,0.20647,54,5556,0.15494,0.25349
110,110,1993,Baden-Wuerttemberg,5th Quintile,Yes,1.0,136,5556,0.88379,1.09693
111,111,1993,Bavaria,1st Quintile,Yes,0.42748,48,5556,0.35122,0.50297
112,112,1993,Bavaria,1st Quintile,No,0.57252,50,5556,0.4663,0.69689
113,113,1993,Bavaria,2nd Quintile,Yes,0.54368,74,5556,0.46631,0.63193
114,114,1993,Bavaria,2nd Quintile,No,0.45632,65,5556,0.3866,0.52204
115,115,1993,Bavaria,3rd Quintile,Yes,0.66863,112,5556,0.58776,0.74497
116,116,1993,Bavaria,3rd Quintile,No,0.33137,54,5556,0.27218,0.40955
117,117,1993,Bavaria,4th Quintile,Yes,0.73167,152,5556,0.67045,0.78883
118,118,1993,Bavaria,4th Quintile,No,0.26833,59,5556,0.22603,0.32356
119,119,1993,Bavaria,5th Quintile,Yes,0.78548,154,5556,0.71039,0.84221
120,120,1993,Bavaria,5th Quintile,No,0.21452,41,5556,0.18044,0.24009
121,121,1993,Berlin,1st Quintile,No,1.0,45,5556,0.8263,1.20213
122,122,1993,Berlin,2nd Quintile,Yes,1.0,33,5556,0.81347,1.31755
123,123,1993,Berlin,3rd Quintile,Yes,1.0,58,5556,0.8362,1.18849
124,124,1993,Berlin,4th Quintile,Yes,1.0,52,5556,0.83854,1.16054
125,125,1993,Berlin,5th Quintile,Yes,1.0,41,5556,0.84581,1.14738
126,126,1993,Brandenburg,1st Quintile,Yes,0.61903,62,5556,0.55364,0.6833
127,127,1993,Brandenburg,1st Quintile,No,0.38097,38,5556,0.30093,0.44804
128,128,1993,Brandenburg,2nd Quintile,Yes,1.0,66,5556,0.87764,1.13838
129,129,1993,Brandenburg,3rd Quintile,Yes,1.0,52,5556,0.85734,1.15286
130,130,1993,Brandenburg,4th Quintile,Yes,1.0,38,5556,0.86504,1.1165
131,131,1993,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,34,5556,0.84978,1.1484
132,132,1993,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.0,49,5556,0.88701,1.12538
133,133,1993,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.0,37,5556,0.84335,1.2025
134,134,1993,Saxony,1st Quintile,Yes,0.49071,103,5556,0.4466,0.54265
135,135,1993,Saxony,1st Quintile,No,0.50929,93,5556,0.4541,0.55849
136,136,1993,Saxony,2nd Quintile,Yes,0.77724,147,5556,0.71113,0.83119
137,137,1993,Saxony,2nd Quintile,No,0.22276,41,5556,0.19653,0.2554
138,138,1993,Saxony,3rd Quintile,Yes,1.0,90,5556,0.91543,1.10541
139,139,1993,Saxony,4th Quintile,Yes,1.0,43,5556,0.84692,1.14867
140,140,1993,Saxony-Anhalt,1st Quintile,Yes,0.46921,49,5556,0.40128,0.5316
141,141,1993,Saxony-Anhalt,1st Quintile,No,0.53079,60,5556,0.45281,0.63616
142,142,1993,Saxony-Anhalt,2nd Quintile,Yes,0.68154,87,5556,0.61556,0.74881
143,143,1993,Saxony-Anhalt,2nd Quintile,No,0.31846,39,5556,0.27978,0.37418
144,144,1993,Saxony-Anhalt,3rd Quintile,Yes,1.0,58,5556,0.84168,1.22427
145,145,1993,Thuringa,1st Quintile,Yes,0.49459,46,5556,0.42013,0.57199
146,146,1993,Thuringa,1st Quintile,No,0.50541,53,5556,0.43809,0.60139
147,147,1993,Thuringa,2nd Quintile,Yes,0.6775,87,5556,0.58968,0.77108
148,148,1993,Thuringa,2nd Quintile,No,0.3225,37,5556,0.25667,0.39609
149,149,1993,Thuringa,3rd Quintile,Yes,1.0,53,5556,0.87554,1.14588
150,150,1994,Lower Saxony,1st Quintile,No,1.0,68,5370,0.81414,1.21176
151,151,1994,Lower Saxony,2nd Quintile,Yes,0.60949,55,5370,0.50208,0.7252
152,152,1994,Lower Saxony,2nd Quintile,No,0.39051,33,5370,0.29907,0.53007
153,153,1994,Lower Saxony,3rd Quintile,Yes,0.64416,62,5370,0.55307,0.73071
154,154,1994,Lower Saxony,3rd Quintile,No,0.35584,32,5370,0.26634,0.42549
155,155,1994,Lower Saxony,4th Quintile,Yes,1.0,87,5370,0.89648,1.11638
156,156,1994,Lower Saxony,5th Quintile,Yes,1.0,86,5370,0.85318,1.1132
157,157,1994,North Rhine-Westphalia,1st Quintile,Yes,0.30384,62,5370,0.2444,0.35697
158,158,1994,North Rhine-Westphalia,1st Quintile,No,0.69616,162,5370,0.61655,0.78736
159,159,1994,North Rhine-Westphalia,2nd Quintile,Yes,0.5691,140,5370,0.50187,0.63025
160,160,1994,North Rhine-Westphalia,2nd Quintile,No,0.4309,110,5370,0.37415,0.49836
161,161,1994,North Rhine-Westphalia,3rd Quintile,Yes,0.74094,173,5370,0.67177,0.81755
162,162,1994,North Rhine-Westphalia,3rd Quintile,No,0.25906,68,5370,0.21993,0.3063
163,163,1994,North Rhine-Westphalia,4th Quintile,Yes,0.72063,172,5370,0.6469,0.79198
164,164,1994,North Rhine-Westphalia,4th Quintile,No,0.27937,78,5370,0.24025,0.31956
165,165,1994,North Rhine-Westphalia,5th Quintile,Yes,0.88322,211,5370,0.81975,0.94671
166,166,1994,North Rhine-Westphalia,5th Quintile,No,0.11678,35,5370,0.09357,0.14114
167,167,1994,Hesse,1st Quintile,No,1.0,52,5370,0.76377,1.24108
168,168,1994,Hesse,2nd Quintile,Yes,0.57822,38,5370,0.43393,0.6988
169,169,1994,Hesse,2nd Quintile,No,0.42178,35,5370,0.29837,0.59658
170,170,1994,Hesse,3rd Quintile,Yes,1.0,67,5370,0.8073,1.2178
171,171,1994,Hesse,4th Quintile,Yes,1.0,69,5370,0.82536,1.21001
172,172,1994,Hesse,5th Quintile,Yes,1.0,102,5370,0.8983,1.09564
173,173,1994,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,37,5370,0.71999,1.19354
174,174,1994,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,1.0,38,5370,0.79593,1.22109
175,175,1994,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,1.0,44,5370,0.8349,1.15905
176,176,1994,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,1.0,58,5370,0.87519,1.11911
177,177,1994,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.0,45,5370,0.8529,1.1577
178,178,1994,Baden-Wuerttemberg,1st Quintile,Yes,0.30755,46,5370,0.2207,0.39402
179,179,1994,Baden-Wuerttemberg,1st Quintile,No,0.69245,88,5370,0.55375,0.85254
180,180,1994,Baden-Wuerttemberg,2nd Quintile,Yes,0.57195,77,5370,0.47302,0.69101
181,181,1994,Baden-Wuerttemberg,2nd Quintile,No,0.42805,59,5370,0.32951,0.53302
182,182,1994,Baden-Wuerttemberg,3rd Quintile,Yes,0.67837,120,5370,0.58712,0.76712
183,183,1994,Baden-Wuerttemberg,3rd Quintile,No,0.32163,68,5370,0.25652,0.38647
184,184,1994,Baden-Wuerttemberg,4th Quintile,Yes,0.77674,144,5370,0.68141,0.8552
185,185,1994,Baden-Wuerttemberg,4th Quintile,No,0.22326,40,5370,0.16966,0.28601
186,186,1994,Baden-Wuerttemberg,5th Quintile,Yes,0.83781,136,5370,0.74308,0.9433
187,187,1994,Baden-Wuerttemberg,5th Quintile,No,0.16219,34,5370,0.12149,0.22146
188,188,1994,Bavaria,1st Quintile,Yes,0.39763,42,5370,0.30003,0.47543
189,189,1994,Bavaria,1st Quintile,No,0.60237,68,5370,0.49934,0.71077
190,190,1994,Bavaria,2nd Quintile,Yes,0.49303,69,5370,0.42479,0.57509
191,191,1994,Bavaria,2nd Quintile,No,0.50697,68,5370,0.40252,0.60382
192,192,1994,Bavaria,3rd Quintile,Yes,0.62391,118,5370,0.55175,0.71086
193,193,1994,Bavaria,3rd Quintile,No,0.37609,59,5370,0.31731,0.44444
194,194,1994,Bavaria,4th Quintile,Yes,0.73336,139,5370,0.66945,0.80287
195,195,1994,Bavaria,4th Quintile,No,0.26664,53,5370,0.21825,0.32011
196,196,1994,Bavaria,5th Quintile,Yes,1.0,179,5370,0.91678,1.07696
197,197,1994,Berlin,1st Quintile,No,1.0,48,5370,0.81022,1.19433
198,198,1994,Berlin,2nd Quintile,Yes,1.0,32,5370,0.79022,1.15848
199,199,1994,Berlin,3rd Quintile,Yes,1.0,39,5370,0.80246,1.27104
200,200,1994,Berlin,4th Quintile,Yes,1.0,53,5370,0.85028,1.18821
201,201,1994,Berlin,5th Quintile,Yes,1.0,45,5370,0.83847,1.19014
202,202,1994,Brandenburg,1st Quintile,Yes,1.0,52,5370,0.87474,1.12595
203,203,1994,Brandenburg,2nd Quintile,Yes,1.0,62,5370,0.88033,1.13459
204,204,1994,Brandenburg,3rd Quintile,Yes,1.0,53,5370,0.86906,1.14436
205,205,1994,Brandenburg,4th Quintile,Yes,1.0,36,5370,0.86605,1.1939
206,206,1994,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,32,5370,0.83589,1.18377
207,207,1994,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.0,51,5370,0.88096,1.13536
208,208,1994,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.0,34,5370,0.79594,1.27074
209,209,1994,Saxony,1st Quintile,Yes,0.55832,86,5370,0.49461,0.62694
210,210,1994,Saxony,1st Quintile,No,0.44168,72,5370,0.38607,0.48409
211,211,1994,Saxony,2nd Quintile,Yes,0.67853,125,5370,0.61943,0.74483
212,212,1994,Saxony,2nd Quintile,No,0.32147,57,5370,0.2716,0.37429
213,213,1994,Saxony,3rd Quintile,Yes,1.0,102,5370,0.88766,1.14223
214,214,1994,Saxony,4th Quintile,Yes,1.0,60,5370,0.874,1.13721
215,215,1994,Saxony-Anhalt,1st Quintile,Yes,0.47206,38,5370,0.39474,0.56222
216,216,1994,Saxony-Anhalt,1st Quintile,No,0.52794,57,5370,0.44183,0.6429
217,217,1994,Saxony-Anhalt,2nd Quintile,Yes,1.0,76,5370,0.87932,1.14334
218,218,1994,Saxony-Anhalt,3rd Quintile,Yes,1.0,67,5370,0.87214,1.16357
219,219,1994,Saxony-Anhalt,4th Quintile,Yes,1.0,34,5370,0.81163,1.30118
220,220,1994,Thuringa,1st Quintile,Yes,0.43142,44,5370,0.357,0.5135
221,221,1994,Thuringa,1st Quintile,No,0.56858,61,5370,0.46533,0.65294
222,222,1994,Thuringa,2nd Quintile,Yes,1.0,68,5370,0.8557,1.15759
223,223,1994,Thuringa,3rd Quintile,Yes,1.0,60,5370,0.84757,1.17018
224,224,1995,Lower Saxony,1st Quintile,No,1.0,66,5568,0.83887,1.18664
225,225,1995,Lower Saxony,2nd Quintile,Yes,0.52343,50,5568,0.45044,0.59271
226,226,1995,Lower Saxony,2nd Quintile,No,0.47657,49,5568,0.39305,0.57419
227,227,1995,Lower Saxony,3rd Quintile,Yes,0.54829,67,5568,0.47041,0.65575
228,228,1995,Lower Saxony,3rd Quintile,No,0.45171,45,5568,0.36925,0.52547
229,229,1995,Lower Saxony,4th Quintile,Yes,0.75194,75,5568,0.63446,0.85992
230,230,1995,Lower Saxony,4th Quintile,No,0.24806,33,5568,0.2038,0.29134
231,231,1995,Lower Saxony,5th Quintile,Yes,1.0,90,5568,0.89791,1.09895
232,232,1995,North Rhine-Westphalia,1st Quintile,Yes,0.35129,84,5568,0.28783,0.41636
233,233,1995,North Rhine-Westphalia,1st Quintile,No,0.64871,180,5568,0.55596,0.72801
234,234,1995,North Rhine-Westphalia,2nd Quintile,Yes,0.58999,134,5568,0.51402,0.67354
235,235,1995,North Rhine-Westphalia,2nd Quintile,No,0.41001,118,5568,0.35914,0.46705
236,236,1995,North Rhine-Westphalia,3rd Quintile,Yes,0.70606,180,5568,0.6388,0.78239
237,237,1995,North Rhine-Westphalia,3rd Quintile,No,0.29394,74,5568,0.24819,0.33728
238,238,1995,North Rhine-Westphalia,4th Quintile,Yes,0.68177,169,5568,0.62373,0.74014
239,239,1995,North Rhine-Westphalia,4th Quintile,No,0.31823,72,5568,0.26603,0.37381
240,240,1995,North Rhine-Westphalia,5th Quintile,Yes,0.84676,221,5568,0.77641,0.9143
241,241,1995,North Rhine-Westphalia,5th Quintile,No,0.15324,45,5568,0.11707,0.1899
242,242,1995,Hesse,1st Quintile,No,1.0,72,5568,0.75752,1.23832
243,243,1995,Hesse,2nd Quintile,Yes,0.57711,56,5568,0.46206,0.71065
244,244,1995,Hesse,2nd Quintile,No,0.42289,36,5568,0.29227,0.54646
245,245,1995,Hesse,3rd Quintile,Yes,0.6116,62,5568,0.50644,0.75971
246,246,1995,Hesse,3rd Quintile,No,0.3884,34,5568,0.26617,0.51131
247,247,1995,Hesse,4th Quintile,Yes,1.0,78,5568,0.85084,1.15383
248,248,1995,Hesse,5th Quintile,Yes,1.0,87,5568,0.8657,1.11199
249,249,1995,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,57,5568,0.78598,1.21141
250,250,1995,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,1.0,44,5568,0.80032,1.20867
251,251,1995,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,1.0,47,5568,0.81534,1.18572
252,252,1995,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,1.0,55,5568,0.89038,1.12353
253,253,1995,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.0,44,5568,0.87716,1.15194
254,254,1995,Baden-Wuerttemberg,1st Quintile,Yes,0.34166,57,5568,0.26676,0.42684
255,255,1995,Baden-Wuerttemberg,1st Quintile,No,0.65834,97,5568,0.56176,0.79106
256,256,1995,Baden-Wuerttemberg,2nd Quintile,Yes,0.68177,109,5568,0.58998,0.7766
257,257,1995,Baden-Wuerttemberg,2nd Quintile,No,0.31823,67,5568,0.23625,0.42081
258,258,1995,Baden-Wuerttemberg,3rd Quintile,Yes,0.7123,129,5568,0.6167,0.82524
259,259,1995,Baden-Wuerttemberg,3rd Quintile,No,0.2877,58,5568,0.21055,0.39524
260,260,1995,Baden-Wuerttemberg,4th Quintile,Yes,0.74177,132,5568,0.63621,0.83651
261,261,1995,Baden-Wuerttemberg,4th Quintile,No,0.25823,40,5568,0.20209,0.32428
262,262,1995,Baden-Wuerttemberg,5th Quintile,Yes,1.0,140,5568,0.88379,1.15466
263,263,1995,Bavaria,1st Quintile,Yes,0.35255,52,5568,0.29359,0.40512
264,264,1995,Bavaria,1st Quintile,No,0.64745,82,5568,0.54287,0.77888
265,265,1995,Bavaria,2nd Quintile,Yes,0.46534,74,5568,0.39249,0.54453
266,266,1995,Bavaria,2nd Quintile,No,0.53466,80,5568,0.44265,0.6372
267,267,1995,Bavaria,3rd Quintile,Yes,0.62027,105,5568,0.53501,0.72501
268,268,1995,Bavaria,3rd Quintile,No,0.37973,61,5568,0.3214,0.45206
269,269,1995,Bavaria,4th Quintile,Yes,0.80136,156,5568,0.71925,0.90011
270,270,1995,Bavaria,4th Quintile,No,0.19864,45,5568,0.15931,0.24734
271,271,1995,Bavaria,5th Quintile,Yes,1.0,171,5568,0.90638,1.10785
272,272,1995,Berlin,1st Quintile,No,1.0,57,5568,0.85174,1.15073
273,273,1995,Berlin,2nd Quintile,Yes,1.0,38,5568,0.80247,1.30346
274,274,1995,Berlin,3rd Quintile,Yes,1.0,34,5568,0.79733,1.2151
275,275,1995,Berlin,4th Quintile,Yes,1.0,51,5568,0.82006,1.16636
276,276,1995,Berlin,5th Quintile,Yes,1.0,48,5568,0.85384,1.15358
277,277,1995,Brandenburg,1st Quintile,No,1.0,31,5568,0.78323,1.29125
278,278,1995,Brandenburg,2nd Quintile,Yes,1.0,72,5568,0.89039,1.1028
279,279,1995,Brandenburg,3rd Quintile,Yes,1.0,50,5568,0.84763,1.16943
280,280,1995,Brandenburg,4th Quintile,Yes,1.0,36,5568,0.83993,1.16029
281,281,1995,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.0,35,5568,0.83734,1.17974
282,282,1995,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.0,37,5568,0.80775,1.16844
283,283,1995,Saxony,1st Quintile,Yes,0.56104,85,5568,0.49378,0.62879
284,284,1995,Saxony,1st Quintile,No,0.43896,68,5568,0.38642,0.50595
285,285,1995,Saxony,2nd Quintile,Yes,0.73039,123,5568,0.6485,0.80788
286,286,1995,Saxony,2nd Quintile,No,0.26961,43,5568,0.2272,0.32287
287,287,1995,Saxony,3rd Quintile,Yes,1.0,96,5568,0.89103,1.13451
288,288,1995,Saxony,4th Quintile,Yes,1.0,68,5568,0.90008,1.13817
289,289,1995,Saxony,5th Quintile,Yes,1.0,32,5568,0.76554,1.2476
290,290,1995,Saxony-Anhalt,1st Quintile,Yes,0.5646,38,5568,0.45483,0.66602
291,291,1995,Saxony-Anhalt,1st Quintile,No,0.4354,41,5568,0.35267,0.54523
292,292,1995,Saxony-Anhalt,2nd Quintile,Yes,1.0,71,5568,0.86285,1.12558
293,293,1995,Saxony-Anhalt,3rd Quintile,Yes,1.0,71,5568,0.83703,1.18857
294,294,1995,Saxony-Anhalt,4th Quintile,Yes,1.0,46,5568,0.81885,1.19245
295,295,1995,Thuringa,1st Quintile,No,1.0,55,5568,0.82677,1.16091
296,296,1995,Thuringa,2nd Quintile,Yes,1.0,67,5568,0.86784,1.16677
297,297,1995,Thuringa,3rd Quintile,Yes,1.0,62,5568,0.82715,1.15833
