,Unnamed: 0,year,bula_h,rentown,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
54,54,1993,Lower Saxony,Owner,No,0.30127,67,6331,0.26759,0.33541
55,55,1993,Lower Saxony,Tenant,Yes,0.58285,154,6331,0.52613,0.64154
56,56,1993,Lower Saxony,Tenant,No,0.41715,123,6331,0.36083,0.46529
57,57,1993,North Rhine-Westphalia,Owner,Yes,0.72764,301,6331,0.69074,0.77504
58,58,1993,North Rhine-Westphalia,Owner,No,0.27236,114,6331,0.23985,0.30194
59,59,1993,North Rhine-Westphalia,Tenant,Yes,0.606,468,6331,0.56973,0.64629
60,60,1993,North Rhine-Westphalia,Tenant,No,0.394,350,6331,0.35759,0.43216
61,61,1993,Hesse,Owner,Yes,0.75623,109,6331,0.68385,0.81401
62,62,1993,Hesse,Owner,No,0.24377,47,6331,0.20399,0.28122
63,63,1993,Hesse,Tenant,Yes,0.66321,181,6331,0.58801,0.76248
64,64,1993,Hesse,Tenant,No,0.33679,117,6331,0.27825,0.4058
65,65,1993,"Rhineland-Palatinate, Saarland",Owner,Yes,0.67916,110,6331,0.63174,0.73744
66,66,1993,"Rhineland-Palatinate, Saarland",Owner,No,0.32084,51,6331,0.28211,0.35901
67,67,1993,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.54289,84,6331,0.46553,0.62642
68,68,1993,"Rhineland-Palatinate, Saarland",Tenant,No,0.45711,68,6331,0.37823,0.54409
69,69,1993,Baden-Wuerttemberg,Owner,Yes,0.76132,246,6331,0.70672,0.81296
70,70,1993,Baden-Wuerttemberg,Owner,No,0.23868,90,6331,0.20654,0.27342
71,71,1993,Baden-Wuerttemberg,Tenant,Yes,0.66181,309,6331,0.58997,0.72708
72,72,1993,Baden-Wuerttemberg,Tenant,No,0.33819,181,6331,0.28231,0.39145
73,73,1993,Bavaria,Owner,Yes,0.73304,250,6331,0.6862,0.77518
74,74,1993,Bavaria,Owner,No,0.26696,92,6331,0.24035,0.29221
75,75,1993,Bavaria,Tenant,Yes,0.60186,290,6331,0.55235,0.64884
76,76,1993,Bavaria,Tenant,No,0.39814,177,6331,0.34974,0.45471
77,77,1993,Berlin,Tenant,Yes,0.63564,195,6331,0.57363,0.69315
78,78,1993,Berlin,Tenant,No,0.36436,103,6331,0.3095,0.41733
79,79,1993,Brandenburg,Owner,Yes,0.71525,75,6331,0.63765,0.7888
80,80,1993,Brandenburg,Owner,No,0.28475,31,6331,0.22954,0.346
81,81,1993,Brandenburg,Tenant,Yes,0.75854,153,6331,0.6923,0.82604
82,82,1993,Brandenburg,Tenant,No,0.24146,48,6331,0.21107,0.2824
83,83,1993,Mecklenburg-Western Pomerania,Owner,Yes,1.0,49,6331,0.85689,1.16381
84,84,1993,Mecklenburg-Western Pomerania,Tenant,Yes,0.62473,90,6331,0.54607,0.68089
85,85,1993,Mecklenburg-Western Pomerania,Tenant,No,0.37527,45,6331,0.33108,0.42348
86,86,1993,Saxony,Owner,Yes,0.72195,98,6331,0.654,0.79065
87,87,1993,Saxony,Owner,No,0.27805,34,6331,0.22227,0.3435
88,88,1993,Saxony,Tenant,Yes,0.68102,304,6331,0.63962,0.72756
89,89,1993,Saxony,Tenant,No,0.31898,115,6331,0.28863,0.34617
90,90,1993,Saxony-Anhalt,Owner,Yes,0.71153,77,6331,0.63535,0.80096
91,91,1993,Saxony-Anhalt,Owner,No,0.28847,37,6331,0.24768,0.32974
92,92,1993,Saxony-Anhalt,Tenant,Yes,0.62652,159,6331,0.56368,0.6884
93,93,1993,Saxony-Anhalt,Tenant,No,0.37348,77,6331,0.3258,0.41944
94,94,1993,Thuringa,Owner,Yes,0.67468,90,6331,0.61039,0.74608
95,95,1993,Thuringa,Owner,No,0.32532,38,6331,0.27543,0.38633
96,96,1993,Thuringa,Tenant,Yes,0.6037,118,6331,0.54644,0.66855
97,97,1993,Thuringa,Tenant,No,0.3963,71,6331,0.335,0.45756
98,98,1994,Schleswig-Holstein,Owner,Yes,1.0,46,6247,0.87732,1.12823
99,99,1994,Schleswig-Holstein,Tenant,Yes,0.63924,51,6247,0.55256,0.72936
100,100,1994,Schleswig-Holstein,Tenant,No,0.36076,32,6247,0.28746,0.43806
101,101,1994,Hamburg,Tenant,Yes,0.53095,43,6247,0.4657,0.62235
102,102,1994,Hamburg,Tenant,No,0.46905,33,6247,0.36341,0.57744
103,103,1994,Lower Saxony,Owner,Yes,0.69134,161,6247,0.64095,0.74236
104,104,1994,Lower Saxony,Owner,No,0.30866,60,6247,0.26916,0.35592
105,105,1994,Lower Saxony,Tenant,Yes,0.56912,150,6247,0.51358,0.63036
106,106,1994,Lower Saxony,Tenant,No,0.43088,123,6247,0.36684,0.48926
107,107,1994,North Rhine-Westphalia,Owner,Yes,0.76809,318,6247,0.72927,0.81082
108,108,1994,North Rhine-Westphalia,Owner,No,0.23191,95,6247,0.19876,0.25742
109,109,1994,North Rhine-Westphalia,Tenant,Yes,0.60265,440,6247,0.56957,0.64341
110,110,1994,North Rhine-Westphalia,Tenant,No,0.39735,360,6247,0.36377,0.43076
111,111,1994,Hesse,Owner,Yes,0.78799,119,6247,0.71475,0.85083
112,112,1994,Hesse,Owner,No,0.21201,38,6247,0.17424,0.26536
113,113,1994,Hesse,Tenant,Yes,0.63386,182,6247,0.56373,0.71433
114,114,1994,Hesse,Tenant,No,0.36614,114,6247,0.31264,0.41551
115,115,1994,"Rhineland-Palatinate, Saarland",Owner,Yes,0.68714,108,6247,0.63335,0.74712
116,116,1994,"Rhineland-Palatinate, Saarland",Owner,No,0.31286,54,6247,0.26518,0.37362
117,117,1994,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.61869,97,6247,0.52052,0.69526
118,118,1994,"Rhineland-Palatinate, Saarland",Tenant,No,0.38131,59,6247,0.31673,0.46022
119,119,1994,Baden-Wuerttemberg,Owner,Yes,0.71161,234,6247,0.65523,0.75606
120,120,1994,Baden-Wuerttemberg,Owner,No,0.28839,93,6247,0.24603,0.33528
121,121,1994,Baden-Wuerttemberg,Tenant,Yes,0.61478,288,6247,0.56029,0.68748
122,122,1994,Baden-Wuerttemberg,Tenant,No,0.38522,196,6247,0.32085,0.44874
123,123,1994,Bavaria,Owner,Yes,0.72379,255,6247,0.67969,0.77331
124,124,1994,Bavaria,Owner,No,0.27621,99,6247,0.24587,0.30932
125,125,1994,Bavaria,Tenant,Yes,0.59844,292,6247,0.55073,0.64795
126,126,1994,Bavaria,Tenant,No,0.40156,178,6247,0.35752,0.45945
127,127,1994,Berlin,Tenant,Yes,0.56838,175,6247,0.51705,0.62028
128,128,1994,Berlin,Tenant,No,0.43162,116,6247,0.37055,0.48745
129,129,1994,Brandenburg,Owner,Yes,1.0,77,6247,0.90115,1.10406
130,130,1994,Brandenburg,Tenant,Yes,0.76514,146,6247,0.69177,0.83022
131,131,1994,Brandenburg,Tenant,No,0.23486,48,6247,0.18833,0.27896
132,132,1994,Mecklenburg-Western Pomerania,Owner,Yes,1.0,48,6247,0.85868,1.17844
133,133,1994,Mecklenburg-Western Pomerania,Tenant,Yes,0.61528,90,6247,0.55888,0.65969
134,134,1994,Mecklenburg-Western Pomerania,Tenant,No,0.38472,48,6247,0.32415,0.4467
135,135,1994,Saxony,Owner,Yes,0.71807,105,6247,0.6381,0.80286
136,136,1994,Saxony,Owner,No,0.28193,40,6247,0.24407,0.33802
137,137,1994,Saxony,Tenant,Yes,0.71037,296,6247,0.66713,0.7633
138,138,1994,Saxony,Tenant,No,0.28963,107,6247,0.26558,0.31334
139,139,1994,Saxony-Anhalt,Owner,Yes,1.0,79,6247,0.88598,1.13949
140,140,1994,Saxony-Anhalt,Tenant,Yes,0.69837,157,6247,0.61659,0.76059
141,141,1994,Saxony-Anhalt,Tenant,No,0.30163,72,6247,0.26193,0.35258
142,142,1994,Thuringa,Owner,Yes,0.67048,91,6247,0.61238,0.74218
143,143,1994,Thuringa,Owner,No,0.32952,43,6247,0.27338,0.38324
144,144,1994,Thuringa,Tenant,Yes,0.62982,122,6247,0.56368,0.70938
145,145,1994,Thuringa,Tenant,No,0.37018,69,6247,0.32398,0.42116
146,146,1995,Schleswig-Holstein,Owner,Yes,1.0,55,6436,0.88036,1.15066
147,147,1995,Schleswig-Holstein,Tenant,Yes,0.5787,47,6436,0.48858,0.66308
148,148,1995,Schleswig-Holstein,Tenant,No,0.4213,35,6436,0.34167,0.52089
149,149,1995,Hamburg,Tenant,Yes,1.0,39,6436,0.83198,1.16176
150,150,1995,Lower Saxony,Owner,Yes,0.66595,160,6436,0.61052,0.73485
151,151,1995,Lower Saxony,Owner,No,0.33405,70,6436,0.2927,0.37952
152,152,1995,Lower Saxony,Tenant,Yes,0.56311,152,6436,0.49539,0.62971
153,153,1995,Lower Saxony,Tenant,No,0.43689,139,6436,0.38517,0.48513
154,154,1995,North Rhine-Westphalia,Owner,Yes,0.73528,323,6436,0.69106,0.78581
155,155,1995,North Rhine-Westphalia,Owner,No,0.26472,106,6436,0.23229,0.29847
156,156,1995,North Rhine-Westphalia,Tenant,Yes,0.59468,465,6436,0.54777,0.63218
157,157,1995,North Rhine-Westphalia,Tenant,No,0.40532,385,6436,0.36293,0.44461
158,158,1995,Hesse,Owner,Yes,0.77928,114,6436,0.70967,0.85101
159,159,1995,Hesse,Owner,No,0.22072,39,6436,0.16653,0.2793
160,160,1995,Hesse,Tenant,Yes,0.57765,190,6436,0.50657,0.65758
161,161,1995,Hesse,Tenant,No,0.42235,134,6436,0.35863,0.49052
162,162,1995,"Rhineland-Palatinate, Saarland",Owner,Yes,0.73692,113,6436,0.66685,0.8015
163,163,1995,"Rhineland-Palatinate, Saarland",Owner,No,0.26308,46,6436,0.21192,0.32052
164,164,1995,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.55099,102,6436,0.47201,0.62572
165,165,1995,"Rhineland-Palatinate, Saarland",Tenant,No,0.44901,82,6436,0.37109,0.52459
166,166,1995,Baden-Wuerttemberg,Owner,Yes,0.73258,245,6436,0.68525,0.79889
167,167,1995,Baden-Wuerttemberg,Owner,No,0.26742,91,6436,0.23136,0.30814
168,168,1995,Baden-Wuerttemberg,Tenant,Yes,0.62597,322,6436,0.56054,0.70264
169,169,1995,Baden-Wuerttemberg,Tenant,No,0.37403,198,6436,0.31708,0.43346
170,170,1995,Bavaria,Owner,Yes,0.75576,268,6436,0.70658,0.8066
171,171,1995,Bavaria,Owner,No,0.24424,82,6436,0.20544,0.28059
172,172,1995,Bavaria,Tenant,Yes,0.57492,291,6436,0.52676,0.63416
173,173,1995,Bavaria,Tenant,No,0.42508,214,6436,0.37668,0.47908
174,174,1995,Berlin,Tenant,Yes,0.55759,164,6436,0.49485,0.62027
175,175,1995,Berlin,Tenant,No,0.44241,128,6436,0.38877,0.50159
176,176,1995,Brandenburg,Owner,Yes,1.0,77,6436,0.88985,1.11968
177,177,1995,Brandenburg,Tenant,Yes,0.75724,135,6436,0.68415,0.85011
178,178,1995,Brandenburg,Tenant,No,0.24276,47,6436,0.19876,0.28303
179,179,1995,Mecklenburg-Western Pomerania,Owner,Yes,1.0,46,6436,0.84737,1.17487
180,180,1995,Mecklenburg-Western Pomerania,Tenant,Yes,0.63775,91,6436,0.56742,0.70097
181,181,1995,Mecklenburg-Western Pomerania,Tenant,No,0.36225,51,6436,0.31323,0.41928
182,182,1995,Saxony,Owner,Yes,0.77458,109,6436,0.68513,0.87457
183,183,1995,Saxony,Owner,No,0.22542,31,6436,0.18285,0.27826
184,184,1995,Saxony,Tenant,Yes,0.72243,295,6436,0.66899,0.78549
185,185,1995,Saxony,Tenant,No,0.27757,103,6436,0.25204,0.30827
186,186,1995,Saxony-Anhalt,Owner,Yes,0.7554,82,6436,0.67385,0.83915
187,187,1995,Saxony-Anhalt,Owner,No,0.2446,32,6436,0.20326,0.30355
188,188,1995,Saxony-Anhalt,Tenant,Yes,0.74059,160,6436,0.67214,0.80468
189,189,1995,Saxony-Anhalt,Tenant,No,0.25941,60,6436,0.2159,0.30308
190,190,1995,Thuringa,Owner,Yes,0.65699,87,6436,0.58691,0.76108
191,191,1995,Thuringa,Owner,No,0.34301,46,6436,0.29712,0.40389
192,192,1995,Thuringa,Tenant,Yes,0.62356,118,6436,0.55676,0.69075
193,193,1995,Thuringa,Tenant,No,0.37644,67,6436,0.33098,0.42912
194,194,1996,Schleswig-Holstein,Owner,Yes,1.0,55,6421,0.8869,1.13636
195,195,1996,Schleswig-Holstein,Tenant,Yes,0.61905,43,6421,0.50679,0.7223
196,196,1996,Schleswig-Holstein,Tenant,No,0.38095,32,6421,0.29635,0.4438
197,197,1996,Hamburg,Tenant,Yes,0.48397,36,6421,0.39632,0.60085
198,198,1996,Hamburg,Tenant,No,0.51603,31,6421,0.39701,0.65842
199,199,1996,Lower Saxony,Owner,Yes,0.72471,167,6421,0.66509,0.79014
200,200,1996,Lower Saxony,Owner,No,0.27529,67,6421,0.23402,0.31648
201,201,1996,Lower Saxony,Tenant,Yes,0.57022,163,6421,0.51199,0.64106
202,202,1996,Lower Saxony,Tenant,No,0.42978,129,6421,0.37486,0.4857
203,203,1996,North Rhine-Westphalia,Owner,Yes,0.76921,319,6421,0.71073,0.82022
204,204,1996,North Rhine-Westphalia,Owner,No,0.23079,102,6421,0.20773,0.26239
205,205,1996,North Rhine-Westphalia,Tenant,Yes,0.56192,446,6421,0.51938,0.59941
206,206,1996,North Rhine-Westphalia,Tenant,No,0.43808,400,6421,0.40154,0.47274
207,207,1996,Hesse,Owner,Yes,0.80457,118,6421,0.72431,0.8652
208,208,1996,Hesse,Owner,No,0.19543,38,6421,0.14944,0.23008
209,209,1996,Hesse,Tenant,Yes,0.61711,181,6421,0.54536,0.69385
210,210,1996,Hesse,Tenant,No,0.38289,122,6421,0.32272,0.4564
211,211,1996,"Rhineland-Palatinate, Saarland",Owner,Yes,0.7219,116,6421,0.6522,0.79882
212,212,1996,"Rhineland-Palatinate, Saarland",Owner,No,0.2781,52,6421,0.23576,0.32408
213,213,1996,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.58215,101,6421,0.48329,0.67441
214,214,1996,"Rhineland-Palatinate, Saarland",Tenant,No,0.41785,76,6421,0.34271,0.49139
215,215,1996,Baden-Wuerttemberg,Owner,Yes,0.68483,236,6421,0.63599,0.74682
216,216,1996,Baden-Wuerttemberg,Owner,No,0.31517,103,6421,0.26795,0.36576
217,217,1996,Baden-Wuerttemberg,Tenant,Yes,0.58679,283,6421,0.51847,0.65523
218,218,1996,Baden-Wuerttemberg,Tenant,No,0.41321,212,6421,0.34794,0.47788
219,219,1996,Bavaria,Owner,Yes,0.73284,256,6421,0.67864,0.79032
220,220,1996,Bavaria,Owner,No,0.26716,92,6421,0.23131,0.29583
221,221,1996,Bavaria,Tenant,Yes,0.5913,282,6421,0.53999,0.65949
222,222,1996,Bavaria,Tenant,No,0.4087,209,6421,0.36048,0.46363
223,223,1996,Berlin,Tenant,Yes,0.59951,166,6421,0.53985,0.67342
224,224,1996,Berlin,Tenant,No,0.40049,114,6421,0.34448,0.44276
225,225,1996,Brandenburg,Owner,Yes,0.71913,77,6421,0.64633,0.80082
226,226,1996,Brandenburg,Owner,No,0.28087,32,6421,0.23479,0.33413
227,227,1996,Brandenburg,Tenant,Yes,0.71664,137,6421,0.64122,0.78409
228,228,1996,Brandenburg,Tenant,No,0.28336,52,6421,0.23272,0.3427
229,229,1996,Mecklenburg-Western Pomerania,Owner,Yes,1.0,47,6421,0.84301,1.15361
230,230,1996,Mecklenburg-Western Pomerania,Tenant,Yes,0.64655,91,6421,0.57844,0.71911
231,231,1996,Mecklenburg-Western Pomerania,Tenant,No,0.35345,49,6421,0.29495,0.42048
232,232,1996,Saxony,Owner,Yes,0.80002,118,6421,0.70511,0.88157
233,233,1996,Saxony,Owner,No,0.19998,37,6421,0.17443,0.23349
234,234,1996,Saxony,Tenant,Yes,0.70125,275,6421,0.64188,0.76882
235,235,1996,Saxony,Tenant,No,0.29875,111,6421,0.26817,0.33259
236,236,1996,Saxony-Anhalt,Owner,Yes,0.72187,76,6421,0.62025,0.80546
237,237,1996,Saxony-Anhalt,Owner,No,0.27813,34,6421,0.22644,0.32909
238,238,1996,Saxony-Anhalt,Tenant,Yes,0.7092,146,6421,0.63944,0.76225
239,239,1996,Saxony-Anhalt,Tenant,No,0.2908,68,6421,0.24524,0.34025
240,240,1996,Thuringa,Owner,Yes,0.68546,99,6421,0.61136,0.77297
241,241,1996,Thuringa,Owner,No,0.31454,41,6421,0.26234,0.37628
242,242,1996,Thuringa,Tenant,Yes,0.5868,117,6421,0.53384,0.64774
243,243,1996,Thuringa,Tenant,No,0.4132,67,6421,0.35351,0.4705
244,244,1997,Schleswig-Holstein,Owner,Yes,1.0,54,6306,0.85462,1.16013
245,245,1997,Schleswig-Holstein,Tenant,Yes,1.0,43,6306,0.83354,1.16193
246,246,1997,Hamburg,Tenant,Yes,1.0,37,6306,0.79625,1.18566
247,247,1997,Lower Saxony,Owner,Yes,0.64968,161,6306,0.59229,0.69685
248,248,1997,Lower Saxony,Owner,No,0.35032,79,6306,0.29399,0.41083
249,249,1997,Lower Saxony,Tenant,Yes,0.56218,162,6306,0.50527,0.63456
250,250,1997,Lower Saxony,Tenant,No,0.43782,123,6306,0.37543,0.49968
251,251,1997,North Rhine-Westphalia,Owner,Yes,0.77098,329,6306,0.72616,0.81851
252,252,1997,North Rhine-Westphalia,Owner,No,0.22902,108,6306,0.20225,0.26385
253,253,1997,North Rhine-Westphalia,Tenant,Yes,0.56044,444,6306,0.5227,0.60097
254,254,1997,North Rhine-Westphalia,Tenant,No,0.43956,379,6306,0.39585,0.48039
255,255,1997,Hesse,Owner,Yes,0.73716,115,6306,0.65842,0.82277
256,256,1997,Hesse,Owner,No,0.26284,35,6306,0.21739,0.32652
257,257,1997,Hesse,Tenant,Yes,0.62997,169,6306,0.54664,0.71349
258,258,1997,Hesse,Tenant,No,0.37003,114,6306,0.31471,0.44133
259,259,1997,"Rhineland-Palatinate, Saarland",Owner,Yes,0.69693,117,6306,0.62829,0.75964
260,260,1997,"Rhineland-Palatinate, Saarland",Owner,No,0.30307,51,6306,0.24666,0.35808
261,261,1997,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.5213,104,6306,0.45235,0.58453
262,262,1997,"Rhineland-Palatinate, Saarland",Tenant,No,0.4787,84,6306,0.39315,0.57977
263,263,1997,Baden-Wuerttemberg,Owner,Yes,0.69085,217,6306,0.62965,0.75662
264,264,1997,Baden-Wuerttemberg,Owner,No,0.30915,112,6306,0.26846,0.35138
265,265,1997,Baden-Wuerttemberg,Tenant,Yes,0.60969,278,6306,0.55162,0.67266
266,266,1997,Baden-Wuerttemberg,Tenant,No,0.39031,221,6306,0.33493,0.45828
267,267,1997,Bavaria,Owner,Yes,0.71357,260,6306,0.656,0.76671
268,268,1997,Bavaria,Owner,No,0.28643,114,6306,0.25368,0.32472
269,269,1997,Bavaria,Tenant,Yes,0.57537,256,6306,0.5153,0.63429
270,270,1997,Bavaria,Tenant,No,0.42463,207,6306,0.37164,0.48801
271,271,1997,Berlin,Tenant,Yes,0.62268,163,6306,0.55756,0.69649
272,272,1997,Berlin,Tenant,No,0.37732,109,6306,0.31895,0.4405
273,273,1997,Brandenburg,Owner,Yes,0.68262,75,6306,0.59611,0.75368
274,274,1997,Brandenburg,Owner,No,0.31738,33,6306,0.27207,0.37258
275,275,1997,Brandenburg,Tenant,Yes,0.68636,134,6306,0.62796,0.76604
276,276,1997,Brandenburg,Tenant,No,0.31364,60,6306,0.2643,0.36498
277,277,1997,Mecklenburg-Western Pomerania,Owner,Yes,1.0,49,6306,0.82503,1.16956
278,278,1997,Mecklenburg-Western Pomerania,Tenant,Yes,0.61567,84,6306,0.53821,0.6918
279,279,1997,Mecklenburg-Western Pomerania,Tenant,No,0.38433,48,6306,0.32431,0.46259
280,280,1997,Saxony,Owner,Yes,0.75188,121,6306,0.67502,0.82971
281,281,1997,Saxony,Owner,No,0.24812,37,6306,0.18954,0.33771
282,282,1997,Saxony,Tenant,Yes,0.72896,278,6306,0.66805,0.78473
283,283,1997,Saxony,Tenant,No,0.27104,99,6306,0.24193,0.30458
284,284,1997,Saxony-Anhalt,Owner,Yes,0.75915,89,6306,0.67825,0.85034
285,285,1997,Saxony-Anhalt,Owner,No,0.24085,33,6306,0.18871,0.29864
286,286,1997,Saxony-Anhalt,Tenant,Yes,0.68126,136,6306,0.60845,0.75316
287,287,1997,Saxony-Anhalt,Tenant,No,0.31874,68,6306,0.26891,0.36727
288,288,1997,Thuringa,Owner,Yes,0.7677,100,6306,0.68147,0.89484
289,289,1997,Thuringa,Owner,No,0.2323,37,6306,0.18117,0.28717
290,290,1997,Thuringa,Tenant,Yes,0.66134,117,6306,0.58166,0.7378
291,291,1997,Thuringa,Tenant,No,0.33866,63,6306,0.28311,0.39281
292,292,1998,Schleswig-Holstein,Owner,Yes,1.0,75,7167,0.88133,1.12822
293,293,1998,Schleswig-Holstein,Tenant,Yes,0.56842,52,7167,0.4856,0.68063
294,294,1998,Schleswig-Holstein,Tenant,No,0.43158,32,7167,0.33899,0.51876
295,295,1998,Hamburg,Tenant,Yes,0.52803,45,7167,0.44287,0.61354
296,296,1998,Hamburg,Tenant,No,0.47197,38,7167,0.38854,0.55533
297,297,1998,Lower Saxony,Owner,Yes,0.72142,210,7167,0.66987,0.77312
298,298,1998,Lower Saxony,Owner,No,0.27858,80,7167,0.23769,0.32906
299,299,1998,Lower Saxony,Tenant,Yes,0.55867,173,7167,0.50148,0.60816
300,300,1998,Lower Saxony,Tenant,No,0.44133,146,7167,0.39191,0.48816
301,301,1998,North Rhine-Westphalia,Owner,Yes,0.76581,381,7167,0.72217,0.81809
302,302,1998,North Rhine-Westphalia,Owner,No,0.23419,129,7167,0.20909,0.26056
303,303,1998,North Rhine-Westphalia,Tenant,Yes,0.53443,501,7167,0.50184,0.56854
304,304,1998,North Rhine-Westphalia,Tenant,No,0.46557,452,7167,0.43111,0.49986
305,305,1998,Hesse,Owner,Yes,0.74057,137,7167,0.66541,0.806
306,306,1998,Hesse,Owner,No,0.25943,50,7167,0.22091,0.31192
307,307,1998,Hesse,Tenant,Yes,0.55622,165,7167,0.50588,0.60492
308,308,1998,Hesse,Tenant,No,0.44378,138,7167,0.38265,0.50258
309,309,1998,"Rhineland-Palatinate, Saarland",Owner,Yes,0.72552,142,7167,0.67518,0.79375
310,310,1998,"Rhineland-Palatinate, Saarland",Owner,No,0.27448,58,7167,0.24034,0.31447
311,311,1998,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.54697,116,7167,0.47584,0.61127
312,312,1998,"Rhineland-Palatinate, Saarland",Tenant,No,0.45303,96,7167,0.39925,0.52292
313,313,1998,Baden-Wuerttemberg,Owner,Yes,0.72615,270,7167,0.66611,0.79201
314,314,1998,Baden-Wuerttemberg,Owner,No,0.27385,115,7167,0.23759,0.3083
