,Unnamed: 0,year,bula_h,rentown,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
633,633,2004,Baden-Wuerttemberg,Tenant,No,0.44693,300,11273,0.40913,0.48771
634,634,2004,Bavaria,Owner,Yes,0.64979,610,11273,0.60561,0.68909
635,635,2004,Bavaria,Owner,No,0.35021,268,11273,0.32328,0.38341
636,636,2004,Bavaria,Tenant,Yes,0.5192,382,11273,0.48087,0.564
637,637,2004,Bavaria,Tenant,No,0.4808,336,11273,0.44649,0.52363
638,638,2004,Berlin,Owner,Yes,1.0,60,11273,0.77689,1.19324
639,639,2004,Berlin,Tenant,Yes,0.50404,209,11273,0.45464,0.55447
640,640,2004,Berlin,Tenant,No,0.49596,193,11273,0.44835,0.5443
641,641,2004,Brandenburg,Owner,Yes,0.7084,140,11273,0.60539,0.79538
642,642,2004,Brandenburg,Owner,No,0.2916,52,11273,0.23976,0.34311
643,643,2004,Brandenburg,Tenant,Yes,0.57141,158,11273,0.51611,0.62636
644,644,2004,Brandenburg,Tenant,No,0.42859,130,11273,0.3724,0.48019
645,645,2004,Mecklenburg-Western Pomerania,Owner,Yes,0.5658,73,11273,0.48054,0.66327
646,646,2004,Mecklenburg-Western Pomerania,Owner,No,0.4342,40,11273,0.33275,0.55107
647,647,2004,Mecklenburg-Western Pomerania,Tenant,Yes,0.45113,80,11273,0.39255,0.50797
648,648,2004,Mecklenburg-Western Pomerania,Tenant,No,0.54887,83,11273,0.48035,0.63642
649,649,2004,Saxony,Owner,Yes,0.66738,213,11273,0.60177,0.73567
650,650,2004,Saxony,Owner,No,0.33262,98,11273,0.29917,0.38825
651,651,2004,Saxony,Tenant,Yes,0.59586,308,11273,0.5489,0.63832
652,652,2004,Saxony,Tenant,No,0.40414,191,11273,0.36215,0.45118
653,653,2004,Saxony-Anhalt,Owner,Yes,0.63752,148,11273,0.56748,0.711
654,654,2004,Saxony-Anhalt,Owner,No,0.36248,72,11273,0.31835,0.416
655,655,2004,Saxony-Anhalt,Tenant,Yes,0.54928,145,11273,0.48487,0.6097
656,656,2004,Saxony-Anhalt,Tenant,No,0.45072,112,11273,0.38957,0.50153
657,657,2004,Thuringa,Owner,Yes,0.69113,164,11273,0.60302,0.77113
658,658,2004,Thuringa,Owner,No,0.30887,70,11273,0.26239,0.36541
659,659,2004,Thuringa,Tenant,Yes,0.46362,119,11273,0.40856,0.51443
660,660,2004,Thuringa,Tenant,No,0.53638,127,11273,0.47024,0.59654
661,661,2005,Schleswig-Holstein,Owner,Yes,0.70411,140,10935,0.60902,0.79266
662,662,2005,Schleswig-Holstein,Owner,No,0.29589,41,10935,0.22814,0.35207
663,663,2005,Schleswig-Holstein,Tenant,Yes,0.49937,71,10935,0.43555,0.57139
664,664,2005,Schleswig-Holstein,Tenant,No,0.50063,68,10935,0.43741,0.57676
665,665,2005,Hamburg,Owner,Yes,1.0,38,10935,0.7518,1.31905
666,666,2005,Hamburg,Tenant,Yes,0.58031,76,10935,0.48882,0.67238
667,667,2005,Hamburg,Tenant,No,0.41969,51,10935,0.34966,0.49227
668,668,2005,Lower Saxony,Owner,Yes,0.68951,406,10935,0.64286,0.74129
669,669,2005,Lower Saxony,Owner,No,0.31049,157,10935,0.27758,0.3452
670,670,2005,Lower Saxony,Tenant,Yes,0.54783,211,10935,0.49964,0.60185
671,671,2005,Lower Saxony,Tenant,No,0.45217,163,10935,0.40188,0.50869
672,672,2005,North Rhine-Westphalia,Owner,Yes,0.70517,787,10935,0.66805,0.74618
673,673,2005,North Rhine-Westphalia,Owner,No,0.29483,287,10935,0.26734,0.32214
674,674,2005,North Rhine-Westphalia,Tenant,Yes,0.53552,682,10935,0.5089,0.56633
675,675,2005,North Rhine-Westphalia,Tenant,No,0.46448,588,10935,0.43904,0.49166
676,676,2005,Hesse,Owner,Yes,0.77906,284,10935,0.71239,0.85157
677,677,2005,Hesse,Owner,No,0.22094,79,10935,0.18484,0.25721
678,678,2005,Hesse,Tenant,Yes,0.54528,226,10935,0.4826,0.60521
679,679,2005,Hesse,Tenant,No,0.45472,165,10935,0.4174,0.49596
680,680,2005,"Rhineland-Palatinate, Saarland",Owner,Yes,0.68621,267,10935,0.63383,0.73882
681,681,2005,"Rhineland-Palatinate, Saarland",Owner,No,0.31379,116,10935,0.27381,0.3562
682,682,2005,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.48649,153,10935,0.42472,0.5322
683,683,2005,"Rhineland-Palatinate, Saarland",Tenant,No,0.51351,137,10935,0.46032,0.5638
684,684,2005,Baden-Wuerttemberg,Owner,Yes,0.74934,494,10935,0.70063,0.79631
685,685,2005,Baden-Wuerttemberg,Owner,No,0.25066,170,10935,0.22043,0.28381
686,686,2005,Baden-Wuerttemberg,Tenant,Yes,0.56589,365,10935,0.52203,0.61712
687,687,2005,Baden-Wuerttemberg,Tenant,No,0.43411,275,10935,0.39747,0.47684
688,688,2005,Bavaria,Owner,Yes,0.68569,601,10935,0.64683,0.73233
689,689,2005,Bavaria,Owner,No,0.31431,240,10935,0.2831,0.34066
690,690,2005,Bavaria,Tenant,Yes,0.54092,396,10935,0.4947,0.58229
691,691,2005,Bavaria,Tenant,No,0.45908,294,10935,0.43109,0.49556
692,692,2005,Berlin,Owner,Yes,1.0,58,10935,0.79129,1.20138
693,693,2005,Berlin,Tenant,Yes,0.51976,200,10935,0.47729,0.57073
694,694,2005,Berlin,Tenant,No,0.48024,176,10935,0.4366,0.52981
695,695,2005,Brandenburg,Owner,Yes,0.61281,119,10935,0.52162,0.72859
696,696,2005,Brandenburg,Owner,No,0.38719,66,10935,0.31305,0.45889
697,697,2005,Brandenburg,Tenant,Yes,0.543,157,10935,0.49098,0.5966
698,698,2005,Brandenburg,Tenant,No,0.457,127,10935,0.39799,0.51638
699,699,2005,Mecklenburg-Western Pomerania,Owner,Yes,0.64045,80,10935,0.53106,0.74347
700,700,2005,Mecklenburg-Western Pomerania,Owner,No,0.35955,36,10935,0.25724,0.47015
701,701,2005,Mecklenburg-Western Pomerania,Tenant,Yes,0.53548,87,10935,0.46318,0.61864
702,702,2005,Mecklenburg-Western Pomerania,Tenant,No,0.46452,69,10935,0.39442,0.53692
703,703,2005,Saxony,Owner,Yes,0.61556,213,10935,0.55236,0.67514
704,704,2005,Saxony,Owner,No,0.38444,110,10935,0.3401,0.44355
705,705,2005,Saxony,Tenant,Yes,0.60586,302,10935,0.56257,0.65562
706,706,2005,Saxony,Tenant,No,0.39414,180,10935,0.35765,0.43717
707,707,2005,Saxony-Anhalt,Owner,Yes,0.67052,144,10935,0.58142,0.76334
708,708,2005,Saxony-Anhalt,Owner,No,0.32948,76,10935,0.28301,0.38496
709,709,2005,Saxony-Anhalt,Tenant,Yes,0.56486,144,10935,0.49814,0.63919
710,710,2005,Saxony-Anhalt,Tenant,No,0.43514,103,10935,0.35858,0.49765
711,711,2005,Thuringa,Owner,Yes,0.70907,155,10935,0.6031,0.83806
712,712,2005,Thuringa,Owner,No,0.29093,73,10935,0.24297,0.34331
713,713,2005,Thuringa,Tenant,Yes,0.4932,115,10935,0.43452,0.55319
714,714,2005,Thuringa,Tenant,No,0.5068,117,10935,0.43619,0.57789
715,715,2006,Schleswig-Holstein,Owner,Yes,0.62781,141,12030,0.54176,0.71013
716,716,2006,Schleswig-Holstein,Owner,No,0.37219,68,12030,0.31717,0.44072
717,717,2006,Schleswig-Holstein,Tenant,Yes,0.4513,80,12030,0.40109,0.51593
718,718,2006,Schleswig-Holstein,Tenant,No,0.5487,92,12030,0.48867,0.60478
719,719,2006,Hamburg,Owner,Yes,1.0,41,12030,0.68767,1.29991
720,720,2006,Hamburg,Tenant,Yes,0.55325,77,12030,0.47645,0.63169
721,721,2006,Hamburg,Tenant,No,0.44675,65,12030,0.38453,0.51372
722,722,2006,Lower Saxony,Owner,Yes,0.66904,443,12030,0.61464,0.7091
723,723,2006,Lower Saxony,Owner,No,0.33096,184,12030,0.30105,0.36323
724,724,2006,Lower Saxony,Tenant,Yes,0.51171,229,12030,0.47121,0.54724
725,725,2006,Lower Saxony,Tenant,No,0.48829,203,12030,0.44566,0.53956
726,726,2006,Bremen,Tenant,Yes,1.0,32,12030,0.71193,1.21618
727,727,2006,North Rhine-Westphalia,Owner,Yes,0.67494,844,12030,0.64084,0.71222
728,728,2006,North Rhine-Westphalia,Owner,No,0.32506,348,12030,0.30127,0.3518
729,729,2006,North Rhine-Westphalia,Tenant,Yes,0.49497,652,12030,0.47001,0.51998
730,730,2006,North Rhine-Westphalia,Tenant,No,0.50503,668,12030,0.48162,0.53072
731,731,2006,Hesse,Owner,Yes,0.72738,313,12030,0.67185,0.79683
732,732,2006,Hesse,Owner,No,0.27262,106,12030,0.2378,0.31079
733,733,2006,Hesse,Tenant,Yes,0.52281,235,12030,0.47881,0.57091
734,734,2006,Hesse,Tenant,No,0.47719,181,12030,0.43612,0.51867
735,735,2006,"Rhineland-Palatinate, Saarland",Owner,Yes,0.68865,285,12030,0.63958,0.74114
736,736,2006,"Rhineland-Palatinate, Saarland",Owner,No,0.31135,120,12030,0.27429,0.34972
737,737,2006,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.42302,155,12030,0.37455,0.47626
738,738,2006,"Rhineland-Palatinate, Saarland",Tenant,No,0.57698,162,12030,0.52517,0.62277
739,739,2006,Baden-Wuerttemberg,Owner,Yes,0.68061,555,12030,0.63607,0.73165
740,740,2006,Baden-Wuerttemberg,Owner,No,0.31939,227,12030,0.28809,0.35303
741,741,2006,Baden-Wuerttemberg,Tenant,Yes,0.5466,372,12030,0.50673,0.59251
742,742,2006,Baden-Wuerttemberg,Tenant,No,0.4534,309,12030,0.41901,0.50604
743,743,2006,Bavaria,Owner,Yes,0.6687,668,12030,0.63137,0.70266
744,744,2006,Bavaria,Owner,No,0.3313,292,12030,0.30549,0.35989
745,745,2006,Bavaria,Tenant,Yes,0.49824,398,12030,0.46492,0.52994
746,746,2006,Bavaria,Tenant,No,0.50176,355,12030,0.46591,0.53222
747,747,2006,Berlin,Owner,Yes,1.0,58,12030,0.84214,1.18684
748,748,2006,Berlin,Tenant,Yes,0.5074,209,12030,0.46467,0.55874
749,749,2006,Berlin,Tenant,No,0.4926,183,12030,0.44836,0.53572
750,750,2006,Brandenburg,Owner,Yes,0.60565,134,12030,0.51923,0.70491
751,751,2006,Brandenburg,Owner,No,0.39435,74,12030,0.33242,0.45985
752,752,2006,Brandenburg,Tenant,Yes,0.48534,161,12030,0.43515,0.53717
753,753,2006,Brandenburg,Tenant,No,0.51466,149,12030,0.46088,0.56566
754,754,2006,Mecklenburg-Western Pomerania,Owner,Yes,0.64968,95,12030,0.54538,0.74254
755,755,2006,Mecklenburg-Western Pomerania,Owner,No,0.35032,42,12030,0.27929,0.43642
756,756,2006,Mecklenburg-Western Pomerania,Tenant,Yes,0.45199,79,12030,0.39212,0.52484
757,757,2006,Mecklenburg-Western Pomerania,Tenant,No,0.54801,84,12030,0.47632,0.63693
758,758,2006,Saxony,Owner,Yes,0.64548,224,12030,0.58675,0.7126
759,759,2006,Saxony,Owner,No,0.35452,113,12030,0.31014,0.41054
760,760,2006,Saxony,Tenant,Yes,0.55844,315,12030,0.51754,0.6048
761,761,2006,Saxony,Tenant,No,0.44156,211,12030,0.4018,0.47703
762,762,2006,Saxony-Anhalt,Owner,Yes,0.70259,145,12030,0.61727,0.81929
763,763,2006,Saxony-Anhalt,Owner,No,0.29741,74,12030,0.25537,0.33698
764,764,2006,Saxony-Anhalt,Tenant,Yes,0.5292,148,12030,0.46276,0.59717
765,765,2006,Saxony-Anhalt,Tenant,No,0.4708,119,12030,0.41301,0.53024
766,766,2006,Thuringa,Owner,Yes,0.71291,189,12030,0.60731,0.81488
767,767,2006,Thuringa,Owner,No,0.28709,73,12030,0.23728,0.33478
768,768,2006,Thuringa,Tenant,Yes,0.46866,123,12030,0.40981,0.52167
769,769,2006,Thuringa,Tenant,No,0.53134,128,12030,0.45974,0.60324
770,770,2007,Schleswig-Holstein,Owner,Yes,0.67877,142,11236,0.59062,0.77174
771,771,2007,Schleswig-Holstein,Owner,No,0.32123,49,11236,0.27495,0.37702
772,772,2007,Schleswig-Holstein,Tenant,Yes,0.41123,76,11236,0.35026,0.47898
773,773,2007,Schleswig-Holstein,Tenant,No,0.58877,92,11236,0.52743,0.64223
774,774,2007,Hamburg,Owner,Yes,1.0,35,11236,0.66066,1.3327
775,775,2007,Hamburg,Tenant,Yes,0.53032,73,11236,0.43588,0.60305
776,776,2007,Hamburg,Tenant,No,0.46968,66,11236,0.40925,0.53508
777,777,2007,Lower Saxony,Owner,Yes,0.67881,414,11236,0.63417,0.73128
778,778,2007,Lower Saxony,Owner,No,0.32119,170,11236,0.28626,0.35299
779,779,2007,Lower Saxony,Tenant,Yes,0.52304,229,11236,0.48099,0.57686
780,780,2007,Lower Saxony,Tenant,No,0.47696,181,11236,0.43316,0.52652
781,781,2007,Bremen,Tenant,Yes,1.0,36,11236,0.77352,1.27837
782,782,2007,North Rhine-Westphalia,Owner,Yes,0.72225,816,11236,0.68855,0.76143
783,783,2007,North Rhine-Westphalia,Owner,No,0.27775,287,11236,0.25383,0.30489
784,784,2007,North Rhine-Westphalia,Tenant,Yes,0.50398,621,11236,0.47951,0.53206
785,785,2007,North Rhine-Westphalia,Tenant,No,0.49602,589,11236,0.47091,0.51654
786,786,2007,Hesse,Owner,Yes,0.71767,292,11236,0.65642,0.77694
787,787,2007,Hesse,Owner,No,0.28233,93,11236,0.24405,0.32506
788,788,2007,Hesse,Tenant,Yes,0.54612,230,11236,0.49151,0.5963
789,789,2007,Hesse,Tenant,No,0.45388,165,11236,0.41445,0.49581
790,790,2007,"Rhineland-Palatinate, Saarland",Owner,Yes,0.69845,266,11236,0.64192,0.74968
791,791,2007,"Rhineland-Palatinate, Saarland",Owner,No,0.30155,110,11236,0.25987,0.34159
792,792,2007,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.46646,143,11236,0.40966,0.5249
793,793,2007,"Rhineland-Palatinate, Saarland",Tenant,No,0.53354,136,11236,0.48405,0.59812
794,794,2007,Baden-Wuerttemberg,Owner,Yes,0.7134,535,11236,0.66011,0.76868
795,795,2007,Baden-Wuerttemberg,Owner,No,0.2866,188,11236,0.25224,0.32084
796,796,2007,Baden-Wuerttemberg,Tenant,Yes,0.52015,335,11236,0.47759,0.55839
797,797,2007,Baden-Wuerttemberg,Tenant,No,0.47985,277,11236,0.43631,0.52479
798,798,2007,Bavaria,Owner,Yes,0.68075,647,11236,0.63959,0.72103
799,799,2007,Bavaria,Owner,No,0.31925,261,11236,0.29234,0.3458
800,800,2007,Bavaria,Tenant,Yes,0.50561,375,11236,0.46232,0.54441
801,801,2007,Bavaria,Tenant,No,0.49439,335,11236,0.4602,0.53497
802,802,2007,Berlin,Owner,Yes,1.0,63,11236,0.7663,1.24141
803,803,2007,Berlin,Tenant,Yes,0.49205,196,11236,0.45033,0.54437
804,804,2007,Berlin,Tenant,No,0.50795,176,11236,0.4631,0.55219
805,805,2007,Brandenburg,Owner,Yes,0.59465,118,11236,0.48485,0.71354
806,806,2007,Brandenburg,Owner,No,0.40535,72,11236,0.35383,0.46518
807,807,2007,Brandenburg,Tenant,Yes,0.56136,169,11236,0.5106,0.61961
808,808,2007,Brandenburg,Tenant,No,0.43864,128,11236,0.39105,0.49679
809,809,2007,Mecklenburg-Western Pomerania,Owner,Yes,0.72566,91,11236,0.61661,0.83878
810,810,2007,Mecklenburg-Western Pomerania,Owner,No,0.27434,35,11236,0.20179,0.3476
811,811,2007,Mecklenburg-Western Pomerania,Tenant,Yes,0.56843,86,11236,0.4773,0.66568
812,812,2007,Mecklenburg-Western Pomerania,Tenant,No,0.43157,68,11236,0.37678,0.5081
813,813,2007,Saxony,Owner,Yes,0.66376,218,11236,0.5949,0.74044
814,814,2007,Saxony,Owner,No,0.33624,103,11236,0.27797,0.3936
815,815,2007,Saxony,Tenant,Yes,0.60647,323,11236,0.55369,0.64392
816,816,2007,Saxony,Tenant,No,0.39353,182,11236,0.35003,0.43519
817,817,2007,Saxony-Anhalt,Owner,Yes,0.67908,140,11236,0.57735,0.77211
818,818,2007,Saxony-Anhalt,Owner,No,0.32092,73,11236,0.26602,0.38567
819,819,2007,Saxony-Anhalt,Tenant,Yes,0.55667,136,11236,0.48593,0.61798
820,820,2007,Saxony-Anhalt,Tenant,No,0.44333,110,11236,0.37548,0.52031
821,821,2007,Thuringa,Owner,Yes,0.72966,178,11236,0.63771,0.82006
822,822,2007,Thuringa,Owner,No,0.27034,66,11236,0.21186,0.35106
823,823,2007,Thuringa,Tenant,Yes,0.54737,126,11236,0.47972,0.60954
824,824,2007,Thuringa,Tenant,No,0.45263,115,11236,0.40064,0.51222
825,825,2008,Schleswig-Holstein,Owner,Yes,0.6548,118,10533,0.56372,0.73764
826,826,2008,Schleswig-Holstein,Owner,No,0.3452,56,10533,0.28776,0.41014
827,827,2008,Schleswig-Holstein,Tenant,Yes,0.45909,75,10533,0.3927,0.52236
828,828,2008,Schleswig-Holstein,Tenant,No,0.54091,76,10533,0.4663,0.61062
829,829,2008,Hamburg,Owner,Yes,1.0,34,10533,0.70057,1.38706
830,830,2008,Hamburg,Tenant,Yes,0.52685,76,10533,0.45369,0.61473
831,831,2008,Hamburg,Tenant,No,0.47315,63,10533,0.40734,0.54779
832,832,2008,Lower Saxony,Owner,Yes,0.66675,419,10533,0.61759,0.71286
833,833,2008,Lower Saxony,Owner,No,0.33325,155,10533,0.29449,0.36741
834,834,2008,Lower Saxony,Tenant,Yes,0.5495,216,10533,0.49329,0.59427
835,835,2008,Lower Saxony,Tenant,No,0.4505,159,10533,0.40978,0.49483
836,836,2008,North Rhine-Westphalia,Owner,Yes,0.74435,762,10533,0.69833,0.79238
837,837,2008,North Rhine-Westphalia,Owner,No,0.25565,274,10533,0.23374,0.28124
838,838,2008,North Rhine-Westphalia,Tenant,Yes,0.50272,568,10533,0.46939,0.53089
839,839,2008,North Rhine-Westphalia,Tenant,No,0.49728,541,10533,0.46795,0.53135
840,840,2008,Hesse,Owner,Yes,0.76153,291,10533,0.67621,0.82948
841,841,2008,Hesse,Owner,No,0.23847,84,10533,0.20665,0.28117
842,842,2008,Hesse,Tenant,Yes,0.53575,207,10533,0.48747,0.58405
843,843,2008,Hesse,Tenant,No,0.46425,147,10533,0.41061,0.51086
844,844,2008,"Rhineland-Palatinate, Saarland",Owner,Yes,0.6642,246,10533,0.6034,0.7415
845,845,2008,"Rhineland-Palatinate, Saarland",Owner,No,0.3358,106,10533,0.27964,0.38808
846,846,2008,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.40905,118,10533,0.3521,0.46259
847,847,2008,"Rhineland-Palatinate, Saarland",Tenant,No,0.59095,142,10533,0.513,0.65942
848,848,2008,Baden-Wuerttemberg,Owner,Yes,0.70865,509,10533,0.65908,0.75209
849,849,2008,Baden-Wuerttemberg,Owner,No,0.29135,188,10533,0.25858,0.32953
850,850,2008,Baden-Wuerttemberg,Tenant,Yes,0.55146,313,10533,0.50256,0.59736
851,851,2008,Baden-Wuerttemberg,Tenant,No,0.44854,244,10533,0.40843,0.49445
852,852,2008,Bavaria,Owner,Yes,0.69059,614,10533,0.6499,0.73261
853,853,2008,Bavaria,Owner,No,0.30941,240,10533,0.2819,0.34632
854,854,2008,Bavaria,Tenant,Yes,0.51514,365,10533,0.47179,0.55595
855,855,2008,Bavaria,Tenant,No,0.48486,286,10533,0.44622,0.52442
856,856,2008,Berlin,Owner,Yes,1.0,58,10533,0.77943,1.21764
857,857,2008,Berlin,Tenant,Yes,0.52968,198,10533,0.48578,0.58352
858,858,2008,Berlin,Tenant,No,0.47032,159,10533,0.42757,0.51733
859,859,2008,Brandenburg,Owner,Yes,0.52972,108,10533,0.44484,0.65082
860,860,2008,Brandenburg,Owner,No,0.47028,80,10533,0.39257,0.56394
861,861,2008,Brandenburg,Tenant,Yes,0.50808,144,10533,0.43612,0.57192
862,862,2008,Brandenburg,Tenant,No,0.49192,128,10533,0.43154,0.56179
863,863,2008,Mecklenburg-Western Pomerania,Owner,Yes,0.66334,90,10533,0.55814,0.81464
864,864,2008,Mecklenburg-Western Pomerania,Owner,No,0.33666,37,10533,0.27149,0.41836
865,865,2008,Mecklenburg-Western Pomerania,Tenant,Yes,0.48451,78,10533,0.42016,0.569
866,866,2008,Mecklenburg-Western Pomerania,Tenant,No,0.51549,70,10533,0.44518,0.60642
867,867,2008,Saxony,Owner,Yes,0.65038,213,10533,0.5814,0.7269
868,868,2008,Saxony,Owner,No,0.34962,92,10533,0.28706,0.43302
869,869,2008,Saxony,Tenant,Yes,0.61081,303,10533,0.56443,0.65653
870,870,2008,Saxony,Tenant,No,0.38919,182,10533,0.34773,0.43219
871,871,2008,Saxony-Anhalt,Owner,Yes,0.68817,135,10533,0.57686,0.812
872,872,2008,Saxony-Anhalt,Owner,No,0.31183,68,10533,0.24673,0.3921
873,873,2008,Saxony-Anhalt,Tenant,Yes,0.59105,128,10533,0.50597,0.67933
874,874,2008,Saxony-Anhalt,Tenant,No,0.40895,103,10533,0.33235,0.47358
875,875,2008,Thuringa,Owner,Yes,0.71425,175,10533,0.60734,0.83108
876,876,2008,Thuringa,Owner,No,0.28575,59,10533,0.2188,0.35602
877,877,2008,Thuringa,Tenant,Yes,0.51708,117,10533,0.46051,0.58414
878,878,2008,Thuringa,Tenant,No,0.48292,116,10533,0.41613,0.54665
879,879,2009,Schleswig-Holstein,Owner,Yes,0.60012,110,9966,0.5169,0.69176
880,880,2009,Schleswig-Holstein,Owner,No,0.39988,55,9966,0.31277,0.47805
881,881,2009,Schleswig-Holstein,Tenant,Yes,0.49127,72,9966,0.41349,0.58436
882,882,2009,Schleswig-Holstein,Tenant,No,0.50873,64,9966,0.43667,0.60009
883,883,2009,Hamburg,Owner,Yes,1.0,33,9966,0.70703,1.32061
884,884,2009,Hamburg,Tenant,Yes,0.61946,75,9966,0.51189,0.71789
885,885,2009,Hamburg,Tenant,No,0.38054,51,9966,0.30494,0.45457
886,886,2009,Lower Saxony,Owner,Yes,0.63639,371,9966,0.58967,0.68088
887,887,2009,Lower Saxony,Owner,No,0.36361,160,9966,0.32126,0.40999
888,888,2009,Lower Saxony,Tenant,Yes,0.55507,209,9966,0.50903,0.61543
889,889,2009,Lower Saxony,Tenant,No,0.44493,167,9966,0.40323,0.48905
890,890,2009,North Rhine-Westphalia,Owner,Yes,0.72331,733,9966,0.67916,0.7711
891,891,2009,North Rhine-Westphalia,Owner,No,0.27669,239,9966,0.24772,0.30803
892,892,2009,North Rhine-Westphalia,Tenant,Yes,0.52038,552,9966,0.48102,0.55412
893,893,2009,North Rhine-Westphalia,Tenant,No,0.47962,481,9966,0.451,0.51419
894,894,2009,Hesse,Owner,Yes,0.78117,279,9966,0.69926,0.86783
895,895,2009,Hesse,Owner,No,0.21883,68,9966,0.18064,0.26516
896,896,2009,Hesse,Tenant,Yes,0.52022,188,9966,0.45535,0.57774
897,897,2009,Hesse,Tenant,No,0.47978,151,9966,0.4243,0.52987
898,898,2009,"Rhineland-Palatinate, Saarland",Owner,Yes,0.69136,230,9966,0.63171,0.76571
899,899,2009,"Rhineland-Palatinate, Saarland",Owner,No,0.30864,106,9966,0.26147,0.35984
900,900,2009,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.43499,109,9966,0.36858,0.50164
901,901,2009,"Rhineland-Palatinate, Saarland",Tenant,No,0.56501,135,9966,0.49545,0.6326
902,902,2009,Baden-Wuerttemberg,Owner,Yes,0.67797,450,9966,0.61924,0.73935
903,903,2009,Baden-Wuerttemberg,Owner,No,0.32203,191,9966,0.2811,0.37238
904,904,2009,Baden-Wuerttemberg,Tenant,Yes,0.55067,277,9966,0.49991,0.62046
905,905,2009,Baden-Wuerttemberg,Tenant,No,0.44933,230,9966,0.4002,0.50594
906,906,2009,Bavaria,Owner,Yes,0.71137,585,9966,0.66403,0.76722
907,907,2009,Bavaria,Owner,No,0.28863,206,9966,0.25427,0.3266
908,908,2009,Bavaria,Tenant,Yes,0.531,350,9966,0.48601,0.57906
909,909,2009,Bavaria,Tenant,No,0.469,283,9966,0.42399,0.50803
910,910,2009,Berlin,Owner,Yes,0.65655,53,9966,0.51147,0.79229
911,911,2009,Berlin,Owner,No,0.34345,33,9966,0.26901,0.44329
912,912,2009,Berlin,Tenant,Yes,0.49374,183,9966,0.43212,0.5597
913,913,2009,Berlin,Tenant,No,0.50626,159,9966,0.44742,0.57054
914,914,2009,Brandenburg,Owner,Yes,0.61031,123,9966,0.49431,0.7515
915,915,2009,Brandenburg,Owner,No,0.38969,64,9966,0.31602,0.49742
916,916,2009,Brandenburg,Tenant,Yes,0.5007,120,9966,0.42544,0.57779
917,917,2009,Brandenburg,Tenant,No,0.4993,137,9966,0.43891,0.57073
918,918,2009,Mecklenburg-Western Pomerania,Owner,Yes,0.64599,87,9966,0.52634,0.78542
919,919,2009,Mecklenburg-Western Pomerania,Owner,No,0.35401,40,9966,0.25362,0.46379
920,920,2009,Mecklenburg-Western Pomerania,Tenant,Yes,0.48483,75,9966,0.41009,0.56593
921,921,2009,Mecklenburg-Western Pomerania,Tenant,No,0.51517,66,9966,0.44646,0.59948
922,922,2009,Saxony,Owner,Yes,0.67133,201,9966,0.56957,0.7709
923,923,2009,Saxony,Owner,No,0.32867,94,9966,0.26673,0.39492
924,924,2009,Saxony,Tenant,Yes,0.59582,288,9966,0.5379,0.66516
925,925,2009,Saxony,Tenant,No,0.40418,168,9966,0.36044,0.46094
926,926,2009,Saxony-Anhalt,Owner,Yes,0.67899,135,9966,0.56767,0.81114
927,927,2009,Saxony-Anhalt,Owner,No,0.32101,65,9966,0.25148,0.40952
928,928,2009,Saxony-Anhalt,Tenant,Yes,0.54796,120,9966,0.4486,0.63869
929,929,2009,Saxony-Anhalt,Tenant,No,0.45204,99,9966,0.38945,0.51945
930,930,2009,Thuringa,Owner,Yes,0.64175,162,9966,0.53567,0.78009
931,931,2009,Thuringa,Owner,No,0.35825,63,9966,0.27918,0.46397
932,932,2009,Thuringa,Tenant,Yes,0.53065,114,9966,0.45565,0.62877
933,933,2009,Thuringa,Tenant,No,0.46935,107,9966,0.38791,0.57025
934,934,2010,Schleswig-Holstein,Owner,Yes,0.66122,152,13640,0.55116,0.75846
935,935,2010,Schleswig-Holstein,Owner,No,0.33878,62,13640,0.25304,0.435
936,936,2010,Schleswig-Holstein,Tenant,Yes,0.438,98,13640,0.35332,0.5663
937,937,2010,Schleswig-Holstein,Tenant,No,0.562,137,13640,0.44112,0.66375
938,938,2010,Hamburg,Owner,Yes,1.0,45,13640,0.69912,1.27905
939,939,2010,Hamburg,Tenant,Yes,0.59432,94,13640,0.47997,0.7267
940,940,2010,Hamburg,Tenant,No,0.40568,87,13640,0.3075,0.47706
941,941,2010,Lower Saxony,Owner,Yes,0.64501,448,13640,0.58496,0.7057
942,942,2010,Lower Saxony,Owner,No,0.35499,203,13640,0.30897,0.40637
943,943,2010,Lower Saxony,Tenant,Yes,0.55496,295,13640,0.4834,0.6224
944,944,2010,Lower Saxony,Tenant,No,0.44504,305,13640,0.38472,0.5139
945,945,2010,Bremen,Tenant,Yes,0.59482,32,13640,0.43505,0.85506
946,946,2010,Bremen,Tenant,No,0.40518,31,13640,0.24254,0.54254
947,947,2010,North Rhine-Westphalia,Owner,Yes,0.66467,835,13640,0.61499,0.71003
948,948,2010,North Rhine-Westphalia,Owner,No,0.33533,392,13640,0.2979,0.37402
949,949,2010,North Rhine-Westphalia,Tenant,Yes,0.47602,681,13640,0.43934,0.51453
950,950,2010,North Rhine-Westphalia,Tenant,No,0.52398,894,13640,0.4776,0.56697
951,951,2010,Hesse,Owner,Yes,0.74377,312,13640,0.65867,0.82006
