"hlc0119_h","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2014","2","Staedtischer Raum","1608","","",""
"Ja","2014","2","Laendlicher Raum","1216","","",""
"Ja","2014","3","Staedtischer Raum","2841","","",""
"Ja","2014","3","Laendlicher Raum","2051","","",""
"Ja","2014","4","Staedtischer Raum","4516","0.745724951522297","0.734823244898817","0.756626658145777"
"Ja","2014","4","Laendlicher Raum","2710","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2014","2","Staedtischer Raum","3196","0.626892283808094","0.61321624989192","0.640568317724267"
"Nein","2014","2","Laendlicher Raum","1772","","",""
"Nein","2014","3","Staedtischer Raum","2198","","",""
"Nein","2014","3","Laendlicher Raum","1076","","",""
"Nein","2014","4","Staedtischer Raum","1613","","",""
"Nein","2014","4","Laendlicher Raum","743","0.187749438753415","0.174724246699377","0.200774630807454"
"Nein","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2015","2","Staedtischer Raum","1488","","",""
"Ja","2015","2","Laendlicher Raum","1139","","",""
"Ja","2015","3","Staedtischer Raum","2784","","",""
"Ja","2015","3","Laendlicher Raum","1949","","",""
"Ja","2015","4","Staedtischer Raum","4378","0.72168043018239","0.710407766602506","0.732953093762274"
"Ja","2015","4","Laendlicher Raum","2779","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2015","2","Staedtischer Raum","2952","","",""
"Nein","2015","2","Laendlicher Raum","1541","","",""
"Nein","2015","3","Staedtischer Raum","2080","","",""
"Nein","2015","3","Laendlicher Raum","1072","","",""
"Nein","2015","4","Staedtischer Raum","1694","","",""
"Nein","2015","4","Laendlicher Raum","627","0.179278409253534","0.166396278779486","0.192160539727583"
"Nein","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2016","2","Staedtischer Raum","1365","","",""
"Ja","2016","2","Laendlicher Raum","925","0.381280566553857","0.361430892181096","0.401130240926619"
"Ja","2016","3","Staedtischer Raum","2288","","",""
"Ja","2016","3","Laendlicher Raum","1722","","",""
"Ja","2016","4","Staedtischer Raum","4258","0.716974713011355","0.705425363442546","0.728524062580165"
"Ja","2016","4","Laendlicher Raum","2591","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2016","2","Staedtischer Raum","2481","","",""
"Nein","2016","2","Laendlicher Raum","1375","","",""
"Nein","2016","3","Staedtischer Raum","1840","","",""
"Nein","2016","3","Laendlicher Raum","890","0.331303486412308","0.313252994689913","0.349353978134703"
"Nein","2016","4","Staedtischer Raum","1586","","",""
"Nein","2016","4","Laendlicher Raum","740","0.231288533220387","0.216969308481174","0.245607757959601"
"Nein","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2017","2","Staedtischer Raum","1223","","",""
"Ja","2017","2","Laendlicher Raum","880","0.457700217358091","0.43651264936067","0.478887785355512"
"Ja","2017","3","Staedtischer Raum","2439","","",""
"Ja","2017","3","Laendlicher Raum","1813","","",""
"Ja","2017","4","Staedtischer Raum","4614","0.706857220201051","0.695634580971287","0.718079859430814"
"Ja","2017","4","Laendlicher Raum","3011","0.806886418839652","0.79420826940182","0.819564568277483"
"Ja","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2017","2","Staedtischer Raum","2318","","",""
"Nein","2017","2","Laendlicher Raum","1244","","",""
"Nein","2017","3","Staedtischer Raum","1936","","",""
"Nein","2017","3","Laendlicher Raum","1027","","",""
"Nein","2017","4","Staedtischer Raum","1706","","",""
"Nein","2017","4","Laendlicher Raum","713","0.193113581160348","0.180435431722517","0.20579173059818"
"Nein","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2018","2","Staedtischer Raum","1036","","",""
"Ja","2018","2","Laendlicher Raum","745","0.443131596429991","0.419950101047629","0.466313091812353"
"Ja","2018","3","Staedtischer Raum","2371","","",""
"Ja","2018","3","Laendlicher Raum","1733","","",""
"Ja","2018","4","Staedtischer Raum","4763","0.702451680084944","0.691343455117794","0.713559905052093"
"Ja","2018","4","Laendlicher Raum","2989","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2018","2","Staedtischer Raum","2124","","",""
"Nein","2018","2","Laendlicher Raum","1019","","",""
"Nein","2018","3","Staedtischer Raum","1753","","",""
"Nein","2018","3","Laendlicher Raum","913","0.339092658937909","0.321054896913134","0.357130420962684"
"Nein","2018","4","Staedtischer Raum","1744","","",""
"Nein","2018","4","Laendlicher Raum","739","0.201755617866658","0.188873392494672","0.214637843238645"
"Nein","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2019","2","Staedtischer Raum","939","0.392393175766017","0.37385132739918","0.410935024132854"
"Ja","2019","2","Laendlicher Raum","608","0.380603804225807","0.355942185941582","0.405265422510031"
"Ja","2019","3","Staedtischer Raum","1986","","",""
"Ja","2019","3","Laendlicher Raum","1502","","",""
"Ja","2019","4","Staedtischer Raum","4647","0.745124200538309","0.734122086801927","0.756126314274691"
"Ja","2019","4","Laendlicher Raum","3078","0.848057058199942","0.836552628575434","0.85956148782445"
"Ja","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2019","2","Staedtischer Raum","1725","","",""
"Nein","2019","2","Laendlicher Raum","881","0.619396195774193","0.594734577489969","0.644057814058418"
"Nein","2019","3","Staedtischer Raum","1351","","",""
"Nein","2019","3","Laendlicher Raum","795","0.323632148144552","0.304499067591189","0.342765228697916"
"Nein","2019","4","Staedtischer Raum","1380","","",""
"Nein","2019","4","Laendlicher Raum","662","0.151942941800058","0.14043851217555","0.163447371424566"
"Nein","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2020","2","Staedtischer Raum","750","0.307513154110651","0.289873485946858","0.325152822274444"
"Ja","2020","2","Laendlicher Raum","537","0.409932687744036","0.385035268749471","0.434830106738601"
"Ja","2020","3","Staedtischer Raum","1764","","",""
"Ja","2020","3","Laendlicher Raum","1220","","",""
"Ja","2020","4","Staedtischer Raum","4451","0.722706457813153","0.711701894059889","0.733711021566418"
"Ja","2020","4","Laendlicher Raum","2909","","",""
"Ja","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2020","2","Staedtischer Raum","1879","","",""
"Nein","2020","2","Laendlicher Raum","962","0.590067312255964","0.565169893261399","0.614964731250529"
"Nein","2020","3","Staedtischer Raum","1509","","",""
"Nein","2020","3","Laendlicher Raum","870","0.387672992381191","0.366784868775724","0.408561115986658"
"Nein","2020","4","Staedtischer Raum","1906","","",""
"Nein","2020","4","Laendlicher Raum","778","0.192979951010925","0.180241700655203","0.205718201366648"
"Nein","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
