,Unnamed: 0,year,quintil_oecd_hh,sampreg,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
351,351,2010,1st Quintile,East,Yes,0.32874,256,13691,0.27905,0.37734
352,352,2010,1st Quintile,East,No,0.67126,599,13691,0.60427,0.72914
353,353,2010,2nd Quintile,West,Yes,0.46441,910,13691,0.42217,0.5024
354,354,2010,2nd Quintile,West,No,0.53559,1138,13691,0.50264,0.57766
355,355,2010,2nd Quintile,East,Yes,0.54069,424,13691,0.49656,0.59107
356,356,2010,2nd Quintile,East,No,0.45931,393,13691,0.40996,0.51999
357,357,2010,3rd Quintile,West,Yes,0.61982,1167,13691,0.5864,0.66243
358,358,2010,3rd Quintile,West,No,0.38018,727,13691,0.34668,0.41247
359,359,2010,3rd Quintile,East,Yes,0.71869,463,13691,0.65453,0.79259
360,360,2010,3rd Quintile,East,No,0.28131,203,13691,0.24849,0.31957
361,361,2010,4th Quintile,West,Yes,0.72333,1416,13691,0.68383,0.76407
362,362,2010,4th Quintile,West,No,0.27667,540,13691,0.25693,0.30025
363,363,2010,4th Quintile,East,Yes,0.75389,362,13691,0.67091,0.85213
364,364,2010,4th Quintile,East,No,0.24611,111,13691,0.1845,0.30852
365,365,2010,5th Quintile,West,Yes,0.81363,1949,13691,0.77206,0.85402
366,366,2010,5th Quintile,West,No,0.18637,419,13691,0.16855,0.20888
367,367,2010,5th Quintile,East,Yes,0.84881,277,13691,0.74497,0.96997
368,368,2010,5th Quintile,East,No,0.15119,50,13691,0.10827,0.19447
369,369,2011,1st Quintile,West,Yes,0.25163,626,16399,0.22729,0.27199
370,370,2011,1st Quintile,West,No,0.74837,1932,16399,0.70773,0.78907
371,371,2011,1st Quintile,East,Yes,0.29419,290,16399,0.25778,0.33097
372,372,2011,1st Quintile,East,No,0.70581,806,16399,0.64832,0.76266
373,373,2011,2nd Quintile,West,Yes,0.5104,1163,16399,0.47453,0.54778
374,374,2011,2nd Quintile,West,No,0.4896,1293,16399,0.46027,0.52656
375,375,2011,2nd Quintile,East,Yes,0.59449,543,16399,0.55016,0.64395
376,376,2011,2nd Quintile,East,No,0.40551,417,16399,0.36798,0.44141
377,377,2011,3rd Quintile,West,Yes,0.63443,1509,16399,0.60087,0.66386
378,378,2011,3rd Quintile,West,No,0.36557,892,16399,0.34133,0.38899
379,379,2011,3rd Quintile,East,Yes,0.75563,563,16399,0.7041,0.81959
380,380,2011,3rd Quintile,East,No,0.24437,216,16399,0.21902,0.27504
381,381,2011,4th Quintile,West,Yes,0.79032,1884,16399,0.75423,0.82753
382,382,2011,4th Quintile,West,No,0.20968,560,16399,0.19413,0.22782
383,383,2011,4th Quintile,East,Yes,0.82411,427,16399,0.74545,0.92124
384,384,2011,4th Quintile,East,No,0.17589,108,16399,0.14455,0.21609
385,385,2011,5th Quintile,West,Yes,0.83026,2366,16399,0.79605,0.86713
386,386,2011,5th Quintile,West,No,0.16974,455,16399,0.15584,0.18344
387,387,2011,5th Quintile,East,Yes,0.88906,307,16399,0.80418,1.00015
388,388,2011,5th Quintile,East,No,0.11094,42,16399,0.08492,0.13836
389,389,2012,1st Quintile,West,Yes,0.25715,647,16153,0.23559,0.27726
390,390,2012,1st Quintile,West,No,0.74285,1879,16153,0.70578,0.77739
391,391,2012,1st Quintile,East,Yes,0.27318,275,16153,0.24126,0.30686
392,392,2012,1st Quintile,East,No,0.72682,806,16153,0.67393,0.78229
393,393,2012,2nd Quintile,West,Yes,0.49903,1186,16153,0.47307,0.52779
394,394,2012,2nd Quintile,West,No,0.50097,1238,16153,0.47468,0.53198
395,395,2012,2nd Quintile,East,Yes,0.66966,498,16153,0.62655,0.72323
396,396,2012,2nd Quintile,East,No,0.33034,310,16153,0.29558,0.36493
397,397,2012,3rd Quintile,West,Yes,0.6586,1547,16153,0.62353,0.69258
398,398,2012,3rd Quintile,West,No,0.3414,857,16153,0.32037,0.36197
399,399,2012,3rd Quintile,East,Yes,0.70848,558,16153,0.64902,0.75643
400,400,2012,3rd Quintile,East,No,0.29152,246,16153,0.2578,0.33163
401,401,2012,4th Quintile,West,Yes,0.78197,1836,16153,0.7484,0.81985
402,402,2012,4th Quintile,West,No,0.21803,578,16153,0.20144,0.2343
403,403,2012,4th Quintile,East,Yes,0.81473,446,16153,0.7373,0.90735
404,404,2012,4th Quintile,East,No,0.18527,123,16153,0.15097,0.23537
405,405,2012,5th Quintile,West,Yes,0.84584,2289,16153,0.80727,0.88092
406,406,2012,5th Quintile,West,No,0.15416,407,16153,0.14073,0.1689
407,407,2012,5th Quintile,East,Yes,0.85529,368,16153,0.76227,0.94807
408,408,2012,5th Quintile,East,No,0.14471,59,16153,0.11074,0.18224
409,409,2013,1st Quintile,West,Yes,0.25156,721,17690,0.23361,0.27463
410,410,2013,1st Quintile,West,No,0.74844,2390,17690,0.72006,0.78838
411,411,2013,1st Quintile,East,Yes,0.30402,292,17690,0.26308,0.3387
412,412,2013,1st Quintile,East,No,0.69598,770,17690,0.62849,0.74898
413,413,2013,2nd Quintile,West,Yes,0.51168,1362,17690,0.47895,0.54046
414,414,2013,2nd Quintile,West,No,0.48832,1507,17690,0.45809,0.52315
415,415,2013,2nd Quintile,East,Yes,0.6383,583,17690,0.59999,0.68849
416,416,2013,2nd Quintile,East,No,0.3617,378,17690,0.32391,0.39436
417,417,2013,3rd Quintile,West,Yes,0.64798,1698,17690,0.61497,0.68297
418,418,2013,3rd Quintile,West,No,0.35202,948,17690,0.32733,0.37811
419,419,2013,3rd Quintile,East,Yes,0.70091,529,17690,0.64058,0.76204
420,420,2013,3rd Quintile,East,No,0.29909,202,17690,0.25669,0.34853
421,421,2013,4th Quintile,West,Yes,0.77886,1984,17690,0.74507,0.81497
422,422,2013,4th Quintile,West,No,0.22114,601,17690,0.20431,0.23909
423,423,2013,4th Quintile,East,Yes,0.83728,421,17690,0.7575,0.90901
424,424,2013,4th Quintile,East,No,0.16272,96,17690,0.12402,0.20215
425,425,2013,5th Quintile,West,Yes,0.83758,2413,17690,0.80098,0.86835
426,426,2013,5th Quintile,West,No,0.16242,431,17690,0.14598,0.18084
427,427,2013,5th Quintile,East,Yes,0.92865,332,17690,0.83921,1.03951
428,428,2013,5th Quintile,East,No,0.07135,32,17690,0.04398,0.11666
429,429,2014,1st Quintile,West,Yes,0.25768,606,15718,0.23572,0.28213
430,430,2014,1st Quintile,West,No,0.74232,1920,15718,0.70193,0.78072
431,431,2014,1st Quintile,East,Yes,0.30967,253,15718,0.27232,0.34887
432,432,2014,1st Quintile,East,No,0.69033,649,15718,0.62787,0.75954
433,433,2014,2nd Quintile,West,Yes,0.48922,1137,15718,0.45922,0.51861
434,434,2014,2nd Quintile,West,No,0.51078,1317,15718,0.4745,0.54736
435,435,2014,2nd Quintile,East,Yes,0.61452,494,15718,0.56636,0.66387
436,436,2014,2nd Quintile,East,No,0.38548,353,15718,0.34496,0.42458
437,437,2014,3rd Quintile,West,Yes,0.67356,1516,15718,0.64093,0.70447
438,438,2014,3rd Quintile,West,No,0.32644,828,15718,0.30142,0.35173
439,439,2014,3rd Quintile,East,Yes,0.76559,557,15718,0.69716,0.82552
440,440,2014,3rd Quintile,East,No,0.23441,173,15718,0.1951,0.27789
441,441,2014,4th Quintile,West,Yes,0.76438,1860,15718,0.72712,0.79344
442,442,2014,4th Quintile,West,No,0.23562,562,15718,0.21563,0.25688
443,443,2014,4th Quintile,East,Yes,0.82815,431,15718,0.7603,0.89948
444,444,2014,4th Quintile,East,No,0.17185,91,15718,0.12801,0.2231
445,445,2014,5th Quintile,West,Yes,0.84777,2227,15718,0.8141,0.8893
446,446,2014,5th Quintile,West,No,0.15223,377,15718,0.13874,0.17144
447,447,2014,5th Quintile,East,Yes,0.91746,334,15718,0.80163,1.02922
448,448,2014,5th Quintile,East,No,0.08254,33,15718,0.05983,0.10895
449,449,2015,1st Quintile,West,Yes,0.25003,633,15574,0.22616,0.27419
450,450,2015,1st Quintile,West,No,0.74997,2006,15574,0.71229,0.79389
451,451,2015,1st Quintile,East,Yes,0.28408,237,15574,0.25257,0.32509
452,452,2015,1st Quintile,East,No,0.71592,629,15574,0.64888,0.79057
453,453,2015,2nd Quintile,West,Yes,0.49335,1192,15574,0.46519,0.52465
454,454,2015,2nd Quintile,West,No,0.50665,1242,15574,0.46972,0.53687
455,455,2015,2nd Quintile,East,Yes,0.60104,554,15574,0.55182,0.65348
456,456,2015,2nd Quintile,East,No,0.39896,360,15574,0.35489,0.44211
457,457,2015,3rd Quintile,West,Yes,0.63697,1521,15574,0.59719,0.67955
458,458,2015,3rd Quintile,West,No,0.36303,839,15574,0.33577,0.38752
459,459,2015,3rd Quintile,East,Yes,0.75024,488,15574,0.67834,0.8179
460,460,2015,3rd Quintile,East,No,0.24976,160,15574,0.2086,0.3017
461,461,2015,4th Quintile,West,Yes,0.74779,1754,15574,0.71587,0.78635
462,462,2015,4th Quintile,West,No,0.25221,543,15574,0.22828,0.27557
463,463,2015,4th Quintile,East,Yes,0.85689,413,15574,0.78229,0.94432
464,464,2015,4th Quintile,East,No,0.14311,81,15574,0.10749,0.17427
465,465,2015,5th Quintile,West,Yes,0.83983,2246,15574,0.8055,0.87602
466,466,2015,5th Quintile,West,No,0.16017,374,15574,0.14215,0.17642
467,467,2015,5th Quintile,East,Yes,1.0,302,15574,0.86695,1.10573
468,468,2016,1st Quintile,West,Yes,0.24401,567,14177,0.2217,0.26865
469,469,2016,1st Quintile,West,No,0.75599,1673,14177,0.70751,0.80673
470,470,2016,1st Quintile,East,Yes,0.29802,234,14177,0.25696,0.35036
471,471,2016,1st Quintile,East,No,0.70198,574,14177,0.63809,0.76573
472,472,2016,2nd Quintile,West,Yes,0.50049,1119,14177,0.46576,0.53451
473,473,2016,2nd Quintile,West,No,0.49951,1148,14177,0.46559,0.53211
474,474,2016,2nd Quintile,East,Yes,0.59772,498,14177,0.5494,0.64625
475,475,2016,2nd Quintile,East,No,0.40228,310,14177,0.34592,0.45214
476,476,2016,3rd Quintile,West,Yes,0.66389,1394,14177,0.6289,0.6962
477,477,2016,3rd Quintile,West,No,0.33611,660,14177,0.30909,0.36379
478,478,2016,3rd Quintile,East,Yes,0.77169,514,14177,0.69698,0.83531
479,479,2016,3rd Quintile,East,No,0.22831,154,14177,0.19371,0.27767
480,480,2016,4th Quintile,West,Yes,0.76709,1701,14177,0.73457,0.80088
481,481,2016,4th Quintile,West,No,0.23291,489,14177,0.21463,0.25753
482,482,2016,4th Quintile,East,Yes,0.83999,371,14177,0.74853,0.93556
483,483,2016,4th Quintile,East,No,0.16001,71,14177,0.11411,0.2026
484,484,2016,5th Quintile,West,Yes,0.85026,2036,14177,0.80815,0.88405
485,485,2016,5th Quintile,West,No,0.14974,338,14177,0.13523,0.16668
486,486,2016,5th Quintile,East,Yes,0.88352,290,14177,0.77355,0.98507
487,487,2016,5th Quintile,East,No,0.11648,36,14177,0.06713,0.16478
488,488,2017,1st Quintile,West,Yes,0.26527,651,15533,0.24444,0.29005
489,489,2017,1st Quintile,West,No,0.73473,1644,15533,0.6936,0.76744
490,490,2017,1st Quintile,East,Yes,0.33287,256,15533,0.28814,0.3802
491,491,2017,1st Quintile,East,No,0.66713,603,15533,0.59715,0.73409
492,492,2017,2nd Quintile,West,Yes,0.50597,1146,15533,0.47838,0.53252
493,493,2017,2nd Quintile,West,No,0.49403,1191,15533,0.46626,0.52512
494,494,2017,2nd Quintile,East,Yes,0.64016,580,15533,0.59366,0.69646
495,495,2017,2nd Quintile,East,No,0.35984,307,15533,0.3202,0.40105
496,496,2017,3rd Quintile,West,Yes,0.70745,1640,15533,0.67671,0.74154
497,497,2017,3rd Quintile,West,No,0.29255,681,15533,0.27,0.31475
498,498,2017,3rd Quintile,East,Yes,0.78216,582,15533,0.71967,0.85489
499,499,2017,3rd Quintile,East,No,0.21784,151,15533,0.17772,0.25904
500,500,2017,4th Quintile,West,Yes,0.7725,1952,15533,0.7335,0.81296
501,501,2017,4th Quintile,West,No,0.2275,529,15533,0.20818,0.24877
502,502,2017,4th Quintile,East,Yes,0.86265,463,15533,0.77812,0.95577
503,503,2017,4th Quintile,East,No,0.13735,71,15533,0.10085,0.18222
504,504,2017,5th Quintile,West,Yes,0.86079,2342,15533,0.82451,0.89876
505,505,2017,5th Quintile,West,No,0.13921,360,15533,0.12462,0.15119
506,506,2017,5th Quintile,East,Yes,0.88169,350,15533,0.79076,0.96998
507,507,2017,5th Quintile,East,No,0.11831,34,15533,0.07763,0.16863
508,508,2018,1st Quintile,West,Yes,0.28022,628,15301,0.25341,0.30679
509,509,2018,1st Quintile,West,No,0.71978,1694,15301,0.68087,0.76195
510,510,2018,1st Quintile,East,Yes,0.30985,278,15301,0.27305,0.35457
511,511,2018,1st Quintile,East,No,0.69015,644,15301,0.62427,0.75331
512,512,2018,2nd Quintile,West,Yes,0.58018,1328,15301,0.53817,0.61399
513,513,2018,2nd Quintile,West,No,0.41982,1063,15301,0.39444,0.44558
514,514,2018,2nd Quintile,East,Yes,0.64718,610,15301,0.60535,0.69302
515,515,2018,2nd Quintile,East,No,0.35282,348,15301,0.3213,0.39251
516,516,2018,3rd Quintile,West,Yes,0.7107,1573,15301,0.67408,0.74793
517,517,2018,3rd Quintile,West,No,0.2893,634,15301,0.26437,0.3112
518,518,2018,3rd Quintile,East,Yes,0.78647,570,15301,0.71853,0.85694
519,519,2018,3rd Quintile,East,No,0.21353,124,15301,0.16693,0.25358
520,520,2018,4th Quintile,West,Yes,0.77384,1879,15301,0.73899,0.80887
521,521,2018,4th Quintile,West,No,0.22616,492,15301,0.20853,0.24708
522,522,2018,4th Quintile,East,Yes,0.88429,418,15301,0.79816,0.96707
523,523,2018,4th Quintile,East,No,0.11571,60,15301,0.08036,0.15197
524,524,2018,5th Quintile,West,Yes,0.86426,2306,15301,0.83248,0.89878
525,525,2018,5th Quintile,West,No,0.13574,318,15301,0.1204,0.15074
526,526,2018,5th Quintile,East,Yes,1.0,334,15301,0.87354,1.1184
527,527,2019,1st Quintile,West,Yes,0.32752,665,15896,0.29767,0.35147
528,528,2019,1st Quintile,West,No,0.67248,1413,15896,0.63908,0.70785
529,529,2019,1st Quintile,East,Yes,0.31936,273,15896,0.28185,0.35776
530,530,2019,1st Quintile,East,No,0.68064,523,15896,0.61888,0.77367
531,531,2019,2nd Quintile,West,Yes,0.61673,1271,15896,0.57745,0.65269
532,532,2019,2nd Quintile,West,No,0.38327,863,15896,0.34786,0.41121
533,533,2019,2nd Quintile,East,Yes,0.67638,567,15896,0.62005,0.74575
534,534,2019,2nd Quintile,East,No,0.32362,263,15896,0.27986,0.36938
535,535,2019,3rd Quintile,West,Yes,0.74147,1613,15896,0.70288,0.77646
536,536,2019,3rd Quintile,West,No,0.25853,543,15896,0.23822,0.28573
537,537,2019,3rd Quintile,East,Yes,0.81018,609,15896,0.72315,0.89738
538,538,2019,3rd Quintile,East,No,0.18982,117,15896,0.15123,0.2286
539,539,2019,4th Quintile,West,Yes,0.82386,1969,15896,0.78489,0.86089
540,540,2019,4th Quintile,West,No,0.17614,421,15896,0.15626,0.194
541,541,2019,4th Quintile,East,Yes,0.91304,470,15896,0.81052,1.01354
542,542,2019,4th Quintile,East,No,0.08696,64,15896,0.06017,0.11695
543,543,2019,5th Quintile,West,Yes,0.89125,3175,15896,0.8469,0.92428
544,544,2019,5th Quintile,West,No,0.10875,396,15896,0.09387,0.12337
545,545,2019,5th Quintile,East,Yes,0.87592,621,15896,0.75986,0.97793
546,546,2019,5th Quintile,East,No,0.12408,60,15896,0.0747,0.17904
547,547,2020,1st Quintile,West,Yes,0.30131,758,16028,0.27582,0.33729
548,548,2020,1st Quintile,West,No,0.69869,1833,16028,0.66109,0.73392
549,549,2020,1st Quintile,East,Yes,0.39763,272,16028,0.34122,0.45305
550,550,2020,1st Quintile,East,No,0.60237,533,16028,0.54649,0.68222
551,551,2020,2nd Quintile,West,Yes,0.58964,1334,16028,0.55358,0.63466
552,552,2020,2nd Quintile,West,No,0.41036,1072,16028,0.37694,0.44114
553,553,2020,2nd Quintile,East,Yes,0.6448,568,16028,0.58906,0.70731
554,554,2020,2nd Quintile,East,No,0.3552,280,16028,0.30072,0.40811
555,555,2020,3rd Quintile,West,Yes,0.74468,1658,16028,0.70214,0.77963
556,556,2020,3rd Quintile,West,No,0.25532,564,16028,0.23328,0.27964
557,557,2020,3rd Quintile,East,Yes,0.79712,541,16028,0.72999,0.85199
558,558,2020,3rd Quintile,East,No,0.20288,140,16028,0.16853,0.23762
559,559,2020,4th Quintile,West,Yes,0.80868,1858,16028,0.7693,0.85434
560,560,2020,4th Quintile,West,No,0.19132,437,16028,0.17044,0.21151
561,561,2020,4th Quintile,East,Yes,0.85371,434,16028,0.76001,0.95236
562,562,2020,4th Quintile,East,No,0.14629,68,16028,0.10066,0.20408
563,563,2020,5th Quintile,West,Yes,0.87522,2719,16028,0.83187,0.91351
564,564,2020,5th Quintile,West,No,0.12478,389,16028,0.10735,0.14257
565,565,2020,5th Quintile,East,Yes,0.88084,505,16028,0.78876,1.01175
566,566,2020,5th Quintile,East,No,0.11916,65,16028,0.0746,0.18221
567,567,2021,1st Quintile,West,Yes,0.4611,843,12096,0.42422,0.50541
568,568,2021,1st Quintile,West,No,0.5389,1674,12096,0.49424,0.58042
569,569,2021,1st Quintile,East,Yes,0.51524,296,12096,0.45096,0.59347
570,570,2021,1st Quintile,East,No,0.48476,383,12096,0.4181,0.55849
571,571,2021,2nd Quintile,West,Yes,0.69928,1115,12096,0.65443,0.75183
572,572,2021,2nd Quintile,West,No,0.30072,598,12096,0.27358,0.34089
573,573,2021,2nd Quintile,East,Yes,0.79111,444,12096,0.6971,0.88792
574,574,2021,2nd Quintile,East,No,0.20889,160,12096,0.17337,0.25489
575,575,2021,3rd Quintile,West,Yes,0.84457,1250,12096,0.789,0.90126
576,576,2021,3rd Quintile,West,No,0.15543,283,12096,0.13062,0.1775
577,577,2021,3rd Quintile,East,Yes,0.87712,385,12096,0.79587,0.97413
578,578,2021,3rd Quintile,East,No,0.12288,72,12096,0.08847,0.16223
579,579,2021,4th Quintile,West,Yes,0.86871,1447,12096,0.81741,0.92271
580,580,2021,4th Quintile,West,No,0.13129,207,12096,0.11203,0.14921
581,581,2021,4th Quintile,East,Yes,0.91747,344,12096,0.8026,1.01504
582,582,2021,4th Quintile,East,No,0.08253,37,12096,0.05281,0.11961
583,583,2021,5th Quintile,West,Yes,0.93554,2023,12096,0.88167,0.98814
584,584,2021,5th Quintile,West,No,0.06446,162,12096,0.05008,0.08082
585,585,2021,5th Quintile,East,Yes,1.0,373,12096,0.84949,1.1457
