year,bula_h,regtyp,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Lower Saxony,Rural regions,Yes,0.70683,585,836,0.67595,0.73770
2018,Lower Saxony,Rural regions,No,0.29317,251,836,0.26230,0.32405
2018,Bremen,Urban regions,Yes,0.56960,81,134,0.48545,0.65375
2018,Bremen,Urban regions,No,0.43040,53,134,0.34625,0.51455
2018,North Rhine-Westphalia,Urban regions,Yes,0.65448,2044,3094,0.63772,0.67123
2018,North Rhine-Westphalia,Urban regions,No,0.34552,1050,3094,0.32877,0.36228
2018,North Rhine-Westphalia,Rural regions,Yes,0.56415,34,34,0.39496,0.73334
2018,Hesse,Urban regions,Yes,0.54139,452,792,0.50666,0.57611
2018,Hesse,Urban regions,No,0.45861,340,792,0.42389,0.49334
2018,Hesse,Rural regions,Yes,0.65547,131,204,0.59010,0.72084
2018,Hesse,Rural regions,No,0.34453,73,204,0.27916,0.40990
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.57344,363,661,0.53570,0.61117
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.42656,298,661,0.38883,0.46430
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.52723,114,215,0.46034,0.59412
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.47277,101,215,0.40588,0.53966
2018,Baden-Wuerttemberg,Urban regions,Yes,0.65603,984,1436,0.63145,0.68061
2018,Baden-Wuerttemberg,Urban regions,No,0.34397,452,1436,0.31939,0.36855
2018,Baden-Wuerttemberg,Rural regions,Yes,0.71040,128,174,0.64281,0.77799
2018,Baden-Wuerttemberg,Rural regions,No,0.28960,46,174,0.22201,0.35719
2018,Bavaria,Urban regions,Yes,0.62007,689,1159,0.59211,0.64802
2018,Bavaria,Urban regions,No,0.37993,470,1159,0.35198,0.40789
2018,Bavaria,Rural regions,Yes,0.57651,740,1237,0.54896,0.60406
2018,Bavaria,Rural regions,No,0.42349,497,1237,0.39594,0.45104
2018,Berlin,Urban regions,Yes,0.68126,464,681,0.64624,0.71629
2018,Berlin,Urban regions,No,0.31874,217,681,0.28371,0.35376
2018,Brandenburg,Urban regions,Yes,0.75834,37,37,0.61850,0.89818
2018,Brandenburg,Rural regions,Yes,0.67432,387,585,0.63631,0.71232
2018,Brandenburg,Rural regions,No,0.32568,198,585,0.28768,0.36369
2018,Mecklenburg-Western Pomerania,Urban regions,Yes,0.75751,50,50,0.63751,0.87752
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.80780,254,315,0.76422,0.85138
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.19220,61,315,0.14862,0.23578
2018,Saxony,Urban regions,Yes,0.65266,360,526,0.61193,0.69339
2018,Saxony,Urban regions,No,0.34734,166,526,0.30661,0.38807
2018,Saxony,Rural regions,Yes,0.62564,287,448,0.58077,0.67050
2018,Saxony,Rural regions,No,0.37436,161,448,0.32950,0.41923
2018,Saxony-Anhalt,Urban regions,Yes,0.82579,98,98,0.75031,0.90127
2018,Saxony-Anhalt,Rural regions,Yes,0.71946,316,445,0.67767,0.76125
2018,Saxony-Anhalt,Rural regions,No,0.28054,129,445,0.23875,0.32233
2018,Thuringa,Urban regions,Yes,0.65804,124,192,0.59076,0.72531
2018,Thuringa,Urban regions,No,0.34196,68,192,0.27469,0.40924
2018,Thuringa,Rural regions,Yes,0.60804,232,381,0.55895,0.65712
2018,Thuringa,Rural regions,No,0.39196,149,381,0.34288,0.44105
2019,Schleswig-Holstein,Urban regions,Yes,0.65119,99,149,0.57440,0.72797
2019,Schleswig-Holstein,Urban regions,No,0.34881,50,149,0.27203,0.42560
2019,Schleswig-Holstein,Rural regions,Yes,0.58783,175,298,0.53185,0.64381
2019,Schleswig-Holstein,Rural regions,No,0.41217,123,298,0.35619,0.46815
2019,Hamburg,Urban regions,Yes,0.49839,144,271,0.43875,0.55803
2019,Hamburg,Urban regions,No,0.50161,127,271,0.44197,0.56125
2019,Lower Saxony,Urban regions,Yes,0.62171,317,517,0.57986,0.66355
2019,Lower Saxony,Urban regions,No,0.37829,200,517,0.33645,0.42014
2019,Lower Saxony,Rural regions,Yes,0.69996,499,699,0.66597,0.73396
2019,Lower Saxony,Rural regions,No,0.30004,200,699,0.26604,0.33403
2019,Bremen,Urban regions,Yes,0.59982,67,112,0.50868,0.69097
2019,Bremen,Urban regions,No,0.40018,45,112,0.30903,0.49132
2019,North Rhine-Westphalia,Urban regions,Yes,0.65387,1701,2526,0.63532,0.67243
2019,North Rhine-Westphalia,Urban regions,No,0.34613,825,2526,0.32757,0.36468
2019,Hesse,Urban regions,Yes,0.54854,378,655,0.51040,0.58668
2019,Hesse,Urban regions,No,0.45146,277,655,0.41332,0.48960
2019,Hesse,Rural regions,Yes,0.68050,100,149,0.60538,0.75562
2019,Hesse,Rural regions,No,0.31950,49,149,0.24438,0.39462
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.56665,296,534,0.52458,0.60872
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.43335,238,534,0.39128,0.47542
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.56525,104,180,0.49263,0.63787
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.43475,76,180,0.36213,0.50737
2019,Baden-Wuerttemberg,Urban regions,Yes,0.66164,807,1165,0.63446,0.68883
2019,Baden-Wuerttemberg,Urban regions,No,0.33836,358,1165,0.31117,0.36554
2019,Baden-Wuerttemberg,Rural regions,Yes,0.67976,101,140,0.60220,0.75733
2019,Baden-Wuerttemberg,Rural regions,No,0.32024,39,140,0.24267,0.39780
2019,Bavaria,Urban regions,Yes,0.61085,551,916,0.57926,0.64245
2019,Bavaria,Urban regions,No,0.38915,365,916,0.35755,0.42074
2019,Bavaria,Rural regions,Yes,0.55667,612,1028,0.52629,0.58705
2019,Bavaria,Rural regions,No,0.44333,416,1028,0.41295,0.47371
2019,Berlin,Urban regions,Yes,0.67124,379,551,0.63198,0.71050
2019,Berlin,Urban regions,No,0.32876,172,551,0.28950,0.36802
2019,Brandenburg,Urban regions,Yes,0.71216,31,31,0.55015,0.87418
2019,Brandenburg,Rural regions,Yes,0.68353,342,510,0.64312,0.72393
2019,Brandenburg,Rural regions,No,0.31647,168,510,0.27607,0.35688
2019,Mecklenburg-Western Pomerania,Urban regions,Yes,0.89367,44,44,0.80153,0.98581
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.83946,211,255,0.79431,0.88460
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.16054,44,255,0.11540,0.20569
2019,Saxony,Urban regions,Yes,0.65003,305,434,0.60510,0.69495
2019,Saxony,Urban regions,No,0.34997,129,434,0.30505,0.39490
2019,Saxony,Rural regions,Yes,0.61842,242,385,0.56984,0.66701
2019,Saxony,Rural regions,No,0.38158,143,385,0.33299,0.43016
2019,Saxony-Anhalt,Urban regions,Yes,0.88708,83,83,0.81858,0.95559
2019,Saxony-Anhalt,Rural regions,Yes,0.70458,254,353,0.65692,0.75224
2019,Saxony-Anhalt,Rural regions,No,0.29542,99,353,0.24776,0.34308
2019,Thuringa,Urban regions,Yes,0.72310,103,145,0.65001,0.79619
2019,Thuringa,Urban regions,No,0.27690,42,145,0.20381,0.34999
2019,Thuringa,Rural regions,Yes,0.62702,198,320,0.57395,0.68009
2019,Thuringa,Rural regions,No,0.37298,122,320,0.31991,0.42605
2020,Schleswig-Holstein,Urban regions,Yes,0.75400,136,189,0.69244,0.81556
2020,Schleswig-Holstein,Urban regions,No,0.24600,53,189,0.18444,0.30756
2020,Schleswig-Holstein,Rural regions,Yes,0.69620,226,352,0.64809,0.74431
2020,Schleswig-Holstein,Rural regions,No,0.30380,126,352,0.25569,0.35191
2020,Hamburg,Urban regions,Yes,0.61187,224,359,0.56139,0.66235
2020,Hamburg,Urban regions,No,0.38813,135,359,0.33765,0.43861
2020,Lower Saxony,Urban regions,Yes,0.63955,407,651,0.60264,0.67646
2020,Lower Saxony,Urban regions,No,0.36045,244,651,0.32354,0.39736
2020,Lower Saxony,Rural regions,Yes,0.70152,592,820,0.67018,0.73286
2020,Lower Saxony,Rural regions,No,0.29848,228,820,0.26714,0.32982
2020,Bremen,Urban regions,Yes,0.62702,74,140,0.54662,0.70741
2020,Bremen,Urban regions,No,0.37298,66,140,0.29259,0.45338
2020,North Rhine-Westphalia,Urban regions,Yes,0.68595,2093,3291,0.67009,0.70181
2020,North Rhine-Westphalia,Urban regions,No,0.31405,1198,3291,0.29819,0.32991
2020,North Rhine-Westphalia,Rural regions,Yes,0.64301,35,35,0.48196,0.80406
2020,Hesse,Urban regions,Yes,0.58660,528,907,0.55454,0.61867
2020,Hesse,Urban regions,No,0.41340,379,907,0.38133,0.44546
2020,Hesse,Rural regions,Yes,0.62402,127,192,0.55533,0.69272
2020,Hesse,Rural regions,No,0.37598,65,192,0.30728,0.44467
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.52244,344,648,0.48395,0.56093
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.47756,304,648,0.43907,0.51605
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.56777,116,211,0.50077,0.63477
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.43223,95,211,0.36523,0.49923
2020,Baden-Wuerttemberg,Urban regions,Yes,0.67871,1023,1533,0.65533,0.70210
2020,Baden-Wuerttemberg,Urban regions,No,0.32129,510,1533,0.29790,0.34467
2020,Baden-Wuerttemberg,Rural regions,Yes,0.71306,132,188,0.64823,0.77789
2020,Baden-Wuerttemberg,Rural regions,No,0.28694,56,188,0.22211,0.35177
2020,Bavaria,Urban regions,Yes,0.62835,799,1294,0.60201,0.65469
2020,Bavaria,Urban regions,No,0.37165,495,1294,0.34531,0.39799
2020,Bavaria,Rural regions,Yes,0.56299,779,1289,0.53590,0.59008
2020,Bavaria,Rural regions,No,0.43701,510,1289,0.40992,0.46410
2020,Berlin,Urban regions,Yes,0.64008,502,839,0.60759,0.67258
2020,Berlin,Urban regions,No,0.35992,337,839,0.32742,0.39241
2020,Brandenburg,Urban regions,Yes,0.70889,37,37,0.56049,0.85729
2020,Brandenburg,Rural regions,Yes,0.73798,443,612,0.70311,0.77285
2020,Brandenburg,Rural regions,No,0.26202,169,612,0.22715,0.29689
2020,Mecklenburg-Western Pomerania,Urban regions,Yes,0.82011,47,47,0.70911,0.93111
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.79794,225,274,0.75031,0.84557
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.20206,49,274,0.15443,0.24969
2020,Saxony,Urban regions,Yes,0.62596,362,522,0.58441,0.66751
2020,Saxony,Urban regions,No,0.37404,160,522,0.33249,0.41559
2020,Saxony,Rural regions,Yes,0.60682,289,440,0.56113,0.65251
2020,Saxony,Rural regions,No,0.39318,151,440,0.34749,0.43887
2020,Saxony-Anhalt,Urban regions,Yes,0.80410,94,133,0.73640,0.87181
2020,Saxony-Anhalt,Urban regions,No,0.19590,39,133,0.12819,0.26360
2020,Saxony-Anhalt,Rural regions,Yes,0.71359,309,424,0.67051,0.75668
2020,Saxony-Anhalt,Rural regions,No,0.28641,115,424,0.24332,0.32949
2020,Thuringa,Urban regions,Yes,0.80250,146,189,0.74560,0.85941
2020,Thuringa,Urban regions,No,0.19750,43,189,0.14059,0.25440
2020,Thuringa,Rural regions,Yes,0.66118,240,378,0.61340,0.70896
2020,Thuringa,Rural regions,No,0.33882,138,378,0.29104,0.38660
2021,Schleswig-Holstein,Urban regions,Yes,0.76034,103,136,0.68833,0.83235
2021,Schleswig-Holstein,Urban regions,No,0.23966,33,136,0.16765,0.31167
2021,Schleswig-Holstein,Rural regions,Yes,0.71812,155,244,0.66155,0.77469
2021,Schleswig-Holstein,Rural regions,No,0.28188,89,244,0.22531,0.33845
2021,Hamburg,Urban regions,Yes,0.60344,152,233,0.54050,0.66639
2021,Hamburg,Urban regions,No,0.39656,81,233,0.33361,0.45950
2021,Lower Saxony,Urban regions,Yes,0.60206,256,411,0.55469,0.64944
2021,Lower Saxony,Urban regions,No,0.39794,155,411,0.35056,0.44531
2021,Lower Saxony,Rural regions,Yes,0.67811,398,534,0.63844,0.71777
2021,Lower Saxony,Rural regions,No,0.32189,136,534,0.28223,0.36156
2021,Bremen,Urban regions,Yes,0.72657,42,42,0.59014,0.86301
2021,North Rhine-Westphalia,Urban regions,Yes,0.69086,1312,1995,0.67057,0.71114
2021,North Rhine-Westphalia,Urban regions,No,0.30914,683,1995,0.28886,0.32943
2021,North Rhine-Westphalia,Rural regions,Yes,0.70625,32,32,0.54591,0.86659
2021,Hesse,Urban regions,Yes,0.60834,299,495,0.56529,0.65138
2021,Hesse,Urban regions,No,0.39166,196,495,0.34862,0.43471
2021,Hesse,Rural regions,Yes,0.70742,73,112,0.62278,0.79205
2021,Hesse,Rural regions,No,0.29258,39,112,0.20795,0.37722
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.52864,208,370,0.47770,0.57957
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.47136,162,370,0.42043,0.52230
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.49619,60,116,0.40481,0.58758
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.50381,56,116,0.41242,0.59519
2021,Baden-Wuerttemberg,Urban regions,Yes,0.63584,636,934,0.60496,0.66672
2021,Baden-Wuerttemberg,Urban regions,No,0.36416,298,934,0.33328,0.39504
2021,Baden-Wuerttemberg,Rural regions,Yes,0.82281,88,88,0.74258,0.90305
2021,Bavaria,Urban regions,Yes,0.60202,493,770,0.56742,0.63661
2021,Bavaria,Urban regions,No,0.39798,277,770,0.36339,0.43258
2021,Bavaria,Rural regions,Yes,0.53073,483,792,0.49596,0.56551
2021,Bavaria,Rural regions,No,0.46927,309,792,0.43449,0.50404
2021,Berlin,Urban regions,Yes,0.64558,316,507,0.60390,0.68726
2021,Berlin,Urban regions,No,0.35442,191,507,0.31274,0.39610
2021,Brandenburg,Rural regions,Yes,0.78911,269,361,0.74697,0.83125
2021,Brandenburg,Rural regions,No,0.21089,92,361,0.16875,0.25303
2021,Mecklenburg-Western Pomerania,Urban regions,Yes,0.90201,34,34,0.80057,1.00344
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.78296,154,191,0.72434,0.84157
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.21704,37,191,0.15843,0.27566
2021,Saxony,Urban regions,Yes,0.65989,259,351,0.61026,0.70952
2021,Saxony,Urban regions,No,0.34011,92,351,0.29048,0.38974
2021,Saxony,Rural regions,Yes,0.60301,204,315,0.54889,0.65713
2021,Saxony,Rural regions,No,0.39699,111,315,0.34287,0.45111
2021,Saxony-Anhalt,Urban regions,Yes,0.69777,50,50,0.56919,0.82635
2021,Saxony-Anhalt,Rural regions,Yes,0.69989,186,261,0.64418,0.75560
