year,bula_h,sampreg,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Saxony,West,Yes,0.63053,1021,1533,0.60636,0.65470
2017,Lower Saxony,West,No,0.36947,512,1533,0.34530,0.39364
2017,Bremen,West,Yes,0.58682,81,129,0.50151,0.67212
2017,Bremen,West,No,0.41318,48,129,0.32788,0.49849
2017,North Rhine-Westphalia,West,Yes,0.64870,2089,3166,0.63207,0.66533
2017,North Rhine-Westphalia,West,No,0.35130,1077,3166,0.33467,0.36793
2017,Hesse,West,Yes,0.54542,588,1045,0.51521,0.57562
2017,Hesse,West,No,0.45458,457,1045,0.42438,0.48479
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.55585,480,872,0.52285,0.58885
2017,"Rhineland-Palatinate, Saarland",West,No,0.44415,392,872,0.41115,0.47715
2017,Baden-Wuerttemberg,West,Yes,0.60332,1095,1711,0.58013,0.62651
2017,Baden-Wuerttemberg,West,No,0.39668,616,1711,0.37349,0.41987
2017,Bavaria,West,Yes,0.57465,1477,2478,0.55518,0.59412
2017,Bavaria,West,No,0.42535,1001,2478,0.40588,0.44482
2017,Berlin,West,Yes,0.55530,204,370,0.50460,0.60600
2017,Berlin,West,No,0.44470,166,370,0.39400,0.49540
2017,Berlin,East,Yes,0.70161,195,283,0.64820,0.75501
2017,Berlin,East,No,0.29839,88,283,0.24499,0.35180
2017,Brandenburg,East,Yes,0.66089,410,618,0.62353,0.69824
2017,Brandenburg,East,No,0.33911,208,618,0.30176,0.37647
2017,Mecklenburg-Western Pomerania,East,Yes,0.78095,290,363,0.73834,0.82356
2017,Mecklenburg-Western Pomerania,East,No,0.21905,73,363,0.17644,0.26166
2017,Saxony,East,Yes,0.61203,628,979,0.58149,0.64257
2017,Saxony,East,No,0.38797,351,979,0.35743,0.41851
2017,Saxony-Anhalt,East,Yes,0.69958,383,566,0.66178,0.73739
2017,Saxony-Anhalt,East,No,0.30042,183,566,0.26261,0.33822
2017,Thuringa,East,Yes,0.63781,371,590,0.59899,0.67662
2017,Thuringa,East,No,0.36219,219,590,0.32338,0.40101
2018,Schleswig-Holstein,West,Yes,0.59119,326,554,0.55022,0.63217
2018,Schleswig-Holstein,West,No,0.40881,228,554,0.36783,0.44978
2018,Hamburg,West,Yes,0.51759,175,321,0.46284,0.57234
2018,Hamburg,West,No,0.48241,146,321,0.42766,0.53716
2018,Lower Saxony,West,Yes,0.67197,971,1470,0.64796,0.69598
2018,Lower Saxony,West,No,0.32803,499,1470,0.30402,0.35204
2018,Bremen,West,Yes,0.56960,81,134,0.48545,0.65375
2018,Bremen,West,No,0.43040,53,134,0.34625,0.51455
2018,North Rhine-Westphalia,West,Yes,0.65278,2078,3149,0.63615,0.66941
2018,North Rhine-Westphalia,West,No,0.34722,1071,3149,0.33059,0.36385
2018,Hesse,West,Yes,0.56457,583,996,0.53376,0.59538
2018,Hesse,West,No,0.43543,413,996,0.40462,0.46624
2018,"Rhineland-Palatinate, Saarland",West,Yes,0.56337,477,876,0.53051,0.59624
2018,"Rhineland-Palatinate, Saarland",West,No,0.43663,399,876,0.40376,0.46949
2018,Baden-Wuerttemberg,West,Yes,0.66107,1112,1610,0.63794,0.68419
2018,Baden-Wuerttemberg,West,No,0.33893,498,1610,0.31581,0.36206
2018,Bavaria,West,Yes,0.59821,1429,2396,0.57857,0.61784
2018,Bavaria,West,No,0.40179,967,2396,0.38216,0.42143
2018,Berlin,West,Yes,0.61890,258,415,0.57211,0.66568
2018,Berlin,West,No,0.38110,157,415,0.33432,0.42789
2018,Berlin,East,Yes,0.77534,206,266,0.72509,0.82559
2018,Berlin,East,No,0.22466,60,266,0.17441,0.27491
2018,Brandenburg,East,Yes,0.68195,424,645,0.64598,0.71792
2018,Brandenburg,East,No,0.31805,221,645,0.28208,0.35402
2018,Mecklenburg-Western Pomerania,East,Yes,0.80140,304,379,0.76118,0.84162
2018,Mecklenburg-Western Pomerania,East,No,0.19860,75,379,0.15838,0.23882
2018,Saxony,East,Yes,0.63959,647,974,0.60942,0.66976
2018,Saxony,East,No,0.36041,327,974,0.33024,0.39058
2018,Saxony-Anhalt,East,Yes,0.73838,414,571,0.70230,0.77447
2018,Saxony-Anhalt,East,No,0.26162,157,571,0.22553,0.29770
2018,Thuringa,East,Yes,0.62342,356,573,0.58372,0.66313
2018,Thuringa,East,No,0.37658,217,573,0.33687,0.41628
2019,Schleswig-Holstein,West,Yes,0.60815,274,447,0.56284,0.65345
2019,Schleswig-Holstein,West,No,0.39185,173,447,0.34655,0.43716
2019,Hamburg,West,Yes,0.49839,144,271,0.43875,0.55803
2019,Hamburg,West,No,0.50161,127,271,0.44197,0.56125
2019,Lower Saxony,West,Yes,0.66581,816,1216,0.63929,0.69234
2019,Lower Saxony,West,No,0.33419,400,1216,0.30766,0.36071
2019,Bremen,West,Yes,0.59982,67,112,0.50868,0.69097
2019,Bremen,West,No,0.40018,45,112,0.30903,0.49132
2019,North Rhine-Westphalia,West,Yes,0.65149,1730,2574,0.63307,0.66990
2019,North Rhine-Westphalia,West,No,0.34851,844,2574,0.33010,0.36693
2019,Hesse,West,Yes,0.57343,478,804,0.53922,0.60763
2019,Hesse,West,No,0.42657,326,804,0.39237,0.46078
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.56632,400,714,0.52994,0.60270
2019,"Rhineland-Palatinate, Saarland",West,No,0.43368,314,714,0.39730,0.47006
2019,Baden-Wuerttemberg,West,Yes,0.66341,908,1305,0.63776,0.68906
2019,Baden-Wuerttemberg,West,No,0.33659,397,1305,0.31094,0.36224
2019,Bavaria,West,Yes,0.58357,1163,1944,0.56165,0.60549
2019,Bavaria,West,No,0.41643,781,1944,0.39451,0.43835
2019,Berlin,West,Yes,0.61383,210,330,0.56121,0.66644
2019,Berlin,West,No,0.38617,120,330,0.33356,0.43879
2019,Berlin,East,Yes,0.76380,169,221,0.70768,0.81993
2019,Berlin,East,No,0.23620,52,221,0.18007,0.29232
2019,Brandenburg,East,Yes,0.68609,373,560,0.64762,0.72456
2019,Brandenburg,East,No,0.31391,187,560,0.27544,0.35238
2019,Mecklenburg-Western Pomerania,East,Yes,0.84623,255,309,0.80594,0.88652
2019,Mecklenburg-Western Pomerania,East,No,0.15377,54,309,0.11348,0.19406
2019,Saxony,East,Yes,0.63461,547,819,0.60161,0.66761
2019,Saxony,East,No,0.36539,272,819,0.33239,0.39839
2019,Saxony-Anhalt,East,Yes,0.73746,337,458,0.69712,0.77780
2019,Saxony-Anhalt,East,No,0.26254,121,458,0.22220,0.30288
2019,Thuringa,East,Yes,0.65543,301,465,0.61219,0.69867
2019,Thuringa,East,No,0.34457,164,465,0.30133,0.38781
2020,Schleswig-Holstein,West,Yes,0.71623,362,541,0.67821,0.75426
2020,Schleswig-Holstein,West,No,0.28377,179,541,0.24574,0.32179
2020,Hamburg,West,Yes,0.61187,224,359,0.56139,0.66235
2020,Hamburg,West,No,0.38813,135,359,0.33765,0.43861
2020,Lower Saxony,West,Yes,0.67410,999,1471,0.65014,0.69806
2020,Lower Saxony,West,No,0.32590,472,1471,0.30194,0.34986
2020,Bremen,West,Yes,0.62702,74,140,0.54662,0.70741
2020,Bremen,West,No,0.37298,66,140,0.29259,0.45338
2020,North Rhine-Westphalia,West,Yes,0.68517,2128,3343,0.66942,0.70091
2020,North Rhine-Westphalia,West,No,0.31483,1215,3343,0.29909,0.33058
2020,Hesse,West,Yes,0.59409,655,1099,0.56504,0.62314
2020,Hesse,West,No,0.40591,444,1099,0.37686,0.43496
2020,"Rhineland-Palatinate, Saarland",West,Yes,0.53323,460,859,0.49985,0.56661
2020,"Rhineland-Palatinate, Saarland",West,No,0.46677,399,859,0.43339,0.50015
2020,Baden-Wuerttemberg,West,Yes,0.68233,1155,1721,0.66033,0.70434
2020,Baden-Wuerttemberg,West,No,0.31767,566,1721,0.29566,0.33967
2020,Bavaria,West,Yes,0.59628,1578,2583,0.57736,0.61521
2020,Bavaria,West,No,0.40372,1005,2583,0.38479,0.42264
2020,Berlin,West,Yes,0.56222,281,535,0.52014,0.60430
2020,Berlin,West,No,0.43778,254,535,0.39570,0.47986
2020,Berlin,East,Yes,0.75902,221,304,0.71086,0.80717
2020,Berlin,East,No,0.24098,83,304,0.19283,0.28914
2020,Brandenburg,East,Yes,0.73492,480,671,0.70150,0.76834
2020,Brandenburg,East,No,0.26508,191,671,0.23166,0.29850
2020,Mecklenburg-Western Pomerania,East,Yes,0.80048,272,338,0.75781,0.84315
2020,Mecklenburg-Western Pomerania,East,No,0.19952,66,338,0.15685,0.24219
2020,Saxony,East,Yes,0.61688,651,962,0.58615,0.64762
2020,Saxony,East,No,0.38312,311,962,0.35238,0.41385
2020,Saxony-Anhalt,East,Yes,0.73161,403,557,0.69478,0.76845
2020,Saxony-Anhalt,East,No,0.26839,154,557,0.23155,0.30522
2020,Thuringa,East,Yes,0.70497,386,567,0.66739,0.74254
2020,Thuringa,East,No,0.29503,181,567,0.25746,0.33261
2021,Schleswig-Holstein,West,Yes,0.73380,258,380,0.68931,0.77830
2021,Schleswig-Holstein,West,No,0.26620,122,380,0.22170,0.31069
2021,Hamburg,West,Yes,0.60344,152,233,0.54050,0.66639
2021,Hamburg,West,No,0.39656,81,233,0.33361,0.45950
2021,Lower Saxony,West,Yes,0.64494,654,945,0.61441,0.67546
2021,Lower Saxony,West,No,0.35506,291,945,0.32454,0.38559
2021,Bremen,West,Yes,0.72657,42,42,0.59014,0.86301
2021,North Rhine-Westphalia,West,Yes,0.69125,1344,2040,0.67119,0.71130
2021,North Rhine-Westphalia,West,No,0.30875,696,2040,0.28870,0.32881
2021,Hesse,West,Yes,0.62594,372,607,0.58741,0.66446
2021,Hesse,West,No,0.37406,235,607,0.33554,0.41259
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.52142,268,486,0.47696,0.56588
2021,"Rhineland-Palatinate, Saarland",West,No,0.47858,218,486,0.43412,0.52304
2021,Baden-Wuerttemberg,West,Yes,0.65958,724,1043,0.63081,0.68835
2021,Baden-Wuerttemberg,West,No,0.34042,319,1043,0.31165,0.36919
2021,Bavaria,West,Yes,0.56660,976,1562,0.54202,0.59118
2021,Bavaria,West,No,0.43340,586,1562,0.40882,0.45798
2021,Berlin,West,Yes,0.59600,183,330,0.54297,0.64902
2021,Berlin,West,No,0.40400,147,330,0.35098,0.45703
2021,Berlin,East,Yes,0.76033,133,177,0.69726,0.82340
2021,Berlin,East,No,0.23967,44,177,0.17660,0.30274
2021,Brandenburg,East,Yes,0.77927,294,398,0.73847,0.82006
2021,Brandenburg,East,No,0.22073,104,398,0.17994,0.26153
2021,Mecklenburg-Western Pomerania,East,Yes,0.79637,188,235,0.74477,0.84797
2021,Mecklenburg-Western Pomerania,East,No,0.20363,47,235,0.15203,0.25523
2021,Saxony,East,Yes,0.62926,463,666,0.59255,0.66597
2021,Saxony,East,No,0.37074,203,666,0.33403,0.40745
2021,Saxony-Anhalt,East,Yes,0.69954,236,333,0.65023,0.74886
2021,Saxony-Anhalt,East,No,0.30046,97,333,0.25114,0.34977
2021,Thuringa,East,Yes,0.70710,249,349,0.65929,0.75492
2021,Thuringa,East,No,0.29290,100,349,0.24508,0.34071
2022,Schleswig-Holstein,West,Yes,0.70679,433,632,0.67127,0.74231
2022,Schleswig-Holstein,West,No,0.29321,199,632,0.25769,0.32873
2022,Hamburg,West,Yes,0.63074,273,422,0.58464,0.67684
2022,Hamburg,West,No,0.36926,149,422,0.32316,0.41536
2022,Lower Saxony,West,Yes,0.67486,1088,1606,0.65195,0.69778
2022,Lower Saxony,West,No,0.32514,518,1606,0.30222,0.34805
2022,Bremen,West,Yes,0.65302,84,134,0.57213,0.73392
2022,Bremen,West,No,0.34698,50,134,0.26608,0.42787
2022,North Rhine-Westphalia,West,Yes,0.65938,2564,3809,0.64433,0.67443
2022,North Rhine-Westphalia,West,No,0.34062,1245,3809,0.32557,0.35567
2022,Hesse,West,Yes,0.63127,773,1216,0.60414,0.65840
2022,Hesse,West,No,0.36873,443,1216,0.34160,0.39586
2022,"Rhineland-Palatinate, Saarland",West,Yes,0.64326,566,865,0.61132,0.67520
2022,"Rhineland-Palatinate, Saarland",West,No,0.35674,299,865,0.32480,0.38868
2022,Baden-Wuerttemberg,West,Yes,0.62229,1475,2240,0.60220,0.64237
2022,Baden-Wuerttemberg,West,No,0.37771,765,2240,0.35763,0.39780
2022,Bavaria,West,Yes,0.57244,1850,2997,0.55472,0.59015
2022,Bavaria,West,No,0.42756,1147,2997,0.40985,0.44528
2022,Berlin,West,Yes,0.56058,336,630,0.52180,0.59937
2022,Berlin,West,No,0.43942,294,630,0.40063,0.47820
2022,Berlin,East,Yes,0.69917,309,465,0.65744,0.74090
2022,Berlin,East,No,0.30083,156,465,0.25910,0.34256
2022,Brandenburg,East,Yes,0.74385,543,727,0.71209,0.77560
2022,Brandenburg,East,No,0.25615,184,727,0.22440,0.28791
2022,Mecklenburg-Western Pomerania,East,Yes,0.77941,330,412,0.73932,0.81949
2022,Mecklenburg-Western Pomerania,East,No,0.22059,82,412,0.18051,0.26068
2022,Saxony,East,Yes,0.64843,860,1261,0.62207,0.67480
2022,Saxony,East,No,0.35157,401,1261,0.32520,0.37793
2022,Saxony-Anhalt,East,Yes,0.77179,503,673,0.74006,0.80352
2022,Saxony-Anhalt,East,No,0.22821,170,673,0.19648,0.25994
2022,Thuringa,East,Yes,0.70389,400,566,0.66625,0.74154
2022,Thuringa,East,No,0.29611,166,566,0.25846,0.33375
