year,regtyp,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1988,Rural regions,Seldom,0.5012070925672688,1028,9900,0.5009228092290229,0.5014913759055147
1988,Rural regions,Never,0.2129899718061665,388,9900,0.21275718820685316,0.21322275540547983
1990,Urban regions,At least once per week,0.1651048233335794,244,4291,0.1647547584167982,0.1654548882503606
1990,Urban regions,At least once per month,0.2917607492138221,419,4291,0.2913321452723509,0.2921893531552933
1990,Urban regions,Seldom,0.4307233230036959,659,4291,0.4302564340252705,0.4311902119821214
1990,Urban regions,Never,0.11241110444890255,121,4291,0.11211327799580847,0.11270893090199663
1990,Rural regions,At least once per week,0.17133868133444274,500,4291,0.17107834937448965,0.17159901329439584
1990,Rural regions,At least once per month,0.2792421454368012,832,4291,0.2789321920261618,0.2795520988474406
1990,Rural regions,Seldom,0.43231862628803613,1257,4291,0.43197635888420366,0.4326608936918686
1990,Rural regions,Never,0.11710054694071988,259,4291,0.11687839693423371,0.11732269694720604
1992,Urban regions,At least once per week,0.09468582365643126,877,13063,0.09459930322348255,0.09477234408937997
1992,Urban regions,At least once per month,0.2583715493167401,2399,13063,0.25824219167828477,0.25850090695519545
1992,Urban regions,Seldom,0.4796822790628728,4032,13063,0.479534644620265,0.4798299135054806
1992,Urban regions,Never,0.1672603479639558,1252,13063,0.16715006011583525,0.16737063581207637
1992,Rural regions,At least once per week,0.08445044536216692,390,13063,0.08432945021203413,0.08457144051229971
1992,Rural regions,At least once per month,0.2639133972236778,1230,13063,0.2637216093085516,0.264105185138804
1992,Rural regions,Seldom,0.4869347990781277,2333,13063,0.4867173048436389,0.4871522933126165
1992,Rural regions,Never,0.16470135833602756,550,13063,0.16453996130520857,0.16486275536684655
1994,Urban regions,At least once per week,0.08967925094478858,817,12789,0.08959595453032147,0.08976254735925569
1994,Urban regions,At least once per month,0.2559508527221075,2289,12789,0.2558236307268376,0.25607807471737737
1994,Urban regions,Seldom,0.4997137207670979,4166,12789,0.4995679558420631,0.49985948569213273
1994,Urban regions,Never,0.15465617556600592,1135,12789,0.15455076517462166,0.15476158595739017
1994,Rural regions,At least once per week,0.09253365190485087,409,12789,0.09240790812488989,0.09265939568481185
1994,Rural regions,At least once per month,0.2662758731361211,1238,12789,0.2660840708829602,0.266467675389282
1994,Rural regions,Seldom,0.4878674461599951,2225,12789,0.48765054418461556,0.48808434813537466
1994,Rural regions,Never,0.1533230287990329,510,12789,0.15316668381063467,0.15347937378743112
1996,Urban regions,At least once per week,0.12197257406940472,1070,12993,0.12187762178717637,0.12206752635163307
1996,Urban regions,At least once per month,0.29201195614413245,2645,12993,0.29188002918540645,0.29214388310285844
1996,Urban regions,Seldom,0.45232983969185614,3809,12993,0.4521854263123931,0.45247425307131917
1996,Urban regions,Never,0.13368563009460682,963,12993,0.1335868884412009,0.13378437174801275
1996,Rural regions,At least once per week,0.11199987516521522,509,12993,0.11186362612727188,0.11213612420315855
1996,Rural regions,At least once per month,0.31124031627298526,1511,12993,0.3110402840577027,0.31144034848826785
1996,Rural regions,Seldom,0.46993387626883265,2135,12993,0.46971825005207885,0.47014950248558646
1996,Rural regions,Never,0.10682593229296682,351,12993,0.10669248045478436,0.10695938413114928
1997,Urban regions,At least once per week,0.11377408339009008,991,12728,0.1136817737109122,0.11386639306926796
1997,Urban regions,At least once per month,0.27259462871974727,2383,12728,0.27246517925929203,0.2727240781802025
1997,Urban regions,Seldom,0.46598327300118925,3879,12728,0.465838256995153,0.46612828900722547
1997,Urban regions,Never,0.14764801488897344,1038,12728,0.1475448868782899,0.147751142899657
1997,Rural regions,At least once per week,0.11617962440773384,514,12728,0.11604133119361291,0.11631791762185477
1997,Rural regions,At least once per month,0.3122019978790347,1463,12728,0.3120020106903145,0.31240198506775485
1997,Rural regions,Seldom,0.4514861548306949,2065,12728,0.451271386670385,0.4517009229910047
1997,Rural regions,Never,0.12013222288253661,395,12728,0.1199919116806953,0.12027253408437792
1999,Urban regions,At least once per week,0.10604440324408863,965,13596,0.10595540055441431,0.10613340593376296
1999,Urban regions,At least once per month,0.26250160934358296,2494,13596,0.2623744208554923,0.26262879783167364
1999,Urban regions,Seldom,0.48831098110348403,4280,13596,0.48816648618477,0.4884554760221981
1999,Urban regions,Never,0.14314300630884436,1089,13596,0.14304176901650523,0.14324424360118349
1999,Rural regions,At least once per week,0.10396163704749804,489,13596,0.10383016724774877,0.10409310684724732
1999,Rural regions,At least once per month,0.28396166525424443,1498,13596,0.2837674317530016,0.28415589875548725
1999,Rural regions,Seldom,0.48814684559680643,2354,13596,0.48793153069885165,0.4883621604947612
1999,Rural regions,Never,0.12392985210145115,427,13596,0.12378791904623518,0.12407178515666711
2001,Urban regions,At least once per week,0.12342300431069146,1782,21761,0.12332748541632584,0.12351852320505709
2001,Urban regions,At least once per month,0.28768967339539053,4270,21761,0.28755821359990147,0.2878211331908796
2001,Urban regions,Seldom,0.4412626752089847,6319,21761,0.44111848072927645,0.44140686968869297
2001,Urban regions,Never,0.14762464708493325,1824,21761,0.1475216343130727,0.1477276598567938
2001,Rural regions,At least once per week,0.12340987290227352,926,21761,0.12327018536000112,0.12354956044454593
2001,Rural regions,At least once per month,0.30971696814875,2440,21761,0.30952059570946694,0.30991334058803305
2001,Rural regions,Seldom,0.42857421183579003,3323,21761,0.4283640386187797,0.42878438505280037
2001,Rural regions,Never,0.13829894711318647,877,21761,0.1381523342129283,0.13844556001344463
2005,Urban regions,At least once per week,0.12146841157761434,1646,20580,0.12137457598492289,0.1215622471703058
2005,Urban regions,At least once per month,0.3053965275455549,4232,20580,0.3052642281814061,0.30552882690970373
2005,Urban regions,Seldom,0.44871540810175903,6317,20580,0.448572541520275,0.4488582746832431
2005,Urban regions,Never,0.12441965277507168,1477,20580,0.12432484373933866,0.1245144618108047
2005,Rural regions,At least once per week,0.12103575293472534,783,20580,0.12089827904039166,0.12117322682905901
2005,Rural regions,At least once per month,0.3197683354957974,2244,20580,0.3195717624609621,0.31996490853063275
2005,Rural regions,Seldom,0.4379416474119656,3169,20580,0.4377325365369561,0.43815075828697514
2005,Rural regions,Never,0.1212542641575116,712,20580,0.12111668332981229,0.12139184498521091
2007,Urban regions,At least once per week,0.11860796464400886,1719,20388,0.11851424404283803,0.11870168524517968
2007,Urban regions,At least once per month,0.30845276926526466,4105,20388,0.3083188944642563,0.308586644066273
2007,Urban regions,Seldom,0.4409453927297687,5988,20388,0.4408014753981085,0.4410893100614289
2007,Urban regions,Never,0.13199387336095783,1562,20388,0.13189575916251112,0.13209198755940454
2007,Rural regions,At least once per week,0.12528207814625672,847,20388,0.12514300709784743,0.12542114919466602
2007,Rural regions,At least once per month,0.33051295649975404,2343,20388,0.3303153398307065,0.3307105731688016
2007,Rural regions,Seldom,0.4173859939839822,3016,20388,0.41717882838590065,0.4175931595820637
2007,Rural regions,Never,0.126818971370007,808,20388,0.12667917287349514,0.12695876986651886
2009,Urban regions,At least once per week,0.10359781292641324,1229,17907,0.10350950770293951,0.10368611814988696
2009,Urban regions,At least once per month,0.3022905683607577,3514,17907,0.30215748944858134,0.302423647272934
2009,Urban regions,Seldom,0.46996728490785344,5559,17907,0.46982265943283313,0.47011191038287375
2009,Urban regions,Never,0.1241443338049755,1307,17907,0.12404878189560707,0.12423988571434393
2009,Rural regions,At least once per week,0.1134637874441642,676,17907,0.11333137098121229,0.11359620390711611
2009,Rural regions,At least once per month,0.3236631787457929,2026,17907,0.3234678378079755,0.32385851968361035
2009,Rural regions,Seldom,0.4443434979968854,2898,17907,0.4441360411752511,0.4445509548185197
2009,Rural regions,Never,0.11852953581315742,698,17907,0.11839458289528422,0.11866448873103062
2011,Urban regions,At least once per week,0.11898547326160074,2398,28262,0.11889034551816141,0.11908060100504006
2011,Urban regions,At least once per month,0.30089227341750324,5734,28262,0.30075751799259925,0.30102702884240723
2011,Urban regions,Seldom,0.4579461626101189,8033,28262,0.4577997774295832,0.45809254779065456
2011,Urban regions,Never,0.1221760907107772,1928,28262,0.12207987067719882,0.12227231074435559
2011,Rural regions,At least once per week,0.13463388229905507,1374,28262,0.13448988801548414,0.134777876582626
2011,Rural regions,At least once per month,0.31361382931013665,3362,28262,0.31341810264868253,0.31380955597159077
2011,Rural regions,Seldom,0.4329165093181516,4308,28262,0.432707486499788,0.4331255321365152
2011,Rural regions,Never,0.11883577907265667,1125,28262,0.11869926728326223,0.11897229086205112
2015,Urban regions,At least once per week,0.11797914512625637,2323,26716,0.1178858457864031,0.11807244446610965
2015,Urban regions,At least once per month,0.31382089345954806,5848,26716,0.31368667996208943,0.3139551069570067
2015,Urban regions,Seldom,0.46165021171009984,7723,26716,0.4615060249729064,0.4617943984472933
2015,Urban regions,Never,0.10654974970409581,1541,26716,0.10646051209502405,0.10663898731316757
2015,Rural regions,At least once per week,0.11431312725531372,1202,26716,0.11417961862695716,0.11444663588367027
2015,Rural regions,At least once per month,0.32502946497394825,3179,26716,0.32483293674020186,0.32522599320769463
2015,Rural regions,Seldom,0.4566432556046353,4056,26716,0.45643425274315225,0.4568522584661184
2015,Rural regions,Never,0.1040141521661026,844,26716,0.10388606135699999,0.10414224297520522
2017,Urban regions,At least once per week,0.13273465435629958,2417,26493,0.1326372131124682,0.13283209560013096
2017,Urban regions,At least once per month,0.33207607870999095,5894,26493,0.33194082258038876,0.33221133483959314
2017,Urban regions,Seldom,0.42491311343067234,7303,26493,0.42477114510502545,0.42505508175631923
2017,Urban regions,Never,0.11027615350303724,1499,26493,0.11018619482165981,0.11036611218441467
2017,Rural regions,At least once per week,0.146447489709759,1422,26493,0.1462977941674983,0.14659718525201967
2017,Rural regions,At least once per month,0.33838665516786853,3336,26493,0.338186318003674,0.3385869923320631
2017,Rural regions,Seldom,0.41862308803111764,3817,26493,0.4184142097625564,0.4188319662996789
2017,Rural regions,Never,0.09654276709125484,805,26493,0.09641772205675836,0.09666781212575132
