year,quintil_oecd,pli0095_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1988,4th Quintile,At least once per week,0.053082191780821915,12817,0.04920074670881458,0.05696363685282925
1988,5th Quintile,Seldom,0.49748743718592964,12817,0.48883123483578095,0.5061436395360783
1988,5th Quintile,Never,0.27638190954773867,12817,0.2686395667949683,0.28412425230050903
1988,5th Quintile,At least once per month,0.16080402010050251,12817,0.15444422640988714,0.1671638137911179
1988,5th Quintile,At least once per week,0.06532663316582915,12817,0.0610486610345028,0.06960460529715551
1992,1st Quintile,Seldom,0.4576271186440678,17350,0.4502138251994082,0.4650404120887274
1992,1st Quintile,At least once per month,0.2797584258718099,17350,0.2730790326307316,0.2864378191128882
1992,1st Quintile,Never,0.15916617962205337,17350,0.15372257199615372,0.16460978724795303
1992,1st Quintile,At least once per week,0.10344827586206896,17350,0.09891663342398826,0.10797991830014966
1992,2nd Quintile,Seldom,0.49583333333333335,17350,0.4883935334167636,0.5032731332499031
1992,2nd Quintile,At least once per month,0.2875,17350,0.280765308746318,0.29423469125368196
1992,2nd Quintile,Never,0.12361111111111112,17350,0.1187135087874216,0.12850871343480064
1992,2nd Quintile,At least once per week,0.09305555555555556,17350,0.08873272883445746,0.09737838227665366
1992,3rd Quintile,Seldom,0.4970733903647006,17350,0.48963345955823323,0.504513321171168
1992,3rd Quintile,At least once per month,0.2854570013507429,17350,0.27873666723351637,0.2921773354679695
1992,3rd Quintile,Never,0.11481314723097703,17350,0.11006942096668064,0.11955687349527343
1992,3rd Quintile,At least once per week,0.10265646105357946,17350,0.09814020199060132,0.10717272011655761
1992,4th Quintile,Seldom,0.5334672021419009,17350,0.5260438291231841,0.5408905751606177
1992,4th Quintile,At least once per month,0.26104417670682734,17350,0.2545087706763079,0.2675795827373468
1992,4th Quintile,Never,0.1285140562248996,17350,0.1235342569138304,0.13349385553596876
1992,4th Quintile,At least once per week,0.07697456492637215,17350,0.07300825371473459,0.08094087613800972
1992,5th Quintile,Seldom,0.5647058823529412,17350,0.5573283879820612,0.5720833767238211
1992,5th Quintile,At least once per month,0.21176470588235294,17350,0.20568530111128436,0.21784411065342152
1992,5th Quintile,Never,0.16666666666666666,17350,0.16112117466070214,0.17221215867263118
1992,5th Quintile,At least once per week,0.056862745098039215,17350,0.05341680524482856,0.06030868495124987
1994,1st Quintile,Seldom,0.4636988347774126,16642,0.4561222116543342,0.47127545790049097
1994,1st Quintile,At least once per month,0.25365999402449957,16642,0.24704929077617513,0.26027069727282404
1994,1st Quintile,Never,0.17060053779504034,16642,0.16488541738056414,0.17631565820951653
1994,1st Quintile,At least once per week,0.1120406334030475,16642,0.10724840359059318,0.11683286321550182
1994,2nd Quintile,Seldom,0.48293748293748295,16642,0.4753452364792392,0.4905297293957267
1994,2nd Quintile,At least once per month,0.3046683046683047,16642,0.29767531375951917,0.3116612955770902
1994,2nd Quintile,Never,0.12066612066612066,16642,0.11571705870697348,0.12561518262526786
1994,2nd Quintile,At least once per week,0.09172809172809172,16642,0.08734265920595816,0.09611352425022529
1994,3rd Quintile,Seldom,0.5241502683363148,16642,0.5165624638297697,0.53173807284286
1994,3rd Quintile,At least once per month,0.28729874776386405,16642,0.28042372817422356,0.29417376735350453
1994,3rd Quintile,Never,0.09695885509838999,16642,0.09246311888632873,0.10145459131045124
1994,3rd Quintile,At least once per week,0.09159212880143112,16642,0.08720961963242496,0.09597463797043729
1994,4th Quintile,Seldom,0.5394871794871795,16642,0.5319142355907484,0.5470601233836107
1994,4th Quintile,At least once per month,0.26564102564102565,16642,0.2589305224067592,0.2723515288752921
1994,4th Quintile,Never,0.10461538461538461,16642,0.09996535301174193,0.10926541621902729
1994,4th Quintile,At least once per week,0.09025641025641026,16642,0.08590277699110659,0.09461004352171394
1994,5th Quintile,Seldom,0.5394581861012956,16642,0.5318852073200461,0.5470311648825451
1994,5th Quintile,At least once per month,0.22614840989399293,16642,0.21979248258864445,0.2325043371993414
1994,5th Quintile,Never,0.1684334511189635,16642,0.16274733150228543,0.17411957073564155
1994,5th Quintile,At least once per week,0.06595995288574794,16642,0.062188781851589214,0.06973112391990666
1996,1st Quintile,Seldom,0.4017408771342484,16862,0.39434109036199294,0.40914066390650383
1996,1st Quintile,At least once per month,0.32708403080013393,16862,0.3200027532503291,0.33416530834993874
1996,1st Quintile,Never,0.1375962504184801,16862,0.13239676761055041,0.14279573322640976
1996,1st Quintile,At least once per week,0.1335788416471376,16862,0.12844390736115072,0.13871377593312448
1996,2nd Quintile,Seldom,0.43450648319661284,16862,0.427024556060661,0.4419884103325647
1996,2nd Quintile,At least once per month,0.3387139454882244,16862,0.3315704175129021,0.3458574734635467
1996,2nd Quintile,At least once per week,0.12569462820852076,16862,0.1206909259308239,0.13069833048621762
1996,2nd Quintile,Never,0.10108494310664197,16862,0.09653501963675044,0.1056348665765335
1996,3rd Quintile,Seldom,0.4739174906239345,16862,0.4663808149085295,0.4814541663393395
1996,3rd Quintile,At least once per month,0.33071939993181043,16862,0.32361813880411777,0.3378206610595031
1996,3rd Quintile,At least once per week,0.1203545857483805,16862,0.11544339647787168,0.1252657750188893
1996,3rd Quintile,Never,0.07500852369587453,16862,0.07103271295009495,0.07898433444165412
1996,4th Quintile,Seldom,0.5133079847908745,16862,0.5057637073804212,0.5208522622013277
1996,4th Quintile,At least once per month,0.29515209125475284,16862,0.28826759498436727,0.3020365875251384
1996,4th Quintile,At least once per week,0.10931558935361217,16862,0.1046057672377303,0.11402541146949405
1996,4th Quintile,Never,0.08222433460076045,16862,0.07807794619119508,0.08637072301032582
1996,5th Quintile,Seldom,0.5272914521112255,16862,0.5197557517368709,0.5348271524855801
1996,5th Quintile,At least once per month,0.2615859938208033,16862,0.25495224940415606,0.2682197382374505
1996,5th Quintile,Never,0.1101956745623069,16862,0.10546926819125728,0.11492208093335653
1996,5th Quintile,At least once per week,0.10092687950566426,16862,0.09638011502459698,0.10547364398673154
1997,1st Quintile,Seldom,0.4175521448248721,16487,0.41002432636772923,0.4250799632820149
1997,1st Quintile,At least once per month,0.2892561983471074,16487,0.2823349707645593,0.2961774259296555
1997,1st Quintile,Never,0.15387642660369932,16487,0.14836849934566235,0.1593843538617363
1997,1st Quintile,At least once per week,0.13931523022432113,16487,0.134029480328946,0.14460098011969627
1997,2nd Quintile,Seldom,0.4519632414369256,16487,0.44436624969668187,0.4595602331771694
1997,2nd Quintile,At least once per month,0.30771372876636033,16487,0.300668395386406,0.31475906214631466
1997,2nd Quintile,At least once per week,0.12225006961849066,16487,0.11724977939851693,0.12725035983846442
1997,2nd Quintile,Never,0.11807296017822333,16487,0.11314715980572299,0.12299876055072367
1997,3rd Quintile,Seldom,0.47831632653061223,16487,0.47069121013328524,0.4859414429279392
1997,3rd Quintile,At least once per month,0.31855867346938777,16487,0.3114466332562771,0.32567071368249845
1997,3rd Quintile,At least once per week,0.11830357142857142,16487,0.11337360773443175,0.1232335351227111
1997,3rd Quintile,Never,0.08482142857142858,16487,0.08056847183285272,0.08907438531000443
1997,4th Quintile,Seldom,0.49379310344827587,16487,0.48616139464037594,0.5014248122561757
1997,4th Quintile,At least once per month,0.3135632183908046,16487,0.30648134623800233,0.32064509054360685
1997,4th Quintile,At least once per week,0.10160919540229885,16487,0.09699724734200624,0.10622114346259146
1997,4th Quintile,Never,0.0910344827586207,16487,0.08664349808856649,0.0954254674286749
1997,5th Quintile,Seldom,0.540952380952381,16487,0.5333457273356057,0.5485590345691562
1997,5th Quintile,At least once per month,0.25523809523809526,16487,0.24858280918358708,0.2618933812926035
1997,5th Quintile,Never,0.12380952380952381,16487,0.1187819142521819,0.12883713336686572
1997,5th Quintile,At least once per week,0.08,16487,0.0758588195074473,0.0841411804925527
1999,1st Quintile,Seldom,0.43407796758650896,17396,0.42671261495469953,0.4414433202183184
1999,1st Quintile,At least once per month,0.2759526938239159,17396,0.2693101846653138,0.282595202982518
1999,1st Quintile,Never,0.16119141480508103,17396,0.15572712456903903,0.16665570504112304
1999,1st Quintile,At least once per week,0.1287779237844941,17396,0.12380036363116201,0.1337554839378262
1999,2nd Quintile,Seldom,0.47265625,17396,0.46523715425202034,0.48007534574797966
1999,2nd Quintile,At least once per month,0.303125,17396,0.296295015907249,0.30995498409275096
1999,2nd Quintile,At least once per week,0.11276041666666667,17396,0.1080600670493351,0.11746076628399824
1999,2nd Quintile,Never,0.11145833333333334,17396,0.10678177298276642,0.11613489368390026
1999,3rd Quintile,Seldom,0.4892638036809816,17396,0.4818353018556019,0.4966923055063613
1999,3rd Quintile,At least once per month,0.31349693251533745,17396,0.30660296455355524,0.32039090047711966
1999,3rd Quintile,At least once per week,0.10797546012269939,17396,0.10336353439502231,0.11258738585037646
1999,3rd Quintile,Never,0.0892638036809816,17396,0.08502673635312587,0.09350087100883732
1999,4th Quintile,Seldom,0.5162772883952509,17396,0.5088510117877647,0.5237035650027371
1999,4th Quintile,At least once per month,0.29375718115664495,17396,0.2869885220763116,0.3005258402369783
1999,4th Quintile,Never,0.0995787054768288,17396,0.0951289362466598,0.1040284747069978
1999,4th Quintile,At least once per week,0.09038682497127537,17396,0.08612581737434845,0.09464783256820229
1999,5th Quintile,Seldom,0.5669804489500362,17396,0.5596172053887131,0.5743436925113593
1999,5th Quintile,At least once per month,0.25271542360608257,17396,0.24625753937281658,0.25917330783934855
1999,5th Quintile,Never,0.10427226647356988,17396,0.09973071972321627,0.10881381322392349
1999,5th Quintile,At least once per week,0.07603186097031137,17396,0.07209311764688757,0.07997060429373516
2001,1st Quintile,Seldom,0.3909030982201714,27798,0.38516686173392023,0.39663933470642254
2001,1st Quintile,At least once per month,0.2890573500329598,27798,0.28372819212670286,0.2943865079392167
2001,1st Quintile,Never,0.17666446934739619,27798,0.17218101934055488,0.1811479193542375
2001,1st Quintile,At least once per week,0.14337508239947264,27798,0.13925523160464162,0.14749493319430365
2001,2nd Quintile,Seldom,0.4144125958821155,27798,0.4086214883006702,0.4202037034635608
2001,2nd Quintile,At least once per month,0.31832862333467904,27798,0.3128524817174587,0.32380476495189936
2001,2nd Quintile,Never,0.13867581752119498,27798,0.13461294698438256,0.1427386880580074
2001,2nd Quintile,At least once per week,0.1285829632620105,27798,0.12464787901847486,0.1325180475055461
2001,3rd Quintile,Seldom,0.43745570517363574,27798,0.43162401153478386,0.44328739881248763
2001,3rd Quintile,At least once per month,0.3206945428773919,27798,0.3152076354544524,0.3261814503003314
2001,3rd Quintile,At least once per week,0.13412473423104182,27798,0.1301185455438393,0.13813092291824433
2001,3rd Quintile,Never,0.10772501771793054,27798,0.10408035838181097,0.11136967705405011
2001,4th Quintile,Seldom,0.47322175732217575,27798,0.4673523322533753,0.4790911823909762
2001,4th Quintile,At least once per month,0.31255230125523015,27798,0.3071031297400208,0.3180014727704395
2001,4th Quintile,At least once per week,0.11673640167364016,27798,0.11296156980042896,0.12051123354685137
2001,4th Quintile,Never,0.09748953974895397,27798,0.09400251983024448,0.10097655966766346
2001,5th Quintile,Seldom,0.5072416063199473,27798,0.5013643619845535,0.5131188506553411
2001,5th Quintile,At least once per month,0.27682685977616855,27798,0.2715669953184382,0.2820867242338989
2001,5th Quintile,Never,0.12475312705727452,27798,0.12086858077512015,0.1286376733394289
2001,5th Quintile,At least once per week,0.0911784068466096,27798,0.0877943736525835,0.09456244004063571
2005,1st Quintile,Seldom,0.3926530612244898,25520,0.38666151859574216,0.3986446038532374
2005,1st Quintile,At least once per month,0.3122448979591837,25520,0.30655924533454815,0.31793055058381925
2005,1st Quintile,At least once per week,0.15306122448979592,25520,0.14864374708939282,0.15747870189019902
2005,1st Quintile,Never,0.14204081632653062,25520,0.1377577418148361,0.14632389083822514
2005,2nd Quintile,Seldom,0.42149723274104284,25520,0.415438722859825,0.42755574262226065
2005,2nd Quintile,At least once per month,0.3128459073696475,25520,0.30715727269692233,0.3185345420423727
2005,2nd Quintile,Never,0.14302359452374017,25520,0.1387281905639491,0.14731899848353122
2005,2nd Quintile,At least once per week,0.12263326536556947,25520,0.11860877896116497,0.12665775176997396
2005,3rd Quintile,Seldom,0.4507394766780432,25520,0.4446347288704374,0.456844224485649
2005,3rd Quintile,At least once per month,0.3217292377701934,25520,0.3159978136153745,0.32746066192501233
2005,3rd Quintile,At least once per week,0.12081911262798635,25520,0.1168203771458957,0.124817848110077
2005,3rd Quintile,Never,0.10671217292377702,25520,0.10292409917186034,0.1105002466756937
2005,4th Quintile,Seldom,0.47772020725388603,25520,0.47159170776934717,0.4838487067384249
2005,4th Quintile,At least once per month,0.3293264248704663,25520,0.3235602922920915,0.33509255744884114
2005,4th Quintile,At least once per week,0.11212435233160621,25520,0.10825318644279719,0.11599551822041523
2005,4th Quintile,Never,0.08082901554404145,25520,0.07748477479602256,0.08417325629206035
2005,5th Quintile,Seldom,0.5128705148205929,25520,0.5067379547483348,0.5190030748928509
2005,5th Quintile,At least once per month,0.2960218408736349,25520,0.2904209487685332,0.30162273297873665
2005,5th Quintile,At least once per week,0.09945397815912636,25520,0.09578217177875464,0.10312578453949808
2005,5th Quintile,Never,0.09165366614664587,25520,0.08811355912968415,0.0951937731636076
2007,1st Quintile,Seldom,0.3943472409152086,25385,0.3883352441146977,0.4003592377157195
2007,1st Quintile,At least once per month,0.2996859578286227,25385,0.29405026775423765,0.3053216479030077
2007,1st Quintile,Never,0.16150740242261102,25385,0.15698037296918782,0.16603443187603423
2007,1st Quintile,At least once per week,0.14445939883355766,25385,0.1401346518804493,0.14878414578666602
2007,2nd Quintile,Seldom,0.40888208269525267,25385,0.40283419679385324,0.4149299685966521
2007,2nd Quintile,At least once per month,0.30842266462480855,25385,0.30274119085531626,0.31410413839430085
2007,2nd Quintile,Never,0.15191424196018377,25385,0.14749867354658336,0.15632981037378418
2007,2nd Quintile,At least once per week,0.13078101071975498,25385,0.12663333843228192,0.13492868300722805
2007,3rd Quintile,Seldom,0.43394495412844036,25385,0.42784798295143,0.4400419253054507
2007,3rd Quintile,At least once per month,0.3272935779816514,25385,0.32152127636076083,0.3330658796025419
2007,3rd Quintile,At least once per week,0.12889908256880733,25385,0.12477690556486197,0.13302125957275268
2007,3rd Quintile,Never,0.10986238532110092,25385,0.10601539958263254,0.1137093710595693
2007,4th Quintile,Seldom,0.4410746997761042,25385,0.43496667984602855,0.44718271970617984
2007,4th Quintile,At least once per month,0.34703846936698557,25385,0.3411824824899262,0.3528944562440449
2007,4th Quintile,At least once per week,0.11927539181762671,25385,0.11528823810438336,0.12326254553087006
2007,4th Quintile,Never,0.09261143903928354,25385,0.08904531492829712,0.09617756315026996
2007,5th Quintile,Seldom,0.48585660914428036,25385,0.4797081870625499,0.4920050312260108
2007,5th Quintile,At least once per month,0.2919409357765522,25385,0.2863478725508167,0.2975339990022878
2007,5th Quintile,At least once per week,0.11901796833303682,25385,0.11503453751412045,0.1230013991519532
2007,5th Quintile,Never,0.10318448674613058,25385,0.09944229318059361,0.10692668031166755
2009,1st Quintile,Seldom,0.39258028792912514,21983,0.38612491588981973,0.39903565996843054
2009,1st Quintile,At least once per month,0.30841638981173863,21983,0.30231113686089467,0.3145216427625826
2009,1st Quintile,Never,0.16943521594684385,21983,0.16447613510416068,0.17439429678952703
2009,1st Quintile,At least once per week,0.12956810631229235,21983,0.12512865758044883,0.13400755504413586
2009,2nd Quintile,Seldom,0.4279105628373169,21983,0.4213699105855319,0.43445121508910184
2009,2nd Quintile,At least once per month,0.30223592906707786,21983,0.29616521275630664,0.3083066453778491
2009,2nd Quintile,Never,0.15381649961449498,21983,0.14904729088962743,0.15858570833936253
2009,2nd Quintile,At least once per week,0.11603700848111026,21983,0.11180323230450813,0.12027078465771239
2009,3rd Quintile,Seldom,0.46861353711790393,21983,0.4620168596627828,0.4752102145730251
2009,3rd Quintile,At least once per month,0.3103165938864629,21983,0.304200981104139,0.31643220666878674
2009,3rd Quintile,Never,0.11217248908296944,21983,0.1080007218465544,0.11634425631938447
2009,3rd Quintile,At least once per week,0.10889737991266375,21983,0.10477939105618282,0.11301536876914468
2009,4th Quintile,Seldom,0.4725324823341691,21983,0.46593275055971056,0.47913221410862766
2009,4th Quintile,At least once per month,0.3375883291543196,21983,0.3313370298734816,0.34383962843515753
2009,4th Quintile,At least once per week,0.10371552313653978,21983,0.09968503720196964,0.10774600907110993
2009,4th Quintile,Never,0.08616366537497151,21983,0.08245422081169232,0.0898731099382507
2009,5th Quintile,Seldom,0.5219941348973607,21983,0.5153908198864818,0.5285974499082395
2009,5th Quintile,At least once per month,0.2897727272727273,21983,0.28377564484439555,0.29576980970105904
2009,5th Quintile,At least once per week,0.09457478005865103,21983,0.0907064229880116,0.09844313712929045
2009,5th Quintile,Never,0.093658357771261,21983,0.08980684069428614,0.09750987484823585
2011,1st Quintile,Seldom,0.3920595533498759,41903,0.3873850007347248,0.396734105965027
2011,1st Quintile,At least once per month,0.2919768403639371,41903,0.2876234115532476,0.2963302691746266
2011,1st Quintile,Never,0.1600496277915633,41903,0.1565389767677159,0.1635602788154107
2011,1st Quintile,At least once per week,0.15591397849462366,41903,0.15244046177373896,0.15938749521550835
2011,2nd Quintile,Seldom,0.4157880508245472,41903,0.4110689991524513,0.420507102496643
2011,2nd Quintile,At least once per month,0.3230602865639362,41903,0.3185826349866409,0.3275379381412315
2011,2nd Quintile,At least once per week,0.13598269802649365,41903,0.13270071327127958,0.13926468278170773
2011,2nd Quintile,Never,0.12516896458502297,41903,0.12200053592126507,0.12833739324878085
2011,3rd Quintile,Seldom,0.44947812569398177,41903,0.4447151859925642,0.4542410653953993
2011,3rd Quintile,At least once per month,0.3206751054852321,41903,0.3162061616040019,0.3251440493664623
2011,3rd Quintile,At least once per week,0.12014212747057518,41903,0.1170290678799634,0.12325518706118696
2011,3rd Quintile,Never,0.10970464135021098,41903,0.10671228667088538,0.11269699602953658
2011,4th Quintile,Seldom,0.4665384615384615,41903,0.4617617524143181,0.4713151706626049
2011,4th Quintile,At least once per month,0.34076923076923077,41903,0.33623104327542574,0.3453074182630358
2011,4th Quintile,At least once per week,0.11653846153846154,41903,0.11346617316909012,0.11961074990783295
2011,4th Quintile,Never,0.07615384615384616,41903,0.07361416461773501,0.0786935276899573
2011,5th Quintile,Seldom,0.5135678391959799,41903,0.5087821602164833,0.5183535181754766
2011,5th Quintile,At least once per month,0.2983249581239531,41903,0.293944229790416,0.3027056864574902
2011,5th Quintile,At least once per week,0.09765494137353434,41903,0.09481266079891684,0.10049722194815183
2011,5th Quintile,Never,0.09045226130653267,41903,0.08770591072007637,0.09319861189298896
2015,1st Quintile,Seldom,0.39238020424194814,38036,0.3874730675738111,0.39728734091008516
2015,1st Quintile,At least once per month,0.32285938727415553,38036,0.31816039433770216,0.3275583802106089
2015,1st Quintile,At least once per week,0.16535742340926946,38036,0.1616238837600193,0.16909096305851962
2015,1st Quintile,Never,0.11940298507462686,38036,0.11614420652775037,0.12266176362150336
2015,2nd Quintile,Seldom,0.40914066776135743,38036,0.40419941549580374,0.41408192002691113
2015,2nd Quintile,At least once per month,0.3319649698960044,38036,0.32723231977151046,0.3366976200204983
2015,2nd Quintile,At least once per week,0.15161466885604816,38036,0.14801032813644818,0.15521900957564813
2015,2nd Quintile,Never,0.10727969348659004,38036,0.10416958798970856,0.11038979898347152
2015,3rd Quintile,Seldom,0.4267021059088121,38036,0.4217314784073836,0.43167273341024054
2015,3rd Quintile,At least once per month,0.33346963811081576,38036,0.32873161941884854,0.338207656802783
2015,3rd Quintile,At least once per week,0.13862195869965244,38036,0.13514922432692322,0.14209469307238165
2015,3rd Quintile,Never,0.10120629728071968,38036,0.09817525195684979,0.10423734260458958
2015,4th Quintile,Seldom,0.4415270618556701,38036,0.4365366270966428,0.44651749661469736
2015,4th Quintile,At least once per month,0.35679768041237114,38036,0.35198326607068825,0.36161209475405404
2015,4th Quintile,At least once per week,0.11871778350515463,38036,0.11546710480889404,0.12196846220141523
2015,4th Quintile,Never,0.08295747422680412,38036,0.08018555130254641,0.08572939715106183
2015,5th Quintile,Seldom,0.5061108966936833,38036,0.5010863577328925,0.5111354356544741
2015,5th Quintile,At least once per month,0.31712337578798405,38036,0.31244662849871063,0.32180012307725747
2015,5th Quintile,At least once per week,0.10523607358806124,38036,0.1021522096867776,0.10831993748934488
2015,5th Quintile,Never,0.07152965393027146,38036,0.06893973760763775,0.07411957025290516
2017,1st Quintile,Seldom,0.35308890005022603,45410,0.34869303193347684,0.3574847681669752
2017,1st Quintile,At least once per month,0.3269713711702662,45410,0.3226566577666911,0.3312860845738413
2017,1st Quintile,At least once per week,0.18432948267202412,45410,0.1807630411701101,0.18789592417393813
2017,1st Quintile,Never,0.13561024610748368,45410,0.1324611829013796,0.13875930931358776
2017,2nd Quintile,Seldom,0.3780093424362199,45410,0.37354945889931424,0.3824692259731256
2017,2nd Quintile,At least once per month,0.3259072942867409,45410,0.3215962034412519,0.33021838513222995
2017,2nd Quintile,At least once per week,0.18038088393819618,45410,0.17684431917669596,0.1839174486996964
2017,2nd Quintile,Never,0.11570247933884298,45410,0.11276042386855416,0.1186445348091318
2017,3rd Quintile,Seldom,0.4096298088555529,45410,0.40510668679902634,0.41415293091207944
2017,3rd Quintile,At least once per month,0.3368013549479797,45410,0.3324543608500769,0.3411483490458825
2017,3rd Quintile,At least once per week,0.14178562787321558,45410,0.13857718495309806,0.1449940707933331
2017,3rd Quintile,Never,0.11178320832325188,45410,0.1088850100380397,0.11468140660846406
2017,4th Quintile,Seldom,0.4363604177730572,45410,0.43179895917865185,0.4409218763674625
2017,4th Quintile,At least once per month,0.3389980527526996,45410,0.3346441342897332,0.343351971215666
2017,4th Quintile,At least once per week,0.13170472650026555,45410,0.1285943374146848,0.1348151155858463
2017,4th Quintile,Never,0.09293680297397769,45410,0.09026630066436876,0.09560730528358662
2017,5th Quintile,Seldom,0.4642857142857143,45410,0.4596985996383164,0.4688728289331122
2017,5th Quintile,At least once per month,0.3554421768707483,45410,0.3510397135900192,0.35984464015147744
2017,5th Quintile,At least once per week,0.1129737609329446,45410,0.11006212314425376,0.11588539872163545
2017,5th Quintile,Never,0.0672983479105928,45410,0.06499396898436671,0.0696027268368189
