year,bula_h,regtyp,pli0095_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Bremen,Urban regions,Never,0.23478260869565218,14443,0.2278698285698756,0.24169538882142877
1985,Bremen,Urban regions,At least once per week,0.06956521739130435,14443,0.06541599791571852,0.07371443686689018
1985,North Rhine-Westphalia,Urban regions,Seldom,0.45384615384615384,14443,0.44572646861576387,0.4619658390765438
1985,North Rhine-Westphalia,Urban regions,At least once per month,0.2664335664335664,14443,0.2592234619174804,0.2736436709496524
1985,North Rhine-Westphalia,Urban regions,Never,0.16993006993006993,14443,0.1638048762669767,0.17605526359316315
1985,North Rhine-Westphalia,Urban regions,At least once per week,0.10979020979020979,14443,0.10469155796200824,0.11488886161841133
1985,North Rhine-Westphalia,Rural regions,Seldom,0.410958904109589,14443,0.40293474815727,0.41898306006190805
1985,North Rhine-Westphalia,Rural regions,At least once per month,0.3287671232876712,14443,0.3211057227737574,0.33642852380158506
1985,North Rhine-Westphalia,Rural regions,Never,0.136986301369863,14443,0.13137873037955064,0.14259387236017537
1985,North Rhine-Westphalia,Rural regions,At least once per week,0.1232876712328767,14443,0.11792580781168077,0.12864953465407264
1985,Hesse,Urban regions,Seldom,0.4085239085239085,14443,0.40050704109236335,0.4165407759554537
1985,Hesse,Urban regions,At least once per month,0.288981288981289,14443,0.2815885947709591,0.2963739831916189
1985,Hesse,Urban regions,At least once per week,0.15592515592515593,14443,0.15000850512765476,0.1618418067226571
1985,Hesse,Urban regions,Never,0.14656964656964658,14443,0.14080153796906097,0.15233775517023218
1985,Hesse,Rural regions,Seldom,0.44155844155844154,14443,0.43345983451475073,0.44965704860213235
1985,Hesse,Rural regions,At least once per month,0.2727272727272727,14443,0.2654638670452505,0.2799906784092949
1985,Hesse,Rural regions,Never,0.2077922077922078,14443,0.20117520147299017,0.21440921411142544
1985,Hesse,Rural regions,At least once per week,0.07792207792207792,14443,0.07355046762635938,0.08229368821779647
1985,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.3711507293354943,14443,0.3632716439732069,0.37902981469778174
1985,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.3047001620745543,14443,0.29719344975937706,0.31220687438973155
1985,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.1993517017828201,14443,0.19283604451339306,0.20586735905224715
1985,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.12479740680713128,14443,0.11940746043438012,0.13018735317988245
1985,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.4855072463768116,14443,0.47735617201799196,0.4936583207356312
1985,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.3115942028985507,14443,0.30404077114288985,0.3191476346542116
1985,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.13043478260869565,14443,0.12494221824402198,0.13592734697336933
1985,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.07246376811594203,14443,0.06823559009662777,0.07669194613525629
1985,Baden-Wuerttemberg,Urban regions,Seldom,0.42560553633217996,14443,0.41754180364050314,0.4336692690238568
1985,Baden-Wuerttemberg,Urban regions,At least once per month,0.24163783160322952,14443,0.2346563409570343,0.24861932224942473
1985,Baden-Wuerttemberg,Urban regions,Never,0.19377162629757785,14443,0.1873254601219474,0.2002177924732083
1985,Baden-Wuerttemberg,Urban regions,At least once per week,0.1389850057670127,14443,0.1333432186115743,0.1446267929224511
1985,Baden-Wuerttemberg,Rural regions,Seldom,0.4013605442176871,14443,0.39336630071035855,0.4093547877250156
1985,Baden-Wuerttemberg,Rural regions,At least once per month,0.3163265306122449,14443,0.30874216014763434,0.3239109010768555
1985,Baden-Wuerttemberg,Rural regions,At least once per week,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,Baden-Wuerttemberg,Rural regions,Never,0.13945578231292516,14443,0.1338059933709883,0.145105571254862
1985,Bavaria,Urban regions,Seldom,0.4328205128205128,14443,0.4247399512981899,0.4409010743428357
1985,Bavaria,Urban regions,At least once per month,0.22564102564102564,14443,0.21882380160961784,0.23245824967243345
1985,Bavaria,Urban regions,Never,0.2082051282051282,14443,0.20158327697937234,0.21482697943088408
1985,Bavaria,Urban regions,At least once per week,0.13333333333333333,14443,0.1277893389621819,0.13887732770448477
1985,Bavaria,Rural regions,Seldom,0.459070796460177,14443,0.4509436625963032,0.4671979303240508
1985,Bavaria,Rural regions,At least once per month,0.23672566371681417,14443,0.22979315591025612,0.2436581715233722
1985,Bavaria,Rural regions,Never,0.20907079646017698,14443,0.20243882179884098,0.21570277112151298
1985,Bavaria,Rural regions,At least once per week,0.09513274336283185,14443,0.09034771173481033,0.09991777499085337
1985,Berlin,Urban regions,Seldom,0.40934065934065933,14443,0.40132132452238567,0.417359994158933
1985,Berlin,Urban regions,At least once per month,0.3131868131868132,14443,0.3056228673193733,0.32075075905425304
1985,Berlin,Urban regions,Never,0.21703296703296704,14443,0.21030998488978142,0.22375594917615266
1985,Berlin,Urban regions,At least once per week,0.06043956043956044,14443,0.056553134684372536,0.06432598619474834
1986,Schleswig-Holstein,Urban regions,Seldom,0.5333333333333333,13742,0.5249920311715075,0.5416746354951592
1986,Schleswig-Holstein,Urban regions,Never,0.26,13742,0.252666122811168,0.267333877188832
1986,Schleswig-Holstein,Urban regions,At least once per month,0.15333333333333332,13742,0.14730904681888077,0.15935761984778588
1986,Schleswig-Holstein,Urban regions,At least once per week,0.05333333333333334,13742,0.04957643877813925,0.057090227888527426
1986,Schleswig-Holstein,Rural regions,Seldom,0.6449704142011834,13742,0.6369696168810395,0.6529712115213273
1986,Schleswig-Holstein,Rural regions,At least once per month,0.1834319526627219,13742,0.17696105122661238,0.1899028540988314
1986,Schleswig-Holstein,Rural regions,Never,0.08875739644970414,13742,0.08400239794626148,0.0935123949531468
1986,Schleswig-Holstein,Rural regions,At least once per week,0.08284023668639054,13742,0.0782315810163661,0.08744889235641498
1986,Hamburg,Urban regions,Seldom,0.4637096774193548,13742,0.4553718258586306,0.472047528980079
1986,Hamburg,Urban regions,At least once per month,0.2782258064516129,13742,0.27073324214115346,0.2857183707620723
1986,Hamburg,Urban regions,Never,0.18548387096774194,13742,0.178985058290288,0.19198268364519588
1986,Hamburg,Urban regions,At least once per week,0.07258064516129033,13742,0.06824274463366062,0.07691854568892004
1986,Hamburg,Rural regions,Seldom,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Hamburg,Rural regions,At least once per month,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Lower Saxony,Urban regions,Seldom,0.5638095238095238,13742,0.5555179801372113,0.5721010674818362
1986,Lower Saxony,Urban regions,At least once per month,0.2,13742,0.19331207967519096,0.20668792032480907
1986,Lower Saxony,Urban regions,Never,0.16952380952380952,13742,0.16325030748015132,0.17579731156746772
1986,Lower Saxony,Urban regions,At least once per week,0.06666666666666667,13742,0.06249601558575377,0.07083731774757956
1986,Lower Saxony,Rural regions,Seldom,0.5619546247818499,13742,0.5536591494945129,0.5702501000691869
1986,Lower Saxony,Rural regions,At least once per month,0.18848167539267016,13742,0.1819426227829931,0.1950207280023472
1986,Lower Saxony,Rural regions,Never,0.18673647469458987,13742,0.18022077102726722,0.19325217836191252
1986,Lower Saxony,Rural regions,At least once per week,0.06282722513089005,13742,0.05877013299548547,0.06688431726629464
1986,Bremen,Urban regions,Seldom,0.5229357798165137,13742,0.5145846794933706,0.5312868801396569
1986,Bremen,Urban regions,At least once per month,0.23853211009174313,13742,0.231406364357671,0.24565785582581526
1986,Bremen,Urban regions,Never,0.1743119266055046,13742,0.16796881056372043,0.18065504264728877
1986,Bremen,Urban regions,At least once per week,0.06422018348623854,13742,0.0601214119915462,0.06831895498093088
1986,North Rhine-Westphalia,Urban regions,Seldom,0.5088415734391917,13742,0.5004829801793984,0.5172001666989849
1986,North Rhine-Westphalia,Urban regions,At least once per month,0.22915914832190545,13742,0.22213195242860345,0.23618634421520746
1986,North Rhine-Westphalia,Urban regions,Never,0.17971851317214002,13742,0.17329889847419344,0.1861381278700866
1986,North Rhine-Westphalia,Urban regions,At least once per week,0.0822807650667629,13742,0.0776862976379973,0.08687523249552852
1986,North Rhine-Westphalia,Rural regions,Seldom,0.391304347826087,13742,0.38314437831995307,0.3994643173322209
1986,North Rhine-Westphalia,Rural regions,At least once per month,0.34782608695652173,13742,0.3398627721202278,0.35578940179281565
1986,North Rhine-Westphalia,Rural regions,At least once per week,0.13043478260869565,13742,0.12480386868722879,0.1360656965301625
1986,North Rhine-Westphalia,Rural regions,Never,0.13043478260869565,13742,0.12480386868722879,0.1360656965301625
1986,Hesse,Urban regions,Seldom,0.41814159292035397,13742,0.40989448949932106,0.4263886963413869
1986,Hesse,Urban regions,At least once per month,0.26991150442477874,13742,0.26248935745618013,0.27733365139337735
1986,Hesse,Urban regions,Never,0.1902654867256637,13742,0.18370278852528424,0.19682818492604318
1986,Hesse,Urban regions,At least once per week,0.12168141592920353,13742,0.11621542052036407,0.127147411338043
1986,Hesse,Rural regions,Seldom,0.49645390070921985,13742,0.4880942105543411,0.5048135908640986
1986,Hesse,Rural regions,At least once per month,0.2127659574468085,13742,0.20592315340310852,0.2196087614905085
1986,Hesse,Rural regions,Never,0.19858156028368795,13742,0.19191149285920445,0.20525162770817146
1986,Hesse,Rural regions,At least once per week,0.09219858156028368,13742,0.08736144166786451,0.09703572145270285
1986,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.46440129449838186,13742,0.45606260947785376,0.47273997951890995
1986,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.2540453074433657,13742,0.24676679023608875,0.26132382465064263
1986,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.21844660194174756,13742,0.21153811288824143,0.2253550909952537
1986,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.06310679611650485,13742,0.059041293831055226,0.06717229840195449
1986,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.5172413793103449,13742,0.5088864505969565,0.5255963080237332
1986,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.296551724137931,13742,0.2889151704266559,0.30418827784920616
1986,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.11724137931034483,13742,0.11186249080130761,0.12262026781938204
1986,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.06896551724137931,13742,0.06472879511133511,0.0732022393714235
1986,Baden-Wuerttemberg,Urban regions,Seldom,0.43701492537313436,13742,0.4287216196626556,0.4453082310836131
1986,Baden-Wuerttemberg,Urban regions,Never,0.24895522388059702,13742,0.24172545130730672,0.2561849964538873
1986,Baden-Wuerttemberg,Urban regions,At least once per month,0.20716417910447762,13742,0.20038807510690712,0.21394028310204813
1986,Baden-Wuerttemberg,Urban regions,At least once per week,0.10686567164179105,13742,0.10170021643138852,0.11203112685219357
1986,Baden-Wuerttemberg,Rural regions,Seldom,0.5233333333333333,13742,0.5149825408914696,0.5316841257751971
1986,Baden-Wuerttemberg,Rural regions,At least once per month,0.23666666666666666,13742,0.2295601503083824,0.24377318302495093
1986,Baden-Wuerttemberg,Rural regions,Never,0.19,13742,0.18344080701138377,0.19655919298861624
1986,Baden-Wuerttemberg,Rural regions,At least once per week,0.05,13742,0.0463560038952132,0.053643996104786804
1986,Bavaria,Urban regions,Seldom,0.4316702819956616,13742,0.4233888134299803,0.4399517505613429
1986,Bavaria,Urban regions,At least once per month,0.25379609544468545,13742,0.24651993401128594,0.261072256878085
1986,Bavaria,Urban regions,Never,0.20498915401301518,13742,0.1982394758152312,0.21173883221079917
1986,Bavaria,Urban regions,At least once per week,0.10954446854663774,13742,0.10432252173900419,0.11476641535427129
1986,Bavaria,Rural regions,Seldom,0.43130227001194743,13742,0.42302165261702335,0.4395828874068715
1986,Bavaria,Rural regions,Never,0.25806451612903225,13742,0.25074843829940235,0.26538059395866215
1986,Bavaria,Rural regions,At least once per month,0.23058542413381122,13742,0.22354291807249926,0.23762793019512318
1986,Bavaria,Rural regions,At least once per week,0.08004778972520908,13742,0.07551058469183546,0.08458499475858271
1986,Berlin,Urban regions,Seldom,0.43804034582132567,13742,0.4297448810349356,0.44633581060771577
1986,Berlin,Urban regions,At least once per month,0.25936599423631124,13742,0.2520379270769126,0.2666940613957099
1986,Berlin,Urban regions,Never,0.23631123919308358,13742,0.2292084080926607,0.24341407029350648
1986,Berlin,Urban regions,At least once per week,0.06628242074927954,13742,0.062122950258326974,0.0704418912402321
1988,Schleswig-Holstein,Urban regions,Seldom,0.5655172413793104,12817,0.5569355660886053,0.5740989166700154
1988,Schleswig-Holstein,Urban regions,Never,0.21379310344827587,12817,0.2066952316713904,0.22089097522516135
1988,Schleswig-Holstein,Urban regions,At least once per month,0.1793103448275862,12817,0.17266901526677716,0.18595167438839524
1988,Schleswig-Holstein,Urban regions,At least once per week,0.041379310344827586,12817,0.03793122582877076,0.04482739486088441
1988,Schleswig-Holstein,Rural regions,Seldom,0.6149425287356322,12817,0.6065180522755457,0.6233670051957186
1988,Schleswig-Holstein,Rural regions,At least once per month,0.1724137931034483,12817,0.16587412806520016,0.17895345814169641
1988,Schleswig-Holstein,Rural regions,Never,0.10919540229885058,12817,0.1037958682954069,0.11459493630229425
1988,Schleswig-Holstein,Rural regions,At least once per week,0.10344827586206896,12817,0.09817582934947965,0.10872072237465828
1988,Hamburg,Urban regions,Seldom,0.4416243654822335,12817,0.4330272527434207,0.4502214782210463
1988,Hamburg,Urban regions,At least once per month,0.3147208121827411,12817,0.306680750474117,0.3227608738913652
1988,Hamburg,Urban regions,Never,0.20304568527918782,12817,0.19608140125050808,0.21000996930786756
1988,Hamburg,Urban regions,At least once per week,0.04060913705583756,12817,0.037191920131442624,0.0440263539802325
1988,Hamburg,Rural regions,Seldom,1.0,12817,1.0,1.0
1988,Lower Saxony,Urban regions,Seldom,0.546692607003891,12817,0.5380741229847996,0.5553110910229824
1988,Lower Saxony,Urban regions,At least once per month,0.23540856031128404,12817,0.22806361239440884,0.24275350822815925
1988,Lower Saxony,Urban regions,Never,0.16926070038910507,12817,0.16276877792783223,0.1757526228503779
1988,Lower Saxony,Urban regions,At least once per week,0.048638132295719845,12817,0.044914007771787647,0.052362256819652044
1988,Lower Saxony,Rural regions,Seldom,0.5703422053231939,12817,0.5617719850972758,0.578912425549112
1988,Lower Saxony,Rural regions,At least once per month,0.21292775665399238,12817,0.20584036689120092,0.22001514641678385
1988,Lower Saxony,Rural regions,Never,0.16159695817490494,12817,0.15522451615596425,0.16796940019384562
1988,Lower Saxony,Rural regions,At least once per week,0.055133079847908745,12817,0.05118164952409157,0.05908451017172592
1988,Bremen,Urban regions,Seldom,0.5656565656565656,12817,0.5570752095238222,0.5742379217893091
1988,Bremen,Urban regions,Never,0.23232323232323232,12817,0.2250118684455492,0.23963459620091543
1988,Bremen,Urban regions,At least once per month,0.18181818181818182,12817,0.17514079636632376,0.18849556727003988
1988,Bremen,Urban regions,At least once per week,0.020202020202020204,12817,0.01776629354264494,0.02263774686139547
1988,North Rhine-Westphalia,Urban regions,Seldom,0.5115030674846626,12817,0.5028490469589577,0.5201570880103674
1988,North Rhine-Westphalia,Urban regions,Never,0.2151073619631902,12817,0.20799366035808092,0.22222106356829946
1988,North Rhine-Westphalia,Urban regions,At least once per month,0.19900306748466257,12817,0.19209099647612896,0.20591513849319618
1988,North Rhine-Westphalia,Urban regions,At least once per week,0.07438650306748466,12817,0.06984369079900908,0.07892931533596025
1988,North Rhine-Westphalia,Rural regions,Seldom,0.42857142857142855,12817,0.4200039019570335,0.4371389551858236
1988,North Rhine-Westphalia,Rural regions,Never,0.35714285714285715,12817,0.348847385168922,0.3654383291167923
1988,North Rhine-Westphalia,Rural regions,At least once per month,0.15714285714285714,12817,0.15084218056046073,0.16344353372525355
1988,North Rhine-Westphalia,Rural regions,At least once per week,0.05714285714285714,12817,0.05312433095737063,0.06116138332834365
1988,Hesse,Urban regions,Seldom,0.4088785046728972,12817,0.4003671557436095,0.41738985360218495
1988,Hesse,Urban regions,Never,0.2207943925233645,12817,0.21361342547993284,0.22797535956679615
1988,Hesse,Urban regions,At least once per month,0.205607476635514,12817,0.19861066946976882,0.2126042838012592
1988,Hesse,Urban regions,At least once per week,0.1647196261682243,12817,0.158297901344472,0.1711413509919766
1988,Hesse,Rural regions,Seldom,0.3900709219858156,12817,0.3816264142688173,0.3985154297028139
1988,Hesse,Rural regions,At least once per month,0.2765957446808511,12817,0.2688515518937849,0.28433993746791725
1988,Hesse,Rural regions,Never,0.23404255319148937,12817,0.22671240737157622,0.24137269901140251
1988,Hesse,Rural regions,At least once per week,0.09929078014184398,12817,0.09411340487288776,0.10446815541080019
1988,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.4816053511705686,12817,0.47295489946206504,0.4902558028790721
1988,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.23411371237458195,12817,0.22678279284997785,0.24144463189918605
1988,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.22240802675585283,12817,0.21520833352481816,0.2296077199868875
1988,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.061872909698996656,12817,0.05770187322228399,0.06604394617570933
1988,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.5769230769230769,12817,0.5683698202805615,0.5854763335655923
1988,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.2153846153846154,12817,0.2082675881384335,0.2225016426307973
1988,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.15384615384615385,12817,0.1475997383751718,0.16009256931713592
1988,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.05384615384615385,12817,0.04993845485632139,0.05775385283598631
1988,Baden-Wuerttemberg,Urban regions,Seldom,0.406019656019656,12817,0.39751762969306126,0.41452168234625075
1988,Baden-Wuerttemberg,Urban regions,Never,0.25614250614250617,12817,0.24858552083757313,0.2636994914474392
1988,Baden-Wuerttemberg,Urban regions,At least once per month,0.23402948402948404,12817,0.22669948034027965,0.24135948771868843
1988,Baden-Wuerttemberg,Urban regions,At least once per week,0.1038083538083538,12817,0.09852779994531202,0.10908890767139559
1988,Baden-Wuerttemberg,Rural regions,Seldom,0.42231075697211157,12817,0.4137595761223607,0.43086193782186244
1988,Baden-Wuerttemberg,Rural regions,At least once per month,0.2908366533864542,12817,0.2829741546450709,0.2986991521278375
1988,Baden-Wuerttemberg,Rural regions,Never,0.23904382470119523,12817,0.23165999848778027,0.2464276509146102
1988,Baden-Wuerttemberg,Rural regions,At least once per week,0.04780876494023904,12817,0.04411491940047241,0.05150261048000568
1988,Bavaria,Urban regions,Seldom,0.43006993006993005,12817,0.4214986989865469,0.4386411611533132
1988,Bavaria,Urban regions,At least once per month,0.24592074592074592,12817,0.2384653800826678,0.2533761117588241
1988,Bavaria,Urban regions,Never,0.20862470862470864,12817,0.2015901477215991,0.21565926952781816
1988,Bavaria,Urban regions,At least once per week,0.11538461538461539,12817,0.10985348270194319,0.1209157480672876
1988,Bavaria,Rural regions,Seldom,0.45584415584415583,12817,0.44722166536013935,0.4644666463281723
1988,Bavaria,Rural regions,At least once per month,0.2558441558441558,12817,0.24829005848041502,0.2633982532078966
1988,Bavaria,Rural regions,Never,0.18961038961038962,12817,0.18282396737783932,0.19639681184293992
1988,Bavaria,Rural regions,At least once per week,0.0987012987012987,12817,0.09353762625414991,0.1038649711484475
1988,Berlin,Urban regions,Seldom,0.4259818731117825,12817,0.4174209372720288,0.4345428089515362
1988,Berlin,Urban regions,Never,0.2628398791540785,12817,0.25521927461829386,0.2704604836898632
1988,Berlin,Urban regions,At least once per month,0.24169184290030213,12817,0.2342801615467299,0.24910352425387436
1988,Berlin,Urban regions,At least once per week,0.06948640483383686,12817,0.06508416031210253,0.0738886493555712
1990,Berlin,Urban regions,Seldom,0.40213523131672596,18165,0.3950046339745664,0.4092658286588855
1990,Berlin,Urban regions,At least once per month,0.3202846975088968,18165,0.3134993829051398,0.32707001211265385
1990,Berlin,Urban regions,At least once per week,0.19572953736654805,18165,0.1899596462898747,0.2014994284432214
1990,Berlin,Urban regions,Never,0.08185053380782918,18165,0.07786390481046297,0.08583716280519539
1990,Brandenburg,Urban regions,Seldom,0.484375,18165,0.4771073130334383,0.4916426869665617
1990,Brandenburg,Urban regions,At least once per month,0.1875,18165,0.1818238914657588,0.1931761085342412
1990,Brandenburg,Urban regions,At least once per week,0.1875,18165,0.1818238914657588,0.1931761085342412
1990,Brandenburg,Urban regions,Never,0.140625,18165,0.13556953630709417,0.14568046369290583
1990,Brandenburg,Rural regions,Seldom,0.4776579352850539,18165,0.4703939598059255,0.4849219107641823
1990,Brandenburg,Rural regions,At least once per month,0.26040061633281975,18165,0.2540186039214178,0.2667826287442217
1990,Brandenburg,Rural regions,At least once per week,0.1802773497688752,18165,0.17468695572653378,0.1858677438112166
1990,Brandenburg,Rural regions,Never,0.08166409861325115,18165,0.07768160820827887,0.08564658901822343
1990,Mecklenburg-Western Pomerania,Urban regions,At least once per month,0.4423076923076923,18165,0.4350850194645903,0.4495303651507943
1990,Mecklenburg-Western Pomerania,Urban regions,Seldom,0.36538461538461536,18165,0.35838186256543414,0.3723873682037966
1990,Mecklenburg-Western Pomerania,Urban regions,At least once per week,0.17307692307692307,18165,0.1675753041029344,0.17857854205091175
1990,Mecklenburg-Western Pomerania,Urban regions,Never,0.019230769230769232,18165,0.017233575865390045,0.02122796259614842
1990,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.4760820045558087,18165,0.4688190903993006,0.4833449187123168
1990,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.3120728929384966,18165,0.3053347905643278,0.31881099531266544
1990,Mecklenburg-Western Pomerania,Rural regions,At least once per week,0.14578587699316628,18165,0.1406539618001338,0.15091779218619877
1990,Mecklenburg-Western Pomerania,Rural regions,Never,0.06605922551252848,18165,0.06244708382504236,0.06967136720001459
1990,Saxony,Urban regions,Seldom,0.48813056379821956,18165,0.48086137463907475,0.4953997529573644
1990,Saxony,Urban regions,At least once per month,0.2893175074183976,18165,0.282723285840961,0.29591172899583423
1990,Saxony,Urban regions,At least once per week,0.142433234421365,18165,0.13735072714050395,0.14751574170222603
1990,Saxony,Urban regions,Never,0.08011869436201781,18165,0.07617074841089272,0.0840666403131429
1990,Saxony,Rural regions,Seldom,0.4146341463414634,18165,0.4074696676542418,0.421798625028685
1990,Saxony,Rural regions,At least once per month,0.2991869918699187,18165,0.2925279644826055,0.3058460192572319
1990,Saxony,Rural regions,At least once per week,0.16747967479674797,18165,0.16204946201922854,0.1729098875742674
1990,Saxony,Rural regions,Never,0.11869918699186992,18165,0.11399565255763418,0.12340272142610566
1990,Saxony-Anhalt,Urban regions,Seldom,0.47368421052631576,18165,0.4664230502343592,0.4809453708182723
1990,Saxony-Anhalt,Urban regions,At least once per month,0.21637426900584794,18165,0.21038607970340673,0.22236245830828916
1990,Saxony-Anhalt,Urban regions,At least once per week,0.19298245614035087,18165,0.1872434224662112,0.19872148981449053
1990,Saxony-Anhalt,Urban regions,Never,0.11695906432748537,18165,0.11228552683213325,0.1216326018228375
1990,Saxony-Anhalt,Rural regions,Seldom,0.41467304625199364,18165,0.4075084695654654,0.4218376229385219
1990,Saxony-Anhalt,Rural regions,At least once per month,0.2902711323763955,18165,0.2836704850506222,0.2968717797021688
1990,Saxony-Anhalt,Rural regions,At least once per week,0.19936204146730463,18165,0.19355202056929438,0.20517206236531488
1990,Saxony-Anhalt,Rural regions,Never,0.09569377990430622,18165,0.09141580744778385,0.09997175236082859
1990,Thuringa,Urban regions,Seldom,0.42786069651741293,18165,0.4206655364714424,0.43505585656338347
1990,Thuringa,Urban regions,At least once per month,0.30845771144278605,18165,0.30174117218200996,0.31517425070356214
1990,Thuringa,Urban regions,At least once per week,0.19402985074626866,18165,0.18827899963895484,0.1997807018535825
1990,Thuringa,Urban regions,Never,0.06965174129353234,18165,0.0659498204010159,0.07335366218604879
1990,Thuringa,Rural regions,Seldom,0.4305019305019305,18165,0.42330127472835766,0.4377025862755033
1990,Thuringa,Rural regions,At least once per month,0.3088803088803089,18165,0.30216122419002756,0.3155993935705902
1990,Thuringa,Rural regions,At least once per week,0.17567567567567569,18165,0.17014162356648152,0.18120972778486985
1990,Thuringa,Rural regions,Never,0.08494208494208494,18165,0.08088770803466763,0.08899646184950225
1992,Schleswig-Holstein,Urban regions,Seldom,0.5985401459854015,17350,0.5912460069781554,0.6058342849926476
1992,Schleswig-Holstein,Urban regions,Never,0.17518248175182483,17350,0.1695262055646108,0.18083875793903886
1992,Schleswig-Holstein,Urban regions,At least once per month,0.145985401459854,17350,0.14073135760652183,0.15123944531318617
1992,Schleswig-Holstein,Urban regions,At least once per week,0.08029197080291971,17350,0.07624837832689546,0.08433556327894395
1992,Schleswig-Holstein,Rural regions,Seldom,0.5703125,17350,0.5629463741082019,0.5776786258917981
1992,Schleswig-Holstein,Rural regions,At least once per month,0.1875,17350,0.18169210638509323,0.19330789361490677
1992,Schleswig-Holstein,Rural regions,Never,0.171875,17350,0.16626115218554496,0.17748884781445504
1992,Schleswig-Holstein,Rural regions,At least once per week,0.0703125,17350,0.06650805686084502,0.07411694313915498
