year,pgisced97,quintil_oecd,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Lower Secondary Level,1st Quintile,Never,0.35062,199,762,0.31672,0.38452
1986,Lower Secondary Level,2nd Quintile,At least once per week,0.09439,74,697,0.07267,0.11611
1986,Lower Secondary Level,2nd Quintile,At least once per month,0.17984,156,697,0.15130,0.20837
1986,Lower Secondary Level,2nd Quintile,Seldom,0.40917,291,697,0.37264,0.44570
1986,Lower Secondary Level,2nd Quintile,Never,0.31661,176,697,0.28205,0.35116
1986,Lower Secondary Level,3rd Quintile,At least once per week,0.08551,52,603,0.06318,0.10785
1986,Lower Secondary Level,3rd Quintile,At least once per month,0.21667,139,603,0.18376,0.24958
1986,Lower Secondary Level,3rd Quintile,Seldom,0.45762,284,603,0.41782,0.49742
1986,Lower Secondary Level,3rd Quintile,Never,0.24020,128,603,0.20607,0.27432
1986,Lower Secondary Level,4th Quintile,At least once per week,0.06084,32,505,0.03997,0.08171
1986,Lower Secondary Level,4th Quintile,At least once per month,0.20165,115,505,0.16662,0.23667
1986,Lower Secondary Level,4th Quintile,Seldom,0.45519,224,505,0.41171,0.49866
1986,Lower Secondary Level,4th Quintile,Never,0.28233,134,505,0.24303,0.32162
1986,Lower Secondary Level,5th Quintile,At least once per month,0.12719,47,297,0.08924,0.16515
1986,Lower Secondary Level,5th Quintile,Seldom,0.53573,172,297,0.47892,0.59255
1986,Lower Secondary Level,5th Quintile,Never,0.27214,78,297,0.22144,0.32284
1986,Upper Secondary Level,1st Quintile,At least once per week,0.08812,78,791,0.06835,0.10788
1986,Upper Secondary Level,1st Quintile,At least once per month,0.23066,210,791,0.20129,0.26004
1986,Upper Secondary Level,1st Quintile,Seldom,0.39864,317,791,0.36450,0.43279
1986,Upper Secondary Level,1st Quintile,Never,0.28258,186,791,0.25118,0.31397
1986,Upper Secondary Level,2nd Quintile,At least once per week,0.06038,70,951,0.04523,0.07552
1986,Upper Secondary Level,2nd Quintile,At least once per month,0.20538,224,951,0.17969,0.23107
1986,Upper Secondary Level,2nd Quintile,Seldom,0.50575,482,951,0.47395,0.53754
1986,Upper Secondary Level,2nd Quintile,Never,0.22850,175,951,0.20180,0.25520
1986,Upper Secondary Level,3rd Quintile,At least once per week,0.08694,90,996,0.06943,0.10445
1986,Upper Secondary Level,3rd Quintile,At least once per month,0.20709,229,996,0.18191,0.23227
1986,Upper Secondary Level,3rd Quintile,Seldom,0.52654,525,996,0.49552,0.55757
1986,Upper Secondary Level,3rd Quintile,Never,0.17942,152,996,0.15558,0.20327
1986,Upper Secondary Level,4th Quintile,At least once per week,0.05808,75,1173,0.04468,0.07147
1986,Upper Secondary Level,4th Quintile,At least once per month,0.23453,303,1173,0.21027,0.25879
1986,Upper Secondary Level,4th Quintile,Seldom,0.53984,618,1173,0.51131,0.56838
1986,Upper Secondary Level,4th Quintile,Never,0.16755,177,1173,0.14617,0.18893
1986,Upper Secondary Level,5th Quintile,At least once per week,0.06505,70,1052,0.05014,0.07996
1986,Upper Secondary Level,5th Quintile,At least once per month,0.20756,234,1052,0.18304,0.23208
1986,Upper Secondary Level,5th Quintile,Seldom,0.55464,580,1052,0.52459,0.58468
1986,Upper Secondary Level,5th Quintile,Never,0.17276,168,1052,0.14990,0.19561
1986,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.43527,31,31,0.25785,0.61269
1986,First Stage of Tertiary Education,2nd Quintile,Seldom,0.42488,38,38,0.26559,0.58416
1986,First Stage of Tertiary Education,3rd Quintile,Seldom,0.56120,66,66,0.44056,0.68184
1986,First Stage of Tertiary Education,4th Quintile,At least once per month,0.26450,37,108,0.18093,0.34807
1986,First Stage of Tertiary Education,4th Quintile,Seldom,0.42744,71,108,0.33370,0.52117
1986,First Stage of Tertiary Education,5th Quintile,At least once per month,0.19712,34,134,0.12951,0.26473
1986,First Stage of Tertiary Education,5th Quintile,Seldom,0.55020,100,134,0.46565,0.63474
1986,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.59754,59,59,0.47133,0.72375
1986,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.21494,37,155,0.15006,0.27982
1986,Second Stage of Tertiary Education,4th Quintile,Seldom,0.47666,84,155,0.39778,0.55555
1986,Second Stage of Tertiary Education,4th Quintile,Never,0.23608,34,155,0.16901,0.30316
1986,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.08799,34,375,0.05928,0.11670
1986,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.17024,63,375,0.13215,0.20833
1986,Second Stage of Tertiary Education,5th Quintile,Seldom,0.51871,199,375,0.46807,0.56935
1986,Second Stage of Tertiary Education,5th Quintile,Never,0.22306,79,375,0.18087,0.26525
1988,Primary Level,1st Quintile,At least once per week,0.12733,38,238,0.08489,0.16977
1988,Primary Level,1st Quintile,At least once per month,0.18941,49,238,0.13953,0.23930
1988,Primary Level,1st Quintile,Seldom,0.33110,73,238,0.27118,0.39101
1988,Primary Level,1st Quintile,Never,0.35216,78,238,0.29135,0.41297
1988,Primary Level,2nd Quintile,At least once per month,0.25937,38,140,0.18651,0.33223
1988,Primary Level,2nd Quintile,Seldom,0.38910,63,140,0.30805,0.47016
1988,Primary Level,2nd Quintile,Never,0.24792,39,140,0.17613,0.31971
1988,Primary Level,3rd Quintile,At least once per month,0.21040,42,91,0.12619,0.29461
1988,Primary Level,3rd Quintile,Seldom,0.37742,49,91,0.27727,0.47757
1988,Primary Level,4th Quintile,Seldom,0.36259,39,39,0.20974,0.51545
1988,Lower Secondary Level,1st Quintile,At least once per week,0.10363,84,756,0.08189,0.12537
1988,Lower Secondary Level,1st Quintile,At least once per month,0.15390,143,756,0.12816,0.17964
1988,Lower Secondary Level,1st Quintile,Seldom,0.36269,299,756,0.32840,0.39698
1988,Lower Secondary Level,1st Quintile,Never,0.37977,230,756,0.34515,0.41439
1988,Lower Secondary Level,2nd Quintile,At least once per week,0.10034,67,641,0.07706,0.12362
1988,Lower Secondary Level,2nd Quintile,At least once per month,0.20041,150,641,0.16940,0.23143
1988,Lower Secondary Level,2nd Quintile,Seldom,0.38660,265,641,0.34887,0.42433
1988,Lower Secondary Level,2nd Quintile,Never,0.31264,159,641,0.27673,0.34856
1988,Lower Secondary Level,3rd Quintile,At least once per week,0.08108,57,559,0.05843,0.10372
1988,Lower Secondary Level,3rd Quintile,At least once per month,0.20534,130,559,0.17182,0.23886
1988,Lower Secondary Level,3rd Quintile,Seldom,0.45387,242,559,0.41256,0.49518
1988,Lower Secondary Level,3rd Quintile,Never,0.25972,130,559,0.22333,0.29610
1988,Lower Secondary Level,4th Quintile,At least once per week,0.08866,47,460,0.06266,0.11467
1988,Lower Secondary Level,4th Quintile,At least once per month,0.17984,78,460,0.14471,0.21498
1988,Lower Secondary Level,4th Quintile,Seldom,0.44015,198,460,0.39474,0.48556
1988,Lower Secondary Level,4th Quintile,Never,0.29134,137,460,0.24977,0.33291
1988,Lower Secondary Level,5th Quintile,At least once per month,0.16170,49,267,0.11745,0.20594
1988,Lower Secondary Level,5th Quintile,Seldom,0.51047,146,267,0.45039,0.57054
1988,Lower Secondary Level,5th Quintile,Never,0.25899,72,267,0.20635,0.31164
1988,Upper Secondary Level,1st Quintile,At least once per week,0.08085,75,726,0.06101,0.10069
1988,Upper Secondary Level,1st Quintile,At least once per month,0.22381,173,726,0.19347,0.25415
1988,Upper Secondary Level,1st Quintile,Seldom,0.39319,298,726,0.35763,0.42875
1988,Upper Secondary Level,1st Quintile,Never,0.30215,180,726,0.26872,0.33557
1988,Upper Secondary Level,2nd Quintile,At least once per week,0.07399,82,930,0.05715,0.09082
1988,Upper Secondary Level,2nd Quintile,At least once per month,0.19776,207,930,0.17215,0.22337
1988,Upper Secondary Level,2nd Quintile,Seldom,0.50906,477,930,0.47691,0.54120
1988,Upper Secondary Level,2nd Quintile,Never,0.21920,164,930,0.19259,0.24580
1988,Upper Secondary Level,3rd Quintile,At least once per week,0.05333,69,991,0.03934,0.06733
1988,Upper Secondary Level,3rd Quintile,At least once per month,0.21680,232,991,0.19113,0.24247
1988,Upper Secondary Level,3rd Quintile,Seldom,0.52810,518,991,0.49700,0.55919
1988,Upper Secondary Level,3rd Quintile,Never,0.20177,172,991,0.17677,0.22677
1988,Upper Secondary Level,4th Quintile,At least once per week,0.06502,84,1094,0.05040,0.07963
1988,Upper Secondary Level,4th Quintile,At least once per month,0.24705,283,1094,0.22148,0.27262
1988,Upper Secondary Level,4th Quintile,Seldom,0.51990,545,1094,0.49028,0.54952
1988,Upper Secondary Level,4th Quintile,Never,0.16803,182,1094,0.14587,0.19020
1988,Upper Secondary Level,5th Quintile,At least once per week,0.05204,53,960,0.03798,0.06610
1988,Upper Secondary Level,5th Quintile,At least once per month,0.19914,204,960,0.17386,0.22441
1988,Upper Secondary Level,5th Quintile,Seldom,0.55445,516,960,0.52299,0.58591
1988,Upper Secondary Level,5th Quintile,Never,0.19437,187,960,0.16933,0.21942
1988,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.52220,38,38,0.36125,0.68316
1988,First Stage of Tertiary Education,2nd Quintile,Seldom,0.41820,37,37,0.25707,0.57933
1988,First Stage of Tertiary Education,3rd Quintile,Seldom,0.67533,68,68,0.56321,0.78746
1988,First Stage of Tertiary Education,4th Quintile,Seldom,0.53946,76,76,0.42665,0.65227
1988,First Stage of Tertiary Education,5th Quintile,Seldom,0.56440,93,126,0.47747,0.65132
1988,First Stage of Tertiary Education,5th Quintile,Never,0.21848,33,126,0.14604,0.29092
1988,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.46055,45,45,0.31327,0.60783
1988,Second Stage of Tertiary Education,4th Quintile,Seldom,0.56971,87,87,0.46506,0.67435
1988,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.19215,69,340,0.15021,0.23409
1988,Second Stage of Tertiary Education,5th Quintile,Seldom,0.51418,195,340,0.46097,0.56738
1988,Second Stage of Tertiary Education,5th Quintile,Never,0.23190,76,340,0.18697,0.27683
1992,Primary Level,1st Quintile,At least once per month,0.18878,37,136,0.12277,0.25480
1992,Primary Level,1st Quintile,Seldom,0.39692,58,136,0.31439,0.47945
1992,Primary Level,1st Quintile,Never,0.29927,41,136,0.22202,0.37652
1992,Primary Level,2nd Quintile,At least once per month,0.23422,40,134,0.16224,0.30620
1992,Primary Level,2nd Quintile,Seldom,0.37499,57,134,0.29272,0.45727
1992,Primary Level,2nd Quintile,Never,0.30051,37,134,0.22259,0.37843
1992,Primary Level,3rd Quintile,At least once per month,0.33508,45,104,0.24392,0.42624
1992,Primary Level,3rd Quintile,Seldom,0.37094,59,104,0.27765,0.46423
1992,Primary Level,4th Quintile,At least once per month,0.31770,41,85,0.21814,0.41727
1992,Primary Level,4th Quintile,Seldom,0.40106,44,85,0.29625,0.50587
1992,Lower Secondary Level,1st Quintile,At least once per week,0.12089,80,722,0.09710,0.14469
1992,Lower Secondary Level,1st Quintile,At least once per month,0.18381,171,722,0.15554,0.21208
1992,Lower Secondary Level,1st Quintile,Seldom,0.34069,283,722,0.30609,0.37528
1992,Lower Secondary Level,1st Quintile,Never,0.35461,188,722,0.31969,0.38953
1992,Lower Secondary Level,2nd Quintile,At least once per week,0.10769,85,652,0.08388,0.13150
1992,Lower Secondary Level,2nd Quintile,At least once per month,0.25829,189,652,0.22467,0.29191
1992,Lower Secondary Level,2nd Quintile,Seldom,0.38378,253,652,0.34642,0.42114
1992,Lower Secondary Level,2nd Quintile,Never,0.25024,125,652,0.21696,0.28351
1992,Lower Secondary Level,3rd Quintile,At least once per week,0.14766,72,539,0.11768,0.17764
1992,Lower Secondary Level,3rd Quintile,At least once per month,0.23615,147,539,0.20026,0.27204
1992,Lower Secondary Level,3rd Quintile,Seldom,0.41184,228,539,0.37025,0.45343
1992,Lower Secondary Level,3rd Quintile,Never,0.20435,92,539,0.17028,0.23843
1992,Lower Secondary Level,4th Quintile,At least once per week,0.09011,53,545,0.06605,0.11417
1992,Lower Secondary Level,4th Quintile,At least once per month,0.25785,153,545,0.22109,0.29461
1992,Lower Secondary Level,4th Quintile,Seldom,0.48773,252,545,0.44572,0.52973
1992,Lower Secondary Level,4th Quintile,Never,0.16432,87,545,0.13318,0.19546
1992,Lower Secondary Level,5th Quintile,At least once per week,0.10371,32,293,0.06874,0.13868
1992,Lower Secondary Level,5th Quintile,At least once per month,0.22598,72,293,0.17801,0.27395
1992,Lower Secondary Level,5th Quintile,Seldom,0.51980,137,293,0.46250,0.57711
1992,Lower Secondary Level,5th Quintile,Never,0.15050,52,293,0.10949,0.19152
1992,Upper Secondary Level,1st Quintile,At least once per week,0.11514,145,1369,0.09823,0.13206
1992,Upper Secondary Level,1st Quintile,At least once per month,0.24021,351,1369,0.21758,0.26285
1992,Upper Secondary Level,1st Quintile,Seldom,0.42745,659,1369,0.40123,0.45366
1992,Upper Secondary Level,1st Quintile,Never,0.21720,214,1369,0.19535,0.23905
1992,Upper Secondary Level,2nd Quintile,At least once per week,0.08516,127,1429,0.07069,0.09964
1992,Upper Secondary Level,2nd Quintile,At least once per month,0.29388,445,1429,0.27025,0.31750
1992,Upper Secondary Level,2nd Quintile,Seldom,0.45794,698,1429,0.43210,0.48378
1992,Upper Secondary Level,2nd Quintile,Never,0.16302,159,1429,0.14386,0.18218
1992,Upper Secondary Level,3rd Quintile,At least once per week,0.08761,121,1310,0.07229,0.10292
1992,Upper Secondary Level,3rd Quintile,At least once per month,0.26714,372,1310,0.24317,0.29111
1992,Upper Secondary Level,3rd Quintile,Seldom,0.52963,687,1310,0.50259,0.55667
1992,Upper Secondary Level,3rd Quintile,Never,0.11562,130,1310,0.09830,0.13295
1992,Upper Secondary Level,4th Quintile,At least once per week,0.08770,127,1360,0.07266,0.10274
1992,Upper Secondary Level,4th Quintile,At least once per month,0.27627,381,1360,0.25250,0.30005
1992,Upper Secondary Level,4th Quintile,Seldom,0.51167,707,1360,0.48509,0.53824
1992,Upper Secondary Level,4th Quintile,Never,0.12436,145,1360,0.10682,0.14191
1992,Upper Secondary Level,5th Quintile,At least once per week,0.07479,92,1176,0.05975,0.08983
1992,Upper Secondary Level,5th Quintile,At least once per month,0.24726,318,1176,0.22259,0.27192
1992,Upper Secondary Level,5th Quintile,Seldom,0.55252,629,1176,0.52409,0.58096
1992,Upper Secondary Level,5th Quintile,Never,0.12543,137,1176,0.10649,0.14437
1992,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.44797,37,37,0.28552,0.61041
1992,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.33062,32,82,0.22816,0.43307
1992,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.49800,50,82,0.38911,0.60689
1992,First Stage of Tertiary Education,1st Quintile,At least once per month,0.34558,32,65,0.22907,0.46209
1992,First Stage of Tertiary Education,1st Quintile,Seldom,0.33234,33,65,0.21693,0.44775
1992,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.26369,41,121,0.18485,0.34253
1992,First Stage of Tertiary Education,2nd Quintile,Seldom,0.48755,80,121,0.39812,0.57698
1992,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.30793,49,129,0.22796,0.38791
1992,First Stage of Tertiary Education,3rd Quintile,Seldom,0.50347,80,129,0.41685,0.59009
1992,First Stage of Tertiary Education,4th Quintile,At least once per month,0.27434,38,116,0.19279,0.35589
1992,First Stage of Tertiary Education,4th Quintile,Seldom,0.50408,78,116,0.41270,0.59546
1992,First Stage of Tertiary Education,5th Quintile,At least once per month,0.22230,52,206,0.16539,0.27922
1992,First Stage of Tertiary Education,5th Quintile,Seldom,0.56779,119,206,0.49998,0.63561
1992,First Stage of Tertiary Education,5th Quintile,Never,0.17265,35,206,0.12092,0.22439
1992,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.31272,78,191,0.24679,0.37864
1992,Second Stage of Tertiary Education,1st Quintile,Seldom,0.44134,113,191,0.37073,0.51195
1992,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.33388,98,268,0.27732,0.39045
1992,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.54101,170,268,0.48123,0.60078
1992,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.28909,90,279,0.23580,0.34238
1992,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.54745,189,279,0.48894,0.60596
1992,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.21100,58,225,0.15757,0.26443
1992,Second Stage of Tertiary Education,4th Quintile,Seldom,0.57918,167,225,0.51452,0.64383
1992,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.22466,110,462,0.18656,0.26275
1992,Second Stage of Tertiary Education,5th Quintile,Seldom,0.54793,281,462,0.50250,0.59336
1992,Second Stage of Tertiary Education,5th Quintile,Never,0.17904,71,462,0.14404,0.21404
1994,No answer / don't know,1st Quintile,Seldom,0.47235,32,32,0.29661,0.64810
1994,Pre-primary Level,2nd Quintile,Seldom,0.49631,31,31,0.31739,0.67523
1994,Pre-primary Level,3rd Quintile,Seldom,0.48591,36,36,0.32033,0.65149
1994,Primary Level,1st Quintile,At least once per month,0.25654,58,184,0.19327,0.31982
1994,Primary Level,1st Quintile,Seldom,0.40952,78,184,0.33827,0.48077
1994,Primary Level,1st Quintile,Never,0.25705,48,184,0.19374,0.32037
1994,Primary Level,2nd Quintile,Seldom,0.41854,54,86,0.31367,0.52342
1994,Primary Level,2nd Quintile,Never,0.27997,32,86,0.18452,0.37542
1994,Primary Level,3rd Quintile,At least once per month,0.34858,41,82,0.24480,0.45235
1994,Primary Level,3rd Quintile,Seldom,0.43702,41,82,0.32900,0.54504
1994,Lower Secondary Level,1st Quintile,At least once per week,0.12483,92,720,0.10067,0.14899
1994,Lower Secondary Level,1st Quintile,At least once per month,0.21105,167,720,0.18122,0.24088
1994,Lower Secondary Level,1st Quintile,Seldom,0.38464,312,720,0.34908,0.42021
1994,Lower Secondary Level,1st Quintile,Never,0.27948,149,720,0.24668,0.31228
1994,Lower Secondary Level,2nd Quintile,At least once per week,0.09914,61,570,0.07459,0.12370
1994,Lower Secondary Level,2nd Quintile,At least once per month,0.26014,170,570,0.22409,0.29619
1994,Lower Secondary Level,2nd Quintile,Seldom,0.39589,231,570,0.35570,0.43607
1994,Lower Secondary Level,2nd Quintile,Never,0.24483,108,570,0.20950,0.28016
1994,Lower Secondary Level,3rd Quintile,At least once per week,0.10052,56,521,0.07467,0.12636
1994,Lower Secondary Level,3rd Quintile,At least once per month,0.23823,135,521,0.20161,0.27484
1994,Lower Secondary Level,3rd Quintile,Seldom,0.47327,242,521,0.43036,0.51619
1994,Lower Secondary Level,3rd Quintile,Never,0.18798,88,521,0.15440,0.22156
1994,Lower Secondary Level,4th Quintile,At least once per week,0.11187,44,404,0.08109,0.14264
1994,Lower Secondary Level,4th Quintile,At least once per month,0.24113,103,404,0.19937,0.28290
1994,Lower Secondary Level,4th Quintile,Seldom,0.43298,185,404,0.38460,0.48136
1994,Lower Secondary Level,4th Quintile,Never,0.21402,72,404,0.17398,0.25407
1994,Lower Secondary Level,5th Quintile,At least once per month,0.20205,56,225,0.14947,0.25464
1994,Lower Secondary Level,5th Quintile,Seldom,0.46887,114,225,0.40351,0.53422
1994,Lower Secondary Level,5th Quintile,Never,0.21900,55,225,0.16484,0.27316
1994,Upper Secondary Level,1st Quintile,At least once per week,0.11321,137,1193,0.09522,0.13119
1994,Upper Secondary Level,1st Quintile,At least once per month,0.22823,302,1193,0.20440,0.25205
1994,Upper Secondary Level,1st Quintile,Seldom,0.44317,565,1193,0.41497,0.47137
1994,Upper Secondary Level,1st Quintile,Never,0.21540,189,1193,0.19206,0.23873
1994,Upper Secondary Level,2nd Quintile,At least once per week,0.08195,135,1400,0.06757,0.09632
1994,Upper Secondary Level,2nd Quintile,At least once per month,0.28655,412,1400,0.26286,0.31025
1994,Upper Secondary Level,2nd Quintile,Seldom,0.49016,702,1400,0.46396,0.51636
1994,Upper Secondary Level,2nd Quintile,Never,0.14134,151,1400,0.12309,0.15960
1994,Upper Secondary Level,3rd Quintile,At least once per week,0.08324,109,1362,0.06857,0.09792
1994,Upper Secondary Level,3rd Quintile,At least once per month,0.27132,410,1362,0.24770,0.29494
1994,Upper Secondary Level,3rd Quintile,Seldom,0.52974,717,1362,0.50322,0.55626
1994,Upper Secondary Level,3rd Quintile,Never,0.11570,126,1362,0.09870,0.13269
1994,Upper Secondary Level,4th Quintile,At least once per week,0.08558,124,1367,0.07074,0.10041
1994,Upper Secondary Level,4th Quintile,At least once per month,0.29240,411,1367,0.26828,0.31653
1994,Upper Secondary Level,4th Quintile,Seldom,0.51347,715,1367,0.48696,0.53998
1994,Upper Secondary Level,4th Quintile,Never,0.10855,117,1367,0.09205,0.12504
