year,age_gr,bula_h,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2007,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.36511,123,19124,0.36417,0.36604
2007,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.51052,148,19124,0.50954,0.51149
2007,30-45 y.,Baden-Wuerttemberg,At least once per week,0.13483,118,19124,0.13441,0.13525
2007,30-45 y.,Baden-Wuerttemberg,At least once per month,0.36177,264,19124,0.36118,0.36236
2007,30-45 y.,Baden-Wuerttemberg,Seldom,0.44556,324,19124,0.44495,0.44617
2007,30-45 y.,Baden-Wuerttemberg,Never,0.05784,39,19124,0.05755,0.05812
2007,30-45 y.,Bavaria,At least once per week,0.13713,97,19124,0.13673,0.13752
2007,30-45 y.,Bavaria,At least once per month,0.33720,293,19124,0.33665,0.33774
2007,30-45 y.,Bavaria,Seldom,0.45303,425,19124,0.45246,0.45360
2007,30-45 y.,Bavaria,Never,0.07265,51,19124,0.07235,0.07294
2007,30-45 y.,Berlin,At least once per month,0.43191,51,19124,0.43064,0.43318
2007,30-45 y.,Berlin,Seldom,0.56809,90,19124,0.56682,0.56936
2007,30-45 y.,Brandenburg,At least once per month,0.45740,86,19124,0.45599,0.45881
2007,30-45 y.,Brandenburg,Seldom,0.54260,100,19124,0.54119,0.54401
2007,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.56722,53,19124,0.56540,0.56905
2007,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.43278,53,19124,0.43095,0.43460
2007,30-45 y.,Saxony,At least once per week,0.12423,38,19124,0.12354,0.12491
2007,30-45 y.,Saxony,At least once per month,0.37666,134,19124,0.37565,0.37767
2007,30-45 y.,Saxony,Seldom,0.49911,185,19124,0.49807,0.50016
2007,30-45 y.,Saxony-Anhalt,At least once per month,0.47255,79,19124,0.47104,0.47406
2007,30-45 y.,Saxony-Anhalt,Seldom,0.52745,94,19124,0.52594,0.52896
2007,30-45 y.,Thuringa,At least once per month,0.48028,81,19124,0.47880,0.48176
2007,30-45 y.,Thuringa,Seldom,0.51972,115,19124,0.51824,0.52120
2007,46-65 y.,Schleswig-Holstein,At least once per month,0.33820,57,19124,0.33708,0.33932
2007,46-65 y.,Schleswig-Holstein,Seldom,0.66180,119,19124,0.66068,0.66292
2007,46-65 y.,Hamburg,At least once per month,0.44956,37,19124,0.44788,0.45124
2007,46-65 y.,Hamburg,Seldom,0.55044,50,19124,0.54876,0.55212
2007,46-65 y.,Lower Saxony,At least once per week,0.09706,64,19124,0.09664,0.09748
2007,46-65 y.,Lower Saxony,At least once per month,0.29457,174,19124,0.29392,0.29522
2007,46-65 y.,Lower Saxony,Seldom,0.51429,287,19124,0.51357,0.51500
2007,46-65 y.,Lower Saxony,Never,0.09408,55,19124,0.09367,0.09450
2007,46-65 y.,Bremen,Seldom,1.00000,32,19124,1.00000,1.00000
2007,46-65 y.,North Rhine-Westphalia,At least once per week,0.08882,148,19124,0.08856,0.08909
2007,46-65 y.,North Rhine-Westphalia,At least once per month,0.29396,395,19124,0.29354,0.29439
2007,46-65 y.,North Rhine-Westphalia,Seldom,0.51290,724,19124,0.51243,0.51337
2007,46-65 y.,North Rhine-Westphalia,Never,0.10431,144,19124,0.10402,0.10459
2007,46-65 y.,Hesse,At least once per week,0.14792,74,19124,0.14739,0.14846
2007,46-65 y.,Hesse,At least once per month,0.26464,130,19124,0.26397,0.26530
2007,46-65 y.,Hesse,Seldom,0.50053,254,19124,0.49978,0.50128
2007,46-65 y.,Hesse,Never,0.08691,38,19124,0.08649,0.08733
2007,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.09245,37,19124,0.09195,0.09296
2007,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.30946,122,19124,0.30865,0.31027
2007,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.50103,202,19124,0.50016,0.50191
2007,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.09705,42,19124,0.09654,0.09757
2007,46-65 y.,Baden-Wuerttemberg,At least once per week,0.16526,155,19124,0.16481,0.16571
2007,46-65 y.,Baden-Wuerttemberg,At least once per month,0.27110,219,19124,0.27056,0.27165
2007,46-65 y.,Baden-Wuerttemberg,Seldom,0.46013,355,19124,0.45952,0.46074
2007,46-65 y.,Baden-Wuerttemberg,Never,0.10351,77,19124,0.10314,0.10388
2007,46-65 y.,Bavaria,At least once per week,0.09920,99,19124,0.09888,0.09952
2007,46-65 y.,Bavaria,At least once per month,0.29545,304,19124,0.29495,0.29594
2007,46-65 y.,Bavaria,Seldom,0.46134,494,19124,0.46081,0.46188
2007,46-65 y.,Bavaria,Never,0.14401,116,19124,0.14363,0.14439
2007,46-65 y.,Berlin,At least once per month,0.31432,79,19124,0.31343,0.31521
2007,46-65 y.,Berlin,Seldom,0.50044,150,19124,0.49949,0.50140
2007,46-65 y.,Berlin,Never,0.18523,47,19124,0.18449,0.18598
2007,46-65 y.,Brandenburg,At least once per month,0.44411,99,19124,0.44274,0.44548
2007,46-65 y.,Brandenburg,Seldom,0.55589,143,19124,0.55452,0.55726
2007,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.49129,66,19124,0.48976,0.49282
2007,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.50871,80,19124,0.50718,0.51024
2007,46-65 y.,Saxony,At least once per week,0.13921,61,19124,0.13859,0.13982
2007,46-65 y.,Saxony,At least once per month,0.35077,195,19124,0.34993,0.35162
2007,46-65 y.,Saxony,Seldom,0.41377,234,19124,0.41290,0.41464
2007,46-65 y.,Saxony,Never,0.09625,44,19124,0.09573,0.09677
2007,46-65 y.,Saxony-Anhalt,At least once per month,0.36681,97,19124,0.36554,0.36807
2007,46-65 y.,Saxony-Anhalt,Seldom,0.63319,169,19124,0.63193,0.63446
2007,46-65 y.,Thuringa,At least once per week,0.11749,36,19124,0.11663,0.11834
2007,46-65 y.,Thuringa,At least once per month,0.26792,73,19124,0.26675,0.26910
2007,46-65 y.,Thuringa,Seldom,0.61459,169,19124,0.61330,0.61588
2007,66 and older,Schleswig-Holstein,Seldom,0.52796,61,19124,0.52644,0.52947
2007,66 and older,Schleswig-Holstein,Never,0.47204,50,19124,0.47053,0.47356
2007,66 and older,Lower Saxony,At least once per week,0.10801,40,19124,0.10754,0.10848
2007,66 and older,Lower Saxony,At least once per month,0.21162,95,19124,0.21100,0.21224
2007,66 and older,Lower Saxony,Seldom,0.42375,179,19124,0.42300,0.42451
2007,66 and older,Lower Saxony,Never,0.25661,100,19124,0.25595,0.25727
2007,66 and older,North Rhine-Westphalia,At least once per week,0.06772,70,19124,0.06746,0.06799
2007,66 and older,North Rhine-Westphalia,At least once per month,0.22033,201,19124,0.21989,0.22076
2007,66 and older,North Rhine-Westphalia,Seldom,0.37827,361,19124,0.37776,0.37878
2007,66 and older,North Rhine-Westphalia,Never,0.33368,279,19124,0.33318,0.33418
2007,66 and older,Hesse,At least once per week,0.12048,36,19124,0.11984,0.12111
2007,66 and older,Hesse,At least once per month,0.17211,54,19124,0.17137,0.17284
2007,66 and older,Hesse,Seldom,0.36859,96,19124,0.36765,0.36953
2007,66 and older,Hesse,Never,0.33883,77,19124,0.33791,0.33975
2007,66 and older,"Rhineland-Palatinate, Saarland",At least once per month,0.21809,53,19124,0.21718,0.21900
2007,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.37362,92,19124,0.37255,0.37468
2007,66 and older,"Rhineland-Palatinate, Saarland",Never,0.40829,87,19124,0.40721,0.40938
2007,66 and older,Baden-Wuerttemberg,At least once per week,0.20640,112,19124,0.20583,0.20698
2007,66 and older,Baden-Wuerttemberg,At least once per month,0.20407,97,19124,0.20350,0.20465
2007,66 and older,Baden-Wuerttemberg,Seldom,0.34380,153,19124,0.34312,0.34448
2007,66 and older,Baden-Wuerttemberg,Never,0.24572,103,19124,0.24510,0.24633
2007,66 and older,Bavaria,At least once per week,0.13454,73,19124,0.13409,0.13499
2007,66 and older,Bavaria,At least once per month,0.15892,115,19124,0.15844,0.15940
2007,66 and older,Bavaria,Seldom,0.36632,217,19124,0.36568,0.36695
2007,66 and older,Bavaria,Never,0.34023,179,19124,0.33960,0.34085
2007,66 and older,Berlin,Seldom,0.56320,50,19124,0.56161,0.56479
2007,66 and older,Berlin,Never,0.43680,36,19124,0.43521,0.43839
2007,66 and older,Brandenburg,At least once per month,0.26059,58,19124,0.25941,0.26178
2007,66 and older,Brandenburg,Seldom,0.43759,81,19124,0.43625,0.43893
2007,66 and older,Brandenburg,Never,0.30182,58,19124,0.30058,0.30306
2007,66 and older,Mecklenburg-Western Pomerania,Seldom,1.00000,38,19124,1.00000,1.00000
2007,66 and older,Saxony,At least once per week,0.10504,33,19124,0.10441,0.10567
2007,66 and older,Saxony,At least once per month,0.20149,66,19124,0.20066,0.20231
2007,66 and older,Saxony,Seldom,0.48058,150,19124,0.47956,0.48160
2007,66 and older,Saxony,Never,0.21290,64,19124,0.21206,0.21374
2007,66 and older,Saxony-Anhalt,At least once per month,0.32188,56,19124,0.32053,0.32323
2007,66 and older,Saxony-Anhalt,Seldom,0.46122,77,19124,0.45977,0.46266
2007,66 and older,Saxony-Anhalt,Never,0.21691,31,19124,0.21571,0.21810
2007,66 and older,Thuringa,Seldom,0.62029,99,19124,0.61869,0.62189
2007,66 and older,Thuringa,Never,0.37971,59,19124,0.37811,0.38131
2009,17-29 y.,Schleswig-Holstein,At least once per month,0.67017,38,16631,0.66860,0.67174
2009,17-29 y.,Schleswig-Holstein,Seldom,0.32983,34,16631,0.32826,0.33140
2009,17-29 y.,Lower Saxony,At least once per week,0.23343,51,16631,0.23258,0.23427
2009,17-29 y.,Lower Saxony,At least once per month,0.42880,93,16631,0.42781,0.42979
2009,17-29 y.,Lower Saxony,Seldom,0.33777,74,16631,0.33682,0.33871
2009,17-29 y.,North Rhine-Westphalia,At least once per week,0.11096,69,16631,0.11055,0.11137
2009,17-29 y.,North Rhine-Westphalia,At least once per month,0.48513,241,16631,0.48448,0.48578
2009,17-29 y.,North Rhine-Westphalia,Seldom,0.40391,197,16631,0.40328,0.40455
2009,17-29 y.,Hesse,At least once per week,0.19615,31,16631,0.19533,0.19697
2009,17-29 y.,Hesse,At least once per month,0.42919,84,16631,0.42816,0.43021
2009,17-29 y.,Hesse,Seldom,0.37466,67,16631,0.37366,0.37566
2009,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.21022,31,16631,0.20922,0.21123
2009,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.38443,50,16631,0.38323,0.38563
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.40535,63,16631,0.40414,0.40656
2009,17-29 y.,Baden-Wuerttemberg,At least once per week,0.13495,57,16631,0.13443,0.13548
2009,17-29 y.,Baden-Wuerttemberg,At least once per month,0.45826,163,16631,0.45750,0.45903
2009,17-29 y.,Baden-Wuerttemberg,Seldom,0.40678,158,16631,0.40603,0.40754
2009,17-29 y.,Bavaria,At least once per week,0.13868,52,16631,0.13813,0.13923
2009,17-29 y.,Bavaria,At least once per month,0.42669,164,16631,0.42590,0.42748
2009,17-29 y.,Bavaria,Seldom,0.43463,171,16631,0.43384,0.43542
2009,17-29 y.,Berlin,At least once per month,0.49625,48,16631,0.49473,0.49776
2009,17-29 y.,Berlin,Seldom,0.50375,52,16631,0.50224,0.50527
2009,17-29 y.,Brandenburg,At least once per month,0.51623,42,16631,0.51416,0.51830
2009,17-29 y.,Brandenburg,Seldom,0.48377,37,16631,0.48170,0.48584
2009,17-29 y.,Saxony,At least once per week,0.17309,40,16631,0.17220,0.17398
2009,17-29 y.,Saxony,At least once per month,0.49685,98,16631,0.49568,0.49802
2009,17-29 y.,Saxony,Seldom,0.33006,76,16631,0.32896,0.33117
2009,17-29 y.,Saxony-Anhalt,At least once per month,0.55021,66,16631,0.54853,0.55190
2009,17-29 y.,Saxony-Anhalt,Seldom,0.44979,44,16631,0.44810,0.45147
2009,17-29 y.,Thuringa,At least once per month,0.63289,57,16631,0.63110,0.63468
2009,17-29 y.,Thuringa,Seldom,0.36711,45,16631,0.36532,0.36890
2009,30-45 y.,Schleswig-Holstein,At least once per month,0.49569,46,16631,0.49430,0.49707
2009,30-45 y.,Schleswig-Holstein,Seldom,0.50431,52,16631,0.50293,0.50570
2009,30-45 y.,Hamburg,Seldom,1.00000,32,16631,1.00000,1.00000
2009,30-45 y.,Lower Saxony,At least once per week,0.09141,42,16631,0.09097,0.09184
2009,30-45 y.,Lower Saxony,At least once per month,0.36257,164,16631,0.36185,0.36329
2009,30-45 y.,Lower Saxony,Seldom,0.54602,229,16631,0.54528,0.54677
2009,30-45 y.,North Rhine-Westphalia,At least once per week,0.08264,84,16631,0.08237,0.08290
2009,30-45 y.,North Rhine-Westphalia,At least once per month,0.36966,372,16631,0.36920,0.37012
2009,30-45 y.,North Rhine-Westphalia,Seldom,0.48616,477,16631,0.48568,0.48664
2009,30-45 y.,North Rhine-Westphalia,Never,0.06154,64,16631,0.06131,0.06177
2009,30-45 y.,Hesse,At least once per week,0.12543,36,16631,0.12488,0.12598
2009,30-45 y.,Hesse,At least once per month,0.37985,123,16631,0.37905,0.38066
2009,30-45 y.,Hesse,Seldom,0.49472,147,16631,0.49389,0.49554
2009,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.43563,89,16631,0.43454,0.43672
2009,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.56437,116,16631,0.56328,0.56546
2009,30-45 y.,Baden-Wuerttemberg,At least once per week,0.12092,69,16631,0.12049,0.12135
2009,30-45 y.,Baden-Wuerttemberg,At least once per month,0.38640,205,16631,0.38576,0.38704
2009,30-45 y.,Baden-Wuerttemberg,Seldom,0.49268,278,16631,0.49202,0.49333
2009,30-45 y.,Bavaria,At least once per week,0.12592,61,16631,0.12555,0.12630
2009,30-45 y.,Bavaria,At least once per month,0.35782,263,16631,0.35729,0.35836
2009,30-45 y.,Bavaria,Seldom,0.46732,358,16631,0.46676,0.46787
2009,30-45 y.,Bavaria,Never,0.04894,38,16631,0.04870,0.04918
2009,30-45 y.,Berlin,At least once per month,0.42234,49,16631,0.42109,0.42358
2009,30-45 y.,Berlin,Seldom,0.57766,87,16631,0.57642,0.57891
2009,30-45 y.,Brandenburg,At least once per month,0.44058,70,16631,0.43914,0.44203
2009,30-45 y.,Brandenburg,Seldom,0.55942,91,16631,0.55797,0.56086
2009,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.55521,48,16631,0.55337,0.55706
2009,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.44479,42,16631,0.44294,0.44663
2009,30-45 y.,Saxony,At least once per month,0.49327,131,16631,0.49220,0.49434
2009,30-45 y.,Saxony,Seldom,0.50673,161,16631,0.50566,0.50780
2009,30-45 y.,Saxony-Anhalt,At least once per month,0.46361,64,16631,0.46209,0.46513
2009,30-45 y.,Saxony-Anhalt,Seldom,0.53639,93,16631,0.53487,0.53791
2009,30-45 y.,Thuringa,At least once per month,0.51444,82,16631,0.51289,0.51598
2009,30-45 y.,Thuringa,Seldom,0.48556,94,16631,0.48402,0.48711
2009,46-65 y.,Schleswig-Holstein,At least once per month,0.34600,43,16631,0.34491,0.34709
2009,46-65 y.,Schleswig-Holstein,Seldom,0.65400,107,16631,0.65291,0.65509
2009,46-65 y.,Hamburg,Seldom,1.00000,48,16631,1.00000,1.00000
2009,46-65 y.,Lower Saxony,At least once per week,0.11115,61,16631,0.11070,0.11160
2009,46-65 y.,Lower Saxony,At least once per month,0.26649,137,16631,0.26586,0.26712
2009,46-65 y.,Lower Saxony,Seldom,0.52846,285,16631,0.52775,0.52917
2009,46-65 y.,Lower Saxony,Never,0.09390,47,16631,0.09348,0.09431
2009,46-65 y.,North Rhine-Westphalia,At least once per week,0.08856,102,16631,0.08831,0.08882
2009,46-65 y.,North Rhine-Westphalia,At least once per month,0.29759,380,16631,0.29718,0.29800
2009,46-65 y.,North Rhine-Westphalia,Seldom,0.51229,634,16631,0.51183,0.51274
2009,46-65 y.,North Rhine-Westphalia,Never,0.10156,119,16631,0.10129,0.10183
2009,46-65 y.,Hesse,At least once per week,0.08111,38,16631,0.08071,0.08152
2009,46-65 y.,Hesse,At least once per month,0.29540,137,16631,0.29473,0.29608
2009,46-65 y.,Hesse,Seldom,0.52935,248,16631,0.52861,0.53009
2009,46-65 y.,Hesse,Never,0.09413,37,16631,0.09370,0.09456
2009,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.09501,45,16631,0.09453,0.09548
2009,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.29629,119,16631,0.29555,0.29703
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.52602,198,16631,0.52522,0.52683
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.08268,38,16631,0.08224,0.08312
2009,46-65 y.,Baden-Wuerttemberg,At least once per week,0.12667,96,16631,0.12626,0.12707
2009,46-65 y.,Baden-Wuerttemberg,At least once per month,0.30930,203,16631,0.30874,0.30986
2009,46-65 y.,Baden-Wuerttemberg,Seldom,0.44704,312,16631,0.44644,0.44765
2009,46-65 y.,Baden-Wuerttemberg,Never,0.11699,63,16631,0.11660,0.11738
2009,46-65 y.,Bavaria,At least once per week,0.09945,85,16631,0.09913,0.09977
2009,46-65 y.,Bavaria,At least once per month,0.21180,219,16631,0.21136,0.21223
2009,46-65 y.,Bavaria,Seldom,0.53107,481,16631,0.53053,0.53160
2009,46-65 y.,Bavaria,Never,0.15768,123,16631,0.15729,0.15807
2009,46-65 y.,Berlin,At least once per month,0.34111,72,16631,0.34016,0.34206
2009,46-65 y.,Berlin,Seldom,0.48865,134,16631,0.48765,0.48964
2009,46-65 y.,Berlin,Never,0.17025,34,16631,0.16950,0.17100
2009,46-65 y.,Brandenburg,At least once per month,0.31044,71,16631,0.30926,0.31162
2009,46-65 y.,Brandenburg,Seldom,0.68956,175,16631,0.68838,0.69074
2009,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.45233,64,16631,0.45090,0.45377
2009,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.54767,92,16631,0.54623,0.54910
2009,46-65 y.,Saxony,At least once per week,0.10700,57,16631,0.10646,0.10755
2009,46-65 y.,Saxony,At least once per month,0.29899,135,16631,0.29819,0.29980
2009,46-65 y.,Saxony,Seldom,0.52329,254,16631,0.52241,0.52417
2009,46-65 y.,Saxony,Never,0.07072,34,16631,0.07027,0.07117
2009,46-65 y.,Saxony-Anhalt,At least once per month,0.39077,97,16631,0.38952,0.39203
2009,46-65 y.,Saxony-Anhalt,Seldom,0.60923,148,16631,0.60797,0.61048
2009,46-65 y.,Thuringa,At least once per month,0.34476,85,16631,0.34344,0.34607
2009,46-65 y.,Thuringa,Seldom,0.65524,150,16631,0.65393,0.65656
2009,66 and older,Schleswig-Holstein,Seldom,0.56364,70,16631,0.56226,0.56501
2009,66 and older,Schleswig-Holstein,Never,0.43636,44,16631,0.43499,0.43774
2009,66 and older,Lower Saxony,At least once per week,0.08639,37,16631,0.08597,0.08681
2009,66 and older,Lower Saxony,At least once per month,0.20045,82,16631,0.19984,0.20105
2009,66 and older,Lower Saxony,Seldom,0.43769,189,16631,0.43694,0.43843
2009,66 and older,Lower Saxony,Never,0.27548,108,16631,0.27480,0.27615
2009,66 and older,North Rhine-Westphalia,At least once per week,0.07231,52,16631,0.07203,0.07258
2009,66 and older,North Rhine-Westphalia,At least once per month,0.16619,155,16631,0.16580,0.16658
2009,66 and older,North Rhine-Westphalia,Seldom,0.45754,398,16631,0.45702,0.45807
2009,66 and older,North Rhine-Westphalia,Never,0.30396,242,16631,0.30347,0.30444
2009,66 and older,Hesse,At least once per month,0.21010,50,16631,0.20928,0.21091
2009,66 and older,Hesse,Seldom,0.40105,95,16631,0.40007,0.40203
2009,66 and older,Hesse,Never,0.38885,75,16631,0.38787,0.38983
2009,66 and older,"Rhineland-Palatinate, Saarland",At least once per month,0.23185,40,16631,0.23090,0.23279
2009,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.38118,86,16631,0.38010,0.38227
2009,66 and older,"Rhineland-Palatinate, Saarland",Never,0.38697,74,16631,0.38588,0.38806
2009,66 and older,Baden-Wuerttemberg,At least once per week,0.14461,78,16631,0.14412,0.14509
2009,66 and older,Baden-Wuerttemberg,At least once per month,0.18030,92,16631,0.17977,0.18083
2009,66 and older,Baden-Wuerttemberg,Seldom,0.42323,185,16631,0.42255,0.42391
2009,66 and older,Baden-Wuerttemberg,Never,0.25186,92,16631,0.25126,0.25246
2009,66 and older,Bavaria,At least once per week,0.08783,56,16631,0.08746,0.08819
2009,66 and older,Bavaria,At least once per month,0.15478,99,16631,0.15431,0.15525
2009,66 and older,Bavaria,Seldom,0.44523,237,16631,0.44458,0.44588
2009,66 and older,Bavaria,Never,0.31216,158,16631,0.31156,0.31276
2009,66 and older,Berlin,At least once per month,0.25722,31,16631,0.25586,0.25858
2009,66 and older,Berlin,Seldom,0.74278,66,16631,0.74142,0.74414
2009,66 and older,Brandenburg,At least once per month,0.28885,52,16631,0.28762,0.29008
2009,66 and older,Brandenburg,Seldom,0.44723,96,16631,0.44587,0.44858
2009,66 and older,Brandenburg,Never,0.26392,41,16631,0.26272,0.26512
2009,66 and older,Mecklenburg-Western Pomerania,Seldom,1.00000,42,16631,1.00000,1.00000
2009,66 and older,Saxony,At least once per week,0.09709,35,16631,0.09650,0.09767
2009,66 and older,Saxony,At least once per month,0.20365,66,16631,0.20286,0.20445
2009,66 and older,Saxony,Seldom,0.46213,148,16631,0.46114,0.46311
2009,66 and older,Saxony,Never,0.23714,72,16631,0.23629,0.23798
2009,66 and older,Saxony-Anhalt,At least once per month,0.40598,53,16631,0.40449,0.40746
2009,66 and older,Saxony-Anhalt,Seldom,0.59402,80,16631,0.59254,0.59551
2009,66 and older,Thuringa,At least once per month,0.19169,42,16631,0.19049,0.19288
2009,66 and older,Thuringa,Seldom,0.48234,95,16631,0.48082,0.48386
2009,66 and older,Thuringa,Never,0.32597,61,16631,0.32455,0.32739
2011,17-29 y.,Schleswig-Holstein,At least once per week,0.24708,40,27371,0.24581,0.24835
2011,17-29 y.,Schleswig-Holstein,At least once per month,0.40784,63,27371,0.40640,0.40929
2011,17-29 y.,Schleswig-Holstein,Seldom,0.34508,63,27371,0.34368,0.34648
2011,17-29 y.,Hamburg,At least once per month,1.00000,31,27371,1.00000,1.00000
2011,17-29 y.,Lower Saxony,At least once per week,0.16683,75,27371,0.16608,0.16757
2011,17-29 y.,Lower Saxony,At least once per month,0.43875,156,27371,0.43776,0.43974
2011,17-29 y.,Lower Saxony,Seldom,0.39442,128,27371,0.39345,0.39540
2011,17-29 y.,North Rhine-Westphalia,At least once per week,0.16842,169,27371,0.16795,0.16890
2011,17-29 y.,North Rhine-Westphalia,At least once per month,0.40485,341,27371,0.40423,0.40547
2011,17-29 y.,North Rhine-Westphalia,Seldom,0.36799,287,27371,0.36738,0.36860
2011,17-29 y.,North Rhine-Westphalia,Never,0.05874,58,27371,0.05844,0.05904
2011,17-29 y.,Hesse,At least once per week,0.22735,66,27371,0.22638,0.22831
2011,17-29 y.,Hesse,At least once per month,0.39820,101,27371,0.39707,0.39932
2011,17-29 y.,Hesse,Seldom,0.37446,83,27371,0.37335,0.37557
2011,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.19312,46,27371,0.19215,0.19409
2011,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.40031,75,27371,0.39911,0.40152
2011,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.40656,96,27371,0.40536,0.40777
2011,17-29 y.,Baden-Wuerttemberg,At least once per week,0.14869,92,27371,0.14812,0.14926
2011,17-29 y.,Baden-Wuerttemberg,At least once per month,0.40810,202,27371,0.40731,0.40889
2011,17-29 y.,Baden-Wuerttemberg,Seldom,0.41194,201,27371,0.41116,0.41273
2011,17-29 y.,Baden-Wuerttemberg,Never,0.03126,33,27371,0.03099,0.03154
2011,17-29 y.,Bavaria,At least once per week,0.15786,102,27371,0.15728,0.15843
2011,17-29 y.,Bavaria,At least once per month,0.40644,259,27371,0.40566,0.40721
2011,17-29 y.,Bavaria,Seldom,0.36245,219,27371,0.36169,0.36320
2011,17-29 y.,Bavaria,Never,0.07326,37,27371,0.07285,0.07367
2011,17-29 y.,Berlin,At least once per month,0.54371,62,27371,0.54184,0.54559
2011,17-29 y.,Berlin,Seldom,0.45629,42,27371,0.45441,0.45816
2011,17-29 y.,Brandenburg,At least once per week,0.23053,35,27371,0.22897,0.23209
2011,17-29 y.,Brandenburg,At least once per month,0.50769,64,27371,0.50583,0.50954
2011,17-29 y.,Brandenburg,Seldom,0.26179,43,27371,0.26016,0.26342
2011,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.57214,43,27371,0.56963,0.57465
2011,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.42786,33,27371,0.42535,0.43037
2011,17-29 y.,Saxony,At least once per week,0.22049,52,27371,0.21942,0.22155
2011,17-29 y.,Saxony,At least once per month,0.44996,128,27371,0.44868,0.45124
2011,17-29 y.,Saxony,Seldom,0.32955,96,27371,0.32835,0.33076
2011,17-29 y.,Saxony-Anhalt,At least once per week,0.22944,34,27371,0.22801,0.23088
2011,17-29 y.,Saxony-Anhalt,At least once per month,0.46578,62,27371,0.46408,0.46749
2011,17-29 y.,Saxony-Anhalt,Seldom,0.30477,54,27371,0.30320,0.30634
2011,17-29 y.,Thuringa,At least once per week,0.31148,45,27371,0.30988,0.31307
2011,17-29 y.,Thuringa,At least once per month,0.48181,77,27371,0.48009,0.48353
2011,17-29 y.,Thuringa,Seldom,0.20671,39,27371,0.20532,0.20810
2011,30-45 y.,Schleswig-Holstein,At least once per week,0.11078,39,27371,0.10993,0.11162
2011,30-45 y.,Schleswig-Holstein,At least once per month,0.33367,128,27371,0.33241,0.33494
2011,30-45 y.,Schleswig-Holstein,Seldom,0.49508,161,27371,0.49373,0.49642
2011,30-45 y.,Schleswig-Holstein,Never,0.06047,35,27371,0.05983,0.06111
2011,30-45 y.,Hamburg,At least once per month,0.55443,53,27371,0.55286,0.55599
2011,30-45 y.,Hamburg,Seldom,0.44557,69,27371,0.44401,0.44714
2011,30-45 y.,Lower Saxony,At least once per week,0.08661,93,27371,0.08619,0.08703
2011,30-45 y.,Lower Saxony,At least once per month,0.36140,350,27371,0.36068,0.36212
2011,30-45 y.,Lower Saxony,Seldom,0.49973,426,27371,0.49898,0.50048
2011,30-45 y.,Lower Saxony,Never,0.05226,52,27371,0.05193,0.05259
2011,30-45 y.,Bremen,Seldom,1.00000,32,27371,1.00000,1.00000
2011,30-45 y.,North Rhine-Westphalia,At least once per week,0.12607,321,27371,0.12574,0.12640
2011,30-45 y.,North Rhine-Westphalia,At least once per month,0.37167,700,27371,0.37118,0.37215
2011,30-45 y.,North Rhine-Westphalia,Seldom,0.44597,857,27371,0.44547,0.44647
2011,30-45 y.,North Rhine-Westphalia,Never,0.05630,156,27371,0.05607,0.05653
2011,30-45 y.,Hesse,At least once per week,0.08954,91,27371,0.08906,0.09003
2011,30-45 y.,Hesse,At least once per month,0.36293,275,27371,0.36211,0.36375
2011,30-45 y.,Hesse,Seldom,0.49174,333,27371,0.49089,0.49260
2011,30-45 y.,Hesse,Never,0.05578,33,27371,0.05539,0.05617
2011,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.10769,46,27371,0.10707,0.10831
2011,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.28235,188,27371,0.28145,0.28325
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.49404,244,27371,0.49304,0.49504
