year,regtyp,sampreg,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Urban regions,East,At least once per month,0.27795,353,1301,0.25360,0.30230
1994,Urban regions,East,Seldom,0.50425,699,1301,0.47707,0.53143
1994,Urban regions,East,Never,0.12314,132,1301,0.10528,0.14100
1994,Rural regions,West,At least once per week,0.09299,189,1908,0.07995,0.10602
1994,Rural regions,West,At least once per month,0.27037,581,1908,0.25044,0.29031
1994,Rural regions,West,Seldom,0.47399,891,1908,0.45158,0.49640
1994,Rural regions,West,Never,0.16265,247,1908,0.14609,0.17922
1994,Rural regions,East,At least once per week,0.09310,220,2454,0.08160,0.10460
1994,Rural regions,East,At least once per month,0.25771,650,2454,0.24040,0.27502
1994,Rural regions,East,Seldom,0.50738,1322,2454,0.48759,0.52716
1994,Rural regions,East,Never,0.14182,262,2454,0.12801,0.15562
1996,Urban regions,West,At least once per week,0.12092,923,7274,0.11343,0.12841
1996,Urban regions,West,At least once per month,0.29004,2256,7274,0.27961,0.30046
1996,Urban regions,West,Seldom,0.45184,3223,7274,0.44041,0.46328
1996,Urban regions,West,Never,0.13720,872,7274,0.12929,0.14511
1996,Urban regions,East,At least once per week,0.12996,149,1233,0.11118,0.14874
1996,Urban regions,East,At least once per month,0.30857,396,1233,0.28278,0.33437
1996,Urban regions,East,Seldom,0.46014,596,1233,0.43231,0.48797
1996,Urban regions,East,Never,0.10133,92,1233,0.08448,0.11818
1996,Rural regions,West,At least once per week,0.11307,245,2048,0.09936,0.12679
1996,Rural regions,West,At least once per month,0.30206,679,2048,0.28217,0.32195
1996,Rural regions,West,Seldom,0.46326,926,2048,0.44166,0.48487
1996,Rural regions,West,Never,0.12160,198,2048,0.10744,0.13576
1996,Rural regions,East,At least once per week,0.11117,262,2438,0.09869,0.12365
1996,Rural regions,East,At least once per month,0.32600,825,2438,0.30739,0.34461
1996,Rural regions,East,Seldom,0.47857,1199,2438,0.45873,0.49840
1996,Rural regions,East,Never,0.08426,152,2438,0.07323,0.09529
1997,Urban regions,West,At least once per week,0.11117,841,7116,0.10387,0.11848
1997,Urban regions,West,At least once per month,0.26983,2047,7116,0.25951,0.28014
1997,Urban regions,West,Seldom,0.46525,3292,7116,0.45366,0.47684
1997,Urban regions,West,Never,0.15375,936,7116,0.14537,0.16213
1997,Urban regions,East,At least once per week,0.13909,152,1195,0.11946,0.15872
1997,Urban regions,East,At least once per month,0.29977,344,1195,0.27378,0.32576
1997,Urban regions,East,Seldom,0.47095,596,1195,0.44264,0.49927
1997,Urban regions,East,Never,0.09018,103,1195,0.07394,0.10643
1997,Rural regions,West,At least once per week,0.11721,247,2003,0.10312,0.13130
1997,Rural regions,West,At least once per month,0.30720,669,2003,0.28699,0.32741
1997,Rural regions,West,Seldom,0.44727,890,2003,0.42549,0.46905
1997,Rural regions,West,Never,0.12832,197,2003,0.11367,0.14297
1997,Rural regions,East,At least once per week,0.11427,265,2414,0.10158,0.12697
1997,Rural regions,East,At least once per month,0.31947,786,2414,0.30087,0.33807
1997,Rural regions,East,Seldom,0.45850,1166,2414,0.43862,0.47838
1997,Rural regions,East,Never,0.10776,197,2414,0.09538,0.12013
1999,Urban regions,West,At least once per week,0.10569,843,7616,0.09878,0.11259
1999,Urban regions,West,At least once per month,0.26287,2155,7616,0.25298,0.27275
1999,Urban regions,West,Seldom,0.48362,3616,7616,0.47239,0.49484
1999,Urban regions,West,Never,0.14783,1002,7616,0.13986,0.15580
1999,Urban regions,East,At least once per week,0.10854,123,1228,0.09113,0.12594
1999,Urban regions,East,At least once per month,0.25760,343,1228,0.23313,0.28207
1999,Urban regions,East,Seldom,0.53542,672,1228,0.50751,0.56332
1999,Urban regions,East,Never,0.09844,90,1228,0.08178,0.11511
1999,Rural regions,West,At least once per week,0.10626,247,2216,0.09343,0.11909
1999,Rural regions,West,At least once per month,0.26936,673,2216,0.25088,0.28783
1999,Rural regions,West,Seldom,0.48178,1059,2216,0.46097,0.50259
1999,Rural regions,West,Never,0.14260,237,2216,0.12804,0.15716
1999,Rural regions,East,At least once per week,0.10100,241,2536,0.08927,0.11273
1999,Rural regions,East,At least once per month,0.30623,821,2536,0.28829,0.32417
1999,Rural regions,East,Seldom,0.49711,1287,2536,0.47765,0.51658
1999,Rural regions,East,Never,0.09566,187,2536,0.08421,0.10711
2001,Urban regions,West,At least once per week,0.12183,1570,12493,0.11609,0.12757
2001,Urban regions,West,At least once per month,0.28633,3733,12493,0.27840,0.29426
2001,Urban regions,West,Seldom,0.43820,5496,12493,0.42949,0.44690
2001,Urban regions,West,Never,0.15365,1694,12493,0.14732,0.15997
2001,Urban regions,East,At least once per week,0.13789,214,1736,0.12166,0.15411
2001,Urban regions,East,At least once per month,0.30131,547,1736,0.27972,0.32290
2001,Urban regions,East,Seldom,0.46733,834,1736,0.44385,0.49080
2001,Urban regions,East,Never,0.09348,141,1736,0.07978,0.10718
2001,Rural regions,West,At least once per week,0.11579,458,3861,0.10570,0.12589
2001,Rural regions,West,At least once per month,0.29622,1162,3861,0.28182,0.31063
2001,Rural regions,West,Seldom,0.43125,1697,3861,0.41563,0.44688
2001,Rural regions,West,Never,0.15673,544,3861,0.14527,0.16820
2001,Rural regions,East,At least once per week,0.13531,466,3671,0.12424,0.14638
2001,Rural regions,East,At least once per month,0.32993,1268,3671,0.31472,0.34514
2001,Rural regions,East,Seldom,0.42678,1615,3671,0.41078,0.44278
2001,Rural regions,East,Never,0.10798,322,3671,0.09794,0.11803
2005,Urban regions,West,At least once per week,0.12062,1454,12004,0.11479,0.12645
2005,Urban regions,West,At least once per month,0.30573,3700,12004,0.29749,0.31398
2005,Urban regions,West,Seldom,0.44407,5473,12004,0.43518,0.45296
2005,Urban regions,West,Never,0.12958,1377,12004,0.12357,0.13559
2005,Urban regions,East,At least once per week,0.12639,192,1696,0.11057,0.14221
2005,Urban regions,East,At least once per month,0.29561,536,1696,0.27389,0.31734
2005,Urban regions,East,Seldom,0.50085,864,1696,0.47705,0.52466
2005,Urban regions,East,Never,0.07714,104,1696,0.06444,0.08985
2005,Rural regions,West,At least once per week,0.11970,419,3566,0.10905,0.13036
2005,Rural regions,West,At least once per month,0.32125,1162,3566,0.30592,0.33657
2005,Rural regions,West,Seldom,0.43093,1583,3566,0.41468,0.44719
2005,Rural regions,West,Never,0.12812,402,3566,0.11715,0.13909
2005,Rural regions,East,At least once per week,0.12494,364,3314,0.11368,0.13620
2005,Rural regions,East,At least once per month,0.32099,1078,3314,0.30509,0.33689
2005,Rural regions,East,Seldom,0.44480,1566,3314,0.42787,0.46172
2005,Rural regions,East,Never,0.10927,306,3314,0.09865,0.11989
2007,Urban regions,West,At least once per week,0.11908,1517,11756,0.11322,0.12493
2007,Urban regions,West,At least once per month,0.30790,3585,11756,0.29956,0.31625
2007,Urban regions,West,Seldom,0.43837,5239,11756,0.42940,0.44734
2007,Urban regions,West,Never,0.13465,1415,11756,0.12848,0.14082
2007,Urban regions,East,At least once per week,0.11396,204,1664,0.09868,0.12923
2007,Urban regions,East,At least once per month,0.31122,530,1664,0.28897,0.33347
2007,Urban regions,East,Seldom,0.46282,773,1664,0.43886,0.48679
2007,Urban regions,East,Never,0.11200,157,1664,0.09684,0.12716
2007,Rural regions,West,At least once per week,0.12742,465,3657,0.11661,0.13823
2007,Rural regions,West,At least once per month,0.31611,1190,3657,0.30104,0.33118
2007,Rural regions,West,Seldom,0.41871,1537,3657,0.40272,0.43470
2007,Rural regions,West,Never,0.13776,465,3657,0.12659,0.14893
2007,Rural regions,East,At least once per week,0.12224,380,3311,0.11109,0.13340
2007,Rural regions,East,At least once per month,0.35485,1143,3311,0.33855,0.37115
2007,Rural regions,East,Seldom,0.41605,1455,3311,0.39925,0.43284
2007,Rural regions,East,Never,0.10686,333,3311,0.09634,0.11739
2009,Urban regions,West,At least once per week,0.10439,1069,10121,0.09843,0.11035
2009,Urban regions,West,At least once per month,0.29915,3041,10121,0.29023,0.30807
2009,Urban regions,West,Seldom,0.47093,4842,10121,0.46120,0.48065
2009,Urban regions,West,Never,0.12553,1169,10121,0.11908,0.13199
2009,Urban regions,East,At least once per week,0.09998,165,1525,0.08492,0.11504
2009,Urban regions,East,At least once per month,0.33274,484,1525,0.30909,0.35640
2009,Urban regions,East,Seldom,0.45728,734,1525,0.43227,0.48229
2009,Urban regions,East,Never,0.11000,142,1525,0.09429,0.12571
2009,Rural regions,West,At least once per week,0.10881,340,3269,0.09813,0.11949
2009,Rural regions,West,At least once per month,0.31211,1036,3269,0.29622,0.32799
2009,Rural regions,West,Seldom,0.44160,1467,3269,0.42457,0.45862
2009,Rural regions,West,Never,0.13749,426,3269,0.12568,0.14929
2009,Rural regions,East,At least once per week,0.11932,331,2992,0.10771,0.13094
2009,Rural regions,East,At least once per month,0.34228,979,2992,0.32527,0.35928
2009,Rural regions,East,Seldom,0.45071,1414,2992,0.43288,0.46855
2009,Rural regions,East,Never,0.08768,268,2992,0.07755,0.09782
2011,Urban regions,West,At least once per week,0.11735,2102,15967,0.11236,0.12234
2011,Urban regions,West,At least once per month,0.29721,5012,15967,0.29012,0.30430
2011,Urban regions,West,Seldom,0.45963,7083,15967,0.45190,0.46736
2011,Urban regions,West,Never,0.12581,1770,15967,0.12067,0.13096
2011,Urban regions,East,At least once per week,0.13590,304,2176,0.12150,0.15031
2011,Urban regions,East,At least once per month,0.33556,742,2176,0.31572,0.35541
2011,Urban regions,East,Seldom,0.44117,967,2176,0.42030,0.46203
2011,Urban regions,East,Never,0.08737,163,2176,0.07550,0.09924
2011,Rural regions,West,At least once per week,0.13178,837,6004,0.12322,0.14033
2011,Rural regions,West,At least once per month,0.30040,1938,6004,0.28880,0.31200
2011,Rural regions,West,Seldom,0.43926,2538,6004,0.42670,0.45181
2011,Rural regions,West,Never,0.12857,691,6004,0.12010,0.13704
2011,Rural regions,East,At least once per week,0.14005,529,4115,0.12944,0.15065
2011,Rural regions,East,At least once per month,0.33569,1404,4115,0.32126,0.35012
2011,Rural regions,East,Seldom,0.42258,1753,4115,0.40749,0.43768
2011,Rural regions,East,Never,0.10168,429,4115,0.09245,0.11092
2015,Urban regions,West,At least once per week,0.11963,2106,15547,0.11453,0.12473
2015,Urban regions,West,At least once per month,0.31520,5246,15547,0.30790,0.32251
2015,Urban regions,West,Seldom,0.45767,6814,15547,0.44984,0.46550
2015,Urban regions,West,Never,0.10749,1381,15547,0.10262,0.11236
2015,Urban regions,East,At least once per week,0.10530,221,1917,0.09155,0.11904
2015,Urban regions,East,At least once per month,0.30213,616,1917,0.28157,0.32269
2015,Urban regions,East,Seldom,0.49660,918,1917,0.47421,0.51898
2015,Urban regions,East,Never,0.09597,162,1917,0.08278,0.10916
2015,Rural regions,West,At least once per week,0.11051,791,5779,0.10243,0.11860
2015,Rural regions,West,At least once per month,0.32736,1987,5779,0.31526,0.33946
2015,Rural regions,West,Seldom,0.45499,2478,5779,0.44215,0.46783
2015,Rural regions,West,Never,0.10713,523,5779,0.09915,0.11510
2015,Rural regions,East,At least once per week,0.12075,407,3473,0.10992,0.13159
2015,Rural regions,East,At least once per month,0.32215,1178,3473,0.30661,0.33769
2015,Rural regions,East,Seldom,0.46048,1569,3473,0.44390,0.47706
2015,Rural regions,East,Never,0.09662,319,3473,0.08679,0.10645
2017,Urban regions,West,At least once per week,0.13249,2153,15204,0.12710,0.13788
2017,Urban regions,West,At least once per month,0.33277,5237,15204,0.32528,0.34026
2017,Urban regions,West,Seldom,0.42369,6463,15204,0.41584,0.43155
2017,Urban regions,West,Never,0.11105,1351,15204,0.10605,0.11604
2017,Urban regions,East,At least once per week,0.13452,274,1942,0.11934,0.14970
2017,Urban regions,East,At least once per month,0.32361,667,1942,0.30280,0.34443
2017,Urban regions,East,Seldom,0.44310,852,1942,0.42100,0.46520
2017,Urban regions,East,Never,0.09877,149,1942,0.08550,0.11204
2017,Rural regions,West,At least once per week,0.14833,926,5713,0.13911,0.15754
2017,Rural regions,West,At least once per month,0.33127,2034,5713,0.31907,0.34348
2017,Rural regions,West,Seldom,0.42154,2284,5713,0.40873,0.43434
2017,Rural regions,West,Never,0.09886,469,5713,0.09112,0.10660
2017,Rural regions,East,At least once per week,0.14236,486,3634,0.13100,0.15372
2017,Rural regions,East,At least once per month,0.35183,1292,3634,0.33630,0.36736
2017,Rural regions,East,Seldom,0.41356,1521,3634,0.39754,0.42957
2017,Rural regions,East,Never,0.09225,335,3634,0.08284,0.10166
