year,bula_h,quintil_oecd_hh,pet_dog,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Mecklenburg-Western Pomerania,1st Quintile,No,0.81911,62,62,0.72251,0.91571
2001,Mecklenburg-Western Pomerania,2nd Quintile,No,0.77307,64,64,0.66964,0.87650
2001,Mecklenburg-Western Pomerania,3rd Quintile,No,0.76781,43,43,0.64012,0.89551
2001,Saxony,1st Quintile,No,0.92142,179,179,0.88189,0.96095
2001,Saxony,2nd Quintile,Yes,0.12708,40,256,0.08620,0.16797
2001,Saxony,2nd Quintile,No,0.87292,216,256,0.83203,0.91380
2001,Saxony,3rd Quintile,No,0.87555,177,177,0.82678,0.92432
2001,Saxony,4th Quintile,No,0.89991,106,106,0.84251,0.95732
2001,Saxony,5th Quintile,No,0.88797,60,60,0.80749,0.96845
2001,Saxony-Anhalt,1st Quintile,No,0.88295,95,95,0.81796,0.94794
2001,Saxony-Anhalt,2nd Quintile,Yes,0.24280,42,141,0.17177,0.31382
2001,Saxony-Anhalt,2nd Quintile,No,0.75720,99,141,0.68618,0.82823
2001,Saxony-Anhalt,3rd Quintile,Yes,0.28728,36,119,0.20563,0.36892
2001,Saxony-Anhalt,3rd Quintile,No,0.71272,83,119,0.63108,0.79437
2001,Saxony-Anhalt,4th Quintile,No,0.76793,69,69,0.66759,0.86827
2001,Saxony-Anhalt,5th Quintile,No,0.81551,35,35,0.68512,0.94589
2001,Thuringa,1st Quintile,No,0.80018,93,93,0.71848,0.88189
2001,Thuringa,2nd Quintile,No,0.83282,99,99,0.75894,0.90670
2001,Thuringa,3rd Quintile,Yes,0.18362,32,130,0.11680,0.25043
2001,Thuringa,3rd Quintile,No,0.81638,98,130,0.74957,0.88320
2001,Thuringa,4th Quintile,No,0.84444,67,67,0.75700,0.93188
2006,Schleswig-Holstein,1st Quintile,No,0.83028,52,52,0.72726,0.93331
2006,Schleswig-Holstein,2nd Quintile,No,0.87575,55,55,0.78776,0.96373
2006,Schleswig-Holstein,3rd Quintile,No,0.93678,63,63,0.87621,0.99736
2006,Schleswig-Holstein,4th Quintile,No,0.82531,75,75,0.73880,0.91183
2006,Schleswig-Holstein,5th Quintile,No,0.96309,95,95,0.92498,1.00121
2006,Hamburg,1st Quintile,No,0.99610,40,40,0.97653,1.01566
2006,Hamburg,5th Quintile,No,0.95278,52,52,0.89456,1.01099
2006,Lower Saxony,1st Quintile,No,0.87579,135,135,0.81995,0.93163
2006,Lower Saxony,2nd Quintile,No,0.89758,162,162,0.85074,0.94441
2006,Lower Saxony,3rd Quintile,Yes,0.18139,32,200,0.12785,0.23493
2006,Lower Saxony,3rd Quintile,No,0.81861,168,200,0.76507,0.87215
2006,Lower Saxony,4th Quintile,Yes,0.16141,41,238,0.11457,0.20825
2006,Lower Saxony,4th Quintile,No,0.83859,197,238,0.79175,0.88543
2006,Lower Saxony,5th Quintile,Yes,0.13711,50,289,0.09738,0.17683
2006,Lower Saxony,5th Quintile,No,0.86289,239,289,0.82317,0.90262
2006,North Rhine-Westphalia,1st Quintile,Yes,0.08541,40,438,0.05920,0.11161
2006,North Rhine-Westphalia,1st Quintile,No,0.91459,398,438,0.88839,0.94080
2006,North Rhine-Westphalia,2nd Quintile,Yes,0.14259,62,411,0.10874,0.17643
2006,North Rhine-Westphalia,2nd Quintile,No,0.85741,349,411,0.82357,0.89126
2006,North Rhine-Westphalia,3rd Quintile,Yes,0.09509,57,442,0.06771,0.12246
2006,North Rhine-Westphalia,3rd Quintile,No,0.90491,385,442,0.87754,0.93229
2006,North Rhine-Westphalia,4th Quintile,Yes,0.10305,61,526,0.07704,0.12905
2006,North Rhine-Westphalia,4th Quintile,No,0.89695,465,526,0.87095,0.92296
2006,North Rhine-Westphalia,5th Quintile,Yes,0.11112,91,720,0.08815,0.13409
2006,North Rhine-Westphalia,5th Quintile,No,0.88888,629,720,0.86591,0.91185
2006,Hesse,1st Quintile,No,0.93121,112,112,0.88413,0.97830
2006,Hesse,2nd Quintile,No,0.86332,97,97,0.79460,0.93204
2006,Hesse,3rd Quintile,No,0.82681,129,129,0.76125,0.89236
2006,Hesse,4th Quintile,No,0.89318,146,146,0.84291,0.94346
2006,Hesse,5th Quintile,Yes,0.14074,43,282,0.10008,0.18140
2006,Hesse,5th Quintile,No,0.85926,239,282,0.81860,0.89992
2006,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.86924,115,115,0.80735,0.93113
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.84865,116,116,0.78315,0.91415
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.89280,115,115,0.83601,0.94959
2006,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.87291,125,125,0.81428,0.93153
2006,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.87386,152,152,0.82091,0.92682
2006,Baden-Wuerttemberg,1st Quintile,No,0.91395,165,165,0.87103,0.95687
2006,Baden-Wuerttemberg,2nd Quintile,No,0.91396,202,202,0.87520,0.95273
2006,Baden-Wuerttemberg,3rd Quintile,Yes,0.09161,31,281,0.05782,0.12540
2006,Baden-Wuerttemberg,3rd Quintile,No,0.90839,250,281,0.87460,0.94218
2006,Baden-Wuerttemberg,4th Quintile,Yes,0.12314,43,326,0.08741,0.15886
2006,Baden-Wuerttemberg,4th Quintile,No,0.87686,283,326,0.84114,0.91259
2006,Baden-Wuerttemberg,5th Quintile,Yes,0.09518,57,462,0.06839,0.12197
2006,Baden-Wuerttemberg,5th Quintile,No,0.90482,405,462,0.87803,0.93161
2006,Bavaria,1st Quintile,No,0.88159,198,198,0.83648,0.92671
2006,Bavaria,2nd Quintile,No,0.91972,232,232,0.88468,0.95476
2006,Bavaria,3rd Quintile,Yes,0.13574,44,344,0.09949,0.17198
2006,Bavaria,3rd Quintile,No,0.86426,300,344,0.82802,0.90051
2006,Bavaria,4th Quintile,Yes,0.11349,46,378,0.08147,0.14551
2006,Bavaria,4th Quintile,No,0.88651,332,378,0.85449,0.91853
2006,Bavaria,5th Quintile,Yes,0.10743,63,520,0.08079,0.13408
2006,Bavaria,5th Quintile,No,0.89257,457,520,0.86592,0.91921
2006,Berlin,1st Quintile,No,0.94407,110,110,0.90094,0.98721
2006,Berlin,2nd Quintile,No,0.87922,73,73,0.80395,0.95449
2006,Berlin,3rd Quintile,No,0.92805,72,72,0.86794,0.98816
2006,Berlin,4th Quintile,No,0.96264,91,91,0.92345,1.00182
2006,Berlin,5th Quintile,No,0.96795,109,109,0.93473,1.00117
2006,Brandenburg,1st Quintile,No,0.72282,84,84,0.62652,0.81912
2006,Brandenburg,2nd Quintile,No,0.84302,115,115,0.77625,0.90980
2006,Brandenburg,3rd Quintile,No,0.87599,102,102,0.81171,0.94027
2006,Brandenburg,4th Quintile,No,0.78393,74,74,0.68952,0.87835
2006,Brandenburg,5th Quintile,No,0.81109,55,55,0.70669,0.91550
2006,Mecklenburg-Western Pomerania,1st Quintile,No,0.85529,65,65,0.76910,0.94148
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.82302,64,64,0.72877,0.91726
2006,Mecklenburg-Western Pomerania,3rd Quintile,No,0.76596,40,40,0.63307,0.89884
2006,Mecklenburg-Western Pomerania,4th Quintile,No,0.78012,40,40,0.65013,0.91011
2006,Mecklenburg-Western Pomerania,5th Quintile,No,0.70922,33,33,0.55188,0.86657
2006,Saxony,1st Quintile,No,0.93907,187,187,0.90469,0.97344
2006,Saxony,2nd Quintile,No,0.86460,177,177,0.81405,0.91515
2006,Saxony,3rd Quintile,Yes,0.14755,31,221,0.10069,0.19442
2006,Saxony,3rd Quintile,No,0.85245,190,221,0.80558,0.89931
2006,Saxony,4th Quintile,No,0.93193,135,135,0.88928,0.97457
2006,Saxony,5th Quintile,No,0.83008,80,80,0.74726,0.91290
2006,Saxony-Anhalt,1st Quintile,No,0.88064,91,91,0.81366,0.94763
2006,Saxony-Anhalt,2nd Quintile,Yes,0.25129,33,115,0.17166,0.33091
2006,Saxony-Anhalt,2nd Quintile,No,0.74871,82,115,0.66909,0.82834
2006,Saxony-Anhalt,3rd Quintile,Yes,0.28280,32,132,0.20568,0.35993
2006,Saxony-Anhalt,3rd Quintile,No,0.71720,100,132,0.64007,0.79432
2006,Saxony-Anhalt,4th Quintile,No,0.71678,55,55,0.59660,0.83695
2006,Saxony-Anhalt,5th Quintile,No,0.84054,50,50,0.73803,0.94305
2006,Thuringa,1st Quintile,No,0.82816,88,88,0.74889,0.90743
2006,Thuringa,2nd Quintile,No,0.88656,125,125,0.83074,0.94238
2006,Thuringa,3rd Quintile,No,0.82881,86,86,0.74874,0.90889
2006,Thuringa,4th Quintile,No,0.85739,83,83,0.78171,0.93308
2006,Thuringa,5th Quintile,No,0.76796,39,39,0.63374,0.90218
2011,Schleswig-Holstein,1st Quintile,No,0.97109,88,88,0.93589,1.00630
2011,Schleswig-Holstein,2nd Quintile,No,0.90126,69,69,0.83035,0.97216
2011,Schleswig-Holstein,3rd Quintile,No,0.90892,72,72,0.84200,0.97585
2011,Schleswig-Holstein,4th Quintile,No,0.92363,72,72,0.86185,0.98541
2011,Schleswig-Holstein,5th Quintile,No,0.81739,65,65,0.72273,0.91204
2011,Hamburg,2nd Quintile,No,0.99350,39,39,0.96796,1.01905
2011,Hamburg,3rd Quintile,No,0.96907,35,35,0.91088,1.02726
2011,Hamburg,4th Quintile,No,0.92709,31,31,0.83405,1.02012
2011,Hamburg,5th Quintile,No,0.91127,52,52,0.83323,0.98931
2011,Lower Saxony,1st Quintile,No,0.90116,151,151,0.85340,0.94892
2011,Lower Saxony,2nd Quintile,No,0.89875,163,163,0.85230,0.94521
2011,Lower Saxony,3rd Quintile,Yes,0.14877,38,212,0.10076,0.19679
2011,Lower Saxony,3rd Quintile,No,0.85123,174,212,0.80321,0.89924
2011,Lower Saxony,4th Quintile,Yes,0.16443,40,239,0.11734,0.21152
2011,Lower Saxony,4th Quintile,No,0.83557,199,239,0.78848,0.88266
2011,Lower Saxony,5th Quintile,Yes,0.12847,39,278,0.08906,0.16788
2011,Lower Saxony,5th Quintile,No,0.87153,239,278,0.83212,0.91094
2011,North Rhine-Westphalia,1st Quintile,Yes,0.11179,50,434,0.08211,0.14147
2011,North Rhine-Westphalia,1st Quintile,No,0.88821,384,434,0.85853,0.91789
2011,North Rhine-Westphalia,2nd Quintile,Yes,0.11993,45,381,0.08726,0.15259
2011,North Rhine-Westphalia,2nd Quintile,No,0.88007,336,381,0.84741,0.91274
2011,North Rhine-Westphalia,3rd Quintile,Yes,0.11361,58,425,0.08340,0.14382
2011,North Rhine-Westphalia,3rd Quintile,No,0.88639,367,425,0.85618,0.91660
2011,North Rhine-Westphalia,4th Quintile,Yes,0.10782,57,493,0.08042,0.13523
2011,North Rhine-Westphalia,4th Quintile,No,0.89218,436,493,0.86477,0.91958
2011,North Rhine-Westphalia,5th Quintile,Yes,0.09951,76,619,0.07591,0.12311
2011,North Rhine-Westphalia,5th Quintile,No,0.90049,543,619,0.87689,0.92409
2011,Hesse,1st Quintile,No,0.89391,113,113,0.83688,0.95094
2011,Hesse,2nd Quintile,No,0.90488,107,107,0.84902,0.96073
2011,Hesse,3rd Quintile,No,0.81682,125,125,0.74874,0.88490
2011,Hesse,4th Quintile,No,0.83333,141,141,0.77160,0.89506
2011,Hesse,5th Quintile,Yes,0.18291,50,259,0.13574,0.23009
2011,Hesse,5th Quintile,No,0.81709,209,259,0.76991,0.86426
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.90233,125,125,0.85007,0.95458
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.87962,113,113,0.81935,0.93989
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.81405,106,106,0.73963,0.88847
2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.88141,124,124,0.82427,0.93855
2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.86234,131,131,0.80312,0.92157
2011,Baden-Wuerttemberg,1st Quintile,No,0.95096,167,167,0.91811,0.98381
2011,Baden-Wuerttemberg,2nd Quintile,No,0.91636,198,198,0.87770,0.95502
2011,Baden-Wuerttemberg,3rd Quintile,No,0.88953,236,236,0.84945,0.92961
2011,Baden-Wuerttemberg,4th Quintile,Yes,0.13091,42,332,0.09457,0.16725
2011,Baden-Wuerttemberg,4th Quintile,No,0.86909,290,332,0.83275,0.90543
2011,Baden-Wuerttemberg,5th Quintile,Yes,0.12078,46,403,0.08892,0.15263
2011,Baden-Wuerttemberg,5th Quintile,No,0.87922,357,403,0.84737,0.91108
2011,Bavaria,1st Quintile,No,0.89143,243,243,0.85223,0.93063
2011,Bavaria,2nd Quintile,Yes,0.09510,32,288,0.06116,0.12904
2011,Bavaria,2nd Quintile,No,0.90490,256,288,0.87096,0.93884
2011,Bavaria,3rd Quintile,Yes,0.10648,42,348,0.07403,0.13894
2011,Bavaria,3rd Quintile,No,0.89352,306,348,0.86106,0.92597
2011,Bavaria,4th Quintile,Yes,0.08605,44,412,0.05894,0.11316
2011,Bavaria,4th Quintile,No,0.91395,368,412,0.88684,0.94106
2011,Bavaria,5th Quintile,Yes,0.13034,73,518,0.10132,0.15936
2011,Bavaria,5th Quintile,No,0.86966,445,518,0.84064,0.89868
2011,Berlin,1st Quintile,No,0.95746,107,107,0.91903,0.99588
2011,Berlin,2nd Quintile,No,0.92386,77,77,0.86423,0.98349
2011,Berlin,3rd Quintile,No,0.96364,99,99,0.92658,1.00070
2011,Berlin,4th Quintile,No,0.91452,94,94,0.85769,0.97134
2011,Berlin,5th Quintile,No,0.96332,105,105,0.92719,0.99945
2011,Brandenburg,1st Quintile,No,0.81884,98,98,0.74220,0.89549
2011,Brandenburg,2nd Quintile,No,0.78273,94,94,0.69891,0.86654
2011,Brandenburg,3rd Quintile,No,0.86748,99,99,0.80034,0.93461
2011,Brandenburg,4th Quintile,No,0.77558,68,68,0.67568,0.87548
2011,Brandenburg,5th Quintile,No,0.87240,58,58,0.78579,0.95902
2011,Mecklenburg-Western Pomerania,1st Quintile,No,0.87008,74,74,0.79295,0.94721
2011,Mecklenburg-Western Pomerania,2nd Quintile,No,0.84297,67,67,0.75519,0.93075
2011,Mecklenburg-Western Pomerania,3rd Quintile,No,0.82267,49,49,0.71462,0.93073
2011,Mecklenburg-Western Pomerania,4th Quintile,No,0.81027,36,36,0.68038,0.94017
2011,Mecklenburg-Western Pomerania,5th Quintile,No,0.79177,31,31,0.64647,0.93707
2011,Saxony,1st Quintile,No,0.88674,177,177,0.83992,0.93356
2011,Saxony,2nd Quintile,No,0.86883,194,194,0.82121,0.91646
2011,Saxony,3rd Quintile,No,0.89406,176,176,0.84846,0.93965
2011,Saxony,4th Quintile,No,0.88236,104,104,0.82014,0.94458
2011,Saxony,5th Quintile,No,0.89737,72,72,0.82677,0.96796
2011,Saxony-Anhalt,1st Quintile,No,0.89627,107,107,0.83823,0.95432
2011,Saxony-Anhalt,2nd Quintile,Yes,0.23184,33,135,0.16038,0.30329
2011,Saxony-Anhalt,2nd Quintile,No,0.76816,102,135,0.69671,0.83962
2011,Saxony-Anhalt,3rd Quintile,No,0.76583,85,85,0.67527,0.85639
2011,Saxony-Anhalt,4th Quintile,No,0.69251,62,62,0.57671,0.80831
2011,Saxony-Anhalt,5th Quintile,No,0.68031,48,48,0.54699,0.81364
2011,Thuringa,1st Quintile,No,0.86807,119,119,0.80701,0.92913
2011,Thuringa,2nd Quintile,No,0.90473,127,127,0.85346,0.95599
2011,Thuringa,3rd Quintile,No,0.88078,100,100,0.81695,0.94461
2011,Thuringa,4th Quintile,No,0.95133,74,74,0.90197,1.00069
2011,Thuringa,5th Quintile,No,0.74515,34,34,0.59646,0.89383
2016,Schleswig-Holstein,1st Quintile,No,0.90301,109,109,0.84720,0.95883
2016,Schleswig-Holstein,2nd Quintile,No,0.91559,92,92,0.85848,0.97271
2016,Schleswig-Holstein,3rd Quintile,No,0.90448,83,83,0.84085,0.96810
2016,Schleswig-Holstein,4th Quintile,No,0.86165,74,74,0.78245,0.94086
2016,Schleswig-Holstein,5th Quintile,No,0.84348,71,71,0.75836,0.92860
2016,Hamburg,1st Quintile,No,0.85123,43,43,0.74360,0.95885
2016,Hamburg,2nd Quintile,No,0.91324,51,51,0.83522,0.99126
2016,Hamburg,3rd Quintile,No,0.99705,35,35,0.97882,1.01528
2016,Hamburg,4th Quintile,No,0.96254,56,56,0.91236,1.01272
2016,Hamburg,5th Quintile,No,0.86766,59,59,0.78045,0.95487
2016,Lower Saxony,1st Quintile,Yes,0.14681,53,309,0.10728,0.18633
2016,Lower Saxony,1st Quintile,No,0.85319,256,309,0.81367,0.89272
2016,Lower Saxony,2nd Quintile,Yes,0.14887,44,251,0.10474,0.19299
2016,Lower Saxony,2nd Quintile,No,0.85113,207,251,0.80701,0.89526
2016,Lower Saxony,3rd Quintile,Yes,0.13460,49,240,0.09133,0.17787
2016,Lower Saxony,3rd Quintile,No,0.86540,191,240,0.82213,0.90867
2016,Lower Saxony,4th Quintile,Yes,0.23290,63,277,0.18304,0.28277
2016,Lower Saxony,4th Quintile,No,0.76710,214,277,0.71723,0.81696
2016,Lower Saxony,5th Quintile,Yes,0.15004,45,271,0.10744,0.19263
2016,Lower Saxony,5th Quintile,No,0.84996,226,271,0.80737,0.89256
2016,Bremen,1st Quintile,No,0.76897,31,31,0.61814,0.91980
2016,North Rhine-Westphalia,1st Quintile,Yes,0.11247,80,684,0.08878,0.13617
2016,North Rhine-Westphalia,1st Quintile,No,0.88753,604,684,0.86383,0.91122
2016,North Rhine-Westphalia,2nd Quintile,Yes,0.09868,70,575,0.07429,0.12308
2016,North Rhine-Westphalia,2nd Quintile,No,0.90132,505,575,0.87692,0.92571
2016,North Rhine-Westphalia,3rd Quintile,Yes,0.11065,68,523,0.08374,0.13756
2016,North Rhine-Westphalia,3rd Quintile,No,0.88935,455,523,0.86244,0.91626
2016,North Rhine-Westphalia,4th Quintile,Yes,0.10895,78,542,0.08269,0.13521
2016,North Rhine-Westphalia,4th Quintile,No,0.89105,464,542,0.86479,0.91731
