year,bula_h,sampreg,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Schleswig-Holstein,West,Sometimes,0.17363,89,518,0.14098,0.20629
2008,Hamburg,West,Very seldom,0.49206,134,257,0.43082,0.55331
2008,Hamburg,West,Seldom,0.30413,88,257,0.24777,0.36048
2008,Hamburg,West,Sometimes,0.12358,35,257,0.08326,0.16389
2008,Lower Saxony,West,Very seldom,0.42131,743,1730,0.39804,0.44459
2008,Lower Saxony,West,Seldom,0.33321,583,1730,0.31099,0.35543
2008,Lower Saxony,West,Sometimes,0.15681,265,1730,0.13967,0.17395
2008,Lower Saxony,West,Often,0.07410,107,1730,0.06175,0.08645
2008,Lower Saxony,West,Very often,0.01456,32,1730,0.00892,0.02021
2008,Bremen,West,Very seldom,0.50231,72,111,0.40887,0.59575
2008,Bremen,West,Seldom,0.30478,39,111,0.21876,0.39080
2008,North Rhine-Westphalia,West,Very seldom,0.42277,1695,3919,0.40730,0.43824
2008,North Rhine-Westphalia,West,Seldom,0.32805,1311,3919,0.31335,0.34275
2008,North Rhine-Westphalia,West,Sometimes,0.16882,633,3919,0.15709,0.18055
2008,North Rhine-Westphalia,West,Often,0.06248,224,3919,0.05490,0.07006
2008,North Rhine-Westphalia,West,Very often,0.01787,56,3919,0.01372,0.02202
2008,Hesse,West,Very seldom,0.36972,512,1287,0.34333,0.39610
2008,Hesse,West,Seldom,0.34245,456,1287,0.31651,0.36839
2008,Hesse,West,Sometimes,0.19668,229,1287,0.17496,0.21841
2008,Hesse,West,Often,0.07368,90,1287,0.05941,0.08796
2008,"Rhineland-Palatinate, Saarland",West,Very seldom,0.45254,501,1063,0.42260,0.48248
2008,"Rhineland-Palatinate, Saarland",West,Seldom,0.26125,305,1063,0.23483,0.28767
2008,"Rhineland-Palatinate, Saarland",West,Sometimes,0.19151,188,1063,0.16784,0.21517
2008,"Rhineland-Palatinate, Saarland",West,Often,0.05678,69,1063,0.04286,0.07070
2008,Baden-Wuerttemberg,West,Very seldom,0.39165,950,2347,0.37190,0.41140
2008,Baden-Wuerttemberg,West,Seldom,0.35451,847,2347,0.33515,0.37386
2008,Baden-Wuerttemberg,West,Sometimes,0.17720,390,2347,0.16174,0.19265
2008,Baden-Wuerttemberg,West,Often,0.05807,118,2347,0.04860,0.06753
2008,Baden-Wuerttemberg,West,Very often,0.01858,42,2347,0.01312,0.02405
2008,Bavaria,West,Very seldom,0.35675,1006,2737,0.33880,0.37470
2008,Bavaria,West,Seldom,0.35195,975,2737,0.33406,0.36985
2008,Bavaria,West,Sometimes,0.19702,521,2737,0.18212,0.21192
2008,Bavaria,West,Often,0.08380,203,2737,0.07341,0.09418
2008,Bavaria,West,Very often,0.01049,32,2737,0.00667,0.01430
2008,Berlin,West,Very seldom,0.31032,124,356,0.26219,0.35844
2008,Berlin,West,Seldom,0.37837,150,356,0.32792,0.42882
2008,Berlin,West,Sometimes,0.23255,82,356,0.18861,0.27650
2008,Berlin,East,Very seldom,0.34516,117,301,0.29136,0.39896
2008,Berlin,East,Seldom,0.35759,125,301,0.30336,0.41183
2008,Berlin,East,Sometimes,0.16175,59,301,0.12009,0.20342
2008,Brandenburg,East,Very seldom,0.35155,309,807,0.31858,0.38451
2008,Brandenburg,East,Seldom,0.38168,302,807,0.34814,0.41522
2008,Brandenburg,East,Sometimes,0.17062,143,807,0.14465,0.19659
2008,Brandenburg,East,Often,0.07565,53,807,0.05740,0.09391
2008,Mecklenburg-Western Pomerania,East,Very seldom,0.43403,208,460,0.38869,0.47937
2008,Mecklenburg-Western Pomerania,East,Seldom,0.33742,178,460,0.29416,0.38068
2008,Mecklenburg-Western Pomerania,East,Sometimes,0.16632,74,460,0.13225,0.20038
2008,Saxony,East,Very seldom,0.34993,511,1416,0.32508,0.37478
2008,Saxony,East,Seldom,0.36910,545,1416,0.34396,0.39425
2008,Saxony,East,Sometimes,0.18734,264,1416,0.16701,0.20767
2008,Saxony,East,Often,0.08762,96,1416,0.07289,0.10235
2008,Saxony-Anhalt,East,Very seldom,0.38046,299,802,0.34683,0.41408
2008,Saxony-Anhalt,East,Seldom,0.33570,286,802,0.30299,0.36840
2008,Saxony-Anhalt,East,Sometimes,0.21612,169,802,0.18762,0.24463
2008,Saxony-Anhalt,East,Often,0.05378,48,802,0.03816,0.06940
2008,Thuringa,East,Very seldom,0.37851,303,855,0.34598,0.41104
2008,Thuringa,East,Seldom,0.35629,335,855,0.32417,0.38841
2008,Thuringa,East,Sometimes,0.18029,161,855,0.15450,0.20607
2008,Thuringa,East,Often,0.06505,56,855,0.04851,0.08159
2009,Schleswig-Holstein,West,Very seldom,0.45865,267,482,0.41412,0.50318
2009,Schleswig-Holstein,West,Seldom,0.32689,151,482,0.28497,0.36881
2009,Schleswig-Holstein,West,Sometimes,0.15121,64,482,0.11920,0.18323
2009,Hamburg,West,Very seldom,0.45319,127,245,0.39073,0.51565
2009,Hamburg,West,Seldom,0.29186,76,245,0.23481,0.34890
2009,Hamburg,West,Sometimes,0.19052,42,245,0.14125,0.23980
2009,Lower Saxony,West,Very seldom,0.41473,701,1620,0.39073,0.43873
2009,Lower Saxony,West,Seldom,0.29848,497,1620,0.27619,0.32076
2009,Lower Saxony,West,Sometimes,0.19954,286,1620,0.18007,0.21901
2009,Lower Saxony,West,Often,0.06765,104,1620,0.05542,0.07988
2009,Lower Saxony,West,Very often,0.01960,32,1620,0.01285,0.02636
2009,Bremen,West,Very seldom,0.41156,49,87,0.30755,0.51557
2009,Bremen,West,Seldom,0.35298,38,87,0.25198,0.45399
2009,North Rhine-Westphalia,West,Very seldom,0.40859,1545,3609,0.39255,0.42463
2009,North Rhine-Westphalia,West,Seldom,0.33311,1195,3609,0.31773,0.34849
2009,North Rhine-Westphalia,West,Sometimes,0.17346,608,3609,0.16111,0.18582
2009,North Rhine-Westphalia,West,Often,0.06730,208,3609,0.05912,0.07547
2009,North Rhine-Westphalia,West,Very often,0.01753,53,3609,0.01325,0.02182
2009,Hesse,West,Very seldom,0.36468,479,1181,0.33721,0.39214
2009,Hesse,West,Seldom,0.36326,411,1181,0.33582,0.39070
2009,Hesse,West,Sometimes,0.19629,223,1181,0.17363,0.21896
2009,Hesse,West,Often,0.05324,68,1181,0.04043,0.06605
2009,"Rhineland-Palatinate, Saarland",West,Very seldom,0.45625,465,992,0.42524,0.48726
2009,"Rhineland-Palatinate, Saarland",West,Seldom,0.28147,285,992,0.25347,0.30947
2009,"Rhineland-Palatinate, Saarland",West,Sometimes,0.16346,170,992,0.14044,0.18648
2009,"Rhineland-Palatinate, Saarland",West,Often,0.07304,72,992,0.05684,0.08924
2009,Baden-Wuerttemberg,West,Very seldom,0.36798,800,2069,0.34720,0.38877
2009,Baden-Wuerttemberg,West,Seldom,0.36541,757,2069,0.34465,0.38616
2009,Baden-Wuerttemberg,West,Sometimes,0.18665,393,2069,0.16986,0.20344
2009,Baden-Wuerttemberg,West,Often,0.06495,119,2069,0.05433,0.07557
2009,Bavaria,West,Very seldom,0.33740,904,2585,0.31917,0.35564
2009,Bavaria,West,Seldom,0.34492,920,2585,0.32660,0.36325
2009,Bavaria,West,Sometimes,0.23239,541,2585,0.21610,0.24867
2009,Bavaria,West,Often,0.07483,185,2585,0.06468,0.08497
2009,Bavaria,West,Very often,0.01046,35,2585,0.00654,0.01438
2009,Berlin,West,Very seldom,0.39918,128,323,0.34569,0.45267
2009,Berlin,West,Seldom,0.31862,116,323,0.26773,0.36952
2009,Berlin,West,Sometimes,0.21536,79,323,0.17046,0.26025
2009,Berlin,East,Very seldom,0.38438,129,291,0.32840,0.44037
2009,Berlin,East,Seldom,0.36540,111,291,0.30998,0.42083
2009,Berlin,East,Sometimes,0.17130,51,291,0.12794,0.21467
2009,Brandenburg,East,Very seldom,0.39509,322,781,0.36078,0.42940
2009,Brandenburg,East,Seldom,0.32081,277,781,0.28805,0.35357
2009,Brandenburg,East,Sometimes,0.20398,139,781,0.17570,0.23226
2009,Brandenburg,East,Often,0.07339,43,781,0.05509,0.09170
2009,Mecklenburg-Western Pomerania,East,Very seldom,0.40129,188,439,0.35538,0.44719
2009,Mecklenburg-Western Pomerania,East,Seldom,0.36526,157,439,0.32016,0.41035
2009,Mecklenburg-Western Pomerania,East,Sometimes,0.20143,94,439,0.16387,0.23899
2009,Saxony,East,Very seldom,0.33238,445,1333,0.30709,0.35768
2009,Saxony,East,Seldom,0.37337,535,1333,0.34739,0.39935
2009,Saxony,East,Sometimes,0.20674,266,1333,0.18499,0.22848
2009,Saxony,East,Often,0.06491,87,1333,0.05168,0.07814
2009,Saxony-Anhalt,East,Very seldom,0.39149,303,756,0.35667,0.42630
2009,Saxony-Anhalt,East,Seldom,0.32968,267,756,0.29615,0.36322
2009,Saxony-Anhalt,East,Sometimes,0.19559,131,756,0.16729,0.22388
2009,Saxony-Anhalt,East,Often,0.06439,55,756,0.04688,0.08190
2009,Thuringa,East,Very seldom,0.37892,309,808,0.34545,0.41240
2009,Thuringa,East,Seldom,0.37410,301,808,0.34072,0.40749
2009,Thuringa,East,Sometimes,0.15478,137,808,0.12982,0.17973
2009,Thuringa,East,Often,0.07542,61,808,0.05720,0.09364
2010,Schleswig-Holstein,West,Very seldom,0.36583,183,419,0.31966,0.41201
2010,Schleswig-Holstein,West,Seldom,0.37156,162,419,0.32523,0.41788
2010,Schleswig-Holstein,West,Sometimes,0.19445,74,419,0.15651,0.23239
2010,Hamburg,West,Very seldom,0.44023,117,249,0.37844,0.50201
2010,Hamburg,West,Seldom,0.28977,83,249,0.23331,0.34623
2010,Hamburg,West,Sometimes,0.20716,49,249,0.15672,0.25760
2010,Lower Saxony,West,Very seldom,0.40887,615,1475,0.38378,0.43397
2010,Lower Saxony,West,Seldom,0.34676,520,1475,0.32246,0.37106
2010,Lower Saxony,West,Sometimes,0.17648,254,1475,0.15702,0.19594
2010,Lower Saxony,West,Often,0.05740,86,1475,0.04553,0.06928
2010,Bremen,West,Very seldom,0.37403,50,82,0.26866,0.47941
2010,Bremen,West,Seldom,0.34203,32,82,0.23872,0.44534
2010,North Rhine-Westphalia,West,Very seldom,0.40311,1446,3365,0.38654,0.41969
2010,North Rhine-Westphalia,West,Seldom,0.34659,1124,3365,0.33051,0.36267
2010,North Rhine-Westphalia,West,Sometimes,0.16888,566,3365,0.15622,0.18154
2010,North Rhine-Westphalia,West,Often,0.06920,190,3365,0.06063,0.07778
2010,North Rhine-Westphalia,West,Very often,0.01221,39,3365,0.00850,0.01593
2010,Hesse,West,Very seldom,0.33251,409,1092,0.30456,0.36047
2010,Hesse,West,Seldom,0.35526,390,1092,0.32686,0.38366
2010,Hesse,West,Sometimes,0.22392,221,1092,0.19919,0.24866
2010,Hesse,West,Often,0.06927,72,1092,0.05420,0.08434
2010,"Rhineland-Palatinate, Saarland",West,Very seldom,0.41250,432,941,0.38103,0.44397
2010,"Rhineland-Palatinate, Saarland",West,Seldom,0.29802,275,941,0.26878,0.32726
2010,"Rhineland-Palatinate, Saarland",West,Sometimes,0.21516,180,941,0.18889,0.24143
2010,"Rhineland-Palatinate, Saarland",West,Often,0.06754,54,941,0.05150,0.08358
2010,Baden-Wuerttemberg,West,Very seldom,0.33893,706,1931,0.31781,0.36005
2010,Baden-Wuerttemberg,West,Seldom,0.38213,764,1931,0.36045,0.40381
2010,Baden-Wuerttemberg,West,Sometimes,0.21225,356,1931,0.19401,0.23049
2010,Baden-Wuerttemberg,West,Often,0.05829,105,1931,0.04783,0.06874
2010,Bavaria,West,Very seldom,0.31613,840,2410,0.29757,0.33470
2010,Bavaria,West,Seldom,0.38763,885,2410,0.36817,0.40709
2010,Bavaria,West,Sometimes,0.20560,479,2410,0.18946,0.22174
2010,Bavaria,West,Often,0.07565,175,2410,0.06509,0.08621
2010,Bavaria,West,Very often,0.01499,31,2410,0.01014,0.01985
2010,Berlin,West,Very seldom,0.41184,132,338,0.35929,0.46439
2010,Berlin,West,Seldom,0.39396,148,338,0.34179,0.44613
2010,Berlin,West,Sometimes,0.11740,58,338,0.08303,0.15176
2010,Berlin,East,Very seldom,0.35130,102,262,0.29338,0.40921
2010,Berlin,East,Seldom,0.31859,89,262,0.26206,0.37511
2010,Berlin,East,Sometimes,0.25646,71,262,0.20348,0.30944
2010,Brandenburg,East,Very seldom,0.36473,274,701,0.32907,0.40038
2010,Brandenburg,East,Seldom,0.32421,250,701,0.28954,0.35889
2010,Brandenburg,East,Sometimes,0.21975,127,701,0.18908,0.25043
2010,Brandenburg,East,Often,0.07707,50,701,0.05732,0.09683
2010,Mecklenburg-Western Pomerania,East,Very seldom,0.36865,164,400,0.32131,0.41599
2010,Mecklenburg-Western Pomerania,East,Seldom,0.39524,164,400,0.34727,0.44321
2010,Mecklenburg-Western Pomerania,East,Sometimes,0.19220,72,400,0.15354,0.23087
2010,Saxony,East,Very seldom,0.34439,422,1224,0.31776,0.37102
2010,Saxony,East,Seldom,0.37849,506,1224,0.35131,0.40567
2010,Saxony,East,Sometimes,0.17860,220,1224,0.15713,0.20007
2010,Saxony,East,Often,0.08518,76,1224,0.06954,0.10083
2010,Saxony-Anhalt,East,Very seldom,0.39800,290,703,0.36179,0.43421
2010,Saxony-Anhalt,East,Seldom,0.34553,243,703,0.31035,0.38071
2010,Saxony-Anhalt,East,Sometimes,0.18387,126,703,0.15522,0.21253
2010,Saxony-Anhalt,East,Often,0.06623,44,703,0.04783,0.08462
2010,Thuringa,East,Very seldom,0.37727,265,734,0.34218,0.41236
2010,Thuringa,East,Seldom,0.37742,294,734,0.34233,0.41251
2010,Thuringa,East,Sometimes,0.14723,131,734,0.12158,0.17288
2010,Thuringa,East,Often,0.07134,44,734,0.05270,0.08997
2011,Schleswig-Holstein,West,Very seldom,0.40573,283,621,0.36708,0.44438
2011,Schleswig-Holstein,West,Seldom,0.39705,237,621,0.35854,0.43556
2011,Schleswig-Holstein,West,Sometimes,0.15574,101,621,0.12720,0.18429
2011,Hamburg,West,Very seldom,0.40487,138,291,0.34838,0.46137
2011,Hamburg,West,Seldom,0.31210,92,291,0.25877,0.36543
2011,Hamburg,West,Sometimes,0.22845,61,291,0.18013,0.27677
2011,Lower Saxony,West,Very seldom,0.38157,718,1871,0.35956,0.40359
2011,Lower Saxony,West,Seldom,0.32118,647,1871,0.30001,0.34234
2011,Lower Saxony,West,Sometimes,0.22353,393,1871,0.20464,0.24241
2011,Lower Saxony,West,Often,0.05887,113,1871,0.04820,0.06953
2011,Bremen,West,Very seldom,0.37185,47,92,0.27255,0.47115
2011,Bremen,West,Seldom,0.28915,45,92,0.19600,0.38230
2011,North Rhine-Westphalia,West,Very seldom,0.40668,1747,4112,0.39166,0.42169
2011,North Rhine-Westphalia,West,Seldom,0.31888,1316,4112,0.30464,0.33313
2011,North Rhine-Westphalia,West,Sometimes,0.18246,725,4112,0.17065,0.19426
2011,North Rhine-Westphalia,West,Often,0.07413,265,4112,0.06612,0.08213
2011,North Rhine-Westphalia,West,Very often,0.01786,59,4112,0.01381,0.02191
2011,Hesse,West,Very seldom,0.37062,543,1400,0.34532,0.39593
2011,Hesse,West,Seldom,0.33446,459,1400,0.30973,0.35918
2011,Hesse,West,Sometimes,0.20830,284,1400,0.18702,0.22958
2011,Hesse,West,Often,0.06465,83,1400,0.05176,0.07753
2011,Hesse,West,Very often,0.02197,31,1400,0.01429,0.02966
2011,"Rhineland-Palatinate, Saarland",West,Very seldom,0.40868,508,1158,0.38035,0.43701
2011,"Rhineland-Palatinate, Saarland",West,Seldom,0.31544,361,1158,0.28867,0.34222
2011,"Rhineland-Palatinate, Saarland",West,Sometimes,0.18997,220,1158,0.16736,0.21257
2011,"Rhineland-Palatinate, Saarland",West,Often,0.06610,69,1158,0.05178,0.08041
2011,Baden-Wuerttemberg,West,Very seldom,0.36142,883,2472,0.34248,0.38036
2011,Baden-Wuerttemberg,West,Seldom,0.35488,926,2472,0.33601,0.37375
2011,Baden-Wuerttemberg,West,Sometimes,0.20464,483,2472,0.18873,0.22055
2011,Baden-Wuerttemberg,West,Often,0.06627,143,2472,0.05646,0.07607
2011,Baden-Wuerttemberg,West,Very often,0.01279,37,2472,0.00836,0.01723
2011,Bavaria,West,Very seldom,0.33161,1142,3161,0.31519,0.34802
2011,Bavaria,West,Seldom,0.35282,1082,3161,0.33616,0.36948
2011,Bavaria,West,Sometimes,0.22369,669,3161,0.20916,0.23822
2011,Bavaria,West,Often,0.07141,216,3161,0.06243,0.08039
2011,Bavaria,West,Very often,0.02047,52,3161,0.01553,0.02540
2011,Berlin,West,Very seldom,0.37871,161,422,0.33237,0.42504
2011,Berlin,West,Seldom,0.34912,134,422,0.30358,0.39466
2011,Berlin,West,Sometimes,0.18328,90,422,0.14633,0.22024
2011,Berlin,West,Often,0.07442,37,422,0.04935,0.09950
2011,Berlin,East,Very seldom,0.36504,134,324,0.31254,0.41755
2011,Berlin,East,Seldom,0.32829,115,324,0.27708,0.37950
2011,Berlin,East,Sometimes,0.21327,75,324,0.16859,0.25794
2011,Brandenburg,East,Very seldom,0.33551,328,871,0.30414,0.36689
2011,Brandenburg,East,Seldom,0.40713,318,871,0.37449,0.43978
2011,Brandenburg,East,Sometimes,0.16148,165,871,0.13702,0.18593
2011,Brandenburg,East,Often,0.09105,60,871,0.07194,0.11017
2011,Mecklenburg-Western Pomerania,East,Very seldom,0.39204,197,482,0.34841,0.43567
2011,Mecklenburg-Western Pomerania,East,Seldom,0.35274,185,482,0.31004,0.39544
2011,Mecklenburg-Western Pomerania,East,Sometimes,0.22341,100,482,0.18619,0.26064
2011,Saxony,East,Very seldom,0.33637,479,1370,0.31135,0.36140
2011,Saxony,East,Seldom,0.35849,512,1370,0.33308,0.38389
2011,Saxony,East,Sometimes,0.21950,300,1370,0.19758,0.24143
2011,Saxony,East,Often,0.07177,79,1370,0.05809,0.08544
2011,Saxony-Anhalt,East,Very seldom,0.39051,328,850,0.35769,0.42333
2011,Saxony-Anhalt,East,Seldom,0.35489,313,850,0.32270,0.38707
2011,Saxony-Anhalt,East,Sometimes,0.16781,159,850,0.14267,0.19295
2011,Saxony-Anhalt,East,Often,0.06490,50,850,0.04833,0.08147
2011,Thuringa,East,Very seldom,0.41859,379,872,0.38583,0.45136
2011,Thuringa,East,Seldom,0.33433,271,872,0.30300,0.36566
2011,Thuringa,East,Sometimes,0.16187,167,872,0.13741,0.18633
2011,Thuringa,East,Often,0.07471,55,872,0.05725,0.09217
2012,Schleswig-Holstein,West,Very seldom,0.43735,306,612,0.39801,0.47668
2012,Schleswig-Holstein,West,Seldom,0.37770,232,612,0.33926,0.41614
2012,Schleswig-Holstein,West,Sometimes,0.14045,74,612,0.11290,0.16800
2012,Hamburg,West,Very seldom,0.43249,147,314,0.37761,0.48738
2012,Hamburg,West,Seldom,0.35547,119,314,0.30245,0.40850
2012,Hamburg,West,Sometimes,0.15663,48,314,0.11637,0.19690
2012,Lower Saxony,West,Very seldom,0.39698,785,1849,0.37467,0.41928
2012,Lower Saxony,West,Seldom,0.34980,645,1849,0.32806,0.37154
2012,Lower Saxony,West,Sometimes,0.18382,314,1849,0.16616,0.20148
2012,Lower Saxony,West,Often,0.05661,105,1849,0.04607,0.06714
2012,Bremen,West,Very seldom,0.37588,67,105,0.28279,0.46897
2012,Bremen,West,Seldom,0.32929,38,105,0.23897,0.41961
2012,North Rhine-Westphalia,West,Very seldom,0.42015,1775,4026,0.40491,0.43540
2012,North Rhine-Westphalia,West,Seldom,0.35038,1363,4026,0.33564,0.36512
2012,North Rhine-Westphalia,West,Sometimes,0.15677,611,4026,0.14554,0.16800
2012,North Rhine-Westphalia,West,Often,0.06045,232,4026,0.05309,0.06781
2012,North Rhine-Westphalia,West,Very often,0.01225,45,4026,0.00885,0.01565
2012,Hesse,West,Very seldom,0.42998,592,1375,0.40380,0.45616
2012,Hesse,West,Seldom,0.30268,442,1375,0.27839,0.32698
2012,Hesse,West,Sometimes,0.19161,257,1375,0.17080,0.21242
2012,Hesse,West,Often,0.05611,84,1375,0.04394,0.06828
2012,"Rhineland-Palatinate, Saarland",West,Very seldom,0.42306,527,1169,0.39473,0.45139
2012,"Rhineland-Palatinate, Saarland",West,Seldom,0.33139,371,1169,0.30439,0.35838
2012,"Rhineland-Palatinate, Saarland",West,Sometimes,0.18343,200,1169,0.16124,0.20563
2012,"Rhineland-Palatinate, Saarland",West,Often,0.05650,71,1169,0.04326,0.06975
2012,Baden-Wuerttemberg,West,Very seldom,0.37032,878,2344,0.35076,0.38987
2012,Baden-Wuerttemberg,West,Seldom,0.35367,865,2344,0.33431,0.37303
2012,Baden-Wuerttemberg,West,Sometimes,0.21299,478,2344,0.19641,0.22957
2012,Baden-Wuerttemberg,West,Often,0.05063,123,2344,0.04175,0.05950
2012,Bavaria,West,Very seldom,0.40072,1298,3174,0.38367,0.41777
2012,Bavaria,West,Seldom,0.34563,1073,3174,0.32909,0.36218
2012,Bavaria,West,Sometimes,0.16696,557,3174,0.15398,0.17994
2012,Bavaria,West,Often,0.06958,204,3174,0.06073,0.07843
2012,Bavaria,West,Very often,0.01711,42,3174,0.01260,0.02162
2012,Berlin,West,Very seldom,0.45769,206,438,0.41098,0.50440
2012,Berlin,West,Seldom,0.34002,159,438,0.29560,0.38443
2012,Berlin,West,Sometimes,0.15390,73,438,0.12007,0.18773
2012,Berlin,East,Very seldom,0.40233,135,348,0.35073,0.45392
2012,Berlin,East,Seldom,0.30792,115,348,0.25935,0.35649
2012,Berlin,East,Sometimes,0.19787,67,348,0.15595,0.23979
2012,Berlin,East,Often,0.08524,31,348,0.05586,0.11463
2012,Brandenburg,East,Very seldom,0.37719,313,850,0.34459,0.40979
2012,Brandenburg,East,Seldom,0.36241,324,850,0.33007,0.39474
2012,Brandenburg,East,Sometimes,0.20179,161,850,0.17479,0.22879
2012,Brandenburg,East,Often,0.05605,52,850,0.04058,0.07152
2012,Mecklenburg-Western Pomerania,East,Very seldom,0.39232,193,478,0.34850,0.43614
2012,Mecklenburg-Western Pomerania,East,Seldom,0.40254,193,478,0.35853,0.44655
2012,Mecklenburg-Western Pomerania,East,Sometimes,0.16281,92,478,0.12968,0.19594
2012,Saxony,East,Very seldom,0.35664,524,1419,0.33170,0.38157
2012,Saxony,East,Seldom,0.37007,546,1419,0.34494,0.39520
2012,Saxony,East,Sometimes,0.18879,267,1419,0.16842,0.20916
2012,Saxony,East,Often,0.07490,82,1419,0.06120,0.08860
2012,Saxony-Anhalt,East,Very seldom,0.42439,350,811,0.39036,0.45843
2012,Saxony-Anhalt,East,Seldom,0.34394,298,811,0.31123,0.37666
2012,Saxony-Anhalt,East,Sometimes,0.15249,125,811,0.12773,0.17725
