"plh0185","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Manchmal","2009","(Fach-)Abitur","weiblich","257","","",""
"Manchmal","2009","(noch) kein Abschluss","maennlich","22","","",""
"Manchmal","2009","(noch) kein Abschluss","weiblich","61","0.310992575601293","0.251809010686322","0.370176140516265"
"Manchmal","2009","AkademikerIn","maennlich","256","","",""
"Manchmal","2009","AkademikerIn","weiblich","377","0.194968022119976","0.176861064489506","0.213074979750446"
"Manchmal","2009","Hauptschule","maennlich","404","0.149477548784649","0.136684337973217","0.162270759596081"
"Manchmal","2009","Hauptschule","weiblich","778","0.248012675699331","0.232988632324725","0.263036719073937"
"Manchmal","2009","Realschule","maennlich","254","","",""
"Manchmal","2009","Realschule","weiblich","627","0.23027831670128","0.214608405341805","0.245948228060754"
"Oft","2009","(Fach-)Abitur","maennlich","33","0.0477539645391742","0.0336966856396867","0.0618112434386618"
"Oft","2009","(Fach-)Abitur","weiblich","107","","",""
"Oft","2009","(noch) kein Abschluss","maennlich","3","","",""
"Oft","2009","(noch) kein Abschluss","weiblich","27","","",""
"Oft","2009","AkademikerIn","maennlich","67","0.0389945267501018","0.030855303040121","0.0471337504600825"
"Oft","2009","AkademikerIn","weiblich","132","","",""
"Oft","2009","Hauptschule","maennlich","134","","",""
"Oft","2009","Hauptschule","weiblich","306","0.0929994480120466","0.0828955584432228","0.10310333758087"
"Oft","2009","Realschule","maennlich","47","0.0237355200698758","0.0170741164782717","0.0303969236614799"
"Oft","2009","Realschule","weiblich","224","","",""
"Sehr oft","2009","(Fach-)Abitur","maennlich","4","0.0084974640356232","0.0024466536901953","0.0145482743810511"
"Sehr oft","2009","(Fach-)Abitur","weiblich","33","0.0305832497513263","0.0204720527742062","0.0406944467284464"
"Sehr oft","2009","(noch) kein Abschluss","maennlich","4","0.0385620813381122","0.0145006535835456","0.0626235090926789"
"Sehr oft","2009","(noch) kein Abschluss","weiblich","6","0.0279664637416384","0.00688632030024256","0.0490466071830342"
"Sehr oft","2009","AkademikerIn","maennlich","13","","",""
"Sehr oft","2009","AkademikerIn","weiblich","27","","",""
"Sehr oft","2009","Hauptschule","maennlich","38","0.0130716116454743","0.00899634461887904","0.0171468786720696"
"Sehr oft","2009","Hauptschule","weiblich","74","0.0213680213465937","0.0163372279085183","0.0263988147846691"
"Sehr oft","2009","Realschule","maennlich","18","","",""
"Sehr oft","2009","Realschule","weiblich","68","0.0270828522372708","0.0210411643583015","0.0331245401162402"
"Sehr selten","2009","(Fach-)Abitur","maennlich","416","0.418427276671059","0.385908517401338","0.450946035940779"
"Sehr selten","2009","(Fach-)Abitur","weiblich","314","0.280985126055161","0.254590464451673","0.307379787658648"
"Sehr selten","2009","(noch) kein Abschluss","maennlich","136","","",""
"Sehr selten","2009","(noch) kein Abschluss","weiblich","62","0.219923103349619","0.166966722682519","0.272879484016718"
"Sehr selten","2009","AkademikerIn","maennlich","1123","","",""
"Sehr selten","2009","AkademikerIn","weiblich","629","0.354813607456532","0.332946065948078","0.376681148964987"
"Sehr selten","2009","Hauptschule","maennlich","1456","","",""
"Sehr selten","2009","Hauptschule","weiblich","995","0.31250262544959","0.296377355752635","0.328627895146545"
"Sehr selten","2009","Realschule","maennlich","971","0.482497089138524","0.460630231679371","0.504363946597678"
"Sehr selten","2009","Realschule","weiblich","859","0.304509884964334","0.287381384857417","0.32163838507125"
"Selten","2009","(Fach-)Abitur","maennlich","291","","",""
"Selten","2009","(Fach-)Abitur","weiblich","403","0.340824965054445","0.312991224774122","0.368658705334768"
"Selten","2009","(noch) kein Abschluss","maennlich","81","0.320297657532252","0.261991180423229","0.378604134641274"
"Selten","2009","(noch) kein Abschluss","weiblich","79","0.335160282398483","0.274807275559521","0.395513289237444"
"Selten","2009","AkademikerIn","maennlich","714","0.335614642359416","0.315760610968772","0.35546867375006"
"Selten","2009","AkademikerIn","weiblich","674","0.35377252466143","0.331919478344065","0.375625570978795"
"Selten","2009","Hauptschule","maennlich","952","0.325565976053486","0.308753258260807","0.342378693846165"
"Selten","2009","Hauptschule","weiblich","1021","","",""
"Selten","2009","Realschule","maennlich","716","0.349524908006985","0.328659012541138","0.370390803472832"
"Selten","2009","Realschule","weiblich","995","0.348824846399609","0.331085983684214","0.366563709115003"
"Manchmal","2010","(Fach-)Abitur","maennlich","116","","",""
"Manchmal","2010","(Fach-)Abitur","weiblich","258","","",""
"Manchmal","2010","(noch) kein Abschluss","maennlich","24","","",""
"Manchmal","2010","(noch) kein Abschluss","weiblich","45","0.276497083382882","0.214198106238208","0.338796060527556"
"Manchmal","2010","AkademikerIn","maennlich","249","","",""
"Manchmal","2010","AkademikerIn","weiblich","395","0.216221960025422","0.197022050291915","0.235421869758929"
"Manchmal","2010","Hauptschule","maennlich","385","0.152252803120605","0.138658605329295","0.165847000911915"
"Manchmal","2010","Hauptschule","weiblich","694","0.252898197654145","0.237034178623601","0.268762216684689"
"Manchmal","2010","Realschule","maennlich","204","","",""
"Manchmal","2010","Realschule","weiblich","560","0.231998579198073","0.215717107958692","0.248280050437454"
"Oft","2010","(Fach-)Abitur","maennlich","22","","",""
"Oft","2010","(Fach-)Abitur","weiblich","83","0.0643112382214166","0.0494524329036355","0.0791700435391977"
"Oft","2010","(noch) kein Abschluss","maennlich","7","0.0337498655865019","0.00955506696229506","0.0579446642107087"
"Oft","2010","(noch) kein Abschluss","weiblich","23","","",""
"Oft","2010","AkademikerIn","maennlich","59","0.0382495082862327","0.02996505116493","0.0465339654075353"
"Oft","2010","AkademikerIn","weiblich","102","","",""
"Oft","2010","Hauptschule","maennlich","108","","",""
"Oft","2010","Hauptschule","weiblich","296","","",""
"Oft","2010","Realschule","maennlich","68","0.0434235850978033","0.0341985053834773","0.0526486648121292"
"Oft","2010","Realschule","weiblich","201","","",""
"Sehr oft","2010","(Fach-)Abitur","maennlich","7","0.0111350019953585","0.00406824694645774","0.0182017570442594"
"Sehr oft","2010","(Fach-)Abitur","weiblich","21","","",""
"Sehr oft","2010","(noch) kein Abschluss","maennlich","2","","",""
"Sehr oft","2010","(noch) kein Abschluss","weiblich","6","0.0209550748029554","0.00100422431914138","0.0409059252867694"
"Sehr oft","2010","AkademikerIn","maennlich","13","","",""
"Sehr oft","2010","AkademikerIn","weiblich","16","","",""
"Sehr oft","2010","Hauptschule","maennlich","21","","",""
"Sehr oft","2010","Hauptschule","weiblich","66","0.0195520670824534","0.0144989533880252","0.0246051807768815"
"Sehr oft","2010","Realschule","maennlich","15","","",""
"Sehr oft","2010","Realschule","weiblich","30","0.0145141458207781","0.00990106662557436","0.0191272250159818"
"Sehr selten","2010","(Fach-)Abitur","maennlich","405","0.412193921973938","0.379044633282354","0.445343210665522"
"Sehr selten","2010","(Fach-)Abitur","weiblich","327","0.263480459404076","0.236797063926794","0.290163854881359"
"Sehr selten","2010","(noch) kein Abschluss","maennlich","113","","",""
"Sehr selten","2010","(noch) kein Abschluss","weiblich","62","0.28550022945445","0.222590216657343","0.348410242251557"
"Sehr selten","2010","AkademikerIn","maennlich","1008","","",""
"Sehr selten","2010","AkademikerIn","weiblich","566","0.320275392692367","0.2985142837171","0.342036501667634"
"Sehr selten","2010","Hauptschule","maennlich","1241","","",""
"Sehr selten","2010","Hauptschule","weiblich","849","0.281124163575934","0.264717264972855","0.297531062179013"
"Sehr selten","2010","Realschule","maennlich","875","0.450730937525901","0.428209365142814","0.473252509908989"
"Sehr selten","2010","Realschule","weiblich","818","0.318716959515354","0.300743306724101","0.336690612306608"
"Selten","2010","(Fach-)Abitur","maennlich","297","","",""
"Selten","2010","(Fach-)Abitur","weiblich","358","0.372826208093369","0.343536036359033","0.402116379827706"
"Selten","2010","(noch) kein Abschluss","maennlich","68","0.358784286302461","0.294521435199729","0.423047137405194"
"Selten","2010","(noch) kein Abschluss","weiblich","62","0.231414906556604","0.172671768915568","0.29015804419764"
"Selten","2010","AkademikerIn","maennlich","730","0.363178939499459","0.342406430556899","0.383951448442019"
"Selten","2010","AkademikerIn","weiblich","687","0.382105758039257","0.359443582116948","0.404767933961565"
"Selten","2010","Hauptschule","maennlich","928","0.35347911700007","0.33539026880454","0.371567965195601"
"Selten","2010","Hauptschule","weiblich","979","0.347297474838724","0.329921110172739","0.36467383950471"
"Selten","2010","Realschule","maennlich","713","0.381454547322512","0.359468120105403","0.403440974539621"
"Selten","2010","Realschule","weiblich","973","0.347774573255086","0.329404209834092","0.366144936676079"
"Manchmal","2011","(Fach-)Abitur","maennlich","168","","",""
"Manchmal","2011","(Fach-)Abitur","weiblich","333","0.223835140920845","0.201723402497258","0.245946879344431"
"Manchmal","2011","(noch) kein Abschluss","maennlich","38","0.142789894294943","0.100825125225607","0.184754663364278"
"Manchmal","2011","(noch) kein Abschluss","weiblich","82","0.299042689448799","0.246439269981418","0.35164610891618"
"Manchmal","2011","AkademikerIn","maennlich","320","0.152510426404366","0.138306473168565","0.166714379640167"
"Manchmal","2011","AkademikerIn","weiblich","490","0.238930667064158","0.220752769214101","0.257108564914214"
"Manchmal","2011","Hauptschule","maennlich","491","0.154060997489359","0.141904953379183","0.166217041599535"
"Manchmal","2011","Hauptschule","weiblich","943","0.256338906143018","0.242259172487752","0.270418639798284"
"Manchmal","2011","Realschule","maennlich","312","0.143978935277898","0.129612696219019","0.158345174336777"
"Manchmal","2011","Realschule","weiblich","758","0.23396561035595","0.21926764544633","0.24866357526557"
"Oft","2011","(Fach-)Abitur","maennlich","42","0.0394747353454414","0.0277855700911952","0.0511639005996877"
"Oft","2011","(Fach-)Abitur","weiblich","101","","",""
"Oft","2011","(noch) kein Abschluss","maennlich","4","0.0104312808678977","-0.00175536690952196","0.0226179286453173"
"Oft","2011","(noch) kein Abschluss","weiblich","29","","",""
"Oft","2011","AkademikerIn","maennlich","69","0.0295541437515119","0.0228632038374466","0.0362450836655771"
"Oft","2011","AkademikerIn","weiblich","148","","",""
"Oft","2011","Hauptschule","maennlich","124","","",""
"Oft","2011","Hauptschule","weiblich","348","0.104102699889791","0.0942544342168466","0.113950965562735"
"Oft","2011","Realschule","maennlich","81","0.036475676345842","0.0288041036934054","0.0441472489982787"
"Oft","2011","Realschule","weiblich","280","","",""
"Sehr oft","2011","(Fach-)Abitur","maennlich","5","0.00441701857316662","0.00043619588890785","0.0083978412574254"
"Sehr oft","2011","(Fach-)Abitur","weiblich","39","0.0325577730709627","0.0231427447441885","0.041972801397737"
"Sehr oft","2011","(noch) kein Abschluss","maennlich","1","","",""
"Sehr oft","2011","(noch) kein Abschluss","weiblich","8","0.043611210283576","0.0201463536766111","0.0670760668905409"
"Sehr oft","2011","AkademikerIn","maennlich","11","","",""
"Sehr oft","2011","AkademikerIn","weiblich","36","0.0206166984046969","0.014559364617396","0.0266740321919977"
"Sehr oft","2011","Hauptschule","maennlich","28","","",""
"Sehr oft","2011","Hauptschule","weiblich","95","0.0247653786895411","0.0197537753801942","0.0297769819988879"
"Sehr oft","2011","Realschule","maennlich","15","","",""
"Sehr oft","2011","Realschule","weiblich","59","0.0192400976930773","0.014470936004158","0.0240092593819966"
"Sehr selten","2011","(Fach-)Abitur","maennlich","508","0.442462046667678","0.412646366653235","0.47227772668212"
"Sehr selten","2011","(Fach-)Abitur","weiblich","383","0.257858524484052","0.234651692199639","0.281065356768465"
"Sehr selten","2011","(noch) kein Abschluss","maennlich","145","","",""
"Sehr selten","2011","(noch) kein Abschluss","weiblich","80","0.294849639313103","0.24246031910917","0.347238959517037"
"Sehr selten","2011","AkademikerIn","maennlich","1239","","",""
"Sehr selten","2011","AkademikerIn","weiblich","671","0.30636493092009","0.286714112344398","0.326015749495783"
"Sehr selten","2011","Hauptschule","maennlich","1631","","",""
"Sehr selten","2011","Hauptschule","weiblich","1170","","",""
"Sehr selten","2011","Realschule","maennlich","1067","","",""
"Sehr selten","2011","Realschule","weiblich","924","0.288469092730081","0.272740003057119","0.304198182403042"
"Selten","2011","(Fach-)Abitur","maennlich","343","0.334165424001358","0.305849325373215","0.362481522629502"
"Selten","2011","(Fach-)Abitur","weiblich","509","0.397877144206799","0.371911516987658","0.42384277142594"
"Selten","2011","(noch) kein Abschluss","maennlich","79","0.251735998347841","0.199677390673948","0.303794606021733"
"Selten","2011","(noch) kein Abschluss","weiblich","92","0.252118804295649","0.202227997994855","0.302009610596444"
"Selten","2011","AkademikerIn","maennlich","822","0.334609224706409","0.315966918941308","0.353251530471509"
"Selten","2011","AkademikerIn","weiblich","769","0.350809769366756","0.330466655642442","0.371152883091071"
"Selten","2011","Hauptschule","maennlich","1114","","",""
"Selten","2011","Hauptschule","weiblich","1138","","",""
"Selten","2011","Realschule","maennlich","819","0.36508057718226","0.345378815797802","0.384782338566719"
"Selten","2011","Realschule","weiblich","1166","","",""
"Manchmal","2012","(Fach-)Abitur","maennlich","139","","",""
"Manchmal","2012","(Fach-)Abitur","weiblich","305","0.235381574480771","0.212892455343308","0.257870693618234"
"Manchmal","2012","(noch) kein Abschluss","maennlich","31","0.111075143462532","0.0723557275754801","0.149794559349583"
"Manchmal","2012","(noch) kein Abschluss","weiblich","60","0.233241584715821","0.184653043109242","0.281830126322399"
"Manchmal","2012","AkademikerIn","maennlich","281","","",""
"Manchmal","2012","AkademikerIn","weiblich","445","0.212307446658138","0.195144919331265","0.229469973985011"
"Manchmal","2012","Hauptschule","maennlich","444","0.142815131186708","0.130943938688951","0.154686323684465"
"Manchmal","2012","Hauptschule","weiblich","805","0.228006470434715","0.214267135326646","0.241745805542783"
"Manchmal","2012","Realschule","maennlich","249","","",""
"Manchmal","2012","Realschule","weiblich","645","0.196648697804714","0.18279500840019","0.210502387209237"
"Oft","2012","(Fach-)Abitur","maennlich","41","0.0375378674464096","0.026073693794211","0.0490020410986082"
"Oft","2012","(Fach-)Abitur","weiblich","102","","",""
"Oft","2012","(noch) kein Abschluss","maennlich","7","0.0198588374699513","0.00266752415967304","0.0370501507802297"
"Oft","2012","(noch) kein Abschluss","weiblich","30","0.130901002761557","0.0921477904479428","0.169654215075172"
"Oft","2012","AkademikerIn","maennlich","73","0.0328569074633885","0.0258125846949482","0.0399012302318287"
"Oft","2012","AkademikerIn","weiblich","144","","",""
"Oft","2012","Hauptschule","maennlich","133","","",""
"Oft","2012","Hauptschule","weiblich","309","0.0825919582630981","0.0735775867405746","0.0916063297856215"
"Oft","2012","Realschule","maennlich","79","0.0434008282854445","0.0350187990430226","0.0517828575278663"
"Oft","2012","Realschule","weiblich","206","","",""
"Sehr oft","2012","(Fach-)Abitur","maennlich","9","0.0181688122870579","0.0101132137835756","0.0262244107905402"
"Sehr oft","2012","(Fach-)Abitur","weiblich","20","","",""
"Sehr oft","2012","(noch) kein Abschluss","maennlich","1","","",""
"Sehr oft","2012","(noch) kein Abschluss","weiblich","11","","",""
"Sehr oft","2012","AkademikerIn","maennlich","9","0.00300165576622816","0.000839892172303915","0.0051634193601524"
"Sehr oft","2012","AkademikerIn","weiblich","31","0.0158285526704796","0.01059042304291","0.0210666822980492"
"Sehr oft","2012","Hauptschule","maennlich","26","","",""
"Sehr oft","2012","Hauptschule","weiblich","82","0.0236021116977539","0.018630763911055","0.0285734594844527"
"Sehr oft","2012","Realschule","maennlich","11","","",""
"Sehr oft","2012","Realschule","weiblich","52","0.017975680890845","0.0133447216930036","0.0226066400886864"
"Sehr selten","2012","(Fach-)Abitur","maennlich","512","0.462621212706047","0.432548738382838","0.492693687029257"
"Sehr selten","2012","(Fach-)Abitur","weiblich","453","0.317967011048693","0.293280622704757","0.342653399392629"
"Sehr selten","2012","(noch) kein Abschluss","maennlich","134","","",""
"Sehr selten","2012","(noch) kein Abschluss","weiblich","84","0.278015911010765","0.226540451084162","0.329491370937367"
"Sehr selten","2012","AkademikerIn","maennlich","1254","","",""
"Sehr selten","2012","AkademikerIn","weiblich","795","0.367932963290062","0.347694097138469","0.388171829441656"
"Sehr selten","2012","Hauptschule","maennlich","1631","","",""
"Sehr selten","2012","Hauptschule","weiblich","1195","","",""
"Sehr selten","2012","Realschule","maennlich","1111","","",""
"Sehr selten","2012","Realschule","weiblich","1089","","",""
"Selten","2012","(Fach-)Abitur","maennlich","355","0.33017757654105","0.301813427365422","0.358541725716678"
"Selten","2012","(Fach-)Abitur","weiblich","487","0.366113483408288","0.340576037924811","0.391650928891764"
"Selten","2012","(noch) kein Abschluss","maennlich","80","0.368982247496569","0.30952410259009","0.428440392403047"
"Selten","2012","(noch) kein Abschluss","weiblich","106","","",""
"Selten","2012","AkademikerIn","maennlich","843","0.332916004254984","0.314293497737645","0.351538510772322"
"Selten","2012","AkademikerIn","weiblich","766","0.336137685286858","0.316312471981435","0.355962898592282"
"Selten","2012","Hauptschule","maennlich","1103","","",""
"Selten","2012","Hauptschule","weiblich","1191","","",""
"Selten","2012","Realschule","maennlich","820","0.365704884119189","0.345892067204578","0.3855177010338"
"Selten","2012","Realschule","weiblich","1170","","",""
"Manchmal","2013","(Fach-)Abitur","maennlich","158","","",""
"Manchmal","2013","(Fach-)Abitur","weiblich","401","0.228339767515757","0.209765896449264","0.246913638582251"
"Manchmal","2013","(noch) kein Abschluss","maennlich","46","0.11009460456176","0.078909475453301","0.141279733670218"
"Manchmal","2013","(noch) kein Abschluss","weiblich","87","0.212780948090825","0.17440832035723","0.251153575824419"
"Manchmal","2013","AkademikerIn","maennlich","321","0.124030500631665","0.112188083123002","0.135872918140328"
"Manchmal","2013","AkademikerIn","weiblich","521","0.209576027658767","0.194662169238291","0.224489886079243"
"Manchmal","2013","Hauptschule","maennlich","472","0.139765510472778","0.128630429348841","0.150900591596714"
"Manchmal","2013","Hauptschule","weiblich","907","0.230779809696954","0.217763454492211","0.243796164901698"
"Manchmal","2013","Realschule","maennlich","284","","",""
"Manchmal","2013","Realschule","weiblich","843","0.206181185953514","0.194249034169107","0.218113337737922"
"Oft","2013","(Fach-)Abitur","maennlich","42","0.0283805688874934","0.0194695201225676","0.0372916176524191"
"Oft","2013","(Fach-)Abitur","weiblich","147","","",""
"Oft","2013","(noch) kein Abschluss","maennlich","14","","",""
"Oft","2013","(noch) kein Abschluss","weiblich","44","0.144852012506951","0.111853810392918","0.177850214620984"
"Oft","2013","AkademikerIn","maennlich","77","0.0301301510180706","0.0239884451906498","0.0362718568454913"
"Oft","2013","AkademikerIn","weiblich","177","","",""
"Oft","2013","Hauptschule","maennlich","153","","",""
"Oft","2013","Hauptschule","weiblich","374","0.0976657075740958","0.088494639218892","0.1068367759293"
"Oft","2013","Realschule","maennlich","98","0.0408692576701714","0.033542380033307","0.0481961353070359"
"Oft","2013","Realschule","weiblich","305","0.0714849703623","0.0638863386051082","0.0790836021194919"
"Sehr oft","2013","(Fach-)Abitur","maennlich","7","0.0048575626104306","0.00112659049504777","0.00858853472581343"
"Sehr oft","2013","(Fach-)Abitur","weiblich","37","0.0201213048901367","0.0139081408790756","0.0263344689011979"
"Sehr oft","2013","(noch) kein Abschluss","maennlich","4","0.00632773842939957","-0.001572468211397","0.0142279450701961"
"Sehr oft","2013","(noch) kein Abschluss","weiblich","11","","",""
"Sehr oft","2013","AkademikerIn","maennlich","20","","",""
"Sehr oft","2013","AkademikerIn","weiblich","40","0.0119072196653421","0.00793262168109351","0.0158818176495907"
"Sehr oft","2013","Hauptschule","maennlich","24","","",""
"Sehr oft","2013","Hauptschule","weiblich","116","","",""
"Sehr oft","2013","Realschule","maennlich","19","","",""
"Sehr oft","2013","Realschule","weiblich","82","0.0154924617087881","0.0118499303670807","0.0191349930504956"
