"plh0185","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr selten","2020","(Fach-)Abitur","maennlich","915","0.464528229530564","0.442515749170304","0.486540709890824"
"Sehr selten","2020","(Fach-)Abitur","weiblich","688","0.295771372999794","0.27781289135213","0.313729854647458"
"Sehr selten","2020","(noch) kein Abschluss","maennlich","216","","",""
"Sehr selten","2020","(noch) kein Abschluss","weiblich","128","","",""
"Sehr selten","2020","AkademikerIn","maennlich","1648","","",""
"Sehr selten","2020","AkademikerIn","weiblich","988","0.272490157217433","0.257743796043676","0.28723651839119"
"Sehr selten","2020","Hauptschule","maennlich","1355","","",""
"Sehr selten","2020","Hauptschule","weiblich","835","0.283663275438966","0.267262682407986","0.300063868469946"
"Sehr selten","2020","Realschule","maennlich","1158","","",""
"Sehr selten","2020","Realschule","weiblich","973","0.259908427387248","0.245660545395751","0.274156309378744"
"Selten","2020","(Fach-)Abitur","maennlich","633","0.321839747639947","0.301220128412701","0.342459366867193"
"Selten","2020","(Fach-)Abitur","weiblich","846","0.338247645709662","0.319631067994288","0.356864223425036"
"Selten","2020","(noch) kein Abschluss","maennlich","139","","",""
"Selten","2020","(noch) kein Abschluss","weiblich","134","","",""
"Selten","2020","AkademikerIn","maennlich","1245","","",""
"Selten","2020","AkademikerIn","weiblich","1212","","",""
"Selten","2020","Hauptschule","maennlich","1029","","",""
"Selten","2020","Hauptschule","weiblich","901","0.304877398305266","0.288128250824735","0.321626545785797"
"Selten","2020","Realschule","maennlich","921","0.358648010893039","0.340116508322975","0.377179513463104"
"Selten","2020","Realschule","weiblich","1304","","",""
