,Unnamed: 0,year,bula_h,pgisced97,plh0185,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
756,756,2012,Berlin,Upper Secondary Level,Seldom,0.37588,117,17515,0.3244,0.42533
757,757,2012,Berlin,Upper Secondary Level,Sometimes,0.18388,63,17515,0.15183,0.2162
758,758,2012,Berlin,Second Stage of Tertiary Education,Very seldom,0.4934,129,17515,0.41271,0.57191
759,759,2012,Berlin,Second Stage of Tertiary Education,Seldom,0.36822,106,17515,0.30203,0.44425
760,760,2012,Berlin,Second Stage of Tertiary Education,Sometimes,0.13839,43,17515,0.10765,0.17673
761,761,2012,Brandenburg,Upper Secondary Level,Very seldom,0.44456,167,17515,0.39434,0.49001
762,762,2012,Brandenburg,Upper Secondary Level,Seldom,0.33751,148,17515,0.28869,0.38284
763,763,2012,Brandenburg,Upper Secondary Level,Sometimes,0.21793,83,17515,0.17496,0.28422
764,764,2012,Brandenburg,Second Stage of Tertiary Education,Very seldom,0.31393,77,17515,0.26101,0.38459
765,765,2012,Brandenburg,Second Stage of Tertiary Education,Seldom,0.48889,108,17515,0.39894,0.60125
766,766,2012,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.19718,43,17515,0.15496,0.24763
767,767,2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.35493,91,17515,0.29564,0.42699
768,768,2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.4889,109,17515,0.40182,0.579
769,769,2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.15618,45,17515,0.11837,0.20878
770,770,2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very seldom,0.56727,50,17515,0.41738,0.76722
771,771,2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.43273,45,17515,0.31927,0.58759
772,772,2012,Saxony,Upper Secondary Level,Very seldom,0.34293,284,17515,0.31288,0.37501
773,773,2012,Saxony,Upper Secondary Level,Seldom,0.37235,295,17515,0.33079,0.42349
774,774,2012,Saxony,Upper Secondary Level,Sometimes,0.19201,148,17515,0.16378,0.22261
775,775,2012,Saxony,Upper Secondary Level,Often,0.09271,49,17515,0.07061,0.11715
776,776,2012,Saxony,First Stage of Tertiary Education,Very seldom,0.46592,38,17515,0.31441,0.66891
777,777,2012,Saxony,First Stage of Tertiary Education,Seldom,0.53408,47,17515,0.41626,0.69706
778,778,2012,Saxony,Second Stage of Tertiary Education,Very seldom,0.39288,142,17515,0.33151,0.45916
779,779,2012,Saxony,Second Stage of Tertiary Education,Seldom,0.42045,148,17515,0.37133,0.4826
780,780,2012,Saxony,Second Stage of Tertiary Education,Sometimes,0.18668,60,17515,0.15455,0.2276
781,781,2012,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.48144,183,17515,0.41451,0.55406
782,782,2012,Saxony-Anhalt,Upper Secondary Level,Seldom,0.36635,157,17515,0.32627,0.41858
783,783,2012,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.15221,65,17515,0.12602,0.18467
784,784,2012,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.43287,87,17515,0.37763,0.49839
785,785,2012,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.38874,77,17515,0.3202,0.46758
786,786,2012,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.17839,32,17515,0.13526,0.22791
787,787,2012,Thuringa,Upper Secondary Level,Very seldom,0.47533,244,17515,0.42673,0.53691
788,788,2012,Thuringa,Upper Secondary Level,Seldom,0.30123,169,17515,0.26211,0.3391
789,789,2012,Thuringa,Upper Secondary Level,Sometimes,0.15111,79,17515,0.12347,0.19079
790,790,2012,Thuringa,Upper Secondary Level,Often,0.07233,32,17515,0.05613,0.08822
791,791,2012,Thuringa,Second Stage of Tertiary Education,Very seldom,0.44902,74,17515,0.34842,0.54699
792,792,2012,Thuringa,Second Stage of Tertiary Education,Seldom,0.39571,66,17515,0.29422,0.49855
793,793,2012,Thuringa,Second Stage of Tertiary Education,Sometimes,0.15527,31,17515,0.11992,0.19257
794,794,2013,Schleswig-Holstein,Lower Secondary Level,Very seldom,1.0,46,22135,0.76266,1.25855
795,795,2013,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.49703,212,22135,0.43584,0.56551
796,796,2013,Schleswig-Holstein,Upper Secondary Level,Seldom,0.34069,169,22135,0.2882,0.39581
797,797,2013,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.16229,67,22135,0.1242,0.20129
798,798,2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very seldom,1.0,31,22135,0.64139,1.46952
799,799,2013,Schleswig-Holstein,First Stage of Tertiary Education,Very seldom,1.0,32,22135,0.78623,1.2197
800,800,2013,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,0.62755,73,22135,0.44779,0.83456
801,801,2013,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.37245,51,22135,0.23998,0.5393
802,802,2013,Hamburg,Upper Secondary Level,Very seldom,0.64034,84,22135,0.49678,0.78536
803,803,2013,Hamburg,Upper Secondary Level,Seldom,0.35966,50,22135,0.27973,0.4502
804,804,2013,Hamburg,Second Stage of Tertiary Education,Very seldom,0.51571,55,22135,0.3502,0.70162
805,805,2013,Hamburg,Second Stage of Tertiary Education,Seldom,0.48429,50,22135,0.32186,0.69558
806,806,2013,Lower Saxony,Lower Secondary Level,Very seldom,0.50704,128,22135,0.42776,0.59737
807,807,2013,Lower Saxony,Lower Secondary Level,Seldom,0.30816,96,22135,0.22629,0.39057
808,808,2013,Lower Saxony,Lower Secondary Level,Sometimes,0.1848,55,22135,0.13799,0.23798
809,809,2013,Lower Saxony,Upper Secondary Level,Very seldom,0.39372,489,22135,0.36227,0.42915
810,810,2013,Lower Saxony,Upper Secondary Level,Seldom,0.37096,457,22135,0.33439,0.41061
811,811,2013,Lower Saxony,Upper Secondary Level,Sometimes,0.18423,206,22135,0.15723,0.21288
812,812,2013,Lower Saxony,Upper Secondary Level,Often,0.05109,71,22135,0.0416,0.06105
813,813,2013,Lower Saxony,Post-secondary Non-tertiary Level,Very seldom,0.56202,68,22135,0.42617,0.72147
814,814,2013,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.43798,58,22135,0.31044,0.55276
815,815,2013,Lower Saxony,First Stage of Tertiary Education,Very seldom,0.44028,55,22135,0.33722,0.56739
816,816,2013,Lower Saxony,First Stage of Tertiary Education,Seldom,0.55972,57,22135,0.40106,0.73186
817,817,2013,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.48907,220,22135,0.41205,0.57939
818,818,2013,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.318,185,22135,0.25836,0.38768
819,819,2013,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.19293,61,22135,0.13832,0.25796
820,820,2013,Bremen,Upper Secondary Level,Very seldom,1.0,34,22135,0.61942,1.40126
821,821,2013,North Rhine-Westphalia,Pre-primary Level,Very seldom,0.58532,63,22135,0.39087,0.79826
822,822,2013,North Rhine-Westphalia,Pre-primary Level,Seldom,0.41468,37,22135,0.26288,0.56199
823,823,2013,North Rhine-Westphalia,Primary Level,Very seldom,1.0,33,22135,0.63266,1.46478
824,824,2013,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.40083,228,22135,0.35114,0.45927
825,825,2013,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.32822,221,22135,0.28416,0.37
826,826,2013,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.17972,112,22135,0.14598,0.21384
827,827,2013,North Rhine-Westphalia,Lower Secondary Level,Often,0.09123,52,22135,0.0665,0.11647
828,828,2013,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.39101,894,22135,0.36303,0.41582
829,829,2013,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.38349,842,22135,0.35819,0.40995
830,830,2013,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.16281,343,22135,0.14155,0.18104
831,831,2013,North Rhine-Westphalia,Upper Secondary Level,Often,0.06269,135,22135,0.05324,0.07239
832,832,2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.44743,197,22135,0.34496,0.52007
833,833,2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.37936,205,22135,0.31287,0.46256
834,834,2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.17321,79,22135,0.12876,0.22328
835,835,2013,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.43893,125,22135,0.36931,0.51522
836,836,2013,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.41969,110,22135,0.33428,0.49973
837,837,2013,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.14137,37,22135,0.09796,0.21431
838,838,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.43273,500,22135,0.39585,0.47215
839,839,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.3518,380,22135,0.31048,0.39758
840,840,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.15319,164,22135,0.12209,0.18653
841,841,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.06227,56,22135,0.0435,0.0797
842,842,2013,Hesse,Lower Secondary Level,Very seldom,0.3682,66,22135,0.30731,0.44231
843,843,2013,Hesse,Lower Secondary Level,Seldom,0.41556,55,22135,0.29915,0.55506
844,844,2013,Hesse,Lower Secondary Level,Sometimes,0.21623,31,22135,0.14609,0.29245
845,845,2013,Hesse,Upper Secondary Level,Very seldom,0.44173,311,22135,0.38432,0.5012
846,846,2013,Hesse,Upper Secondary Level,Seldom,0.32033,255,22135,0.28491,0.36016
847,847,2013,Hesse,Upper Secondary Level,Sometimes,0.15635,120,22135,0.12613,0.18646
848,848,2013,Hesse,Upper Secondary Level,Often,0.08159,60,22135,0.06286,0.10165
849,849,2013,Hesse,Post-secondary Non-tertiary Level,Very seldom,0.46702,56,22135,0.35467,0.61059
850,850,2013,Hesse,Post-secondary Non-tertiary Level,Seldom,0.53298,53,22135,0.3841,0.69649
851,851,2013,Hesse,First Stage of Tertiary Education,Very seldom,0.46657,35,22135,0.34417,0.6557
852,852,2013,Hesse,First Stage of Tertiary Education,Seldom,0.53343,37,22135,0.36608,0.7162
853,853,2013,Hesse,Second Stage of Tertiary Education,Very seldom,0.50809,230,22135,0.42878,0.58509
854,854,2013,Hesse,Second Stage of Tertiary Education,Seldom,0.31853,164,22135,0.26399,0.37596
855,855,2013,Hesse,Second Stage of Tertiary Education,Sometimes,0.17338,81,22135,0.13978,0.21207
856,856,2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.56964,93,22135,0.47326,0.69562
857,857,2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.23517,44,22135,0.17789,0.30859
858,858,2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.19519,36,22135,0.14765,0.25693
859,859,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.42534,316,22135,0.38052,0.46833
860,860,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.34094,237,22135,0.29507,0.39011
861,861,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.17507,107,22135,0.14529,0.21062
862,862,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.05864,33,22135,0.03756,0.08001
863,863,2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very seldom,1.0,36,22135,0.69371,1.44215
864,864,2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very seldom,1.0,41,22135,0.7486,1.35083
865,865,2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.62909,130,22135,0.53491,0.74236
866,866,2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.37091,88,22135,0.29126,0.47095
867,867,2013,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.32325,114,22135,0.26544,0.39301
868,868,2013,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.38243,125,22135,0.31808,0.45991
869,869,2013,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.29432,77,22135,0.24502,0.35208
870,870,2013,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.37348,512,22135,0.33845,0.40767
871,871,2013,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.363,551,22135,0.33277,0.40167
872,872,2013,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.20795,251,22135,0.18292,0.23724
873,873,2013,Baden-Wuerttemberg,Upper Secondary Level,Often,0.05557,73,22135,0.04308,0.07167
874,874,2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.30441,73,22135,0.23208,0.388
875,875,2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.3684,69,22135,0.27145,0.49252
876,876,2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.32719,48,22135,0.24441,0.47502
877,877,2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Very seldom,0.42988,99,22135,0.331,0.52986
878,878,2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.33075,79,22135,0.25601,0.40914
879,879,2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.23936,39,22135,0.15031,0.31614
880,880,2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.44035,309,22135,0.38731,0.50655
881,881,2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.39103,276,22135,0.3443,0.46447
882,882,2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.16862,92,22135,0.13508,0.2076
883,883,2013,Bavaria,Lower Secondary Level,Very seldom,0.32787,143,22135,0.26969,0.39334
884,884,2013,Bavaria,Lower Secondary Level,Seldom,0.31284,135,22135,0.25541,0.36957
885,885,2013,Bavaria,Lower Secondary Level,Sometimes,0.25713,89,22135,0.21039,0.31566
886,886,2013,Bavaria,Lower Secondary Level,Often,0.10215,31,22135,0.06591,0.13317
887,887,2013,Bavaria,Upper Secondary Level,Very seldom,0.36154,822,22135,0.33643,0.38892
888,888,2013,Bavaria,Upper Secondary Level,Seldom,0.37733,752,22135,0.34716,0.40803
889,889,2013,Bavaria,Upper Secondary Level,Sometimes,0.16611,377,22135,0.14737,0.18238
890,890,2013,Bavaria,Upper Secondary Level,Often,0.07702,138,22135,0.06703,0.08967
891,891,2013,Bavaria,Upper Secondary Level,Very often,0.018,35,22135,0.01152,0.02493
892,892,2013,Bavaria,Post-secondary Non-tertiary Level,Very seldom,0.44417,90,22135,0.33055,0.58244
893,893,2013,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.41512,82,22135,0.30748,0.51466
894,894,2013,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.14071,33,22135,0.08942,0.21065
895,895,2013,Bavaria,First Stage of Tertiary Education,Very seldom,0.46369,127,22135,0.36401,0.56963
896,896,2013,Bavaria,First Stage of Tertiary Education,Seldom,0.34608,104,22135,0.2924,0.42185
897,897,2013,Bavaria,First Stage of Tertiary Education,Sometimes,0.19023,45,22135,0.12166,0.26163
898,898,2013,Bavaria,Second Stage of Tertiary Education,Very seldom,0.44082,375,22135,0.39123,0.4934
899,899,2013,Bavaria,Second Stage of Tertiary Education,Seldom,0.34215,266,22135,0.28326,0.39849
900,900,2013,Bavaria,Second Stage of Tertiary Education,Sometimes,0.17159,119,22135,0.13985,0.20721
901,901,2013,Bavaria,Second Stage of Tertiary Education,Often,0.04544,35,22135,0.02899,0.06373
902,902,2013,Berlin,Upper Secondary Level,Very seldom,0.41788,149,22135,0.36355,0.46624
903,903,2013,Berlin,Upper Secondary Level,Seldom,0.39783,143,22135,0.32882,0.46305
904,904,2013,Berlin,Upper Secondary Level,Sometimes,0.18429,69,22135,0.14943,0.22298
905,905,2013,Berlin,Second Stage of Tertiary Education,Very seldom,0.44843,148,22135,0.37292,0.53112
906,906,2013,Berlin,Second Stage of Tertiary Education,Seldom,0.34475,128,22135,0.28461,0.40316
907,907,2013,Berlin,Second Stage of Tertiary Education,Sometimes,0.20682,62,22135,0.14838,0.27682
908,908,2013,Brandenburg,Lower Secondary Level,Seldom,1.0,31,22135,0.64148,1.4243
909,909,2013,Brandenburg,Upper Secondary Level,Very seldom,0.44358,203,22135,0.39169,0.50155
910,910,2013,Brandenburg,Upper Secondary Level,Seldom,0.295,171,22135,0.2433,0.36221
911,911,2013,Brandenburg,Upper Secondary Level,Sometimes,0.2145,97,22135,0.16352,0.26905
912,912,2013,Brandenburg,Upper Secondary Level,Often,0.04692,31,22135,0.03617,0.06405
913,913,2013,Brandenburg,Second Stage of Tertiary Education,Very seldom,0.37182,101,22135,0.31614,0.43387
914,914,2013,Brandenburg,Second Stage of Tertiary Education,Seldom,0.444,104,22135,0.36011,0.53773
915,915,2013,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.18417,36,22135,0.10231,0.30059
916,916,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.45605,129,22135,0.36726,0.52851
917,917,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.3607,114,22135,0.29469,0.43399
918,918,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.18325,47,22135,0.12899,0.26097
919,919,2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very seldom,0.45146,51,22135,0.34912,0.58761
920,920,2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.54854,56,22135,0.39145,0.72819
921,921,2013,Saxony,Lower Secondary Level,Very seldom,1.0,36,22135,0.6541,1.39725
922,922,2013,Saxony,Upper Secondary Level,Very seldom,0.36715,373,22135,0.33417,0.41208
923,923,2013,Saxony,Upper Secondary Level,Seldom,0.36069,327,22135,0.31541,0.40283
924,924,2013,Saxony,Upper Secondary Level,Sometimes,0.21004,158,22135,0.17563,0.2538
925,925,2013,Saxony,Upper Secondary Level,Often,0.06212,46,22135,0.04285,0.08285
926,926,2013,Saxony,Post-secondary Non-tertiary Level,Very seldom,1.0,34,22135,0.58079,1.43076
927,927,2013,Saxony,First Stage of Tertiary Education,Very seldom,0.58337,58,22135,0.40292,0.79724
928,928,2013,Saxony,First Stage of Tertiary Education,Seldom,0.41663,47,22135,0.30238,0.55258
929,929,2013,Saxony,Second Stage of Tertiary Education,Very seldom,0.42624,184,22135,0.37216,0.47249
930,930,2013,Saxony,Second Stage of Tertiary Education,Seldom,0.37451,164,22135,0.30391,0.46108
931,931,2013,Saxony,Second Stage of Tertiary Education,Sometimes,0.19925,78,22135,0.16291,0.2471
932,932,2013,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.42649,206,22135,0.37145,0.4909
933,933,2013,Saxony-Anhalt,Upper Secondary Level,Seldom,0.37858,207,22135,0.33007,0.42927
934,934,2013,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.12805,74,22135,0.09595,0.16173
935,935,2013,Saxony-Anhalt,Upper Secondary Level,Often,0.06688,31,22135,0.04346,0.09963
936,936,2013,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.49599,91,22135,0.3983,0.59684
937,937,2013,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.50401,90,22135,0.43114,0.60244
938,938,2013,Thuringa,Upper Secondary Level,Very seldom,0.45973,265,22135,0.41239,0.51044
939,939,2013,Thuringa,Upper Secondary Level,Seldom,0.31455,192,22135,0.27371,0.36221
940,940,2013,Thuringa,Upper Secondary Level,Sometimes,0.14569,98,22135,0.1256,0.17626
941,941,2013,Thuringa,Upper Secondary Level,Often,0.08003,33,22135,0.05508,0.10171
942,942,2013,Thuringa,Second Stage of Tertiary Education,Very seldom,0.48222,97,22135,0.38293,0.59414
943,943,2013,Thuringa,Second Stage of Tertiary Education,Seldom,0.35427,72,22135,0.28203,0.42499
944,944,2013,Thuringa,Second Stage of Tertiary Education,Sometimes,0.1635,31,22135,0.10826,0.25265
945,945,2014,Schleswig-Holstein,Lower Secondary Level,Very seldom,0.6105,50,23419,0.49251,0.7448
946,946,2014,Schleswig-Holstein,Lower Secondary Level,Seldom,0.3895,46,23419,0.28128,0.47401
947,947,2014,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.44297,193,23419,0.38876,0.51016
948,948,2014,Schleswig-Holstein,Upper Secondary Level,Seldom,0.38011,166,23419,0.32428,0.42695
949,949,2014,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.17692,75,23419,0.1349,0.21452
950,950,2014,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very seldom,0.48561,35,23419,0.27045,0.75164
951,951,2014,Schleswig-Holstein,Post-secondary Non-tertiary Level,Seldom,0.51439,33,23419,0.36963,0.69879
952,952,2014,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,0.5407,68,23419,0.42816,0.67173
953,953,2014,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.4593,47,23419,0.33514,0.62398
954,954,2014,Hamburg,Upper Secondary Level,Very seldom,0.55165,73,23419,0.43872,0.70517
955,955,2014,Hamburg,Upper Secondary Level,Seldom,0.44835,56,23419,0.32724,0.56314
