year,regtyp,sex,plh0185,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2008,Rural regions,male,Sometimes,0.13157894736842105,23673,0.127272810814764,0.1358850839220781
2008,Rural regions,male,Often,0.03446115288220551,23673,0.03213745747611149,0.03678484828829953
2008,Rural regions,male,Very often,0.010338345864661654,23673,0.009049804625450616,0.01162688710387269
2008,Rural regions,female,Seldom,0.36472303206997086,23673,0.3585911672474017,0.37085489689254003
2008,Rural regions,female,Very seldom,0.30495626822157434,23673,0.29909145385896757,0.3108210825841811
2008,Rural regions,female,Sometimes,0.2230320699708455,23673,0.2177291554517152,0.22833498448997577
2008,Rural regions,female,Often,0.08600583090379009,23673,0.08243421224744411,0.08957744956013607
2008,Rural regions,female,Very often,0.02128279883381924,23673,0.0194442617127046,0.023121335954933882
2009,Urban regions,male,Very seldom,0.5056322674418605,21983,0.4990229739091803,0.5122415609745407
2009,Urban regions,male,Seldom,0.32067587209302323,21983,0.3145058850272653,0.32684585915878117
2009,Urban regions,male,Sometimes,0.1277252906976744,21983,0.1233128621913205,0.1321377192040283
2009,Urban regions,male,Often,0.03597383720930233,21983,0.03351205071855677,0.03843562370004788
2009,Urban regions,male,Very often,0.009992732558139535,21983,0.008677889508869592,0.011307575607409479
2009,Urban regions,female,Seldom,0.34442622950819674,21983,0.33814461205393653,0.35070784696245694
2009,Urban regions,female,Very seldom,0.3242622950819672,21983,0.3180743009420696,0.33045028922186476
2009,Urban regions,female,Sometimes,0.2275409836065574,21983,0.2219988099417118,0.23308315727140297
2009,Urban regions,female,Often,0.08196721311475409,21983,0.07834092946298946,0.08559349676651873
2009,Urban regions,female,Very often,0.02180327868852459,21983,0.019872704053888465,0.023733853323160716
2009,Rural regions,male,Very seldom,0.47432521395655036,21983,0.4677242209847012,0.48092620692839955
2009,Rural regions,male,Seldom,0.35385121790651747,21983,0.3475301682244143,0.36017226758862064
2009,Rural regions,male,Sometimes,0.1326530612244898,21983,0.1281690400503643,0.1371370823986153
2009,Rural regions,male,Often,0.031270572745227126,21983,0.02896975745115772,0.03357138803929653
2009,Rural regions,male,Very often,0.007899934167215274,21983,0.006729621066268454,0.009070247268162093
2009,Rural regions,female,Seldom,0.3543331284572833,21983,0.34801013514229634,0.3606561217722703
2009,Rural regions,female,Very seldom,0.29471419791026426,21983,0.28868727423900176,0.30074112158152677
2009,Rural regions,female,Sometimes,0.23110018438844498,21983,0.22552771597063306,0.2366726528062569
2009,Rural regions,female,Often,0.0958819913952059,21983,0.0919898046080892,0.09977417818232259
2009,Rural regions,female,Very often,0.023970497848801474,21983,0.02194849114546496,0.025992504552137988
2010,Urban regions,male,Very seldom,0.485190958690569,35837,0.48001644332994287,0.4903654740511951
2010,Urban regions,male,Seldom,0.3472330475448168,35837,0.34230380879761324,0.3521622862920204
2010,Urban regions,male,Sometimes,0.12431800467653936,35837,0.12090190547618877,0.12773410387688994
2010,Urban regions,male,Often,0.03507404520654715,35837,0.033169329465774916,0.03697876094731939
2010,Urban regions,male,Very often,0.00818394388152767,35837,0.0072511468901061684,0.009116740872949171
2010,Urban regions,female,Seldom,0.35426871938418475,35837,0.34931669739743565,0.35922074137093385
2010,Urban regions,female,Very seldom,0.31962911126662,35837,0.3148008999110204,0.32445732262221966
2010,Urban regions,female,Sometimes,0.22935619314205738,35837,0.22500335688770465,0.2337090293964101
2010,Urban regions,female,Often,0.08100069979006298,35837,0.07817587039518603,0.08382552918493993
2010,Urban regions,female,Very often,0.015745276417074877,35837,0.01445637664608387,0.017034176188065884
2010,Rural regions,male,Very seldom,0.45674990951863914,35837,0.4515925264915217,0.4619072925457566
2010,Rural regions,male,Seldom,0.3713355048859935,35837,0.366333052626138,0.37633795714584894
2010,Rural regions,male,Sometimes,0.1328266377126312,35837,0.12931276680735615,0.13634050861790625
2010,Rural regions,male,Often,0.03329714078899747,35837,0.03143959203705029,0.035154689540944646
2010,Rural regions,male,Very often,0.00579080709373869,35837,0.00500521214175519,0.006576402045722189
2010,Rural regions,female,Seldom,0.36952124072825354,35837,0.3645238284251211,0.374518653031386
2010,Rural regions,female,Very seldom,0.2926500337154417,35837,0.2879393742966385,0.29736069313424485
2010,Rural regions,female,Sometimes,0.23162508428860418,35837,0.2272572150090771,0.23599295356813124
2010,Rural regions,female,Often,0.0873229939312205,35837,0.08440009962516382,0.0902458882372772
2010,Rural regions,female,Very often,0.018880647336480108,35837,0.017471489600040097,0.02028980507292012
2011,Urban regions,male,Very seldom,0.49059636714354604,41903,0.4858097720005901,0.49538296228650197
2011,Urban regions,male,Seldom,0.3301719980710497,41903,0.32566917086518377,0.3346748252769156
2011,Urban regions,male,Sometimes,0.13711621925735412,41903,0.13382274645995018,0.14040969205475806
2011,Urban regions,male,Often,0.03600707281787494,41903,0.03422319812187102,0.03779094751387887
2011,Urban regions,male,Very often,0.006108342710175213,41903,0.005362298209997131,0.006854387210353295
2011,Urban regions,female,Seldom,0.33588543882036015,41903,0.33136323010533525,0.34040764753538505
2011,Urban regions,female,Very seldom,0.31263292216078264,41903,0.3081943301048544,0.31707151421671087
2011,Urban regions,female,Sometimes,0.24500212675457253,41903,0.24088407970539047,0.2491201738037546
2011,Urban regions,female,Often,0.0826598610520346,41903,0.08002325013015717,0.08529647197391203
2011,Urban regions,female,Very often,0.023819651212250107,41903,0.0223596062094175,0.025279696215082713
2011,Rural regions,male,Very seldom,0.4732041049030787,41903,0.46842354289591537,0.477984666910242
2011,Rural regions,male,Seldom,0.3443557582668187,41903,0.3398061781906937,0.3489053383429437
2011,Rural regions,male,Sometimes,0.14452679589509693,41903,0.1411600456099197,0.14789354618027414
2011,Rural regions,male,Often,0.02993158494868871,41903,0.028300038086744306,0.03156313181063312
2011,Rural regions,male,Very often,0.00798175598631699,41903,0.007129750157627941,0.008833761815006039
2011,Rural regions,female,Seldom,0.36048029235186635,41903,0.35588300931516037,0.36507757538857233
2011,Rural regions,female,Very seldom,0.2863482119551031,41903,0.2820198464246473,0.290676577485559
2011,Rural regions,female,Sometimes,0.2427564604541895,41903,0.23865123796308113,0.24686168294529787
2011,Rural regions,female,Often,0.08979378752284,41903,0.08705646131241204,0.09253111373326794
2011,Rural regions,female,Very often,0.020621247716001045,41903,0.019260535382003053,0.021981960049999038
2012,Urban regions,male,Very seldom,0.5016404199475065,40229,0.49675441255467334,0.5065264273403397
2012,Urban regions,male,Seldom,0.3297244094488189,40229,0.32513043363605043,0.3343183852615874
2012,Urban regions,male,Sometimes,0.12483595800524934,40229,0.12160596906914074,0.12806594694135795
2012,Urban regions,male,Often,0.038385826771653545,40229,0.03650835969382555,0.04026329384948154
2012,Urban regions,male,Very often,0.0054133858267716535,40229,0.004696347700553414,0.006130423952989893
2012,Urban regions,female,Very seldom,0.3455914289850876,40229,0.3409442176401412,0.350238640330034
2012,Urban regions,female,Seldom,0.34298537715361227,40229,0.33834651173677976,0.3476242425704448
2012,Urban regions,female,Sometimes,0.21702620529897207,40229,0.21299795772077448,0.22105445287716965
2012,Urban regions,female,Often,0.07644418705660924,40229,0.07384767550468771,0.07904069860853077
2012,Urban regions,female,Very often,0.017952801505718836,40229,0.016655267502246482,0.01925033550919119
2012,Rural regions,male,Very seldom,0.4876805437553101,40229,0.48279599338806334,0.4925650941225569
2012,Rural regions,male,Seldom,0.3588218634947607,40229,0.35413464440334225,0.36350908258617914
2012,Rural regions,male,Sometimes,0.11809685641461343,40229,0.11494318772153607,0.12125052510769078
2012,Rural regions,male,Often,0.028603794958935145,40229,0.026974887236898365,0.030232702680971925
2012,Rural regions,male,Very often,0.006796941376380629,40229,0.0059940399323233666,0.007599842820437891
2012,Rural regions,female,Seldom,0.3662297609868928,40229,0.3615218397309524,0.3709376822428332
2012,Rural regions,female,Very seldom,0.33436134669750706,40229,0.32975121053890216,0.33897148285611195
2012,Rural regions,female,Sometimes,0.20560267283474684,40229,0.20165337653784648,0.2095519691316472
2012,Rural regions,female,Often,0.07453096890259574,40229,0.0719645013281808,0.07709743647701067
2012,Rural regions,female,Very often,0.01927525057825752,40229,0.017931681386981844,0.020618819769533194
2013,Urban regions,male,Very seldom,0.5008917546988613,44486,0.49624538560176007,0.5055381237959624
2013,Urban regions,male,Seldom,0.3425709973933324,44486,0.33816094125162754,0.3469810535350373
2013,Urban regions,male,Sometimes,0.11290986417889971,44486,0.1099688696938728,0.11585085866392662
2013,Urban regions,male,Often,0.036630539168610234,44486,0.0348848678133898,0.03837621052383067
2013,Urban regions,male,Very often,0.0069968445602963366,44486,0.006222256461770461,0.007771432658822212
2013,Urban regions,female,Seldom,0.3641851106639839,44486,0.35971342947605706,0.36865679185191075
2013,Urban regions,female,Very seldom,0.33836351441985246,44486,0.33396662160011503,0.3427604072395899
2013,Urban regions,female,Sometimes,0.20232506147999105,44486,0.19859185331612578,0.20605826964385632
2013,Urban regions,female,Often,0.07545271629778671,44486,0.07299831034496032,0.07790712225061311
2013,Urban regions,female,Very often,0.01967359713838587,44486,0.018383056664702288,0.02096413761206945
2013,Rural regions,male,Very seldom,0.505491937368544,44486,0.5008458411722654,0.5101380335648227
2013,Rural regions,male,Seldom,0.34377190932460855,44486,0.33935816680827413,0.34818565184094297
2013,Rural regions,male,Sometimes,0.11474643608319701,44486,0.11178468990074689,0.11770818226564714
2013,Rural regions,male,Often,0.03014723066136948,44486,0.028558241226453084,0.03173622009628588
2013,Rural regions,male,Very often,0.005842486562280907,44486,0.005134262214322121,0.006550710910239692
2013,Rural regions,female,Seldom,0.36139589905362773,44486,0.35693161464947987,0.3658601834577756
2013,Rural regions,female,Very seldom,0.33813091482649843,44486,0.3337347609994177,0.3425270686535792
2013,Rural regions,female,Sometimes,0.19854100946372238,44486,0.1948341155441917,0.20224790338325307
2013,Rural regions,female,Often,0.07847003154574132,44486,0.07597111911294188,0.08096894397854076
2013,Rural regions,female,Very often,0.023462145110410094,44486,0.022055538051920592,0.024868752168899597
2014,Urban regions,male,Very seldom,0.5155860349127181,38694,0.5106064498223698,0.5205656200030665
2014,Urban regions,male,Seldom,0.32281795511221945,38694,0.31815924361976605,0.32747666660467284
2014,Urban regions,male,Sometimes,0.11795511221945137,38694,0.11474117058728867,0.12116905385161408
2014,Urban regions,male,Often,0.035785536159601,38694,0.03393467073381507,0.037636401585386926
2014,Urban regions,male,Very often,0.007855361596009976,38694,0.0069757218526459545,0.008735001339373997
2014,Urban regions,female,Seldom,0.35050251256281406,38694,0.3457484098206906,0.3552566153049375
2014,Urban regions,female,Very seldom,0.3428601340033501,38694,0.3381305639731473,0.3475897040335529
2014,Urban regions,female,Sometimes,0.20393634840871022,38694,0.19992162644192982,0.20795107037549063
2014,Urban regions,female,Often,0.07862227805695142,38694,0.0759404809192926,0.08130407519461023
2014,Urban regions,female,Very often,0.024078726968174206,38694,0.022551307185270108,0.025606146751078303
2014,Rural regions,male,Very seldom,0.522794959908362,38694,0.5178181338226231,0.5277717859941009
2014,Rural regions,male,Seldom,0.33654066437571595,38694,0.33183240709873957,0.3412489216526923
2014,Rural regions,male,Sometimes,0.10652920962199312,38694,0.10345517475166797,0.10960324449231827
2014,Rural regions,male,Often,0.028178694158075602,38694,0.026529818534976803,0.0298275697811744
2014,Rural regions,male,Very often,0.005956471935853379,38694,0.005189761263193307,0.006723182608513451
2014,Rural regions,female,Seldom,0.36489424787507413,38694,0.36009756740035964,0.3696909283497886
2014,Rural regions,female,Very seldom,0.34077881004151017,38694,0.33605615604674394,0.3455014640362764
2014,Rural regions,female,Sometimes,0.2018185412136786,38694,0.19781941043437284,0.20581767199298434
2014,Rural regions,female,Often,0.07135797588456216,38694,0.06879302126679149,0.07392293050233284
2014,Rural regions,female,Very often,0.021150424985174936,38694,0.019716746443264627,0.022584103527085245
2015,Urban regions,male,Very seldom,0.5155930818466566,38036,0.5105706117324759,0.5206155519608374
2015,Urban regions,male,Seldom,0.32902083617050254,38036,0.3242988482702376,0.3337428240707675
2015,Urban regions,male,Sometimes,0.11357755685687049,38036,0.11038877151596577,0.11676634219777521
2015,Urban regions,male,Often,0.03390984611194335,38036,0.03209085578571172,0.03572883643817498
2015,Urban regions,male,Very often,0.007898679014026964,38036,0.007009039839168535,0.008788318188885393
2015,Urban regions,female,Seldom,0.35711030082041934,38036,0.35229494843172343,0.36192565320911524
2015,Urban regions,female,Very seldom,0.3391066545123063,38036,0.3343490044251083,0.34386430459950434
2015,Urban regions,female,Sometimes,0.2029398359161349,38036,0.19889791458419684,0.20698175724807297
2015,Urban regions,female,Often,0.0771422060164084,38036,0.0744607413956725,0.07982367063714428
2015,Urban regions,female,Very often,0.023701002734731084,38036,0.022172263422437163,0.025229742047025005
2015,Rural regions,male,Very seldom,0.48981095015958753,38036,0.4847870793421882,0.4948348209769869
2015,Rural regions,male,Seldom,0.34961944512644244,38036,0.3448271868543776,0.3544117033985073
2015,Rural regions,male,Sometimes,0.11981340535232016,38036,0.11654979176227828,0.12307701894236203
2015,Rural regions,male,Often,0.033881659710287254,38036,0.03206339900403913,0.03569992041653538
2015,Rural regions,male,Very often,0.006874539651362632,38036,0.006044148867380588,0.007704930435344676
2015,Rural regions,female,Seldom,0.37174643157010917,38036,0.36688963919332,0.3766032239468983
2015,Rural regions,female,Very seldom,0.32010915197313183,38036,0.3154207234973014,0.3247975804489623
2015,Rural regions,female,Sometimes,0.21431570109151973,38036,0.21019178629536825,0.21843961588767122
2015,Rural regions,female,Often,0.07514693534844669,38036,0.07249751627261011,0.07779635442428326
2015,Rural regions,female,Very often,0.01868178001679261,38036,0.0173210476658574,0.020042512367727822
2016,Urban regions,male,Very seldom,0.4851987595150832,41132,0.48036877441418463,0.4900287446159817
2016,Urban regions,male,Seldom,0.3480405976881872,41132,0.34343706334771434,0.35264413202866
2016,Urban regions,male,Sometimes,0.11996053002537356,41132,0.1168204810547642,0.12310057899598292
2016,Urban regions,male,Often,0.03834226106568932,41132,0.036486528952549696,0.04019799317882894
2016,Urban regions,male,Very often,0.00845785170566676,41132,0.00757283436363982,0.0093428690476937
2016,Urban regions,female,Seldom,0.35322448020674263,41132,0.34860526345017173,0.35784369696331353
2016,Urban regions,female,Very seldom,0.31692705274286387,41132,0.31243050347150375,0.321423602014224
2016,Urban regions,female,Sometimes,0.2210736520615529,41132,0.21706329678947153,0.2250840073336343
2016,Urban regions,female,Often,0.08716081287442734,41132,0.0844348249258288,0.08988680082302589
2016,Urban regions,female,Very often,0.02161400211441325,41132,0.020208637976724973,0.023019366252101527
2016,Rural regions,male,Very seldom,0.4768211920529801,41132,0.471994284241533,0.48164809986442725
2016,Rural regions,male,Seldom,0.35354049923586345,41132,0.34892034573940145,0.35816065273232545
2016,Rural regions,male,Sometimes,0.12531839021905247,41132,0.12211876906579998,0.12851801137230495
2016,Rural regions,male,Often,0.03718797758532858,41132,0.035359295584263366,0.0390166595863938
2016,Rural regions,male,Very often,0.007131940906775344,41132,0.006318706404762484,0.007945175408788203
2016,Rural regions,female,Seldom,0.36285902214426663,41132,0.35821223381863143,0.36750581046990183
2016,Rural regions,female,Very seldom,0.3071694803771103,41132,0.30271118647897266,0.3116277742752479
2016,Rural regions,female,Sometimes,0.22100416575312432,41132,0.2169942619384532,0.22501406956779543
2016,Rural regions,female,Often,0.08638456478842359,41132,0.08366958908943108,0.0890995404874161
2016,Rural regions,female,Very often,0.022582766937075203,41132,0.021146964355122845,0.02401856951902756
2017,Urban regions,male,Very seldom,0.49948783610755443,45410,0.49488897708113067,0.5040866951339782
2017,Urban regions,male,Seldom,0.3381562099871959,45410,0.33380493276591744,0.3425074872084744
2017,Urban regions,male,Sometimes,0.117797695262484,45410,0.11483263987007218,0.12076275065489582
2017,Urban regions,male,Often,0.0354673495518566,45410,0.03376615824504463,0.03716854085866857
2017,Urban regions,male,Very often,0.00909090909090909,45410,0.00821793594516049,0.00996388223665769
2017,Urban regions,female,Seldom,0.355700325732899,45410,0.35129714605571494,0.36010350541008307
2017,Urban regions,female,Very seldom,0.33800217155266016,45410,0.3336513792846063,0.342352963820714
2017,Urban regions,female,Sometimes,0.20814332247557002,45410,0.20440923185467927,0.21187741309646077
2017,Urban regions,female,Often,0.07709011943539631,45410,0.07463677046664156,0.07954346840415107
2017,Urban regions,female,Very often,0.021064060803474484,45410,0.019743286816774647,0.02238483479017432
2017,Rural regions,male,Very seldom,0.4973714285714286,45410,0.4927726306834054,0.5019702264594518
2017,Rural regions,male,Seldom,0.3490285714285714,45410,0.34464435713071173,0.3534127857264311
2017,Rural regions,male,Sometimes,0.1152,45410,0.11226350600592651,0.11813649399407349
2017,Rural regions,male,Often,0.0304,45410,0.028820886248237896,0.0319791137517621
2017,Rural regions,male,Very often,0.008,45410,0.007180627941433837,0.008819372058566163
2017,Rural regions,female,Seldom,0.3799959831291424,45410,0.37553154226275764,0.38446042399552716
2017,Rural regions,female,Very seldom,0.3129142398071902,45410,0.3086494418853665,0.31717903772901385
2017,Rural regions,female,Sometimes,0.2078730668808998,45410,0.20414076449729937,0.21160536926450021
2017,Rural regions,female,Often,0.07893151235187788,45410,0.0764515134157901,0.08141151128796567
2017,Rural regions,female,Very often,0.020285197830889737,45410,0.01898855674411452,0.021581838917664953
2018,Urban regions,male,Very seldom,0.5164864151938803,43121,0.511769637030745,0.5212031933570156
2018,Urban regions,male,Seldom,0.31627538907939856,43121,0.3118861931761914,0.32066458498260575
2018,Urban regions,male,Sometimes,0.12463729886573463,43121,0.12151963210716066,0.1277549656243086
2018,Urban regions,male,Often,0.034951200211026115,43121,0.033217726164384426,0.036684674257667804
2018,Urban regions,male,Very often,0.007649696649960433,43121,0.006827328523338971,0.008472064776581894
2018,Urban regions,female,Seldom,0.35494273323696207,43121,0.35042635880513606,0.3594591076687881
2018,Urban regions,female,Very seldom,0.3491604581341043,43121,0.3446609902932178,0.3536599259749908
2018,Urban regions,female,Sometimes,0.19759813188035139,43121,0.19383976612624082,0.20135649763446195
2018,Urban regions,female,Often,0.07494718114088736,43121,0.07246191686906531,0.07743244541270941
2018,Urban regions,female,Very often,0.023351495607694873,43121,0.021926091011716917,0.02477690020367283
2018,Rural regions,male,Very seldom,0.5115440115440115,43121,0.5068259252368145,0.5162620978512086
2018,Rural regions,male,Seldom,0.33886483886483887,43121,0.334397282495432,0.34333239523424575
2018,Rural regions,male,Sometimes,0.11544011544011544,43121,0.1124239604439239,0.11845627043630698
2018,Rural regions,male,Often,0.02837902837902838,43121,0.02681170410193565,0.029946352656121108
2018,Rural regions,male,Very often,0.005772005772005772,43121,0.005056986032595831,0.006487025511415713
2018,Rural regions,female,Seldom,0.37674806929659777,43121,0.3721743554097839,0.38132178318341164
2018,Rural regions,female,Very seldom,0.3312460864120225,43121,0.3268036603770424,0.33568851244700265
2018,Rural regions,female,Sometimes,0.20037570444583594,43121,0.1965975719768631,0.2041538369148088
2018,Rural regions,female,Often,0.07075767063243582,43121,0.06833740565973785,0.07317793560513379
2018,Rural regions,female,Very often,0.02087246921310791,43121,0.019523139123597204,0.022221799302618618
2019,Urban regions,male,Very seldom,0.5287890524141492,42417,0.5240385995816145,0.5335395052466839
2019,Urban regions,male,Seldom,0.32235992770462174,42417,0.3179120159572364,0.3268078394520071
2019,Urban regions,male,Sometimes,0.10973405628711592,42417,0.10675953765690739,0.11270857491732446
2019,Urban regions,male,Often,0.032274722437387035,42417,0.03059284866782765,0.03395659620694642
2019,Urban regions,male,Very often,0.006842241156726052,42417,0.006057738524461746,0.007626743788990358
2019,Urban regions,female,Very seldom,0.358332362874112,42417,0.3537690086519614,0.3628957170962626
2019,Urban regions,female,Seldom,0.35367415861185514,42417,0.34912413635159745,0.35822418087211283
2019,Urban regions,female,Sometimes,0.19191801560498428,42417,0.18817025638477225,0.19566577482519631
2019,Urban regions,female,Often,0.0740654477698847,42417,0.0715732410172191,0.07655765452255031
2019,Urban regions,female,Very often,0.02201001513916385,42417,0.02061376422298239,0.023406266055345314
2019,Rural regions,male,Very seldom,0.5166270783847982,42417,0.5118713631879541,0.5213827935816422
2019,Rural regions,male,Seldom,0.33871733966745843,42417,0.3342133396954055,0.34322133963951135
2019,Rural regions,male,Sometimes,0.11092636579572447,42417,0.10793773439768756,0.11391499719376139
2019,Rural regions,male,Often,0.027078384798099764,42417,0.02553371234875716,0.02862305724744237
2019,Rural regions,male,Very often,0.00665083135391924,42417,0.005877305149253044,0.007424357558585435
2019,Rural regions,female,Seldom,0.3602185792349727,42417,0.3556499600069467,0.3647871984629987
2019,Rural regions,female,Very seldom,0.352568306010929,42417,0.3480215179688562,0.35711509405300174
2019,Rural regions,female,Sometimes,0.19912568306010928,42417,0.19532526022130314,0.2029261058989154
2019,Rural regions,female,Often,0.07125683060109289,42417,0.06880862907717006,0.07370503212501572
2019,Rural regions,female,Very often,0.016830601092896174,42417,0.015606407544245943,0.018054794641546405
2020,Urban regions,male,Very seldom,0.4455140071578428,42741,0.44080195918627957,0.450226055129406
2020,Urban regions,male,Seldom,0.3291373565346168,42741,0.32468244458403767,0.3335922684851959
2020,Urban regions,male,Sometimes,0.16277921757373812,42741,0.15927933711972533,0.1662790980277509
2020,Urban regions,male,Often,0.052696532148586946,42741,0.050578320687882664,0.05481474360929123
2020,Urban regions,male,Very often,0.009872886585215353,42741,0.008935537666941119,0.010810235503489586
2020,Urban regions,female,Seldom,0.3334084761045987,42741,0.32893904812309444,0.337877904086103
2020,Urban regions,female,Very seldom,0.2802073940486925,42741,0.2759496728685061,0.2844651152288789
2020,Urban regions,female,Sometimes,0.24188458070333635,42741,0.23782477275959674,0.24594438864707596
2020,Urban regions,female,Often,0.11485572587917042,42741,0.1118328724525641,0.11787857930577675
2020,Urban regions,female,Very often,0.029643823264201983,42741,0.028035895897669763,0.0312517506307342
2020,Rural regions,male,Very seldom,0.46570048309178746,42741,0.46097137253731807,0.47042959364625686
2020,Rural regions,male,Seldom,0.34903381642512077,42741,0.34451477108134576,0.3535528617688958
2020,Rural regions,male,Sometimes,0.13140096618357489,42741,0.12819807132654037,0.1346038610406094
2020,Rural regions,male,Often,0.043719806763285025,42741,0.04178130844295643,0.04565830508361362
2020,Rural regions,male,Very often,0.010144927536231883,42741,0.00919488289431139,0.011094972178152376
2020,Rural regions,female,Seldom,0.35121299799688405,42741,0.34668746128578026,0.35573853470798783
2020,Rural regions,female,Very seldom,0.2764300022256844,42741,0.2721899950076442,0.28067000944372467
2020,Rural regions,female,Sometimes,0.24482528377476073,42741,0.24074880124303027,0.2489017663064912
2020,Rural regions,female,Often,0.09971066102826619,42741,0.09687015586380507,0.1025511661927273
2020,Rural regions,female,Very often,0.027821054974404628,42741,0.02626188438319007,0.029380225565619186
2021,Urban regions,male,Very seldom,0.4924924924924925,27598,0.48659403696900705,0.49839094801597794
2021,Urban regions,male,Seldom,0.3442192192192192,27598,0.3386137216828792,0.34982471675555926
2021,Urban regions,male,Sometimes,0.11636636636636637,27598,0.11258309823709016,0.12014963449564257
2021,Urban regions,male,Often,0.0381006006006006,27598,0.03584195545849298,0.04035924574270822
2021,Urban regions,male,Very often,0.008821321321321322,27598,0.007718106563649881,0.009924536078992763
2021,Urban regions,female,Seldom,0.37197747598542563,27598,0.3662750035086906,0.3776799484621607
2021,Urban regions,female,Very seldom,0.33123550844650546,27598,0.32568257699092623,0.3367884399020847
2021,Urban regions,female,Sometimes,0.19012918184829414,27598,0.18549951722928104,0.19475884646730723
2021,Urban regions,female,Often,0.08463067240808214,27598,0.081346852436197,0.08791449237996728
2021,Urban regions,female,Very often,0.022027161311692613,27598,0.020295512062309132,0.023758810561076094
2021,Rural regions,male,Very seldom,0.5149416909620991,27598,0.5090452050151225,0.5208381769090756
2021,Rural regions,male,Seldom,0.3356413994169096,27598,0.3300701024459965,0.34121269638782276
2021,Rural regions,male,Sometimes,0.10568513119533528,27598,0.10205794844597599,0.10931231394469457
2021,Rural regions,male,Often,0.03644314868804665,27598,0.03423227523691869,0.038654022139174606
2021,Rural regions,male,Very often,0.007288629737609329,27598,0.00628505040591165,0.008292209069307008
2021,Rural regions,female,Very seldom,0.36006546644844517,27598,0.3544020855058149,0.3657288473910754
2021,Rural regions,female,Seldom,0.3587561374795417,27598,0.3530972827298961,0.36441499222918733
2021,Rural regions,female,Sometimes,0.1783960720130933,27598,0.17387916486049604,0.18291297916569055
2021,Rural regions,female,Often,0.08183306055646482,27598,0.07859904213969526,0.08506707897323437
2021,Rural regions,female,Very often,0.020949263502454993,27598,0.01925958435225538,0.022638942652654606
