year,quintil_oecd,sex,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,1st Quintile,male,Often,0.06690,65,1208,0.05281,0.08100
2008,1st Quintile,female,Very seldom,0.29101,491,1724,0.26956,0.31246
2008,1st Quintile,female,Seldom,0.31360,570,1724,0.29170,0.33551
2008,1st Quintile,female,Sometimes,0.22904,406,1724,0.20920,0.24888
2008,1st Quintile,female,Often,0.12538,197,1724,0.10974,0.14102
2008,1st Quintile,female,Very often,0.04096,60,1724,0.03160,0.05032
2008,2nd Quintile,male,Very seldom,0.49898,748,1513,0.47378,0.52419
2008,2nd Quintile,male,Seldom,0.29799,492,1513,0.27494,0.32105
2008,2nd Quintile,male,Sometimes,0.15374,218,1513,0.13556,0.17192
2008,2nd Quintile,male,Often,0.03867,55,1513,0.02895,0.04839
2008,2nd Quintile,female,Very seldom,0.34500,602,1837,0.32325,0.36674
2008,2nd Quintile,female,Seldom,0.32051,623,1837,0.29916,0.34186
2008,2nd Quintile,female,Sometimes,0.22087,402,1837,0.20189,0.23984
2008,2nd Quintile,female,Often,0.09114,162,1837,0.07797,0.10430
2008,2nd Quintile,female,Very often,0.02249,48,1837,0.01571,0.02927
2008,3rd Quintile,male,Very seldom,0.43929,845,1821,0.41648,0.46209
2008,3rd Quintile,male,Seldom,0.37905,681,1821,0.35676,0.40134
2008,3rd Quintile,male,Sometimes,0.13069,223,1821,0.11520,0.14617
2008,3rd Quintile,male,Often,0.04168,72,1821,0.03250,0.05086
2008,3rd Quintile,female,Very seldom,0.30652,594,1966,0.28613,0.32690
2008,3rd Quintile,female,Seldom,0.36534,731,1966,0.34405,0.38663
2008,3rd Quintile,female,Sometimes,0.22616,439,1966,0.20766,0.24466
2008,3rd Quintile,female,Often,0.08340,158,1966,0.07118,0.09563
2008,3rd Quintile,female,Very often,0.01858,44,1966,0.01261,0.02455
2008,4th Quintile,male,Very seldom,0.45662,901,1904,0.43424,0.47900
2008,4th Quintile,male,Seldom,0.35834,700,1904,0.33680,0.37989
2008,4th Quintile,male,Sometimes,0.13084,232,1904,0.11569,0.14599
2008,4th Quintile,male,Often,0.04681,71,1904,0.03732,0.05630
2008,4th Quintile,female,Very seldom,0.32447,622,1910,0.30347,0.34548
2008,4th Quintile,female,Seldom,0.35057,695,1910,0.32917,0.37198
2008,4th Quintile,female,Sometimes,0.23184,442,1910,0.21291,0.25078
2008,4th Quintile,female,Often,0.07723,151,1910,0.06525,0.08920
2008,5th Quintile,male,Very seldom,0.50553,1408,2632,0.48642,0.52463
2008,5th Quintile,male,Seldom,0.34457,857,2632,0.32641,0.36273
2008,5th Quintile,male,Sometimes,0.11482,294,2632,0.10264,0.12700
2008,5th Quintile,male,Often,0.02748,73,2632,0.02123,0.03373
2008,5th Quintile,female,Very seldom,0.37546,974,2602,0.35685,0.39407
2008,5th Quintile,female,Seldom,0.33813,944,2602,0.31995,0.35631
2008,5th Quintile,female,Sometimes,0.20163,486,2602,0.18621,0.21705
2008,5th Quintile,female,Often,0.07016,163,2602,0.06034,0.07997
2008,5th Quintile,female,Very often,0.01463,35,2602,0.01002,0.01925
2009,1st Quintile,male,Very seldom,0.47409,573,1166,0.44542,0.50276
2009,1st Quintile,male,Seldom,0.29255,367,1166,0.26643,0.31867
2009,1st Quintile,male,Sometimes,0.16731,168,1166,0.14588,0.18874
2009,1st Quintile,male,Often,0.05170,58,1166,0.03898,0.06441
2009,1st Quintile,female,Very seldom,0.29697,474,1655,0.27495,0.31899
2009,1st Quintile,female,Seldom,0.30132,540,1655,0.27921,0.32344
2009,1st Quintile,female,Sometimes,0.25824,402,1655,0.23715,0.27934
2009,1st Quintile,female,Often,0.12456,199,1655,0.10864,0.14047
2009,1st Quintile,female,Very often,0.01890,40,1655,0.01234,0.02546
2009,2nd Quintile,male,Very seldom,0.45887,675,1390,0.43266,0.48507
2009,2nd Quintile,male,Seldom,0.33545,464,1390,0.31062,0.36028
2009,2nd Quintile,male,Sometimes,0.16149,202,1390,0.14214,0.18084
2009,2nd Quintile,male,Often,0.03690,49,1390,0.02698,0.04681
2009,2nd Quintile,female,Very seldom,0.28928,511,1731,0.26792,0.31065
2009,2nd Quintile,female,Seldom,0.35584,618,1731,0.33328,0.37840
2009,2nd Quintile,female,Sometimes,0.22162,383,1731,0.20205,0.24120
2009,2nd Quintile,female,Often,0.10176,172,1731,0.08751,0.11600
2009,2nd Quintile,female,Very often,0.03149,47,1731,0.02326,0.03972
2009,3rd Quintile,male,Very seldom,0.45357,780,1641,0.42948,0.47767
2009,3rd Quintile,male,Seldom,0.35037,571,1641,0.32728,0.37346
2009,3rd Quintile,male,Sometimes,0.14061,228,1641,0.12378,0.15743
2009,3rd Quintile,male,Often,0.04374,62,1641,0.03384,0.05364
2009,3rd Quintile,female,Very seldom,0.31328,528,1737,0.29146,0.33510
2009,3rd Quintile,female,Seldom,0.33397,628,1737,0.31178,0.35615
2009,3rd Quintile,female,Sometimes,0.25001,413,1737,0.22964,0.27038
2009,3rd Quintile,female,Often,0.06903,122,1737,0.05710,0.08096
2009,3rd Quintile,female,Very often,0.03370,46,1737,0.02522,0.04219
2009,4th Quintile,male,Very seldom,0.47184,909,1833,0.44898,0.49470
2009,4th Quintile,male,Seldom,0.36163,648,1833,0.33963,0.38363
2009,4th Quintile,male,Sometimes,0.12385,217,1833,0.10877,0.13894
2009,4th Quintile,male,Often,0.03173,59,1833,0.02370,0.03975
2009,4th Quintile,female,Very seldom,0.30597,579,1893,0.28521,0.32674
2009,4th Quintile,female,Seldom,0.36641,672,1893,0.34470,0.38812
2009,4th Quintile,female,Sometimes,0.23195,448,1893,0.21293,0.25096
2009,4th Quintile,female,Often,0.07953,155,1893,0.06734,0.09173
2009,4th Quintile,female,Very often,0.01614,39,1893,0.01046,0.02182
2009,5th Quintile,male,Very seldom,0.48509,1286,2431,0.46522,0.50497
2009,5th Quintile,male,Seldom,0.33737,789,2431,0.31857,0.35617
2009,5th Quintile,male,Sometimes,0.14028,291,2431,0.12647,0.15409
2009,5th Quintile,male,Often,0.03063,65,2431,0.02377,0.03748
2009,5th Quintile,female,Very seldom,0.35429,845,2335,0.33489,0.37370
2009,5th Quintile,female,Seldom,0.33806,794,2335,0.31886,0.35725
2009,5th Quintile,female,Sometimes,0.21743,494,2335,0.20069,0.23416
2009,5th Quintile,female,Often,0.07268,163,2335,0.06214,0.08321
2009,5th Quintile,female,Very often,0.01754,39,2335,0.01222,0.02287
2010,1st Quintile,male,Very seldom,0.40752,466,1044,0.37770,0.43734
2010,1st Quintile,male,Seldom,0.36658,373,1044,0.33734,0.39583
2010,1st Quintile,male,Sometimes,0.14924,157,1044,0.12762,0.17087
2010,1st Quintile,male,Often,0.06300,48,1044,0.04825,0.07774
2010,1st Quintile,female,Very seldom,0.29265,463,1497,0.26959,0.31570
2010,1st Quintile,female,Seldom,0.29850,482,1497,0.27531,0.32168
2010,1st Quintile,female,Sometimes,0.23353,337,1497,0.21209,0.25497
2010,1st Quintile,female,Often,0.14936,172,1497,0.13130,0.16743
2010,1st Quintile,female,Very often,0.02597,43,1497,0.01791,0.03403
2010,2nd Quintile,male,Very seldom,0.43591,627,1333,0.40928,0.46254
2010,2nd Quintile,male,Seldom,0.35126,467,1333,0.32563,0.37690
2010,2nd Quintile,male,Sometimes,0.14757,187,1333,0.12852,0.16661
2010,2nd Quintile,male,Often,0.05037,52,1333,0.03862,0.06212
2010,2nd Quintile,female,Very seldom,0.28634,490,1647,0.26450,0.30818
2010,2nd Quintile,female,Seldom,0.35060,584,1647,0.32755,0.37365
2010,2nd Quintile,female,Sometimes,0.25451,391,1647,0.23347,0.27555
2010,2nd Quintile,female,Often,0.08136,144,1647,0.06815,0.09456
2010,2nd Quintile,female,Very often,0.02719,38,1647,0.01933,0.03505
2010,3rd Quintile,male,Very seldom,0.44227,700,1530,0.41738,0.46717
2010,3rd Quintile,male,Seldom,0.36997,579,1530,0.34577,0.39417
2010,3rd Quintile,male,Sometimes,0.14369,197,1530,0.12611,0.16127
2010,3rd Quintile,male,Often,0.03686,54,1530,0.02741,0.04630
2010,3rd Quintile,female,Very seldom,0.29072,492,1633,0.26869,0.31276
2010,3rd Quintile,female,Seldom,0.36423,619,1633,0.34089,0.38758
2010,3rd Quintile,female,Sometimes,0.26112,390,1633,0.23981,0.28243
2010,3rd Quintile,female,Often,0.06898,132,1633,0.05668,0.08127
2010,4th Quintile,male,Very seldom,0.46008,849,1729,0.43658,0.48358
2010,4th Quintile,male,Seldom,0.37385,605,1729,0.35104,0.39666
2010,4th Quintile,male,Sometimes,0.12574,217,1729,0.11010,0.14137
2010,4th Quintile,male,Often,0.03819,58,1729,0.02915,0.04723
2010,4th Quintile,female,Very seldom,0.28696,542,1717,0.26556,0.30837
2010,4th Quintile,female,Seldom,0.36937,619,1717,0.34653,0.39220
2010,4th Quintile,female,Sometimes,0.24880,418,1717,0.22834,0.26925
2010,4th Quintile,female,Often,0.08622,138,1717,0.07294,0.09950
2010,5th Quintile,male,Very seldom,0.46082,1110,2201,0.43999,0.48165
2010,5th Quintile,male,Seldom,0.35853,784,2201,0.33849,0.37857
2010,5th Quintile,male,Sometimes,0.14417,247,2201,0.12949,0.15885
2010,5th Quintile,male,Often,0.03265,60,2201,0.02522,0.04007
2010,5th Quintile,female,Very seldom,0.33023,708,2121,0.31021,0.35025
2010,5th Quintile,female,Seldom,0.37880,816,2121,0.35815,0.39945
2010,5th Quintile,female,Sometimes,0.21432,462,2121,0.19685,0.23179
2010,5th Quintile,female,Often,0.06527,135,2121,0.05475,0.07578
2011,1st Quintile,male,Very seldom,0.36979,441,1022,0.34018,0.39940
2011,1st Quintile,male,Seldom,0.33284,342,1022,0.30393,0.36175
2011,1st Quintile,male,Sometimes,0.19175,169,1022,0.16761,0.21590
2011,1st Quintile,male,Often,0.08816,70,1022,0.07076,0.10555
2011,1st Quintile,female,Very seldom,0.27586,390,1437,0.25274,0.29897
2011,1st Quintile,female,Seldom,0.27463,421,1437,0.25155,0.29772
2011,1st Quintile,female,Sometimes,0.29806,415,1437,0.27440,0.32171
2011,1st Quintile,female,Often,0.12991,171,1437,0.11252,0.14730
2011,1st Quintile,female,Very often,0.02155,40,1437,0.01404,0.02906
2011,2nd Quintile,male,Very seldom,0.44115,549,1202,0.41306,0.46923
2011,2nd Quintile,male,Seldom,0.32791,419,1202,0.30136,0.35446
2011,2nd Quintile,male,Sometimes,0.17114,182,1202,0.14983,0.19244
2011,2nd Quintile,male,Often,0.05005,52,1202,0.03772,0.06239
2011,2nd Quintile,female,Very seldom,0.27756,419,1493,0.25484,0.30028
2011,2nd Quintile,female,Seldom,0.32238,516,1493,0.29866,0.34610
2011,2nd Quintile,female,Sometimes,0.24588,369,1493,0.22403,0.26773
2011,2nd Quintile,female,Often,0.12631,154,1493,0.10946,0.14317
2011,2nd Quintile,female,Very often,0.02787,35,1493,0.01952,0.03622
2011,3rd Quintile,male,Very seldom,0.40614,618,1451,0.38086,0.43142
2011,3rd Quintile,male,Seldom,0.38863,555,1451,0.36354,0.41372
2011,3rd Quintile,male,Sometimes,0.15996,222,1451,0.14110,0.17883
2011,3rd Quintile,male,Often,0.03815,56,1451,0.02829,0.04801
2011,3rd Quintile,female,Very seldom,0.24205,409,1591,0.22100,0.26310
2011,3rd Quintile,female,Seldom,0.36945,570,1591,0.34572,0.39317
2011,3rd Quintile,female,Sometimes,0.26479,441,1591,0.24310,0.28648
2011,3rd Quintile,female,Often,0.09619,133,1591,0.08170,0.11068
2011,3rd Quintile,female,Very often,0.02752,38,1591,0.01948,0.03557
2011,4th Quintile,male,Very seldom,0.43207,738,1642,0.40810,0.45603
2011,4th Quintile,male,Seldom,0.36426,611,1642,0.34097,0.38754
2011,4th Quintile,male,Sometimes,0.17287,254,1642,0.15458,0.19117
2011,4th Quintile,male,Often,0.02611,39,1642,0.01839,0.03382
2011,4th Quintile,female,Very seldom,0.28713,439,1621,0.26510,0.30917
2011,4th Quintile,female,Seldom,0.35396,611,1621,0.33068,0.37725
2011,4th Quintile,female,Sometimes,0.25730,413,1621,0.23601,0.27859
2011,4th Quintile,female,Often,0.07724,125,1621,0.06424,0.09024
2011,4th Quintile,female,Very often,0.02436,33,1621,0.01685,0.03187
2011,5th Quintile,male,Very seldom,0.43698,975,2028,0.41539,0.45858
2011,5th Quintile,male,Seldom,0.37168,706,2028,0.35064,0.39272
2011,5th Quintile,male,Sometimes,0.15230,288,2028,0.13666,0.16794
2011,5th Quintile,male,Often,0.02931,59,2028,0.02197,0.03666
2011,5th Quintile,female,Very seldom,0.26689,611,2028,0.24763,0.28614
2011,5th Quintile,female,Seldom,0.40733,777,2028,0.38594,0.42872
2011,5th Quintile,female,Sometimes,0.23130,465,2028,0.21295,0.24966
2011,5th Quintile,female,Often,0.07525,138,2028,0.06376,0.08673
2011,5th Quintile,female,Very often,0.01924,37,2028,0.01326,0.02522
2012,1st Quintile,male,Very seldom,0.44371,607,1240,0.41605,0.47137
2012,1st Quintile,male,Seldom,0.32394,381,1240,0.29788,0.35000
2012,1st Quintile,male,Sometimes,0.15441,185,1240,0.13429,0.17453
2012,1st Quintile,male,Often,0.06114,67,1240,0.04780,0.07448
2012,1st Quintile,female,Very seldom,0.32549,560,1767,0.30363,0.34734
2012,1st Quintile,female,Seldom,0.33477,575,1767,0.31276,0.35678
2012,1st Quintile,female,Sometimes,0.22462,418,1767,0.20516,0.24409
2012,1st Quintile,female,Often,0.08823,166,1767,0.07500,0.10145
2012,1st Quintile,female,Very often,0.02689,48,1767,0.01935,0.03444
2012,2nd Quintile,male,Very seldom,0.47444,702,1410,0.44836,0.50051
2012,2nd Quintile,male,Seldom,0.32722,466,1410,0.30272,0.35172
2012,2nd Quintile,male,Sometimes,0.13390,179,1410,0.11612,0.15168
2012,2nd Quintile,male,Often,0.04763,63,1410,0.03651,0.05875
2012,2nd Quintile,female,Very seldom,0.30745,551,1729,0.28570,0.32921
2012,2nd Quintile,female,Seldom,0.35332,613,1729,0.33079,0.37586
2012,2nd Quintile,female,Sometimes,0.23211,376,1729,0.21221,0.25202
2012,2nd Quintile,female,Often,0.09094,152,1729,0.07739,0.10450
2012,2nd Quintile,female,Very often,0.01617,37,1729,0.01022,0.02211
2012,3rd Quintile,male,Very seldom,0.46111,807,1672,0.43721,0.48502
2012,3rd Quintile,male,Seldom,0.35757,591,1672,0.33459,0.38056
2012,3rd Quintile,male,Sometimes,0.14241,214,1672,0.12566,0.15917
2012,3rd Quintile,male,Often,0.03751,60,1672,0.02840,0.04662
2012,3rd Quintile,female,Very seldom,0.31608,604,1801,0.29460,0.33756
2012,3rd Quintile,female,Seldom,0.35331,622,1801,0.33122,0.37539
2012,3rd Quintile,female,Sometimes,0.22440,405,1801,0.20512,0.24367
2012,3rd Quintile,female,Often,0.08213,137,1801,0.06945,0.09481
2012,3rd Quintile,female,Very often,0.02408,33,1801,0.01700,0.03117
2012,4th Quintile,male,Very seldom,0.46140,910,1865,0.43877,0.48403
2012,4th Quintile,male,Seldom,0.37568,688,1865,0.35369,0.39766
2012,4th Quintile,male,Sometimes,0.12520,213,1865,0.11017,0.14022
2012,4th Quintile,male,Often,0.03324,54,1865,0.02510,0.04138
2012,4th Quintile,female,Very seldom,0.34871,657,1900,0.32728,0.37015
2012,4th Quintile,female,Seldom,0.34257,702,1900,0.32123,0.36392
2012,4th Quintile,female,Sometimes,0.21597,399,1900,0.19746,0.23448
2012,4th Quintile,female,Often,0.07553,142,1900,0.06364,0.08741
2012,5th Quintile,male,Very seldom,0.49410,1114,2262,0.47350,0.51471
2012,5th Quintile,male,Seldom,0.34554,820,2262,0.32594,0.36514
2012,5th Quintile,male,Sometimes,0.13012,264,2262,0.11625,0.14398
2012,5th Quintile,male,Often,0.02896,64,2262,0.02204,0.03587
2012,5th Quintile,female,Very seldom,0.34502,796,2254,0.32539,0.36465
2012,5th Quintile,female,Seldom,0.36482,814,2254,0.34494,0.38469
2012,5th Quintile,female,Sometimes,0.21550,475,2254,0.19852,0.23248
2012,5th Quintile,female,Often,0.05940,138,2254,0.04964,0.06917
2012,5th Quintile,female,Very often,0.01526,31,2254,0.01020,0.02032
2013,1st Quintile,male,Very seldom,0.45380,967,1961,0.43175,0.47584
2013,1st Quintile,male,Seldom,0.32974,648,1961,0.30893,0.35055
2013,1st Quintile,male,Sometimes,0.13174,242,1961,0.11676,0.14671
2013,1st Quintile,male,Often,0.06739,104,1961,0.05629,0.07849
2013,1st Quintile,female,Very seldom,0.32346,1001,3152,0.30713,0.33979
2013,1st Quintile,female,Seldom,0.29693,1069,3152,0.28097,0.31288
2013,1st Quintile,female,Sometimes,0.24795,682,3152,0.23287,0.26303
2013,1st Quintile,female,Often,0.09645,286,3152,0.08614,0.10676
2013,1st Quintile,female,Very often,0.03521,114,3152,0.02878,0.04165
2013,2nd Quintile,male,Very seldom,0.45674,1107,2241,0.43611,0.47737
2013,2nd Quintile,male,Seldom,0.34285,766,2241,0.32320,0.36251
2013,2nd Quintile,male,Sometimes,0.15384,287,2241,0.13890,0.16879
2013,2nd Quintile,male,Often,0.03941,81,2241,0.03135,0.04747
2013,2nd Quintile,female,Very seldom,0.33507,994,2959,0.31806,0.35208
2013,2nd Quintile,female,Seldom,0.33840,1065,2959,0.32135,0.35545
2013,2nd Quintile,female,Sometimes,0.19801,576,2959,0.18365,0.21237
2013,2nd Quintile,female,Often,0.10434,256,2959,0.09333,0.11536
2013,2nd Quintile,female,Very often,0.02418,68,2959,0.01864,0.02971
2013,3rd Quintile,male,Very seldom,0.48857,1139,2257,0.46794,0.50920
2013,3rd Quintile,male,Seldom,0.33571,793,2257,0.31622,0.35519
2013,3rd Quintile,male,Sometimes,0.13634,252,2257,0.12218,0.15050
2013,3rd Quintile,male,Often,0.03556,73,2257,0.02792,0.04320
2013,3rd Quintile,female,Very seldom,0.30225,838,2623,0.28467,0.31983
2013,3rd Quintile,female,Seldom,0.35241,973,2623,0.33413,0.37070
2013,3rd Quintile,female,Sometimes,0.23525,551,2623,0.21901,0.25148
2013,3rd Quintile,female,Often,0.09165,213,2623,0.08061,0.10269
2013,3rd Quintile,female,Very often,0.01844,48,2623,0.01329,0.02359
2013,4th Quintile,male,Very seldom,0.50794,1177,2313,0.48756,0.52832
2013,4th Quintile,male,Seldom,0.33525,814,2313,0.31601,0.35450
2013,4th Quintile,male,Sometimes,0.11646,249,2313,0.10338,0.12953
2013,4th Quintile,male,Often,0.03685,73,2313,0.02917,0.04453
2013,4th Quintile,female,Very seldom,0.34017,872,2525,0.32168,0.35865
2013,4th Quintile,female,Seldom,0.36652,966,2525,0.34772,0.38532
2013,4th Quintile,female,Sometimes,0.21077,489,2525,0.19485,0.22668
2013,4th Quintile,female,Often,0.06935,161,2525,0.05943,0.07926
2013,4th Quintile,female,Very often,0.01321,37,2525,0.00875,0.01766
2013,5th Quintile,male,Very seldom,0.50568,1425,2720,0.48689,0.52447
2013,5th Quintile,male,Seldom,0.35395,946,2720,0.33597,0.37192
2013,5th Quintile,male,Sometimes,0.11110,284,2720,0.09929,0.12291
2013,5th Quintile,male,Often,0.02219,65,2720,0.01666,0.02773
2013,5th Quintile,female,Very seldom,0.36003,1036,2728,0.34201,0.37804
2013,5th Quintile,female,Seldom,0.37759,1016,2728,0.35940,0.39579
2013,5th Quintile,female,Sometimes,0.19696,519,2728,0.18204,0.21189
2013,5th Quintile,female,Often,0.05553,157,2728,0.04693,0.06413
2014,1st Quintile,male,Very seldom,0.49464,1234,2378,0.47454,0.51474
2014,1st Quintile,male,Seldom,0.29504,705,2378,0.27671,0.31338
2014,1st Quintile,male,Sometimes,0.14565,303,2378,0.13147,0.15983
2014,1st Quintile,male,Often,0.05247,103,2378,0.04350,0.06143
2014,1st Quintile,male,Very often,0.01220,33,2378,0.00779,0.01661
2014,1st Quintile,female,Very seldom,0.31419,1120,3422,0.29863,0.32974
2014,1st Quintile,female,Seldom,0.31160,1084,3422,0.29608,0.32712
2014,1st Quintile,female,Sometimes,0.22548,754,3422,0.21147,0.23948
2014,1st Quintile,female,Often,0.11792,343,3422,0.10711,0.12873
2014,1st Quintile,female,Very often,0.03082,121,3422,0.02503,0.03661
2014,2nd Quintile,male,Very seldom,0.50145,1296,2426,0.48155,0.52135
2014,2nd Quintile,male,Seldom,0.32496,769,2426,0.30632,0.34360
2014,2nd Quintile,male,Sometimes,0.12225,269,2426,0.10921,0.13529
2014,2nd Quintile,male,Often,0.04200,92,2426,0.03402,0.04998
2014,2nd Quintile,female,Very seldom,0.33420,1040,3050,0.31746,0.35094
2014,2nd Quintile,female,Seldom,0.34147,1105,3050,0.32463,0.35830
2014,2nd Quintile,female,Sometimes,0.20008,593,3050,0.18588,0.21428
2014,2nd Quintile,female,Often,0.09882,237,3050,0.08823,0.10941
2014,2nd Quintile,female,Very often,0.02543,75,3050,0.01985,0.03102
2014,3rd Quintile,male,Very seldom,0.48705,1213,2369,0.46691,0.50718
2014,3rd Quintile,male,Seldom,0.34075,803,2369,0.32166,0.35984
2014,3rd Quintile,male,Sometimes,0.12227,272,2369,0.10908,0.13547
2014,3rd Quintile,male,Often,0.04616,81,2369,0.03771,0.05461
2014,3rd Quintile,female,Very seldom,0.33766,935,2774,0.32005,0.35526
2014,3rd Quintile,female,Seldom,0.33664,998,2774,0.31905,0.35423
2014,3rd Quintile,female,Sometimes,0.22059,573,2774,0.20515,0.23602
2014,3rd Quintile,female,Often,0.08135,206,2774,0.07117,0.09152
2014,3rd Quintile,female,Very often,0.02377,62,2774,0.01810,0.02944
2014,4th Quintile,male,Very seldom,0.48503,1229,2454,0.46525,0.50481
2014,4th Quintile,male,Seldom,0.34310,870,2454,0.32431,0.36188
2014,4th Quintile,male,Sometimes,0.13074,280,2454,0.11740,0.14408
2014,4th Quintile,male,Often,0.03715,75,2454,0.02966,0.04463
2014,4th Quintile,female,Very seldom,0.34024,944,2683,0.32231,0.35817
2014,4th Quintile,female,Seldom,0.38808,1012,2683,0.36964,0.40652
2014,4th Quintile,female,Sometimes,0.18829,513,2683,0.17350,0.20309
2014,4th Quintile,female,Often,0.06330,164,2683,0.05409,0.07252
2014,4th Quintile,female,Very often,0.02009,50,2683,0.01478,0.02540
2014,5th Quintile,male,Very seldom,0.51454,1444,2701,0.49569,0.53339
2014,5th Quintile,male,Seldom,0.34598,910,2701,0.32804,0.36393
2014,5th Quintile,male,Sometimes,0.11441,288,2701,0.10240,0.12642
2014,5th Quintile,male,Often,0.02223,59,2701,0.01667,0.02779
2014,5th Quintile,female,Very seldom,0.34178,959,2648,0.32371,0.35985
2014,5th Quintile,female,Seldom,0.38061,992,2648,0.36211,0.39910
2014,5th Quintile,female,Sometimes,0.20180,536,2648,0.18651,0.21709
2014,5th Quintile,female,Often,0.06120,161,2648,0.05207,0.07033
2015,1st Quintile,male,Very seldom,0.46435,1007,2066,0.44284,0.48586
2015,1st Quintile,male,Seldom,0.33306,695,2066,0.31273,0.35338
2015,1st Quintile,male,Sometimes,0.13301,266,2066,0.11837,0.14766
2015,1st Quintile,male,Often,0.05658,98,2066,0.04661,0.06654
2015,1st Quintile,female,Very seldom,0.30985,939,2962,0.29319,0.32651
2015,1st Quintile,female,Seldom,0.30550,940,2962,0.28891,0.32209
2015,1st Quintile,female,Sometimes,0.23706,661,2962,0.22175,0.25238
2015,1st Quintile,female,Often,0.10708,306,2962,0.09594,0.11821
2015,1st Quintile,female,Very often,0.04051,116,2962,0.03341,0.04761
2015,2nd Quintile,male,Very seldom,0.47210,1128,2248,0.45146,0.49274
2015,2nd Quintile,male,Seldom,0.31621,712,2248,0.29698,0.33543
2015,2nd Quintile,male,Sometimes,0.15740,308,2248,0.14234,0.17246
2015,2nd Quintile,male,Often,0.04917,100,2248,0.04023,0.05811
2015,2nd Quintile,female,Very seldom,0.30750,966,2962,0.29088,0.32412
2015,2nd Quintile,female,Seldom,0.34629,1072,2962,0.32916,0.36343
2015,2nd Quintile,female,Sometimes,0.23388,623,2962,0.21863,0.24913
2015,2nd Quintile,female,Often,0.08124,229,2962,0.07140,0.09108
