year,sampreg,plh0185,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2015,East,Often,0.05750859763087505,38036,0.05516887842940786,0.059848316832342235
2015,East,Very often,0.013947267863966373,38036,0.012768703532539687,0.01512583219539306
2016,West,Very seldom,0.39536590480184525,41132,0.3906407930793971,0.4000910165242934
2016,West,Seldom,0.34892010903753407,41132,0.34431387183519585,0.3535263462398723
2016,West,Sometimes,0.17639966449989516,41132,0.1727160574742317,0.18008327152555864
2016,West,Often,0.06364017613755504,41132,0.06128103876866002,0.06599931350645007
2016,West,Very often,0.015674145523170476,41132,0.014473741226283473,0.01687454982005748
2016,East,Very seldom,0.3728577122359506,41132,0.36818444339017864,0.37753098108172256
2016,East,Seldom,0.3712634515743324,41132,0.3665942608935059,0.3759326422551589
2016,East,Sometimes,0.17297728178557195,41132,0.16932201220891144,0.17663255136223246
2016,East,Often,0.06775607811877242,41132,0.06532720365965425,0.07018495257789059
2016,East,Very often,0.01514547628537266,41132,0.013965172860032973,0.016325779710712345
2017,West,Very seldom,0.4126923076923077,45410,0.4081640998559931,0.41722051552862227
2017,West,Seldom,0.348125,45410,0.3437434266184575,0.3525065733815425
2017,West,Sometimes,0.16682692307692307,45410,0.1633978163344911,0.17025602981935503
2017,West,Often,0.056826923076923073,45410,0.054697543478317276,0.05895630267552887
2017,West,Very often,0.015528846153846153,45410,0.014391608025927254,0.016666084281765053
2017,East,Very seldom,0.38823107283817726,45410,0.3837485844444239,0.39271356123193063
2017,East,Seldom,0.37585217079296734,45410,0.3713973259357835,0.3803070156501512
2017,East,Sometimes,0.16254036598493002,45410,0.1591469048582689,0.16593382711159113
2017,East,Often,0.059382848941514174,45410,0.05720906046704835,0.06155663741598
2017,East,Very often,0.013993541442411194,45410,0.012913142825866575,0.015073940058955813
2018,West,Very seldom,0.42582801276935356,43121,0.42116088410828684,0.4304951414304203
2018,West,Seldom,0.3392857142857143,43121,0.33481680751148224,0.34375462105994636
2018,West,Sometimes,0.164255786113328,43121,0.16075868099165852,0.16775289123499748
2018,West,Often,0.05536711891460495,43121,0.05320853393214829,0.0575257038970616
2018,West,Very often,0.015263367916999202,43121,0.014106198644614244,0.01642053718938416
2018,East,Very seldom,0.40777940102264426,43121,0.4031410239014939,0.4124177781437946
2018,East,Seldom,0.36559532505478454,43121,0.3610496837404009,0.37014096636916816
2018,East,Sometimes,0.15869247626004382,43121,0.15524368257733676,0.16214126994275088
2018,East,Often,0.05222790357925493,43121,0.05012792475476603,0.054327882403743824
2018,East,Very often,0.015704894083272462,43121,0.014531370482329227,0.016878417684215698
2019,West,Very seldom,0.44003588874489086,42417,0.4353118848969525,0.4447598925928292
2019,West,Seldom,0.3374538929319111,42417,0.3329540083843862,0.34195377747943595
2019,West,Sometimes,0.1544711394676503,42417,0.1510318083436114,0.15791047059168917
2019,West,Often,0.053384508025122124,42417,0.05124516451984946,0.05552385153039479
2019,West,Very often,0.01465457083042568,42417,0.01351098990701417,0.01579815175383719
2019,East,Very seldom,0.4241821796493765,42417,0.41947885608410207,0.4288855032146509
2019,East,Seldom,0.3589372853786373,42417,0.35437223428304165,0.3635023364742329
2019,East,Sometimes,0.15217784203867704,42417,0.14875951044655464,0.15559617363079944
2019,East,Often,0.053316464847279955,42417,0.051178408327867145,0.055454521366692766
2019,East,Very often,0.01138622808602928,42417,0.010376535041755801,0.012395921130302757
2020,West,Very seldom,0.3628662890913568,42741,0.3583077851389296,0.36742479304378406
2020,West,Seldom,0.3310022162029057,42741,0.32654091523907997,0.33546351716673145
2020,West,Sometimes,0.20221620290568826,42741,0.19840831361603586,0.20602409219534065
2020,West,Often,0.08342772716079783,42741,0.08080609174343205,0.0860493625781636
2020,West,Very often,0.020487564639251415,42741,0.019144540318936115,0.021830588959566716
2020,East,Seldom,0.3633967237808322,42741,0.35883678858874873,0.3679566589729157
2020,East,Very seldom,0.3573714931274713,42741,0.3528281694448154,0.3619148168101272
2020,East,Sometimes,0.18979476558086988,42741,0.18607707390072772,0.19351245726101204
2020,East,Often,0.0717379024665788,42741,0.06929141284413474,0.07418439208902285
2020,East,Very often,0.017699115044247787,42741,0.016449052404939015,0.01894917768355656
2021,West,Very seldom,0.4138821273143026,27598,0.40807116465300014,0.419693089975605
2021,West,Seldom,0.3533967691967249,27598,0.34775692003701314,0.3590366183564367
2021,West,Sometimes,0.1546802389909272,27598,0.1504139998662844,0.15894647811557
2021,West,Often,0.06240318654569595,27598,0.059549352524128976,0.06525702056726293
2021,West,Very often,0.01563767795234934,27598,0.01417388082789415,0.01710147507680453
2021,East,Very seldom,0.42201327433628316,27598,0.4161863516699808,0.4278401970025855
2021,East,Seldom,0.36172566371681414,27598,0.35605660939315076,0.3673947180404775
2021,East,Sometimes,0.14131637168141592,27598,0.1372064826423793,0.14542626072045253
2021,East,Often,0.06028761061946902,27598,0.05747940581219488,0.06309581542674317
2021,East,Very often,0.0146570796460177,27598,0.013239215271903687,0.016074944020131713
