,Unnamed: 0,year,bula_h,sampreg,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
615,615,2002,Bavaria,West,A Bit Too Large,0.10752,179,11859,0.09496,0.11955
616,616,2002,Berlin,West,A Bit Too Small,0.2262,55,11859,0.1941,0.26021
617,617,2002,Berlin,West,Just Right,0.7738,195,11859,0.69955,0.85361
618,618,2002,Berlin,East,A Bit Too Small,0.24969,51,11859,0.19507,0.28795
619,619,2002,Berlin,East,Just Right,0.75031,144,11859,0.67003,0.82724
620,620,2002,Brandenburg,East,A Bit Too Small,0.14216,70,11859,0.11915,0.17235
621,621,2002,Brandenburg,East,Just Right,0.76443,376,11859,0.71197,0.80051
622,622,2002,Brandenburg,East,A Bit Too Large,0.09341,43,11859,0.07716,0.11102
623,623,2002,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.12691,35,11859,0.09901,0.15974
624,624,2002,Mecklenburg-Western Pomerania,East,Just Right,0.87309,214,11859,0.80508,0.94095
625,625,2002,Saxony,East,A Bit Too Small,0.10578,90,11859,0.09026,0.11898
626,626,2002,Saxony,East,Just Right,0.79293,654,11859,0.74802,0.83586
627,627,2002,Saxony,East,A Bit Too Large,0.10129,78,11859,0.08872,0.11943
628,628,2002,Saxony-Anhalt,East,A Bit Too Small,0.11428,55,11859,0.09614,0.13238
629,629,2002,Saxony-Anhalt,East,Just Right,0.7782,391,11859,0.73053,0.82517
630,630,2002,Saxony-Anhalt,East,A Bit Too Large,0.10752,51,11859,0.08847,0.12789
631,631,2002,Thuringa,East,A Bit Too Small,0.07914,54,11859,0.06411,0.0983
632,632,2002,Thuringa,East,Just Right,0.84215,394,11859,0.78835,0.89398
633,633,2002,Thuringa,East,A Bit Too Large,0.07871,40,11859,0.06433,0.09242
634,634,2003,Schleswig-Holstein,West,A Bit Too Small,0.12781,43,11441,0.10719,0.15083
635,635,2003,Schleswig-Holstein,West,Just Right,0.78748,282,11441,0.73127,0.83925
636,636,2003,Schleswig-Holstein,West,A Bit Too Large,0.0847,37,11441,0.06323,0.105
637,637,2003,Hamburg,West,A Bit Too Small,0.27438,45,11441,0.21231,0.33083
638,638,2003,Hamburg,West,Just Right,0.72562,113,11441,0.65208,0.82297
639,639,2003,Lower Saxony,West,A Bit Too Small,0.14102,119,11441,0.12397,0.15523
640,640,2003,Lower Saxony,West,Just Right,0.68688,686,11441,0.65153,0.7253
641,641,2003,Lower Saxony,West,A Bit Too Large,0.17211,142,11441,0.15434,0.18854
642,642,2003,Bremen,West,Just Right,1.0,68,11441,0.82716,1.15887
643,643,2003,North Rhine-Westphalia,West,Much Too Small,0.01983,47,11441,0.01666,0.02396
644,644,2003,North Rhine-Westphalia,West,A Bit Too Small,0.13457,346,11441,0.12229,0.14478
645,645,2003,North Rhine-Westphalia,West,Just Right,0.71967,1805,11441,0.69612,0.74262
646,646,2003,North Rhine-Westphalia,West,A Bit Too Large,0.10963,260,11441,0.10053,0.11875
647,647,2003,North Rhine-Westphalia,West,Much Too Large,0.01631,39,11441,0.01249,0.0193
648,648,2003,Hesse,West,A Bit Too Small,0.17316,146,11441,0.15223,0.19638
649,649,2003,Hesse,West,Just Right,0.70121,533,11441,0.6598,0.74956
650,650,2003,Hesse,West,A Bit Too Large,0.12563,98,11441,0.11005,0.14179
651,651,2003,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11822,77,11441,0.10017,0.14024
652,652,2003,"Rhineland-Palatinate, Saarland",West,Just Right,0.71934,504,11441,0.67829,0.7637
653,653,2003,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.16244,111,11441,0.14183,0.18322
654,654,2003,Baden-Wuerttemberg,West,Much Too Small,0.02272,32,11441,0.01659,0.0294
655,655,2003,Baden-Wuerttemberg,West,A Bit Too Small,0.1585,217,11441,0.14327,0.17643
656,656,2003,Baden-Wuerttemberg,West,Just Right,0.71598,1002,11441,0.68106,0.75002
657,657,2003,Baden-Wuerttemberg,West,A Bit Too Large,0.10279,138,11441,0.09063,0.11591
658,658,2003,Bavaria,West,Much Too Small,0.02104,32,11441,0.01571,0.02567
659,659,2003,Bavaria,West,A Bit Too Small,0.14421,241,11441,0.12958,0.15934
660,660,2003,Bavaria,West,Just Right,0.73099,1184,11441,0.69985,0.76173
661,661,2003,Bavaria,West,A Bit Too Large,0.10376,171,11441,0.0932,0.11497
662,662,2003,Berlin,West,A Bit Too Small,0.24335,59,11441,0.20802,0.2832
663,663,2003,Berlin,West,Just Right,0.75665,187,11441,0.68307,0.82899
664,664,2003,Berlin,East,A Bit Too Small,0.23409,45,11441,0.18501,0.27717
665,665,2003,Berlin,East,Just Right,0.76591,143,11441,0.68802,0.84941
666,666,2003,Brandenburg,East,A Bit Too Small,0.15561,75,11441,0.13103,0.18068
667,667,2003,Brandenburg,East,Just Right,0.75005,365,11441,0.70115,0.80147
668,668,2003,Brandenburg,East,A Bit Too Large,0.09434,48,11441,0.07639,0.11201
669,669,2003,Mecklenburg-Western Pomerania,East,Just Right,1.0,222,11441,0.93419,1.08504
670,670,2003,Saxony,East,A Bit Too Small,0.11903,94,11441,0.10273,0.13785
671,671,2003,Saxony,East,Just Right,0.80419,664,11441,0.76381,0.84925
672,672,2003,Saxony,East,A Bit Too Large,0.07678,68,11441,0.06608,0.09008
673,673,2003,Saxony-Anhalt,East,A Bit Too Small,0.11885,55,11441,0.10092,0.1363
674,674,2003,Saxony-Anhalt,East,Just Right,0.7732,374,11441,0.71845,0.82019
675,675,2003,Saxony-Anhalt,East,A Bit Too Large,0.10796,52,11441,0.08892,0.12567
676,676,2003,Thuringa,East,A Bit Too Small,0.10343,52,11441,0.08619,0.12354
677,677,2003,Thuringa,East,Just Right,0.79472,375,11441,0.73833,0.86417
678,678,2003,Thuringa,East,A Bit Too Large,0.10185,45,11441,0.0837,0.1277
679,679,2004,Schleswig-Holstein,West,A Bit Too Small,0.13757,44,11110,0.11031,0.16119
680,680,2004,Schleswig-Holstein,West,Just Right,0.86243,282,11110,0.79097,0.93891
681,681,2004,Hamburg,West,A Bit Too Small,0.23546,40,11110,0.17139,0.30751
682,682,2004,Hamburg,West,Just Right,0.76454,118,11110,0.67479,0.85649
683,683,2004,Lower Saxony,West,A Bit Too Small,0.12252,99,11110,0.1065,0.13883
684,684,2004,Lower Saxony,West,Just Right,0.71518,712,11110,0.67442,0.7536
685,685,2004,Lower Saxony,West,A Bit Too Large,0.16229,137,11110,0.14189,0.17977
686,686,2004,Bremen,West,Just Right,1.0,70,11110,0.81067,1.19553
687,687,2004,North Rhine-Westphalia,West,Much Too Small,0.01588,34,11110,0.01232,0.01945
688,688,2004,North Rhine-Westphalia,West,A Bit Too Small,0.12323,306,11110,0.11246,0.13335
689,689,2004,North Rhine-Westphalia,West,Just Right,0.75128,1784,11110,0.72583,0.77964
690,690,2004,North Rhine-Westphalia,West,A Bit Too Large,0.10961,268,11110,0.10143,0.12054
691,691,2004,Hesse,West,A Bit Too Small,0.18126,135,11110,0.16213,0.20812
692,692,2004,Hesse,West,Just Right,0.69816,519,11110,0.65202,0.73999
693,693,2004,Hesse,West,A Bit Too Large,0.12059,98,11110,0.10216,0.14037
694,694,2004,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11511,81,11110,0.0941,0.13379
695,695,2004,"Rhineland-Palatinate, Saarland",West,Just Right,0.72802,488,11110,0.67966,0.7726
696,696,2004,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.15687,107,11110,0.13875,0.18666
697,697,2004,Baden-Wuerttemberg,West,Much Too Small,0.0244,31,11110,0.01759,0.0311
698,698,2004,Baden-Wuerttemberg,West,A Bit Too Small,0.13672,198,11110,0.12127,0.15312
699,699,2004,Baden-Wuerttemberg,West,Just Right,0.73345,977,11110,0.69534,0.76329
700,700,2004,Baden-Wuerttemberg,West,A Bit Too Large,0.10544,134,11110,0.09237,0.11927
701,701,2004,Bavaria,West,A Bit Too Small,0.13514,217,11110,0.11971,0.14813
702,702,2004,Bavaria,West,Just Right,0.73668,1157,11110,0.70251,0.77245
703,703,2004,Bavaria,West,A Bit Too Large,0.12818,183,11110,0.11328,0.14499
704,704,2004,Berlin,West,A Bit Too Small,0.19983,49,11110,0.16504,0.2343
705,705,2004,Berlin,West,Just Right,0.80017,190,11110,0.71129,0.88272
706,706,2004,Berlin,East,A Bit Too Small,0.23295,43,11110,0.18145,0.2811
707,707,2004,Berlin,East,Just Right,0.76705,144,11110,0.69222,0.83776
708,708,2004,Brandenburg,East,A Bit Too Small,0.13175,58,11110,0.10737,0.1584
709,709,2004,Brandenburg,East,Just Right,0.7923,377,11110,0.74381,0.85404
710,710,2004,Brandenburg,East,A Bit Too Large,0.07595,37,11110,0.06157,0.09296
711,711,2004,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.11732,32,11110,0.08843,0.14785
712,712,2004,Mecklenburg-Western Pomerania,East,Just Right,0.88268,213,11110,0.80625,0.96213
713,713,2004,Saxony,East,A Bit Too Small,0.1113,88,11110,0.09369,0.13111
714,714,2004,Saxony,East,Just Right,0.79874,625,11110,0.76017,0.84074
715,715,2004,Saxony,East,A Bit Too Large,0.08996,85,11110,0.07609,0.10181
716,716,2004,Saxony-Anhalt,East,A Bit Too Small,0.10844,52,11110,0.08496,0.13185
717,717,2004,Saxony-Anhalt,East,Just Right,0.78364,372,11110,0.72191,0.84196
718,718,2004,Saxony-Anhalt,East,A Bit Too Large,0.10792,51,11110,0.08884,0.12353
719,719,2004,Thuringa,East,A Bit Too Small,0.11808,60,11110,0.09579,0.14593
720,720,2004,Thuringa,East,Just Right,0.80399,379,11110,0.74474,0.86063
721,721,2004,Thuringa,East,A Bit Too Large,0.07793,36,11110,0.05979,0.09993
722,722,2005,Schleswig-Holstein,West,A Bit Too Small,0.12763,42,10861,0.10359,0.15034
723,723,2005,Schleswig-Holstein,West,Just Right,0.77224,274,10861,0.71592,0.83258
724,724,2005,Schleswig-Holstein,West,A Bit Too Large,0.10012,32,10861,0.07386,0.12195
725,725,2005,Hamburg,West,A Bit Too Small,0.25247,43,10861,0.19485,0.3125
726,726,2005,Hamburg,West,Just Right,0.74753,115,10861,0.63586,0.84563
727,727,2005,Lower Saxony,West,A Bit Too Small,0.12329,95,10861,0.10593,0.14492
728,728,2005,Lower Saxony,West,Just Right,0.7052,673,10861,0.66307,0.74423
729,729,2005,Lower Saxony,West,A Bit Too Large,0.1715,144,10861,0.15181,0.19517
730,730,2005,Bremen,West,Just Right,1.0,66,10861,0.81996,1.17618
731,731,2005,North Rhine-Westphalia,West,A Bit Too Small,0.13048,308,10861,0.12058,0.14289
732,732,2005,North Rhine-Westphalia,West,Just Right,0.75062,1749,10861,0.72221,0.78001
733,733,2005,North Rhine-Westphalia,West,A Bit Too Large,0.10841,250,10861,0.09905,0.11855
734,734,2005,North Rhine-Westphalia,West,Much Too Large,0.01049,31,10861,0.00787,0.01374
735,735,2005,Hesse,West,A Bit Too Small,0.17807,124,10861,0.15362,0.1973
736,736,2005,Hesse,West,Just Right,0.70681,534,10861,0.66746,0.75051
737,737,2005,Hesse,West,A Bit Too Large,0.11512,85,10861,0.09575,0.13738
738,738,2005,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.12993,81,10861,0.10603,0.15128
739,739,2005,"Rhineland-Palatinate, Saarland",West,Just Right,0.75092,495,10861,0.71045,0.8
740,740,2005,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.11915,80,10861,0.10253,0.14067
741,741,2005,Baden-Wuerttemberg,West,A Bit Too Small,0.15078,193,10861,0.13504,0.173
742,742,2005,Baden-Wuerttemberg,West,Just Right,0.73318,950,10861,0.69323,0.76805
743,743,2005,Baden-Wuerttemberg,West,A Bit Too Large,0.11604,137,10861,0.10223,0.13439
744,744,2005,Bavaria,West,A Bit Too Small,0.14779,225,10861,0.13173,0.16407
745,745,2005,Bavaria,West,Just Right,0.73335,1108,10861,0.70608,0.76852
746,746,2005,Bavaria,West,A Bit Too Large,0.11886,172,10861,0.10516,0.13165
747,747,2005,Berlin,West,A Bit Too Small,0.19417,53,10861,0.16009,0.23319
748,748,2005,Berlin,West,Just Right,0.80583,180,10861,0.73143,0.87062
749,749,2005,Berlin,East,A Bit Too Small,0.18747,35,10861,0.14693,0.24354
750,750,2005,Berlin,East,Just Right,0.81253,148,10861,0.72871,0.91445
751,751,2005,Brandenburg,East,A Bit Too Small,0.14086,69,10861,0.11489,0.17385
752,752,2005,Brandenburg,East,Just Right,0.77734,355,10861,0.71158,0.82954
753,753,2005,Brandenburg,East,A Bit Too Large,0.08181,36,10861,0.06469,0.09943
754,754,2005,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.11042,31,10861,0.08632,0.13529
755,755,2005,Mecklenburg-Western Pomerania,East,Just Right,0.78542,207,10861,0.70561,0.87027
756,756,2005,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.10417,33,10861,0.07463,0.13172
757,757,2005,Saxony,East,A Bit Too Small,0.12329,96,10861,0.10103,0.14478
758,758,2005,Saxony,East,Just Right,0.80722,624,10861,0.75626,0.85486
759,759,2005,Saxony,East,A Bit Too Large,0.06948,72,10861,0.05607,0.08045
760,760,2005,Saxony-Anhalt,East,A Bit Too Small,0.11025,49,10861,0.08193,0.14148
761,761,2005,Saxony-Anhalt,East,Just Right,0.76232,360,10861,0.70508,0.82596
762,762,2005,Saxony-Anhalt,East,A Bit Too Large,0.12744,54,10861,0.10881,0.14913
763,763,2005,Thuringa,East,A Bit Too Small,0.12858,59,10861,0.10023,0.1643
764,764,2005,Thuringa,East,Just Right,0.79738,355,10861,0.72861,0.86554
765,765,2005,Thuringa,East,A Bit Too Large,0.07405,39,10861,0.05884,0.09643
766,766,2006,Schleswig-Holstein,West,A Bit Too Small,0.09928,36,11869,0.08091,0.12019
767,767,2006,Schleswig-Holstein,West,Just Right,0.8081,296,11869,0.75271,0.86744
768,768,2006,Schleswig-Holstein,West,A Bit Too Large,0.09262,37,11869,0.0673,0.11492
769,769,2006,Hamburg,West,A Bit Too Small,0.2092,36,11869,0.16344,0.25884
770,770,2006,Hamburg,West,Just Right,0.7908,141,11869,0.70022,0.87737
771,771,2006,Lower Saxony,West,A Bit Too Small,0.11382,104,11869,0.1011,0.13112
772,772,2006,Lower Saxony,West,Just Right,0.70779,758,11869,0.66951,0.74365
773,773,2006,Lower Saxony,West,A Bit Too Large,0.17839,170,11869,0.16043,0.19902
774,774,2006,Bremen,West,Just Right,1.0,65,11869,0.81232,1.19976
775,775,2006,North Rhine-Westphalia,West,Much Too Small,0.01507,33,11869,0.01145,0.01858
776,776,2006,North Rhine-Westphalia,West,A Bit Too Small,0.12051,298,11869,0.11134,0.13092
777,777,2006,North Rhine-Westphalia,West,Just Right,0.73508,1876,11869,0.71081,0.75789
778,778,2006,North Rhine-Westphalia,West,A Bit Too Large,0.11446,285,11869,0.10511,0.12319
779,779,2006,North Rhine-Westphalia,West,Much Too Large,0.01488,41,11869,0.01094,0.01842
780,780,2006,Hesse,West,A Bit Too Small,0.20876,147,11869,0.18782,0.23154
781,781,2006,Hesse,West,Just Right,0.66228,544,11869,0.62287,0.71063
782,782,2006,Hesse,West,A Bit Too Large,0.12896,120,11869,0.11125,0.1493
783,783,2006,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.1099,80,11869,0.09036,0.13045
784,784,2006,"Rhineland-Palatinate, Saarland",West,Just Right,0.71511,499,11869,0.67912,0.75958
785,785,2006,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.17499,117,11869,0.15531,0.20043
786,786,2006,Baden-Wuerttemberg,West,A Bit Too Small,0.14191,201,11869,0.12529,0.15869
787,787,2006,Baden-Wuerttemberg,West,Just Right,0.73651,1060,11869,0.70314,0.76911
788,788,2006,Baden-Wuerttemberg,West,A Bit Too Large,0.12158,166,11869,0.1106,0.13531
789,789,2006,Bavaria,West,A Bit Too Small,0.15919,259,11869,0.14567,0.17809
790,790,2006,Bavaria,West,Just Right,0.71663,1203,11869,0.68142,0.74936
791,791,2006,Bavaria,West,A Bit Too Large,0.12418,208,11869,0.11157,0.13777
792,792,2006,Berlin,West,A Bit Too Small,0.21563,55,11869,0.17815,0.24945
793,793,2006,Berlin,West,Just Right,0.78437,193,11869,0.70733,0.85948
794,794,2006,Berlin,East,A Bit Too Small,0.2117,39,11869,0.16545,0.26727
795,795,2006,Berlin,East,Just Right,0.7883,148,11869,0.69438,0.87691
796,796,2006,Brandenburg,East,A Bit Too Small,0.11995,64,11869,0.09934,0.14654
797,797,2006,Brandenburg,East,Just Right,0.77189,402,11869,0.72197,0.82367
798,798,2006,Brandenburg,East,A Bit Too Large,0.10815,48,11869,0.08808,0.13102
799,799,2006,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.09982,32,11869,0.07902,0.11816
800,800,2006,Mecklenburg-Western Pomerania,East,Just Right,0.79524,227,11869,0.72166,0.8714
801,801,2006,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.10494,36,11869,0.08169,0.13734
802,802,2006,Saxony,East,A Bit Too Small,0.09405,87,11869,0.07709,0.11101
803,803,2006,Saxony,East,Just Right,0.81629,677,11869,0.77765,0.86587
804,804,2006,Saxony,East,A Bit Too Large,0.08966,95,11869,0.07733,0.10211
805,805,2006,Saxony-Anhalt,East,A Bit Too Small,0.11796,65,11869,0.09672,0.14446
806,806,2006,Saxony-Anhalt,East,Just Right,0.79792,373,11869,0.73868,0.86287
807,807,2006,Saxony-Anhalt,East,A Bit Too Large,0.08412,43,11869,0.06882,0.10097
808,808,2006,Thuringa,East,A Bit Too Small,0.122,58,11869,0.09365,0.15462
809,809,2006,Thuringa,East,Just Right,0.77978,391,11869,0.72771,0.84523
810,810,2006,Thuringa,East,A Bit Too Large,0.09822,56,11869,0.07907,0.11747
811,811,2007,Schleswig-Holstein,West,A Bit Too Small,0.11064,39,11070,0.08157,0.1382
812,812,2007,Schleswig-Holstein,West,Just Right,0.77759,272,11070,0.71777,0.84258
813,813,2007,Schleswig-Holstein,West,A Bit Too Large,0.11177,43,11070,0.08701,0.14035
814,814,2007,Hamburg,West,A Bit Too Small,0.20008,39,11070,0.14634,0.25646
815,815,2007,Hamburg,West,Just Right,0.79992,134,11070,0.69429,0.89866
816,816,2007,Lower Saxony,West,A Bit Too Small,0.11874,108,11070,0.10236,0.13714
817,817,2007,Lower Saxony,West,Just Right,0.69345,693,11070,0.65876,0.7436
818,818,2007,Lower Saxony,West,A Bit Too Large,0.18781,174,11070,0.17063,0.20452
819,819,2007,Bremen,West,Just Right,1.0,68,11070,0.81032,1.17747
820,820,2007,North Rhine-Westphalia,West,A Bit Too Small,0.12971,294,11070,0.11866,0.14279
821,821,2007,North Rhine-Westphalia,West,Just Right,0.73622,1718,11070,0.71033,0.76238
822,822,2007,North Rhine-Westphalia,West,A Bit Too Large,0.11873,263,11070,0.11071,0.13059
823,823,2007,North Rhine-Westphalia,West,Much Too Large,0.01534,39,11070,0.01217,0.01946
824,824,2007,Hesse,West,A Bit Too Small,0.16506,116,11070,0.14533,0.18443
825,825,2007,Hesse,West,Just Right,0.71103,528,11070,0.66954,0.75902
826,826,2007,Hesse,West,A Bit Too Large,0.12391,114,11070,0.10642,0.14321
827,827,2007,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.10798,75,11070,0.09071,0.13243
828,828,2007,"Rhineland-Palatinate, Saarland",West,Just Right,0.7433,470,11070,0.70105,0.79199
829,829,2007,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.14872,98,11070,0.12598,0.1677
830,830,2007,Baden-Wuerttemberg,West,A Bit Too Small,0.14892,214,11070,0.13477,0.16552
831,831,2007,Baden-Wuerttemberg,West,Just Right,0.72472,958,11070,0.68659,0.77216
832,832,2007,Baden-Wuerttemberg,West,A Bit Too Large,0.12635,146,11070,0.1106,0.1452
833,833,2007,Bavaria,West,A Bit Too Small,0.14991,233,11070,0.13669,0.16963
834,834,2007,Bavaria,West,Just Right,0.73128,1154,11070,0.69536,0.7616
835,835,2007,Bavaria,West,A Bit Too Large,0.11881,197,11070,0.10582,0.13068
836,836,2007,Berlin,West,A Bit Too Small,0.23001,51,11070,0.18889,0.26439
837,837,2007,Berlin,West,Just Right,0.76999,183,11070,0.70125,0.86386
838,838,2007,Berlin,East,A Bit Too Small,0.17824,37,11070,0.14034,0.22031
839,839,2007,Berlin,East,Just Right,0.82176,147,11070,0.72434,0.89921
840,840,2007,Brandenburg,East,A Bit Too Small,0.10546,60,11070,0.08354,0.12655
841,841,2007,Brandenburg,East,Just Right,0.80453,381,11070,0.75236,0.86881
842,842,2007,Brandenburg,East,A Bit Too Large,0.09001,39,11070,0.06869,0.11674
843,843,2007,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.13883,35,11070,0.10519,0.17902
844,844,2007,Mecklenburg-Western Pomerania,East,Just Right,0.86117,204,11070,0.77117,0.96379
845,845,2007,Saxony,East,A Bit Too Small,0.12035,94,11070,0.10062,0.14328
846,846,2007,Saxony,East,Just Right,0.7872,638,11070,0.73596,0.83782
847,847,2007,Saxony,East,A Bit Too Large,0.09245,83,11070,0.08067,0.10376
848,848,2007,Saxony-Anhalt,East,A Bit Too Small,0.10854,52,11070,0.08705,0.13256
849,849,2007,Saxony-Anhalt,East,Just Right,0.77808,350,11070,0.70807,0.84285
850,850,2007,Saxony-Anhalt,East,A Bit Too Large,0.11338,51,11070,0.09312,0.13526
851,851,2007,Thuringa,East,A Bit Too Small,0.14284,57,11070,0.11199,0.17755
852,852,2007,Thuringa,East,Just Right,0.7555,372,11070,0.69257,0.80867
853,853,2007,Thuringa,East,A Bit Too Large,0.10166,49,11070,0.07464,0.12943
854,854,2008,Schleswig-Holstein,West,A Bit Too Small,0.10806,32,10426,0.08288,0.1354
855,855,2008,Schleswig-Holstein,West,Just Right,0.78614,255,10426,0.71773,0.84638
856,856,2008,Schleswig-Holstein,West,A Bit Too Large,0.10581,33,10426,0.08606,0.1276
857,857,2008,Hamburg,West,A Bit Too Small,0.21768,41,10426,0.17392,0.26834
858,858,2008,Hamburg,West,Just Right,0.78232,133,10426,0.66089,0.88771
859,859,2008,Lower Saxony,West,A Bit Too Small,0.10641,90,10426,0.08765,0.12327
860,860,2008,Lower Saxony,West,Just Right,0.70263,668,10426,0.66775,0.74368
861,861,2008,Lower Saxony,West,A Bit Too Large,0.19095,166,10426,0.17172,0.2134
862,862,2008,Bremen,West,Just Right,1.0,62,10426,0.79123,1.16058
863,863,2008,North Rhine-Westphalia,West,A Bit Too Small,0.11143,247,10426,0.09902,0.12356
864,864,2008,North Rhine-Westphalia,West,Just Right,0.74863,1613,10426,0.72273,0.77674
865,865,2008,North Rhine-Westphalia,West,A Bit Too Large,0.12044,252,10426,0.10742,0.13457
866,866,2008,North Rhine-Westphalia,West,Much Too Large,0.0195,43,10426,0.01597,0.02339
867,867,2008,Hesse,West,A Bit Too Small,0.18743,116,10426,0.16524,0.21279
868,868,2008,Hesse,West,Just Right,0.68437,480,10426,0.63299,0.72985
869,869,2008,Hesse,West,A Bit Too Large,0.1282,111,10426,0.10833,0.1486
870,870,2008,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11055,69,10426,0.08941,0.13307
871,871,2008,"Rhineland-Palatinate, Saarland",West,Just Right,0.72501,420,10426,0.67483,0.76785
872,872,2008,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.16444,95,10426,0.14342,0.18571
873,873,2008,Baden-Wuerttemberg,West,A Bit Too Small,0.12919,167,10426,0.11436,0.14774
874,874,2008,Baden-Wuerttemberg,West,Just Right,0.72801,915,10426,0.69263,0.76724
875,875,2008,Baden-Wuerttemberg,West,A Bit Too Large,0.1428,159,10426,0.12487,0.15855
876,876,2008,Bavaria,West,A Bit Too Small,0.15591,218,10426,0.14222,0.173
877,877,2008,Bavaria,West,Just Right,0.70716,1066,10426,0.67484,0.74159
878,878,2008,Bavaria,West,A Bit Too Large,0.13694,197,10426,0.1235,0.15308
879,879,2008,Berlin,West,A Bit Too Small,0.21451,45,10426,0.17017,0.25356
880,880,2008,Berlin,West,Just Right,0.78549,183,10426,0.70892,0.85417
881,881,2008,Berlin,East,A Bit Too Small,0.17555,32,10426,0.1331,0.22517
882,882,2008,Berlin,East,Just Right,0.82445,145,10426,0.73361,0.9156
883,883,2008,Brandenburg,East,A Bit Too Small,0.12031,68,10426,0.0957,0.14965
884,884,2008,Brandenburg,East,Just Right,0.76654,348,10426,0.70699,0.82662
885,885,2008,Brandenburg,East,A Bit Too Large,0.11315,42,10426,0.08986,0.14117
886,886,2008,Mecklenburg-Western Pomerania,East,Just Right,0.89824,208,10426,0.81798,0.9864
887,887,2008,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.10176,33,10426,0.07712,0.12615
888,888,2008,Saxony,East,A Bit Too Small,0.12971,88,10426,0.11231,0.15262
889,889,2008,Saxony,East,Just Right,0.78705,624,10426,0.73492,0.83548
890,890,2008,Saxony,East,A Bit Too Large,0.08325,78,10426,0.06867,0.10109
891,891,2008,Saxony-Anhalt,East,A Bit Too Small,0.13038,53,10426,0.10226,0.16212
892,892,2008,Saxony-Anhalt,East,Just Right,0.74435,324,10426,0.67881,0.80912
893,893,2008,Saxony-Anhalt,East,A Bit Too Large,0.12527,47,10426,0.10425,0.15284
894,894,2008,Thuringa,East,A Bit Too Small,0.11439,51,10426,0.09205,0.14226
895,895,2008,Thuringa,East,Just Right,0.77536,353,10426,0.71036,0.83315
896,896,2008,Thuringa,East,A Bit Too Large,0.11025,56,10426,0.08513,0.14251
897,897,2009,Schleswig-Holstein,West,Just Right,0.82113,218,9742,0.75145,0.9016
898,898,2009,Schleswig-Holstein,West,A Bit Too Large,0.17887,49,9742,0.14357,0.21623
899,899,2009,Hamburg,West,A Bit Too Small,0.22211,36,9742,0.16369,0.28079
900,900,2009,Hamburg,West,Just Right,0.77789,126,9742,0.67669,0.87003
901,901,2009,Lower Saxony,West,A Bit Too Small,0.1267,91,9742,0.10568,0.151
902,902,2009,Lower Saxony,West,Just Right,0.65576,627,9742,0.61286,0.69347
903,903,2009,Lower Saxony,West,A Bit Too Large,0.17685,150,9742,0.15767,0.20108
904,904,2009,Lower Saxony,West,Much Too Large,0.0407,32,9742,0.03044,0.05029
905,905,2009,Bremen,West,Just Right,1.0,54,9742,0.80631,1.19879
906,906,2009,North Rhine-Westphalia,West,A Bit Too Small,0.12428,243,9742,0.1094,0.13777
907,907,2009,North Rhine-Westphalia,West,Just Right,0.74065,1480,9742,0.7164,0.77077
908,908,2009,North Rhine-Westphalia,West,A Bit Too Large,0.11843,236,9742,0.10557,0.13277
909,909,2009,North Rhine-Westphalia,West,Much Too Large,0.01664,39,9742,0.01233,0.02187
910,910,2009,Hesse,West,A Bit Too Small,0.18815,110,9742,0.16451,0.21828
911,911,2009,Hesse,West,Just Right,0.67526,448,9742,0.62558,0.72265
912,912,2009,Hesse,West,A Bit Too Large,0.13659,108,9742,0.11517,0.15871
913,913,2009,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.10458,53,9742,0.07893,0.13317
914,914,2009,"Rhineland-Palatinate, Saarland",West,Just Right,0.73803,407,9742,0.67551,0.79024
915,915,2009,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.15738,92,9742,0.13806,0.18205
916,916,2009,Baden-Wuerttemberg,West,A Bit Too Small,0.13255,158,9742,0.11289,0.15047
917,917,2009,Baden-Wuerttemberg,West,Just Right,0.69285,790,9742,0.65146,0.7419
918,918,2009,Baden-Wuerttemberg,West,A Bit Too Large,0.1746,165,9742,0.15488,0.19786
919,919,2009,Bavaria,West,A Bit Too Small,0.15363,206,9742,0.1385,0.17352
920,920,2009,Bavaria,West,Just Right,0.70753,1003,9742,0.67047,0.74611
