,Unnamed: 0,year,bula_h,sampreg,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
26,26,1985,Hamburg,West,A Bit Too Small,0.22358,37,4933,0.18292,0.25837
27,27,1985,Hamburg,West,Just Right,0.77642,103,4933,0.69594,0.84656
28,28,1985,Lower Saxony,West,A Bit Too Small,0.07679,47,4933,0.06689,0.08677
29,29,1985,Lower Saxony,West,Just Right,0.81136,407,4933,0.77887,0.84555
30,30,1985,Lower Saxony,West,A Bit Too Large,0.11185,48,4933,0.10048,0.12471
31,31,1985,Bremen,West,Just Right,1.0,50,4933,0.86998,1.10475
32,32,1985,North Rhine-Westphalia,West,Much Too Small,0.02657,54,4933,0.02175,0.03169
33,33,1985,North Rhine-Westphalia,West,A Bit Too Small,0.12788,222,4933,0.11787,0.13723
34,34,1985,North Rhine-Westphalia,West,Just Right,0.77553,1049,4933,0.74999,0.79994
35,35,1985,North Rhine-Westphalia,West,A Bit Too Large,0.07002,78,4933,0.06395,0.0766
36,36,1985,Hesse,West,A Bit Too Small,0.13042,89,4933,0.10862,0.15261
37,37,1985,Hesse,West,Just Right,0.86958,379,4933,0.82035,0.92764
38,38,1985,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.08982,34,4933,0.0741,0.10566
39,39,1985,"Rhineland-Palatinate, Saarland",West,Just Right,0.91018,271,4933,0.86695,0.95985
40,40,1985,Baden-Wuerttemberg,West,A Bit Too Small,0.09697,124,4933,0.08228,0.11093
41,41,1985,Baden-Wuerttemberg,West,Just Right,0.83316,727,4933,0.78517,0.8843
42,42,1985,Baden-Wuerttemberg,West,A Bit Too Large,0.06987,47,4933,0.06166,0.07849
43,43,1985,Bavaria,West,A Bit Too Small,0.1296,137,4933,0.11797,0.14331
44,44,1985,Bavaria,West,Just Right,0.78094,648,4933,0.75329,0.80573
45,45,1985,Bavaria,West,A Bit Too Large,0.08947,68,4933,0.07928,0.09923
46,46,1985,Berlin,West,A Bit Too Small,0.18464,39,4933,0.15266,0.21771
47,47,1985,Berlin,West,Just Right,0.81536,142,4933,0.7411,0.88896
48,48,1986,Schleswig-Holstein,West,Just Right,1.0,123,4731,0.91932,1.06909
49,49,1986,Hamburg,West,A Bit Too Small,0.20664,32,4731,0.16416,0.24187
50,50,1986,Hamburg,West,Just Right,0.79336,102,4731,0.71468,0.87596
51,51,1986,Lower Saxony,West,A Bit Too Small,0.06525,38,4731,0.05735,0.07706
52,52,1986,Lower Saxony,West,Just Right,0.82172,412,4731,0.78514,0.8615
53,53,1986,Lower Saxony,West,A Bit Too Large,0.11303,49,4731,0.10234,0.12671
54,54,1986,Bremen,West,Just Right,1.0,44,4731,0.86611,1.14228
55,55,1986,North Rhine-Westphalia,West,Much Too Small,0.02084,39,4731,0.01671,0.02626
56,56,1986,North Rhine-Westphalia,West,A Bit Too Small,0.12548,198,4731,0.11567,0.13718
57,57,1986,North Rhine-Westphalia,West,Just Right,0.78629,1032,4731,0.75828,0.81133
58,58,1986,North Rhine-Westphalia,West,A Bit Too Large,0.06738,73,4731,0.06043,0.07472
59,59,1986,Hesse,West,A Bit Too Small,0.1673,95,4731,0.14137,0.19102
60,60,1986,Hesse,West,Just Right,0.8327,347,4731,0.77908,0.88962
61,61,1986,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.10466,37,4731,0.08948,0.11887
62,62,1986,"Rhineland-Palatinate, Saarland",West,Just Right,0.89534,274,4731,0.84978,0.93987
63,63,1986,Baden-Wuerttemberg,West,A Bit Too Small,0.09319,113,4731,0.07655,0.10788
64,64,1986,Baden-Wuerttemberg,West,Just Right,0.82924,696,4731,0.7839,0.86884
65,65,1986,Baden-Wuerttemberg,West,A Bit Too Large,0.07757,48,4731,0.06715,0.08733
66,66,1986,Bavaria,West,A Bit Too Small,0.12671,120,4731,0.11368,0.14058
67,67,1986,Bavaria,West,Just Right,0.77934,612,4731,0.74993,0.81721
68,68,1986,Bavaria,West,A Bit Too Large,0.09396,66,4731,0.08427,0.10258
69,69,1986,Berlin,West,A Bit Too Small,0.20064,40,4731,0.16217,0.2389
70,70,1986,Berlin,West,Just Right,0.79936,141,4731,0.73348,0.88277
71,71,1987,Schleswig-Holstein,West,Just Right,1.0,126,4672,0.91306,1.06509
72,72,1987,Hamburg,West,Just Right,1.0,95,4672,0.88197,1.10917
73,73,1987,Lower Saxony,West,A Bit Too Small,0.07832,43,4672,0.06771,0.09056
74,74,1987,Lower Saxony,West,Just Right,0.80477,400,4672,0.77161,0.83882
75,75,1987,Lower Saxony,West,A Bit Too Large,0.11691,52,4672,0.10432,0.13119
76,76,1987,Bremen,West,Just Right,1.0,47,4672,0.87137,1.1429
77,77,1987,North Rhine-Westphalia,West,Much Too Small,0.01944,32,4672,0.01457,0.02676
78,78,1987,North Rhine-Westphalia,West,A Bit Too Small,0.11029,182,4672,0.10088,0.12202
79,79,1987,North Rhine-Westphalia,West,Just Right,0.79727,1039,4672,0.77462,0.81969
80,80,1987,North Rhine-Westphalia,West,A Bit Too Large,0.073,79,4672,0.06587,0.0809
81,81,1987,Hesse,West,A Bit Too Small,0.15341,89,4672,0.1253,0.17914
82,82,1987,Hesse,West,Just Right,0.84659,345,4672,0.79546,0.90324
83,83,1987,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.09318,37,4672,0.07643,0.11406
84,84,1987,"Rhineland-Palatinate, Saarland",West,Just Right,0.90682,273,4672,0.85263,0.96236
85,85,1987,Baden-Wuerttemberg,West,A Bit Too Small,0.09421,112,4672,0.0789,0.10938
86,86,1987,Baden-Wuerttemberg,West,Just Right,0.83461,700,4672,0.78616,0.87761
87,87,1987,Baden-Wuerttemberg,West,A Bit Too Large,0.07118,44,4672,0.06114,0.08097
88,88,1987,Bavaria,West,A Bit Too Small,0.12922,119,4672,0.1178,0.13918
89,89,1987,Bavaria,West,Just Right,0.78928,620,4672,0.7613,0.82291
90,90,1987,Bavaria,West,A Bit Too Large,0.0815,60,4672,0.072,0.08916
91,91,1987,Berlin,West,A Bit Too Small,0.19054,37,4672,0.15743,0.23494
92,92,1987,Berlin,West,Just Right,0.80946,141,4672,0.73716,0.89231
93,93,1988,Schleswig-Holstein,West,Just Right,1.0,122,4493,0.91568,1.07034
94,94,1988,Hamburg,West,Just Right,1.0,93,4493,0.89364,1.12962
95,95,1988,Lower Saxony,West,A Bit Too Small,0.07129,38,4493,0.06037,0.0826
96,96,1988,Lower Saxony,West,Just Right,0.82028,387,4493,0.77342,0.85636
97,97,1988,Lower Saxony,West,A Bit Too Large,0.10843,47,4493,0.09243,0.12162
98,98,1988,Bremen,West,Just Right,1.0,45,4493,0.85986,1.11292
99,99,1988,North Rhine-Westphalia,West,A Bit Too Small,0.11461,171,4493,0.10416,0.12545
100,100,1988,North Rhine-Westphalia,West,Just Right,0.81675,999,4493,0.78662,0.84205
101,101,1988,North Rhine-Westphalia,West,A Bit Too Large,0.06864,73,4493,0.06112,0.07617
102,102,1988,Hesse,West,A Bit Too Small,0.12566,81,4493,0.10146,0.14957
103,103,1988,Hesse,West,Just Right,0.77232,330,4493,0.71148,0.82753
104,104,1988,Hesse,West,A Bit Too Large,0.10203,32,4493,0.0842,0.12271
105,105,1988,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.09236,32,4493,0.07307,0.11098
106,106,1988,"Rhineland-Palatinate, Saarland",West,Just Right,0.90764,264,4493,0.85702,0.96519
107,107,1988,Baden-Wuerttemberg,West,A Bit Too Small,0.10017,106,4493,0.08563,0.11827
108,108,1988,Baden-Wuerttemberg,West,Just Right,0.83638,694,4493,0.78394,0.87697
109,109,1988,Baden-Wuerttemberg,West,A Bit Too Large,0.06345,38,4493,0.05467,0.07266
110,110,1988,Bavaria,West,A Bit Too Small,0.12076,110,4493,0.10591,0.13369
111,111,1988,Bavaria,West,Just Right,0.78923,600,4493,0.75651,0.82526
112,112,1988,Bavaria,West,A Bit Too Large,0.09001,61,4493,0.08043,0.09797
113,113,1988,Berlin,West,A Bit Too Small,0.20046,36,4493,0.16162,0.23791
114,114,1988,Berlin,West,Just Right,0.79954,134,4493,0.73074,0.86614
115,115,1989,Schleswig-Holstein,West,Just Right,1.0,115,4317,0.90403,1.08262
116,116,1989,Hamburg,West,Just Right,1.0,88,4317,0.89627,1.124
117,117,1989,Lower Saxony,West,A Bit Too Small,0.07828,41,4317,0.06633,0.08973
118,118,1989,Lower Saxony,West,Just Right,0.79346,373,4317,0.75196,0.83591
119,119,1989,Lower Saxony,West,A Bit Too Large,0.12825,56,4317,0.11479,0.14214
120,120,1989,Bremen,West,Just Right,1.0,48,4317,0.8921,1.10867
121,121,1989,North Rhine-Westphalia,West,A Bit Too Small,0.11449,161,4317,0.10446,0.12606
122,122,1989,North Rhine-Westphalia,West,Just Right,0.82112,980,4317,0.79066,0.84616
123,123,1989,North Rhine-Westphalia,West,A Bit Too Large,0.06439,65,4317,0.05694,0.07215
124,124,1989,Hesse,West,A Bit Too Small,0.14649,86,4317,0.11759,0.17302
125,125,1989,Hesse,West,Just Right,0.85351,334,4317,0.79327,0.9189
126,126,1989,"Rhineland-Palatinate, Saarland",West,Just Right,1.0,253,4317,0.93944,1.06756
127,127,1989,Baden-Wuerttemberg,West,A Bit Too Small,0.0765,90,4317,0.06249,0.0903
128,128,1989,Baden-Wuerttemberg,West,Just Right,0.85983,670,4317,0.82028,0.90246
129,129,1989,Baden-Wuerttemberg,West,A Bit Too Large,0.06366,40,4317,0.05528,0.07204
130,130,1989,Bavaria,West,A Bit Too Small,0.1253,112,4317,0.10981,0.14273
131,131,1989,Bavaria,West,Just Right,0.785,581,4317,0.75594,0.81455
132,132,1989,Bavaria,West,A Bit Too Large,0.0897,59,4317,0.08069,0.1004
133,133,1989,Berlin,West,A Bit Too Small,0.20349,34,4317,0.15538,0.25104
134,134,1989,Berlin,West,Just Right,0.79651,131,4317,0.71872,0.87305
135,135,1990,Schleswig-Holstein,West,Just Right,1.0,113,6207,0.92847,1.08846
136,136,1990,Hamburg,West,Just Right,1.0,82,6207,0.87168,1.11829
137,137,1990,Lower Saxony,West,A Bit Too Small,0.09052,46,6207,0.07922,0.10156
138,138,1990,Lower Saxony,West,Just Right,0.78737,370,6207,0.73955,0.83024
139,139,1990,Lower Saxony,West,A Bit Too Large,0.12211,52,6207,0.10496,0.13668
140,140,1990,Bremen,West,Just Right,1.0,46,6207,0.88601,1.12545
141,141,1990,North Rhine-Westphalia,West,A Bit Too Small,0.11149,146,6207,0.09921,0.123
142,142,1990,North Rhine-Westphalia,West,Just Right,0.82958,975,6207,0.80131,0.85647
143,143,1990,North Rhine-Westphalia,West,A Bit Too Large,0.05893,60,6207,0.05207,0.06672
144,144,1990,Hesse,West,A Bit Too Small,0.14774,80,6207,0.12092,0.17432
145,145,1990,Hesse,West,Just Right,0.85226,331,6207,0.78048,0.91575
146,146,1990,"Rhineland-Palatinate, Saarland",West,Just Right,1.0,249,6207,0.93001,1.0705
147,147,1990,Baden-Wuerttemberg,West,A Bit Too Small,0.0825,91,6207,0.06499,0.09931
148,148,1990,Baden-Wuerttemberg,West,Just Right,0.85959,666,6207,0.81711,0.90816
149,149,1990,Baden-Wuerttemberg,West,A Bit Too Large,0.05791,35,6207,0.04867,0.06611
150,150,1990,Bavaria,West,A Bit Too Small,0.12095,107,6207,0.10733,0.13459
151,151,1990,Bavaria,West,Just Right,0.79121,593,6207,0.74945,0.82387
152,152,1990,Bavaria,West,A Bit Too Large,0.08783,58,6207,0.0782,0.0983
153,153,1990,Berlin,West,A Bit Too Small,0.20136,34,6207,0.16379,0.25009
154,154,1990,Berlin,West,Just Right,0.79864,128,6207,0.72493,0.88459
155,155,1990,Berlin,East,A Bit Too Small,0.24107,37,6207,0.19932,0.29294
156,156,1990,Berlin,East,Just Right,0.75893,114,6207,0.68197,0.86242
157,157,1990,Brandenburg,East,A Bit Too Small,0.22069,81,6207,0.19424,0.2509
158,158,1990,Brandenburg,East,Just Right,0.77931,222,6207,0.73417,0.83681
159,159,1990,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.24296,51,6207,0.20463,0.27381
160,160,1990,Mecklenburg-Western Pomerania,East,Just Right,0.75704,142,6207,0.68895,0.83459
161,161,1990,Saxony,East,Much Too Small,0.06512,49,6207,0.05981,0.07116
162,162,1990,Saxony,East,A Bit Too Small,0.24441,175,6207,0.22857,0.26133
163,163,1990,Saxony,East,Just Right,0.69047,402,6207,0.65049,0.7258
164,164,1990,Saxony-Anhalt,East,A Bit Too Small,0.21593,92,6207,0.1936,0.24519
165,165,1990,Saxony-Anhalt,East,Just Right,0.78407,259,6207,0.7264,0.84677
166,166,1990,Thuringa,East,A Bit Too Small,0.24965,85,6207,0.22182,0.27305
167,167,1990,Thuringa,East,Just Right,0.75035,236,6207,0.70164,0.80633
168,168,1991,Schleswig-Holstein,West,Just Right,1.0,106,6122,0.90334,1.07959
169,169,1991,Hamburg,West,Just Right,1.0,78,6122,0.8682,1.11228
170,170,1991,Lower Saxony,West,A Bit Too Small,0.17009,85,6122,0.15033,0.18931
171,171,1991,Lower Saxony,West,Just Right,0.70598,321,6122,0.6742,0.74966
172,172,1991,Lower Saxony,West,A Bit Too Large,0.12393,47,6122,0.11032,0.1386
173,173,1991,Bremen,West,Just Right,1.0,44,6122,0.83647,1.14471
174,174,1991,North Rhine-Westphalia,West,Much Too Small,0.03123,50,6122,0.02449,0.03902
175,175,1991,North Rhine-Westphalia,West,A Bit Too Small,0.16919,235,6122,0.158,0.18402
176,176,1991,North Rhine-Westphalia,West,Just Right,0.73002,868,6122,0.70195,0.75308
177,177,1991,North Rhine-Westphalia,West,A Bit Too Large,0.06955,70,6122,0.0617,0.07717
178,178,1991,Hesse,West,A Bit Too Small,0.15356,96,6122,0.12745,0.18244
179,179,1991,Hesse,West,Just Right,0.7313,291,6122,0.6753,0.77854
180,180,1991,Hesse,West,A Bit Too Large,0.11514,34,6122,0.10036,0.13301
181,181,1991,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.13996,39,6122,0.11582,0.16444
182,182,1991,"Rhineland-Palatinate, Saarland",West,Just Right,0.86004,246,6122,0.79422,0.92276
183,183,1991,Baden-Wuerttemberg,West,Much Too Small,0.01566,31,6122,0.00981,0.02646
184,184,1991,Baden-Wuerttemberg,West,A Bit Too Small,0.14713,132,6122,0.12757,0.16829
185,185,1991,Baden-Wuerttemberg,West,Just Right,0.77306,604,6122,0.73092,0.81621
186,186,1991,Baden-Wuerttemberg,West,A Bit Too Large,0.06415,35,6122,0.05333,0.07392
187,187,1991,Bavaria,West,A Bit Too Small,0.14133,125,6122,0.12568,0.15658
188,188,1991,Bavaria,West,Just Right,0.76392,559,6122,0.73023,0.80517
189,189,1991,Bavaria,West,A Bit Too Large,0.09475,64,6122,0.08496,0.10363
190,190,1991,Berlin,West,A Bit Too Small,0.2377,43,6122,0.18874,0.28179
191,191,1991,Berlin,West,Just Right,0.7623,109,6122,0.6815,0.84929
192,192,1991,Berlin,East,Just Right,1.0,108,6122,0.90573,1.09248
193,193,1991,Brandenburg,East,A Bit Too Small,0.2071,73,6122,0.1846,0.23413
194,194,1991,Brandenburg,East,Just Right,0.7929,207,6122,0.74135,0.84961
195,195,1991,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.21093,42,6122,0.17366,0.24541
196,196,1991,Mecklenburg-Western Pomerania,East,Just Right,0.78907,145,6122,0.71994,0.85642
197,197,1991,Saxony,East,Much Too Small,0.04079,32,6122,0.03814,0.04415
198,198,1991,Saxony,East,A Bit Too Small,0.20399,135,6122,0.18789,0.22514
199,199,1991,Saxony,East,Just Right,0.69234,389,6122,0.66037,0.72913
200,200,1991,Saxony,East,A Bit Too Large,0.06287,34,6122,0.05246,0.07251
201,201,1991,Saxony-Anhalt,East,A Bit Too Small,0.1969,84,6122,0.17529,0.22035
202,202,1991,Saxony-Anhalt,East,Just Right,0.8031,254,6122,0.74421,0.84987
203,203,1991,Thuringa,East,A Bit Too Small,0.18427,57,6122,0.15792,0.21199
204,204,1991,Thuringa,East,Just Right,0.81573,250,6122,0.75945,0.87308
205,205,1992,Schleswig-Holstein,West,Just Right,1.0,100,6071,0.91932,1.10381
206,206,1992,Hamburg,West,Just Right,1.0,64,6071,0.8571,1.14099
207,207,1992,Lower Saxony,West,A Bit Too Small,0.14882,80,6071,0.12865,0.17217
208,208,1992,Lower Saxony,West,Just Right,0.73032,338,6071,0.68516,0.7791
209,209,1992,Lower Saxony,West,A Bit Too Large,0.12086,48,6071,0.1054,0.13682
210,210,1992,Bremen,West,Just Right,1.0,36,6071,0.85139,1.18651
211,211,1992,North Rhine-Westphalia,West,Much Too Small,0.02867,51,6071,0.02205,0.03698
212,212,1992,North Rhine-Westphalia,West,A Bit Too Small,0.16098,230,6071,0.14442,0.17428
213,213,1992,North Rhine-Westphalia,West,Just Right,0.73297,868,6071,0.70104,0.76758
214,214,1992,North Rhine-Westphalia,West,A Bit Too Large,0.07739,71,6071,0.06949,0.08674
215,215,1992,Hesse,West,A Bit Too Small,0.15714,91,6071,0.13356,0.18708
216,216,1992,Hesse,West,Just Right,0.84286,305,6071,0.78038,0.90735
217,217,1992,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.17915,57,6071,0.14729,0.20978
218,218,1992,"Rhineland-Palatinate, Saarland",West,Just Right,0.82085,238,6071,0.75627,0.87262
219,219,1992,Baden-Wuerttemberg,West,Much Too Small,0.02822,45,6071,0.01714,0.04318
220,220,1992,Baden-Wuerttemberg,West,A Bit Too Small,0.13925,130,6071,0.12037,0.16241
221,221,1992,Baden-Wuerttemberg,West,Just Right,0.75493,583,6071,0.70042,0.7993
222,222,1992,Baden-Wuerttemberg,West,A Bit Too Large,0.07759,43,6071,0.06547,0.08931
223,223,1992,Bavaria,West,A Bit Too Small,0.13992,135,6071,0.12691,0.15637
224,224,1992,Bavaria,West,Just Right,0.77217,589,6071,0.73298,0.8155
225,225,1992,Bavaria,West,A Bit Too Large,0.0879,58,6071,0.07834,0.09626
226,226,1992,Berlin,West,A Bit Too Small,0.25325,41,6071,0.20729,0.3136
227,227,1992,Berlin,West,Just Right,0.74675,105,6071,0.65961,0.85228
228,228,1992,Berlin,East,Just Right,1.0,108,6071,0.90005,1.08738
229,229,1992,Brandenburg,East,A Bit Too Small,0.22531,77,6071,0.19889,0.2553
230,230,1992,Brandenburg,East,Just Right,0.77469,198,6071,0.72618,0.82932
231,231,1992,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.22564,45,6071,0.18933,0.26507
232,232,1992,Mecklenburg-Western Pomerania,East,Just Right,0.77436,133,6071,0.7147,0.82989
233,233,1992,Saxony,East,A Bit Too Small,0.19505,126,6071,0.17821,0.21134
234,234,1992,Saxony,East,Just Right,0.73182,379,6071,0.69628,0.7661
235,235,1992,Saxony,East,A Bit Too Large,0.07313,44,6071,0.06439,0.08277
236,236,1992,Saxony-Anhalt,East,A Bit Too Small,0.1665,78,6071,0.15083,0.19152
237,237,1992,Saxony-Anhalt,East,Just Right,0.7183,243,6071,0.65543,0.76839
238,238,1992,Saxony-Anhalt,East,A Bit Too Large,0.11519,34,6071,0.09279,0.14046
239,239,1992,Thuringa,East,A Bit Too Small,0.16095,48,6071,0.13405,0.19281
240,240,1992,Thuringa,East,Just Right,0.83905,252,6071,0.78651,0.91457
241,241,1993,Schleswig-Holstein,West,A Bit Too Small,0.21074,32,6105,0.17403,0.25054
242,242,1993,Schleswig-Holstein,West,Just Right,0.78926,103,6105,0.71799,0.85615
243,243,1993,Hamburg,West,Just Right,1.0,66,6105,0.86609,1.11828
244,244,1993,Lower Saxony,West,A Bit Too Small,0.12461,71,6105,0.10359,0.14943
245,245,1993,Lower Saxony,West,Just Right,0.7412,354,6105,0.6894,0.78428
246,246,1993,Lower Saxony,West,A Bit Too Large,0.13419,52,6105,0.11673,0.15503
247,247,1993,Bremen,West,Just Right,1.0,40,6105,0.82395,1.16038
248,248,1993,North Rhine-Westphalia,West,Much Too Small,0.02944,58,6105,0.02225,0.03838
249,249,1993,North Rhine-Westphalia,West,A Bit Too Small,0.17634,254,6105,0.16057,0.19165
250,250,1993,North Rhine-Westphalia,West,Just Right,0.70855,837,6105,0.68293,0.73897
251,251,1993,North Rhine-Westphalia,West,A Bit Too Large,0.08566,82,6105,0.07559,0.09696
252,252,1993,Hesse,West,A Bit Too Small,0.15492,88,6105,0.1233,0.18441
253,253,1993,Hesse,West,Just Right,0.74221,302,6105,0.6886,0.80105
254,254,1993,Hesse,West,A Bit Too Large,0.10286,38,6105,0.08507,0.1197
255,255,1993,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.15575,45,6105,0.12737,0.19179
256,256,1993,"Rhineland-Palatinate, Saarland",West,Just Right,0.84425,236,6105,0.78605,0.90998
257,257,1993,Baden-Wuerttemberg,West,Much Too Small,0.03232,45,6105,0.02127,0.04201
258,258,1993,Baden-Wuerttemberg,West,A Bit Too Small,0.12781,126,6105,0.11325,0.14507
259,259,1993,Baden-Wuerttemberg,West,Just Right,0.77248,592,6105,0.71925,0.82593
260,260,1993,Baden-Wuerttemberg,West,A Bit Too Large,0.06739,42,6105,0.0538,0.08011
261,261,1993,Bavaria,West,A Bit Too Small,0.15793,138,6105,0.13911,0.1764
262,262,1993,Bavaria,West,Just Right,0.75633,588,6105,0.7208,0.79861
263,263,1993,Bavaria,West,A Bit Too Large,0.08574,62,6105,0.07468,0.09534
264,264,1993,Berlin,West,A Bit Too Small,0.24842,35,6105,0.1914,0.30313
265,265,1993,Berlin,West,Just Right,0.75158,111,6105,0.66151,0.84001
266,266,1993,Berlin,East,A Bit Too Small,0.29391,31,6105,0.23177,0.36
267,267,1993,Berlin,East,Just Right,0.70609,101,6105,0.63845,0.77969
268,268,1993,Brandenburg,East,A Bit Too Small,0.19986,70,6105,0.17593,0.22918
269,269,1993,Brandenburg,East,Just Right,0.80014,203,6105,0.73828,0.85692
270,270,1993,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.19174,41,6105,0.16746,0.22099
271,271,1993,Mecklenburg-Western Pomerania,East,Just Right,0.80826,138,6105,0.7466,0.88887
272,272,1993,Saxony,East,A Bit Too Small,0.20491,121,6105,0.18432,0.22818
273,273,1993,Saxony,East,Just Right,0.71844,369,6105,0.67946,0.76306
274,274,1993,Saxony,East,A Bit Too Large,0.07665,44,6105,0.06541,0.0891
275,275,1993,Saxony-Anhalt,East,A Bit Too Small,0.18595,69,6105,0.16605,0.21366
276,276,1993,Saxony-Anhalt,East,Just Right,0.81405,235,6105,0.74345,0.86382
277,277,1993,Thuringa,East,A Bit Too Small,0.16992,53,6105,0.14323,0.20537
278,278,1993,Thuringa,East,Just Right,0.83008,233,6105,0.7676,0.89333
279,279,1994,Schleswig-Holstein,West,A Bit Too Small,0.21948,32,5918,0.18185,0.25099
280,280,1994,Schleswig-Holstein,West,Just Right,0.78052,94,5918,0.721,0.85623
281,281,1994,Hamburg,West,Just Right,1.0,60,5918,0.86159,1.12462
282,282,1994,Lower Saxony,West,A Bit Too Small,0.10793,56,5918,0.09317,0.12362
283,283,1994,Lower Saxony,West,Just Right,0.77405,365,5918,0.71951,0.83409
284,284,1994,Lower Saxony,West,A Bit Too Large,0.11801,50,5918,0.09999,0.13487
285,285,1994,Bremen,West,Just Right,1.0,37,5918,0.82761,1.1802
286,286,1994,North Rhine-Westphalia,West,Much Too Small,0.02018,47,5918,0.01503,0.0274
287,287,1994,North Rhine-Westphalia,West,A Bit Too Small,0.17162,232,5918,0.15382,0.19215
288,288,1994,North Rhine-Westphalia,West,Just Right,0.73207,852,5918,0.69458,0.76478
289,289,1994,North Rhine-Westphalia,West,A Bit Too Large,0.07613,70,5918,0.06459,0.08576
290,290,1994,Hesse,West,A Bit Too Small,0.14172,83,5918,0.11984,0.1649
291,291,1994,Hesse,West,Just Right,0.74128,301,5918,0.67823,0.80956
292,292,1994,Hesse,West,A Bit Too Large,0.117,36,5918,0.09271,0.14061
293,293,1994,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.15459,41,5918,0.11741,0.19402
294,294,1994,"Rhineland-Palatinate, Saarland",West,Just Right,0.84541,239,5918,0.78874,0.90518
295,295,1994,Baden-Wuerttemberg,West,A Bit Too Small,0.13457,131,5918,0.11398,0.15742
296,296,1994,Baden-Wuerttemberg,West,Just Right,0.78224,588,5918,0.72957,0.83549
297,297,1994,Baden-Wuerttemberg,West,A Bit Too Large,0.08319,42,5918,0.07024,0.09666
298,298,1994,Bavaria,West,A Bit Too Small,0.12666,117,5918,0.11006,0.14359
299,299,1994,Bavaria,West,Just Right,0.75433,584,5918,0.70461,0.79185
300,300,1994,Bavaria,West,A Bit Too Large,0.119,77,5918,0.10768,0.13095
301,301,1994,Berlin,West,A Bit Too Small,0.26376,41,5918,0.21299,0.31697
302,302,1994,Berlin,West,Just Right,0.73624,99,5918,0.65559,0.8206
303,303,1994,Berlin,East,Just Right,1.0,89,5918,0.90009,1.10761
304,304,1994,Brandenburg,East,A Bit Too Small,0.18317,57,5918,0.15397,0.21499
305,305,1994,Brandenburg,East,Just Right,0.81683,206,5918,0.76911,0.88828
306,306,1994,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.21156,41,5918,0.17604,0.24766
