year,bula_h,quintil_oecd_hh,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Berlin,1st Quintile,A Bit Too Small,0.24213,56,139,0.17066,0.31360
2010,Berlin,1st Quintile,Just Right,0.67246,83,139,0.59416,0.75076
2010,Berlin,2nd Quintile,A Bit Too Small,0.19612,32,106,0.12017,0.27207
2010,Berlin,2nd Quintile,Just Right,0.75987,74,106,0.67816,0.84158
2010,Berlin,3rd Quintile,Just Right,0.76211,79,79,0.66762,0.85660
2010,Berlin,4th Quintile,Just Right,0.68338,70,70,0.57362,0.79313
2010,Berlin,5th Quintile,Just Right,0.71284,72,72,0.60760,0.81809
2010,Brandenburg,1st Quintile,A Bit Too Small,0.15103,31,128,0.08875,0.21331
2010,Brandenburg,1st Quintile,Just Right,0.73596,97,128,0.65930,0.81263
2010,Brandenburg,2nd Quintile,Just Right,0.74583,109,109,0.66372,0.82795
2010,Brandenburg,3rd Quintile,Just Right,0.56897,78,78,0.45836,0.67959
2010,Brandenburg,4th Quintile,Just Right,0.71748,58,58,0.60060,0.83437
2010,Brandenburg,5th Quintile,Just Right,0.81262,50,50,0.70336,0.92188
2010,Mecklenburg-Western Pomerania,1st Quintile,Just Right,0.80142,77,77,0.71173,0.89111
2010,Mecklenburg-Western Pomerania,2nd Quintile,Just Right,0.74639,60,60,0.63537,0.85741
2010,Mecklenburg-Western Pomerania,3rd Quintile,Just Right,0.76308,57,57,0.65171,0.87444
2010,Saxony,1st Quintile,A Bit Too Small,0.15751,62,219,0.10915,0.20587
2010,Saxony,1st Quintile,Just Right,0.74023,157,219,0.68202,0.79844
2010,Saxony,2nd Quintile,A Bit Too Small,0.11372,45,239,0.07339,0.15405
2010,Saxony,2nd Quintile,Just Right,0.78111,194,239,0.72858,0.83365
2010,Saxony,3rd Quintile,A Bit Too Small,0.15974,33,177,0.10561,0.21387
2010,Saxony,3rd Quintile,Just Right,0.74564,144,177,0.68130,0.80999
2010,Saxony,4th Quintile,Just Right,0.70002,98,98,0.60882,0.79121
2010,Saxony,5th Quintile,Just Right,0.51220,54,54,0.37762,0.64677
2010,Saxony-Anhalt,1st Quintile,A Bit Too Small,0.13093,36,142,0.07525,0.18661
2010,Saxony-Anhalt,1st Quintile,Just Right,0.77080,106,142,0.70142,0.84018
2010,Saxony-Anhalt,2nd Quintile,Just Right,0.61245,91,91,0.51179,0.71310
2010,Saxony-Anhalt,3rd Quintile,Just Right,0.75790,73,73,0.65896,0.85685
2010,Saxony-Anhalt,4th Quintile,Just Right,0.66799,58,58,0.54573,0.79025
2010,Saxony-Anhalt,5th Quintile,Just Right,0.61116,37,37,0.45191,0.77040
2010,Thuringa,1st Quintile,Just Right,0.73155,92,92,0.64050,0.82261
2010,Thuringa,2nd Quintile,Just Right,0.79093,111,111,0.71493,0.86692
2010,Thuringa,3rd Quintile,Just Right,0.80168,90,90,0.71884,0.88452
2010,Thuringa,4th Quintile,Just Right,0.75584,62,62,0.64803,0.86364
2010,Thuringa,5th Quintile,Just Right,0.64354,31,31,0.47214,0.81493
2011,Schleswig-Holstein,1st Quintile,A Bit Too Small,0.12603,31,141,0.07105,0.18101
2011,Schleswig-Holstein,1st Quintile,Just Right,0.77811,110,141,0.70928,0.84694
2011,Schleswig-Holstein,2nd Quintile,Just Right,0.78183,100,100,0.70047,0.86318
2011,Schleswig-Holstein,3rd Quintile,Just Right,0.71896,71,71,0.61366,0.82426
2011,Schleswig-Holstein,4th Quintile,Just Right,0.63484,77,77,0.52659,0.74309
2011,Schleswig-Holstein,5th Quintile,Just Right,0.77555,75,75,0.68048,0.87061
2011,Hamburg,2nd Quintile,Just Right,0.70215,34,34,0.54611,0.85818
2011,Hamburg,3rd Quintile,Just Right,0.72682,36,36,0.57919,0.87444
2011,Hamburg,5th Quintile,Just Right,0.62740,50,50,0.49202,0.76278
2011,Lower Saxony,1st Quintile,A Bit Too Small,0.17687,52,279,0.13202,0.22173
2011,Lower Saxony,1st Quintile,Just Right,0.68275,227,279,0.62804,0.73746
2011,Lower Saxony,2nd Quintile,A Bit Too Small,0.10770,52,273,0.07086,0.14454
2011,Lower Saxony,2nd Quintile,Just Right,0.68085,189,273,0.62545,0.73625
2011,Lower Saxony,2nd Quintile,A Bit Too Large,0.15944,32,273,0.11593,0.20295
2011,Lower Saxony,3rd Quintile,A Bit Too Small,0.09873,42,291,0.06440,0.13307
2011,Lower Saxony,3rd Quintile,Just Right,0.70996,216,291,0.65773,0.76218
2011,Lower Saxony,3rd Quintile,A Bit Too Large,0.14278,33,291,0.10251,0.18304
2011,Lower Saxony,4th Quintile,Just Right,0.67071,203,263,0.61381,0.72762
2011,Lower Saxony,4th Quintile,A Bit Too Large,0.20611,60,263,0.15712,0.25509
2011,Lower Saxony,5th Quintile,Just Right,0.65998,209,274,0.60379,0.71618
2011,Lower Saxony,5th Quintile,A Bit Too Large,0.20343,65,274,0.15568,0.25119
2011,North Rhine-Westphalia,1st Quintile,Much Too Small,0.02343,34,761,0.01268,0.03418
2011,North Rhine-Westphalia,1st Quintile,A Bit Too Small,0.15903,153,761,0.13303,0.18503
2011,North Rhine-Westphalia,1st Quintile,Just Right,0.73260,530,761,0.70114,0.76407
2011,North Rhine-Westphalia,1st Quintile,A Bit Too Large,0.08153,44,761,0.06208,0.10099
2011,North Rhine-Westphalia,2nd Quintile,A Bit Too Small,0.13398,112,591,0.10649,0.16146
2011,North Rhine-Westphalia,2nd Quintile,Just Right,0.71456,419,591,0.67811,0.75100
2011,North Rhine-Westphalia,2nd Quintile,A Bit Too Large,0.13333,60,591,0.10590,0.16076
2011,North Rhine-Westphalia,3rd Quintile,A Bit Too Small,0.11736,90,568,0.09087,0.14385
2011,North Rhine-Westphalia,3rd Quintile,Just Right,0.73200,421,568,0.69554,0.76845
2011,North Rhine-Westphalia,3rd Quintile,A Bit Too Large,0.13047,57,568,0.10275,0.15819
2011,North Rhine-Westphalia,4th Quintile,A Bit Too Small,0.12348,93,607,0.09729,0.14968
2011,North Rhine-Westphalia,4th Quintile,Just Right,0.70892,432,607,0.67276,0.74509
2011,North Rhine-Westphalia,4th Quintile,A Bit Too Large,0.14709,82,607,0.11889,0.17529
2011,North Rhine-Westphalia,5th Quintile,A Bit Too Small,0.10088,80,682,0.07826,0.12350
2011,North Rhine-Westphalia,5th Quintile,Just Right,0.66688,471,682,0.63148,0.70228
2011,North Rhine-Westphalia,5th Quintile,A Bit Too Large,0.18230,131,682,0.15331,0.21130
2011,Hesse,1st Quintile,A Bit Too Small,0.17644,50,179,0.12044,0.23244
2011,Hesse,1st Quintile,Just Right,0.73260,129,179,0.66758,0.79762
2011,Hesse,2nd Quintile,A Bit Too Small,0.08944,34,167,0.04603,0.13285
2011,Hesse,2nd Quintile,Just Right,0.77015,133,167,0.70614,0.83415
2011,Hesse,3rd Quintile,A Bit Too Small,0.16279,43,177,0.10824,0.21733
2011,Hesse,3rd Quintile,Just Right,0.64407,134,177,0.57333,0.71481
2011,Hesse,4th Quintile,A Bit Too Small,0.12179,34,190,0.07516,0.16842
2011,Hesse,4th Quintile,Just Right,0.67176,156,190,0.60482,0.73871
2011,Hesse,5th Quintile,A Bit Too Small,0.19191,51,287,0.14626,0.23755
2011,Hesse,5th Quintile,Just Right,0.56992,179,287,0.51254,0.62730
2011,Hesse,5th Quintile,A Bit Too Large,0.18983,57,287,0.14438,0.23528
2011,"Rhineland-Palatinate, Saarland",1st Quintile,A Bit Too Small,0.17142,36,188,0.11740,0.22544
2011,"Rhineland-Palatinate, Saarland",1st Quintile,Just Right,0.74958,152,188,0.68749,0.81168
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Just Right,0.68135,152,152,0.60703,0.75567
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,Just Right,0.73726,128,128,0.66071,0.81380
2011,"Rhineland-Palatinate, Saarland",4th Quintile,Just Right,0.65006,118,149,0.57321,0.72690
2011,"Rhineland-Palatinate, Saarland",4th Quintile,A Bit Too Large,0.18821,31,149,0.12524,0.25119
2011,"Rhineland-Palatinate, Saarland",5th Quintile,Just Right,0.61669,100,151,0.53889,0.69450
2011,"Rhineland-Palatinate, Saarland",5th Quintile,A Bit Too Large,0.32343,51,151,0.24857,0.39829
2011,Baden-Wuerttemberg,1st Quintile,A Bit Too Small,0.14018,77,282,0.09959,0.18077
2011,Baden-Wuerttemberg,1st Quintile,Just Right,0.74375,205,282,0.69271,0.79480
2011,Baden-Wuerttemberg,2nd Quintile,A Bit Too Small,0.10420,65,342,0.07177,0.13662
2011,Baden-Wuerttemberg,2nd Quintile,Just Right,0.73021,245,342,0.68310,0.77732
2011,Baden-Wuerttemberg,2nd Quintile,A Bit Too Large,0.13088,32,342,0.09508,0.16668
2011,Baden-Wuerttemberg,3rd Quintile,A Bit Too Small,0.07633,53,373,0.04935,0.10332
2011,Baden-Wuerttemberg,3rd Quintile,Just Right,0.77361,281,373,0.73109,0.81614
2011,Baden-Wuerttemberg,3rd Quintile,A Bit Too Large,0.11800,39,373,0.08522,0.15079
2011,Baden-Wuerttemberg,4th Quintile,A Bit Too Small,0.12096,58,423,0.08985,0.15208
2011,Baden-Wuerttemberg,4th Quintile,Just Right,0.67032,309,423,0.62547,0.71517
2011,Baden-Wuerttemberg,4th Quintile,A Bit Too Large,0.17382,56,423,0.13767,0.20998
2011,Baden-Wuerttemberg,5th Quintile,A Bit Too Small,0.13088,67,474,0.10048,0.16127
2011,Baden-Wuerttemberg,5th Quintile,Just Right,0.62012,320,474,0.57638,0.66386
2011,Baden-Wuerttemberg,5th Quintile,A Bit Too Large,0.19622,87,474,0.16043,0.23201
2011,Bavaria,1st Quintile,A Bit Too Small,0.18184,96,417,0.14477,0.21890
2011,Bavaria,1st Quintile,Just Right,0.70196,285,417,0.65801,0.74591
2011,Bavaria,1st Quintile,A Bit Too Large,0.08638,36,417,0.05939,0.11338
2011,Bavaria,2nd Quintile,A Bit Too Small,0.17446,106,483,0.14058,0.20834
2011,Bavaria,2nd Quintile,Just Right,0.70065,339,483,0.65977,0.74154
2011,Bavaria,2nd Quintile,A Bit Too Large,0.08802,38,483,0.06273,0.11331
2011,Bavaria,3rd Quintile,A Bit Too Small,0.14766,97,492,0.11628,0.17904
2011,Bavaria,3rd Quintile,Just Right,0.65306,338,492,0.61096,0.69516
2011,Bavaria,3rd Quintile,A Bit Too Large,0.15582,57,492,0.12374,0.18790
2011,Bavaria,4th Quintile,A Bit Too Small,0.16377,79,498,0.13124,0.19631
2011,Bavaria,4th Quintile,Just Right,0.65510,345,498,0.61331,0.69689
2011,Bavaria,4th Quintile,A Bit Too Large,0.15060,74,498,0.11916,0.18205
2011,Bavaria,5th Quintile,A Bit Too Small,0.13613,77,584,0.10829,0.16396
2011,Bavaria,5th Quintile,Just Right,0.64022,397,584,0.60126,0.67918
2011,Bavaria,5th Quintile,A Bit Too Large,0.19825,110,584,0.16589,0.23061
2011,Berlin,1st Quintile,A Bit Too Small,0.24602,55,161,0.17928,0.31275
2011,Berlin,1st Quintile,Just Right,0.67923,106,161,0.60690,0.75156
2011,Berlin,2nd Quintile,Just Right,0.79198,82,82,0.70359,0.88038
2011,Berlin,3rd Quintile,Just Right,0.68054,89,89,0.58312,0.77796
2011,Berlin,4th Quintile,Just Right,0.64864,93,93,0.55109,0.74619
2011,Berlin,5th Quintile,Just Right,0.68672,82,82,0.58570,0.78773
2011,Brandenburg,1st Quintile,A Bit Too Small,0.16395,42,171,0.10830,0.21961
2011,Brandenburg,1st Quintile,Just Right,0.70688,129,171,0.63845,0.77531
2011,Brandenburg,2nd Quintile,Just Right,0.75606,122,122,0.67954,0.83258
2011,Brandenburg,3rd Quintile,Just Right,0.78797,115,115,0.71293,0.86300
2011,Brandenburg,4th Quintile,Just Right,0.66018,71,71,0.54923,0.77114
2011,Brandenburg,5th Quintile,Just Right,0.76876,53,53,0.65416,0.88336
2011,Mecklenburg-Western Pomerania,1st Quintile,Just Right,0.71567,90,90,0.62196,0.80939
2011,Mecklenburg-Western Pomerania,2nd Quintile,Just Right,0.77103,77,77,0.67657,0.86550
2011,Mecklenburg-Western Pomerania,3rd Quintile,Just Right,0.67168,50,50,0.54019,0.80317
2011,Mecklenburg-Western Pomerania,4th Quintile,Just Right,0.80073,42,42,0.67846,0.92300
2011,Saxony,1st Quintile,A Bit Too Small,0.12386,61,283,0.08541,0.16231
2011,Saxony,1st Quintile,Just Right,0.82219,222,283,0.77757,0.86682
2011,Saxony,2nd Quintile,A Bit Too Small,0.10773,50,253,0.06945,0.14601
2011,Saxony,2nd Quintile,Just Right,0.76706,203,253,0.71487,0.81925
2011,Saxony,3rd Quintile,A Bit Too Small,0.14235,38,233,0.09739,0.18731
2011,Saxony,3rd Quintile,Just Right,0.69667,164,233,0.63751,0.75582
2011,Saxony,3rd Quintile,A Bit Too Large,0.14476,31,233,0.09949,0.19004
2011,Saxony,4th Quintile,Just Right,0.65425,105,105,0.56285,0.74566
2011,Saxony,5th Quintile,Just Right,0.69015,61,61,0.57314,0.80716
2011,Saxony-Anhalt,1st Quintile,A Bit Too Small,0.12959,43,182,0.08066,0.17852
2011,Saxony-Anhalt,1st Quintile,Just Right,0.76401,139,182,0.70215,0.82587
2011,Saxony-Anhalt,2nd Quintile,Just Right,0.70148,116,116,0.61784,0.78512
2011,Saxony-Anhalt,3rd Quintile,Just Right,0.77142,97,97,0.68742,0.85542
2011,Saxony-Anhalt,4th Quintile,Just Right,0.76545,66,66,0.66244,0.86846
2011,Saxony-Anhalt,5th Quintile,Just Right,0.72946,51,51,0.60632,0.85259
2011,Thuringa,1st Quintile,A Bit Too Small,0.13102,36,170,0.08015,0.18189
2011,Thuringa,1st Quintile,Just Right,0.80935,134,170,0.75013,0.86858
2011,Thuringa,2nd Quintile,Just Right,0.75762,130,130,0.68367,0.83157
2011,Thuringa,3rd Quintile,Just Right,0.74670,102,102,0.66188,0.83152
2011,Thuringa,4th Quintile,Just Right,0.69403,63,63,0.57932,0.80873
2011,Thuringa,5th Quintile,Just Right,0.66144,36,36,0.50466,0.81822
2012,Schleswig-Holstein,1st Quintile,Just Right,0.81846,122,122,0.74978,0.88715
2012,Schleswig-Holstein,2nd Quintile,Just Right,0.77816,109,109,0.69980,0.85652
2012,Schleswig-Holstein,3rd Quintile,Just Right,0.73476,64,64,0.62574,0.84377
2012,Schleswig-Holstein,4th Quintile,Just Right,0.71824,87,87,0.62316,0.81332
2012,Schleswig-Holstein,5th Quintile,Just Right,0.73825,70,70,0.63452,0.84197
2012,Hamburg,1st Quintile,Just Right,0.61972,35,35,0.45654,0.78290
2012,Hamburg,2nd Quintile,Just Right,0.79493,37,37,0.66304,0.92682
2012,Hamburg,3rd Quintile,Just Right,0.67832,31,31,0.51117,0.84548
2012,Hamburg,4th Quintile,Just Right,0.66505,32,32,0.49891,0.83120
2012,Hamburg,5th Quintile,Just Right,0.77618,49,49,0.65826,0.89409
2012,Lower Saxony,1st Quintile,A Bit Too Small,0.13498,54,264,0.09368,0.17628
2012,Lower Saxony,1st Quintile,Just Right,0.67630,210,264,0.61975,0.73285
2012,Lower Saxony,2nd Quintile,A Bit Too Small,0.11845,53,272,0.07998,0.15693
2012,Lower Saxony,2nd Quintile,Just Right,0.72239,219,272,0.66907,0.77571
2012,Lower Saxony,3rd Quintile,A Bit Too Small,0.09135,36,285,0.05784,0.12486
2012,Lower Saxony,3rd Quintile,Just Right,0.68882,203,285,0.63497,0.74266
2012,Lower Saxony,3rd Quintile,A Bit Too Large,0.19197,46,285,0.14617,0.23778
2012,Lower Saxony,4th Quintile,Just Right,0.69337,197,248,0.63587,0.75087
2012,Lower Saxony,4th Quintile,A Bit Too Large,0.17673,51,248,0.12916,0.22430
2012,Lower Saxony,5th Quintile,Just Right,0.64678,192,258,0.58834,0.70522
2012,Lower Saxony,5th Quintile,A Bit Too Large,0.24113,66,258,0.18883,0.29343
2012,North Rhine-Westphalia,1st Quintile,Much Too Small,0.02371,33,736,0.01271,0.03471
2012,North Rhine-Westphalia,1st Quintile,A Bit Too Small,0.14664,163,736,0.12107,0.17222
2012,North Rhine-Westphalia,1st Quintile,Just Right,0.74401,503,736,0.71246,0.77556
2012,North Rhine-Westphalia,1st Quintile,A Bit Too Large,0.07194,37,736,0.05326,0.09062
2012,North Rhine-Westphalia,2nd Quintile,A Bit Too Small,0.10444,87,576,0.07944,0.12943
2012,North Rhine-Westphalia,2nd Quintile,Just Right,0.74992,441,576,0.71452,0.78531
2012,North Rhine-Westphalia,2nd Quintile,A Bit Too Large,0.11020,48,576,0.08460,0.13579
2012,North Rhine-Westphalia,3rd Quintile,A Bit Too Small,0.13696,99,560,0.10846,0.16546
2012,North Rhine-Westphalia,3rd Quintile,Just Right,0.69981,399,560,0.66181,0.73781
2012,North Rhine-Westphalia,3rd Quintile,A Bit Too Large,0.12685,62,560,0.09926,0.15444
2012,North Rhine-Westphalia,4th Quintile,A Bit Too Small,0.13163,86,573,0.10393,0.15934
2012,North Rhine-Westphalia,4th Quintile,Just Right,0.69846,411,573,0.66085,0.73607
2012,North Rhine-Westphalia,4th Quintile,A Bit Too Large,0.14390,76,573,0.11513,0.17266
2012,North Rhine-Westphalia,5th Quintile,A Bit Too Small,0.05845,55,686,0.04088,0.07602
2012,North Rhine-Westphalia,5th Quintile,Just Right,0.69601,479,686,0.66157,0.73046
2012,North Rhine-Westphalia,5th Quintile,A Bit Too Large,0.18868,121,686,0.15938,0.21798
2012,North Rhine-Westphalia,5th Quintile,Much Too Large,0.05598,31,686,0.03876,0.07319
2012,Hesse,1st Quintile,A Bit Too Small,0.17328,47,180,0.11783,0.22873
2012,Hesse,1st Quintile,Just Right,0.73075,133,180,0.66577,0.79573
2012,Hesse,2nd Quintile,A Bit Too Small,0.13472,50,189,0.08592,0.18353
2012,Hesse,2nd Quintile,Just Right,0.67454,139,189,0.60756,0.74152
2012,Hesse,3rd Quintile,A Bit Too Small,0.14239,34,173,0.09017,0.19462
2012,Hesse,3rd Quintile,Just Right,0.69900,139,173,0.63045,0.76755
2012,Hesse,4th Quintile,A Bit Too Small,0.14072,37,203,0.09276,0.18867
2012,Hesse,4th Quintile,Just Right,0.63810,131,203,0.57183,0.70437
2012,Hesse,4th Quintile,A Bit Too Large,0.20116,35,203,0.14588,0.25645
2012,Hesse,5th Quintile,A Bit Too Small,0.11548,38,276,0.07771,0.15326
2012,Hesse,5th Quintile,Just Right,0.65012,183,276,0.59375,0.70649
2012,Hesse,5th Quintile,A Bit Too Large,0.19019,55,276,0.14381,0.23658
2012,"Rhineland-Palatinate, Saarland",1st Quintile,Just Right,0.75639,150,150,0.68746,0.82532
2012,"Rhineland-Palatinate, Saarland",2nd Quintile,Just Right,0.75639,158,158,0.68925,0.82354
2012,"Rhineland-Palatinate, Saarland",3rd Quintile,Just Right,0.70687,125,125,0.62675,0.78699
2012,"Rhineland-Palatinate, Saarland",4th Quintile,Just Right,0.62174,109,150,0.54387,0.69961
2012,"Rhineland-Palatinate, Saarland",4th Quintile,A Bit Too Large,0.29269,41,150,0.21963,0.36574
2012,"Rhineland-Palatinate, Saarland",5th Quintile,Just Right,0.69315,111,148,0.61859,0.76770
2012,"Rhineland-Palatinate, Saarland",5th Quintile,A Bit Too Large,0.21324,37,148,0.14702,0.27945
2012,Baden-Wuerttemberg,1st Quintile,A Bit Too Small,0.12609,55,251,0.08494,0.16724
2012,Baden-Wuerttemberg,1st Quintile,Just Right,0.72140,196,251,0.66583,0.77697
2012,Baden-Wuerttemberg,2nd Quintile,A Bit Too Small,0.11298,68,320,0.07824,0.14772
2012,Baden-Wuerttemberg,2nd Quintile,Just Right,0.73526,252,320,0.68684,0.78367
2012,Baden-Wuerttemberg,3rd Quintile,A Bit Too Small,0.12770,53,359,0.09313,0.16228
2012,Baden-Wuerttemberg,3rd Quintile,Just Right,0.68363,267,359,0.63545,0.73180
2012,Baden-Wuerttemberg,3rd Quintile,A Bit Too Large,0.14462,39,359,0.10818,0.18105
2012,Baden-Wuerttemberg,4th Quintile,A Bit Too Small,0.12758,54,386,0.09425,0.16090
2012,Baden-Wuerttemberg,4th Quintile,Just Right,0.68554,275,386,0.63916,0.73192
2012,Baden-Wuerttemberg,4th Quintile,A Bit Too Large,0.12823,57,386,0.09483,0.16162
2012,Baden-Wuerttemberg,5th Quintile,A Bit Too Small,0.08883,46,450,0.06251,0.11514
2012,Baden-Wuerttemberg,5th Quintile,Just Right,0.67293,320,450,0.62953,0.71632
2012,Baden-Wuerttemberg,5th Quintile,A Bit Too Large,0.19210,84,450,0.15566,0.22854
2012,Bavaria,1st Quintile,A Bit Too Small,0.13331,99,430,0.10114,0.16547
2012,Bavaria,1st Quintile,Just Right,0.72062,295,430,0.67816,0.76308
2012,Bavaria,1st Quintile,A Bit Too Large,0.10503,36,430,0.07602,0.13404
2012,Bavaria,2nd Quintile,A Bit Too Small,0.12722,83,471,0.09709,0.15734
2012,Bavaria,2nd Quintile,Just Right,0.67336,330,471,0.63096,0.71576
2012,Bavaria,2nd Quintile,A Bit Too Large,0.15729,58,471,0.12437,0.19021
2012,Bavaria,3rd Quintile,A Bit Too Small,0.16126,90,491,0.12870,0.19383
2012,Bavaria,3rd Quintile,Just Right,0.66284,349,491,0.62098,0.70470
2012,Bavaria,3rd Quintile,A Bit Too Large,0.12376,52,491,0.09461,0.15292
2012,Bavaria,4th Quintile,A Bit Too Small,0.14292,81,508,0.11245,0.17338
2012,Bavaria,4th Quintile,Just Right,0.68850,358,508,0.64818,0.72881
2012,Bavaria,4th Quintile,A Bit Too Large,0.14223,69,508,0.11183,0.17264
2012,Bavaria,5th Quintile,A Bit Too Small,0.10545,58,534,0.07938,0.13153
2012,Bavaria,5th Quintile,Just Right,0.66989,377,534,0.62997,0.70981
2012,Bavaria,5th Quintile,A Bit Too Large,0.19437,99,534,0.16077,0.22796
2012,Berlin,1st Quintile,A Bit Too Small,0.24427,53,156,0.17663,0.31191
2012,Berlin,1st Quintile,Just Right,0.66621,103,156,0.59198,0.74045
2012,Berlin,2nd Quintile,Just Right,0.77656,106,106,0.69688,0.85624
2012,Berlin,3rd Quintile,Just Right,0.69373,96,96,0.60103,0.78642
2012,Berlin,4th Quintile,Just Right,0.63559,80,80,0.52946,0.74171
2012,Berlin,5th Quintile,Just Right,0.75225,92,92,0.66355,0.84095
2012,Brandenburg,1st Quintile,A Bit Too Small,0.15908,37,165,0.10310,0.21506
2012,Brandenburg,1st Quintile,Just Right,0.72120,128,165,0.65257,0.78983
2012,Brandenburg,2nd Quintile,Just Right,0.71100,103,103,0.62303,0.79898
2012,Brandenburg,3rd Quintile,Just Right,0.59577,90,90,0.49381,0.69773
2012,Brandenburg,4th Quintile,Just Right,0.84766,95,95,0.77501,0.92030
2012,Brandenburg,5th Quintile,Just Right,0.75313,66,66,0.64830,0.85795
2012,Mecklenburg-Western Pomerania,1st Quintile,Just Right,0.75976,93,93,0.67246,0.84706
2012,Mecklenburg-Western Pomerania,2nd Quintile,Just Right,0.67464,63,63,0.55802,0.79126
2012,Mecklenburg-Western Pomerania,3rd Quintile,Just Right,0.74138,61,61,0.63058,0.85218
2012,Mecklenburg-Western Pomerania,4th Quintile,Just Right,0.57494,33,33,0.40366,0.74623
2012,Saxony,1st Quintile,A Bit Too Small,0.16326,61,271,0.11917,0.20735
2012,Saxony,1st Quintile,Just Right,0.74528,210,271,0.69331,0.79725
2012,Saxony,2nd Quintile,A Bit Too Small,0.10234,39,232,0.06326,0.14143
2012,Saxony,2nd Quintile,Just Right,0.81219,193,232,0.76183,0.86256
2012,Saxony,3rd Quintile,A Bit Too Small,0.12481,39,227,0.08172,0.16790
2012,Saxony,3rd Quintile,Just Right,0.72153,188,227,0.66308,0.77997
2012,Saxony,4th Quintile,Just Right,0.67941,116,116,0.59411,0.76471
2012,Saxony,5th Quintile,Just Right,0.79143,76,76,0.69948,0.88338
2012,Saxony-Anhalt,1st Quintile,Just Right,0.79919,143,143,0.73330,0.86509
2012,Saxony-Anhalt,2nd Quintile,Just Right,0.68838,90,90,0.59216,0.78461
2012,Saxony-Anhalt,3rd Quintile,Just Right,0.70657,87,87,0.61034,0.80281
2012,Saxony-Anhalt,4th Quintile,Just Right,0.80621,86,86,0.72218,0.89024
2012,Saxony-Anhalt,5th Quintile,Just Right,0.66333,52,52,0.53363,0.79303
2012,Thuringa,1st Quintile,A Bit Too Small,0.13072,33,163,0.07881,0.18263
2012,Thuringa,1st Quintile,Just Right,0.82376,130,163,0.76509,0.88243
2012,Thuringa,2nd Quintile,Just Right,0.82239,98,98,0.74633,0.89844
2012,Thuringa,3rd Quintile,Just Right,0.73438,115,115,0.65330,0.81546
2012,Thuringa,4th Quintile,Just Right,0.78003,74,74,0.68501,0.87505
2012,Thuringa,5th Quintile,Just Right,0.58853,54,54,0.45604,0.72101
2013,Schleswig-Holstein,1st Quintile,A Bit Too Small,0.17145,44,178,0.11592,0.22698
2013,Schleswig-Holstein,1st Quintile,Just Right,0.73219,134,178,0.66695,0.79743
2013,Schleswig-Holstein,2nd Quintile,Just Right,0.73345,96,96,0.64453,0.82236
2013,Schleswig-Holstein,3rd Quintile,Just Right,0.63956,83,83,0.53564,0.74348
2013,Schleswig-Holstein,4th Quintile,Just Right,0.61965,82,82,0.51393,0.72538
2013,Schleswig-Holstein,5th Quintile,Just Right,0.79026,68,68,0.69278,0.88775
2013,Hamburg,1st Quintile,Just Right,0.62036,42,42,0.47181,0.76891
2013,Hamburg,2nd Quintile,Just Right,0.75702,52,52,0.63931,0.87473
2013,Hamburg,3rd Quintile,Just Right,0.80345,46,46,0.68734,0.91956
2013,Hamburg,4th Quintile,Just Right,0.77705,41,41,0.64807,0.90604
2013,Hamburg,5th Quintile,Just Right,0.65142,45,45,0.51061,0.79222
2013,Lower Saxony,1st Quintile,A Bit Too Small,0.16188,71,327,0.12189,0.20186
2013,Lower Saxony,1st Quintile,Just Right,0.65363,256,327,0.60198,0.70529
2013,Lower Saxony,2nd Quintile,A Bit Too Small,0.11207,48,299,0.07626,0.14789
2013,Lower Saxony,2nd Quintile,Just Right,0.72509,251,299,0.67439,0.77578
2013,Lower Saxony,3rd Quintile,A Bit Too Small,0.09026,36,269,0.05595,0.12456
2013,Lower Saxony,3rd Quintile,Just Right,0.69395,198,269,0.63878,0.74913
2013,Lower Saxony,3rd Quintile,A Bit Too Large,0.14497,35,269,0.10281,0.18712
2013,Lower Saxony,4th Quintile,A Bit Too Small,0.06923,32,301,0.04051,0.09796
2013,Lower Saxony,4th Quintile,Just Right,0.73033,225,301,0.68011,0.78055
2013,Lower Saxony,4th Quintile,A Bit Too Large,0.13784,44,301,0.09883,0.17685
2013,Lower Saxony,5th Quintile,Just Right,0.64193,204,276,0.58526,0.69859
2013,Lower Saxony,5th Quintile,A Bit Too Large,0.24522,72,276,0.19438,0.29607
2013,North Rhine-Westphalia,1st Quintile,Much Too Small,0.03637,56,943,0.02441,0.04832
2013,North Rhine-Westphalia,1st Quintile,A Bit Too Small,0.17303,210,943,0.14887,0.19718
2013,North Rhine-Westphalia,1st Quintile,Just Right,0.73862,637,943,0.71056,0.76668
2013,North Rhine-Westphalia,1st Quintile,A Bit Too Large,0.05118,40,943,0.03711,0.06525
2013,North Rhine-Westphalia,2nd Quintile,A Bit Too Small,0.12160,127,709,0.09753,0.14567
2013,North Rhine-Westphalia,2nd Quintile,Just Right,0.74337,532,709,0.71120,0.77555
2013,North Rhine-Westphalia,2nd Quintile,A Bit Too Large,0.10061,50,709,0.07845,0.12276
2013,North Rhine-Westphalia,3rd Quintile,A Bit Too Small,0.10467,87,596,0.08007,0.12927
2013,North Rhine-Westphalia,3rd Quintile,Just Right,0.72338,444,596,0.68744,0.75933
