year,quintil_oecd_hh,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,3rd Quintile,Urban regions,Just Right,0.81755,736,897,0.79227,0.84284
1990,3rd Quintile,Urban regions,A Bit Too Large,0.05494,42,897,0.04002,0.06986
1990,3rd Quintile,Rural regions,Just Right,0.78428,181,181,0.72419,0.84437
1990,4th Quintile,Urban regions,A Bit Too Small,0.12555,123,884,0.10370,0.14741
1990,4th Quintile,Urban regions,Just Right,0.77723,705,884,0.74978,0.80467
1990,4th Quintile,Urban regions,A Bit Too Large,0.07314,56,884,0.05597,0.09032
1990,4th Quintile,Rural regions,Just Right,0.78283,180,180,0.72242,0.84323
1990,5th Quintile,Urban regions,A Bit Too Small,0.09737,84,855,0.07748,0.11725
1990,5th Quintile,Urban regions,Just Right,0.79291,697,855,0.76573,0.82008
1990,5th Quintile,Urban regions,A Bit Too Large,0.08882,74,855,0.06974,0.10790
1990,5th Quintile,Rural regions,Just Right,0.78582,150,150,0.71995,0.85170
1991,1st Quintile,Urban regions,Much Too Small,0.04026,35,697,0.02566,0.05486
1991,1st Quintile,Urban regions,A Bit Too Small,0.19672,156,697,0.16719,0.22626
1991,1st Quintile,Urban regions,Just Right,0.68832,468,697,0.65391,0.72273
1991,1st Quintile,Urban regions,A Bit Too Large,0.05763,38,697,0.04031,0.07494
1991,1st Quintile,Rural regions,Much Too Small,0.04604,62,1274,0.03453,0.05755
1991,1st Quintile,Rural regions,A Bit Too Small,0.17450,260,1274,0.15365,0.19535
1991,1st Quintile,Rural regions,Just Right,0.71184,888,1274,0.68696,0.73672
1991,1st Quintile,Rural regions,A Bit Too Large,0.05867,64,1274,0.04576,0.07158
1991,2nd Quintile,Urban regions,Much Too Small,0.03372,59,844,0.02154,0.04591
1991,2nd Quintile,Urban regions,A Bit Too Small,0.16709,172,844,0.14191,0.19227
1991,2nd Quintile,Urban regions,Just Right,0.74276,613,844,0.71326,0.77227
1991,2nd Quintile,Rural regions,A Bit Too Small,0.11582,37,216,0.07304,0.15859
1991,2nd Quintile,Rural regions,Just Right,0.76250,179,216,0.70562,0.81939
1991,3rd Quintile,Urban regions,Much Too Small,0.02348,41,896,0.01356,0.03340
1991,3rd Quintile,Urban regions,A Bit Too Small,0.16226,181,896,0.13810,0.18641
1991,3rd Quintile,Urban regions,Just Right,0.74477,632,896,0.71620,0.77333
1991,3rd Quintile,Urban regions,A Bit Too Large,0.06500,42,896,0.04885,0.08115
1991,3rd Quintile,Rural regions,A Bit Too Small,0.13951,42,226,0.09424,0.18478
1991,3rd Quintile,Rural regions,Just Right,0.75437,184,226,0.69812,0.81062
1991,4th Quintile,Urban regions,A Bit Too Small,0.13963,149,884,0.11677,0.16250
1991,4th Quintile,Urban regions,Just Right,0.76070,681,884,0.73256,0.78884
1991,4th Quintile,Urban regions,A Bit Too Large,0.07937,54,884,0.06154,0.09720
1991,4th Quintile,Rural regions,A Bit Too Small,0.16856,40,211,0.11793,0.21920
1991,4th Quintile,Rural regions,Just Right,0.68881,171,211,0.62619,0.75143
1991,5th Quintile,Urban regions,A Bit Too Small,0.15715,141,852,0.13270,0.18160
1991,5th Quintile,Urban regions,Just Right,0.70748,626,852,0.67691,0.73804
1991,5th Quintile,Urban regions,A Bit Too Large,0.10417,85,852,0.08364,0.12469
1991,5th Quintile,Rural regions,Just Right,0.63341,107,107,0.54167,0.72514
1992,1st Quintile,Urban regions,Much Too Small,0.03383,37,700,0.02043,0.04724
1992,1st Quintile,Urban regions,A Bit Too Small,0.18025,149,700,0.15175,0.20875
1992,1st Quintile,Urban regions,Just Right,0.72778,481,700,0.69478,0.76078
1992,1st Quintile,Urban regions,A Bit Too Large,0.04605,33,700,0.03051,0.06159
1992,1st Quintile,Rural regions,A Bit Too Small,0.10661,91,633,0.08255,0.13067
1992,1st Quintile,Rural regions,Just Right,0.80992,503,633,0.77933,0.84051
1992,1st Quintile,Rural regions,A Bit Too Large,0.06063,39,633,0.04202,0.07924
1992,2nd Quintile,Urban regions,Much Too Small,0.03058,59,858,0.01905,0.04211
1992,2nd Quintile,Urban regions,A Bit Too Small,0.16709,174,858,0.14211,0.19206
1992,2nd Quintile,Urban regions,Just Right,0.72131,579,858,0.69130,0.75133
1992,2nd Quintile,Urban regions,A Bit Too Large,0.07834,46,858,0.06035,0.09633
1992,2nd Quintile,Rural regions,A Bit Too Small,0.19067,133,558,0.15805,0.22329
1992,2nd Quintile,Rural regions,Just Right,0.69046,388,558,0.65207,0.72885
1992,2nd Quintile,Rural regions,A Bit Too Large,0.07588,37,558,0.05389,0.09787
1992,3rd Quintile,Urban regions,Much Too Small,0.03418,44,899,0.02230,0.04607
1992,3rd Quintile,Urban regions,A Bit Too Small,0.18173,196,899,0.15651,0.20695
1992,3rd Quintile,Urban regions,Just Right,0.71711,610,899,0.68765,0.74657
1992,3rd Quintile,Urban regions,A Bit Too Large,0.06392,49,899,0.04792,0.07991
1992,3rd Quintile,Rural regions,A Bit Too Small,0.16235,84,361,0.12425,0.20044
1992,3rd Quintile,Rural regions,Just Right,0.70836,277,361,0.66141,0.75531
1992,4th Quintile,Urban regions,A Bit Too Small,0.17140,175,898,0.14673,0.19606
1992,4th Quintile,Urban regions,Just Right,0.72476,667,898,0.69553,0.75399
1992,4th Quintile,Urban regions,A Bit Too Large,0.07657,56,898,0.05917,0.09398
1992,4th Quintile,Rural regions,A Bit Too Small,0.14357,49,311,0.10454,0.18261
1992,4th Quintile,Rural regions,Just Right,0.70330,224,311,0.65245,0.75415
1992,4th Quintile,Rural regions,A Bit Too Large,0.12958,38,311,0.09220,0.16697
1992,5th Quintile,Urban regions,A Bit Too Small,0.13742,137,866,0.11448,0.16036
1992,5th Quintile,Urban regions,Just Right,0.72855,647,866,0.69891,0.75819
1992,5th Quintile,Urban regions,A Bit Too Large,0.10715,82,866,0.08654,0.12777
1992,5th Quintile,Rural regions,Just Right,0.72726,126,126,0.64918,0.80534
1993,1st Quintile,Urban regions,Much Too Small,0.03525,42,704,0.02162,0.04888
1993,1st Quintile,Urban regions,A Bit Too Small,0.18444,151,704,0.15577,0.21311
1993,1st Quintile,Urban regions,Just Right,0.72354,475,704,0.69047,0.75660
1993,1st Quintile,Urban regions,A Bit Too Large,0.04717,36,704,0.03150,0.06284
1993,1st Quintile,Rural regions,A Bit Too Small,0.11869,100,564,0.09197,0.14540
1993,1st Quintile,Rural regions,Just Right,0.77822,424,564,0.74390,0.81254
1993,1st Quintile,Rural regions,A Bit Too Large,0.08008,40,564,0.05766,0.10250
1993,2nd Quintile,Urban regions,Much Too Small,0.03772,60,867,0.02503,0.05041
1993,2nd Quintile,Urban regions,A Bit Too Small,0.17887,186,867,0.15334,0.20439
1993,2nd Quintile,Urban regions,Just Right,0.69507,568,867,0.66440,0.72573
1993,2nd Quintile,Urban regions,A Bit Too Large,0.07585,53,867,0.05822,0.09349
1993,2nd Quintile,Rural regions,A Bit Too Small,0.15280,106,563,0.12305,0.18255
1993,2nd Quintile,Rural regions,Just Right,0.73490,420,563,0.69841,0.77140
1993,2nd Quintile,Rural regions,A Bit Too Large,0.07035,37,563,0.04920,0.09149
1993,3rd Quintile,Urban regions,Much Too Small,0.02488,40,904,0.01472,0.03504
1993,3rd Quintile,Urban regions,A Bit Too Small,0.16841,174,904,0.14400,0.19282
1993,3rd Quintile,Urban regions,Just Right,0.72396,627,904,0.69480,0.75311
1993,3rd Quintile,Urban regions,A Bit Too Large,0.07627,63,904,0.05896,0.09358
1993,3rd Quintile,Rural regions,A Bit Too Small,0.14519,77,450,0.11260,0.17777
1993,3rd Quintile,Rural regions,Just Right,0.75907,340,450,0.71951,0.79863
1993,3rd Quintile,Rural regions,A Bit Too Large,0.08480,33,450,0.05903,0.11056
1993,4th Quintile,Urban regions,A Bit Too Small,0.15802,159,884,0.13396,0.18208
1993,4th Quintile,Urban regions,Just Right,0.73927,665,884,0.71031,0.76822
1993,4th Quintile,Urban regions,A Bit Too Large,0.07407,60,884,0.05680,0.09135
1993,4th Quintile,Rural regions,A Bit Too Small,0.16837,65,339,0.12847,0.20826
1993,4th Quintile,Rural regions,Just Right,0.67581,236,339,0.62591,0.72572
1993,4th Quintile,Rural regions,A Bit Too Large,0.13963,38,339,0.10267,0.17658
1993,5th Quintile,Urban regions,A Bit Too Small,0.14774,148,859,0.12400,0.17149
1993,5th Quintile,Urban regions,Just Right,0.71185,628,859,0.68154,0.74215
1993,5th Quintile,Urban regions,A Bit Too Large,0.11041,83,859,0.08944,0.13138
1993,5th Quintile,Rural regions,A Bit Too Small,0.16691,33,157,0.10839,0.22542
1993,5th Quintile,Rural regions,Just Right,0.61625,124,157,0.53994,0.69256
1994,1st Quintile,Urban regions,Much Too Small,0.03414,56,788,0.02145,0.04682
1994,1st Quintile,Urban regions,A Bit Too Small,0.17043,164,788,0.14416,0.19670
1994,1st Quintile,Urban regions,Just Right,0.72315,520,788,0.69189,0.75441
1994,1st Quintile,Urban regions,A Bit Too Large,0.06990,48,788,0.05208,0.08771
1994,1st Quintile,Rural regions,A Bit Too Small,0.10760,74,487,0.08005,0.13515
1994,1st Quintile,Rural regions,Just Right,0.76239,373,487,0.72455,0.80023
1994,1st Quintile,Rural regions,A Bit Too Large,0.09735,40,487,0.07100,0.12371
1994,2nd Quintile,Urban regions,Much Too Small,0.02916,39,811,0.01757,0.04075
1994,2nd Quintile,Urban regions,A Bit Too Small,0.17215,156,811,0.14616,0.19815
1994,2nd Quintile,Urban regions,Just Right,0.72870,576,811,0.69808,0.75932
1994,2nd Quintile,Urban regions,A Bit Too Large,0.05939,40,811,0.04311,0.07566
1994,2nd Quintile,Rural regions,A Bit Too Small,0.14948,107,544,0.11949,0.17947
1994,2nd Quintile,Rural regions,Just Right,0.74940,402,544,0.71295,0.78585
1994,2nd Quintile,Rural regions,A Bit Too Large,0.06380,35,544,0.04324,0.08435
1994,3rd Quintile,Urban regions,Much Too Small,0.02198,35,852,0.01213,0.03183
1994,3rd Quintile,Urban regions,A Bit Too Small,0.17359,169,852,0.14814,0.19904
1994,3rd Quintile,Urban regions,Just Right,0.73677,601,852,0.70718,0.76636
1994,3rd Quintile,Urban regions,A Bit Too Large,0.05882,47,852,0.04301,0.07462
1994,3rd Quintile,Rural regions,A Bit Too Small,0.16842,80,460,0.13419,0.20266
1994,3rd Quintile,Rural regions,Just Right,0.71043,342,460,0.66893,0.75192
1994,3rd Quintile,Rural regions,A Bit Too Large,0.09856,38,460,0.07129,0.12583
1994,4th Quintile,Urban regions,A Bit Too Small,0.15733,156,855,0.13291,0.18175
1994,4th Quintile,Urban regions,Just Right,0.74320,641,855,0.71390,0.77250
1994,4th Quintile,Urban regions,A Bit Too Large,0.07856,58,855,0.06051,0.09660
1994,4th Quintile,Rural regions,A Bit Too Small,0.13388,53,325,0.09680,0.17096
1994,4th Quintile,Rural regions,Just Right,0.68777,235,325,0.63731,0.73823
1994,4th Quintile,Rural regions,A Bit Too Large,0.13008,37,325,0.09345,0.16671
1994,5th Quintile,Urban regions,A Bit Too Small,0.13893,128,845,0.11560,0.16227
1994,5th Quintile,Urban regions,Just Right,0.69430,619,845,0.66322,0.72538
1994,5th Quintile,Urban regions,A Bit Too Large,0.13847,98,845,0.11517,0.16178
1994,5th Quintile,Rural regions,A Bit Too Small,0.11614,34,234,0.07500,0.15728
1994,5th Quintile,Rural regions,Just Right,0.67777,164,234,0.61776,0.73777
1994,5th Quintile,Rural regions,A Bit Too Large,0.17885,36,234,0.12964,0.22806
1995,1st Quintile,Urban regions,Much Too Small,0.04861,58,867,0.03428,0.06293
1995,1st Quintile,Urban regions,A Bit Too Small,0.18985,199,867,0.16373,0.21597
1995,1st Quintile,Urban regions,Just Right,0.68037,562,867,0.64931,0.71143
1995,1st Quintile,Urban regions,A Bit Too Large,0.07848,48,867,0.06056,0.09639
1995,1st Quintile,Rural regions,A Bit Too Small,0.19062,109,459,0.15464,0.22659
1995,1st Quintile,Rural regions,Just Right,0.71147,350,459,0.66998,0.75297
1995,2nd Quintile,Urban regions,Much Too Small,0.02407,39,893,0.01402,0.03413
1995,2nd Quintile,Urban regions,A Bit Too Small,0.17481,182,893,0.14989,0.19974
1995,2nd Quintile,Urban regions,Just Right,0.72530,627,893,0.69601,0.75459
1995,2nd Quintile,Urban regions,A Bit Too Large,0.06848,45,893,0.05191,0.08506
1995,2nd Quintile,Rural regions,A Bit Too Small,0.16167,106,530,0.13030,0.19304
1995,2nd Quintile,Rural regions,Just Right,0.71642,379,530,0.67800,0.75483
1995,2nd Quintile,Rural regions,A Bit Too Large,0.09683,45,530,0.07163,0.12203
1995,3rd Quintile,Urban regions,Much Too Small,0.02485,33,876,0.01453,0.03516
1995,3rd Quintile,Urban regions,A Bit Too Small,0.17525,176,876,0.15006,0.20044
1995,3rd Quintile,Urban regions,Just Right,0.71995,613,876,0.69019,0.74970
1995,3rd Quintile,Urban regions,A Bit Too Large,0.06972,54,876,0.05285,0.08660
1995,3rd Quintile,Rural regions,A Bit Too Small,0.13479,81,495,0.10468,0.16491
1995,3rd Quintile,Rural regions,Just Right,0.71194,361,495,0.67200,0.75187
1995,3rd Quintile,Rural regions,A Bit Too Large,0.13373,53,495,0.10372,0.16375
1995,4th Quintile,Urban regions,A Bit Too Small,0.12826,122,840,0.10563,0.15088
1995,4th Quintile,Urban regions,Just Right,0.75772,654,840,0.72873,0.78671
1995,4th Quintile,Urban regions,A Bit Too Large,0.09059,64,840,0.07117,0.11001
1995,4th Quintile,Rural regions,A Bit Too Small,0.12180,54,388,0.08921,0.15438
1995,4th Quintile,Rural regions,Just Right,0.69139,279,388,0.64537,0.73741
1995,4th Quintile,Rural regions,A Bit Too Large,0.15524,55,388,0.11916,0.19132
1995,5th Quintile,Urban regions,A Bit Too Small,0.13603,126,845,0.11291,0.15916
1995,5th Quintile,Urban regions,Just Right,0.71859,630,845,0.68825,0.74893
1995,5th Quintile,Urban regions,A Bit Too Large,0.12126,89,845,0.09924,0.14328
1995,5th Quintile,Rural regions,Just Right,0.67926,183,226,0.61827,0.74025
1995,5th Quintile,Rural regions,A Bit Too Large,0.19944,43,226,0.14723,0.25165
1996,1st Quintile,Urban regions,Much Too Small,0.04505,66,890,0.03142,0.05869
1996,1st Quintile,Urban regions,A Bit Too Small,0.16951,181,890,0.14485,0.19418
1996,1st Quintile,Urban regions,Just Right,0.69479,591,890,0.66452,0.72506
1996,1st Quintile,Urban regions,A Bit Too Large,0.08682,52,890,0.06831,0.10533
1996,1st Quintile,Rural regions,A Bit Too Small,0.11909,78,449,0.08910,0.14908
1996,1st Quintile,Rural regions,Just Right,0.77138,371,449,0.73250,0.81027
1996,2nd Quintile,Urban regions,A Bit Too Small,0.16866,179,844,0.14338,0.19394
1996,2nd Quintile,Urban regions,Just Right,0.74569,617,844,0.71630,0.77509
1996,2nd Quintile,Urban regions,A Bit Too Large,0.06507,48,844,0.04842,0.08172
1996,2nd Quintile,Rural regions,A Bit Too Small,0.18192,106,480,0.14737,0.21646
1996,2nd Quintile,Rural regions,Just Right,0.67118,331,480,0.62911,0.71325
1996,2nd Quintile,Rural regions,A Bit Too Large,0.10750,43,480,0.07976,0.13523
1996,3rd Quintile,Urban regions,A Bit Too Small,0.18775,161,814,0.16091,0.21460
1996,3rd Quintile,Urban regions,Just Right,0.68342,584,814,0.65145,0.71540
1996,3rd Quintile,Urban regions,A Bit Too Large,0.10114,69,814,0.08042,0.12187
1996,3rd Quintile,Rural regions,A Bit Too Small,0.12958,78,533,0.10104,0.15812
1996,3rd Quintile,Rural regions,Just Right,0.75235,406,533,0.71567,0.78903
1996,3rd Quintile,Rural regions,A Bit Too Large,0.10337,49,533,0.07750,0.12924
