,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1172,1172,2011,Couple with children,2nd Quintile,Much Too Small,0.0376,71,15961,0.02722,0.05039
1173,1173,2011,Couple with children,2nd Quintile,A Bit Too Small,0.23419,381,15961,0.20154,0.27492
1174,1174,2011,Couple with children,2nd Quintile,Just Right,0.67764,873,15961,0.61909,0.73292
1175,1175,2011,Couple with children,2nd Quintile,A Bit Too Large,0.05058,49,15961,0.0327,0.0763
1176,1176,2011,Couple with children,3rd Quintile,Much Too Small,0.01557,45,15961,0.0119,0.01946
1177,1177,2011,Couple with children,3rd Quintile,A Bit Too Small,0.1937,312,15961,0.16685,0.22494
1178,1178,2011,Couple with children,3rd Quintile,Just Right,0.71033,933,15961,0.66548,0.77789
1179,1179,2011,Couple with children,3rd Quintile,A Bit Too Large,0.08039,66,15961,0.05677,0.10636
1180,1180,2011,Couple with children,4th Quintile,A Bit Too Small,0.1582,221,15961,0.13062,0.18705
1181,1181,2011,Couple with children,4th Quintile,Just Right,0.74188,885,15961,0.68986,0.79969
1182,1182,2011,Couple with children,4th Quintile,A Bit Too Large,0.09992,112,15961,0.08189,0.12202
1183,1183,2011,Couple with children,5th Quintile,A Bit Too Small,0.15004,175,15961,0.12287,0.17739
1184,1184,2011,Couple with children,5th Quintile,Just Right,0.69895,756,15961,0.64224,0.76126
1185,1185,2011,Couple with children,5th Quintile,A Bit Too Large,0.15102,130,15961,0.12011,0.18471
1186,1186,2012,Single-person household,1st Quintile,A Bit Too Small,0.1172,131,15663,0.10198,0.1334
1187,1187,2012,Single-person household,1st Quintile,Just Right,0.79681,833,15663,0.7641,0.83102
1188,1188,2012,Single-person household,1st Quintile,A Bit Too Large,0.08599,102,15663,0.07371,0.10048
1189,1189,2012,Single-person household,2nd Quintile,A Bit Too Small,0.10046,71,15663,0.08696,0.11674
1190,1190,2012,Single-person household,2nd Quintile,Just Right,0.74525,542,15663,0.70225,0.78872
1191,1191,2012,Single-person household,2nd Quintile,A Bit Too Large,0.15429,104,15663,0.13802,0.17112
1192,1192,2012,Single-person household,3rd Quintile,A Bit Too Small,0.11009,68,15663,0.09247,0.12782
1193,1193,2012,Single-person household,3rd Quintile,Just Right,0.73925,461,15663,0.69662,0.77607
1194,1194,2012,Single-person household,3rd Quintile,A Bit Too Large,0.15066,103,15663,0.13204,0.17158
1195,1195,2012,Single-person household,4th Quintile,A Bit Too Small,0.10907,57,15663,0.08923,0.12991
1196,1196,2012,Single-person household,4th Quintile,Just Right,0.69732,409,15663,0.65464,0.73916
1197,1197,2012,Single-person household,4th Quintile,A Bit Too Large,0.19362,124,15663,0.17164,0.21239
1198,1198,2012,Single-person household,5th Quintile,A Bit Too Small,0.06865,38,15663,0.05606,0.08292
1199,1199,2012,Single-person household,5th Quintile,Just Right,0.67912,367,15663,0.63144,0.72684
1200,1200,2012,Single-person household,5th Quintile,A Bit Too Large,0.1962,120,15663,0.17212,0.22512
1201,1201,2012,Single-person household,5th Quintile,Much Too Large,0.05602,39,15663,0.04048,0.07237
1202,1202,2012,Couple without children,1st Quintile,A Bit Too Small,0.12353,50,15663,0.0901,0.15866
1203,1203,2012,Couple without children,1st Quintile,Just Right,0.80519,383,15663,0.73792,0.87601
1204,1204,2012,Couple without children,1st Quintile,A Bit Too Large,0.07129,35,15663,0.05618,0.08727
1205,1205,2012,Couple without children,2nd Quintile,A Bit Too Small,0.06609,39,15663,0.04355,0.08737
1206,1206,2012,Couple without children,2nd Quintile,Just Right,0.79458,562,15663,0.73878,0.83843
1207,1207,2012,Couple without children,2nd Quintile,A Bit Too Large,0.13932,93,15663,0.11766,0.16793
1208,1208,2012,Couple without children,3rd Quintile,A Bit Too Small,0.11456,83,15663,0.09715,0.13149
1209,1209,2012,Couple without children,3rd Quintile,Just Right,0.68527,590,15663,0.6448,0.73292
1210,1210,2012,Couple without children,3rd Quintile,A Bit Too Large,0.20017,148,15663,0.17652,0.22434
1211,1211,2012,Couple without children,4th Quintile,A Bit Too Small,0.08183,75,15663,0.0632,0.10016
1212,1212,2012,Couple without children,4th Quintile,Just Right,0.73497,681,15663,0.68722,0.78482
1213,1213,2012,Couple without children,4th Quintile,A Bit Too Large,0.1832,181,15663,0.16134,0.20984
1214,1214,2012,Couple without children,5th Quintile,A Bit Too Small,0.07513,100,15663,0.06145,0.08969
1215,1215,2012,Couple without children,5th Quintile,Just Right,0.67288,938,15663,0.62777,0.71824
1216,1216,2012,Couple without children,5th Quintile,A Bit Too Large,0.21936,339,15663,0.19895,0.24069
1217,1217,2012,Couple without children,5th Quintile,Much Too Large,0.03264,49,15663,0.02564,0.04236
1218,1218,2012,Single parent,1st Quintile,Much Too Small,0.05041,42,15663,0.03343,0.07833
1219,1219,2012,Single parent,1st Quintile,A Bit Too Small,0.21915,237,15663,0.19088,0.25116
1220,1220,2012,Single parent,1st Quintile,Just Right,0.68339,654,15663,0.63085,0.73362
1221,1221,2012,Single parent,1st Quintile,A Bit Too Large,0.04705,44,15663,0.0391,0.05789
1222,1222,2012,Single parent,2nd Quintile,A Bit Too Small,0.19762,113,15663,0.16789,0.23305
1223,1223,2012,Single parent,2nd Quintile,Just Right,0.70178,365,15663,0.63257,0.76855
1224,1224,2012,Single parent,2nd Quintile,A Bit Too Large,0.10059,36,15663,0.05992,0.1535
1225,1225,2012,Single parent,3rd Quintile,A Bit Too Small,0.25462,80,15663,0.20125,0.3086
1226,1226,2012,Single parent,3rd Quintile,Just Right,0.64364,227,15663,0.55013,0.77498
1227,1227,2012,Single parent,3rd Quintile,A Bit Too Large,0.10174,35,15663,0.08033,0.12407
1228,1228,2012,Single parent,4th Quintile,Just Right,0.83771,133,15663,0.7024,0.99145
1229,1229,2012,Single parent,4th Quintile,A Bit Too Large,0.16229,31,15663,0.11455,0.2232
1230,1230,2012,Single parent,5th Quintile,Just Right,1.0,81,15663,0.74976,1.31396
1231,1231,2012,Couple with children,1st Quintile,Much Too Small,0.07349,84,15663,0.05964,0.08772
1232,1232,2012,Couple with children,1st Quintile,A Bit Too Small,0.27505,305,15663,0.23785,0.31251
1233,1233,2012,Couple with children,1st Quintile,Just Right,0.65146,599,15663,0.58944,0.71519
1234,1234,2012,Couple with children,2nd Quintile,Much Too Small,0.04226,57,15663,0.02858,0.05915
1235,1235,2012,Couple with children,2nd Quintile,A Bit Too Small,0.19664,308,15663,0.16678,0.2295
1236,1236,2012,Couple with children,2nd Quintile,Just Right,0.7087,793,15663,0.64198,0.76565
1237,1237,2012,Couple with children,2nd Quintile,A Bit Too Large,0.0524,51,15663,0.03623,0.07109
1238,1238,2012,Couple with children,3rd Quintile,Much Too Small,0.0139,34,15663,0.00996,0.0193
1239,1239,2012,Couple with children,3rd Quintile,A Bit Too Small,0.2066,270,15663,0.17995,0.23552
1240,1240,2012,Couple with children,3rd Quintile,Just Right,0.71324,932,15663,0.65382,0.76807
1241,1241,2012,Couple with children,3rd Quintile,A Bit Too Large,0.06626,68,15663,0.04939,0.08559
1242,1242,2012,Couple with children,4th Quintile,A Bit Too Small,0.17455,216,15663,0.14462,0.20493
1243,1243,2012,Couple with children,4th Quintile,Just Right,0.7234,858,15663,0.65808,0.7822
1244,1244,2012,Couple with children,4th Quintile,A Bit Too Large,0.10205,91,15663,0.07961,0.12547
1245,1245,2012,Couple with children,5th Quintile,A Bit Too Small,0.14038,145,15663,0.11315,0.1712
1246,1246,2012,Couple with children,5th Quintile,Just Right,0.72447,756,15663,0.6632,0.7789
1247,1247,2012,Couple with children,5th Quintile,A Bit Too Large,0.13515,103,15663,0.09962,0.16429
1248,1248,2013,Single-person household,1st Quintile,A Bit Too Small,0.14301,156,17216,0.12464,0.1622
1249,1249,2013,Single-person household,1st Quintile,Just Right,0.7805,855,17216,0.74329,0.81197
1250,1250,2013,Single-person household,1st Quintile,A Bit Too Large,0.07649,82,17216,0.06669,0.08665
1251,1251,2013,Single-person household,2nd Quintile,A Bit Too Small,0.09239,82,17216,0.07788,0.10603
1252,1252,2013,Single-person household,2nd Quintile,Just Right,0.77529,615,17216,0.73167,0.81892
1253,1253,2013,Single-person household,2nd Quintile,A Bit Too Large,0.13232,106,17216,0.11608,0.14701
1254,1254,2013,Single-person household,3rd Quintile,A Bit Too Small,0.09195,66,17216,0.07038,0.10782
1255,1255,2013,Single-person household,3rd Quintile,Just Right,0.70811,454,17216,0.6621,0.74683
1256,1256,2013,Single-person household,3rd Quintile,A Bit Too Large,0.19993,134,17216,0.17873,0.22583
1257,1257,2013,Single-person household,4th Quintile,A Bit Too Small,0.09544,55,17216,0.07778,0.11168
1258,1258,2013,Single-person household,4th Quintile,Just Right,0.73665,428,17216,0.68054,0.78423
1259,1259,2013,Single-person household,4th Quintile,A Bit Too Large,0.1679,99,17216,0.1439,0.18976
1260,1260,2013,Single-person household,5th Quintile,A Bit Too Small,0.08647,50,17216,0.06775,0.10686
1261,1261,2013,Single-person household,5th Quintile,Just Right,0.63187,363,17216,0.5843,0.67861
1262,1262,2013,Single-person household,5th Quintile,A Bit Too Large,0.22159,141,17216,0.19385,0.24649
1263,1263,2013,Single-person household,5th Quintile,Much Too Large,0.06007,38,17216,0.04512,0.07513
1264,1264,2013,Couple without children,1st Quintile,A Bit Too Small,0.13667,63,17216,0.10629,0.16994
1265,1265,2013,Couple without children,1st Quintile,Just Right,0.78221,428,17216,0.71916,0.83903
1266,1266,2013,Couple without children,1st Quintile,A Bit Too Large,0.08112,45,17216,0.06306,0.10318
1267,1267,2013,Couple without children,2nd Quintile,A Bit Too Small,0.096,72,17216,0.07109,0.12321
1268,1268,2013,Couple without children,2nd Quintile,Just Right,0.78534,611,17216,0.73702,0.83715
1269,1269,2013,Couple without children,2nd Quintile,A Bit Too Large,0.11866,92,17216,0.10179,0.14148
1270,1270,2013,Couple without children,3rd Quintile,A Bit Too Small,0.08955,80,17216,0.07142,0.1066
1271,1271,2013,Couple without children,3rd Quintile,Just Right,0.73205,629,17216,0.68272,0.78185
1272,1272,2013,Couple without children,3rd Quintile,A Bit Too Large,0.1784,129,17216,0.15897,0.2068
1273,1273,2013,Couple without children,4th Quintile,A Bit Too Small,0.07487,82,17216,0.05971,0.09416
1274,1274,2013,Couple without children,4th Quintile,Just Right,0.73519,705,17216,0.68679,0.78269
1275,1275,2013,Couple without children,4th Quintile,A Bit Too Large,0.18994,176,17216,0.16454,0.2156
1276,1276,2013,Couple without children,5th Quintile,A Bit Too Small,0.07053,98,17216,0.05423,0.0865
1277,1277,2013,Couple without children,5th Quintile,Just Right,0.67067,969,17216,0.62185,0.70949
1278,1278,2013,Couple without children,5th Quintile,A Bit Too Large,0.22066,309,17216,0.19921,0.24583
1279,1279,2013,Couple without children,5th Quintile,Much Too Large,0.03815,52,17216,0.02909,0.0485
1280,1280,2013,Single parent,1st Quintile,Much Too Small,0.05023,52,17216,0.03939,0.06082
1281,1281,2013,Single parent,1st Quintile,A Bit Too Small,0.23183,244,17216,0.20009,0.28124
1282,1282,2013,Single parent,1st Quintile,Just Right,0.66738,670,17216,0.61541,0.72173
1283,1283,2013,Single parent,1st Quintile,A Bit Too Large,0.05055,45,17216,0.03605,0.06538
1284,1284,2013,Single parent,2nd Quintile,A Bit Too Small,0.19404,125,17216,0.1543,0.24925
1285,1285,2013,Single parent,2nd Quintile,Just Right,0.72041,412,17216,0.66238,0.79002
1286,1286,2013,Single parent,2nd Quintile,A Bit Too Large,0.08554,34,17216,0.06014,0.11841
1287,1287,2013,Single parent,3rd Quintile,A Bit Too Small,0.18317,71,17216,0.14984,0.22949
1288,1288,2013,Single parent,3rd Quintile,Just Right,0.72351,230,17216,0.59404,0.87035
1289,1289,2013,Single parent,3rd Quintile,A Bit Too Large,0.09332,35,17216,0.07055,0.11559
1290,1290,2013,Single parent,4th Quintile,Just Right,1.0,131,17216,0.83778,1.15216
1291,1291,2013,Single parent,5th Quintile,Just Right,1.0,74,17216,0.8021,1.21475
1292,1292,2013,Couple with children,1st Quintile,Much Too Small,0.08719,124,17216,0.07411,0.1026
1293,1293,2013,Couple with children,1st Quintile,A Bit Too Small,0.28318,407,17216,0.25046,0.32365
1294,1294,2013,Couple with children,1st Quintile,Just Right,0.58607,777,17216,0.53086,0.64693
1295,1295,2013,Couple with children,1st Quintile,A Bit Too Large,0.04356,33,17216,0.02679,0.06351
1296,1296,2013,Couple with children,2nd Quintile,Much Too Small,0.04397,80,17216,0.03229,0.05758
1297,1297,2013,Couple with children,2nd Quintile,A Bit Too Small,0.216,382,17216,0.19053,0.24526
1298,1298,2013,Couple with children,2nd Quintile,Just Right,0.6836,1009,17216,0.62502,0.74974
1299,1299,2013,Couple with children,2nd Quintile,A Bit Too Large,0.05643,61,17216,0.03941,0.07317
1300,1300,2013,Couple with children,3rd Quintile,Much Too Small,0.02836,61,17216,0.01927,0.03905
1301,1301,2013,Couple with children,3rd Quintile,A Bit Too Small,0.15769,275,17216,0.13437,0.18538
1302,1302,2013,Couple with children,3rd Quintile,Just Right,0.74872,1013,17216,0.68895,0.82163
1303,1303,2013,Couple with children,3rd Quintile,A Bit Too Large,0.06523,74,17216,0.05145,0.08105
1304,1304,2013,Couple with children,4th Quintile,A Bit Too Small,0.1756,268,17216,0.1519,0.19866
1305,1305,2013,Couple with children,4th Quintile,Just Right,0.71105,871,17216,0.661,0.77092
1306,1306,2013,Couple with children,4th Quintile,A Bit Too Large,0.11335,111,17216,0.09548,0.13315
1307,1307,2013,Couple with children,5th Quintile,A Bit Too Small,0.12485,148,17216,0.09825,0.14974
1308,1308,2013,Couple with children,5th Quintile,Just Right,0.77477,783,17216,0.70891,0.84352
1309,1309,2013,Couple with children,5th Quintile,A Bit Too Large,0.10038,102,17216,0.08167,0.12244
1310,1310,2013,Other Combinations,1st Quintile,A Bit Too Small,0.26636,33,17216,0.20238,0.33767
1311,1311,2013,Other Combinations,1st Quintile,Just Right,0.73364,78,17216,0.58111,0.92664
1312,1312,2013,Other Combinations,2nd Quintile,Just Right,1.0,64,17216,0.83043,1.17185
1313,1313,2013,Other Combinations,3rd Quintile,Just Right,1.0,38,17216,0.70638,1.49251
1314,1314,2013,Other Combinations,4th Quintile,Just Right,1.0,37,17216,0.66768,1.3039
1315,1315,2014,Single-person household,1st Quintile,A Bit Too Small,0.14117,147,15137,0.12478,0.16231
1316,1316,2014,Single-person household,1st Quintile,Just Right,0.7765,786,15137,0.73849,0.82067
1317,1317,2014,Single-person household,1st Quintile,A Bit Too Large,0.08234,79,15137,0.06906,0.09452
1318,1318,2014,Single-person household,2nd Quintile,A Bit Too Small,0.0997,67,15137,0.08269,0.11694
1319,1319,2014,Single-person household,2nd Quintile,Just Right,0.73419,510,15137,0.68857,0.77906
1320,1320,2014,Single-person household,2nd Quintile,A Bit Too Large,0.16611,120,15137,0.14692,0.18442
1321,1321,2014,Single-person household,3rd Quintile,A Bit Too Small,0.09125,57,15137,0.07569,0.10309
1322,1322,2014,Single-person household,3rd Quintile,Just Right,0.70452,439,15137,0.64717,0.74873
1323,1323,2014,Single-person household,3rd Quintile,A Bit Too Large,0.20423,125,15137,0.18265,0.22836
1324,1324,2014,Single-person household,4th Quintile,A Bit Too Small,0.11534,59,15137,0.09829,0.13405
1325,1325,2014,Single-person household,4th Quintile,Just Right,0.70385,401,15137,0.65454,0.75278
1326,1326,2014,Single-person household,4th Quintile,A Bit Too Large,0.18081,98,15137,0.15742,0.20827
1327,1327,2014,Single-person household,5th Quintile,A Bit Too Small,0.08051,45,15137,0.06016,0.09936
1328,1328,2014,Single-person household,5th Quintile,Just Right,0.67095,348,15137,0.61221,0.71895
1329,1329,2014,Single-person household,5th Quintile,A Bit Too Large,0.19879,134,15137,0.17016,0.2275
1330,1330,2014,Single-person household,5th Quintile,Much Too Large,0.04975,32,15137,0.03537,0.06373
1331,1331,2014,Couple without children,1st Quintile,A Bit Too Small,0.07502,41,15137,0.05178,0.10637
1332,1332,2014,Couple without children,1st Quintile,Just Right,0.84303,403,15137,0.77285,0.92147
1333,1333,2014,Couple without children,1st Quintile,A Bit Too Large,0.08195,38,15137,0.06472,0.10779
1334,1334,2014,Couple without children,2nd Quintile,A Bit Too Small,0.10963,69,15137,0.08496,0.14383
1335,1335,2014,Couple without children,2nd Quintile,Just Right,0.73753,560,15137,0.69225,0.79244
1336,1336,2014,Couple without children,2nd Quintile,A Bit Too Large,0.15284,106,15137,0.12738,0.17804
1337,1337,2014,Couple without children,3rd Quintile,A Bit Too Small,0.08956,78,15137,0.0749,0.11187
1338,1338,2014,Couple without children,3rd Quintile,Just Right,0.70843,581,15137,0.66616,0.77122
1339,1339,2014,Couple without children,3rd Quintile,A Bit Too Large,0.20201,139,15137,0.17146,0.22832
1340,1340,2014,Couple without children,4th Quintile,A Bit Too Small,0.10338,101,15137,0.08451,0.12249
1341,1341,2014,Couple without children,4th Quintile,Just Right,0.67257,637,15137,0.6268,0.71799
1342,1342,2014,Couple without children,4th Quintile,A Bit Too Large,0.22405,187,15137,0.20103,0.25152
1343,1343,2014,Couple without children,5th Quintile,A Bit Too Small,0.07848,108,15137,0.06392,0.09565
1344,1344,2014,Couple without children,5th Quintile,Just Right,0.66394,883,15137,0.61786,0.70581
1345,1345,2014,Couple without children,5th Quintile,A Bit Too Large,0.20711,285,15137,0.18418,0.23436
1346,1346,2014,Couple without children,5th Quintile,Much Too Large,0.05047,57,15137,0.03559,0.06638
1347,1347,2014,Single parent,1st Quintile,Much Too Small,0.06874,49,15137,0.04632,0.09862
1348,1348,2014,Single parent,1st Quintile,A Bit Too Small,0.23108,200,15137,0.19263,0.2699
1349,1349,2014,Single parent,1st Quintile,Just Right,0.65279,522,15137,0.56862,0.72799
1350,1350,2014,Single parent,1st Quintile,A Bit Too Large,0.04739,42,15137,0.02796,0.07552
1351,1351,2014,Single parent,2nd Quintile,A Bit Too Small,0.21163,99,15137,0.17568,0.25273
1352,1352,2014,Single parent,2nd Quintile,Just Right,0.78837,296,15137,0.68434,0.89509
1353,1353,2014,Single parent,3rd Quintile,A Bit Too Small,0.25593,65,15137,0.17767,0.34319
1354,1354,2014,Single parent,3rd Quintile,Just Right,0.74407,198,15137,0.63208,0.84511
1355,1355,2014,Single parent,4th Quintile,Just Right,0.75892,107,15137,0.64667,0.86733
1356,1356,2014,Single parent,4th Quintile,A Bit Too Large,0.24108,33,15137,0.17252,0.33859
1357,1357,2014,Single parent,5th Quintile,Just Right,1.0,60,15137,0.7739,1.24895
1358,1358,2014,Couple with children,1st Quintile,Much Too Small,0.1004,106,15137,0.07891,0.12374
1359,1359,2014,Couple with children,1st Quintile,A Bit Too Small,0.265,276,15137,0.22085,0.30735
1360,1360,2014,Couple with children,1st Quintile,Just Right,0.6346,586,15137,0.5719,0.69784
1361,1361,2014,Couple with children,2nd Quintile,Much Too Small,0.02933,65,15137,0.0188,0.0382
1362,1362,2014,Couple with children,2nd Quintile,A Bit Too Small,0.25018,324,15137,0.218,0.29356
1363,1363,2014,Couple with children,2nd Quintile,Just Right,0.67083,864,15137,0.60403,0.74008
1364,1364,2014,Couple with children,2nd Quintile,A Bit Too Large,0.04966,45,15137,0.02545,0.0754
1365,1365,2014,Couple with children,3rd Quintile,Much Too Small,0.027,50,15137,0.01809,0.04007
1366,1366,2014,Couple with children,3rd Quintile,A Bit Too Small,0.14202,239,15137,0.11806,0.16744
1367,1367,2014,Couple with children,3rd Quintile,Just Right,0.74234,877,15137,0.67968,0.80127
1368,1368,2014,Couple with children,3rd Quintile,A Bit Too Large,0.08865,78,15137,0.0681,0.11379
1369,1369,2014,Couple with children,4th Quintile,A Bit Too Small,0.16172,210,15137,0.13917,0.18591
1370,1370,2014,Couple with children,4th Quintile,Just Right,0.71641,834,15137,0.65419,0.77221
1371,1371,2014,Couple with children,4th Quintile,A Bit Too Large,0.12187,108,15137,0.10157,0.14805
1372,1372,2014,Couple with children,5th Quintile,A Bit Too Small,0.14173,159,15137,0.11775,0.16874
1373,1373,2014,Couple with children,5th Quintile,Just Right,0.74351,686,15137,0.67704,0.81386
1374,1374,2014,Couple with children,5th Quintile,A Bit Too Large,0.11476,103,15137,0.09121,0.13749
1375,1375,2014,Other Combinations,1st Quintile,Just Right,1.0,54,15137,0.78667,1.25988
1376,1376,2014,Other Combinations,2nd Quintile,Just Right,1.0,48,15137,0.79494,1.29962
1377,1377,2014,Other Combinations,3rd Quintile,Just Right,1.0,34,15137,0.78338,1.29406
1378,1378,2015,Single-person household,1st Quintile,Much Too Small,0.02641,31,15067,0.01908,0.03411
1379,1379,2015,Single-person household,1st Quintile,A Bit Too Small,0.11468,130,15067,0.09745,0.13485
1380,1380,2015,Single-person household,1st Quintile,Just Right,0.77473,797,15067,0.72954,0.81854
1381,1381,2015,Single-person household,1st Quintile,A Bit Too Large,0.08418,88,15067,0.0687,0.0981
1382,1382,2015,Single-person household,2nd Quintile,A Bit Too Small,0.07258,67,15067,0.05819,0.08802
1383,1383,2015,Single-person household,2nd Quintile,Just Right,0.76398,589,15067,0.72514,0.80954
1384,1384,2015,Single-person household,2nd Quintile,A Bit Too Large,0.16344,116,15067,0.14474,0.18074
1385,1385,2015,Single-person household,3rd Quintile,A Bit Too Small,0.09485,53,15067,0.07471,0.11083
1386,1386,2015,Single-person household,3rd Quintile,Just Right,0.73732,477,15067,0.68701,0.7885
1387,1387,2015,Single-person household,3rd Quintile,A Bit Too Large,0.16783,104,15067,0.15013,0.18853
1388,1388,2015,Single-person household,4th Quintile,A Bit Too Small,0.08718,50,15067,0.07543,0.10264
1389,1389,2015,Single-person household,4th Quintile,Just Right,0.71227,404,15067,0.6597,0.7627
1390,1390,2015,Single-person household,4th Quintile,A Bit Too Large,0.20056,100,15067,0.1744,0.2248
1391,1391,2015,Single-person household,5th Quintile,A Bit Too Small,0.08166,37,15067,0.06268,0.10015
1392,1392,2015,Single-person household,5th Quintile,Just Right,0.65899,330,15067,0.61235,0.71093
1393,1393,2015,Single-person household,5th Quintile,A Bit Too Large,0.19632,116,15067,0.17349,0.22497
1394,1394,2015,Single-person household,5th Quintile,Much Too Large,0.06303,35,15067,0.04533,0.08126
1395,1395,2015,Couple without children,1st Quintile,A Bit Too Small,0.08092,47,15067,0.05839,0.11052
1396,1396,2015,Couple without children,1st Quintile,Just Right,0.81213,393,15067,0.73781,0.89351
1397,1397,2015,Couple without children,1st Quintile,A Bit Too Large,0.10694,38,15067,0.08236,0.13725
1398,1398,2015,Couple without children,2nd Quintile,A Bit Too Small,0.07997,62,15067,0.05837,0.10065
1399,1399,2015,Couple without children,2nd Quintile,Just Right,0.78045,607,15067,0.72887,0.83281
1400,1400,2015,Couple without children,2nd Quintile,A Bit Too Large,0.13958,101,15067,0.11701,0.16297
1401,1401,2015,Couple without children,3rd Quintile,A Bit Too Small,0.07601,73,15067,0.05654,0.09284
1402,1402,2015,Couple without children,3rd Quintile,Just Right,0.76215,588,15067,0.70898,0.81581
1403,1403,2015,Couple without children,3rd Quintile,A Bit Too Large,0.16184,129,15067,0.14194,0.18437
1404,1404,2015,Couple without children,4th Quintile,A Bit Too Small,0.07754,78,15067,0.06163,0.09084
1405,1405,2015,Couple without children,4th Quintile,Just Right,0.7013,647,15067,0.65503,0.75125
1406,1406,2015,Couple without children,4th Quintile,A Bit Too Large,0.22116,182,15067,0.1916,0.24907
1407,1407,2015,Couple without children,5th Quintile,A Bit Too Small,0.08034,106,15067,0.06143,0.09614
1408,1408,2015,Couple without children,5th Quintile,Just Right,0.66466,891,15067,0.6243,0.71949
1409,1409,2015,Couple without children,5th Quintile,A Bit Too Large,0.21247,277,15067,0.19018,0.24213
1410,1410,2015,Couple without children,5th Quintile,Much Too Large,0.04254,53,15067,0.0318,0.05518
1411,1411,2015,Single parent,1st Quintile,Much Too Small,0.06429,41,15067,0.04386,0.09068
1412,1412,2015,Single parent,1st Quintile,A Bit Too Small,0.30747,188,15067,0.25438,0.36583
1413,1413,2015,Single parent,1st Quintile,Just Right,0.58592,464,15067,0.5307,0.64306
1414,1414,2015,Single parent,1st Quintile,A Bit Too Large,0.04232,35,15067,0.03398,0.05099
1415,1415,2015,Single parent,2nd Quintile,A Bit Too Small,0.20707,99,15067,0.16128,0.25683
1416,1416,2015,Single parent,2nd Quintile,Just Right,0.59435,288,15067,0.52097,0.67123
1417,1417,2015,Single parent,2nd Quintile,A Bit Too Large,0.19858,41,15067,0.12278,0.27645
1418,1418,2015,Single parent,3rd Quintile,A Bit Too Small,0.19366,52,15067,0.14886,0.26463
1419,1419,2015,Single parent,3rd Quintile,Just Right,0.80634,183,15067,0.6854,0.92097
1420,1420,2015,Single parent,4th Quintile,Just Right,1.0,114,15067,0.78669,1.1992
1421,1421,2015,Single parent,5th Quintile,Just Right,1.0,69,15067,0.76432,1.30626
1422,1422,2015,Couple with children,1st Quintile,Much Too Small,0.08333,116,15067,0.06199,0.11139
1423,1423,2015,Couple with children,1st Quintile,A Bit Too Small,0.23034,315,15067,0.19614,0.26693
1424,1424,2015,Couple with children,1st Quintile,Just Right,0.64539,657,15067,0.57869,0.72186
1425,1425,2015,Couple with children,1st Quintile,A Bit Too Large,0.04094,34,15067,0.02316,0.06603
1426,1426,2015,Couple with children,2nd Quintile,Much Too Small,0.03481,72,15067,0.0276,0.04518
1427,1427,2015,Couple with children,2nd Quintile,A Bit Too Small,0.23147,315,15067,0.19511,0.27064
1428,1428,2015,Couple with children,2nd Quintile,Just Right,0.67951,813,15067,0.60959,0.74386
1429,1429,2015,Couple with children,2nd Quintile,A Bit Too Large,0.05422,36,15067,0.0315,0.08386
1430,1430,2015,Couple with children,3rd Quintile,Much Too Small,0.03114,39,15067,0.0165,0.04942
1431,1431,2015,Couple with children,3rd Quintile,A Bit Too Small,0.13201,236,15067,0.10951,0.1544
1432,1432,2015,Couple with children,3rd Quintile,Just Right,0.7441,865,15067,0.67358,0.81403
1433,1433,2015,Couple with children,3rd Quintile,A Bit Too Large,0.09275,76,15067,0.06976,0.12177
1434,1434,2015,Couple with children,4th Quintile,A Bit Too Small,0.20296,202,15067,0.16629,0.23628
1435,1435,2015,Couple with children,4th Quintile,Just Right,0.69849,771,15067,0.65115,0.75901
1436,1436,2015,Couple with children,4th Quintile,A Bit Too Large,0.09855,80,15067,0.08025,0.12531
1437,1437,2015,Couple with children,5th Quintile,A Bit Too Small,0.13178,140,15067,0.10559,0.164
1438,1438,2015,Couple with children,5th Quintile,Just Right,0.73593,713,15067,0.67185,0.78916
1439,1439,2015,Couple with children,5th Quintile,A Bit Too Large,0.13228,122,15067,0.10149,0.16375
1440,1440,2015,Other Combinations,1st Quintile,Just Right,1.0,56,15067,0.76351,1.28242
1441,1441,2015,Other Combinations,3rd Quintile,Just Right,1.0,39,15067,0.77782,1.26997
1442,1442,2016,Single-person household,1st Quintile,Much Too Small,0.01883,76,15771,0.01203,0.02683
1443,1443,2016,Single-person household,1st Quintile,A Bit Too Small,0.1173,181,15771,0.09454,0.14404
1444,1444,2016,Single-person household,1st Quintile,Just Right,0.77617,1031,15771,0.72721,0.82739
1445,1445,2016,Single-person household,1st Quintile,A Bit Too Large,0.0877,96,15771,0.07237,0.105
1446,1446,2016,Single-person household,2nd Quintile,A Bit Too Small,0.06304,46,15771,0.04716,0.08231
1447,1447,2016,Single-person household,2nd Quintile,Just Right,0.79464,565,15771,0.74868,0.83991
1448,1448,2016,Single-person household,2nd Quintile,A Bit Too Large,0.14232,99,15771,0.12267,0.16147
1449,1449,2016,Single-person household,3rd Quintile,A Bit Too Small,0.10108,57,15771,0.08257,0.12595
1450,1450,2016,Single-person household,3rd Quintile,Just Right,0.71398,445,15771,0.66886,0.75715
1451,1451,2016,Single-person household,3rd Quintile,A Bit Too Large,0.18494,102,15771,0.15872,0.20966
