year,hhtyp,rentown,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2020,Single parent,Tenant,Much Too Small,0.04073,91,19080,0.04043,0.04102
2020,Single parent,Tenant,A Bit Too Small,0.21444,268,19080,0.21382,0.21505
2020,Single parent,Tenant,Just Right,0.67331,789,19080,0.67261,0.67401
2020,Single parent,Tenant,A Bit Too Large,0.07152,76,19080,0.07114,0.07191
2020,Couple with children,Owner,A Bit Too Small,0.12464,301,19080,0.12436,0.12492
2020,Couple with children,Owner,Just Right,0.75117,2068,19080,0.75081,0.75154
2020,Couple with children,Owner,A Bit Too Large,0.11116,286,19080,0.11089,0.11143
2020,Couple with children,Owner,Much Too Large,0.01303,32,19080,0.01293,0.01312
2020,Couple with children,Tenant,Much Too Small,0.05771,428,19080,0.05747,0.05795
2020,Couple with children,Tenant,A Bit Too Small,0.30662,1073,19080,0.30614,0.30710
2020,Couple with children,Tenant,Just Right,0.58754,2213,19080,0.58702,0.58805
2020,Couple with children,Tenant,A Bit Too Large,0.04813,118,19080,0.04791,0.04836
2020,Multi-generational household,Owner,Just Right,1.00000,45,19080,1.00000,1.00000
2020,Multi-generational household,Tenant,Just Right,1.00000,58,19080,1.00000,1.00000
2020,Other Combinations,Owner,Just Right,1.00000,75,19080,1.00000,1.00000
2020,Other Combinations,Tenant,Much Too Small,0.04912,34,19080,0.04830,0.04995
2020,Other Combinations,Tenant,A Bit Too Small,0.25500,78,19080,0.25333,0.25666
2020,Other Combinations,Tenant,Just Right,0.69588,260,19080,0.69413,0.69764
2021,Single-person household,Owner,Just Right,0.64618,521,12232,0.64579,0.64656
2021,Single-person household,Owner,A Bit Too Large,0.25573,231,12232,0.25537,0.25608
2021,Single-person household,Owner,Much Too Large,0.09809,88,12232,0.09785,0.09833
2021,Single-person household,Tenant,Much Too Small,0.00827,59,12232,0.00822,0.00833
2021,Single-person household,Tenant,A Bit Too Small,0.11877,384,12232,0.11859,0.11896
2021,Single-person household,Tenant,Just Right,0.74920,1940,12232,0.74896,0.74945
2021,Single-person household,Tenant,A Bit Too Large,0.11396,259,12232,0.11377,0.11414
2021,Single-person household,Tenant,Much Too Large,0.00980,31,12232,0.00974,0.00985
2021,Couple without children,Owner,A Bit Too Small,0.02295,49,12232,0.02284,0.02306
2021,Couple without children,Owner,Just Right,0.66669,1233,12232,0.66634,0.66704
2021,Couple without children,Owner,A Bit Too Large,0.27291,542,12232,0.27258,0.27323
2021,Couple without children,Owner,Much Too Large,0.03745,92,12232,0.03731,0.03759
2021,Couple without children,Tenant,A Bit Too Small,0.12682,217,12232,0.12651,0.12714
2021,Couple without children,Tenant,Just Right,0.77585,1144,12232,0.77546,0.77625
2021,Couple without children,Tenant,A Bit Too Large,0.09733,148,12232,0.09705,0.09761
2021,Single parent,Owner,Just Right,0.75669,166,12232,0.75559,0.75779
2021,Single parent,Owner,A Bit Too Large,0.24331,54,12232,0.24221,0.24441
2021,Single parent,Tenant,Much Too Small,0.05002,51,12232,0.04968,0.05035
2021,Single parent,Tenant,A Bit Too Small,0.19822,176,12232,0.19761,0.19883
2021,Single parent,Tenant,Just Right,0.66095,486,12232,0.66023,0.66167
2021,Single parent,Tenant,A Bit Too Large,0.09082,57,12232,0.09038,0.09125
2021,Couple with children,Owner,A Bit Too Small,0.09871,197,12232,0.09845,0.09897
2021,Couple with children,Owner,Just Right,0.79003,1451,12232,0.78967,0.79038
2021,Couple with children,Owner,A Bit Too Large,0.11126,211,12232,0.11099,0.11154
2021,Couple with children,Tenant,Much Too Small,0.06454,259,12232,0.06427,0.06482
2021,Couple with children,Tenant,A Bit Too Small,0.30531,582,12232,0.30480,0.30581
2021,Couple with children,Tenant,Just Right,0.58539,1179,12232,0.58484,0.58593
2021,Couple with children,Tenant,A Bit Too Large,0.04476,70,12232,0.04453,0.04499
2021,Multi-generational household,Owner,Just Right,1.00000,32,12232,1.00000,1.00000
2021,Multi-generational household,Tenant,Just Right,1.00000,35,12232,1.00000,1.00000
2021,Other Combinations,Owner,Just Right,1.00000,77,12232,1.00000,1.00000
2021,Other Combinations,Tenant,A Bit Too Small,0.20528,50,12232,0.20403,0.20653
2021,Other Combinations,Tenant,Just Right,0.79472,161,12232,0.79347,0.79597
