,Unnamed: 0,year,bula_h,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1267,1267,2016,Thuringa,Much Too Small,0.02391,40,16175,0.01092,0.04154
1268,1268,2016,Thuringa,A Bit Too Small,0.11031,80,16175,0.07998,0.14613
1269,1269,2016,Thuringa,Just Right,0.77202,431,16175,0.70427,0.86928
1270,1270,2016,Thuringa,A Bit Too Large,0.09375,56,16175,0.06769,0.13029
1271,1271,2017,Schleswig-Holstein,Much Too Small,0.0118,40,17946,0.00358,0.02288
1272,1272,2017,Schleswig-Holstein,A Bit Too Small,0.08161,90,17946,0.06009,0.10258
1273,1273,2017,Schleswig-Holstein,Just Right,0.73404,507,17946,0.65101,0.81382
1274,1274,2017,Schleswig-Holstein,A Bit Too Large,0.17256,71,17946,0.13164,0.21375
1275,1275,2017,Hamburg,A Bit Too Small,0.16142,62,17946,0.11196,0.22232
1276,1276,2017,Hamburg,Just Right,0.83858,229,17946,0.73342,0.94406
1277,1277,2017,Lower Saxony,Much Too Small,0.01745,76,17946,0.00978,0.02688
1278,1278,2017,Lower Saxony,A Bit Too Small,0.08329,262,17946,0.06846,0.1005
1279,1279,2017,Lower Saxony,Just Right,0.67646,1284,17946,0.62958,0.72227
1280,1280,2017,Lower Saxony,A Bit Too Large,0.17717,229,17946,0.15329,0.20031
1281,1281,2017,Lower Saxony,Much Too Large,0.04563,45,17946,0.03541,0.0564
1282,1282,2017,Bremen,A Bit Too Small,0.12323,37,17946,0.06065,0.20836
1283,1283,2017,Bremen,Just Right,0.87677,105,17946,0.72255,1.06159
1284,1284,2017,North Rhine-Westphalia,Much Too Small,0.01536,182,17946,0.01139,0.02116
1285,1285,2017,North Rhine-Westphalia,A Bit Too Small,0.09337,532,17946,0.08222,0.10385
1286,1286,2017,North Rhine-Westphalia,Just Right,0.72755,2679,17946,0.69169,0.75953
1287,1287,2017,North Rhine-Westphalia,A Bit Too Large,0.13899,375,17946,0.12399,0.15526
1288,1288,2017,North Rhine-Westphalia,Much Too Large,0.02472,55,17946,0.01909,0.03111
1289,1289,2017,Hesse,Much Too Small,0.02471,82,17946,0.01682,0.03612
1290,1290,2017,Hesse,A Bit Too Small,0.11665,216,17946,0.09261,0.13822
1291,1291,2017,Hesse,Just Right,0.70915,808,17946,0.64796,0.77045
1292,1292,2017,Hesse,A Bit Too Large,0.14949,143,17946,0.12673,0.17127
1293,1293,2017,"Rhineland-Palatinate, Saarland",Much Too Small,0.01051,49,17946,0.0051,0.01645
1294,1294,2017,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09719,136,17946,0.07351,0.12777
1295,1295,2017,"Rhineland-Palatinate, Saarland",Just Right,0.74512,751,17946,0.6884,0.80523
1296,1296,2017,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.14718,109,17946,0.12473,0.16864
1297,1297,2017,Baden-Wuerttemberg,Much Too Small,0.01585,84,17946,0.01079,0.02294
1298,1298,2017,Baden-Wuerttemberg,A Bit Too Small,0.10544,330,17946,0.08747,0.12049
1299,1299,2017,Baden-Wuerttemberg,Just Right,0.70829,1337,17946,0.66514,0.7502
1300,1300,2017,Baden-Wuerttemberg,A Bit Too Large,0.13916,219,17946,0.12101,0.15325
1301,1301,2017,Baden-Wuerttemberg,Much Too Large,0.03125,33,17946,0.02243,0.03933
1302,1302,2017,Bavaria,Much Too Small,0.01854,78,17946,0.01293,0.0256
1303,1303,2017,Bavaria,A Bit Too Small,0.12299,410,17946,0.10679,0.13869
1304,1304,2017,Bavaria,Just Right,0.68999,1889,17946,0.65063,0.72397
1305,1305,2017,Bavaria,A Bit Too Large,0.1471,340,17946,0.13409,0.16292
1306,1306,2017,Bavaria,Much Too Large,0.02138,36,17946,0.01525,0.02782
1307,1307,2017,Berlin,A Bit Too Small,0.22189,162,17946,0.18717,0.26045
1308,1308,2017,Berlin,Just Right,0.68836,469,17946,0.62632,0.75909
1309,1309,2017,Berlin,A Bit Too Large,0.08974,57,17946,0.06992,0.10679
1310,1310,2017,Brandenburg,A Bit Too Small,0.10477,111,17946,0.08182,0.1291
1311,1311,2017,Brandenburg,Just Right,0.7699,477,17946,0.68323,0.85205
1312,1312,2017,Brandenburg,A Bit Too Large,0.12533,76,17946,0.09556,0.15564
1313,1313,2017,Mecklenburg-Western Pomerania,A Bit Too Small,0.15873,63,17946,0.10274,0.22459
1314,1314,2017,Mecklenburg-Western Pomerania,Just Right,0.74256,287,17946,0.66015,0.83359
1315,1315,2017,Mecklenburg-Western Pomerania,A Bit Too Large,0.09871,35,17946,0.0808,0.11758
1316,1316,2017,Saxony,Much Too Small,0.01135,32,17946,0.00668,0.01697
1317,1317,2017,Saxony,A Bit Too Small,0.14077,167,17946,0.11465,0.16695
1318,1318,2017,Saxony,Just Right,0.73241,776,17946,0.67025,0.78441
1319,1319,2017,Saxony,A Bit Too Large,0.11547,97,17946,0.09928,0.13785
1320,1320,2017,Saxony-Anhalt,A Bit Too Small,0.07799,79,17946,0.05598,0.10226
1321,1321,2017,Saxony-Anhalt,Just Right,0.79727,468,17946,0.71793,0.86443
1322,1322,2017,Saxony-Anhalt,A Bit Too Large,0.12475,57,17946,0.09565,0.15051
1323,1323,2017,Thuringa,A Bit Too Small,0.11729,85,17946,0.08719,0.14534
1324,1324,2017,Thuringa,Just Right,0.78006,475,17946,0.69207,0.8809
1325,1325,2017,Thuringa,A Bit Too Large,0.10265,63,17946,0.08122,0.12951
1326,1326,2018,Schleswig-Holstein,Much Too Small,0.0121,40,17549,0.00719,0.0192
1327,1327,2018,Schleswig-Holstein,A Bit Too Small,0.10902,104,17549,0.07717,0.14487
1328,1328,2018,Schleswig-Holstein,Just Right,0.72308,458,17549,0.64049,0.80544
1329,1329,2018,Schleswig-Holstein,A Bit Too Large,0.15579,65,17549,0.11546,0.1958
1330,1330,2018,Hamburg,A Bit Too Small,0.16662,69,17549,0.12418,0.2183
1331,1331,2018,Hamburg,Just Right,0.83338,252,17549,0.73269,0.9432
1332,1332,2018,Lower Saxony,Much Too Small,0.01289,72,17549,0.00755,0.0197
1333,1333,2018,Lower Saxony,A Bit Too Small,0.0829,216,17549,0.06815,0.10063
1334,1334,2018,Lower Saxony,Just Right,0.66445,1198,17549,0.61057,0.7107
1335,1335,2018,Lower Saxony,A Bit Too Large,0.18822,253,17549,0.16399,0.20805
1336,1336,2018,Lower Saxony,Much Too Large,0.05153,53,17549,0.03969,0.0628
1337,1337,2018,Bremen,A Bit Too Small,0.14599,42,17549,0.07492,0.25259
1338,1338,2018,Bremen,Just Right,0.85401,114,17549,0.66952,1.04953
1339,1339,2018,North Rhine-Westphalia,Much Too Small,0.01411,159,17549,0.01042,0.01763
1340,1340,2018,North Rhine-Westphalia,A Bit Too Small,0.0982,530,17549,0.08513,0.11176
1341,1341,2018,North Rhine-Westphalia,Just Right,0.72127,2638,17549,0.68865,0.75584
1342,1342,2018,North Rhine-Westphalia,A Bit Too Large,0.14512,380,17549,0.13029,0.15959
1343,1343,2018,North Rhine-Westphalia,Much Too Large,0.02131,55,17549,0.01686,0.02661
1344,1344,2018,Hesse,Much Too Small,0.0317,73,17549,0.01974,0.04343
1345,1345,2018,Hesse,A Bit Too Small,0.11034,227,17549,0.0869,0.13566
1346,1346,2018,Hesse,Just Right,0.69678,758,17549,0.6402,0.76818
1347,1347,2018,Hesse,A Bit Too Large,0.16119,149,17549,0.13469,0.19144
1348,1348,2018,"Rhineland-Palatinate, Saarland",Much Too Small,0.00397,39,17549,0.00248,0.00582
1349,1349,2018,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11845,150,17549,0.08604,0.15303
1350,1350,2018,"Rhineland-Palatinate, Saarland",Just Right,0.71113,735,17549,0.65485,0.77654
1351,1351,2018,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16645,124,17549,0.13999,0.19408
1352,1352,2018,Baden-Wuerttemberg,Much Too Small,0.01975,84,17549,0.01271,0.02779
1353,1353,2018,Baden-Wuerttemberg,A Bit Too Small,0.0974,294,17549,0.08486,0.11441
1354,1354,2018,Baden-Wuerttemberg,Just Right,0.73655,1269,17549,0.69417,0.78658
1355,1355,2018,Baden-Wuerttemberg,A Bit Too Large,0.14631,219,17549,0.13035,0.16481
1356,1356,2018,Bavaria,Much Too Small,0.02037,82,17549,0.01431,0.02727
1357,1357,2018,Bavaria,A Bit Too Small,0.12868,407,17549,0.11249,0.14257
1358,1358,2018,Bavaria,Just Right,0.69245,1792,17549,0.65783,0.74034
1359,1359,2018,Bavaria,A Bit Too Large,0.1585,326,17549,0.13612,0.1759
1360,1360,2018,Berlin,Much Too Small,0.02224,38,17549,0.01382,0.03386
1361,1361,2018,Berlin,A Bit Too Small,0.19513,172,17549,0.16279,0.2278
1362,1362,2018,Berlin,Just Right,0.70394,508,17549,0.64187,0.76556
1363,1363,2018,Berlin,A Bit Too Large,0.07869,62,17549,0.05787,0.10208
1364,1364,2018,Brandenburg,A Bit Too Small,0.11105,106,17549,0.08275,0.13814
1365,1365,2018,Brandenburg,Just Right,0.76764,522,17549,0.69445,0.84412
1366,1366,2018,Brandenburg,A Bit Too Large,0.12131,71,17549,0.09129,0.15139
1367,1367,2018,Mecklenburg-Western Pomerania,A Bit Too Small,0.15536,68,17549,0.10548,0.21508
1368,1368,2018,Mecklenburg-Western Pomerania,Just Right,0.74791,297,17549,0.66014,0.85364
1369,1369,2018,Mecklenburg-Western Pomerania,A Bit Too Large,0.09673,35,17549,0.07483,0.11903
1370,1370,2018,Saxony,A Bit Too Small,0.12451,146,17549,0.09805,0.15135
1371,1371,2018,Saxony,Just Right,0.76342,799,17549,0.70599,0.81919
1372,1372,2018,Saxony,A Bit Too Large,0.11207,84,17549,0.08707,0.14225
1373,1373,2018,Saxony-Anhalt,A Bit Too Small,0.08422,86,17549,0.06719,0.10242
1374,1374,2018,Saxony-Anhalt,Just Right,0.78805,454,17549,0.7029,0.87013
1375,1375,2018,Saxony-Anhalt,A Bit Too Large,0.12773,56,17549,0.09372,0.1625
1376,1376,2018,Thuringa,A Bit Too Small,0.08911,78,17549,0.06074,0.11595
1377,1377,2018,Thuringa,Just Right,0.80292,480,17549,0.71213,0.88526
1378,1378,2018,Thuringa,A Bit Too Large,0.10797,61,17549,0.08274,0.13957
1379,1379,2019,Schleswig-Holstein,Much Too Small,0.01292,33,18154,0.00293,0.02943
1380,1380,2019,Schleswig-Holstein,A Bit Too Small,0.12376,95,18154,0.08762,0.16095
1381,1381,2019,Schleswig-Holstein,Just Right,0.70069,498,18154,0.62388,0.77703
1382,1382,2019,Schleswig-Holstein,A Bit Too Large,0.16263,77,18154,0.1188,0.20845
1383,1383,2019,Hamburg,A Bit Too Small,0.10754,58,18154,0.07216,0.14222
1384,1384,2019,Hamburg,Just Right,0.79527,279,18154,0.68594,0.88904
1385,1385,2019,Hamburg,A Bit Too Large,0.09719,33,18154,0.05823,0.13881
1386,1386,2019,Lower Saxony,Much Too Small,0.00909,43,18154,0.00581,0.01297
1387,1387,2019,Lower Saxony,A Bit Too Small,0.09679,218,18154,0.07965,0.11894
1388,1388,2019,Lower Saxony,Just Right,0.68722,1219,18154,0.63679,0.74148
1389,1389,2019,Lower Saxony,A Bit Too Large,0.16591,238,18154,0.14207,0.19292
1390,1390,2019,Lower Saxony,Much Too Large,0.04098,52,18154,0.03127,0.05168
1391,1391,2019,Bremen,A Bit Too Small,0.15816,40,18154,0.07744,0.28735
1392,1392,2019,Bremen,Just Right,0.84184,109,18154,0.61938,1.04621
1393,1393,2019,North Rhine-Westphalia,Much Too Small,0.01398,161,18154,0.00977,0.01887
1394,1394,2019,North Rhine-Westphalia,A Bit Too Small,0.09924,496,18154,0.08642,0.11037
1395,1395,2019,North Rhine-Westphalia,Just Right,0.72408,2694,18154,0.68632,0.75804
1396,1396,2019,North Rhine-Westphalia,A Bit Too Large,0.13282,430,18154,0.11656,0.15019
1397,1397,2019,North Rhine-Westphalia,Much Too Large,0.02989,91,18154,0.02369,0.0376
1398,1398,2019,Hesse,Much Too Small,0.01573,57,18154,0.01013,0.02241
1399,1399,2019,Hesse,A Bit Too Small,0.10902,190,18154,0.08845,0.1293
1400,1400,2019,Hesse,Just Right,0.70402,854,18154,0.64283,0.76641
1401,1401,2019,Hesse,A Bit Too Large,0.17123,161,18154,0.14529,0.19657
1402,1402,2019,"Rhineland-Palatinate, Saarland",Much Too Small,0.0104,35,18154,0.0044,0.02015
1403,1403,2019,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09257,138,18154,0.06692,0.12195
1404,1404,2019,"Rhineland-Palatinate, Saarland",Just Right,0.72524,724,18154,0.65567,0.7892
1405,1405,2019,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.17178,130,18154,0.14187,0.2078
1406,1406,2019,Baden-Wuerttemberg,Much Too Small,0.01494,94,18154,0.01031,0.02161
1407,1407,2019,Baden-Wuerttemberg,A Bit Too Small,0.10987,261,18154,0.09083,0.12715
1408,1408,2019,Baden-Wuerttemberg,Just Right,0.70866,1299,18154,0.66268,0.75161
1409,1409,2019,Baden-Wuerttemberg,A Bit Too Large,0.14303,255,18154,0.11963,0.16422
1410,1410,2019,Baden-Wuerttemberg,Much Too Large,0.0235,36,18154,0.01567,0.03328
1411,1411,2019,Bavaria,Much Too Small,0.02019,84,18154,0.01104,0.03024
1412,1412,2019,Bavaria,A Bit Too Small,0.10604,363,18154,0.0922,0.12116
1413,1413,2019,Bavaria,Just Right,0.698,1914,18154,0.6614,0.73838
1414,1414,2019,Bavaria,A Bit Too Large,0.15275,377,18154,0.13438,0.17168
1415,1415,2019,Bavaria,Much Too Large,0.02302,46,18154,0.01524,0.03155
1416,1416,2019,Berlin,A Bit Too Small,0.2099,170,18154,0.16897,0.25577
1417,1417,2019,Berlin,Just Right,0.67592,535,18154,0.61682,0.75245
1418,1418,2019,Berlin,A Bit Too Large,0.11418,86,18154,0.08554,0.15102
1419,1419,2019,Brandenburg,A Bit Too Small,0.08939,98,18154,0.06382,0.11998
1420,1420,2019,Brandenburg,Just Right,0.80407,587,18154,0.73967,0.88113
1421,1421,2019,Brandenburg,A Bit Too Large,0.10654,83,18154,0.07398,0.14874
1422,1422,2019,Mecklenburg-Western Pomerania,A Bit Too Small,0.12178,60,18154,0.0753,0.1726
1423,1423,2019,Mecklenburg-Western Pomerania,Just Right,0.75631,312,18154,0.65755,0.87189
1424,1424,2019,Mecklenburg-Western Pomerania,A Bit Too Large,0.12191,48,18154,0.09215,0.14945
1425,1425,2019,Saxony,A Bit Too Small,0.13466,147,18154,0.10275,0.16854
1426,1426,2019,Saxony,Just Right,0.74697,797,18154,0.69047,0.8087
1427,1427,2019,Saxony,A Bit Too Large,0.11837,124,18154,0.09645,0.14059
1428,1428,2019,Saxony-Anhalt,A Bit Too Small,0.11514,102,18154,0.08719,0.14271
1429,1429,2019,Saxony-Anhalt,Just Right,0.72489,427,18154,0.64585,0.80702
1430,1430,2019,Saxony-Anhalt,A Bit Too Large,0.15997,74,18154,0.12032,0.19866
1431,1431,2019,Thuringa,A Bit Too Small,0.09469,67,18154,0.07069,0.12028
1432,1432,2019,Thuringa,Just Right,0.78855,478,18154,0.696,0.8815
1433,1433,2019,Thuringa,A Bit Too Large,0.11676,77,18154,0.08227,0.16409
1434,1434,2020,Schleswig-Holstein,Much Too Small,0.00567,49,18977,0.00361,0.00813
1435,1435,2020,Schleswig-Holstein,A Bit Too Small,0.11113,78,18977,0.07176,0.15023
1436,1436,2020,Schleswig-Holstein,Just Right,0.69472,471,18977,0.62041,0.7758
1437,1437,2020,Schleswig-Holstein,A Bit Too Large,0.18847,76,18977,0.14308,0.22665
1438,1438,2020,Hamburg,A Bit Too Small,0.14361,72,18977,0.09711,0.19021
1439,1439,2020,Hamburg,Just Right,0.85639,313,18977,0.7275,0.97828
1440,1440,2020,Lower Saxony,Much Too Small,0.00783,67,18977,0.00464,0.01315
1441,1441,2020,Lower Saxony,A Bit Too Small,0.09373,238,18977,0.07659,0.1095
1442,1442,2020,Lower Saxony,Just Right,0.66542,1214,18977,0.61612,0.71525
1443,1443,2020,Lower Saxony,A Bit Too Large,0.18995,243,18977,0.16713,0.21532
1444,1444,2020,Lower Saxony,Much Too Large,0.04308,48,18977,0.03149,0.05582
1445,1445,2020,Bremen,A Bit Too Small,0.27567,43,18977,0.15088,0.42583
1446,1446,2020,Bremen,Just Right,0.72433,146,18977,0.52467,0.95965
1447,1447,2020,North Rhine-Westphalia,Much Too Small,0.0148,223,18977,0.00922,0.0216
1448,1448,2020,North Rhine-Westphalia,A Bit Too Small,0.10414,681,18977,0.0916,0.11675
1449,1449,2020,North Rhine-Westphalia,Just Right,0.71329,2956,18977,0.67894,0.75202
1450,1450,2020,North Rhine-Westphalia,A Bit Too Large,0.13304,410,18977,0.12116,0.15158
1451,1451,2020,North Rhine-Westphalia,Much Too Large,0.03474,81,18977,0.02666,0.04353
1452,1452,2020,Hesse,Much Too Small,0.02135,55,18977,0.0125,0.03007
1453,1453,2020,Hesse,A Bit Too Small,0.13237,234,18977,0.10332,0.16049
1454,1454,2020,Hesse,Just Right,0.66334,871,18977,0.60562,0.72925
1455,1455,2020,Hesse,A Bit Too Large,0.15525,155,18977,0.13237,0.18491
1456,1456,2020,Hesse,Much Too Large,0.02768,31,18977,0.0196,0.03754
1457,1457,2020,"Rhineland-Palatinate, Saarland",Much Too Small,0.0042,47,18977,0.00278,0.00605
1458,1458,2020,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10698,133,18977,0.08121,0.13728
1459,1459,2020,"Rhineland-Palatinate, Saarland",Just Right,0.72042,711,18977,0.66012,0.79496
1460,1460,2020,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.1684,131,18977,0.13749,0.19769
1461,1461,2020,Baden-Wuerttemberg,Much Too Small,0.011,75,18977,0.00646,0.01682
1462,1462,2020,Baden-Wuerttemberg,A Bit Too Small,0.13024,306,18977,0.11347,0.14958
1463,1463,2020,Baden-Wuerttemberg,Just Right,0.72648,1358,18977,0.68232,0.78336
1464,1464,2020,Baden-Wuerttemberg,A Bit Too Large,0.13229,224,18977,0.11164,0.15068
1465,1465,2020,Bavaria,Much Too Small,0.01688,110,18977,0.01054,0.02458
1466,1466,2020,Bavaria,A Bit Too Small,0.11898,438,18977,0.09837,0.13849
1467,1467,2020,Bavaria,Just Right,0.68381,1934,18977,0.64205,0.71956
1468,1468,2020,Bavaria,A Bit Too Large,0.15802,362,18977,0.13927,0.17731
1469,1469,2020,Bavaria,Much Too Large,0.0223,46,18977,0.01572,0.02952
1470,1470,2020,Berlin,Much Too Small,0.02293,54,18977,0.01266,0.03871
1471,1471,2020,Berlin,A Bit Too Small,0.16618,220,18977,0.12949,0.19886
1472,1472,2020,Berlin,Just Right,0.71656,670,18977,0.65386,0.80099
1473,1473,2020,Berlin,A Bit Too Large,0.09433,80,18977,0.06931,0.12662
1474,1474,2020,Brandenburg,A Bit Too Small,0.09324,94,18977,0.0653,0.12879
1475,1475,2020,Brandenburg,Just Right,0.80646,555,18977,0.71751,0.88459
1476,1476,2020,Brandenburg,A Bit Too Large,0.10031,71,18977,0.06676,0.13719
1477,1477,2020,Mecklenburg-Western Pomerania,A Bit Too Small,0.11023,40,18977,0.06264,0.17623
1478,1478,2020,Mecklenburg-Western Pomerania,Just Right,0.78928,283,18977,0.68582,0.90167
1479,1479,2020,Mecklenburg-Western Pomerania,A Bit Too Large,0.10049,35,18977,0.07612,0.12817
1480,1480,2020,Saxony,A Bit Too Small,0.14578,143,18977,0.10959,0.18685
1481,1481,2020,Saxony,Just Right,0.73105,796,18977,0.67312,0.79096
1482,1482,2020,Saxony,A Bit Too Large,0.12317,106,18977,0.0959,0.15617
1483,1483,2020,Saxony-Anhalt,A Bit Too Small,0.10479,87,18977,0.07704,0.13574
1484,1484,2020,Saxony-Anhalt,Just Right,0.75267,436,18977,0.66757,0.85047
1485,1485,2020,Saxony-Anhalt,A Bit Too Large,0.14254,72,18977,0.10991,0.17645
1486,1486,2020,Thuringa,A Bit Too Small,0.10775,78,18977,0.07877,0.13676
1487,1487,2020,Thuringa,Just Right,0.79527,457,18977,0.68157,0.91045
1488,1488,2020,Thuringa,A Bit Too Large,0.09698,70,18977,0.07256,0.12521
1489,1489,2021,Schleswig-Holstein,A Bit Too Small,0.09969,65,12255,0.06959,0.14033
1490,1490,2021,Schleswig-Holstein,Just Right,0.7261,343,12255,0.6266,0.83326
1491,1491,2021,Schleswig-Holstein,A Bit Too Large,0.17421,70,12255,0.13545,0.22975
1492,1492,2021,Hamburg,A Bit Too Small,0.14065,49,12255,0.09017,0.21908
1493,1493,2021,Hamburg,Just Right,0.85935,224,12255,0.73357,1.01384
1494,1494,2021,Lower Saxony,Much Too Small,0.01063,39,12255,0.00562,0.01644
1495,1495,2021,Lower Saxony,A Bit Too Small,0.09019,152,12255,0.06662,0.12094
1496,1496,2021,Lower Saxony,Just Right,0.67896,809,12255,0.62061,0.7474
1497,1497,2021,Lower Saxony,A Bit Too Large,0.17169,166,12255,0.14459,0.20618
1498,1498,2021,Lower Saxony,Much Too Large,0.04853,45,12255,0.03501,0.06192
1499,1499,2021,Bremen,Just Right,1.0,69,12255,0.71593,1.31343
1500,1500,2021,North Rhine-Westphalia,Much Too Small,0.0112,100,12255,0.00736,0.01713
1501,1501,2021,North Rhine-Westphalia,A Bit Too Small,0.11412,380,12255,0.09747,0.12897
1502,1502,2021,North Rhine-Westphalia,Just Right,0.7009,1836,12255,0.65975,0.74063
1503,1503,2021,North Rhine-Westphalia,A Bit Too Large,0.14494,318,12255,0.12579,0.16553
1504,1504,2021,North Rhine-Westphalia,Much Too Large,0.02884,51,12255,0.02124,0.0373
1505,1505,2021,Hesse,Much Too Small,0.01627,38,12255,0.00754,0.02521
1506,1506,2021,Hesse,A Bit Too Small,0.11058,136,12255,0.08244,0.14606
1507,1507,2021,Hesse,Just Right,0.69546,551,12255,0.62371,0.77095
1508,1508,2021,Hesse,A Bit Too Large,0.17769,119,12255,0.14386,0.22472
1509,1509,2021,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.08928,88,12255,0.05804,0.12361
1510,1510,2021,"Rhineland-Palatinate, Saarland",Just Right,0.71371,422,12255,0.63803,0.80403
1511,1511,2021,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.19702,87,12255,0.16282,0.23267
1512,1512,2021,Baden-Wuerttemberg,Much Too Small,0.01524,40,12255,0.00795,0.02236
1513,1513,2021,Baden-Wuerttemberg,A Bit Too Small,0.09621,176,12255,0.07717,0.11807
1514,1514,2021,Baden-Wuerttemberg,Just Right,0.70873,910,12255,0.64883,0.77323
1515,1515,2021,Baden-Wuerttemberg,A Bit Too Large,0.15533,189,12255,0.12878,0.1755
1516,1516,2021,Baden-Wuerttemberg,Much Too Large,0.02449,36,12255,0.01487,0.03361
1517,1517,2021,Bavaria,Much Too Small,0.01387,41,12255,0.00722,0.02109
1518,1518,2021,Bavaria,A Bit Too Small,0.10851,263,12255,0.09048,0.12504
1519,1519,2021,Bavaria,Just Right,0.67938,1260,12255,0.62986,0.72183
1520,1520,2021,Bavaria,A Bit Too Large,0.16396,270,12255,0.14051,0.18945
1521,1521,2021,Bavaria,Much Too Large,0.03429,45,12255,0.02384,0.04723
1522,1522,2021,Berlin,Much Too Small,0.03239,44,12255,0.01735,0.05015
1523,1523,2021,Berlin,A Bit Too Small,0.15991,135,12255,0.1292,0.21183
1524,1524,2021,Berlin,Just Right,0.68675,399,12255,0.58627,0.77505
1525,1525,2021,Berlin,A Bit Too Large,0.12095,72,12255,0.0867,0.16756
1526,1526,2021,Brandenburg,A Bit Too Small,0.08127,45,12255,0.05413,0.12075
1527,1527,2021,Brandenburg,Just Right,0.7737,340,12255,0.6901,0.8718
1528,1528,2021,Brandenburg,A Bit Too Large,0.14503,72,12255,0.09608,0.20021
1529,1529,2021,Mecklenburg-Western Pomerania,Just Right,0.87241,192,12255,0.73026,1.0284
1530,1530,2021,Mecklenburg-Western Pomerania,A Bit Too Large,0.12759,41,12255,0.09111,0.16555
1531,1531,2021,Saxony,A Bit Too Small,0.11212,99,12255,0.08387,0.14858
1532,1532,2021,Saxony,Just Right,0.76165,566,12255,0.69192,0.86352
1533,1533,2021,Saxony,A Bit Too Large,0.12623,78,12255,0.10006,0.1617
1534,1534,2021,Saxony-Anhalt,A Bit Too Small,0.07862,53,12255,0.05856,0.10353
1535,1535,2021,Saxony-Anhalt,Just Right,0.74659,277,12255,0.6203,0.84784
1536,1536,2021,Saxony-Anhalt,A Bit Too Large,0.17479,51,12255,0.11721,0.24598
1537,1537,2021,Thuringa,A Bit Too Small,0.09709,50,12255,0.06268,0.14132
1538,1538,2021,Thuringa,Just Right,0.75751,304,12255,0.64583,0.88566
1539,1539,2021,Thuringa,A Bit Too Large,0.1454,50,12255,0.09673,0.20896
