year,quintil_oecd_hh,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,Owner,A Bit Too Large,0.14444,48,300,0.10459,0.18428
2007,1st Quintile,Tenant,Much Too Small,0.03054,47,1624,0.02217,0.03892
2007,1st Quintile,Tenant,A Bit Too Small,0.17533,291,1624,0.15683,0.19383
2007,1st Quintile,Tenant,Just Right,0.74825,1218,1624,0.72714,0.76937
2007,1st Quintile,Tenant,A Bit Too Large,0.04155,68,1624,0.03184,0.05126
2007,2nd Quintile,Owner,A Bit Too Small,0.09428,64,709,0.07276,0.11581
2007,2nd Quintile,Owner,Just Right,0.70054,551,709,0.66680,0.73428
2007,2nd Quintile,Owner,A Bit Too Large,0.14956,94,709,0.12329,0.17584
2007,2nd Quintile,Tenant,A Bit Too Small,0.16113,239,1333,0.14139,0.18088
2007,2nd Quintile,Tenant,Just Right,0.75539,1018,1333,0.73230,0.77847
2007,2nd Quintile,Tenant,A Bit Too Large,0.05378,76,1333,0.04166,0.06589
2007,3rd Quintile,Owner,A Bit Too Small,0.10083,104,1101,0.08303,0.11862
2007,3rd Quintile,Owner,Just Right,0.70145,821,1101,0.67440,0.72849
2007,3rd Quintile,Owner,A Bit Too Large,0.18029,176,1101,0.15758,0.20301
2007,3rd Quintile,Tenant,A Bit Too Small,0.17096,203,1057,0.14825,0.19366
2007,3rd Quintile,Tenant,Just Right,0.72402,783,1057,0.69706,0.75098
2007,3rd Quintile,Tenant,A Bit Too Large,0.07414,71,1057,0.05833,0.08994
2007,4th Quintile,Owner,A Bit Too Small,0.07266,109,1358,0.05885,0.08647
2007,4th Quintile,Owner,Just Right,0.70705,1006,1358,0.68284,0.73127
2007,4th Quintile,Owner,A Bit Too Large,0.19110,243,1358,0.17018,0.21202
2007,4th Quintile,Tenant,A Bit Too Small,0.19643,191,928,0.17086,0.22201
2007,4th Quintile,Tenant,Just Right,0.70584,655,928,0.67651,0.73517
2007,4th Quintile,Tenant,A Bit Too Large,0.08702,82,928,0.06887,0.10516
2007,5th Quintile,Owner,A Bit Too Small,0.05753,135,2022,0.04738,0.06768
2007,5th Quintile,Owner,Just Right,0.70212,1430,2022,0.68218,0.72206
2007,5th Quintile,Owner,A Bit Too Large,0.20155,390,2022,0.18406,0.21904
2007,5th Quintile,Owner,Much Too Large,0.03361,67,2022,0.02575,0.04146
2007,5th Quintile,Tenant,A Bit Too Small,0.17900,155,785,0.15217,0.20584
2007,5th Quintile,Tenant,Just Right,0.66821,534,785,0.63525,0.70117
2007,5th Quintile,Tenant,A Bit Too Large,0.13547,96,785,0.11151,0.15943
2008,1st Quintile,Owner,Just Right,0.67752,235,285,0.62316,0.73189
2008,1st Quintile,Owner,A Bit Too Large,0.15757,50,285,0.11519,0.19994
2008,1st Quintile,Tenant,Much Too Small,0.02219,38,1533,0.01481,0.02956
2008,1st Quintile,Tenant,A Bit Too Small,0.17025,265,1533,0.15142,0.18907
2008,1st Quintile,Tenant,Just Right,0.74271,1154,1533,0.72082,0.76460
2008,1st Quintile,Tenant,A Bit Too Large,0.05513,76,1533,0.04370,0.06656
2008,2nd Quintile,Owner,A Bit Too Small,0.06270,54,708,0.04483,0.08058
2008,2nd Quintile,Owner,Just Right,0.72752,554,708,0.69470,0.76034
2008,2nd Quintile,Owner,A Bit Too Large,0.16057,100,708,0.13351,0.18764
2008,2nd Quintile,Tenant,A Bit Too Small,0.17447,214,1202,0.15301,0.19593
2008,2nd Quintile,Tenant,Just Right,0.74087,928,1202,0.71609,0.76565
2008,2nd Quintile,Tenant,A Bit Too Large,0.05157,60,1202,0.03906,0.06408
2008,3rd Quintile,Owner,A Bit Too Small,0.07020,81,1067,0.05486,0.08554
2008,3rd Quintile,Owner,Just Right,0.72331,799,1067,0.69646,0.75017
2008,3rd Quintile,Owner,A Bit Too Large,0.17970,187,1067,0.15665,0.20275
2008,3rd Quintile,Tenant,A Bit Too Small,0.15274,187,1037,0.13084,0.17465
2008,3rd Quintile,Tenant,Just Right,0.73876,778,1037,0.71201,0.76551
2008,3rd Quintile,Tenant,A Bit Too Large,0.06889,72,1037,0.05347,0.08432
2008,4th Quintile,Owner,A Bit Too Small,0.07725,102,1259,0.06249,0.09200
2008,4th Quintile,Owner,Just Right,0.68160,900,1259,0.65585,0.70734
2008,4th Quintile,Owner,A Bit Too Large,0.19424,219,1259,0.17238,0.21610
2008,4th Quintile,Owner,Much Too Large,0.03579,38,1259,0.02552,0.04605
2008,4th Quintile,Tenant,A Bit Too Small,0.17938,164,825,0.15318,0.20558
2008,4th Quintile,Tenant,Just Right,0.69636,591,825,0.66496,0.72776
2008,4th Quintile,Tenant,A Bit Too Large,0.09856,70,825,0.07821,0.11891
2008,5th Quintile,Owner,A Bit Too Small,0.07387,139,1943,0.06224,0.08550
2008,5th Quintile,Owner,Just Right,0.68222,1352,1943,0.66151,0.70293
2008,5th Quintile,Owner,A Bit Too Large,0.19748,384,1943,0.17978,0.21519
2008,5th Quintile,Owner,Much Too Large,0.04076,68,1943,0.03196,0.04955
2008,5th Quintile,Tenant,A Bit Too Small,0.18985,121,726,0.16130,0.21840
2008,5th Quintile,Tenant,Just Right,0.63465,504,726,0.59960,0.66970
2008,5th Quintile,Tenant,A Bit Too Large,0.15336,101,726,0.12713,0.17959
2009,1st Quintile,Owner,Just Right,0.66659,208,256,0.60873,0.72445
2009,1st Quintile,Owner,A Bit Too Large,0.13368,48,256,0.09191,0.17545
2009,1st Quintile,Tenant,Much Too Small,0.03779,52,1478,0.02807,0.04752
2009,1st Quintile,Tenant,A Bit Too Small,0.15671,250,1478,0.13817,0.17525
2009,1st Quintile,Tenant,Just Right,0.74014,1104,1478,0.71777,0.76250
2009,1st Quintile,Tenant,A Bit Too Large,0.05608,72,1478,0.04435,0.06781
2009,2nd Quintile,Owner,A Bit Too Small,0.09383,65,670,0.07173,0.11593
2009,2nd Quintile,Owner,Just Right,0.68588,493,670,0.65071,0.72105
2009,2nd Quintile,Owner,A Bit Too Large,0.18418,112,670,0.15481,0.21356
2009,2nd Quintile,Tenant,A Bit Too Small,0.16600,190,1160,0.14458,0.18742
2009,2nd Quintile,Tenant,Just Right,0.74998,900,1160,0.72505,0.77491
2009,2nd Quintile,Tenant,A Bit Too Large,0.05144,70,1160,0.03872,0.06415
2009,3rd Quintile,Owner,A Bit Too Small,0.09956,90,976,0.08077,0.11835
2009,3rd Quintile,Owner,Just Right,0.71266,722,976,0.68426,0.74107
2009,3rd Quintile,Owner,A Bit Too Large,0.15704,164,976,0.13420,0.17988
2009,3rd Quintile,Tenant,A Bit Too Small,0.16982,174,914,0.14547,0.19418
2009,3rd Quintile,Tenant,Just Right,0.68753,649,914,0.65746,0.71759
2009,3rd Quintile,Tenant,A Bit Too Large,0.11081,91,914,0.09045,0.13117
2009,4th Quintile,Owner,A Bit Too Small,0.08283,100,1256,0.06759,0.09808
2009,4th Quintile,Owner,Just Right,0.67699,907,1256,0.65112,0.70286
2009,4th Quintile,Owner,A Bit Too Large,0.19448,211,1256,0.17258,0.21638
2009,4th Quintile,Owner,Much Too Large,0.04093,38,1256,0.02997,0.05189
2009,4th Quintile,Tenant,A Bit Too Small,0.21336,158,782,0.18463,0.24210
2009,4th Quintile,Tenant,Just Right,0.68705,562,782,0.65453,0.71957
2009,4th Quintile,Tenant,A Bit Too Large,0.08523,62,782,0.06564,0.10481
2009,5th Quintile,Owner,A Bit Too Small,0.06597,114,1794,0.05448,0.07746
2009,5th Quintile,Owner,Just Right,0.64683,1215,1794,0.62471,0.66895
2009,5th Quintile,Owner,A Bit Too Large,0.23884,393,1794,0.21910,0.25858
2009,5th Quintile,Owner,Much Too Large,0.04484,72,1794,0.03526,0.05442
2009,5th Quintile,Tenant,A Bit Too Small,0.21222,132,663,0.18108,0.24337
2009,5th Quintile,Tenant,Just Right,0.63989,441,663,0.60332,0.67646
2009,5th Quintile,Tenant,A Bit Too Large,0.11555,90,663,0.09120,0.13990
2010,1st Quintile,Owner,A Bit Too Small,0.09761,56,421,0.06923,0.12600
2010,1st Quintile,Owner,Just Right,0.67564,316,421,0.63087,0.72041
2010,1st Quintile,Owner,A Bit Too Large,0.12050,49,421,0.08936,0.15163
2010,1st Quintile,Tenant,Much Too Small,0.03592,212,2677,0.02887,0.04297
2010,1st Quintile,Tenant,A Bit Too Small,0.17670,698,2677,0.16225,0.19115
2010,1st Quintile,Tenant,Just Right,0.71387,1649,2677,0.69674,0.73099
2010,1st Quintile,Tenant,A Bit Too Large,0.06726,118,2677,0.05777,0.07675
2010,2nd Quintile,Owner,A Bit Too Small,0.10295,150,1076,0.08478,0.12112
2010,2nd Quintile,Owner,Just Right,0.69584,792,1076,0.66834,0.72334
2010,2nd Quintile,Owner,A Bit Too Large,0.17127,134,1076,0.14874,0.19379
2010,2nd Quintile,Tenant,Much Too Small,0.01621,73,1793,0.01036,0.02206
2010,2nd Quintile,Tenant,A Bit Too Small,0.14817,421,1793,0.13172,0.16462
2010,2nd Quintile,Tenant,Just Right,0.75562,1198,1793,0.73573,0.77552
2010,2nd Quintile,Tenant,A Bit Too Large,0.07145,101,1793,0.05952,0.08337
2010,3rd Quintile,Owner,A Bit Too Small,0.08534,156,1325,0.07029,0.10039
2010,3rd Quintile,Owner,Just Right,0.70996,960,1325,0.68552,0.73441
2010,3rd Quintile,Owner,A Bit Too Large,0.16697,174,1325,0.14689,0.18706
2010,3rd Quintile,Owner,Much Too Large,0.03637,35,1325,0.02629,0.04645
2010,3rd Quintile,Tenant,Much Too Small,0.01282,38,1214,0.00649,0.01915
2010,3rd Quintile,Tenant,A Bit Too Small,0.18691,295,1214,0.16497,0.20885
2010,3rd Quintile,Tenant,Just Right,0.70129,804,1214,0.67554,0.72705
2010,3rd Quintile,Tenant,A Bit Too Large,0.07997,77,1214,0.06470,0.09523
2010,4th Quintile,Owner,A Bit Too Small,0.08622,147,1493,0.07197,0.10046
2010,4th Quintile,Owner,Just Right,0.67146,1056,1493,0.64762,0.69529
2010,4th Quintile,Owner,A Bit Too Large,0.20350,246,1493,0.18307,0.22393
2010,4th Quintile,Owner,Much Too Large,0.03502,44,1493,0.02569,0.04434
2010,4th Quintile,Tenant,A Bit Too Small,0.19563,218,925,0.17005,0.22121
2010,4th Quintile,Tenant,Just Right,0.67330,627,925,0.64306,0.70354
2010,4th Quintile,Tenant,A Bit Too Large,0.10583,80,925,0.08599,0.12566
2010,5th Quintile,Owner,A Bit Too Small,0.07019,139,1918,0.05876,0.08163
2010,5th Quintile,Owner,Just Right,0.66065,1340,1918,0.63945,0.68184
2010,5th Quintile,Owner,A Bit Too Large,0.21170,377,1918,0.19341,0.22999
2010,5th Quintile,Owner,Much Too Large,0.05096,62,1918,0.04112,0.06081
2010,5th Quintile,Tenant,A Bit Too Small,0.19374,154,758,0.16558,0.22189
2010,5th Quintile,Tenant,Just Right,0.65821,516,758,0.62442,0.69200
2010,5th Quintile,Tenant,A Bit Too Large,0.12145,88,758,0.09818,0.14472
2011,1st Quintile,Owner,A Bit Too Small,0.11570,82,568,0.08937,0.14203
2011,1st Quintile,Owner,Just Right,0.66036,404,568,0.62138,0.69934
2011,1st Quintile,Owner,A Bit Too Large,0.17579,82,568,0.14446,0.20713
2011,1st Quintile,Tenant,Much Too Small,0.02922,174,3105,0.02330,0.03515
2011,1st Quintile,Tenant,A Bit Too Small,0.17562,709,3105,0.16223,0.18901
2011,1st Quintile,Tenant,Just Right,0.74473,2107,3105,0.72939,0.76007
2011,1st Quintile,Tenant,A Bit Too Large,0.04485,115,3105,0.03757,0.05213
2011,2nd Quintile,Owner,A Bit Too Small,0.08501,158,1290,0.06978,0.10023
2011,2nd Quintile,Owner,Just Right,0.71238,939,1290,0.68767,0.73709
2011,2nd Quintile,Owner,A Bit Too Large,0.15790,161,1290,0.13799,0.17781
2011,2nd Quintile,Owner,Much Too Large,0.03750,32,1290,0.02713,0.04787
2011,2nd Quintile,Tenant,Much Too Small,0.02012,92,2103,0.01412,0.02612
2011,2nd Quintile,Tenant,A Bit Too Small,0.14523,448,2103,0.13017,0.16029
2011,2nd Quintile,Tenant,Just Right,0.73596,1421,2103,0.71712,0.75481
2011,2nd Quintile,Tenant,A Bit Too Large,0.09576,142,2103,0.08318,0.10834
2011,3rd Quintile,Owner,A Bit Too Small,0.08173,196,1645,0.06848,0.09497
2011,3rd Quintile,Owner,Just Right,0.70727,1181,1645,0.68527,0.72926
2011,3rd Quintile,Owner,A Bit Too Large,0.16878,223,1645,0.15067,0.18689
2011,3rd Quintile,Owner,Much Too Large,0.03815,45,1645,0.02889,0.04741
2011,3rd Quintile,Tenant,Much Too Small,0.01669,53,1556,0.01033,0.02306
2011,3rd Quintile,Tenant,A Bit Too Small,0.17077,332,1556,0.15207,0.18947
2011,3rd Quintile,Tenant,Just Right,0.72024,1070,1556,0.69793,0.74255
2011,3rd Quintile,Tenant,A Bit Too Large,0.08274,101,1556,0.06905,0.09643
2011,4th Quintile,Owner,A Bit Too Small,0.07477,164,1864,0.06282,0.08671
2011,4th Quintile,Owner,Just Right,0.66769,1312,1864,0.64630,0.68908
2011,4th Quintile,Owner,A Bit Too Large,0.21870,337,1864,0.19992,0.23747
2011,4th Quintile,Owner,Much Too Large,0.03472,51,1864,0.02641,0.04304
2011,4th Quintile,Tenant,Much Too Small,0.01651,35,1180,0.00923,0.02378
2011,4th Quintile,Tenant,A Bit Too Small,0.18796,243,1180,0.16566,0.21026
2011,4th Quintile,Tenant,Just Right,0.69280,807,1180,0.66647,0.71914
2011,4th Quintile,Tenant,A Bit Too Large,0.09490,95,1180,0.07817,0.11163
2011,5th Quintile,Owner,A Bit Too Small,0.07393,188,2290,0.06321,0.08464
2011,5th Quintile,Owner,Just Right,0.65731,1545,2290,0.63786,0.67675
2011,5th Quintile,Owner,A Bit Too Large,0.22543,489,2290,0.20831,0.24255
2011,5th Quintile,Owner,Much Too Large,0.03875,68,2290,0.03084,0.04665
2011,5th Quintile,Tenant,A Bit Too Small,0.21041,182,869,0.18330,0.23753
2011,5th Quintile,Tenant,Just Right,0.62172,575,869,0.58946,0.65399
2011,5th Quintile,Tenant,A Bit Too Large,0.12573,112,869,0.10368,0.14779
2012,1st Quintile,Owner,A Bit Too Small,0.08265,67,514,0.05882,0.10648
2012,1st Quintile,Owner,Just Right,0.68488,371,514,0.64468,0.72508
2012,1st Quintile,Owner,A Bit Too Large,0.18459,76,514,0.15102,0.21817
2012,1st Quintile,Tenant,Much Too Small,0.03384,144,3050,0.02742,0.04026
2012,1st Quintile,Tenant,A Bit Too Small,0.16266,673,3050,0.14956,0.17576
2012,1st Quintile,Tenant,Just Right,0.74106,2102,3050,0.72551,0.75661
2012,1st Quintile,Tenant,A Bit Too Large,0.05422,131,3050,0.04618,0.06226
2012,2nd Quintile,Owner,A Bit Too Small,0.06801,130,1209,0.05382,0.08221
2012,2nd Quintile,Owner,Just Right,0.71425,895,1209,0.68877,0.73972
2012,2nd Quintile,Owner,A Bit Too Large,0.18148,153,1209,0.15975,0.20322
2012,2nd Quintile,Owner,Much Too Large,0.02979,31,1209,0.02020,0.03938
2012,2nd Quintile,Tenant,Much Too Small,0.02268,78,2076,0.01627,0.02908
2012,2nd Quintile,Tenant,A Bit Too Small,0.13904,405,2076,0.12416,0.15393
2012,2nd Quintile,Tenant,Just Right,0.74668,1460,2076,0.72796,0.76539
2012,2nd Quintile,Tenant,A Bit Too Large,0.08487,133,2076,0.07288,0.09686
2012,3rd Quintile,Owner,A Bit Too Small,0.08697,176,1635,0.07330,0.10063
2012,3rd Quintile,Owner,Just Right,0.70883,1184,1635,0.68680,0.73085
2012,3rd Quintile,Owner,A Bit Too Large,0.16392,230,1635,0.14597,0.18187
2012,3rd Quintile,Owner,Much Too Large,0.03370,45,1635,0.02495,0.04245
2012,3rd Quintile,Tenant,Much Too Small,0.02819,52,1536,0.01991,0.03646
2012,3rd Quintile,Tenant,A Bit Too Small,0.18588,323,1536,0.16642,0.20534
2012,3rd Quintile,Tenant,Just Right,0.67458,1040,1536,0.65115,0.69802
2012,3rd Quintile,Tenant,A Bit Too Large,0.09727,121,1536,0.08245,0.11210
2012,4th Quintile,Owner,A Bit Too Small,0.07146,171,1894,0.05986,0.08307
2012,4th Quintile,Owner,Just Right,0.68811,1328,1894,0.66724,0.70898
2012,4th Quintile,Owner,A Bit Too Large,0.20407,348,1894,0.18592,0.22223
2012,4th Quintile,Owner,Much Too Large,0.03499,47,1894,0.02672,0.04327
2012,4th Quintile,Tenant,Much Too Small,0.01504,32,1120,0.00791,0.02218
2012,4th Quintile,Tenant,A Bit Too Small,0.18628,212,1120,0.16346,0.20909
2012,4th Quintile,Tenant,Just Right,0.69298,771,1120,0.66596,0.72001
2012,4th Quintile,Tenant,A Bit Too Large,0.09629,105,1120,0.07901,0.11358
2012,5th Quintile,Owner,A Bit Too Small,0.05284,134,2284,0.04367,0.06202
2012,5th Quintile,Owner,Just Right,0.67902,1583,2284,0.65987,0.69817
2012,5th Quintile,Owner,A Bit Too Large,0.21913,479,2284,0.20216,0.23610
2012,5th Quintile,Owner,Much Too Large,0.04382,88,2284,0.03542,0.05221
2012,5th Quintile,Tenant,A Bit Too Small,0.16303,162,841,0.13805,0.18801
2012,5th Quintile,Tenant,Just Right,0.69024,582,841,0.65897,0.72151
2012,5th Quintile,Tenant,A Bit Too Large,0.11613,97,841,0.09447,0.13780
2013,1st Quintile,Owner,A Bit Too Small,0.07589,64,563,0.05400,0.09779
2013,1st Quintile,Owner,Just Right,0.73920,429,563,0.70290,0.77550
2013,1st Quintile,Owner,A Bit Too Large,0.14736,70,563,0.11806,0.17667
2013,1st Quintile,Tenant,Much Too Small,0.03965,229,3646,0.03332,0.04599
2013,1st Quintile,Tenant,A Bit Too Small,0.18515,852,3646,0.17254,0.19776
2013,1st Quintile,Tenant,Just Right,0.72123,2426,3646,0.70667,0.73579
2013,1st Quintile,Tenant,A Bit Too Large,0.04748,139,3646,0.04058,0.05439
2013,2nd Quintile,Owner,A Bit Too Small,0.07673,140,1228,0.06184,0.09163
2013,2nd Quintile,Owner,Just Right,0.71562,938,1228,0.69038,0.74086
2013,2nd Quintile,Owner,A Bit Too Large,0.16267,150,1228,0.14202,0.18332
2013,2nd Quintile,Tenant,Much Too Small,0.02360,93,2579,0.01774,0.02946
2013,2nd Quintile,Tenant,A Bit Too Small,0.15101,536,2579,0.13719,0.16484
2013,2nd Quintile,Tenant,Just Right,0.74941,1812,2579,0.73268,0.76614
2013,2nd Quintile,Tenant,A Bit Too Large,0.07377,138,2579,0.06368,0.08386
2013,3rd Quintile,Owner,A Bit Too Small,0.06454,157,1692,0.05283,0.07625
2013,3rd Quintile,Owner,Just Right,0.69019,1219,1692,0.66815,0.71223
2013,3rd Quintile,Owner,A Bit Too Large,0.19441,268,1692,0.17555,0.21327
2013,3rd Quintile,Owner,Much Too Large,0.04563,48,1692,0.03568,0.05557
2013,3rd Quintile,Tenant,Much Too Small,0.02225,66,1665,0.01516,0.02934
2013,3rd Quintile,Tenant,A Bit Too Small,0.16689,342,1665,0.14898,0.18481
2013,3rd Quintile,Tenant,Just Right,0.69874,1128,1665,0.67670,0.72079
2013,3rd Quintile,Tenant,A Bit Too Large,0.10213,129,1665,0.08758,0.11668
2013,4th Quintile,Owner,A Bit Too Small,0.07003,181,1817,0.05829,0.08177
2013,4th Quintile,Owner,Just Right,0.69909,1284,1817,0.67799,0.72018
2013,4th Quintile,Owner,A Bit Too Large,0.20477,318,1817,0.18621,0.22333
2013,4th Quintile,Owner,Much Too Large,0.02334,34,1817,0.01640,0.03029
2013,4th Quintile,Tenant,A Bit Too Small,0.16678,258,1258,0.14617,0.18739
2013,4th Quintile,Tenant,Just Right,0.71635,897,1258,0.69143,0.74127
2013,4th Quintile,Tenant,A Bit Too Large,0.09118,103,1258,0.07527,0.10710
2013,5th Quintile,Owner,A Bit Too Small,0.05453,149,2316,0.04528,0.06378
2013,5th Quintile,Owner,Just Right,0.66195,1589,2316,0.64268,0.68122
2013,5th Quintile,Owner,A Bit Too Large,0.22575,478,2316,0.20871,0.24278
2013,5th Quintile,Owner,Much Too Large,0.05626,100,2316,0.04687,0.06564
2013,5th Quintile,Tenant,A Bit Too Small,0.15944,169,912,0.13567,0.18322
2013,5th Quintile,Tenant,Just Right,0.68586,638,912,0.65571,0.71600
2013,5th Quintile,Tenant,A Bit Too Large,0.12067,105,912,0.09952,0.14183
2014,1st Quintile,Owner,A Bit Too Small,0.07033,52,492,0.04771,0.09295
2014,1st Quintile,Owner,Just Right,0.72969,368,492,0.69041,0.76898
2014,1st Quintile,Owner,A Bit Too Large,0.17863,72,492,0.14475,0.21252
2014,1st Quintile,Tenant,Much Too Small,0.04491,187,2940,0.03742,0.05240
2014,1st Quintile,Tenant,A Bit Too Small,0.17434,638,2940,0.16062,0.18805
2014,1st Quintile,Tenant,Just Right,0.72181,1997,2940,0.70561,0.73802
2014,1st Quintile,Tenant,A Bit Too Large,0.05351,118,2940,0.04538,0.06165
2014,2nd Quintile,Owner,A Bit Too Small,0.07911,111,1055,0.06281,0.09540
2014,2nd Quintile,Owner,Just Right,0.69857,796,1055,0.67086,0.72627
2014,2nd Quintile,Owner,A Bit Too Large,0.17315,148,1055,0.15030,0.19599
2014,2nd Quintile,Tenant,Much Too Small,0.02819,99,2210,0.02129,0.03510
2014,2nd Quintile,Tenant,A Bit Too Small,0.16529,450,2210,0.14980,0.18078
2014,2nd Quintile,Tenant,Just Right,0.71315,1515,2210,0.69428,0.73201
2014,2nd Quintile,Tenant,A Bit Too Large,0.08756,146,2210,0.07577,0.09935
2014,3rd Quintile,Owner,A Bit Too Small,0.06919,167,1565,0.05661,0.08176
2014,3rd Quintile,Owner,Just Right,0.66548,1095,1565,0.64210,0.68886
2014,3rd Quintile,Owner,A Bit Too Large,0.22054,263,1565,0.19999,0.24108
2014,3rd Quintile,Owner,Much Too Large,0.04228,40,1565,0.03230,0.05225
2014,3rd Quintile,Tenant,Much Too Small,0.01823,45,1516,0.01150,0.02497
2014,3rd Quintile,Tenant,A Bit Too Small,0.17231,309,1516,0.15330,0.19133
2014,3rd Quintile,Tenant,Just Right,0.69400,1039,1516,0.67080,0.71721
2014,3rd Quintile,Tenant,A Bit Too Large,0.10048,123,1516,0.08534,0.11562
2014,4th Quintile,Owner,A Bit Too Small,0.07362,151,1708,0.06123,0.08601
2014,4th Quintile,Owner,Just Right,0.67063,1193,1708,0.64833,0.69292
2014,4th Quintile,Owner,A Bit Too Large,0.21856,321,1708,0.19895,0.23816
2014,4th Quintile,Owner,Much Too Large,0.03296,43,1708,0.02449,0.04142
2014,4th Quintile,Tenant,A Bit Too Small,0.16528,233,1166,0.14395,0.18661
2014,4th Quintile,Tenant,Just Right,0.69789,835,1166,0.67153,0.72426
2014,4th Quintile,Tenant,A Bit Too Large,0.10021,98,1166,0.08296,0.11745
2014,5th Quintile,Owner,A Bit Too Small,0.05795,160,2147,0.04807,0.06784
2014,5th Quintile,Owner,Just Right,0.66491,1429,2147,0.64494,0.68488
2014,5th Quintile,Owner,A Bit Too Large,0.22071,469,2147,0.20316,0.23826
2014,5th Quintile,Owner,Much Too Large,0.05321,89,2147,0.04371,0.06270
2014,5th Quintile,Tenant,A Bit Too Small,0.17063,168,833,0.14507,0.19620
2014,5th Quintile,Tenant,Just Right,0.67688,576,833,0.64510,0.70866
2014,5th Quintile,Tenant,A Bit Too Large,0.12209,89,833,0.09984,0.14433
2015,1st Quintile,Owner,A Bit Too Small,0.05046,47,468,0.03061,0.07031
2015,1st Quintile,Owner,Just Right,0.71593,345,468,0.67502,0.75683
2015,1st Quintile,Owner,A Bit Too Large,0.17186,76,468,0.13765,0.20608
2015,1st Quintile,Tenant,Much Too Small,0.04491,214,3051,0.03756,0.05225
2015,1st Quintile,Tenant,A Bit Too Small,0.16402,660,3051,0.15087,0.17716
2015,1st Quintile,Tenant,Just Right,0.73169,2054,3051,0.71596,0.74741
2015,1st Quintile,Tenant,A Bit Too Large,0.05678,123,3051,0.04856,0.06499
2015,2nd Quintile,Owner,A Bit Too Small,0.07580,121,1053,0.05980,0.09179
2015,2nd Quintile,Owner,Just Right,0.67929,781,1053,0.65109,0.70750
2015,2nd Quintile,Owner,A Bit Too Large,0.19710,151,1053,0.17306,0.22114
2015,2nd Quintile,Tenant,Much Too Small,0.02510,106,2286,0.01869,0.03151
2015,2nd Quintile,Tenant,A Bit Too Small,0.14689,445,2286,0.13238,0.16141
2015,2nd Quintile,Tenant,Just Right,0.73114,1591,2286,0.71296,0.74932
2015,2nd Quintile,Tenant,A Bit Too Large,0.09182,144,2286,0.07998,0.10366
2015,3rd Quintile,Owner,A Bit Too Small,0.05892,149,1431,0.04671,0.07112
2015,3rd Quintile,Owner,Just Right,0.70330,1025,1431,0.67962,0.72697
2015,3rd Quintile,Owner,A Bit Too Large,0.19304,226,1431,0.17258,0.21349
2015,3rd Quintile,Owner,Much Too Large,0.03812,31,1431,0.02820,0.04805
2015,3rd Quintile,Tenant,Much Too Small,0.02445,52,1565,0.01679,0.03210
2015,3rd Quintile,Tenant,A Bit Too Small,0.14822,287,1565,0.13061,0.16583
2015,3rd Quintile,Tenant,Just Right,0.73278,1113,1565,0.71085,0.75471
2015,3rd Quintile,Tenant,A Bit Too Large,0.08547,113,1565,0.07161,0.09932
2015,4th Quintile,Owner,A Bit Too Small,0.07405,140,1635,0.06135,0.08674
2015,4th Quintile,Owner,Just Right,0.68612,1175,1635,0.66362,0.70862
2015,4th Quintile,Owner,A Bit Too Large,0.20111,282,1635,0.18168,0.22055
2015,4th Quintile,Owner,Much Too Large,0.03016,38,1635,0.02186,0.03845
2015,4th Quintile,Tenant,A Bit Too Small,0.16030,224,1147,0.13905,0.18154
2015,4th Quintile,Tenant,Just Right,0.68332,814,1147,0.65639,0.71025
2015,4th Quintile,Tenant,A Bit Too Large,0.12586,109,1147,0.10666,0.14507
2015,5th Quintile,Owner,A Bit Too Small,0.05306,122,2069,0.04340,0.06272
2015,5th Quintile,Owner,Just Right,0.67207,1416,2069,0.65184,0.69231
2015,5th Quintile,Owner,A Bit Too Large,0.21731,442,2069,0.19954,0.23509
2015,5th Quintile,Owner,Much Too Large,0.05415,89,2069,0.04439,0.06390
2015,5th Quintile,Tenant,A Bit Too Small,0.17588,166,872,0.15060,0.20117
2015,5th Quintile,Tenant,Just Right,0.65999,607,872,0.62853,0.69145
2015,5th Quintile,Tenant,A Bit Too Large,0.12789,99,872,0.10571,0.15007
2016,1st Quintile,Owner,A Bit Too Small,0.05447,41,386,0.03180,0.07714
2016,1st Quintile,Owner,Just Right,0.71996,296,386,0.67510,0.76481
2016,1st Quintile,Owner,A Bit Too Large,0.19077,49,386,0.15152,0.23002
2016,1st Quintile,Tenant,Much Too Small,0.03672,162,2688,0.02961,0.04383
2016,1st Quintile,Tenant,A Bit Too Small,0.17539,559,2688,0.16101,0.18977
2016,1st Quintile,Tenant,Just Right,0.72469,1849,2688,0.70780,0.74158
2016,1st Quintile,Tenant,A Bit Too Large,0.05350,118,2688,0.04499,0.06201
2016,2nd Quintile,Owner,A Bit Too Small,0.06707,105,995,0.05152,0.08262
2016,2nd Quintile,Owner,Just Right,0.70282,747,995,0.67441,0.73123
2016,2nd Quintile,Owner,A Bit Too Large,0.19161,143,995,0.16714,0.21608
2016,2nd Quintile,Tenant,Much Too Small,0.02238,79,2006,0.01591,0.02886
2016,2nd Quintile,Tenant,A Bit Too Small,0.12895,354,2006,0.11428,0.14362
2016,2nd Quintile,Tenant,Just Right,0.76997,1455,2006,0.75155,0.78840
2016,2nd Quintile,Tenant,A Bit Too Large,0.07393,118,2006,0.06248,0.08538
2016,3rd Quintile,Owner,A Bit Too Small,0.05380,111,1334,0.04169,0.06591
