year,quintil_oecd_hh,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,5th Quintile,Owner,A Bit Too Large,0.12257,54,450,0.09224,0.15291
1985,5th Quintile,Tenant,A Bit Too Small,0.15385,82,467,0.12109,0.18661
1985,5th Quintile,Tenant,Just Right,0.71581,348,467,0.67486,0.75676
1985,5th Quintile,Tenant,A Bit Too Large,0.08651,37,467,0.06098,0.11203
1986,1st Quintile,Owner,Just Right,0.81227,178,178,0.75474,0.86979
1986,1st Quintile,Tenant,Much Too Small,0.04643,50,743,0.03129,0.06157
1986,1st Quintile,Tenant,A Bit Too Small,0.15031,150,743,0.12460,0.17603
1986,1st Quintile,Tenant,Just Right,0.75250,543,743,0.72145,0.78355
1986,2nd Quintile,Owner,Just Right,0.80475,282,313,0.76077,0.84874
1986,2nd Quintile,Owner,A Bit Too Large,0.10447,31,313,0.07053,0.13841
1986,2nd Quintile,Tenant,A Bit Too Small,0.11697,114,619,0.09163,0.14231
1986,2nd Quintile,Tenant,Just Right,0.78998,505,619,0.75786,0.82209
1986,3rd Quintile,Owner,A Bit Too Small,0.08434,37,340,0.05476,0.11392
1986,3rd Quintile,Owner,Just Right,0.76611,270,340,0.72104,0.81117
1986,3rd Quintile,Owner,A Bit Too Large,0.11066,33,340,0.07726,0.14405
1986,3rd Quintile,Tenant,A Bit Too Small,0.15463,122,618,0.12610,0.18316
1986,3rd Quintile,Tenant,Just Right,0.75432,496,618,0.72035,0.78829
1986,4th Quintile,Owner,Just Right,0.79756,323,372,0.75667,0.83845
1986,4th Quintile,Owner,A Bit Too Large,0.12722,49,372,0.09331,0.16113
1986,4th Quintile,Tenant,A Bit Too Small,0.14637,104,562,0.11712,0.17562
1986,4th Quintile,Tenant,Just Right,0.75418,458,562,0.71855,0.78981
1986,5th Quintile,Owner,A Bit Too Small,0.05958,34,504,0.03889,0.08027
1986,5th Quintile,Owner,Just Right,0.78250,410,504,0.74645,0.81855
1986,5th Quintile,Owner,A Bit Too Large,0.13278,60,504,0.10313,0.16244
1986,5th Quintile,Tenant,A Bit Too Small,0.16787,71,421,0.13212,0.20361
1986,5th Quintile,Tenant,Just Right,0.68939,312,421,0.64514,0.73365
1986,5th Quintile,Tenant,A Bit Too Large,0.10255,38,421,0.07354,0.13157
1987,1st Quintile,Owner,Just Right,0.78633,174,174,0.72525,0.84741
1987,1st Quintile,Tenant,Much Too Small,0.04335,36,691,0.02816,0.05855
1987,1st Quintile,Tenant,A Bit Too Small,0.14563,146,691,0.11931,0.17195
1987,1st Quintile,Tenant,Just Right,0.75094,509,691,0.71868,0.78321
1987,2nd Quintile,Owner,Just Right,0.79691,248,248,0.74674,0.84708
1987,2nd Quintile,Tenant,A Bit Too Small,0.11568,110,641,0.09090,0.14046
1987,2nd Quintile,Tenant,Just Right,0.80837,531,641,0.77787,0.83886
1987,3rd Quintile,Owner,A Bit Too Small,0.08926,37,337,0.05877,0.11974
1987,3rd Quintile,Owner,Just Right,0.80872,300,337,0.76666,0.85077
1987,3rd Quintile,Tenant,A Bit Too Small,0.12017,104,602,0.09418,0.14617
1987,3rd Quintile,Tenant,Just Right,0.78311,498,602,0.75016,0.81606
1987,4th Quintile,Owner,Just Right,0.79153,336,385,0.75090,0.83216
1987,4th Quintile,Owner,A Bit Too Large,0.11923,49,385,0.08682,0.15165
1987,4th Quintile,Tenant,A Bit Too Small,0.16437,107,558,0.13359,0.19515
1987,4th Quintile,Tenant,Just Right,0.75527,451,558,0.71957,0.79098
1987,5th Quintile,Owner,Just Right,0.79311,408,466,0.75629,0.82993
1987,5th Quintile,Owner,A Bit Too Large,0.13309,58,466,0.10221,0.16396
1987,5th Quintile,Tenant,A Bit Too Small,0.13729,62,429,0.10469,0.16990
1987,5th Quintile,Tenant,Just Right,0.72526,328,429,0.68297,0.76755
1987,5th Quintile,Tenant,A Bit Too Large,0.11252,39,429,0.08258,0.14246
1988,1st Quintile,Owner,Just Right,0.83386,169,169,0.77757,0.89014
1988,1st Quintile,Tenant,Much Too Small,0.03034,32,704,0.01766,0.04302
1988,1st Quintile,Tenant,A Bit Too Small,0.14336,138,704,0.11745,0.16926
1988,1st Quintile,Tenant,Just Right,0.76621,534,704,0.73492,0.79750
1988,2nd Quintile,Owner,Just Right,0.81577,243,243,0.76693,0.86462
1988,2nd Quintile,Tenant,A Bit Too Small,0.11043,97,607,0.08548,0.13539
1988,2nd Quintile,Tenant,Just Right,0.81061,510,607,0.77941,0.84180
1988,3rd Quintile,Owner,A Bit Too Small,0.07690,33,344,0.04870,0.10510
1988,3rd Quintile,Owner,Just Right,0.76704,276,344,0.72230,0.81177
1988,3rd Quintile,Owner,A Bit Too Large,0.12017,35,344,0.08576,0.15458
1988,3rd Quintile,Tenant,A Bit Too Small,0.14384,105,589,0.11548,0.17221
1988,3rd Quintile,Tenant,Just Right,0.78986,484,589,0.75693,0.82279
1988,4th Quintile,Owner,Just Right,0.80738,341,382,0.76779,0.84698
1988,4th Quintile,Owner,A Bit Too Large,0.11560,41,382,0.08349,0.14770
1988,4th Quintile,Tenant,A Bit Too Small,0.12113,79,544,0.09368,0.14857
1988,4th Quintile,Tenant,Just Right,0.74812,422,544,0.71161,0.78463
1988,4th Quintile,Tenant,A Bit Too Large,0.09528,43,544,0.07058,0.11997
1988,5th Quintile,Owner,A Bit Too Small,0.05877,31,468,0.03744,0.08010
1988,5th Quintile,Owner,Just Right,0.78575,377,468,0.74853,0.82296
1988,5th Quintile,Owner,A Bit Too Large,0.13723,60,468,0.10602,0.16844
1988,5th Quintile,Tenant,A Bit Too Small,0.15706,66,377,0.12028,0.19383
1988,5th Quintile,Tenant,Just Right,0.74326,311,377,0.69911,0.78742
1989,1st Quintile,Owner,Just Right,0.81814,164,164,0.75892,0.87735
1989,1st Quintile,Tenant,Much Too Small,0.02885,31,681,0.01627,0.04144
1989,1st Quintile,Tenant,A Bit Too Small,0.12962,132,681,0.10437,0.15487
1989,1st Quintile,Tenant,Just Right,0.79190,518,681,0.76138,0.82241
1989,2nd Quintile,Owner,Just Right,0.79016,237,237,0.73821,0.84211
1989,2nd Quintile,Tenant,A Bit Too Small,0.13349,111,628,0.10687,0.16011
1989,2nd Quintile,Tenant,Just Right,0.80121,517,628,0.76998,0.83245
1989,3rd Quintile,Owner,Just Right,0.79035,283,318,0.74554,0.83516
1989,3rd Quintile,Owner,A Bit Too Large,0.11064,35,318,0.07610,0.14517
1989,3rd Quintile,Tenant,A Bit Too Small,0.12235,90,548,0.09489,0.14982
1989,3rd Quintile,Tenant,Just Right,0.79027,458,548,0.75615,0.82439
1989,4th Quintile,Owner,Just Right,0.77990,322,370,0.73763,0.82218
1989,4th Quintile,Owner,A Bit Too Large,0.14322,48,370,0.10748,0.17896
1989,4th Quintile,Tenant,A Bit Too Small,0.13806,76,526,0.10855,0.16757
1989,4th Quintile,Tenant,Just Right,0.75456,418,526,0.71774,0.79137
1989,4th Quintile,Tenant,A Bit Too Large,0.07844,32,526,0.05544,0.10144
1989,5th Quintile,Owner,A Bit Too Small,0.06092,32,449,0.03877,0.08306
1989,5th Quintile,Owner,Just Right,0.78845,363,449,0.75063,0.82627
1989,5th Quintile,Owner,A Bit Too Large,0.13229,54,449,0.10091,0.16366
1989,5th Quintile,Tenant,A Bit Too Small,0.14650,58,384,0.11108,0.18191
1989,5th Quintile,Tenant,Just Right,0.74227,291,384,0.69847,0.78608
1989,5th Quintile,Tenant,A Bit Too Large,0.08953,35,384,0.06093,0.11812
1990,1st Quintile,Owner,A Bit Too Small,0.08461,67,614,0.06258,0.10664
1990,1st Quintile,Owner,Just Right,0.82531,515,614,0.79525,0.85537
1990,1st Quintile,Owner,A Bit Too Large,0.06455,32,614,0.04510,0.08401
1990,1st Quintile,Tenant,Much Too Small,0.07163,136,1542,0.05875,0.08450
1990,1st Quintile,Tenant,A Bit Too Small,0.25650,461,1542,0.23470,0.27831
1990,1st Quintile,Tenant,Just Right,0.61589,889,1542,0.59160,0.64017
1990,1st Quintile,Tenant,A Bit Too Large,0.04274,56,1542,0.03264,0.05283
1990,2nd Quintile,Owner,Just Right,0.79965,240,240,0.74890,0.85040
1990,2nd Quintile,Tenant,Much Too Small,0.02513,36,826,0.01445,0.03581
1990,2nd Quintile,Tenant,A Bit Too Small,0.14971,155,826,0.12537,0.17406
1990,2nd Quintile,Tenant,Just Right,0.77363,635,826,0.74507,0.80219
1990,3rd Quintile,Owner,Just Right,0.82991,317,317,0.78849,0.87134
1990,3rd Quintile,Tenant,A Bit Too Small,0.11581,116,748,0.09286,0.13876
1990,3rd Quintile,Tenant,Just Right,0.79260,600,748,0.76353,0.82168
1990,3rd Quintile,Tenant,A Bit Too Large,0.05612,32,748,0.03961,0.07262
1990,4th Quintile,Owner,A Bit Too Small,0.07043,37,463,0.04709,0.09376
1990,4th Quintile,Owner,Just Right,0.77674,372,463,0.73877,0.81472
1990,4th Quintile,Owner,A Bit Too Large,0.12797,54,463,0.09751,0.15843
1990,4th Quintile,Tenant,A Bit Too Small,0.14727,105,618,0.11931,0.17523
1990,4th Quintile,Tenant,Just Right,0.76815,513,618,0.73485,0.80145
1990,5th Quintile,Owner,Just Right,0.80848,468,530,0.77495,0.84202
1990,5th Quintile,Owner,A Bit Too Large,0.12232,62,530,0.09440,0.15024
1990,5th Quintile,Tenant,A Bit Too Small,0.14412,68,482,0.11273,0.17551
1990,5th Quintile,Tenant,Just Right,0.76415,379,482,0.72621,0.80209
1990,5th Quintile,Tenant,A Bit Too Large,0.07218,35,482,0.04906,0.09531
1991,1st Quintile,Owner,A Bit Too Small,0.08028,58,581,0.05817,0.10240
1991,1st Quintile,Owner,Just Right,0.79423,482,581,0.76133,0.82713
1991,1st Quintile,Owner,A Bit Too Large,0.08523,41,581,0.06250,0.10795
1991,1st Quintile,Tenant,Much Too Small,0.05243,88,1425,0.04085,0.06401
1991,1st Quintile,Tenant,A Bit Too Small,0.21921,370,1425,0.19772,0.24069
1991,1st Quintile,Tenant,Just Right,0.65908,904,1425,0.63446,0.68370
1991,1st Quintile,Tenant,A Bit Too Large,0.04757,63,1425,0.03652,0.05863
1991,2nd Quintile,Owner,Just Right,0.79434,226,226,0.74152,0.84715
1991,2nd Quintile,Tenant,Much Too Small,0.03860,62,818,0.02539,0.05181
1991,2nd Quintile,Tenant,A Bit Too Small,0.18605,190,818,0.15937,0.21273
1991,2nd Quintile,Tenant,Just Right,0.71164,566,818,0.68057,0.74270
1991,3rd Quintile,Owner,A Bit Too Small,0.10384,47,383,0.07325,0.13443
1991,3rd Quintile,Owner,Just Right,0.74578,303,383,0.70212,0.78945
1991,3rd Quintile,Owner,A Bit Too Large,0.10118,33,383,0.07094,0.13143
1991,3rd Quintile,Tenant,Much Too Small,0.03152,48,737,0.01890,0.04414
1991,3rd Quintile,Tenant,A Bit Too Small,0.18111,176,737,0.15329,0.20894
1991,3rd Quintile,Tenant,Just Right,0.71669,513,737,0.68414,0.74925
1991,4th Quintile,Owner,A Bit Too Small,0.07171,38,488,0.04880,0.09463
1991,4th Quintile,Owner,Just Right,0.77700,399,488,0.74003,0.81397
1991,4th Quintile,Owner,A Bit Too Large,0.11777,51,488,0.08914,0.14640
1991,4th Quintile,Tenant,A Bit Too Small,0.19979,150,603,0.16785,0.23173
1991,4th Quintile,Tenant,Just Right,0.67932,453,603,0.64204,0.71661
1991,5th Quintile,Owner,A Bit Too Small,0.06774,45,533,0.04638,0.08909
1991,5th Quintile,Owner,Just Right,0.74496,413,533,0.70792,0.78200
1991,5th Quintile,Owner,A Bit Too Large,0.15031,75,533,0.11994,0.18068
1991,5th Quintile,Tenant,A Bit Too Small,0.23413,118,476,0.19605,0.27221
1991,5th Quintile,Tenant,Just Right,0.59941,320,476,0.55534,0.64348
1991,5th Quintile,Tenant,A Bit Too Large,0.08198,38,476,0.05731,0.10665
1992,1st Quintile,Owner,Just Right,0.82205,272,272,0.77652,0.86759
1992,1st Quintile,Tenant,Much Too Small,0.03141,50,1044,0.02083,0.04200
1992,1st Quintile,Tenant,A Bit Too Small,0.17518,219,1044,0.15211,0.19825
1992,1st Quintile,Tenant,Just Right,0.72639,723,1044,0.69934,0.75345
1992,1st Quintile,Tenant,A Bit Too Large,0.04789,52,1044,0.03493,0.06085
1992,2nd Quintile,Owner,A Bit Too Small,0.07507,43,435,0.05028,0.09987
1992,2nd Quintile,Owner,Just Right,0.77439,352,435,0.73507,0.81372
1992,2nd Quintile,Owner,A Bit Too Large,0.10922,40,435,0.07987,0.13856
1992,2nd Quintile,Tenant,Much Too Small,0.04168,78,1019,0.02940,0.05396
1992,2nd Quintile,Tenant,A Bit Too Small,0.22094,269,1019,0.19545,0.24643
1992,2nd Quintile,Tenant,Just Right,0.66450,627,1019,0.63550,0.69351
1992,2nd Quintile,Tenant,A Bit Too Large,0.06076,45,1019,0.04609,0.07544
1992,3rd Quintile,Owner,A Bit Too Small,0.10176,49,413,0.07257,0.13096
1992,3rd Quintile,Owner,Just Right,0.76183,323,413,0.72070,0.80297
1992,3rd Quintile,Owner,A Bit Too Large,0.09795,41,413,0.06925,0.12665
1992,3rd Quintile,Tenant,Much Too Small,0.04575,57,894,0.03204,0.05945
1992,3rd Quintile,Tenant,A Bit Too Small,0.20939,232,894,0.18270,0.23607
1992,3rd Quintile,Tenant,Just Right,0.66628,567,894,0.63535,0.69720
1992,3rd Quintile,Tenant,A Bit Too Large,0.05850,38,894,0.04311,0.07389
1992,4th Quintile,Owner,A Bit Too Small,0.08595,50,500,0.06136,0.11055
1992,4th Quintile,Owner,Just Right,0.76834,399,500,0.73132,0.80536
1992,4th Quintile,Owner,A Bit Too Large,0.11343,51,500,0.08560,0.14125
1992,4th Quintile,Tenant,A Bit Too Small,0.22101,175,715,0.19057,0.25144
1992,4th Quintile,Tenant,Just Right,0.66953,497,715,0.63503,0.70403
1992,4th Quintile,Tenant,A Bit Too Large,0.06889,43,715,0.05031,0.08746
1992,5th Quintile,Owner,A Bit Too Small,0.05499,37,580,0.03642,0.07355
1992,5th Quintile,Owner,Just Right,0.75542,465,580,0.72041,0.79043
1992,5th Quintile,Owner,A Bit Too Large,0.15142,78,580,0.12222,0.18062
1992,5th Quintile,Tenant,A Bit Too Small,0.21791,120,433,0.17898,0.25684
1992,5th Quintile,Tenant,Just Right,0.64991,313,433,0.60493,0.69489
1993,1st Quintile,Owner,Just Right,0.80575,229,229,0.75440,0.85710
1993,1st Quintile,Tenant,Much Too Small,0.03462,52,996,0.02326,0.04598
1993,1st Quintile,Tenant,A Bit Too Small,0.18501,226,996,0.16089,0.20914
1993,1st Quintile,Tenant,Just Right,0.70730,670,996,0.67903,0.73557
1993,1st Quintile,Tenant,A Bit Too Large,0.04458,48,996,0.03176,0.05741
1993,2nd Quintile,Owner,A Bit Too Small,0.09110,47,412,0.06328,0.11892
1993,2nd Quintile,Owner,Just Right,0.75428,330,412,0.71265,0.79590
1993,2nd Quintile,Owner,A Bit Too Large,0.10142,35,412,0.07223,0.13061
1993,2nd Quintile,Tenant,Much Too Small,0.04912,76,1034,0.03594,0.06230
1993,2nd Quintile,Tenant,A Bit Too Small,0.19834,245,1034,0.17402,0.22265
1993,2nd Quintile,Tenant,Just Right,0.66962,658,1034,0.64094,0.69830
1993,2nd Quintile,Tenant,A Bit Too Large,0.06004,55,1034,0.04555,0.07453
1993,3rd Quintile,Owner,A Bit Too Small,0.08496,51,484,0.06009,0.10983
1993,3rd Quintile,Owner,Just Right,0.78332,383,484,0.74658,0.82006
1993,3rd Quintile,Owner,A Bit Too Large,0.11277,50,484,0.08456,0.14098
1993,3rd Quintile,Tenant,Much Too Small,0.03195,46,876,0.02029,0.04360
1993,3rd Quintile,Tenant,A Bit Too Small,0.20938,200,876,0.18242,0.23634
1993,3rd Quintile,Tenant,Just Right,0.68915,584,876,0.65849,0.71982
1993,3rd Quintile,Tenant,A Bit Too Large,0.05479,46,876,0.03971,0.06987
1993,4th Quintile,Owner,A Bit Too Small,0.07004,44,502,0.04769,0.09238
1993,4th Quintile,Owner,Just Right,0.76376,402,502,0.72657,0.80096
1993,4th Quintile,Owner,A Bit Too Large,0.12262,56,502,0.09390,0.15134
1993,4th Quintile,Tenant,A Bit Too Small,0.22583,180,721,0.19529,0.25637
1993,4th Quintile,Tenant,Just Right,0.66162,499,721,0.62705,0.69618
1993,4th Quintile,Tenant,A Bit Too Large,0.06239,42,721,0.04472,0.08005
1993,5th Quintile,Owner,A Bit Too Small,0.07548,50,560,0.05358,0.09738
1993,5th Quintile,Owner,Just Right,0.71757,428,560,0.68025,0.75489
1993,5th Quintile,Owner,A Bit Too Large,0.16813,82,560,0.13713,0.19914
1993,5th Quintile,Tenant,A Bit Too Small,0.23552,131,455,0.19649,0.27455
1993,5th Quintile,Tenant,Just Right,0.63388,324,455,0.58957,0.67820
1994,1st Quintile,Owner,Just Right,0.80066,213,213,0.74688,0.85444
1994,1st Quintile,Tenant,Much Too Small,0.03905,70,1032,0.02722,0.05087
1994,1st Quintile,Tenant,A Bit Too Small,0.17160,220,1032,0.14859,0.19462
1994,1st Quintile,Tenant,Just Right,0.69810,680,1032,0.67008,0.72612
1994,1st Quintile,Tenant,A Bit Too Large,0.06791,62,1032,0.05255,0.08327
1994,2nd Quintile,Owner,A Bit Too Small,0.07492,43,420,0.04971,0.10012
1994,2nd Quintile,Owner,Just Right,0.80425,344,420,0.76626,0.84224
1994,2nd Quintile,Owner,A Bit Too Large,0.08051,33,420,0.05446,0.10657
1994,2nd Quintile,Tenant,Much Too Small,0.04003,54,950,0.02756,0.05250
1994,2nd Quintile,Tenant,A Bit Too Small,0.20152,220,950,0.17600,0.22704
1994,2nd Quintile,Tenant,Just Right,0.67930,634,950,0.64961,0.70900
1994,2nd Quintile,Tenant,A Bit Too Large,0.04953,42,950,0.03573,0.06334
1994,3rd Quintile,Owner,A Bit Too Small,0.10309,57,489,0.07611,0.13007
1994,3rd Quintile,Owner,Just Right,0.74868,382,489,0.71019,0.78716
1994,3rd Quintile,Owner,A Bit Too Large,0.10936,50,489,0.08167,0.13705
1994,3rd Quintile,Tenant,Much Too Small,0.03039,45,832,0.01872,0.04206
1994,3rd Quintile,Tenant,A Bit Too Small,0.21179,192,832,0.18401,0.23957
1994,3rd Quintile,Tenant,Just Right,0.68347,560,832,0.65184,0.71509
1994,3rd Quintile,Tenant,A Bit Too Large,0.04274,35,832,0.02899,0.05650
1994,4th Quintile,Owner,A Bit Too Small,0.06574,41,489,0.04375,0.08773
1994,4th Quintile,Owner,Just Right,0.75897,388,489,0.72103,0.79692
1994,4th Quintile,Owner,A Bit Too Large,0.13604,60,489,0.10563,0.16646
1994,4th Quintile,Tenant,A Bit Too Small,0.20956,168,691,0.17919,0.23993
1994,4th Quintile,Tenant,Just Right,0.67021,488,691,0.63513,0.70529
1994,4th Quintile,Tenant,A Bit Too Large,0.05354,35,691,0.03675,0.07034
1994,5th Quintile,Owner,A Bit Too Small,0.07408,45,590,0.05293,0.09523
1994,5th Quintile,Owner,Just Right,0.69912,451,590,0.66208,0.73616
1994,5th Quintile,Owner,A Bit Too Large,0.18533,94,590,0.15395,0.21671
1994,5th Quintile,Tenant,A Bit Too Small,0.20961,117,489,0.17350,0.24572
1994,5th Quintile,Tenant,Just Right,0.65267,332,489,0.61043,0.69492
1994,5th Quintile,Tenant,A Bit Too Large,0.08844,40,489,0.06325,0.11363
1995,1st Quintile,Owner,Just Right,0.73677,188,188,0.67365,0.79989
1995,1st Quintile,Tenant,Much Too Small,0.05063,77,1136,0.03788,0.06339
1995,1st Quintile,Tenant,A Bit Too Small,0.21712,283,1136,0.19313,0.24111
1995,1st Quintile,Tenant,Just Right,0.66947,724,1136,0.64211,0.69684
1995,1st Quintile,Tenant,A Bit Too Large,0.05093,52,1136,0.03814,0.06372
1995,2nd Quintile,Owner,A Bit Too Small,0.08059,44,395,0.05371,0.10747
1995,2nd Quintile,Owner,Just Right,0.77665,314,395,0.73553,0.81778
1995,2nd Quintile,Owner,A Bit Too Large,0.10716,37,395,0.07662,0.13771
1995,2nd Quintile,Tenant,Much Too Small,0.02875,53,1042,0.01860,0.03890
1995,2nd Quintile,Tenant,A Bit Too Small,0.20554,244,1042,0.18099,0.23009
1995,2nd Quintile,Tenant,Just Right,0.68147,692,1042,0.65317,0.70978
1995,2nd Quintile,Tenant,A Bit Too Large,0.06482,53,1042,0.04986,0.07978
1995,3rd Quintile,Owner,A Bit Too Small,0.09075,52,517,0.06597,0.11554
1995,3rd Quintile,Owner,Just Right,0.72982,398,517,0.69150,0.76813
1995,3rd Quintile,Owner,A Bit Too Large,0.14842,67,517,0.11774,0.17909
1995,3rd Quintile,Tenant,Much Too Small,0.03213,38,859,0.02033,0.04393
1995,3rd Quintile,Tenant,A Bit Too Small,0.20878,205,859,0.18158,0.23597
1995,3rd Quintile,Tenant,Just Right,0.69510,576,859,0.66429,0.72590
1995,3rd Quintile,Tenant,A Bit Too Large,0.04824,40,859,0.03390,0.06258
1995,4th Quintile,Owner,A Bit Too Small,0.06735,36,531,0.04601,0.08869
1995,4th Quintile,Owner,Just Right,0.75819,424,531,0.72174,0.79465
1995,4th Quintile,Owner,A Bit Too Large,0.14646,71,531,0.11636,0.17656
1995,4th Quintile,Tenant,A Bit Too Small,0.17883,140,697,0.15036,0.20730
1995,4th Quintile,Tenant,Just Right,0.70728,509,697,0.67347,0.74108
1995,4th Quintile,Tenant,A Bit Too Large,0.07069,48,697,0.05165,0.08974
1995,5th Quintile,Owner,A Bit Too Small,0.05363,38,611,0.03576,0.07151
1995,5th Quintile,Owner,Just Right,0.73125,479,611,0.69607,0.76643
1995,5th Quintile,Owner,A Bit Too Large,0.18090,94,611,0.15035,0.21144
1995,5th Quintile,Tenant,A Bit Too Small,0.21639,110,482,0.17959,0.25319
1995,5th Quintile,Tenant,Just Right,0.65912,334,482,0.61676,0.70148
1995,5th Quintile,Tenant,A Bit Too Large,0.07297,38,482,0.04973,0.09621
1996,1st Quintile,Owner,Just Right,0.73530,183,183,0.67120,0.79939
1996,1st Quintile,Tenant,Much Too Small,0.04771,82,1159,0.03543,0.05999
1996,1st Quintile,Tenant,A Bit Too Small,0.17769,246,1159,0.15567,0.19970
1996,1st Quintile,Tenant,Just Right,0.70190,779,1159,0.67555,0.72824
1996,1st Quintile,Tenant,A Bit Too Large,0.05676,52,1159,0.04344,0.07009
1996,2nd Quintile,Owner,A Bit Too Small,0.09385,44,395,0.06506,0.12265
1996,2nd Quintile,Owner,Just Right,0.70837,304,395,0.66349,0.75325
1996,2nd Quintile,Owner,A Bit Too Large,0.13609,47,395,0.10223,0.16995
1996,2nd Quintile,Tenant,Much Too Small,0.01992,40,969,0.01112,0.02872
1996,2nd Quintile,Tenant,A Bit Too Small,0.20727,241,969,0.18173,0.23281
1996,2nd Quintile,Tenant,Just Right,0.70594,644,969,0.67723,0.73464
1996,2nd Quintile,Tenant,A Bit Too Large,0.04916,44,969,0.03554,0.06278
1996,3rd Quintile,Owner,A Bit Too Small,0.10863,54,529,0.08208,0.13517
1996,3rd Quintile,Owner,Just Right,0.71733,409,529,0.67892,0.75574
1996,3rd Quintile,Owner,A Bit Too Large,0.15192,66,529,0.12130,0.18254
1996,3rd Quintile,Tenant,A Bit Too Small,0.20458,185,818,0.17692,0.23224
1996,3rd Quintile,Tenant,Just Right,0.68832,581,818,0.65656,0.72008
1996,3rd Quintile,Tenant,A Bit Too Large,0.06702,52,818,0.04987,0.08417
