year,bula_h,rentown,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Hamburg,Tenant,No,0.97184,205,205,0.94914,0.99454
2017,Lower Saxony,Owner,No,0.97380,788,788,0.96264,0.98496
2017,Lower Saxony,Tenant,No,0.97503,715,715,0.96359,0.98648
2017,Bremen,Owner,No,0.98485,43,43,0.94791,1.02179
2017,Bremen,Tenant,No,0.96447,82,82,0.92415,1.00478
2017,North Rhine-Westphalia,Owner,Yes,0.01373,31,1399,0.00763,0.01983
2017,North Rhine-Westphalia,Owner,No,0.98145,1368,1399,0.97438,0.98853
2017,North Rhine-Westphalia,Tenant,No,0.97695,1761,1761,0.96994,0.98396
2017,Hesse,Owner,No,0.98067,459,459,0.96805,0.99328
2017,Hesse,Tenant,No,0.97188,566,566,0.95825,0.98551
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.98355,457,457,0.97188,0.99523
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.95108,405,405,0.93004,0.97211
2017,Baden-Wuerttemberg,Owner,Yes,0.01986,35,922,0.01085,0.02886
2017,Baden-Wuerttemberg,Owner,No,0.97985,887,922,0.97078,0.98893
2017,Baden-Wuerttemberg,Tenant,No,0.97597,781,781,0.96522,0.98672
2017,Bavaria,Owner,Yes,0.02296,43,1194,0.01446,0.03146
2017,Bavaria,Owner,No,0.97619,1151,1194,0.96753,0.98484
2017,Bavaria,Tenant,Yes,0.02852,43,1305,0.01949,0.03756
2017,Bavaria,Tenant,No,0.96200,1262,1305,0.95162,0.97237
2017,Berlin,Owner,No,0.97652,106,106,0.94756,1.00548
2017,Berlin,Tenant,No,0.94953,524,524,0.93077,0.96829
2017,Brandenburg,Owner,No,0.97763,270,270,0.95996,0.99530
2017,Brandenburg,Tenant,No,0.97703,332,332,0.96089,0.99317
2017,Mecklenburg-Western Pomerania,Owner,No,0.98437,124,124,0.96245,1.00629
2017,Mecklenburg-Western Pomerania,Tenant,No,0.97933,232,232,0.96098,0.99768
2017,Saxony,Owner,No,0.97487,349,349,0.95842,0.99131
2017,Saxony,Tenant,No,0.97309,608,608,0.96021,0.98596
2017,Saxony-Anhalt,Owner,No,0.98293,232,232,0.96622,0.99963
2017,Saxony-Anhalt,Tenant,No,0.97586,324,324,0.95911,0.99260
2017,Thuringa,Owner,No,0.96875,262,262,0.94764,0.98986
2017,Thuringa,Tenant,No,0.98524,319,319,0.97199,0.99849
2018,Schleswig-Holstein,Owner,No,0.99059,262,262,0.97887,1.00230
2018,Schleswig-Holstein,Tenant,No,0.95933,280,280,0.93615,0.98251
2018,Hamburg,Owner,No,0.96655,74,74,0.92530,1.00780
2018,Hamburg,Tenant,No,0.96563,241,241,0.94258,0.98868
2018,Lower Saxony,Owner,No,0.98065,743,743,0.97073,0.99056
2018,Lower Saxony,Tenant,No,0.96462,696,696,0.95088,0.97835
2018,Bremen,Tenant,No,0.96720,81,81,0.92817,1.00623
2018,North Rhine-Westphalia,Owner,No,0.98027,1315,1315,0.97275,0.98779
2018,North Rhine-Westphalia,Tenant,Yes,0.02192,48,1843,0.01523,0.02861
2018,North Rhine-Westphalia,Tenant,No,0.96019,1795,1843,0.95126,0.96912
2018,Hesse,Owner,No,0.95615,432,432,0.93681,0.97548
2018,Hesse,Tenant,No,0.96293,538,538,0.94695,0.97891
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.99165,440,440,0.98314,1.00016
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.94521,429,429,0.92365,0.96677
2018,Baden-Wuerttemberg,Owner,No,0.97897,845,845,0.96929,0.98865
2018,Baden-Wuerttemberg,Tenant,No,0.96653,729,729,0.95346,0.97960
2018,Bavaria,Owner,Yes,0.02161,37,1150,0.01321,0.03002
2018,Bavaria,Owner,No,0.97818,1113,1150,0.96973,0.98663
2018,Bavaria,Tenant,Yes,0.02017,38,1257,0.01240,0.02795
2018,Bavaria,Tenant,No,0.97009,1219,1257,0.96066,0.97951
2018,Berlin,Owner,No,0.95910,107,107,0.92140,0.99681
2018,Berlin,Tenant,No,0.96595,552,552,0.95080,0.98109
2018,Brandenburg,Owner,No,0.97457,262,262,0.95547,0.99367
2018,Brandenburg,Tenant,No,0.95965,368,368,0.93952,0.97978
2018,Mecklenburg-Western Pomerania,Owner,No,0.98610,121,121,0.96515,1.00705
2018,Mecklenburg-Western Pomerania,Tenant,No,0.98515,250,250,0.97013,1.00017
2018,Saxony,Owner,No,0.97173,337,337,0.95401,0.98945
2018,Saxony,Tenant,No,0.97135,620,620,0.95820,0.98449
2018,Saxony-Anhalt,Owner,No,0.97802,221,221,0.95864,0.99739
2018,Saxony-Anhalt,Tenant,No,0.97922,343,343,0.96410,0.99434
2018,Thuringa,Owner,No,0.97963,239,239,0.96168,0.99757
2018,Thuringa,Tenant,No,0.97628,325,325,0.95971,0.99285
2019,Schleswig-Holstein,Owner,No,0.97669,326,326,0.96028,0.99309
2019,Schleswig-Holstein,Tenant,No,0.95788,246,246,0.93273,0.98304
2019,Hamburg,Owner,No,0.97705,108,108,0.94868,1.00543
2019,Hamburg,Tenant,No,0.94460,239,239,0.91553,0.97366
2019,Lower Saxony,Owner,No,0.98302,806,806,0.97410,0.99195
2019,Lower Saxony,Tenant,No,0.94631,650,650,0.92896,0.96365
2019,Bremen,Owner,No,0.98640,47,47,0.95293,1.01987
2019,Bremen,Tenant,No,0.96553,78,78,0.92478,1.00628
2019,North Rhine-Westphalia,Owner,Yes,0.01357,44,1563,0.00783,0.01930
2019,North Rhine-Westphalia,Owner,No,0.98529,1519,1563,0.97932,0.99126
2019,North Rhine-Westphalia,Tenant,Yes,0.02064,47,1713,0.01390,0.02737
2019,North Rhine-Westphalia,Tenant,No,0.96055,1666,1713,0.95133,0.96977
2019,Hesse,Owner,No,0.97782,523,523,0.96519,0.99046
2019,Hesse,Tenant,No,0.95552,527,527,0.93791,0.97314
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.98409,489,489,0.97299,0.99519
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.95699,404,404,0.93719,0.97680
2019,Baden-Wuerttemberg,Owner,Yes,0.02885,41,967,0.01829,0.03940
2019,Baden-Wuerttemberg,Owner,No,0.97115,926,967,0.96060,0.98171
2019,Baden-Wuerttemberg,Tenant,No,0.96274,703,703,0.94873,0.97675
2019,Bavaria,Owner,Yes,0.01636,40,1321,0.00951,0.02320
2019,Bavaria,Owner,No,0.98128,1281,1321,0.97397,0.98859
2019,Bavaria,Tenant,Yes,0.02908,39,1205,0.01959,0.03857
2019,Bavaria,Tenant,No,0.95903,1166,1205,0.94783,0.97022
2019,Berlin,Owner,No,0.96239,146,146,0.93143,0.99336
2019,Berlin,Tenant,Yes,0.02845,31,581,0.01492,0.04198
2019,Berlin,Tenant,No,0.95394,550,581,0.93688,0.97100
2019,Brandenburg,Owner,No,0.98491,351,351,0.97214,0.99768
2019,Brandenburg,Tenant,No,0.97285,354,354,0.95589,0.98980
2019,Mecklenburg-Western Pomerania,Owner,No,0.98837,163,163,0.97186,1.00488
2019,Mecklenburg-Western Pomerania,Tenant,No,0.97371,231,231,0.95304,0.99439
2019,Saxony,Owner,No,0.99113,418,418,0.98212,1.00013
2019,Saxony,Tenant,No,0.96825,594,594,0.95414,0.98236
2019,Saxony-Anhalt,Owner,No,0.97575,256,256,0.95687,0.99463
2019,Saxony-Anhalt,Tenant,No,0.97793,301,301,0.96130,0.99455
2019,Thuringa,Owner,No,0.96897,274,274,0.94840,0.98954
2019,Thuringa,Tenant,No,0.96978,293,293,0.95015,0.98942
2020,Schleswig-Holstein,Owner,No,0.95623,282,282,0.93231,0.98015
2020,Schleswig-Holstein,Tenant,No,0.93299,248,248,0.90180,0.96417
2020,Hamburg,Owner,No,0.97251,94,94,0.93929,1.00574
2020,Hamburg,Tenant,No,0.90258,252,252,0.86589,0.93926
2020,Lower Saxony,Owner,No,0.98570,722,722,0.97704,0.99437
2020,Lower Saxony,Tenant,No,0.96013,731,731,0.94593,0.97432
2020,Bremen,Owner,No,0.96759,45,45,0.91527,1.01992
2020,Bremen,Tenant,No,0.95825,90,90,0.91670,0.99981
2020,North Rhine-Westphalia,Owner,Yes,0.01714,34,1354,0.01023,0.02406
2020,North Rhine-Westphalia,Owner,No,0.97227,1320,1354,0.96352,0.98102
2020,North Rhine-Westphalia,Tenant,Yes,0.02209,50,2041,0.01571,0.02847
2020,North Rhine-Westphalia,Tenant,No,0.95319,1991,2041,0.94402,0.96235
2020,Hesse,Owner,No,0.96949,454,454,0.95366,0.98533
2020,Hesse,Tenant,No,0.93392,615,615,0.91426,0.95357
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.99032,428,428,0.98104,0.99961
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.94644,419,419,0.92486,0.96802
2020,Baden-Wuerttemberg,Owner,Yes,0.02250,32,877,0.01268,0.03232
2020,Baden-Wuerttemberg,Owner,No,0.97110,845,877,0.96001,0.98219
2020,Baden-Wuerttemberg,Tenant,No,0.94426,841,841,0.92874,0.95977
2020,Bavaria,Owner,Yes,0.02436,50,1172,0.01553,0.03319
2020,Bavaria,Owner,No,0.96843,1122,1172,0.95842,0.97844
2020,Bavaria,Tenant,Yes,0.02589,45,1459,0.01774,0.03404
2020,Bavaria,Tenant,No,0.95427,1414,1459,0.94355,0.96500
2020,Berlin,Owner,No,0.96767,130,130,0.93715,0.99820
2020,Berlin,Tenant,No,0.95648,691,691,0.94125,0.97170
2020,Brandenburg,Owner,No,0.95682,321,321,0.93455,0.97909
2020,Brandenburg,Tenant,No,0.95971,343,343,0.93887,0.98055
2020,Mecklenburg-Western Pomerania,Owner,No,0.97529,118,118,0.94717,1.00342
2020,Mecklenburg-Western Pomerania,Tenant,No,0.98440,211,211,0.96764,1.00116
2020,Saxony,Owner,No,0.98556,365,365,0.97331,0.99782
2020,Saxony,Tenant,No,0.97125,599,599,0.95786,0.98464
2020,Saxony-Anhalt,Owner,No,0.96896,240,240,0.94697,0.99094
2020,Saxony-Anhalt,Tenant,No,0.98571,315,315,0.97258,0.99884
2020,Thuringa,Owner,No,0.94919,240,240,0.92134,0.97703
2020,Thuringa,Tenant,No,0.96588,309,309,0.94560,0.98615
2021,Schleswig-Holstein,Owner,No,0.95128,233,233,0.92357,0.97898
2021,Schleswig-Holstein,Tenant,No,0.96659,182,182,0.94040,0.99277
2021,Hamburg,Owner,No,0.98078,71,71,0.94862,1.01294
2021,Hamburg,Tenant,No,0.95321,185,185,0.92269,0.98372
2021,Lower Saxony,Owner,No,0.97400,545,545,0.96063,0.98737
2021,Lower Saxony,Tenant,No,0.96829,486,486,0.95269,0.98388
2021,Bremen,Tenant,No,0.96857,54,54,0.92160,1.01554
2021,North Rhine-Westphalia,Owner,No,0.97703,973,973,0.96761,0.98645
2021,North Rhine-Westphalia,Tenant,Yes,0.02445,43,1272,0.01596,0.03294
2021,North Rhine-Westphalia,Tenant,No,0.95161,1229,1272,0.93981,0.96341
2021,Hesse,Owner,No,0.98617,317,317,0.97329,0.99905
2021,Hesse,Tenant,No,0.93814,361,361,0.91325,0.96302
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.96202,290,290,0.93999,0.98406
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.89095,229,229,0.85049,0.93141
2021,Baden-Wuerttemberg,Owner,No,0.97581,626,626,0.96376,0.98785
2021,Baden-Wuerttemberg,Tenant,No,0.95802,548,548,0.94121,0.97483
2021,Bavaria,Owner,Yes,0.02017,37,860,0.01077,0.02957
2021,Bavaria,Owner,No,0.97650,823,860,0.96637,0.98663
2021,Bavaria,Tenant,Yes,0.03007,33,892,0.01886,0.04129
2021,Bavaria,Tenant,No,0.95141,859,892,0.93729,0.96552
2021,Berlin,Owner,No,0.95442,101,101,0.91354,0.99530
2021,Berlin,Tenant,No,0.93284,428,428,0.90910,0.95658
2021,Brandenburg,Owner,No,0.98852,224,224,0.97454,1.00250
2021,Brandenburg,Tenant,No,0.97167,212,212,0.94929,0.99406
2021,Mecklenburg-Western Pomerania,Owner,No,0.98280,100,100,0.95719,1.00841
2021,Mecklenburg-Western Pomerania,Tenant,No,0.94478,154,154,0.90859,0.98097
2021,Saxony,Owner,No,0.98544,260,260,0.97086,1.00003
2021,Saxony,Tenant,No,0.94750,451,451,0.92689,0.96811
2021,Saxony-Anhalt,Owner,No,0.97599,148,148,0.95124,1.00073
2021,Saxony-Anhalt,Tenant,No,0.94410,211,211,0.91303,0.97517
2021,Thuringa,Owner,No,0.98134,164,164,0.96057,1.00211
2021,Thuringa,Tenant,No,0.96101,207,207,0.93458,0.98745
2022,Schleswig-Holstein,Owner,No,0.97919,307,307,0.96320,0.99519
2022,Schleswig-Holstein,Tenant,No,0.95815,323,323,0.93628,0.98003
2022,Hamburg,Owner,No,0.99126,99,99,0.97282,1.00969
2022,Hamburg,Tenant,No,0.92722,321,321,0.89876,0.95568
2022,Lower Saxony,Owner,Yes,0.03344,34,841,0.02129,0.04560
2022,Lower Saxony,Owner,No,0.96262,807,841,0.94979,0.97545
2022,Lower Saxony,Tenant,No,0.96100,771,771,0.94732,0.97467
2022,Bremen,Owner,No,0.92395,40,40,0.84076,1.00715
2022,Bremen,Tenant,No,0.96712,97,97,0.93145,1.00279
2022,North Rhine-Westphalia,Owner,Yes,0.02108,48,1623,0.01409,0.02808
2022,North Rhine-Westphalia,Owner,No,0.97131,1575,1623,0.96319,0.97944
2022,North Rhine-Westphalia,Tenant,Yes,0.02765,68,2293,0.02094,0.03437
2022,North Rhine-Westphalia,Tenant,No,0.94109,2225,2293,0.93145,0.95073
2022,Hesse,Owner,No,0.95504,454,454,0.93596,0.97412
2022,Hesse,Tenant,No,0.93844,742,742,0.92113,0.95574
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.97858,405,405,0.96446,0.99270
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.92056,458,458,0.89577,0.94535
2022,Baden-Wuerttemberg,Owner,Yes,0.02586,35,1009,0.01606,0.03566
2022,Baden-Wuerttemberg,Owner,No,0.97253,974,1009,0.96244,0.98262
2022,Baden-Wuerttemberg,Tenant,Yes,0.02417,40,1268,0.01571,0.03262
2022,Baden-Wuerttemberg,Tenant,No,0.95551,1228,1268,0.94415,0.96686
2022,Bavaria,Owner,Yes,0.02454,56,1321,0.01619,0.03288
2022,Bavaria,Owner,No,0.97390,1265,1321,0.96530,0.98250
2022,Bavaria,Tenant,Yes,0.03741,73,1794,0.02863,0.04620
2022,Bavaria,Tenant,No,0.94263,1721,1794,0.93187,0.95340
2022,Berlin,Owner,No,0.93603,158,158,0.89775,0.97430
2022,Berlin,Tenant,Yes,0.02502,38,973,0.01520,0.03484
2022,Berlin,Tenant,No,0.95955,935,973,0.94716,0.97193
2022,Brandenburg,Owner,No,0.98816,322,322,0.97633,0.99999
2022,Brandenburg,Tenant,No,0.98255,403,403,0.96975,0.99535
2022,Mecklenburg-Western Pomerania,Owner,No,0.97702,128,128,0.95096,1.00308
2022,Mecklenburg-Western Pomerania,Tenant,No,0.94849,281,281,0.92260,0.97438
2022,Saxony,Owner,No,0.97734,455,455,0.96365,0.99103
2022,Saxony,Tenant,No,0.95661,800,800,0.94249,0.97074
2022,Saxony-Anhalt,Owner,No,0.97624,290,290,0.95869,0.99380
2022,Saxony-Anhalt,Tenant,No,0.94197,375,375,0.91827,0.96567
2022,Thuringa,Owner,No,0.97385,251,251,0.95407,0.99363
2022,Thuringa,Tenant,No,0.97484,311,311,0.95741,0.99227
