year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2008,Rural regions,Owner,2081,120.51953024096096,118.62522159091981,122.41383889100211,92.0,120.0,140.0,25.0,212.0,120.0,120.0,127.0
2008,Rural regions,Tenant,1569,72.69614273041564,71.3036878235053,74.08859763732599,54.0,68.0,86.0,12.0,134.0,68.0,66.0,71.0
2009,Urban regions,Owner,3092,117.9711908476696,116.38619611400993,119.55618558132927,86.0,115.0,140.0,13.0,221.0,115.0,110.0,118.0
2009,Urban regions,Tenant,3591,73.50258173361219,72.57248128823007,74.43268217899431,56.0,70.0,85.0,12.5,128.5,70.0,70.0,72.0
2009,Rural regions,Owner,1971,121.28912393456068,119.33884780926859,123.23940005985277,90.0,120.0,140.0,20.0,215.0,120.0,120.0,126.025
2009,Rural regions,Tenant,1523,73.56857298940032,72.01312105814429,75.12402492065635,54.31042721718862,68.0,87.06857655045258,10.0,136.2058005503485,68.0,66.0,71.0
2010,Urban regions,Owner,3821,118.95863987476487,117.53336898733716,120.38391076219258,87.0,118.60217737733625,140.0,13.0,219.5,119.0,118.0,124.025
2010,Urban regions,Tenant,5242,73.7904167747888,73.02770015860406,74.55313339097353,56.0,70.0,85.0,14.0,128.5,70.0,70.0,72.0
2010,Rural regions,Owner,2510,121.52412353111328,119.76288793238633,123.28535912984022,90.0,120.0,140.0,25.0,215.0,120.0,120.0,126.0
2010,Rural regions,Tenant,2226,74.19250009937765,72.8608062502347,75.5241939485206,54.0,68.0,90.0,15.0,144.0,68.0,66.0,71.0
2011,Urban regions,Owner,4610,119.15386913639361,117.86108927832919,120.44664899445803,86.0,120.0,140.0,30.0,221.0,120.0,120.0,125.0
2011,Urban regions,Tenant,6123,72.99510502449074,72.30817333200064,73.68203671698085,55.0,69.0,85.0,10.0,130.0,69.0,68.0,70.0
2011,Rural regions,Owner,3111,122.25147646572078,120.69058534452896,123.81236758691261,93.0,120.0,142.0,20.0,215.5,120.0,120.0,125.0
2011,Rural regions,Tenant,2759,73.88967889083965,72.76871043829978,75.01064734337952,54.0,68.0,88.0,13.0,139.0,68.0,66.0,70.0
2012,Urban regions,Owner,4504,120.54836702212015,119.20274278566215,121.89399125857814,88.0,120.0,140.0,20.0,218.0,120.0,120.0,125.0
2012,Urban regions,Tenant,5925,73.06753967938245,72.35816227497054,73.77691708379436,55.0,70.0,85.0,10.0,130.0,70.0,70.0,72.0
2012,Rural regions,Owner,3092,121.9442039590587,120.357867852249,123.5305400658684,91.0,120.0,141.1354710268655,20.0,216.33867756716376,120.0,120.0,122.025
2012,Rural regions,Tenant,2782,74.63320378507174,73.46702392963869,75.7993836405048,54.1217244206128,68.0,90.0,15.0,143.81741336908078,68.0,66.0,70.0
2013,Urban regions,Owner,4670,120.03970458249259,118.75792956862001,121.32147959636517,88.0,120.0,140.0,20.0,218.0,120.0,120.0,125.0
2013,Urban regions,Tenant,7161,72.54277013153875,71.907686126661,73.17785413641649,55.0,69.0,85.0,10.0,130.0,69.0,68.0,70.0
2013,Rural regions,Owner,3038,121.51374512495484,119.90098318887888,123.1265070610308,90.0,120.0,140.0,20.0,215.0,120.0,120.0,123.05
2013,Rural regions,Tenant,3001,74.3420632851841,73.2021916286437,75.48193494172449,54.0,68.0,89.0,10.0,141.5,68.0,66.0,70.0
2014,Urban regions,Owner,4263,120.93977265720942,119.58796381196022,122.29158150245861,90.0,120.0,140.0,15.0,215.0,120.0,120.0,125.0
2014,Urban regions,Tenant,6122,73.23135705499111,72.53075553870322,73.931958571279,55.0,70.0,85.0,10.0,130.0,70.0,70.0,72.0
2014,Rural regions,Owner,2789,123.0686279708257,121.33572893455064,124.80152700710076,92.0,120.0,143.0,20.0,219.5,120.0,120.0,121.0
2014,Rural regions,Tenant,2654,74.07692902985407,72.92737013630862,75.22648792339952,54.0,68.0,88.0,10.0,139.0,68.0,66.0,69.0
2015,Urban regions,Owner,4042,120.91146255943691,119.530820840037,122.29210427883683,90.0,120.0,142.0,12.0,220.0,120.0,120.0,124.0
2015,Urban regions,Tenant,6327,72.74821599589846,72.04910839484145,73.44732359695547,55.0,69.0,85.0,11.0,130.0,69.0,68.0,70.0
2015,Rural regions,Owner,2697,122.90694517964943,121.14210733256444,124.67178302673442,90.70454422813825,120.0,144.0,20.0,223.94318365779264,120.0,120.0,124.025
2015,Rural regions,Tenant,2698,75.27354219360954,74.06412891673844,76.48295547048065,54.0,69.0,90.0,10.0,144.0,69.0,68.0,72.0
2016,Urban regions,Owner,3765,121.01001769608712,119.58298838517662,122.43704700699762,90.0,120.0,143.68651737902576,23.0,224.2162934475644,120.0,120.0,120.05
2016,Urban regions,Tenant,5599,72.9430618118751,72.1766125071672,73.70951111658299,55.0,69.0,85.0,11.0,130.0,69.0,68.0,70.0
2016,Rural regions,Owner,2537,124.52082631060988,122.72194577392774,126.31970684729201,95.0,120.0,146.0,20.0,222.5,120.0,120.0,120.0
2016,Rural regions,Tenant,2400,75.55615816047097,74.2693393621565,76.84297695878544,55.0,70.0,90.0,12.0,142.5,70.0,70.0,72.0
2017,Urban regions,Owner,4250,121.45218270388914,120.10414691192267,122.8002184958556,90.0,120.0,140.0,16.0,215.0,120.0,120.0,120.0
2017,Urban regions,Tenant,7210,72.59513996743993,71.9315091074046,73.25877082747527,55.0,69.0,85.0,11.0,130.0,69.0,68.0,70.0
2017,Rural regions,Owner,2813,125.56793598735729,123.8571564998377,127.27871547487688,96.0,120.0,146.0,21.0,221.0,120.0,120.0,120.0
2017,Rural regions,Tenant,3158,75.27356243202689,74.15739797922929,76.3897268848245,55.0,70.0,90.0,9.0,142.5,70.0,70.0,72.025
2018,Urban regions,Owner,4072,121.78736743317417,120.40768336521094,123.1670515011374,90.0,120.0,140.0,20.0,215.0,120.0,120.0,120.0
2018,Urban regions,Tenant,7796,72.91667389336327,72.28479538302953,73.548552403697,55.0,70.0,86.0,11.0,132.5,70.0,70.0,72.0
2018,Rural regions,Owner,2686,125.88249682355726,124.10919848608083,127.6557951610337,100.0,120.0,148.0,28.0,220.0,120.0,120.0,120.0
2018,Rural regions,Tenant,3255,75.60075841750768,74.49899527694357,76.70252155807178,54.0,70.0,90.0,13.0,144.0,70.0,70.0,72.0
2019,Urban regions,Owner,4724,122.92641956200231,121.61435214537138,124.23848697863323,90.0,120.0,145.0,23.0,227.5,120.0,120.0,120.0
2019,Urban regions,Tenant,7217,73.74079167830952,73.03973551138449,74.44184784523455,55.0,70.0,86.0,10.0,132.5,70.0,70.0,72.0
2019,Rural regions,Owner,3002,127.10440250236199,125.40558976789377,128.8032152368302,100.0,120.0,150.0,25.0,225.0,120.0,120.0,120.0
2019,Rural regions,Tenant,2993,75.9501516449277,74.77405734973782,77.12624594011758,55.0,70.0,90.0,14.0,142.5,70.0,70.0,72.0
2020,Urban regions,Owner,4292,124.86699885887391,123.48097631864374,126.25302139910409,93.0,120.0,150.0,23.0,235.5,120.0,120.0,120.0
2020,Urban regions,Tenant,9078,73.9845090156584,73.37388243986375,74.59513559145306,55.0,70.0,87.0,9.0,135.0,70.0,70.0,71.0
2020,Rural regions,Owner,2704,129.25836413951896,127.48320183050288,131.03352644853504,100.0,120.0,150.0,25.0,225.0,120.0,115.0,120.0
2020,Rural regions,Tenant,3255,76.87137590650653,75.7631210879638,77.97963072504926,56.0,70.0,90.0,10.0,141.0,70.0,68.0,71.0
2021,Urban regions,Owner,3132,124.9809201383703,123.3256730758355,126.63616720090509,90.0,120.0,150.0,23.0,240.0,120.0,120.0,120.0
2021,Urban regions,Tenant,5477,74.25936242163009,73.4656658571647,75.05305898609548,56.0,70.0,87.58710061479476,9.0,134.9677515369869,70.0,70.0,70.025
2021,Rural regions,Owner,1967,129.89359135569396,127.75669026528303,132.0304924461049,100.0,120.0,150.0,29.0,225.0,120.0,115.0,120.0
2021,Rural regions,Tenant,1985,76.19991561283217,74.8142001405694,77.58563108509495,56.0,70.0,90.0,9.0,141.0,70.0,66.0,71.0
