"pgcasmin","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","198","0.0294223697937436","0.0252432226945902","0.033601516892897"
"(2c_voc) vocational maturity certificate","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1984","66 und älter","Westdeutschland, alte Bundeslaender","41","0.0288078502216611","0.0196373997224048","0.0379783007209174"
"(2c_voc) vocational maturity certificate","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","70","0.0180037020893634","0.0141587721575202","0.0218486320212067"
"(3a) lower tertiary education","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","173","0.0351169735023917","0.0305646872029595","0.039669259801824"
"(3a) lower tertiary education","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","178","0.0431934945791649","0.0373148957150143","0.0490720934433155"
"(3b) higher tertiary education","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","309","0.053787563030373","0.0482084012572922","0.0593667248034538"
"(3b) higher tertiary education","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1984","66 und älter","Westdeutschland, alte Bundeslaender","40","0.0306354177549951","0.0211874556765621","0.0400833798334282"
"(3b) higher tertiary education","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","188","0.0534393230256415","0.0465575232029865","0.0603211228482965"
"(0) in school","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","251","0.0280760196717545","0.0230214841804382","0.0331305551630709"
"(1a) inadequately completed","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","649","0.0259167323511707","0.0218017055989504","0.030031759103391"
"(1a) inadequately completed","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","798","0.144190691972344","0.133442028932512","0.154939355012175"
"(1b) general elementary school","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1436","0.24877356512541","0.237577329093486","0.259969801157333"
"(1b) general elementary school","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1985","66 und älter","Westdeutschland, alte Bundeslaender","399","0.363822963773902","0.335596917987486","0.392049009560319"
"(1b) general elementary school","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1129","0.292702448791993","0.278780129560419","0.306624768023568"
"(1c) basic vocational qualification","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2276","0.451447333167971","0.438558986451196","0.464335679884747"
"(1c) basic vocational qualification","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1985","66 und älter","Westdeutschland, alte Bundeslaender","433","0.38390688567626","0.355373577830753","0.412440193521767"
"(1c) basic vocational qualification","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","370","0.107345190118969","0.0978734362943004","0.116816943943637"
"(2b) intermediate general qualification","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","77","0.0169521821514181","0.0136088107264626","0.0202955535763737"
"(2b) intermediate general qualification","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","603","0.17653906036348","0.16487259651413","0.18820552421283"
"(2a) intermediate vocational","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","602","0.131202123184519","0.122458039477424","0.139946206891614"
"(2a) intermediate vocational","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1985","66 und älter","Westdeutschland, alte Bundeslaender","139","0.126560405726423","0.107053815514972","0.146066995937873"
"(2a) intermediate vocational","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","321","0.0771881580886552","0.0690217843677025","0.0853545318096079"
"(2c_gen) general maturity certificate","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","50","0.00520309661335111","0.0033397971585343","0.00706639606816792"
"(2c_gen) general maturity certificate","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","203","0.0551797123854549","0.0481931803655188","0.0621662444053909"
"(2c_voc) vocational maturity certificate","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","175","0.0287853060101318","0.0244549106671291","0.0331157013531344"
"(2c_voc) vocational maturity certificate","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1985","66 und älter","Westdeutschland, alte Bundeslaender","37","0.0306607101246854","0.0205461964376318","0.0407752238117389"
"(2c_voc) vocational maturity certificate","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","63","0.0175780516592421","0.0135570733623366","0.0215990299561476"
"(3a) lower tertiary education","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","161","0.0349472069236297","0.0301909394328208","0.0397034744144387"
"(3a) lower tertiary education","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","177","0.0477613439224659","0.0412359233820673","0.0542867644628645"
"(3b) higher tertiary education","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","301","0.0567724544723985","0.0507792158111396","0.0627656931336574"
"(3b) higher tertiary education","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1985","66 und älter","Westdeutschland, alte Bundeslaender","32","0.0288186254544812","0.0190033430978654","0.038633907811097"
"(3b) higher tertiary education","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","189","0.0449553580318818","0.0385516779881761","0.0513590380755874"
"(0) in school","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","233","0.0273684693978209","0.0223261948962962","0.0324107438993456"
"(1a) inadequately completed","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","599","0.0264357737775897","0.0221726596605492","0.0306988878946303"
"(1a) inadequately completed","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","788","0.143084330112905","0.132262713655968","0.153905946569843"
"(1b) general elementary school","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1329","0.236505295394935","0.225213263651083","0.247797327138787"
"(1b) general elementary school","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1986","66 und älter","Westdeutschland, alte Bundeslaender","370","0.351147558319457","0.322234598792741","0.380060517846172"
"(1b) general elementary school","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1065","0.28474689500072","0.27079971415145","0.29869407584999"
"(1c) basic vocational qualification","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2173","0.454223007634267","0.440992064059005","0.467453951209528"
"(1c) basic vocational qualification","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1986","66 und älter","Westdeutschland, alte Bundeslaender","394","0.38068759901259","0.35127631376302","0.41009888426216"
"(1c) basic vocational qualification","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","367","0.106545357983459","0.0970101410254155","0.116080574941503"
"(2b) intermediate general qualification","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","71","0.0167446525499126","0.0133349234983817","0.0201543816014434"
"(2b) intermediate general qualification","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1986","66 und älter","Westdeutschland, alte Bundeslaender","30","0.0332554954701406","0.0223946829351052","0.0441163080051761"
"(2b) intermediate general qualification","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","592","0.178432299842454","0.166599555729936","0.190265043954972"
"(2a) intermediate vocational","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","586","0.136923971659334","0.127788879936647","0.146059063382021"
"(2a) intermediate vocational","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1986","66 und älter","Westdeutschland, alte Bundeslaender","133","0.131992286984206","0.111489598211944","0.152494975756467"
"(2a) intermediate vocational","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","348","0.0915794451647675","0.0826655086209802","0.100493381708555"
"(2c_gen) general maturity certificate","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","50","0.0052951951671341","0.00336661926932012","0.00722377106494809"
"(2c_gen) general maturity certificate","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","211","0.0577874813461701","0.050576101428997","0.0649988612633432"
"(2c_voc) vocational maturity certificate","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","163","0.0281240925256936","0.0237307677629345","0.0325174172884527"
"(2c_voc) vocational maturity certificate","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1986","66 und älter","Westdeutschland, alte Bundeslaender","39","0.0347308549142279","0.0236402125970518","0.045821497231404"
"(2c_voc) vocational maturity certificate","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","65","0.0193387548157416","0.0150827626692207","0.0235947469622625"
"(3a) lower tertiary education","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","158","0.0359472046525038","0.0310003219543456","0.040894087350662"
"(3a) lower tertiary education","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","164","0.0461616083040789","0.0396766838224226","0.0526465327857353"
"(3b) higher tertiary education","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","311","0.0598008066386307","0.05349976862975","0.0661018446475114"
"(3b) higher tertiary education","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","193","0.0420932756675065","0.0358296255301675","0.0483569258048455"
"(0) in school","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","206","0.0246067839954004","0.0197742289138266","0.0294393390769742"
"(1a) inadequately completed","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","598","0.02859662998272","0.024121738976324","0.0330715209891159"
"(1a) inadequately completed","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","787","0.139498644098613","0.128691267341993","0.150306020855232"
"(1b) general elementary school","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1282","0.229462606740693","0.218173019809201","0.240752193672185"
"(1b) general elementary school","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1987","66 und älter","Westdeutschland, alte Bundeslaender","385","0.350177272191545","0.321780114309622","0.378574430073467"
"(1b) general elementary school","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1040","0.28621313236995","0.272114123813434","0.300312140926466"
"(1c) basic vocational qualification","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2142","0.459468304564826","0.446088074148441","0.472848534981211"
"(1c) basic vocational qualification","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1987","66 und älter","Westdeutschland, alte Bundeslaender","411","0.384208961233361","0.355253273978492","0.413164648488229"
"(1c) basic vocational qualification","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","333","0.0887200214845568","0.0798505804157597","0.0975894625533539"
"(2b) intermediate general qualification","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","71","0.0169388505617838","0.0134742157419446","0.020403485381623"
"(2b) intermediate general qualification","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","633","0.200774630109234","0.188279276038109","0.21326998418036"
"(2a) intermediate vocational","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","562","0.132957527550343","0.123841578647565","0.142073476453122"
"(2a) intermediate vocational","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1987","66 und älter","Westdeutschland, alte Bundeslaender","137","0.135882173164337","0.115483535006945","0.156280811321728"
"(2a) intermediate vocational","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","325","0.0880677383640436","0.079227800123933","0.0969076766041543"
"(2c_gen) general maturity certificate","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","50","0.00598543476599945","0.00391448551809641","0.00805638401390248"
"(2c_gen) general maturity certificate","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","212","0.0635625049671653","0.0559522462995113","0.0711727636348193"
"(2c_voc) vocational maturity certificate","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","157","0.0275838241934445","0.0231866005317538","0.0319810478551351"
"(2c_voc) vocational maturity certificate","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1987","66 und älter","Westdeutschland, alte Bundeslaender","37","0.0308675360042933","0.0205713589411106","0.0411637130674759"
"(2c_voc) vocational maturity certificate","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","70","0.0223821776280353","0.0177679900762485","0.026996365179822"
"(3a) lower tertiary education","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","151","0.0350962659560867","0.0301554613333356","0.0400370705788379"
"(3a) lower tertiary education","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","149","0.0440810913154948","0.0376779038902112","0.0504842787407784"
"(3b) higher tertiary education","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","316","0.0639105556841032","0.0573435075167628","0.0704776038514437"
