"pgcasmin","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","421","0.109437906430132","0.0997669085759019","0.119108904284363"
"(2c_voc) vocational maturity certificate","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","118","0.0788211291045704","0.0645421107378496","0.0931001474712911"
"(2c_voc) vocational maturity certificate","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","817","0.0856554584425739","0.0799944472861029","0.0913164695990449"
"(2c_voc) vocational maturity certificate","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","68","0.0268396573315066","0.02090517896345","0.0327741356995632"
"(2c_voc) vocational maturity certificate","2004","66 und älter","Westdeutschland, alte Bundeslaender","130","0.0514146096237495","0.0432924708010516","0.0595367484464473"
"(2c_voc) vocational maturity certificate","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","154","0.0441042373702854","0.0377435987385337","0.0504648760020371"
"(3a) lower tertiary education","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","64","0.0405264774050051","0.030077086704132","0.0509758681058782"
"(3a) lower tertiary education","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","730","0.0680727053192388","0.0629777653459703","0.0731676452925073"
"(3a) lower tertiary education","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","483","0.144056285503504","0.131162199100213","0.156950371906796"
"(3a) lower tertiary education","2004","66 und älter","Westdeutschland, alte Bundeslaender","147","0.0492589314526285","0.0412998574733995","0.0572180054318574"
"(3a) lower tertiary education","2004","66 und älter","Ostdeutschland, neue Bundeslaender","133","0.136358952093682","0.114740784580887","0.157977119606476"
"(3b) higher tertiary education","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","264","0.0715479135192192","0.063563674477058","0.0795321525613805"
"(3b) higher tertiary education","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","63","0.0435904059766975","0.0327705255515369","0.0544102864018581"
"(3b) higher tertiary education","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1486","0.111748640367761","0.105375542100705","0.118121738634816"
"(3b) higher tertiary education","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","438","0.110899564729241","0.0993692224747742","0.122429906983709"
"(3b) higher tertiary education","2004","66 und älter","Westdeutschland, alte Bundeslaender","249","0.0578732455301794","0.0492854339229299","0.066461057137429"
"(3b) higher tertiary education","2004","66 und älter","Ostdeutschland, neue Bundeslaender","100","0.104363198391944","0.0851034740141613","0.123622922769728"
"(0) in school","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","509","0.105566040967197","0.0957180294672093","0.115414052467186"
"(0) in school","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","147","0.0980646863667786","0.0817466922839618","0.114382680449595"
"(0) in school","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35","0.0132050595588198","0.00954661962348582","0.0168634994941539"
"(1a) inadequately completed","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","139","0.0193581491752895","0.0164927849484394","0.0222235134021396"
"(1a) inadequately completed","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2005","66 und älter","Westdeutschland, alte Bundeslaender","57","0.0227736795252637","0.017283214137674","0.0282641449128535"
"(1a) inadequately completed","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","360","0.116052067745326","0.105787230365563","0.126316905125089"
"(1b) general elementary school","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","62","0.0695748185029288","0.0556146865667956","0.0835349504390619"
"(1b) general elementary school","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","695","0.0885213454140897","0.0826140327093944","0.0944286581187849"
"(1b) general elementary school","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","47","0.0201551717404792","0.014881685563935","0.0254286579170233"
"(1b) general elementary school","2005","66 und älter","Westdeutschland, alte Bundeslaender","610","0.227793782180896","0.212357860810771","0.24322970355102"
"(1b) general elementary school","2005","66 und älter","Ostdeutschland, neue Bundeslaender","102","0.116449873984004","0.0962951535277306","0.136604594440277"
"(1c) basic vocational qualification","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","535","0.15372509080266","0.142165554812363","0.165284626792956"
"(1c) basic vocational qualification","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","79","0.0778087830891021","0.0631111447641109","0.0925064214140933"
"(1c) basic vocational qualification","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2894","0.373099956491315","0.363042122670118","0.383157790312512"
"(1c) basic vocational qualification","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","493","0.189878398529719","0.175160737562993","0.204596059496446"
"(1c) basic vocational qualification","2005","66 und älter","Westdeutschland, alte Bundeslaender","1230","0.442288941700204","0.42400993272054","0.460567950679869"
"(1c) basic vocational qualification","2005","66 und älter","Ostdeutschland, neue Bundeslaender","522","0.522286549456264","0.490900993475124","0.553672105437404"
"(2b) intermediate general qualification","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","315","0.0874717321229609","0.0784171311418191","0.0965263331041027"
"(2b) intermediate general qualification","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","129","0.0949577111394481","0.0788726650750368","0.111042757203859"
"(2b) intermediate general qualification","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","91","0.0101622896993119","0.00807650013664712","0.0122480792619767"
"(2b) intermediate general qualification","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2005","66 und älter","Westdeutschland, alte Bundeslaender","34","0.0134214105007343","0.0091863472516361","0.0176564737498324"
"(2b) intermediate general qualification","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","721","0.195849605827546","0.183130918806929","0.208568292848162"
"(2a) intermediate vocational","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","432","0.357624325416979","0.331325834810366","0.383922816023592"
"(2a) intermediate vocational","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2049","0.224661827939278","0.21598216353476","0.233341492343797"
"(2a) intermediate vocational","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1207","0.498563352765579","0.479800705256245","0.517326000274913"
"(2a) intermediate vocational","2005","66 und älter","Westdeutschland, alte Bundeslaender","340","0.12340320834981","0.111298393760933","0.135508022938688"
"(2a) intermediate vocational","2005","66 und älter","Ostdeutschland, neue Bundeslaender","69","0.0743070016013196","0.0578276534508207","0.0907863497518185"
"(2c_gen) general maturity certificate","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","480","0.107860830094652","0.0979191342340479","0.117802525955257"
"(2c_gen) general maturity certificate","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","178","0.118952222321463","0.101189531196137","0.136714913446789"
"(2c_gen) general maturity certificate","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","119","0.0123398284725104","0.0100439386734932","0.0146357182715275"
"(2c_gen) general maturity certificate","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","387","0.11003179907421","0.100002775744938","0.120060822403481"
"(2c_voc) vocational maturity certificate","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","118","0.0794822345744373","0.06464086857302","0.0943236005758547"
"(2c_voc) vocational maturity certificate","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","790","0.087719737419368","0.0818366472130549","0.0936028276256812"
"(2c_voc) vocational maturity certificate","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","76","0.0334730318783751","0.0267233948021253","0.0402226689546249"
"(2c_voc) vocational maturity certificate","2005","66 und älter","Westdeutschland, alte Bundeslaender","132","0.0514470320974893","0.0433167440138846","0.0595773201810939"
"(2c_voc) vocational maturity certificate","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","140","0.0385361516108407","0.0323671776021946","0.0447051256194867"
"(3a) lower tertiary education","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","58","0.04882510506315","0.0370008296557042","0.0606493804705957"
"(3a) lower tertiary education","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","699","0.0678197832424068","0.0625907567008584","0.0730488097839551"
"(3a) lower tertiary education","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","460","0.137933838186533","0.124993917399196","0.15087375897387"
"(3a) lower tertiary education","2005","66 und älter","Westdeutschland, alte Bundeslaender","153","0.0486962737871115","0.0407748647052752","0.0566176828689477"
"(3a) lower tertiary education","2005","66 und älter","Ostdeutschland, neue Bundeslaender","143","0.143257936766293","0.121245097531102","0.165270776001484"
"(3b) higher tertiary education","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","258","0.0717016221957882","0.063433239367528","0.0799700050240485"
"(3b) higher tertiary education","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","67","0.0496430091733472","0.0377252339484161","0.0615607843982783"
"(3b) higher tertiary education","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1406","0.116317082146431","0.109649587338679","0.122984576954182"
"(3b) higher tertiary education","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","423","0.111152154597792","0.0993571378244038","0.12294717137118"
"(3b) higher tertiary education","2005","66 und älter","Westdeutschland, alte Bundeslaender","266","0.0640996804432936","0.0550852621266337","0.0731140987599535"
"(3b) higher tertiary education","2005","66 und älter","Ostdeutschland, neue Bundeslaender","107","0.108741715139802","0.0891806927492049","0.1283027375304"
"(0) in school","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","488","0.0978361685292391","0.0883626886206929","0.107309648437785"
"(0) in school","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","147","0.0947084649254779","0.0788096588666704","0.110607270984285"
"(0) in school","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","31","0.0132153229795508","0.00957393290934496","0.0168567130497567"
"(1a) inadequately completed","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","123","0.0181250950585956","0.0154477125220202","0.0208024775951709"
"(1a) inadequately completed","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2006","66 und älter","Westdeutschland, alte Bundeslaender","66","0.0221983807821769","0.0171966943800855","0.0272000671842683"
"(1a) inadequately completed","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","350","0.113742885721842","0.103618723330418","0.123867048113266"
"(1b) general elementary school","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","72","0.0818432703048495","0.0669590605600588","0.0967274800496402"
"(1b) general elementary school","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","719","0.0850569594092513","0.0794581697016528","0.0906557491168498"
