"pgcasmin","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","weiblich","1072","0.114377970784989","0.107604364363789","0.12115157720619"
"(2c_voc) vocational maturity certificate","2014","66 und älter","maennlich","105","0.0501300674937103","0.0414485745254397","0.0588115604619809"
"(2c_voc) vocational maturity certificate","2014","66 und älter","weiblich","97","0.0407136706414491","0.0330356645041799","0.0483916767787184"
"(3a) lower tertiary education","2014","16-34 Jahre alt","maennlich","117","0.0576792539270214","0.0492904795996144","0.0660680282544284"
"(3a) lower tertiary education","2014","16-34 Jahre alt","weiblich","139","0.0598736151041774","0.0520931917781019","0.067654038430253"
"(3a) lower tertiary education","2014","35-65 Jahre alt","maennlich","627","0.0926624683002485","0.085848918108743","0.099476018491754"
"(3a) lower tertiary education","2014","35-65 Jahre alt","weiblich","687","0.0781530794033551","0.0724405689015685","0.0838655899051418"
"(3a) lower tertiary education","2014","66 und älter","maennlich","319","0.120860385498969","0.107892053643264","0.133828717354673"
"(3a) lower tertiary education","2014","66 und älter","weiblich","157","0.0550187519192529","0.0461600281432608","0.063877475695245"
"(3b) higher tertiary education","2014","16-34 Jahre alt","maennlich","262","0.110110440185627","0.0988469853202238","0.121373895051029"
"(3b) higher tertiary education","2014","16-34 Jahre alt","weiblich","435","0.163843021030518","0.15170493394742","0.175981108113617"
"(3b) higher tertiary education","2014","35-65 Jahre alt","maennlich","1332","0.15963090035659","0.151024320386804","0.168237480326376"
"(3b) higher tertiary education","2014","35-65 Jahre alt","weiblich","1472","0.144248646625539","0.136771184355462","0.151726108895616"
"(3b) higher tertiary education","2014","66 und älter","maennlich","451","0.144619957903111","0.130627085474444","0.158612830331778"
"(3b) higher tertiary education","2014","66 und älter","weiblich","244","0.0800083304710938","0.0694677689073303","0.0905488920348574"
"(0) in school","2015","16-34 Jahre alt","maennlich","358","0.077457202152448","0.0678995764837152","0.0870148278211808"
"(0) in school","2015","16-34 Jahre alt","weiblich","424","0.087488193704917","0.0782609878865398","0.0967153995232941"
"(0) in school","2015","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2015","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2015","66 und älter","maennlich","","","",""
"(0) in school","2015","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2015","16-34 Jahre alt","maennlich","64","0.0150484452388232","0.0106955410907949","0.0194013493868515"
"(1a) inadequately completed","2015","16-34 Jahre alt","weiblich","90","0.0168854145271647","0.0126778172069753","0.0210930118473541"
"(1a) inadequately completed","2015","35-65 Jahre alt","maennlich","165","0.0195764703013333","0.0162894480830378","0.0228634925196288"
"(1a) inadequately completed","2015","35-65 Jahre alt","weiblich","212","0.0238882193140844","0.0205981446354839","0.0271782939926849"
"(1a) inadequately completed","2015","66 und älter","maennlich","","","",""
"(1a) inadequately completed","2015","66 und älter","weiblich","36","0.0171003092480639","0.0120475307784509","0.0221530877176768"
"(1b) general elementary school","2015","16-34 Jahre alt","maennlich","379","0.106366331207799","0.0953431307730868","0.117389531642511"
"(1b) general elementary school","2015","16-34 Jahre alt","weiblich","355","0.0632304143500067","0.0552824549196191","0.0711783737803944"
"(1b) general elementary school","2015","35-65 Jahre alt","maennlich","422","0.0554595844894173","0.0500292427603483","0.0608899262184862"
"(1b) general elementary school","2015","35-65 Jahre alt","weiblich","579","0.0782219003912751","0.0724363928499403","0.08400740793261"
"(1b) general elementary school","2015","66 und älter","maennlich","123","0.0660844734990558","0.0561453981018049","0.0760235488963068"
"(1b) general elementary school","2015","66 und älter","weiblich","480","0.200248743975181","0.184651924619651","0.215845563330711"
"(1c) basic vocational qualification","2015","16-34 Jahre alt","maennlich","303","0.104098513014128","0.0931796292062616","0.115017396821994"
"(1c) basic vocational qualification","2015","16-34 Jahre alt","weiblich","276","0.0712275234521736","0.0628279965104646","0.0796270503938827"
"(1c) basic vocational qualification","2015","35-65 Jahre alt","maennlich","1677","0.268453377896647","0.257938989319221","0.278967766474074"
"(1c) basic vocational qualification","2015","35-65 Jahre alt","weiblich","1359","0.195174714994797","0.186635328451416","0.203714101538178"
"(1c) basic vocational qualification","2015","66 und älter","maennlich","1022","0.450895299581793","0.430988203855599","0.470802395307987"
"(1c) basic vocational qualification","2015","66 und älter","weiblich","960","0.392593323241875","0.373561302086867","0.411625344396882"
"(2b) intermediate general qualification","2015","16-34 Jahre alt","maennlich","300","0.094061703806951","0.0836245620328811","0.104498845581021"
"(2b) intermediate general qualification","2015","16-34 Jahre alt","weiblich","286","0.0728973397909924","0.0644075685066728","0.081387111075312"
"(2b) intermediate general qualification","2015","35-65 Jahre alt","maennlich","55","0.00821333618408162","0.00607193758709754","0.0103547347810657"
"(2b) intermediate general qualification","2015","35-65 Jahre alt","weiblich","143","0.0183014658440666","0.0154134730924929","0.0211894585956403"
"(2b) intermediate general qualification","2015","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2015","66 und älter","weiblich","52","0.0234029689222712","0.0175109130814427","0.0292950247630996"
"(2a) intermediate vocational","2015","16-34 Jahre alt","maennlich","380","0.15217685225279","0.139334257282069","0.165019447223511"
"(2a) intermediate vocational","2015","16-34 Jahre alt","weiblich","541","0.1703561225258","0.158078876287839","0.182633368763762"
"(2a) intermediate vocational","2015","35-65 Jahre alt","maennlich","1626","0.266502062474176","0.256011994130899","0.276992130817454"
"(2a) intermediate vocational","2015","35-65 Jahre alt","weiblich","2503","0.316728072707501","0.306704924369935","0.326751221045068"
"(2a) intermediate vocational","2015","66 und älter","maennlich","309","0.13592111645278","0.122210321602052","0.149631911303507"
"(2a) intermediate vocational","2015","66 und älter","weiblich","458","0.172540735760551","0.157814464007545","0.187267007513557"
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","maennlich","472","0.150936943072452","0.138137425518008","0.163736460626895"
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","weiblich","596","0.1625062960069","0.150458652504628","0.174553939509173"
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","maennlich","227","0.0261254663493775","0.0223409349538243","0.0299099977449307"
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","weiblich","245","0.0215021467523631","0.0183768954905998","0.0246273980141264"
"(2c_gen) general maturity certificate","2015","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2015","66 und älter","weiblich","34","0.0154211956714619","0.0106187999733766","0.0202235913695472"
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","maennlich","250","0.100829941418439","0.0900642598796158","0.111595622957262"
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","weiblich","348","0.116374740328392","0.105902498551477","0.126846982105308"
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","maennlich","717","0.100497639865616","0.0933640577161981","0.107631222015035"
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","weiblich","1091","0.118709828793874","0.111740886114369","0.125678771473379"
"(2c_voc) vocational maturity certificate","2015","66 und älter","maennlich","110","0.0518963452892521","0.0430219500347444","0.0607707405437598"
"(2c_voc) vocational maturity certificate","2015","66 und älter","weiblich","98","0.0426591412862109","0.034783008522165","0.0505352740502568"
"(3a) lower tertiary education","2015","16-34 Jahre alt","maennlich","117","0.060257854876427","0.0517496676420713","0.0687660421107827"
"(3a) lower tertiary education","2015","16-34 Jahre alt","weiblich","127","0.0581823820895321","0.050537771091166","0.0658269930878982"
"(3a) lower tertiary education","2015","35-65 Jahre alt","maennlich","598","0.0877822574235061","0.0810682593552763","0.0944962554917358"
"(3a) lower tertiary education","2015","35-65 Jahre alt","weiblich","657","0.077506225216475","0.0717450099235103","0.0832674405094398"
"(3a) lower tertiary education","2015","66 und älter","maennlich","304","0.11701210192023","0.104152271661861","0.129871932178598"
"(3a) lower tertiary education","2015","66 und älter","weiblich","156","0.0541478667652667","0.0453277166643622","0.0629680168661712"
"(3b) higher tertiary education","2015","16-34 Jahre alt","maennlich","382","0.138766212959744","0.126405934622736","0.151126491296751"
"(3b) higher tertiary education","2015","16-34 Jahre alt","weiblich","559","0.18085157322412","0.168282053521805","0.193421092926436"
"(3b) higher tertiary education","2015","35-65 Jahre alt","maennlich","1337","0.167389805015844","0.158532248218281","0.176247361813408"
"(3b) higher tertiary education","2015","35-65 Jahre alt","weiblich","1486","0.149967425985563","0.142274698589818","0.157660153381308"
"(3b) higher tertiary education","2015","66 und älter","maennlich","479","0.153958658972397","0.139519552380544","0.168397765564251"
"(3b) higher tertiary education","2015","66 und älter","weiblich","255","0.0818857151291186","0.0711994456497502","0.092571984608487"
"(0) in school","2016","16-34 Jahre alt","maennlich","436","0.0763567247936564","0.0682632762831285","0.0844501733041843"
"(0) in school","2016","16-34 Jahre alt","weiblich","472","0.0859882687697406","0.0772862410824995","0.0946902964569818"
"(0) in school","2016","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2016","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2016","66 und älter","maennlich","","","",""
"(0) in school","2016","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2016","16-34 Jahre alt","maennlich","622","0.0280801360898271","0.0230454469680086","0.0331148252116457"
"(1a) inadequately completed","2016","16-34 Jahre alt","weiblich","443","0.0166046781611812","0.0126382072529487","0.0205711490694138"
"(1a) inadequately completed","2016","35-65 Jahre alt","maennlich","524","0.019709074307886","0.0165033220732504","0.0229148265425216"
"(1a) inadequately completed","2016","35-65 Jahre alt","weiblich","468","0.0227722359302235","0.0195633264785424","0.0259811453819046"
"(1a) inadequately completed","2016","66 und älter","maennlich","","","",""
"(1a) inadequately completed","2016","66 und älter","weiblich","48","0.0205417355647336","0.0149182054540658","0.0261652656754015"
"(1b) general elementary school","2016","16-34 Jahre alt","maennlich","648","0.104657813130464","0.0953287468655423","0.113986879395386"
"(1b) general elementary school","2016","16-34 Jahre alt","weiblich","462","0.069591051248065","0.0616926605758584","0.0774894419202715"
"(1b) general elementary school","2016","35-65 Jahre alt","maennlich","553","0.0540919290435847","0.0488750586261293","0.05930879946104"
"(1b) general elementary school","2016","35-65 Jahre alt","weiblich","611","0.0753773131402267","0.0696984771573821","0.0810561491230714"
"(1b) general elementary school","2016","66 und älter","maennlich","117","0.070954705936473","0.0605206711095218","0.0813887407634242"
"(1b) general elementary school","2016","66 und älter","weiblich","446","0.196241233251463","0.180495768504045","0.211986697998882"
"(1c) basic vocational qualification","2016","16-34 Jahre alt","maennlich","287","0.097182548332125","0.0881553717006459","0.106209724963604"
"(1c) basic vocational qualification","2016","16-34 Jahre alt","weiblich","234","0.0756649139639239","0.0674559761888802","0.0838738517389676"
"(1c) basic vocational qualification","2016","35-65 Jahre alt","maennlich","1564","0.272000353841082","0.26173746399406","0.282263243688103"
"(1c) basic vocational qualification","2016","35-65 Jahre alt","weiblich","1256","0.187472264329589","0.179076807433007","0.195867721226172"
"(1c) basic vocational qualification","2016","66 und älter","maennlich","953","0.436752523978699","0.41659623506894","0.456908812888457"
"(1c) basic vocational qualification","2016","66 und älter","weiblich","905","0.382387631581364","0.363120928665165","0.401654334497563"
