year,bula_h,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,"Rhineland-Palatinate, Saarland",West,(2) Intermediate General/Vocational Qualification,0.12920,104,690,0.10416,0.15425
1985,Baden-Wuerttemberg,West,(0) No qualification (yet),0.01885,41,2010,0.01290,0.02480
1985,Baden-Wuerttemberg,West,(1a) Inadequately completed,0.02251,254,2010,0.01602,0.02899
1985,Baden-Wuerttemberg,West,(1b) General Elementary School,0.21128,534,2010,0.19342,0.22913
1985,Baden-Wuerttemberg,West,(1c) Basic Vocational Qualification,0.30543,672,2010,0.28529,0.32557
1985,Baden-Wuerttemberg,West,(2) Intermediate General/Vocational Qualification,0.14735,273,2010,0.13185,0.16285
1985,Baden-Wuerttemberg,West,(2c_gen) General Maturity Certificate,0.01919,52,2010,0.01319,0.02518
1985,Baden-Wuerttemberg,West,(2c_voc) Vocational Maturity Certificate,0.03176,72,2010,0.02410,0.03943
1985,Baden-Wuerttemberg,West,(3a) Lower Tertiary Education,0.02483,44,2010,0.01802,0.03163
1985,Baden-Wuerttemberg,West,(3b) Higher Tertiary Education,0.03028,68,2010,0.02279,0.03778
1985,Bavaria,West,(1a) Inadequately completed,0.01293,86,1862,0.00780,0.01806
1985,Bavaria,West,(1b) General Elementary School,0.19691,451,1862,0.17884,0.21498
1985,Bavaria,West,(1c) Basic Vocational Qualification,0.33008,704,1862,0.30871,0.35144
1985,Bavaria,West,(2) Intermediate General/Vocational Qualification,0.17178,354,1862,0.15464,0.18891
1985,Bavaria,West,(2c_gen) General Maturity Certificate,0.02006,52,1862,0.01369,0.02643
1985,Bavaria,West,(2c_voc) Vocational Maturity Certificate,0.02951,68,1862,0.02182,0.03720
1985,Bavaria,West,(3a) Lower Tertiary Education,0.02381,51,1862,0.01688,0.03074
1985,Bavaria,West,(3b) Higher Tertiary Education,0.03988,96,1862,0.03099,0.04877
1985,Berlin,West,(1a) Inadequately completed,0.02713,32,279,0.00803,0.04623
1985,Berlin,West,(1b) General Elementary School,0.16331,73,279,0.11986,0.20677
1985,Berlin,West,(1c) Basic Vocational Qualification,0.26797,101,279,0.21591,0.32004
1985,Berlin,West,(2) Intermediate General/Vocational Qualification,0.20049,73,279,0.15342,0.24755
1986,Schleswig-Holstein,West,(1b) General Elementary School,0.15854,66,271,0.11497,0.20210
1986,Schleswig-Holstein,West,(1c) Basic Vocational Qualification,0.35208,131,271,0.29511,0.40905
1986,Schleswig-Holstein,West,(2) Intermediate General/Vocational Qualification,0.19656,74,271,0.14916,0.24396
1986,Hamburg,West,(1b) General Elementary School,0.15554,49,181,0.10259,0.20848
1986,Hamburg,West,(1c) Basic Vocational Qualification,0.35449,83,181,0.28461,0.42438
1986,Hamburg,West,(2) Intermediate General/Vocational Qualification,0.21227,49,181,0.15254,0.27201
1986,Lower Saxony,West,(1a) Inadequately completed,0.01342,52,1054,0.00647,0.02037
1986,Lower Saxony,West,(1b) General Elementary School,0.20278,253,1054,0.17849,0.22706
1986,Lower Saxony,West,(1c) Basic Vocational Qualification,0.30720,381,1054,0.27933,0.33506
1986,Lower Saxony,West,(2) Intermediate General/Vocational Qualification,0.19147,230,1054,0.16770,0.21523
1986,Lower Saxony,West,(2c_gen) General Maturity Certificate,0.02322,39,1054,0.01412,0.03232
1986,Lower Saxony,West,(2c_voc) Vocational Maturity Certificate,0.02783,38,1054,0.01789,0.03776
1986,Lower Saxony,West,(3b) Higher Tertiary Education,0.04424,61,1054,0.03182,0.05666
1986,Bremen,West,(1c) Basic Vocational Qualification,0.38090,45,45,0.23741,0.52439
1986,North Rhine-Westphalia,West,(0) No qualification (yet),0.01847,73,2819,0.01349,0.02344
1986,North Rhine-Westphalia,West,(1a) Inadequately completed,0.02596,268,2819,0.02009,0.03183
1986,North Rhine-Westphalia,West,(1b) General Elementary School,0.16048,584,2819,0.14692,0.17403
1986,North Rhine-Westphalia,West,(1c) Basic Vocational Qualification,0.32294,966,2819,0.30567,0.34020
1986,North Rhine-Westphalia,West,(2) Intermediate General/Vocational Qualification,0.15254,453,2819,0.13927,0.16582
1986,North Rhine-Westphalia,West,(2c_gen) General Maturity Certificate,0.03512,132,2819,0.02833,0.04192
1986,North Rhine-Westphalia,West,(2c_voc) Vocational Maturity Certificate,0.03569,124,2819,0.02884,0.04255
1986,North Rhine-Westphalia,West,(3a) Lower Tertiary Education,0.02214,66,2819,0.01671,0.02758
1986,North Rhine-Westphalia,West,(3b) Higher Tertiary Education,0.04613,153,2819,0.03838,0.05387
1986,Hesse,West,(1a) Inadequately completed,0.01998,94,985,0.01124,0.02873
1986,Hesse,West,(1b) General Elementary School,0.18292,256,985,0.15876,0.20707
1986,Hesse,West,(1c) Basic Vocational Qualification,0.28262,309,985,0.25449,0.31076
1986,Hesse,West,(2) Intermediate General/Vocational Qualification,0.17734,166,985,0.15348,0.20121
1986,Hesse,West,(2c_gen) General Maturity Certificate,0.04188,50,985,0.02937,0.05440
1986,Hesse,West,(2c_voc) Vocational Maturity Certificate,0.03456,47,985,0.02314,0.04597
1986,Hesse,West,(3b) Higher Tertiary Education,0.06099,63,985,0.04603,0.07594
1986,"Rhineland-Palatinate, Saarland",West,(1a) Inadequately completed,0.02170,49,682,0.01075,0.03264
1986,"Rhineland-Palatinate, Saarland",West,(1b) General Elementary School,0.26126,229,682,0.22826,0.29426
1986,"Rhineland-Palatinate, Saarland",West,(1c) Basic Vocational Qualification,0.34216,294,682,0.30653,0.37780
1986,"Rhineland-Palatinate, Saarland",West,(2) Intermediate General/Vocational Qualification,0.14245,110,682,0.11620,0.16870
1986,Baden-Wuerttemberg,West,(0) No qualification (yet),0.01252,32,1955,0.00759,0.01744
1986,Baden-Wuerttemberg,West,(1a) Inadequately completed,0.02291,231,1955,0.01627,0.02954
1986,Baden-Wuerttemberg,West,(1b) General Elementary School,0.20681,517,1955,0.18885,0.22477
1986,Baden-Wuerttemberg,West,(1c) Basic Vocational Qualification,0.30766,659,1955,0.28720,0.32813
1986,Baden-Wuerttemberg,West,(2) Intermediate General/Vocational Qualification,0.15376,281,1955,0.13776,0.16975
1986,Baden-Wuerttemberg,West,(2c_gen) General Maturity Certificate,0.02025,50,1955,0.01400,0.02649
1986,Baden-Wuerttemberg,West,(2c_voc) Vocational Maturity Certificate,0.03264,71,1955,0.02476,0.04051
1986,Baden-Wuerttemberg,West,(3a) Lower Tertiary Education,0.02520,40,1955,0.01825,0.03215
1986,Baden-Wuerttemberg,West,(3b) Higher Tertiary Education,0.03311,74,1955,0.02518,0.04105
1986,Bavaria,West,(1a) Inadequately completed,0.01352,77,1736,0.00809,0.01896
1986,Bavaria,West,(1b) General Elementary School,0.18849,420,1736,0.17008,0.20689
1986,Bavaria,West,(1c) Basic Vocational Qualification,0.33111,649,1736,0.30896,0.35325
1986,Bavaria,West,(2) Intermediate General/Vocational Qualification,0.16387,320,1736,0.14645,0.18129
1986,Bavaria,West,(2c_gen) General Maturity Certificate,0.02833,64,1736,0.02053,0.03614
1986,Bavaria,West,(2c_voc) Vocational Maturity Certificate,0.02928,63,1736,0.02134,0.03721
1986,Bavaria,West,(3a) Lower Tertiary Education,0.02514,50,1736,0.01778,0.03251
1986,Bavaria,West,(3b) Higher Tertiary Education,0.04070,93,1736,0.03140,0.04999
1986,Berlin,West,(1a) Inadequately completed,0.02739,36,273,0.00799,0.04678
1986,Berlin,West,(1b) General Elementary School,0.16375,69,273,0.11977,0.20773
1986,Berlin,West,(1c) Basic Vocational Qualification,0.28257,103,273,0.22907,0.33608
1986,Berlin,West,(2) Intermediate General/Vocational Qualification,0.18989,65,273,0.14328,0.23651
1987,Schleswig-Holstein,West,(1b) General Elementary School,0.14152,64,270,0.09986,0.18317
1987,Schleswig-Holstein,West,(1c) Basic Vocational Qualification,0.35144,131,270,0.29439,0.40850
1987,Schleswig-Holstein,West,(2) Intermediate General/Vocational Qualification,0.19780,75,270,0.15020,0.24540
1987,Hamburg,West,(1b) General Elementary School,0.13419,43,164,0.08186,0.18651
1987,Hamburg,West,(1c) Basic Vocational Qualification,0.36693,76,164,0.29294,0.44092
1987,Hamburg,West,(2) Intermediate General/Vocational Qualification,0.21970,45,164,0.15613,0.28326
1987,Lower Saxony,West,(1a) Inadequately completed,0.01385,49,1047,0.00677,0.02094
1987,Lower Saxony,West,(1b) General Elementary School,0.19776,242,1047,0.17362,0.22190
1987,Lower Saxony,West,(1c) Basic Vocational Qualification,0.30710,384,1047,0.27915,0.33506
1987,Lower Saxony,West,(2) Intermediate General/Vocational Qualification,0.18937,235,1047,0.16563,0.21312
1987,Lower Saxony,West,(2c_gen) General Maturity Certificate,0.03064,46,1047,0.02020,0.04109
1987,Lower Saxony,West,(2c_voc) Vocational Maturity Certificate,0.02773,36,1047,0.01778,0.03768
1987,Lower Saxony,West,(3b) Higher Tertiary Education,0.04208,55,1047,0.02991,0.05425
1987,Bremen,West,(1c) Basic Vocational Qualification,0.39192,43,43,0.24428,0.53956
1987,North Rhine-Westphalia,West,(0) No qualification (yet),0.01879,81,2779,0.01374,0.02383
1987,North Rhine-Westphalia,West,(1a) Inadequately completed,0.02512,251,2779,0.01930,0.03094
1987,North Rhine-Westphalia,West,(1b) General Elementary School,0.16116,582,2779,0.14749,0.17483
1987,North Rhine-Westphalia,West,(1c) Basic Vocational Qualification,0.32461,948,2779,0.30720,0.34202
1987,North Rhine-Westphalia,West,(2) Intermediate General/Vocational Qualification,0.14920,448,2779,0.13595,0.16245
1987,North Rhine-Westphalia,West,(2c_gen) General Maturity Certificate,0.03379,126,2779,0.02707,0.04051
1987,North Rhine-Westphalia,West,(2c_voc) Vocational Maturity Certificate,0.03583,123,2779,0.02892,0.04274
1987,North Rhine-Westphalia,West,(3a) Lower Tertiary Education,0.02231,64,2779,0.01682,0.02781
1987,North Rhine-Westphalia,West,(3b) Higher Tertiary Education,0.04813,156,2779,0.04017,0.05609
1987,Hesse,West,(1a) Inadequately completed,0.02223,100,993,0.01306,0.03141
1987,Hesse,West,(1b) General Elementary School,0.18147,258,993,0.15748,0.20545
1987,Hesse,West,(1c) Basic Vocational Qualification,0.28848,317,993,0.26029,0.31668
1987,Hesse,West,(2) Intermediate General/Vocational Qualification,0.17065,163,993,0.14724,0.19406
1987,Hesse,West,(2c_gen) General Maturity Certificate,0.03511,45,993,0.02365,0.04656
1987,Hesse,West,(2c_voc) Vocational Maturity Certificate,0.03873,48,993,0.02672,0.05073
1987,Hesse,West,(3b) Higher Tertiary Education,0.06176,62,993,0.04678,0.07674
1987,"Rhineland-Palatinate, Saarland",West,(1a) Inadequately completed,0.01956,49,676,0.00911,0.03001
1987,"Rhineland-Palatinate, Saarland",West,(1b) General Elementary School,0.26786,229,676,0.23445,0.30126
1987,"Rhineland-Palatinate, Saarland",West,(1c) Basic Vocational Qualification,0.33919,293,676,0.30347,0.37490
1987,"Rhineland-Palatinate, Saarland",West,(2) Intermediate General/Vocational Qualification,0.13811,105,676,0.11208,0.16414
1987,Baden-Wuerttemberg,West,(1a) Inadequately completed,0.02352,228,1905,0.01671,0.03032
1987,Baden-Wuerttemberg,West,(1b) General Elementary School,0.20323,520,1905,0.18516,0.22131
1987,Baden-Wuerttemberg,West,(1c) Basic Vocational Qualification,0.30461,646,1905,0.28394,0.32528
1987,Baden-Wuerttemberg,West,(2) Intermediate General/Vocational Qualification,0.15404,281,1905,0.13782,0.17025
1987,Baden-Wuerttemberg,West,(2c_gen) General Maturity Certificate,0.02056,49,1905,0.01419,0.02693
1987,Baden-Wuerttemberg,West,(2c_voc) Vocational Maturity Certificate,0.03544,73,1905,0.02714,0.04375
1987,Baden-Wuerttemberg,West,(3a) Lower Tertiary Education,0.02684,41,1905,0.01958,0.03410
1987,Baden-Wuerttemberg,West,(3b) Higher Tertiary Education,0.03143,67,1905,0.02359,0.03926
1987,Bavaria,West,(1a) Inadequately completed,0.01045,68,1678,0.00559,0.01532
1987,Bavaria,West,(1b) General Elementary School,0.17924,402,1678,0.16088,0.19760
1987,Bavaria,West,(1c) Basic Vocational Qualification,0.33909,640,1678,0.31643,0.36175
1987,Bavaria,West,(2) Intermediate General/Vocational Qualification,0.16365,313,1678,0.14595,0.18136
1987,Bavaria,West,(2c_gen) General Maturity Certificate,0.02457,55,1678,0.01716,0.03197
1987,Bavaria,West,(2c_voc) Vocational Maturity Certificate,0.02745,59,1678,0.01963,0.03527
1987,Bavaria,West,(3a) Lower Tertiary Education,0.02586,49,1678,0.01826,0.03345
1987,Bavaria,West,(3b) Higher Tertiary Education,0.04301,92,1678,0.03330,0.05272
1987,Berlin,West,(1a) Inadequately completed,0.02832,37,282,0.00893,0.04772
1987,Berlin,West,(1b) General Elementary School,0.15553,70,282,0.11316,0.19791
1987,Berlin,West,(1c) Basic Vocational Qualification,0.27744,103,282,0.22509,0.32979
1987,Berlin,West,(2) Intermediate General/Vocational Qualification,0.20385,72,282,0.15675,0.25096
1988,Schleswig-Holstein,West,(1b) General Elementary School,0.13446,63,269,0.09361,0.17530
1988,Schleswig-Holstein,West,(1c) Basic Vocational Qualification,0.35416,130,269,0.29690,0.41142
1988,Schleswig-Holstein,West,(2) Intermediate General/Vocational Qualification,0.19012,76,269,0.14314,0.23710
1988,Hamburg,West,(1b) General Elementary School,0.12347,38,149,0.07047,0.17647
1988,Hamburg,West,(1c) Basic Vocational Qualification,0.36660,69,149,0.28896,0.44423
1988,Hamburg,West,(2) Intermediate General/Vocational Qualification,0.23032,42,149,0.16249,0.29816
1988,Lower Saxony,West,(1a) Inadequately completed,0.01345,47,985,0.00625,0.02065
1988,Lower Saxony,West,(1b) General Elementary School,0.19482,227,985,0.17008,0.21957
1988,Lower Saxony,West,(1c) Basic Vocational Qualification,0.30818,361,985,0.27933,0.33703
1988,Lower Saxony,West,(2) Intermediate General/Vocational Qualification,0.18905,226,985,0.16459,0.21352
1988,Lower Saxony,West,(2c_gen) General Maturity Certificate,0.02927,40,985,0.01874,0.03980
1988,Lower Saxony,West,(2c_voc) Vocational Maturity Certificate,0.02764,31,985,0.01740,0.03788
1988,Lower Saxony,West,(3b) Higher Tertiary Education,0.04057,53,985,0.02824,0.05290
1988,Bremen,West,(1c) Basic Vocational Qualification,0.34681,39,39,0.19548,0.49814
1988,North Rhine-Westphalia,West,(0) No qualification (yet),0.01807,68,2634,0.01298,0.02316
1988,North Rhine-Westphalia,West,(1a) Inadequately completed,0.02258,220,2634,0.01690,0.02825
1988,North Rhine-Westphalia,West,(1b) General Elementary School,0.15621,557,2634,0.14234,0.17008
1988,North Rhine-Westphalia,West,(1c) Basic Vocational Qualification,0.32206,893,2634,0.30421,0.33991
1988,North Rhine-Westphalia,West,(2) Intermediate General/Vocational Qualification,0.15361,444,2634,0.13984,0.16739
1988,North Rhine-Westphalia,West,(2c_gen) General Maturity Certificate,0.03473,118,2634,0.02774,0.04172
1988,North Rhine-Westphalia,West,(2c_voc) Vocational Maturity Certificate,0.03987,127,2634,0.03240,0.04734
1988,North Rhine-Westphalia,West,(3a) Lower Tertiary Education,0.02057,60,2634,0.01515,0.02600
1988,North Rhine-Westphalia,West,(3b) Higher Tertiary Education,0.05010,147,2634,0.04177,0.05843
1988,Hesse,West,(1a) Inadequately completed,0.02111,97,950,0.01196,0.03025
1988,Hesse,West,(1b) General Elementary School,0.17905,250,950,0.15465,0.20344
1988,Hesse,West,(1c) Basic Vocational Qualification,0.29945,307,950,0.27031,0.32860
1988,Hesse,West,(2) Intermediate General/Vocational Qualification,0.16498,156,950,0.14136,0.18859
1988,Hesse,West,(2c_gen) General Maturity Certificate,0.03736,44,950,0.02529,0.04942
1988,Hesse,West,(2c_voc) Vocational Maturity Certificate,0.03366,39,950,0.02218,0.04513
1988,Hesse,West,(3b) Higher Tertiary Education,0.05879,57,950,0.04382,0.07375
1988,"Rhineland-Palatinate, Saarland",West,(1a) Inadequately completed,0.01773,47,648,0.00756,0.02790
1988,"Rhineland-Palatinate, Saarland",West,(1b) General Elementary School,0.25371,215,648,0.22018,0.28724
1988,"Rhineland-Palatinate, Saarland",West,(1c) Basic Vocational Qualification,0.35634,289,648,0.31944,0.39325
1988,"Rhineland-Palatinate, Saarland",West,(2) Intermediate General/Vocational Qualification,0.13969,97,648,0.11298,0.16640
1988,Baden-Wuerttemberg,West,(1a) Inadequately completed,0.02159,213,1828,0.01493,0.02826
1988,Baden-Wuerttemberg,West,(1b) General Elementary School,0.20021,497,1828,0.18186,0.21855
1988,Baden-Wuerttemberg,West,(1c) Basic Vocational Qualification,0.30416,616,1828,0.28306,0.32525
1988,Baden-Wuerttemberg,West,(2) Intermediate General/Vocational Qualification,0.15699,277,1828,0.14031,0.17367
1988,Baden-Wuerttemberg,West,(2c_gen) General Maturity Certificate,0.02163,53,1828,0.01496,0.02830
1988,Baden-Wuerttemberg,West,(2c_voc) Vocational Maturity Certificate,0.03594,71,1828,0.02740,0.04447
1988,Baden-Wuerttemberg,West,(3a) Lower Tertiary Education,0.02455,38,1828,0.01745,0.03164
1988,Baden-Wuerttemberg,West,(3b) Higher Tertiary Education,0.03460,63,1828,0.02622,0.04298
1988,Bavaria,West,(1a) Inadequately completed,0.01029,66,1598,0.00534,0.01524
1988,Bavaria,West,(1b) General Elementary School,0.17647,381,1598,0.15777,0.19516
1988,Bavaria,West,(1c) Basic Vocational Qualification,0.34199,621,1598,0.31873,0.36526
1988,Bavaria,West,(2) Intermediate General/Vocational Qualification,0.16132,296,1598,0.14328,0.17936
1988,Bavaria,West,(2c_gen) General Maturity Certificate,0.02245,44,1598,0.01518,0.02971
1988,Bavaria,West,(2c_voc) Vocational Maturity Certificate,0.03136,60,1598,0.02281,0.03991
1988,Bavaria,West,(3a) Lower Tertiary Education,0.02423,43,1598,0.01669,0.03177
1988,Bavaria,West,(3b) Higher Tertiary Education,0.04367,87,1598,0.03365,0.05370
1988,Berlin,West,(1b) General Elementary School,0.16535,68,231,0.11734,0.21336
1988,Berlin,West,(1c) Basic Vocational Qualification,0.27935,96,231,0.22137,0.33734
1988,Berlin,West,(2) Intermediate General/Vocational Qualification,0.20332,67,231,0.15130,0.25533
1989,Schleswig-Holstein,West,(1b) General Elementary School,0.11584,53,242,0.07544,0.15625
1989,Schleswig-Holstein,West,(1c) Basic Vocational Qualification,0.34122,118,242,0.28136,0.40108
1989,Schleswig-Holstein,West,(2) Intermediate General/Vocational Qualification,0.18453,71,242,0.13555,0.23351
1989,Hamburg,West,(1b) General Elementary School,0.11072,35,141,0.05874,0.16270
1989,Hamburg,West,(1c) Basic Vocational Qualification,0.35159,64,141,0.27250,0.43069
1989,Hamburg,West,(2) Intermediate General/Vocational Qualification,0.23585,42,141,0.16552,0.30617
1989,Lower Saxony,West,(1a) Inadequately completed,0.01524,46,951,0.00745,0.02303
1989,Lower Saxony,West,(1b) General Elementary School,0.19732,218,951,0.17202,0.22263
1989,Lower Saxony,West,(1c) Basic Vocational Qualification,0.31304,349,951,0.28355,0.34253
