"pgcasmin","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Schleswig-Holstein","101","0.23316292330305","0.199129781627353","0.267196064978746"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Hamburg","35","0.105236704547934","0.0705130710421796","0.139960338053688"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Niedersachsen","244","0.19747242065584","0.178205630158266","0.216739211153415"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Bremen","","","",""
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Nordrhein-Westfalen","603","0.218939013572963","0.205034991291755","0.232843035854172"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Hessen","158","0.2079010210545","0.184959939170202","0.230842102938797"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Rheinland-Pfalz,Saarland","191","0.277319734854009","0.245678865546605","0.308960604161412"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Baden-Wuerttemberg","299","0.228963298320656","0.2093781248483","0.248548471793012"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Bayern","616","0.31630101815168","0.297954304831879","0.334647731471482"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Saarland","","","",""
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Berlin","35","0.0764676652904907","0.055309561317018","0.0976257692639635"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Brandenburg","76","0.110504970805851","0.0864399100220228","0.134570031589678"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Mecklenburg-Vorpommern","34","0.0895739704226028","0.0600747807622859","0.11907316008292"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Sachsen","73","0.0915330114140538","0.0733295899329151","0.109736432895193"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Sachsen-Anhalt","74","0.177632573900967","0.1466078398141","0.208657307987835"
"(1c) basic vocational qualification","2018","35-65 Jahre alt","Thueringen","85","0.119087343570908","0.0928409651193669","0.145333722022449"
"(1c) basic vocational qualification","2018","66 und älter","Schleswig-Holstein","68","0.384400092695392","0.313727111460182","0.455073073930602"
"(1c) basic vocational qualification","2018","66 und älter","Hamburg","","","",""
"(1c) basic vocational qualification","2018","66 und älter","Niedersachsen","178","0.392809505141011","0.348750917817196","0.436868092464827"
"(1c) basic vocational qualification","2018","66 und älter","Bremen","","","",""
"(1c) basic vocational qualification","2018","66 und älter","Nordrhein-Westfalen","396","0.437196914437889","0.405520251850213","0.468873577025565"
"(1c) basic vocational qualification","2018","66 und älter","Hessen","88","0.37886046465264","0.321938455658326","0.435782473646954"
"(1c) basic vocational qualification","2018","66 und älter","Rheinland-Pfalz,Saarland","110","0.465475567782263","0.404253185277125","0.526697950287401"
"(1c) basic vocational qualification","2018","66 und älter","Baden-Wuerttemberg","183","0.350243247259341","0.309782141375468","0.390704353143214"
"(1c) basic vocational qualification","2018","66 und älter","Bayern","317","0.387649937900238","0.35384607062779","0.421453805172686"
"(1c) basic vocational qualification","2018","66 und älter","Saarland","","","",""
"(1c) basic vocational qualification","2018","66 und älter","Berlin","58","0.355521143927388","0.290470218739056","0.42057206911572"
"(1c) basic vocational qualification","2018","66 und älter","Brandenburg","76","0.348622028475808","0.289551339931834","0.407692717019783"
"(1c) basic vocational qualification","2018","66 und älter","Mecklenburg-Vorpommern","37","0.278114526663579","0.206169472320044","0.350059581007113"
"(1c) basic vocational qualification","2018","66 und älter","Sachsen","126","0.332451305528906","0.284897758922379","0.380004852135433"
"(1c) basic vocational qualification","2018","66 und älter","Sachsen-Anhalt","66","0.375491746838383","0.307524438011593","0.443459055665173"
"(1c) basic vocational qualification","2018","66 und älter","Thueringen","78","0.470565072587582","0.401562354066809","0.539567791108355"
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Hamburg","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Niedersachsen","81","0.101121165722907","0.0817445365603235","0.120497794885491"
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Bremen","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Nordrhein-Westfalen","136","0.0889146165478804","0.0759097679919576","0.101919465103803"
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Hessen","35","0.0528310708669143","0.036103682088831","0.0695584596449975"
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Baden-Wuerttemberg","54","0.0598756777645764","0.0444606163123045","0.0752907392168483"
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Bayern","84","0.0562619335379618","0.0427729772309541","0.0697508898449695"
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Saarland","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Berlin","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Brandenburg","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Sachsen","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2018","16-34 Jahre alt","Thueringen","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Hamburg","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Niedersachsen","32","0.0218736789016569","0.0147944728041916","0.0289528849991222"
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Bremen","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Nordrhein-Westfalen","52","0.0159189416240049","0.0117106198892025","0.0201272633588073"
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Hessen","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Bayern","32","0.0140608094278486","0.00941559528783724","0.0187060235678599"
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Saarland","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Berlin","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Brandenburg","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Sachsen","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2018","35-65 Jahre alt","Thueringen","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Hamburg","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Niedersachsen","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Bremen","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Hessen","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Bayern","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Saarland","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Berlin","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Brandenburg","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Sachsen","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2018","66 und älter","Thueringen","","","",""
"(2a) intermediate vocational","2018","16-34 Jahre alt","Schleswig-Holstein","37","0.237828908240095","0.191683045276332","0.283974771203857"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Hamburg","","","",""
"(2a) intermediate vocational","2018","16-34 Jahre alt","Niedersachsen","90","0.178691833661968","0.154070473561054","0.203313193762881"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Bremen","","","",""
"(2a) intermediate vocational","2018","16-34 Jahre alt","Nordrhein-Westfalen","130","0.100603896575569","0.0868596138120391","0.1143481793391"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Hessen","45","0.12952402958662","0.104415383830664","0.154632675342577"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Rheinland-Pfalz,Saarland","33","0.148115234213435","0.11381557747587","0.182414890951001"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Baden-Wuerttemberg","81","0.14721705568377","0.124195974752434","0.170238136615106"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Bayern","131","0.172484861990199","0.150368751493437","0.194600972486962"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Saarland","","","",""
"(2a) intermediate vocational","2018","16-34 Jahre alt","Berlin","","","",""
"(2a) intermediate vocational","2018","16-34 Jahre alt","Brandenburg","34","0.264088900749409","0.206991268269186","0.321186533229632"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2018","16-34 Jahre alt","Sachsen","71","0.285754704123688","0.241536989411412","0.329972418835964"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Sachsen-Anhalt","42","0.262309757491256","0.205211229789737","0.319408285192775"
"(2a) intermediate vocational","2018","16-34 Jahre alt","Thueringen","","","",""
"(2a) intermediate vocational","2018","35-65 Jahre alt","Schleswig-Holstein","148","0.296089977446736","0.259345576425262","0.332834378468209"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Hamburg","38","0.131398052332305","0.0931691060987204","0.169626998565889"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Niedersachsen","413","0.326321994041861","0.303629850373711","0.34901413771001"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Bremen","36","0.173642036644695","0.113422440191662","0.233861633097727"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Nordrhein-Westfalen","615","0.219416616782471","0.205501693640531","0.233331539924411"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Hessen","229","0.225256209702425","0.20163983149586","0.24887258790899"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Rheinland-Pfalz,Saarland","139","0.212885839080185","0.183953924722949","0.241817753437422"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Baden-Wuerttemberg","386","0.246869430304268","0.226770369866289","0.266968490742247"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Bayern","547","0.220541743452399","0.204184227746761","0.236899259158037"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Saarland","","","",""
"(2a) intermediate vocational","2018","35-65 Jahre alt","Berlin","139","0.283324696742514","0.247447771581797","0.31920162190323"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Brandenburg","263","0.48020988522808","0.441860902409876","0.518558868046284"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Mecklenburg-Vorpommern","175","0.558184838709673","0.506886161538562","0.609483515880783"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Sachsen","478","0.55199459206859","0.520602618953144","0.583386565184037"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Sachsen-Anhalt","239","0.465696087603015","0.425205014614094","0.506187160591936"
"(2a) intermediate vocational","2018","35-65 Jahre alt","Thueringen","271","0.516921525524877","0.476427466671049","0.557415584378705"
"(2a) intermediate vocational","2018","66 und älter","Schleswig-Holstein","38","0.218391875902029","0.158367843371844","0.278415908432215"
"(2a) intermediate vocational","2018","66 und älter","Hamburg","","","",""
"(2a) intermediate vocational","2018","66 und älter","Niedersachsen","84","0.161838173011388","0.12861190881536","0.195064437207417"
"(2a) intermediate vocational","2018","66 und älter","Bremen","","","",""
"(2a) intermediate vocational","2018","66 und älter","Nordrhein-Westfalen","130","0.131789199461118","0.11018813555991","0.153390263362327"
"(2a) intermediate vocational","2018","66 und älter","Hessen","50","0.142653347861914","0.101617330799649","0.183689364924178"
"(2a) intermediate vocational","2018","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2018","66 und älter","Baden-Wuerttemberg","78","0.152344164672736","0.12186520407624","0.182823125269232"
"(2a) intermediate vocational","2018","66 und älter","Bayern","118","0.152894763079954","0.127925160287514","0.177864365872395"
"(2a) intermediate vocational","2018","66 und älter","Saarland","","","",""
"(2a) intermediate vocational","2018","66 und älter","Berlin","49","0.270308109930024","0.209952767094767","0.330663452765281"
