"pgcasmin","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"(2b) intermediate general qualification","2007","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2007","AkademikerInnen","Thueringen","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Hamburg","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Bremen","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Hessen","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Bayern","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Saarland","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Berlin","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Brandenburg","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Sachsen","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","Thueringen","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Hamburg","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Niedersachsen","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Bremen","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Hessen","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Bayern","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Saarland","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Berlin","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Brandenburg","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Sachsen","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","Thueringen","","","",""
"(2a) intermediate vocational","2007","Realschulabschluss","Schleswig-Holstein","151","0.927331122521136","0.887959664410672","0.9667025806316"
"(2a) intermediate vocational","2007","Realschulabschluss","Hamburg","67","0.91566812644376","0.851481172573297","0.979855080314224"
"(2a) intermediate vocational","2007","Realschulabschluss","Niedersachsen","474","0.883253257431504","0.856093495552036","0.910413019310972"
"(2a) intermediate vocational","2007","Realschulabschluss","Bremen","38","0.897423694937775","0.805665314937806","0.989182074937744"
"(2a) intermediate vocational","2007","Realschulabschluss","Nordrhein-Westfalen","754","0.856489564752871","0.833259691333948","0.879719438171794"
"(2a) intermediate vocational","2007","Realschulabschluss","Hessen","303","0.879793886474887","0.844917730966377","0.914670041983397"
"(2a) intermediate vocational","2007","Realschulabschluss","Rheinland-Pfalz,Saarland","170","0.842764068739358","0.791139039387243","0.894389098091474"
"(2a) intermediate vocational","2007","Realschulabschluss","Baden-Wuerttemberg","492","0.881893456593491","0.85513954874367","0.908647364443312"
"(2a) intermediate vocational","2007","Realschulabschluss","Bayern","610","0.868533559307315","0.843079648901566","0.893987469713063"
"(2a) intermediate vocational","2007","Realschulabschluss","Saarland","40","0.815923453832791","0.707412398287521","0.924434509378061"
"(2a) intermediate vocational","2007","Realschulabschluss","Berlin","186","0.862167475768171","0.815872915637345","0.908462035898997"
"(2a) intermediate vocational","2007","Realschulabschluss","Brandenburg","265","0.902359734671067","0.868196937582225","0.936522531759909"
"(2a) intermediate vocational","2007","Realschulabschluss","Mecklenburg-Vorpommern","179","0.917184181966935","0.877995900682733","0.956372463251137"
"(2a) intermediate vocational","2007","Realschulabschluss","Sachsen","558","0.933613294958262","0.9137260823743","0.953500507542223"
"(2a) intermediate vocational","2007","Realschulabschluss","Sachsen-Anhalt","276","0.955732956207786","0.932181225772687","0.979284686642884"
"(2a) intermediate vocational","2007","Realschulabschluss","Thueringen","331","0.934896916999903","0.909376750222906","0.960417083776899"
"(2a) intermediate vocational","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Hamburg","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Niedersachsen","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Bremen","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Hessen","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Bayern","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Saarland","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Berlin","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Brandenburg","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Sachsen","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2007","(Fach-)Abitur","Thueringen","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Hamburg","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Niedersachsen","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Bremen","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Hessen","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Bayern","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Saarland","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Berlin","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Brandenburg","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Sachsen","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","Thueringen","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Hamburg","","","",""
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Niedersachsen","51","0.26052651358554","0.199234731992008","0.321818295179072"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Bremen","","","",""
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Nordrhein-Westfalen","195","0.272837865518647","0.238516552020649","0.307159179016646"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Hessen","55","0.327082473871527","0.260374024248397","0.393790923494657"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","40","0.421929867905645","0.325133627125127","0.518726108686162"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Baden-Wuerttemberg","112","0.359622630071217","0.306028870047809","0.413216390094625"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Bayern","94","0.255093766866718","0.205683952246874","0.304503581486562"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Saarland","","","",""
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Berlin","54","0.481311642240069","0.387939315331027","0.574683969149111"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Brandenburg","33","0.416197800652139","0.30537629438671","0.527019306917568"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Sachsen","55","0.492592611143512","0.404949976468566","0.580235245818458"
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","Thueringen","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Hamburg","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Bremen","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Hessen","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Bayern","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Saarland","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Berlin","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Sachsen","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2007","AkademikerInnen","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Bayern","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Bayern","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Bayern","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Schleswig-Holstein","45","0.751477448704001","0.650955755694114","0.851999141713888"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Niedersachsen","146","0.73947348641446","0.678181704820928","0.800765268007992"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Nordrhein-Westfalen","452","0.727162134481353","0.692840820983354","0.761483447979352"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Hessen","135","0.672917526128473","0.606209076505343","0.739625975751603"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","60","0.578070132094355","0.481273891313838","0.674866372874873"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Baden-Wuerttemberg","196","0.640377369928783","0.586783609905375","0.693971129952191"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Bayern","205","0.744906233133282","0.695496418513438","0.794316047753126"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Berlin","56","0.518688357759931","0.425316030850889","0.612060684668973"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Brandenburg","43","0.583802199347861","0.472980693082432","0.69462370561329"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Sachsen","70","0.507407388856488","0.419764754181542","0.595050023531434"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Sachsen-Anhalt","42","0.56181407223707","0.445582372008133","0.678045772466006"
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","Thueringen","33","0.698319594594306","0.582181918519293","0.81445727066932"
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Bayern","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","Thueringen","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Hamburg","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Bremen","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Hessen","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Bayern","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Saarland","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Berlin","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Brandenburg","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Sachsen","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","Thueringen","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Hamburg","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Niedersachsen","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Bremen","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Hessen","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Bayern","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Saarland","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Berlin","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Brandenburg","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Sachsen","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","Thueringen","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Hamburg","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Niedersachsen","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Bremen","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Hessen","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Bayern","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Saarland","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Berlin","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Brandenburg","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Sachsen","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","Thueringen","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Hamburg","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Niedersachsen","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Bremen","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Hessen","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Bayern","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Saarland","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Berlin","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Brandenburg","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Sachsen","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","Thueringen","","","",""
"(3a) lower tertiary education","2007","AkademikerInnen","Schleswig-Holstein","44","0.434128792415685","0.340651891231938","0.527605693599432"
"(3a) lower tertiary education","2007","AkademikerInnen","Hamburg","","","",""
"(3a) lower tertiary education","2007","AkademikerInnen","Niedersachsen","110","0.364090562338045","0.310784295576457","0.417396829099633"
"(3a) lower tertiary education","2007","AkademikerInnen","Bremen","","","",""
