year,age_gr,quintil_oecd,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,30-45 y.,3rd Quintile,Yes,0.47263,584,1044,0.44233,0.50293
2019,30-45 y.,3rd Quintile,No,0.37865,460,1044,0.34922,0.40809
2019,30-45 y.,4th Quintile,Yes,0.50856,544,888,0.47566,0.54146
2019,30-45 y.,4th Quintile,No,0.33678,344,888,0.30567,0.36788
2019,30-45 y.,5th Quintile,Yes,0.61082,524,824,0.57751,0.64413
2019,30-45 y.,5th Quintile,No,0.29528,300,824,0.26411,0.32645
2019,46-65 y.,1st Quintile,Yes,0.14697,221,590,0.11837,0.17556
2019,46-65 y.,1st Quintile,No,0.25097,369,590,0.21595,0.28598
2019,46-65 y.,2nd Quintile,Yes,0.28197,477,1033,0.25452,0.30943
2019,46-65 y.,2nd Quintile,No,0.36998,556,1033,0.34052,0.39943
2019,46-65 y.,3rd Quintile,Yes,0.41628,692,1250,0.38894,0.44361
2019,46-65 y.,3rd Quintile,No,0.35913,558,1250,0.33253,0.38574
2019,46-65 y.,4th Quintile,Yes,0.49482,957,1512,0.46961,0.52003
2019,46-65 y.,4th Quintile,No,0.34110,555,1512,0.31719,0.36500
2019,46-65 y.,5th Quintile,Yes,0.54252,1335,2040,0.52090,0.56415
2019,46-65 y.,5th Quintile,No,0.26872,705,2040,0.24948,0.28796
2019,66 and older,2nd Quintile,No,0.02396,36,36,-0.02670,0.07462
2019,66 and older,3rd Quintile,No,0.04414,43,43,-0.01798,0.10627
2019,66 and older,4th Quintile,No,0.05851,56,56,-0.00352,0.12054
2019,66 and older,5th Quintile,No,0.06574,68,68,0.00640,0.12508
