year,age_gr,migback,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,17-29 y.,Direct migration background,Yes,0.18540,102,229,0.13496,0.23585
2019,17-29 y.,Direct migration background,No,0.22061,127,229,0.16679,0.27444
2019,17-29 y.,Indirect migration background,Yes,0.27436,190,386,0.22979,0.31893
2019,17-29 y.,Indirect migration background,No,0.24986,196,386,0.20661,0.29310
2019,30-45 y.,No migration background,Yes,0.45442,1676,3361,0.43759,0.47126
2019,30-45 y.,No migration background,No,0.36955,1685,3361,0.35323,0.38588
2019,30-45 y.,Direct migration background,Yes,0.36245,539,1139,0.33452,0.39038
2019,30-45 y.,Direct migration background,No,0.33901,600,1139,0.31151,0.36652
2019,30-45 y.,Indirect migration background,Yes,0.47464,217,431,0.42745,0.52184
2019,30-45 y.,Indirect migration background,No,0.34976,214,431,0.30469,0.39484
2019,46-65 y.,No migration background,Yes,0.41940,3318,6637,0.40753,0.43128
2019,46-65 y.,No migration background,No,0.32007,3319,6637,0.30885,0.33130
2019,46-65 y.,Direct migration background,Yes,0.31189,479,1021,0.28346,0.34032
2019,46-65 y.,Direct migration background,No,0.34670,542,1021,0.31749,0.37591
2019,46-65 y.,Indirect migration background,Yes,0.53284,116,229,0.46807,0.59760
2019,46-65 y.,Indirect migration background,No,0.27934,113,229,0.22110,0.33758
2019,66 and older,No migration background,Yes,0.01376,77,460,0.00311,0.02442
2019,66 and older,No migration background,No,0.04470,383,460,0.02579,0.06360
2019,66 and older,Direct migration background,No,0.05235,39,39,-0.01847,0.12318
